Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
32,2,758,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,82.20%,82.40%,15.5,76.20%,77.70%,84.50%,90.50%
32,2,907,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202407,90.50%,91.80%,10.2,88.50%,94.30%,91.80%,87.80%
32,2,1153,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202407,77.40%,75.90%,17.5,88.90%,83.50%,71.60%,66.10%
32,2,1367,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202407,77.70%,84.60%,23.9,84.40%,78.90%,83.00%,63.80%
554,59,5267,,Scheduled Delivery Standard,32,Executive Review,Recovering,Store Focus,202407,90.50%,87.50%,5,91.60%,92.90%,90.80%,87.30%
18,2,1070,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,82.90%,80.70%,9.9,83.80%,79.90%,83.40%,84.40%
18,2,1403,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202407,83.90%,77.00%,12.2,88.10%,63.30%,90.50%,92.50%
26,2,618,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202407,89.60%,93.00%,12.5,95.10%,87.90%,85.80%,89.30%
20,2,855,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,84.90%,93.10%,15.1,86.80%,81.10%,86.80%,83.30%
20,2,3118,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,79.60%,93.20%,12.5,81.90%,77.50%,78.20%,81.00%
20,2,3709,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,86.80%,96.60%,11.6,88.20%,84.00%,85.10%,89.60%
20,2,6998,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202407,76.00%,77.30%,16,73.20%,73.30%,84.90%,72.70%
22,2,722,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202407,90.60%,94.90%,12.3,94.50%,93.80%,85.80%,88.70%
22,2,3205,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202407,86.10%,88.20%,13.8,80.80%,86.30%,89.50%,87.00%
22,2,3741,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,84.20%,96.90%,13.6,82.80%,88.90%,85.20%,78.90%
25,2,459,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202407,87.00%,97.50%,14,90.40%,84.00%,85.60%,87.90%
25,2,1340,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,83.40%,92.00%,20.2,80.90%,91.40%,85.50%,73.90%
30,2,754,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,72.20%,80.10%,15.7,85.20%,75.20%,66.30%,59.30%
30,2,1227,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202407,80.70%,88.40%,16.2,90.80%,74.30%,74.80%,81.90%
30,2,1293,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202407,85.90%,93.00%,14,86.00%,86.70%,87.30%,83.60%
30,2,1658,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202407,81.00%,93.50%,11.2,65.10%,79.50%,90.20%,87.20%
326,42,1105,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202407,91.60%,96.80%,10,92.30%,88.40%,91.90%,93.90%
127,42,278,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,80.10%,70.70%,10.2,87.80%,82.00%,82.70%,66.90%
127,42,376,,Scheduled Delivery Standard,37,Executive Review,Recovering,Store Focus,202407,87.40%,86.10%,14.8,94.00%,83.90%,81.70%,90.20%
127,42,3868,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,79.60%,81.40%,15,85.30%,69.30%,84.90%,80.70%
103,72,4617,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,87.90%,89.40%,13.2,85.40%,87.90%,89.80%,88.40%
109,9,2946,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,79.00%,96.80%,18.9,86.70%,78.30%,86.70%,63.00%
553,9,3397,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,83.30%,86.30%,15,84.40%,79.70%,82.30%,86.70%
467,60,4137,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202407,89.30%,86.90%,11.9,92.00%,88.00%,88.20%,89.20%
469,60,2070,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202407,92.80%,96.00%,11.4,95.90%,92.00%,89.80%,93.70%
469,60,2722,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202407,91.90%,99.20%,10,95.50%,94.20%,90.10%,88.30%
477,60,5935,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202407,85.30%,92.50%,12.4,82.90%,83.70%,90.10%,84.40%
421,52,1473,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202407,87.80%,68.60%,10.4,92.90%,84.30%,90.70%,84.00%
422,52,1864,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202407,80.50%,89.90%,19.7,80.30%,71.60%,81.80%,88.90%
423,52,1855,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202407,86.20%,82.50%,10.3,85.30%,85.20%,83.90%,90.60%
401,54,1699,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202407,75.20%,74.00%,23,70.10%,58.10%,83.10%,90.90%
401,54,3366,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,79.40%,80.90%,20.2,73.70%,48.20%,91.60%,96.10%
401,54,3789,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202407,89.70%,86.60%,12.7,80.90%,90.50%,93.50%,93.50%
376,54,1492,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202407,85.90%,82.40%,12.9,83.40%,78.40%,94.90%,87.40%
376,54,5334,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202407,88.20%,83.30%,15.4,81.50%,86.00%,93.20%,91.90%
378,54,5051,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,84.10%,74.40%,17.7,85.70%,66.70%,89.50%,94.10%
380,54,4284,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202407,87.20%,82.40%,15.2,78.80%,86.30%,93.60%,90.00%
585,54,2223,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202407,91.30%,88.10%,10.7,84.00%,90.30%,93.90%,96.50%
585,54,3533,,Scheduled Delivery Standard,43,Executive Review,Recovering,Store Focus,202407,90.80%,95.20%,12.6,90.20%,90.10%,93.90%,88.70%
585,54,5957,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,88.60%,91.40%,13.8,84.00%,87.10%,93.10%,90.10%
389,54,1273,,Scheduled Delivery Standard,13,At Risk,Degrading,Store Focus,202407,86.50%,80.40%,17.2,73.40%,89.40%,91.10%,89.10%
389,54,3018,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,83.60%,78.20%,15.1,79.30%,78.00%,86.00%,91.30%
391,54,1200,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,91.80%,91.40%,12,89.00%,89.10%,96.50%,92.70%
391,54,1434,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202407,79.20%,86.60%,18.5,73.70%,72.10%,84.90%,86.40%
391,54,1896,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202407,87.90%,89.10%,14.9,79.60%,85.10%,93.50%,91.90%
391,54,3582,,Scheduled Delivery Standard,14,At Risk,Degrading,Store Focus,202407,92.50%,96.50%,12.9,88.20%,90.70%,95.30%,95.20%
400,56,2402,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202407,89.00%,93.30%,12.2,90.00%,80.20%,97.00%,90.00%
433,47,774,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202407,88.20%,89.40%,15.2,79.90%,85.60%,94.40%,93.10%
383,47,1901,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202407,91.00%,88.80%,13.4,95.00%,89.30%,88.90%,90.70%
429,47,867,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202407,88.60%,88.90%,13,90.60%,85.10%,88.10%,90.80%
234,22,1591,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,84.10%,88.00%,16.4,68.20%,79.90%,96.50%,92.40%
284,22,5436,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,88.10%,97.40%,15.5,88.00%,84.10%,90.50%,89.70%
558,22,3422,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202407,88.20%,98.10%,16,86.80%,81.20%,93.00%,93.60%
166,22,2141,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,87.80%,92.90%,11.3,87.70%,85.00%,86.90%,91.70%
166,22,2830,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,87.10%,95.00%,10.6,84.20%,82.10%,90.40%,92.10%
156,16,2155,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202407,92.20%,90.20%,13.5,93.10%,94.40%,85.80%,95.10%
156,16,4387,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202407,91.10%,87.40%,14.7,90.50%,86.70%,92.30%,95.60%
159,16,2341,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,77.90%,85.80%,9.5,74.40%,70.50%,79.20%,87.00%
160,16,2157,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202407,89.10%,95.60%,12.8,90.40%,84.50%,89.90%,91.60%
160,16,2366,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202407,89.80%,94.40%,16,94.40%,76.20%,89.80%,95.30%
157,16,2222,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,81.10%,84.10%,11.9,84.50%,68.70%,86.30%,86.60%
184,16,2142,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,74.50%,58.00%,18.9,66.50%,65.60%,79.10%,86.10%
187,16,1994,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,84.60%,86.90%,13.4,76.80%,85.50%,87.30%,87.30%
187,16,3329,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,77.60%,83.30%,11.1,83.60%,71.00%,75.30%,79.60%
187,16,5497,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,89.00%,98.00%,10.1,89.40%,89.30%,88.40%,89.10%
188,16,2370,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,80.30%,96.60%,14,72.60%,80.40%,81.70%,87.20%
189,16,2444,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,86.00%,91.10%,10.8,88.80%,82.50%,86.20%,86.60%
189,16,2874,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202407,89.60%,93.70%,15.5,90.10%,89.70%,88.40%,90.30%
163,17,5095,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202407,85.40%,96.60%,15.1,89.00%,63.30%,93.50%,94.80%
172,17,5295,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202407,94.20%,94.90%,10.8,95.40%,95.90%,98.10%,87.50%
173,17,3803,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202407,88.50%,99.50%,10.2,93.40%,83.50%,89.30%,88.60%
305,26,1464,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,86.30%,91.90%,15.7,79.20%,92.50%,91.00%,82.60%
305,26,5298,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202407,87.80%,93.10%,14.5,87.60%,89.90%,86.30%,87.30%
305,26,5481,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202407,85.90%,95.20%,15.5,82.30%,83.60%,86.70%,95.40%
306,26,2134,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,85.80%,96.80%,16,85.20%,86.10%,89.20%,82.30%
296,26,3182,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,86.90%,95.50%,10.7,88.70%,86.80%,88.90%,83.70%
296,26,5346,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,87.30%,82.60%,12.2,87.70%,87.10%,87.90%,86.50%
298,26,3658,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202407,89.40%,97.60%,10.5,88.90%,89.30%,90.40%,89.00%
309,26,1097,,Scheduled Delivery Standard,36,Executive Review,Degrading,Store Focus,202407,85.50%,89.30%,11.4,85.00%,87.60%,87.80%,81.30%
309,26,3371,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202407,88.40%,91.00%,14.8,89.30%,93.40%,91.90%,78.60%
309,26,3700,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202407,90.20%,90.00%,12,92.50%,90.70%,91.90%,85.60%
194,76,5027,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202407,86.40%,86.10%,11.7,90.30%,77.90%,84.60%,89.50%
195,76,2210,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,78.30%,96.40%,10.1,75.60%,74.50%,83.20%,80.30%
231,76,2059,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,79.60%,88.90%,19.1,74.10%,77.60%,81.70%,84.20%
231,76,2502,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202407,92.10%,93.20%,11.3,91.80%,92.80%,93.80%,89.90%
231,76,5241,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202407,90.20%,82.70%,12.9,86.20%,87.00%,93.90%,93.90%
280,76,2233,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202407,88.50%,84.40%,12.9,87.60%,87.60%,89.10%,89.80%
280,76,2357,,Scheduled Delivery Standard,35,Executive Review,Degrading,Store Focus,202407,79.90%,84.60%,21.7,62.80%,83.00%,80.40%,96.10%
283,76,3035,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,65.70%,80.90%,10.4,65.90%,62.20%,62.10%,72.40%
320,76,1544,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,77.60%,76.50%,10.6,79.20%,79.40%,69.10%,83.60%
191,76,2166,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202407,87.00%,99.00%,12.5,86.30%,83.00%,83.90%,94.50%
191,76,5242,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,85.80%,98.80%,12.4,87.80%,79.70%,88.50%,88.30%
192,76,1744,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,78.80%,81.50%,15,80.70%,79.20%,78.40%,77.10%
297,26,1614,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202407,85.70%,95.10%,15.8,90.90%,86.70%,85.50%,79.90%
297,26,4250,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202407,86.70%,97.60%,10.8,86.10%,80.20%,87.80%,92.20%
312,75,1292,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,79.20%,78.60%,12.7,73.80%,76.50%,82.10%,85.60%
312,75,1309,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202407,86.50%,91.30%,12.5,91.30%,84.70%,88.30%,81.80%
312,75,1652,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202407,87.00%,94.00%,10.4,87.60%,84.70%,81.10%,94.60%
315,75,1780,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202407,88.50%,93.40%,13,92.30%,89.00%,84.40%,88.30%
288,75,3214,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202407,90.00%,94.30%,10.6,91.40%,83.30%,91.60%,93.90%
288,75,3831,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202407,88.00%,88.30%,12,90.60%,73.30%,92.70%,97.90%
289,75,1811,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,73.50%,88.30%,19.8,64.10%,64.90%,85.10%,80.50%
289,75,1841,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202407,82.40%,80.50%,15.2,86.10%,72.10%,83.50%,87.80%
289,75,5488,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202407,80.60%,79.90%,16.4,83.00%,62.00%,82.10%,94.50%
290,75,1424,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202407,90.10%,99.10%,15.2,87.20%,82.70%,94.20%,96.50%
281,75,1968,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202407,80.70%,86.70%,18,89.80%,61.80%,80.20%,88.70%
281,75,2577,,Scheduled Delivery Standard,27,Executive Review,Degrading,Store Focus,202407,82.50%,81.30%,9.6,78.80%,84.50%,77.90%,87.60%
281,75,3489,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202407,67.40%,99.30%,10.5,57.40%,82.00%,65.70%,74.00%
282,75,1875,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,89.10%,90.30%,16,89.10%,86.10%,89.60%,91.40%
282,75,2279,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202407,83.50%,89.10%,17.7,82.40%,86.30%,86.40%,79.00%
282,75,2435,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202407,84.10%,93.90%,12.3,83.00%,83.50%,86.10%,83.70%
293,75,3720,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202407,68.10%,81.70%,23.4,48.50%,73.10%,64.10%,74.30%
293,75,3804,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202407,85.20%,84.90%,15.3,83.10%,87.90%,94.10%,76.90%
29,4,605,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,86.60%,83.40%,11.1,86.40%,87.40%,83.80%,88.70%
29,4,728,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202407,86.20%,86.50%,10.8,76.90%,85.80%,92.90%,89.70%
35,4,641,,Scheduled Delivery Standard,17,Executive Review,Recovering,Store Focus,202407,90.90%,92.80%,10.6,91.90%,92.50%,90.00%,89.30%
35,4,1123,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202407,84.90%,90.20%,14.1,92.80%,70.20%,87.90%,89.00%
35,4,2265,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202407,85.00%,81.00%,20.5,84.00%,88.10%,94.80%,71.40%
39,4,396,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202407,88.50%,92.30%,10.5,92.70%,89.50%,86.40%,84.80%
39,4,1270,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202407,85.90%,94.30%,11,88.40%,87.00%,66.50%,87.10%
41,4,881,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202407,83.80%,78.70%,12.1,89.20%,80.00%,79.10%,86.90%
41,4,1164,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202407,91.80%,96.80%,10.6,92.30%,87.00%,92.70%,95.80%
41,4,1183,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202407,58.40%,65.20%,22.5,58.80%,50.20%,68.70%,57.40%
41,4,1286,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202407,82.40%,78.70%,14.8,78.20%,73.40%,90.80%,85.80%
41,4,4420,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,84.10%,90.40%,11.3,88.30%,73.00%,80.60%,95.70%
41,4,4506,,Scheduled Delivery Standard,47,Executive Review,Degrading,Store Focus,202407,83.30%,88.00%,12.6,86.60%,74.50%,86.30%,85.50%
294,4,1179,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202407,89.30%,90.90%,12.3,92.30%,96.00%,83.20%,85.60%
499,59,3359,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202407,82.60%,72.30%,12.9,85.90%,85.50%,84.00%,75.40%
36,4,628,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202407,77.40%,82.20%,19.2,60.50%,79.00%,79.30%,87.60%
36,4,1037,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202407,86.50%,86.90%,11.7,83.50%,82.90%,92.90%,86.70%
36,4,1748,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202407,85.20%,93.60%,11.5,85.80%,86.30%,87.60%,81.10%
36,4,2348,,Scheduled Delivery Standard,30,Executive Review,Degrading,Store Focus,202407,82.10%,88.60%,12.6,73.00%,84.20%,86.10%,85.00%
36,4,2928,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202407,78.20%,89.80%,22.5,35.60%,88.60%,87.50%,88.10%
300,4,1348,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202407,87.60%,83.20%,14.9,91.20%,86.70%,81.00%,91.40%
300,4,4273,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202407,87.20%,97.60%,13.5,91.30%,88.30%,85.40%,83.80%
