Store Number,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
1310,Mike Bova,Indianapolis Fruit Company,274921,317-546-2425,Next Day DELIVERY only,,,,,
4235,Mike Bova,Indianapolis Fruit Company,274921,317-546-2425,Next Day DELIVERY only,,,,,
294,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
333,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
589,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
665,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
709,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
729,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
760,,"Div 1 Store, must confirm",,,D1,,,,,
1165,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
1170,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1675,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
4118,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
299,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
569,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
692,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
711,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,"was United Fresh, now Roby's ",,,,
1189,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
1190,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
1234,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Next Day DELIVERY only,250 case minimum,,,,
2654,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Next Day DELIVERY only,250 case minimum,,,,
545,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
552,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
689,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
696,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
739,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Next Day DELIVERY only,,,,,
1113,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
1247,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1259,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
1505,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1743,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
693,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
702,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
1478,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
1139,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
1140,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
1233,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Next Day DELIVERY only,,,,,
1426,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
2638,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
4461,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am, ,,,,
507,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
519,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
571,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,,,,,
719,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
720,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
1210,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
2628,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
2783,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
3894,Brian Helms,Roby's Country Garden Inc,413632,502-348-1188,Same Day DELIVERY if ordered by 8am,$75.00 minimum order,,,,
4184,Dan Kruhm,LANCASTER,469644,800-247-8125,Next Day DELIVERY only,,,,,
1307,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4323,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
844,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
852,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
5038,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1003,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1386,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2956,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
4699,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1548,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5038,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1003,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
802,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Deliveries M/W/F. Need order by noon the day prior to delivery,,,,,
1740,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,, ,,,
933,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1490,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1955,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5398,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3837,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
2532,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
802,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1740,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
2532,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
3837,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
5398,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
5044,Patrick Kading,Loffredo Fresh Produce            ,463166,800-383-3367,Next Day DELIVERY only,,,,,
1740,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
933,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1490,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1955,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
5398,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
3837,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
5044,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu. Need order by noon the day prior to delivery,,,,,
2532,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Deliveries M/W/F. Need order by noon the day prior to delivery,,,,,
5442,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
4405,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
5352,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service ven# 269886 , ph# 877-344-3491",,,,
1553,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
786,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1814,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1848,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1898,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1420,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
786,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
1553,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
1814,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
1848,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
1898,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
4405,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
5442,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
4405,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
5352,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1553,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
786,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1814,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1779,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2215,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3790,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
4286,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1401,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3400,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
4531,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1596,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
4286,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
3790,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
4286,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1401,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
3400,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
4531,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1596,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
5965,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1256,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4529,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
4049,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1497,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5486,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3601,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1556,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1556,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
1256,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
4529,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
2204,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
2816,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1933,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1998,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5402,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5617,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5781,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3725,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1933,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
2816,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
3725,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
1938,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
2815,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3004,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1897,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5485,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1892,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1681,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1737,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1897,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
2815,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
2815,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1737,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
5199,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1668,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1404,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
5276,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1228,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3891,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3893,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1735,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1489,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
1228,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
1668,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
1735,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
3891,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
3893,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
5199,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
5276,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
5199,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu/F/Sa. Need order by noon the day prior to delivery,,,,,
1668,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu/F/Sa. Need order by noon the day prior to delivery,,,,,
1404,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu/F/Sa. Need order by noon the day prior to delivery,,,,,
5276,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1228,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu/F/Sa. Need order by noon the day prior to delivery,,,,,
3891,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu/F/Sa. Need order by noon the day prior to delivery,,,,,
3893,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu/F/Sa. Need order by noon the day prior to delivery,,,,,
1735,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
5060,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1531,Mike Crews,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1413,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
1211,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4641,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1377,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"Also: Cristina Foods, ph# 312-829-0360, vendor # 037486",,,,
3434,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3597,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1211,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
3434,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
3597,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
4641,Mike Bettin,Heartland Produce,460811,800-245-6005,Next Day Delivery Only- 50 case Minimum,,,,,
5060,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1531,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1413,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1211,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
4641,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
1377,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu/F/Sa. Need order by noon the day prior to delivery,,,,,
3434,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers Tu/F/Sa. Need order by noon the day prior to delivery,,,,,
3597,Dave Katsma & Ed Krug,Alsum Farms & Produce Inc.,105265,920-348-6710,Delivers M/W/F. Need order by noon the day prior to delivery,,,,,
352,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
596,Seirra DeGonia,Proffer Wholesale Produce,315143,800-325-6192,D1,,,,,
233,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
262,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
196,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
833,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
252,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
237,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
216,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
302,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
222,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,40 case minimum,,,,
436,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
1395,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,,,,,
4695,Ed Brinkmann,United Fruit & Produce Co.,88721,314-621-9440 / 314-540-0732,Same Day DELIVERY if ordered by 8am,20 case minimum,,,,
