Store Number,Store City,Store State,Zip Code,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
456,BROWNSVILLE,TX,78520,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1000,BROWNSVILLE,TX,78521,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4112,BROWNSVILLE,TX,78526,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
813,BROWNWOOD,TX,76801,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
322,BRYAN,TX,77802,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4183,BRYAN,TX,77807,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4219,BUDA,TX,78610,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
220,BURLESON,TX,76028,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3653,BURLESON,TX,76028,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
567,CALDWELL,TX,77836,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
827,CANTON,TX,75103,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
793,CANYON,TX,79015,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1046,CARRIZO SPRINGS,TX,78834,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1216,CARROLLTON,TX,75006,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3198,CARROLLTON,TX,75007,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
523,CARTHAGE,TX,75633,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4102,CASTROVILLE,TX,78009,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3285,CEDAR HILL,TX,75104,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3204,CEDAR HILL,TX,75104,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2991,CEDAR PARK,TX,78613,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4163,CEDAR PARK,TX,78613,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
364,CENTER,TX,75935,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
900,CHILDRESS,TX,79201,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4115,CIBOLO,TX,78108,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
228,CLEBURNE,TX,76033,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
249,CLEVELAND,TX,77327,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1150,COLLEGE STATION,TX,77845,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5614,COLLEYVILLE,TX,76034,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
426,COLONY,TX,75056,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
503,COLUMBUS,TX,78934,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
240,COMMERCE,TX,75428,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
400,CONROE,TX,77304,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5144,CONVERSE,TX,78109,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4056,CONVERSE,TX,78109,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
381,COPPERAS COVE,TX,76522,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
464,CORPUS CHRISTI,TX,78410,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
470,CORPUS CHRISTI,TX,78416,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
490,CORPUS CHRISTI,TX,78418,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1494,CORPUS CHRISTI,TX,78411,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5898,CORPUS CHRISTI,TX,78412,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
565,CORSICANA,TX,75110,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
236,CROCKETT,TX,75835,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
522,CROSBY,TX,77532,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5707,CROSS ROADS,TX,76227,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3631,CROWLEY,TX,76036,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
385,CUERO,TX,77954,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5091,CYPRESS,TX,77429,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4465,CYPRESS,TX,77433,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7357,CYPRESS,TX,77433,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5147,DALLAS,TX,75211,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3014,DALLAS,TX,75232,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5810,DALLAS,TX,75249,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3406,DALLAS,TX,75248,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2427,DALLAS,TX,75243,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2105,DALLAS,TX,75244,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2996,DALLAS,TX,75287,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5889,DALLAS,TX,75220,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2667,DALLAS,TX,75228,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5931,DALLAS,TX,75243,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5823,DALLAS,TX,75231,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
8930,DALLAS,TX,75248,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3015,DALLAS,TX,75227,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3341,DALLAS,TX,75204,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5021,DALLAS,TX,75228,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
421,DECATUR,TX,76234,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
447,DEL RIO,TX,78840,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
147,DENISON,TX,75020,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
467,DENTON,TX,76205,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4627,DENTON,TX,76201,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4104,DENTON,TX,76210,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3432,DESOTO,TX,75115,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7232,DESOTO,TX,75115,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4103,DEVINE,TX,78016,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2763,DONNA,TX,78537,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
812,DUMAS,TX,79029,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
461,EAGLE PASS,TX,78852,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
561,EASTLAND,TX,76448,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
429,EDINBURG,TX,78539,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3886,EDINBURG,TX,78539,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5809,EDINBURG,TX,78542,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
344,EL CAMPO,TX,77437,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
500,EL PASO,TX,79924,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
512,EL PASO,TX,79935,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
964,EL PASO,TX,79907,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1015,EL PASO,TX,79912,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2201,EL PASO,TX,79925,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2612,EL PASO,TX,79936,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3763,EL PASO,TX,79938,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5947,EL PASO,TX,79904,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3661,EL PASO,TX,79936,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4105,EL PASO,TX,79932,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4366,EL PASO,TX,79912,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4415,EL PASO,TX,79907,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5108,EL PASO,TX,79936,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5962,EL PASO,TX,79904,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6587,EL PASO,TX,79934,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6813,EL PASO,TX,79938,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7229,EL PASO,TX,79922,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3170,ELGIN,TX,78621,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5808,ELSA,TX,78543,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
286,ENNIS,TX,75119,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5624,FARMERS BRANCH,TX,75234,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
465,FLORESVILLE,TX,78114,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5963,FLOWER MOUND,TX,75022,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5191,FORNEY,TX,75126,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
897,FORT STOCKTON,TX,79735,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1455,FORT WORTH,TX,76120,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2978,FORT WORTH,TX,76133,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
590,FORT WORTH,TX,76132,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2980,FORT WORTH,TX,76244,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3044,FORT WORTH,TX,76105,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3773,FORT WORTH,TX,76108,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4165,FORT WORTH,TX,76114,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5312,FORT WORTH,TX,76111,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5764,FORT WORTH,TX,76052,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2979,FORT WORTH,TX,76137,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3043,FORT WORTH,TX,76244,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3135,FORT WORTH,TX,76110,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3419,FORT WORTH,TX,76116,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7251,FORT WORTH,TX,76123,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1154,FREDERICKSBURG,TX,78624,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1062,FRIENDSWOOD,TX,77546,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
202,Frisco,TX,75035,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2463,FRISCO,TX,75034,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3777,FRISCO,TX,75033,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5866,FRISCO,TX,75034,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
185,GAINESVILLE,TX,76240,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
504,GALVESTON,TX,77551,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1055,GARLAND,TX,75040,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1800,GARLAND,TX,75041,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3224,GARLAND,TX,75043,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2433,GARLAND,TX,75040,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2975,GARLAND,TX,75043,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4046,GARLAND,TX,75040,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
476,GATESVILLE,TX,76528,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1303,GEORGETOWN,TX,78628,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
473,GIDDINGS,TX,78942,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
146,GILMER,TX,75644,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
290,GONZALES,TX,78629,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
353,GRAHAM,TX,76450,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
371,GRANBURY,TX,76048,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
896,GRAND PRAIRIE,TX,75052,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4503,GRAND PRAIRIE,TX,75052,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
266,GRAPEVINE,TX,76051,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
427,GREENVILLE,TX,75402,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4453,GREENVILLE,TX,75401,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
516,GUN BARREL CITY,TX,75156,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1067,HALLETTSVILLE,TX,77964,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3319,HARKER HEIGHTS,TX,76548,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6459,HARKER HEIGHTS,TX,76548,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
595,HARLINGEN,TX,78552,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3057,HELOTES,TX,78023,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
951,HEMPSTEAD,TX,77445,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
165,HENDERSON,TX,75654,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3384,HEREFORD,TX,79045,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7156,HEWITT,TX,76643,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3286,HICKORY CREEK,TX,75065,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3567,HIDALGO,TX,78557,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4240,HIGHLAND VILLAGE,TX,75077,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
211,HILLSBORO,TX,76645,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
443,HONDO,TX,78861,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3136,HORIZON CITY,TX,79928,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1103,HOUSTON,TX,77068,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1279,HOUSTON,TX,77037,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1137,HOUSTON,TX,77015,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3500,HOUSTON,TX,77015,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3425,HOUSTON,TX,77075,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4526,HOUSTON,TX,77022,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5612,HOUSTON,TX,77023,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5959,HOUSTON,TX,77007,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
772,HOUSTON,TX,77082,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2066,HOUSTON,TX,77063,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2718,HOUSTON,TX,77096,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3296,HOUSTON,TX,77077,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3302,HOUSTON,TX,77099,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3584,HOUSTON,TX,77081,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1040,HOUSTON,TX,77095,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1409,HOUSTON,TX,77043,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3640,HOUSTON,TX,77055,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2257,HOUSTON,TX,77040,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3297,HOUSTON,TX,77065,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4416,HOUSTON,TX,77086,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3452,HOUSTON,TX,77084,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3509,HOUSTON,TX,77072,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3542,HOUSTON,TX,77071,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5094,HOUSTON,TX,77096,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3431,HUDSON OAKS,TX,76087,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
744,HUMBLE,TX,77346,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1837,HUMBLE,TX,77338,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4298,HUMBLE,TX,77396,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7309,HUMBLE,TX,77346,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
285,HUNTSVILLE,TX,77340,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5080,HURST,TX,76054,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7347,HURST,TX,76053,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
880,IRVING,TX,75062,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2649,IRVING,TX,75063,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
180,JACKSONVILLE,TX,75766,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
214,JASPER,TX,75951,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
768,KATY,TX,77449,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3226,KATY,TX,77494,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4512,KATY,TX,77449,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4538,KATY,TX,77449,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4468,KATY,TX,77450,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
7310,KATY,TX,77494,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4164,KAUFMAN,TX,75142,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2981,KELLER,TX,76248,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3298,KEMAH,TX,77565,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
524,KENEDY,TX,78119,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
508,KERRVILLE,TX,78028,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
572,KILGORE,TX,75662,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
407,KILLEEN,TX,76542,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
6286,KILLEEN,TX,76549,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3449,KILLEEN,TX,76542,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3450,KILLEEN,TX,76549,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
442,KINGSVILLE,TX,78363,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3579,KINGWOOD,TX,77339,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4130,KYLE,TX,78640,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
846,LA GRANGE,TX,78945,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
529,LA MARQUE,TX,77568,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5116,LA PORTE,TX,77571,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
808,LAKE JACKSON,TX,77566,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
972,LAKE WORTH,TX,76135,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1073,LAMPASAS,TX,76550,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
471,LANCASTER,TX,75146,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
