Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Offsite Storage Box  Count
2150,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2151,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2152,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2153,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2154,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2155,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2156,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),134
2157,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2158,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2159,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2160,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),77
2161,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2163,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2164,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2166,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2167,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2169,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2170,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2174,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),8
2175,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),117
2176,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),26 (missing box data for 174 of the 200 boxes the store reported)
2177,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2178,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2180,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2181,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2183,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),44
2184,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2185,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2187,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2188,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),75 (missing box data for 1 of the 76 boxes the store reported)
2189,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2190,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2191,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2192,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2193,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2194,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2195,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2196,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2197,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),79
2198,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),12
2199,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),50
2200,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2201,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2202,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2204,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2205,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2206,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2207,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),30
2208,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2209,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),32
2210,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2211,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2213,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2214,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2215,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),124 (missing box data for 1 of the 125 boxes the store reported)
2218,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2221,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),87 (missing box data for 193 of the 280 boxes the store reported)
2222,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2223,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2224,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2225,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2226,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2227,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2228,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2230,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2231,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),96
2232,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2233,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),148
2234,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),100
2236,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2237,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2238,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2239,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2241,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2242,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2243,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),70
2244,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),51
2245,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2247,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2248,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2249,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),66
2250,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2251,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),42
2252,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2253,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2254,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2255,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2256,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2257,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),175
2258,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2259,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2261,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2262,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2263,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2264,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),107(missing box data for 13 of the 120 boxes the store reported)
2265,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2266,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2267,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2269,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2270,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),53
2271,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),27
2272,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2273,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2274,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2275,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),80
2276,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),194
2277,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2278,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),40
2279,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2280,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2281,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2282,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2283,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2284,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),60
2285,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2286,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),19
2287,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2288,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2289,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),52
2290,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2291,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2292,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),96
2293,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2294,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),80
2295,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),112
2297,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2299,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2300,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2306,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),96
2307,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2308,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
2309,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2310,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2311,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),79 (missing box data for 38 of the 117 boxes the store reported)
2312,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2313,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),53 (missing box data for 15 of the 68 boxes the store reported)
2314,TBD,7 am - 6 pm,ACCESS,16
2315,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2316,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2317,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2318,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2319,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2320,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),92
2321,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
2322,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2323,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),46
2325,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2326,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),13 (missing box data for 7 of the 20 boxes the store reported)
2328,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2329,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),5 (missing box data for 59 of the 64 boxes the store reported)
2330,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2331,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2332,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2333,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2334,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2335,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2336,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2337,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2338,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2339,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),32
2340,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2341,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),15 (Missing box data for 9 of the 24 boxes the store reported)
2348,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2350,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2351,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2352,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),33
2354,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2355,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2357,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2358,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),81
2359,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2360,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2361,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2362,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),104
2365,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2366,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2367,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),62
2368,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2369,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2370,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2371,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2373,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2385,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2386,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),43
2387,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2388,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2391,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),25
2392,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2393,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2394,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2395,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2396,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2397,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2398,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2399,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2400,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2401,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2402,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),35
2403,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2404,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2405,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),89
2406,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2412,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),61
2414,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2417,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2418,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2419,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2420,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),116
2421,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),76
2422,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2424,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2425,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2426,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2427,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2428,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),17
2429,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),88
2431,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2432,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2433,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2434,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2435,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2436,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2437,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),94
2438,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2439,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),71
2440,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2441,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),18
2442,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),20
2443,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2444,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2445,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2446,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2447,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2448,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2450,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),166
2451,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2452,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2453,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2455,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2457,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2458,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2459,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2460,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2463,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),15
2464,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),56
2465,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2466,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2468,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2469,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2471,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2472,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2473,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
2474,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2475,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2476,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),86
2477,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),15
2479,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2480,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),33
2481,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2482,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),42
2483,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),15
2484,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2485,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),66
2486,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2487,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2488,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2490,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2491,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),95
2492,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2493,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2494,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2495,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2496,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),64
2497,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2499,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2502,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2503,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2504,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),23
2505,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2506,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2507,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2508,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2509,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2510,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2511,9/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2512,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2513,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2514,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2515,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2516,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),9 (missing box data for 32 of the 41 boxes the store reported)
2517,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2518,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2519,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),6
2520,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2522,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2523,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2526,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2527,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2528,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2529,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2530,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2531,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2532,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),156
2533,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),74
2534,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2535,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),8
2536,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2537,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2538,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),25
2539,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),73
2540,9/5/2023,7 am - 6 pm,Vital Records Control (VRC),41
2541,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2542,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2543,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),7
2544,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2545,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),72 (missing box data for 3 of the 75 boxes the store reported)
2546,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2547,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2548,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),15
2549,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),180
2550,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2551,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2552,STORE CLOSED,7 am - 6 pm,Vital Records Control (VRC),No Submission
2553,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2554,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2555,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2556,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2557,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2558,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2559,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2560,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2561,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2562,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2563,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2564,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2565,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),63
2566,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),181 (missing box data for 137 of the 318 boxes the store reported)
2567,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),62
2568,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2571,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
2572,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2574,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),96 (missing box data for 17 of the 113 boxes the store reported)
2575,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2576,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),71
2577,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2579,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2580,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2581,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2582,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2583,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2584,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2585,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2586,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2587,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2588,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2590,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2591,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2592,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2593,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1 (missing box data for 28 of the 29 boxes the store reported)
2594,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),20
2595,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
2596,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2597,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),29
2598,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2599,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),179
2600,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2603,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),17
2604,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2605,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),48
2607,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),1 ( missing Box Data for 30 of the 31 boxes the store reported having for storage)
2608,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2609,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2610,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2611,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),54
2612,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),253
2613,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
