Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Offsite Storage Box  Count
2191,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2192,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),87
2193,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2194,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2195,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2196,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2197,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),78
2198,TBD,7 am - 6 pm,Vital Records Control (VRC),12
2199,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),50
2200,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2201,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2202,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2204,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
2205,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2206,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2207,TBD,7 am - 6 pm,Vital Records Control (VRC),30
2208,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2209,TBD,7 am - 6 pm,Vital Records Control (VRC),31
2210,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
2211,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
2213,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),95
2214,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2215,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),120
2218,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2221,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),86
2222,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2223,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2224,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2225,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
2226,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2227,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2228,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2230,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2231,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),90
2232,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2233,TBD,7 am - 6 pm,Vital Records Control (VRC),148
2234,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),100
2236,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2237,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2238,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2239,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2241,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),97
2242,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2243,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),69
2244,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),44
2245,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2247,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2248,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2249,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),66
2250,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2251,TBD,7 am - 6 pm,Vital Records Control (VRC),38
2252,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2253,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2254,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2255,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2256,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2257,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),109
2258,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2259,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2261,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2262,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2263,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2264,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),119
2265,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2266,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),75
2267,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2269,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),190
2270,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),48
2271,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),24
2272,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2273,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2274,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2275,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),77
2276,TBD,7 am - 6 pm,Vital Records Control (VRC),187
2277,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2278,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),33
2279,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2280,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2281,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2282,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2283,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2284,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),60
2285,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2286,TBD,7 am - 6 pm,Vital Records Control (VRC),19
2287,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2288,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2289,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),51
2290,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2291,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2292,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),87
2293,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2294,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),79
2295,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),99
2297,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2299,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2300,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
2306,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),94
2307,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),19
2308,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
2309,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2310,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2311,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),77
2312,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2313,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),43
2314,6/22/2023,7 am - 6 pm,ACCESS,16
2315,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2316,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2317,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2318,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),89
2319,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2320,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),92
2321,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
2322,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2323,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),38
2325,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),5
2326,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),11
2328,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2329,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),5
2330,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2331,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2332,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2333,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2334,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2335,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2336,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2337,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2338,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2339,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),30
2340,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2341,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),24
2348,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2350,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2351,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
2352,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),27
2354,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),120
2355,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2357,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2358,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),81
2359,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2360,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2361,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2362,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),76
2365,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2366,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2367,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),63
2368,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2369,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2370,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),11
2371,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2373,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2385,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2386,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),42
2387,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2388,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2391,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),24
2392,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2393,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2394,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2395,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2396,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2397,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2398,45146,7 am - 6 pm,Vital Records Control (VRC),2
2399,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2400,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2401,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2402,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),32
2403,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2404,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2405,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),89
2406,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2412,TBD,7 am - 6 pm,Vital Records Control (VRC),61
2414,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2417,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2418,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2419,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2420,TBD,7 am - 6 pm,Vital Records Control (VRC),115
2421,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),76
2422,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2424,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2425,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2426,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2427,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2428,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),17
2429,TBD,7 am - 6 pm,Vital Records Control (VRC),82
2431,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2432,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2433,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2434,TBD,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2435,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2436,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
2437,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),87
2438,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2439,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),70
2440,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2441,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),18
2442,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),17
2443,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2444,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),40
2445,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2446,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2447,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2448,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2450,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),158
2451,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2452,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2453,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2455,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2457,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2458,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2459,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2460,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2463,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),15
2464,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),53
2465,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2466,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2468,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2469,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey was not completed
2471,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2472,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2473,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
2474,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2475,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2476,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),56
2477,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),15
2479,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2480,TBD,7 am - 6 pm,Vital Records Control (VRC),33
2481,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2482,TBD,7 am - 6 pm,Vital Records Control (VRC),42
2483,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),15
2484,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2485,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),59
2486,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),5
2487,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2488,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2490,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2491,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),94
2492,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2493,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2494,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2495,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2496,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),52
2497,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2499,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2502,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2503,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2504,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),23
2505,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2506,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2507,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2508,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2509,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2510,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),148
2511,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2512,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2513,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2514,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2515,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2516,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),8
2517,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2518,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2519,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),6
2520,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2522,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2523,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2526,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2527,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2528,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2529,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2530,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2531,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2532,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),145
2533,TBD,7 am - 6 pm,Vital Records Control (VRC),72
2534,9/22/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2535,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),8
2536,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2537,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2538,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),25
2539,TBD,7 am - 6 pm,Vital Records Control (VRC),72
2540,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),37
2541,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2542,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2543,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),14
2544,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2545,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),72
2546,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2547,45161,7 am - 6 pm,Vital Records Control (VRC),No Submission
2548,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),15
2549,TBD,7 am - 6 pm,Vital Records Control (VRC),180
2550,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),30
2551,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2552,STORE CLOSED,7 am - 6 pm,Vital Records Control (VRC),No Submission
2553,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2554,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2555,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2556,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2557,TBD,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2558,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2559,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2560,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2561,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2562,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2563,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2564,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2565,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),59
2566,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),195
2567,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),62
2568,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2571,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2572,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2574,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),79
2575,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2576,TBD,7 am - 6 pm,Vital Records Control (VRC),66
2577,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2579,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2580,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2581,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),68
2582,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2583,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2584,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2585,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2586,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2587,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2588,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2590,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2591,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2592,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2593,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
2594,TBD,7 am - 6 pm,Vital Records Control (VRC),20
2595,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),82
2596,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2597,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),28
2598,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2599,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),177
2600,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),14
2603,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),16
2604,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2605,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),47
2607,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey completeed/ Box Data Was Not Entered
2608,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2609,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2610,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2611,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),54
2612,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),252
2613,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2614,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2615,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2616,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2617,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2618,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2619,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),7
2620,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2621,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2626,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2627,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2628,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2629,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),10
2630,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2631,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2632,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2633,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2634,TBD,7 am - 6 pm,Vital Records Control (VRC),12
2636,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2637,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),13
2638,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),27
2639,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2640,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2641,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),32
2642,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2643,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2644,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2645,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2646,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2647,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),2
2648,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2649,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),30
2650,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),57
2651,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2652,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2653,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),3
2654,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2656,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2658,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2659,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2660,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2662,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2663,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2664,TBD,7 am - 6 pm,Vital Records Control (VRC),8
2665,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),43
2666,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2667,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),232
2668,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2671,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),40
2672,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2674,TBD,7 am - 6 pm,Vital Records Control (VRC),No Submission
2678,TBD,7 am - 6 pm,Vital Records Control (VRC),6
