Primary,Control ID ,Criticality,Control Description ,Control Type ,Frequency ,Responsible Role ,Document ,Document Status,Risk,Policy Text ,Control Example/Used Case,,,
English,CRS-04,Important,Validate if the Approved customer data repository list is up to date. ,Administrative,As needed ,Technical Data Steward ,Customer Data Repository Control and Exception requirements ,Published,Risk of relying on outdated or incorrect repository information.  ,Assessment must be done to confirm if the Approved customer data repository list is being updated with correct and up to date information. ,Regular validation of the repository list; success graded by the accuracy and timeliness of the list.  ,,,
English,CRS-05,Important,Provide a system-generated list of all users who have access to a customer data repository and their roles. ,Technical,Real-time ,Technical Data Steward ,Customer Data Repository Control and Exception requirements ,Published,Risk of unauthorized or inappropriate access to customer data.  ,Tech Steward must be able to provide a system generated list of all users who have access to a customer data repository and their role with respect to data. ,Generate and maintain user access lists; success evaluated by the accuracy and appropriateness of access rights.  ,,,
English,CRS-06,Important,Periodically assess if users have access in accordance with their function. ,Administrative,Periodic ,Business Data Steward，Monitoring Team ,Customer Data Repository Control and Exception requirements ,Published,Risk of access rights not aligning with current job functions，leading to potential data misuse.  ,Periodic assessment of this list must be done to assess if users have access to customer in accordance with function，they are expected to perform. ,Conduct periodic access rights assessments; success measured by alignment of access with job functions.  ,,,
English,CRS-07,Important,Provide a list of approved customer data repositories with detailed information like business description，data lineage，frequency of ingestion etc. ,Technical,Ongoing ,Global Tech，Customer Data Stewardship Team ,Customer Data Repository Control and Exception requirements ,Published,Risk of mismanagement due to lack of detailed repository information.  ,Global tech must provide a list of approved customer data repositories and make following information available for the approved repositories out of a single system. ,Maintain a detailed repository list; success graded by the completeness and usefulness of the information.  ,,,
English,CRS-08,Important,Periodically assess if the approved customer data information is up to date. ,Administrative,Periodic ,Business Data Steward，Monitoring Team ,Customer Data Repository Control and Exception requirements ,Published,Risk of decisions based on outdated information.  ,Periodic assessment must be done to confirm if the Approved customary data information is being updated with correct and up to date information. ,Regular updates to repository information; success evaluated by the currency and relevance of the data.  ,,,
English,CRS-09,Important,Flag new data stores for review in scenarios like a new data store request in approved cloud platform，request containing PI information etc. ,Operational,As needed ,Global Tech，Customer Data Steward and Digital Citizenship Team ,Customer Data Repository Control and Exception requirements ,Published,Risk of unreviewed data stores leading to compliance and security issues.  ,Global Tech must flag customer data stores in the following scenarios for review by the customer data steward and digital citizenship team: ,Systematic flagging and review process; success measured by the thoroughness and timeliness of reviews.  ,,,
English,CRS-10,Important,Periodically assess if the flagged data stores are up to date. ,Administrative,Periodic ,Business Data Steward，Monitoring Team ,Customer Data Repository Control and Exception requirements ,Published,Risk of using outdated or incorrect data store information.  ,Periodic assessment must be done to confirm if the Approved customary data repository list is being updated with correct and up to date information. ,Regular assessments of flagged data stores; success graded by the accuracy and currency of the information.  ,,,
English,CRS-11,Important,Enable flagging of repositories for potential merger and provide a timeline for merger. ,Operational,As changes occur ,Global Tech，Customer Data Stewardship Team ,Customer Data Repository Control and Exception requirements ,Published,Risk of inefficient data management due to uncoordinated repositories.  ,Global tech must enable Customer Data Stewardship team to flag customer data repositories that are candidates for merger. ,Implement flagging for mergers; success evaluated by the effectiveness and timeliness of mergers.  ,,,
English,CRS-12,Important,Periodically assess if the repositories identified for consolidation are up to date. ,Administrative,Periodic ,Business Data Steward，Monitoring Team ,Customer Data Repository Control and Exception requirements ,Published,Risk of consolidation decisions based on outdated information.  ,Periodic assessment must be done to confirm if the Approved customary data repository list is being updated with correct and up to date information. ,Regular updates to consolidation information; success measured by the accuracy and relevance of the data.  ,,,
English,CRS-13,Important,Provide a workflow for Customer Steward and Digital Citizenship team to review and decide on flagged exceptions. ,Operational,As needed ,Global Tech，Customer Data Steward and Digital Citizenship Team ,Customer Data Repository Control and Exception requirements ,Published,Risk of unaddressed or improperly managed exceptions leading to data governance lapses.  ,Global tech must provide a workflow for the Customer Steward and Digital Citizenship team to review and decide on the exceptions that will be flagged by the Control(s). ,Develop a clear workflow for handling exceptions; success measured by efficient and appropriate resolution of flagged issues.  ,,,
English,DAS-01,Moderate,Data must be classified according to sensitivity. ,Administrative,As needed ,Business Data Steward ,Data Access Standard,Published,Risk of inappropriate data handling due to incorrect classification.  ,Business Data Stewards must classify data as per the Global Data Classification Policy (DC-DG-03). ,Adherence to classification guidelines; success measured by compliance and data handling appropriateness.  ,,,
English,DAS-02,Important,Data access must be approved by a different individual from the requester. ,Operational,Real-time ,Business Data Steward ,Data Access Standard,Published,Risk of biased or unauthorized access approvals.  ,To avoid conflicts of interest，the requester and approver must always be different users. ,Implementation of independent approval process; success graded by reduction in unauthorized access incidents.  ,,,
English,DAS-03,Important,Access to data should be based on job responsibilities. ,Administrative,As changes occur ,Business Data Owner ,Data Access Standard,Published,Risk of excessive or inappropriate data access.  ,Access to data must be given only to users，including suppliers or 3rd parties，to accomplish their job responsibilities. ,Role-based access controls; success evaluated by the appropriateness of access levels and data security incidents.  ,,,
English,DAS-04,Important,Maintain a data access management plan. ,Administrative,Annually ,Business Data Steward ,Data Access Standard,Published,Risk of uncoordinated data access leading to security and compliance issues.  ,Business Data Stewards are responsible for creating and maintaining a comprehensive data access management plan specific to their business unit. ,Comprehensive access management plan; success measured by plan effectiveness and adherence.  ,,,
English,DAS-05,Critical,The Business Data Steward is responsible for updating and maintaining evidence of the list of users who can access their data.,Compliance,Ongoing,Business Data Steward,Global Data Access Standard,Published,Lack of access oversight can result in unauthorized data access and potential security incidents.,"""The Business Data Steward is responsible for updating and maintaining evidence of the list of users who can access their data.""",A Business Data Steward reviews access lists and removes unauthorized users.,,,
English,DAS-06,N/A,Data Encryption for Sensitive data. ,Technical,Real-time ,Technical Data Steward ,Data Access Standard,Published,Risk of data exposure or breaches due to inadequate encryption.  ,Encrypt Sensitive data both at rest and during transit，using approved encryption algorithms and secure key management practices. ,Implementation of encryption standards; success evaluated by the security of sensitive data and compliance with encryption policies.  ,,,
English,DAS-07,N/A,Data Anonymization for non-production data. ,Technical,As needed ,Technical Data Steward ,Data Access Standard,Published,Risk of privacy breaches due to insufficient anonymization.  ,Apply approved masking or anonymization techniques to Sensitive data to generate non-production data. ,Effective data anonymization practices; success measured by privacy compliance and data utility balance.  ,,,
English,DAS-08,N/A,Data Disposal for non-production environments. ,Operational,As needed ,Technical Data Steward ,Data Access Standard,Published,Risk of data breaches due to improper disposal of data.  ,Once the use case is fulfilled，ensure that Sensitive data production in non-production environments is disposed of securely and promptly to prevent unauthorized access or use. ,Enforce strict data disposal protocols; success measured by compliance with disposal policies and no data leakage incidents.  ,,,
English,DAS-09,N/A,Regular Monitoring and Auditing of data access and usage in non-production data. ,Operational,Monthly ,Business Data Steward，Monitoring Team ,Data Access Standard,Published,Risk of unauthorized access or misuse of non-production data.  ,Regularly monitor and audit data access and usage in non-production environments. ,Implement continuous monitoring and periodic audits; success graded by detection and remediation of unauthorized activities.  ,,,
English,DAS-10,Critical,Conduct periodic review of data privacy，information security (InfoSec)，and data governance policies (in collaboration with Digital Citizenship policy SMEs) to identify and implement applicable controls to meet regulatory and Walmart standards.,Administrative,Annually ,Business Data Steward，Monitoring Team ,Data Access Standard,Published,Risk of legal penalties，cybersecurity threats，and damage to reputation due to non-compliance with various regulatory requirements. ,Ensure compliance with data privacy，InfoSec，and data governance controls. ,Monitor compliance  and incident reporting; measure success by training completion rates and decreased incidents and audit findings.,,,
English,CDE-01 ,Critical,Business Data Stewards in consultation with business data owner are responsible for identifying and documenting Critical Data Elements (CDEs) within their business unit.,Administrative,As needed ,Business Data Owner，Business Data Steward ,Data Guidelines: Critical Data Elements ,Published,"Risk of critical data elements being unprotected or compromised，impacting business operations and customer trust. 
","A. Business Data Owner (BDO): 

Responsible for setting the strategic direction for data use within their Business Unit. 

Provides the overarching vision and framework for identifying CDEs. 

Ensures alignment with business objectives and compliance with governance policies. 

B. Business Data Steward (BDS): 

Responsible for identifying，cataloging，and ensuring CDEs are governed through appropriate data controls. ",Document and secure identified CDEs with continuous monitoring; success measured by the protection level of CDEs ,,,
English,CDE-02 ,Moderate,Classifying CDEs into Critical Data Tiers ,Administrative,As changes occur ,Business Data Owner，Business Data Steward ,Data Guidelines: Critical Data Elements ,Published,Risk of misclassification leading to inadequate protection or utilization of critical data.  ,"The Business Data Steward should create a Data Criticality Questionnaire based on Business Unit requirements. 

This will aid in prioritizing critical data elements into the three critical data tiers. ",Implement tier-based classification for CDEs; success evaluated by appropriate tier assignments and data handling.  ,,,
English,CDE-03 ,Moderate,Cataloging of CDEs ,Technical,As needed ,Business Data Steward ,Data Guidelines: Critical Data Elements ,Published,Risk of CDEs being mismanaged due to lack of proper cataloging.  ,The Business Data Steward should provide comprehensive reports post-review to stakeholders and governance bodies detailing the health and status of CDEs. ,Maintain a detailed catalog of CDEs; success measured by the catalog's completeness and usability.  ,,,
English,CDE-04 ,Moderate,Periodic review of CDEs ,Administrative,Periodically ,Business Data Steward ,Data Guidelines: Critical Data Elements ,Published,Risk of outdated information on CDEs affecting data management decisions.  ,The Business Data Steward should provide comprehensive reports post-review to stakeholders and governance bodies detailing the health and status of CDEs. ,Conduct regular reviews of CDEs; success graded by currency and relevance of CDE information.  ,,,
English,CDE-05 ,Important,Tracking Data Lineage of CDEs ,Technical,As needed ,Business Unit ,Data Guidelines: Critical Data Elements ,Published,Risk of lost traceability and accountability for critical data，affecting data integrity.  , BDS consults with TDS to keep metadata，lineage，and dictionaries updated.,Implement robust data lineage tracking for CDEs; success evaluated by the clarity and accuracy of lineage information.  ,,,
English,CDE-06 ,Important,Ensuring Integrity，Quality，and Accessibility of CDEs ,Operational,Ongoing ,Business Data Owner，Business Data Steward ,Data Guidelines: Critical Data Elements ,Published,Risk of compromised data integrity and quality，leading to unreliable CDEs.  ,Continuous data quality monitoring，especially for Tier-1 (High Criticality) CDEs. ,Maintain high standards for CDE integrity and quality; success measured by the reliability and accessibility of CDEs.  ,,,
English,DL-01 ,Moderate,Capture and monitor AI/ML models using data lineage ,Technical,As needed ,Business Data Stewards，Technical Data Steward,Data Guidelines: Data Lineage ,Published,Risk of untracked or mismanaged AI/ML models leading to erroneous outcomes.  ,Effectively capture and monitor the AI/ML models built using the data. ,Implement mechanisms to capture and monitor AI/ML models; success graded by effective tracking and model management.  ,,,
English,DL-02 ,Moderate,Adhere to data and technical policies for security and accessibility ,Administrative,Real-time ,Business Data Steward ,Data Guidelines: Data Lineage ,Published,Risk of non-compliance with data policies，leading to security and accessibility issues.  ,Adhere to the data and technical policies to ensure better security，and accessibility across the organization. ,Strict adherence to data and technical policies; success evaluated by compliance rates and absence of related incidents.  ,,,
English,DL-03 ,Moderate,Enable business and technical teams for informed decision-making ,Operational,As needed ,Business Data Stewards，Technical Data Steward,Data Guidelines: Data Lineage ,Published,Risk of decisions based on incomplete or inaccurate data，affecting business outcomes.  ,Enable business teams to understand their data to make impactful business decisions. ,Facilitate access to accurate and comprehensive data; success measured by the effectiveness of decisions based on provided data.  ,,,
English,DL-04 ,Important,Document data lineage for Business-Critical Data (BCD) ,Preventive,Annually ,Business Data Steward ,Data Guidelines: Data Lineage ,Published,Risk of mismanagement and compliance issues due to unclear data lineage.  ,Understand where data is originated and how it is distributed and identify the impact of any changes that occurred along the path particularly for BCD's. ,Comprehensive documentation of BCD lineage; success measured by accuracy and completeness.  ,,,
English,DL-05 ,Moderate,Maintain uniform compliance with data and tech policies at all points ,Administrative,Real-time ,Technical Data Steward ,Data Guidelines: Data Lineage ,Published,Risk of inconsistent policy adherence leading to data governance gaps.  ,Identify and document data processing and storage locations to ensure uniform compliance with data and tech policies and standards at all points along the data lineage. ,Ensure consistent application of policies; success graded by uniform compliance across all departments.  ,,,
English,DL-06 ,Moderate,Apply data controls for access，sharing，and usage ,Technical,Real-time ,Technical Data Steward ,Data Guidelines: Data Lineage ,Published,Risk of unauthorized access or misuse of data due to inadequate controls.  ,All the data controls for access，sharing，usage，classification etc. apply across the entire flow from source to destination. ,Implement and enforce data controls; success evaluated by compliance and reduction in data incidents.  ,,,
English,DL-07 ,Moderate,Use centralized metadata repository for data lineage documentation ,Technical,As changes occur ,Business Data Steward ,Data Guidelines: Data Lineage ,Published,Risk of fragmented or incomplete data lineage information.  ,Use a centralized metadata repository (if available) for easy access and maintenance of data lineage documentation. ,Centralized metadata repository usage; success measured by the repository's comprehensiveness and accuracy.  ,,,
English,DL-08 ,Moderate,Keep data lineage documentation up-to-date ,Administrative,Quarterly ,Business Data Steward ,Data Guidelines: Data Lineage ,Published,Risk of decisions based on outdated data lineage leading to errors.  ,Keep the documentation up to date. As the data flow changes over time，it is important to keep the data lineage documentation up to date. ,Regular updates to data lineage documentation; success graded by the currency and relevance of the information.  ,,,
English,DL-09 ,Moderate,Ensure data lineage enables compliance with regulations like CCPA，GDPR，HIPAA，etc. ,Preventive,Real-time ,Digital Citizenship ,Data Guidelines: Data Lineage ,Published,Risk of non-compliance with various data protection and privacy laws.  ,Use data lineage to enable compliance with regulations such as the CCPA，GDPR，HIPAA，etc. ,Data lineage compliance with regulations; success evaluated by adherence to legal requirements.  ,,,
English,DL-10 ,Moderate,Technical Data Lineage captures column-to-column data movement ,Technical,As changes occur ,Technical Data Steward ,Data Guidelines: Data Lineage ,Published,Risk of inaccuracies in data tracking and analysis due to incomplete technical lineage.  ,Technical Data lineage captures column-to-column data movement along with the transformation logic. ,Detailed technical data lineage mapping; success measured by the precision and usefulness of lineage information.  ,,,
English,GDCP-01 ,Important,Classify Personal Information according to sensitivity and compliance requirements. ,Administrative,As needed ,Digital Citizenship ,Global Data Classification Policy ,Published,Risk of non-compliance with privacy laws and mishandling of sensitive information.  ,Digital Citizenship must classify Personal Information Uaccording to its sensitivity and in compliance with applicable laws，industry standards，and Walmart policies.,Implement classification standards; success graded by adherence to privacy laws and accuracy in classification.  ,,,
English,GDCP-02 ,Moderate,Provide complete information about the intended purpose and data elements of Personal Information for classification. ,Operational,As needed ,Business Data Steward ,Global Data Classification Policy ,Published,Risk of incorrect classification leading to potential misuse or breaches.  ,Business Data Steward must provide accurate and complete information to Digital Citizenship about the intended purpose of use of all Personal Information and provide a complete list of data elements involved in processing to enable Digital Citizenship to determine the classification of Personal Information.,Documentation of data purpose and elements; success measured by precision and clarity of information.  ,,,
English,GDCP-03 ,Important,Be aware of the classification established for Personal Information. ,Operational,As needed ,Business Data Owner ,Global Data Classification Policy ,Published,Risk of mishandling personal information due to lack of awareness.  ,Business Data Owners must be aware of the data classification Digital Citizenship establishes for Personal Information.,Training and communication on classification; success evaluated by awareness levels among staff.  ,,,
English,GDCP-04 ,Important,Determine，assign and protect Business Information classification in accordance with its sensitivity determined by Business Data Owners.,Operational,As needed ,Business Data Steward ,Global Data Classification Policy ,Published,Risk of data exposure or loss due to inadequate classification and protection.  ,Business Data Stewards must assign data classification and protect business data resources in accordance with the Business Data Owners’ classification of the data.,Implement protective measures based on classification; success graded by the level of data security and appropriate handling.  ,,,
English,GDCP-05 ,Important,Determine classification of Business Information based on its sensitivity and and in accordance with applicable laws，a industry standards and walmart policies.,Administrative,As needed ,Business Data Owner ,Global Data Classification Policy ,Published,Risk of data exposure or loss due to inadequate classification and protection.  ,Business Data Owners，in consultation with Business Data Stewards，must determine the classification of data comprising Business Information according to its sensitivity and in compliance with applicable laws，industry standards，and Walmart policies.,Implement a robust data classification framework that assesses both sensitivity and value of business information; success measured by the appropriateness of classifications and the effectiveness of subsequent data handling.  ,,,
English,GDCP-06 ,Important,Apply appropriate controls based on the data classification to manage Walmart Data. ,Operational,Real-time ,Associates,Global Data Classification Policy ,Published,Risk of data breaches or non-compliance due to inadequate control implementation.  ,The Global Data Classification Policy enables Walmart associates to protect Walmart Data. Specifically，it establishes classification requirements，and the resulting controls associates must implement for Walmart Data comprising Business Information and Personal Information.,Control implementation per classification level; success measured by compliance rates and security incidents.  ,,,
English,GDCP-07 ,Important,Ensure service providers are aware of Walmart’s data classification requirements and sign the Walmart Information Security Addendum (ISA). ,Administrative,As contracts arise ,Associates,Global Data Classification Policy ,Published,Risk of data mishandling by external service providers.  ,"""Associates who manage service providers must ensure those service providers: Are aware of Walmart’s data classification requirements. Sign the Walmart Information Security Addendum (ISA) before receiving or handling Walmart Data..."" ",ISA implementation with service providers; success evaluated by compliance and incident rates.  ,,,
English,GDCP-08 ,Critical,All Walmart data，including personal and business information，must go through a data classification process and be labeled as highly sensitive，sensitive，or non-sensitive according to the data classification policy.,Operational,As needed ,Associates,Global Data Classification Policy ,Published,Risk of improper data handling due to lack of data classification，resulting in potential data loss or exposure. ,All Walmart Data，whether comprising Personal Information or Business Information，must be classified as Highly Sensitive，Sensitive，or Non-Sensitive.,Implement data classification  with ongoing verification; success is determined by audit findings on classification accuracy. ,,,
English,GDCP-09 ,Important,Classify information based on the most sensitive data involved when data could belong to multiple categories. ,Operational,As needed ,Associates,Global Data Classification Policy ,Published,Risk of underclassification leading to insufficient data protection.  ,"""When information includes Walmart Data that could be classified into more than one category，associates must classify the information in accordance with the most sensitive data involved."" ",Classification protocols for multi-category data; success measured by the appropriateness of classifications.  ,,,
English,GDCP-10,Important,Associates must comply with Walmart’s Global Data Classification Procedure to ensure consistent and accurate classification of data.,Operational,As needed ,Associates,Global Data Classification Policy ,Published,Risk of inconsistent classification leading to improper handling of sensitive data.,Associates must comply with the Global Data Classification Procedure (DC-DG-03-00-01).,Compliance with classification standards ensures that Walmart Data is accurately categorized and protected accordingly.,,,
English,GDCP-11,Important,Automated classification tools may assist in data classification but require human oversight for accuracy.,Operational,As needed ,Business Data Owners，Business Data Stewards,Global Data Classification Policy ,Published,Risk of misclassification if automated tools are not properly reviewed.,Automated classification tools may assist in the data classification process; however，they must align with the classifications established by Business Data Owners and Data Stewards for their domain. These roles are responsible for reviewing and confirming automated classifications to ensure accuracy.,Automated classification tools flag and categorize data based on predefined rules，with Data Stewards reviewing flagged cases for correctness.,,,
English,GDC-01 ,Important,Register the business application or TSO in the Enterprise Application Portfolio Management (APM) portal. ,Administrative,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of untracked or unmanaged applications leading to data governance issues.  ,Register the business application or TSO in the Enterprise Application Portfolio Management (APM) portal. ,Mandatory registration in the APM portal; success evaluated by completeness and accuracy of the application inventory.  ,,,
English,GDC-02 ,Important,Create a record and classify the data in APM. ,Administrative,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of misclassification and untracked data assets.  ,Create a record and classify the data in APM by accessing Walmart Service Portal. ,Systematic data recording and classification in APM; success measured by accuracy and completeness.  ,,,
English,GDC-03 ,Moderate,Complete the data classification assessment within the APM portal. ,Administrative,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of inadequate assessment leading to data mismanagement.  ,Complete the data classification assessment within the APM portal. ,Thorough assessment completion; success graded by depth of assessment and actionable insights.  ,,,
English,GDC-04 ,Important,Trigger an Enterprise Privacy Risk Assessment (EPRA) if Personal Information is processed. ,Administrative,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of privacy breaches or non-compliance with regulations.  ,The data classification assessment automatically triggers an Enterprise Privacy Risk Assessment (EPRA). ,Timely EPRA initiation; success evaluated by completeness of assessment and mitigation of privacy risks.  ,,,
English,GDC-05 ,Important,Implement Walmart Information Security Addendum (ISA) for Service Providers. ,Administrative,Before service starts ,Associates,Global Data Classification Procedure ,Published,Risk of data breaches or non-compliance by service providers.  ,The Walmart Information Security Addendum (ISA) is required if a Service Provider will receive or handle the information. ,ISA implementation and compliance; success measured by adherence and reduction in incidents.  ,,,
English,GDC-06 ,Important,Submit a Know Your Data request for non-technical data processing activities. ,Administrative,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of unawareness leading to improper data handling.  ,For a data-processing activity that does not involve applications or technology，submit a Know Your Data request. ,Submission of detailed requests; success graded by the quality of information provided and resultant data handling improvements.  ,,,
English,GDC-07 ,Moderate,Review Data Classification Assessment Guidance and Examples. ,Operational,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of inconsistent or incorrect data classification.  ,To understand the rationale underlying data classification，review Data Classification Assessment Guidance and Data Classification Examples. ,Regular reviews and updates to guidance; success evaluated by clarity and applicability of the guidance.  ,,,
English,GDC-08 ,Important,Use the Data Classification Controls Matrix to apply necessary controls based on data classification. ,Operational,Ongoing ,Associates,Global Data Classification Procedure ,Published,Risk of inadequate controls leading to data exposure or breaches.  ,Use the Data Classification Controls Matrix below to apply the controls needed to meet the baseline requirements for handling Walmart Data. ,Adherence to the matrix for control implementation; success measured by compliance and incident reduction.  ,,,
English,GDC-09 ,Important,Business Data Steward must classify Business Information. ,Administrative,As needed ,Business Data Steward ,Global Data Classification Procedure ,Published,Risk of misclassification resulting in improper data handling.  ,Walmart Data that comprises Business Information and exists outside of a technology application must be classified. ,Accurate classification by data stewards; success graded by compliance with classification standards.  ,,,
English,GDC-10 ,Important,Business Data Owner must update Highly Sensitive，Sensitive，and Non-Sensitive data sets. ,Administrative,Periodically ,Business Data Steward ,Global Data Classification Procedure ,Published,Risk of outdated or inaccurate data classifications.  ,The Business Data Owner(s) for each business domain is responsible for updating the Highly Sensitive，Sensitive，and Non-Sensitive data sets. ,Timely updates by data owners; success evaluated by the currency and accuracy of data sets.  ,,,
English,GDC-11 ,Moderate,Associates must follow Data Handling guidelines based on the classification level (Non-Sensitive，Sensitive，Highly Sensitive). ,Operational,Ongoing ,Associates,Global Data Classification Procedure ,Published,Risk of data mishandling leading to breaches or non-compliance.  ,Follow the specific data handling requirements based on the data classification level. ,Adherence to handling guidelines; success measured by compliance rates and reduction in handling errors.  ,,,
English,GDC-12 ,Important,Report data incidents in accordance with the Global Policy for Reporting Data Incidents (DC-IR-01). ,Operational,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of unreported or improperly managed data incidents leading to escalated data breaches.  ,If a data incident is suspected，reporting is required in accordance with the Global Policy for Reporting Data Incidents (DC-IR-01). ,Timely and compliant incident reporting; success measured by adherence to DC-IR-01 and effective incident resolution.  ,,,
English,GDC-13 ,Moderate,Register all applications in APM as part of the DCA Process Flow. ,Administrative,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of unmanaged applications leading to governance and security gaps.  ,All applications should be registered in APM. ,Complete application registration; success graded by completeness and accuracy in the APM system.  ,,,
English,GDC-14 ,Important,Complete a Data Classification Assessment (DCA) during the APM registration process. ,Administrative,As needed ,Associates,Global Data Classification Procedure ,Published,Risk of misclassification impacting data handling and security.  ,As a part of the APM registration process，please complete a DCA. ,Thorough DCA completion during registration; success evaluated by the accuracy and completeness of assessments.  ,,,
English,DGP-01,Critical,Create and maintain data policies，standards，and procedures. ,Administrative,As needed ,Digital Citizenship ,Global Data Governance Policy ,Published,Risk of inconsistent data practices，leading to potential breaches and non-compliance.  ,Digital Citizenship creates and maintains all data policies，including associated standards and procedures. ,Regular policy updates and audits; success measured by audit compliance and policy adherence.  ,,,
English,DGP-02,Moderate,Monitor against policy requirements. ,Operational,Real-time ,Digital Citizenship ,Global Data Governance Policy ,Published,Risk of overlooked non-compliance issues，leading to data mishandling.  ,Digital Citizenship monitors against policy requirements. ,Ongoing monitoring and reporting; success graded by timely identification and resolution of issues.  ,,,
English,DGP-03,Moderate,Develop data governance training for all home office associates. ,Administrative,Annually ,Digital Citizenship ,Global Data Governance Policy ,Published,Risk of data mismanagement due to lack of awareness or understanding.  ,Digital Citizenship collaborates with business and technology stakeholders to develop data governance training for all Walmart home office associates. ,Comprehensive training programs with assessments; success evaluated by completion rates and test scores.  ,,,
English,DGP-04,Moderate,Support risk assessments related to business data activities. ,Preventive,As needed ,Digital Citizenship ,Global Data Governance Policy ,Published,Risk of unaddressed vulnerabilities in data handling and storage.  ,Digital Citizenship supports risk assessments related to business data activities. ,Conduct and review risk assessments; success measured by thoroughness and action on findings.  ,,,
English,DGP-05,Moderate,Ensure compliance with data governance policies within the Business Unit. ,Operational,Real-time ,Business Data Owner ,Global Data Governance Policy ,Published,Risk of internal non-compliance leading to data breaches or regulatory issues.  ,A Business Data Owner is accountable for ensuring compliance with data governance policies within its Business Unit，in coordination with Business Data Stewards and Technical Data Stewards. ,Compliance checks and action plans; success measured by reduction in non-compliance incidents.  ,,,
English,DGP-06,Critical,Business Data Stewards are required to maintain evidence of compliance with Walmart's data governance policies and market-level regulations.,Technical,Real-time ,Business Data Steward ,Global Data Governance Policy ,Published,Risk of data mismanagement，potential regulatory fines，and loss of customer trust due to non-compliance with data governance policies.,A Business Data Steward is accountable，within its Business Unit，for the implementation，maintenance，and monitoring of Structured Walmart Data in accordance with Walmart data governance policies and standards and market-level laws and regulations.,Implement a data governance framework with regular audits to check adherence to policies; success graded by audit results and policy compliance. ,,,
English,DGP-07,Critical,Each Business Unit is mandated to operationalize data governance by appointing at least one designated Business Data Owner and one Business Data Steward. These roles are responsible for the oversight and enforcement of data governance standards and ensuring adherence to organizational data policies,Administrative,Annually ,Business Unit Leader,Global Data Governance Policy ,Published,"Risk of unclear accountability leading to data breaches or data quality issues. 
Increased risk of unauthorized access to sensitive information，leading to data breaches and legal implications. ","To implement data governance across its organization，each Business Unit must identify and assign at minimum one Business Data Owner and Business Data Steward. 
",Maintain documentation of assigned roles with periodic review; success measured by role clarity and absence of role-related incidents. ,,,
English,DGP-08,Moderate,Assign alternates for highly sensitive data roles. ,Administrative,As needed ,Business Unit ,Global Data Governance Policy ,Published,Risk of gaps in data management during absences.  ,For data classified as Highly Sensitive，the Business Unit must assign a Business Data Owner and a Business Data Steward，as well as an alternate for each role to mitigate the risk of associate turnover. ,Alternate role assignments; success evaluated by uninterrupted data management.  ,,,
English,DGP-09,Moderate,Develop and deploy tools and technology solutions for governance and monitoring. ,Technical,As changes occur ,Global Tech ,Global Data Governance Policy ,Published,Risk of inadequate governance due to lack of effective tools.  ,With input from Digital Citizenship，Global Tech associates are responsible for the development and deployment of tools and technology solutions to execute governance and enable monitoring. ,Deployment of effective tools; success measured by tool utilization and impact on governance.  ,,,
English,DGP-10,Moderate,Ensure local market compliance with global data governance policies. ,Operational,Real-time ,Local Markets ,Global Data Governance Policy ,Published,Risk of non-uniform data practices and potential non-compliance in different markets.  ,Local markets are responsible for execution and implementation of the requirements and controls set forth in data governance policies and standards. ,Implementation of global policies at the local level; success graded by local compliance rates.  ,,,
English,DGP-11,Moderate,Obtain approved exceptions for less stringent local controls. ,Administrative,As needed ,Local Markets ,Global Data Governance Policy ,Published,Risk of deviations leading to inconsistent data handling and potential vulnerabilities.  ,A market must obtain an approved exception prior to implementing controls that are less stringent than required by policy or standard. ,Documented exceptions with justifications; success measured by the appropriateness and tracking of exceptions.  ,,,
English,DGP-12,Important,Digital Citizenship must collaborate with business and technology stakeholders to ensure Business Units understand policy compliance requirements.,Administrative,Ongoing,Digital Citizenship Team,Global Data Governance Policy ,Published,Business units may operate without a clear understanding of compliance obligations，leading to policy violations.,"""Digital Citizenship collaborates with business and technology stakeholders to ensure Business Units understand their responsibilities for compliance with this policy.""", Digital Citizenship conducts quarterly training sessions with Business Data Owners and Stewards to reinforce governance policies.,,,
English,DGP-13,Important,Digital Citizenship must collaborate with Global Technology to develop controls and metrics for monitoring compliance.,Technical,Ongoing,Digital Citizenship & Global Tech,Global Data Governance Policy ,Published,Lack of monitoring mechanisms can lead to undetected data governance risks and regulatory breaches.,"""Digital Citizenship collaborates with Global Technology to develop controls and metrics for monitoring mechanisms to ensure compliance.""", Implementing automated logs to track data access violations and integrating them into governance reporting dashboards.,,,
English,DGP-14,Important,A Business Data Owner (BDO) must define and be accountable for the business vision and strategy for data use within their Business Unit.,Administrative,Ongoing,Business Data Owner,Global Data Governance Policy ,Published,Lack of defined business vision can lead to misalignment of data use and business strategy，affecting data-driven decision-making.,"""A Business Data Owner is accountable for the business vision and strategy for data use within its Business Unit.""", A BDO defines data access rules and aligns them with the business's strategic objectives.,,,
