DC Number,Type,Date,Application,Summary,Status,Cell,CRQ
8348,Enhancement,7/24/2025,Order Processing/ Order Filling,OP deployments Enable Billing of POS Jump Water Trailers Rollout ,Planned,"Cell000, Cell001, Cell002",CHG3356181
8348,Enhancement,7/23/2025,ESS,ESS GDC Enabling Address feature for GDC,Planned,Cell001,CHG3355374
8348,Enhancement,7/24/2025,ESS,ESS GDC Walmart SDK for Azure Cosmos prod,Planned,Cell001,CHG3362478
8348,Enhancement,7/24/2025,Atlas Moves,Rollout Performance screen and Take a break bug fixes,Planned,"Cell000, Cell001, Cell002",CHG3353476
8348,Enhancement,7/21/2025,Hawkeye,"Setup Hawkeye Labor Data Interface for LMS, WTD, 8852",Planned,,CHG3349545
8348,Enhancement,7/22/2025,Shore,Updating Shore Purge Jobs GDC,Planned,Cell001,CHG3315513
8348,Enhancement,7/24/2025,Countit,GDC SOX Perpetual Dashboard Rollout,Planned,Cell001,CHG3356304
8397,Enhancement,7/25/2025,ICQA,"ICQA Web UI Pallet Rounding Fix Rollout to ,",Planned,"Cell000, Cell002",CHG3362580
8397,Enhancement,7/22/2025,Loading,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336076
8397,Enhancement,7/21/2025,Shore,GDC Enhancement and Bug fix Rollout,Planned,Cell002,CHG3348889
8397,Enhancement,7/22/2025,Loading,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3334216
8397,Enhancement,7/24/2025,Order Processing/ Order Filling,OP deployments Enable Billing of POS Jump Water Trailers Rollout ,Planned,"Cell000, Cell001, Cell002",CHG3356181
8397,Enhancement,7/22/2025,Loading,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336204
8397,Enhancement,7/21/2025,Inventory,Create Topic for 8852 Migration and Deployment of Shafter E2E defect fixes,Planned,,CHG3349203
8397,Enhancement,7/22/2025,Atlas Moves,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336527
8397,Enhancement,7/22/2025,Order Processing/ Order Filling,UI Site planned for conversion is Witron 8852,Planned,Cell002,CHG3345788
8397,Enhancement,7/22/2025,Atlas Moves,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336527
8397,Enhancement,7/28/2025,Atlas Moves,Rollout Bugfixes and Snyk fixes,Planned,"Cell000, Cell001, Cell002",CHG3358514
8397,Enhancement,7/22/2025,Order Processing/ Order Filling,UI Site planned for conversion is Witron 8852,Planned,Cell002,CHG3345788
8397,Enhancement,7/24/2025,Atlas Moves,Rollout Performance screen and Take a break bug fixes,Planned,"Cell000, Cell001, Cell002",CHG3353476
8397,Enhancement,7/22/2025,DC Fin,DC US8852 Inventory 2.0 Migration: DCFIN CCM Changes,Planned,,CHG3352870
8397,Enhancement,7/28/2025,Atlas Moves,"Rollout Location Tag Fix in Orchestrator, Locations Sync and Snyk Fixes ",Planned,"Cell000, Cell001, Cell002",CHG3358491
8397,Enhancement,7/28/2025,Atlas Moves,Rollout Bugfixes and Snyk fixes,Planned,"Cell000, Cell001, Cell002",CHG3358542
8397,Enhancement,7/22/2025,Loading,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336204
8397,Enhancement,7/22/2025,WTD / LMS,"LMS, GDC, , Witron 8852, toggle off Witron MQ toggle on Witron Kafka",Planned,Cell002,CHG3356245
8397,Enhancement,7/22/2025,Loading,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3334216
8851,Enhancement,7/22/2025,Atlas Moves,Pilot Bugfixes and Snyk fixes ,Planned,Cell012,CHG3353974
8851,Enhancement,7/23/2025,Countit,GDC Walmart SDK for Azure Cosmos Pilot,Planned,Cell012,CHG3339095
8851,Enhancement,7/22/2025,Atlas Moves,Pilot Bugfixes and Snyk fixes ,Planned,Cell012,CHG3348423
8851,Enhancement,7/22/2025,ICQA,ICQA (Slotting & Profiling) UI Pilot : Pallet Rounding Fix,Planned,Cell012,CHG3338786
8851,Enhancement,7/22/2025,Atlas Moves,"Pilot Location Tag Fix in Orchestrator, Locations Sync and Snyk Fixes ",Planned,Cell012,CHG3348394
8851,Enhancement,7/23/2025,Atlas Moves,Rollout Performance screen and bug fixes,Planned,"Cell010, Cell011, Cell012",CHG3353343
8851,Enhancement,7/22/2025,Atlas Moves,"Pilot Location Tag Fix in Orchestrator, Locations Sync and Snyk Fixes ",Planned,Cell012,CHG3348394
8851,Enhancement,7/24/2025,Countit,GDC Walmart SDK for Azure Cosmos Pilot,Planned,Cell012,CHG3339095
8852,Enhancement,7/24/2025,Order Processing/ Order Filling,OP deployments Enable Billing of POS Jump Water Trailers Rollout ,Planned,"Cell000, Cell001, Cell002",CHG3356181
8852,Enhancement,7/22/2025,Loading,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3334216
8852,Enhancement,7/22/2025,Loading,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336076
8852,Enhancement,7/22/2025,Loading,8852 Modernization Atlas Loading CCM changes,Planned,,CHG3344283
8852,Enhancement,7/22/2025,Order Processing/ Order Filling,OF/OP/OT Onboard Witron 8852 to Atlas,Planned,Cell002,CHG3342062
8852,Enhancement,7/22/2025,Order Processing/ Order Filling,UI Site planned for conversion is Witron 8852,Planned,Cell002,CHG3345788
8852,Enhancement,7/22/2025,Order Processing/ Order Filling,UI Site planned for conversion is Witron 8852,Planned,Cell002,CHG3345788
8852,Enhancement,7/28/2025,Atlas Moves,"Rollout Location Tag Fix in Orchestrator, Locations Sync and Snyk Fixes ",Planned,"Cell000, Cell001, Cell002",CHG3358491
8852,Enhancement,7/22/2025,Location UI,Location UI CCM Configuration Changes to Support 8852 Shafter Modernization in,Planned,Cell002,CHG3349472
8852,Enhancement,7/22/2025,ICQA,ICQA UI CCM Configuration Changes to Support 8852 Shafter Modernization,Planned,Cell002,CHG3349467
8852,Enhancement,7/22/2025,ICQA,ICQA UI CCM Configuration Changes to Support 8852 Shafter Modernization,Planned,Cell002,CHG3349467
8852,Enhancement,7/28/2025,Atlas Moves,Rollout Bugfixes and Snyk fixes,Planned,"Cell000, Cell001, Cell002",CHG3358542
8852,Enhancement,7/22/2025,DC Fin,DC US8852 Inventory 2.0 Migration: DCFIN CCM Changes,Planned,,CHG3352870
8852,Enhancement,7/22/2025,WTD / LMS,"LMS, GDC, , Witron 8852, toggle off Witron MQ toggle on Witron Kafka",Planned,Cell002,CHG3356245
8852,Enhancement,7/22/2025,Hawkeye,Hawkeye GDC 8852 Live Support,Planned,,CHG3347657
8852,Enhancement,7/24/2025,Atlas Moves,Rollout Performance screen and Take a break bug fixes,Planned,"Cell000, Cell001, Cell002",CHG3353476
8852,Enhancement,7/22/2025,Receiving,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336204
8852,Enhancement,7/28/2025,Atlas Moves,Rollout Bugfixes and Snyk fixes,Planned,"Cell000, Cell001, Cell002",CHG3358514
8852,Enhancement,7/22/2025,Hawkeye,Hawkeye GDC 8852 Live Support,Planned,,CHG3347657
8852,Enhancement,7/22/2025,Order Processing/ Order Filling,OF/OP/OT Onboard Witron 8852 to Atlas Enable configurations,Planned,Cell002,CHG3342062
8852,Enhancement,7/22/2025,Inventory,8852 Modernization Atlas Loading CCM changes,Planned,,CHG3344283
8852,Enhancement,7/22/2025,Inventory,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336204
8852,Enhancement,7/25/2025,ICQA,"ICQA Web UI Pallet Rounding Fix Rollout to ,",Planned,"Cell000, Cell002",CHG3362580
8852,Enhancement,7/22/2025,Inventory,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3334216
8852,Enhancement,7/21/2025,Shore,GDC Enhancement and Bug fix Rollout,Planned,Cell002,CHG3348889
8852,Enhancement,7/21/2025,Inventory,Create Topic for 8852 Migration and Deployment of Shafter E2E defect fixes,Planned,,CHG3349203
8852,Enhancement,7/21/2025,Hawkeye,Hawkeye GDC Deployments to 8852,Planned,,CHG3343162
8852,Enhancement,7/22/2025,Inventory,8852 Modernization Atlas Loading CCM changes,Planned,,CHG3344283
8852,Enhancement,7/22/2025,Atlas Moves,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336527
8852,Enhancement,7/22/2025,Atlas Moves,8852 Modernization Atlas Loading CCM changes,Planned,Cell002,CHG3336527
8852,Enhancement,7/21/2025,Hawkeye,Hawkeye GDC Deployments to 8852,Planned,,CHG3343162
All DCs,Enhancement,7/23/2025,Order Processing/ Order Filling,Bug fixes Rollout and,Planned,"Cell000, Cell001",CHG3356228
All DCs,Enhancement,7/24/2025,Fix IT,Migrate damage app in atlas damage namespace from WUS to WUS2 cluster,Planned,,CHG3363115
All DCs,Enhancement,7/21/2025,Inventory,Create a new DB Schema & tables in rapid relayer DB for five cells ,Planned,"Cell001, Cell012",CHG3348808
All DCs,Enhancement,7/21/2025,Inventory,Create a new DB Schema & tables in rapid relayer DB for five cells ,Planned,"Cell001, Cell012",CHG3348808
All DCs,Enhancement,7/24/2025,Fixit,Inspection Production deployment of security fix for attachments,Planned,,CHG3359461
Grocery DC-7018,Enhancement,7/21/2025,Fixit,CCM2 deep migration of fixit platform application to productionpilot sites:7018 GDC and 6094 RDC,Planned,,CHG3314268
Grocery DC-7018,Enhancement,7/21/2025,Fixit,CCM2 deep migration of fixit platform application to productionpilot sites:7018 GDC and 6094 RDC,Planned,,CHG3314268
Grocery DC-7018,Enhancement,7/23/2025,Fixit,CCM2 deep migration of fixit platform application to productionpilot sites:7018 GDC and 6094 RDC,Planned,,CHG3356274
Regional DC-6094,Enhancement,7/21/2025,Fixit,CCM2 deep migration of fixit platform application to productionpilot sites:7018 GDC and 6094 RDC,Planned,,CHG3314268
Regional DC-6094,Enhancement,7/23/2025,Fixit,CCM2 deep migration of fixit platform application to productionpilot sites:7018 GDC and 6094 RDC,Planned,,CHG3356274
Regional DC-6094,Enhancement,7/21/2025,Fixit,CCM2 deep migration of fixit platform application to productionpilot sites:7018 GDC and 6094 RDC,Planned,,CHG3314268
cell01,Enhancement,7/22/2025,Smart Slotting,Slotting DC#8852 and DC#8348 Item Movement Report Inventory CCM change,Planned,,CHG3356286
cell02,Enhancement,7/22/2025,Smart Slotting,Slotting DC#8852 and DC#8348 Item Movement Report Inventory CCM change,Planned,,CHG3356286

