Store #,Market:,Store Type, Volume Classification
5250,90,SUP,H
5251,120,SUP,H
5252,25,SUP,M
5253,289,SUP,M
5254,297,SUP,M
5255,559,WNM,L
5256,544,WNM,L
5257,510,WNM,L
5258,397,WNM,L
5259,397,WNM,L
5260,323,SUP,H
5261,323,SUP,H
5262,13,SUP,M
5263,119,SUP,M
5264,115,SUP,M
5265,559,WNM,L
5266,104,SUP,H
5267,554,WNM,L
5269,397,WNM,L
5270,582,SUP,M
5272,472,SUP,L
5273,472,SUP,L
5274,470,W/M,M
5275,26,SUP,M
5276,269,W/M,M
5278,154,SUP,H
5279,496,WNM,L
5280,201,SUP,L
5281,175,W/M,H
5285,215,SUP,H
5286,533,WNM,L
5287,68,SUP,M
5288,49,SUP,M
5290,528,WNM,L
5291,496,WNM,L
5292,297,SUP,M
5293,172,SUP,H
5294,173,W/M,H
5295,172,SUP,H
5296,316,SUP,M
5297,498,WNM,L
5298,305,SUP,M
5299,89,SUP,H
5300,116,SUP,H
5301,107,SUP,H
5303,364,SUP,L
5304,9,WNM,L
5305,458,W/M,M
5306,397,WNM,L
5307,410,SUP,M
5308,485,WNM,L
5309,213,SUP,M
5310,541,WNM,L
5311,52,SUP,H
5312,479,SUP,M
5313,339,SUP,H
5314,533,WNM,L
5316,479,SUP,H
5317,82,SUP,M
5319,317,SUP,L
5320,298,SUP,M
5321,102,WNM,L
5323,533,WNM,L
5325,109,SUP,H
5326,93,SUP,M
5327,541,WNM,L
5328,541,WNM,L
5329,370,SUP,L
5330,369,SUP,H
5331,368,SUP,M
5332,510,WNM,L
5334,376,SUP,M
5335,463,SUP,M
5336,507,WNM,L
5337,449,SUP,M
5338,459,W/M,H
5340,558,W/M,M
5341,379,SUP,M
5342,365,SUP,M
5343,291,SUP,M
5345,508,W/M,L
5346,296,SUP,L
5347,105,SUP,M
5348,8,SUP,M
5349,510,WNM,L
5350,403,SUP,M
5352,264,SUP,M
5353,562,WNM,L
5355,222,SUP,L
5356,231,SUP,L
5358,234,SUP,L
5359,48,SUP,L
5360,228,SUP,L
5361,432,SUP,M
5363,16,SUP,L
5364,507,WNM,L
5365,96,WNM,L
5366,96,WNM,L
5367,516,WNM,L
5368,477,SUP,M
5369,368,SUP,M
5370,379,SUP,L
5371,497,WNM,L
5372,485,WNM,L
5373,438,SUP,M
5374,239,SUP,L
5376,204,SUP,L
5378,496,WNM,L
5379,235,SUP,M
5381,227,W/M,H
5382,282,SUP,H
5383,516,WNM,L
5384,165,W/M,M
5385,207,SUP,L
5386,200,SUP,L
5387,209,SUP,L
5388,61,SUP,M
5389,76,SUP,M
5390,26,SUP,H
5391,105,SUP,M
5392,28,SUP,L
5393,509,WNM,L
5394,581,SUP,M
5396,478,SUP,L
5397,438,SUP,L
5398,263,SUP,M
5399,279,SUP,L
5402,267,SUP,H
5403,273,SUP,M
5408,494,WNM,L
5409,223,SUP,M
5410,215,SUP,H
5411,202,SUP,L
5414,178,SUP,M
5416,50,SUP,H
5417,242,SUP,M
5418,242,SUP,H
5419,144,SUP,L
5420,90,SUP,H
5421,485,WNM,L
5422,97,SUP,L
5423,397,WNM,L
5424,468,SUP,M
5425,461,SUP,M
5427,485,WNM,L
5428,372,SUP,H
5429,368,SUP,M
5430,384,SUP,M
5432,436,SUP,L
5433,325,SUP,L
5434,511,W/M,H
5435,451,SUP,H
5436,284,W/M,M
5438,442,SUP,M
5439,163,SUP,H
5440,477,W/M,H
5441,411,SUP,L
5442,264,SUP,H
5443,249,SUP,M
5444,436,SUP,L
5445,228,SUP,M
5446,235,SUP,L
5447,176,SUP,H
5448,160,SUP,H
5449,62,SUP,M
5450,284,SUP,M
5451,102,WNM,L
5452,485,WNM,L
5453,102,WNM,L
5455,92,SUP,H
5458,388,SUP,L
5459,544,WNM,L
5460,78,SUP,L
5461,476,SUP,M
5462,476,SUP,M
5463,444,SUP,L
5464,543,WNM,L
5466,219,SUP,M
5467,498,WNM,L
5469,234,SUP,M
5470,237,SUP,L
5471,213,SUP,M
5472,202,SUP,M
5476,165,SUP,H
5477,336,SUP,M
5479,83,SUP,M
5480,83,SUP,M
5481,305,SUP,M
5482,21,SUP,L
5483,249,SUP,M
5485,268,SUP,H
5486,266,SUP,M
5487,35,SUP,M
5488,289,SUP,L
5489,310,SUP,L
5490,528,WNM,L
5491,385,SUP,M
5492,384,SUP,L
5494,400,SUP,M
5495,166,W/M,H
5497,187,SUP,L
5498,187,SUP,L
5499,221,SUP,M
5600,515,WNM,L
5601,551,WNM,L
5602,481,WNM,L
5603,551,WNM,L
5604,481,WNM,L
5605,481,WNM,L
5606,552,WNM,L
5608,552,WNM,L
5609,552,WNM,L
5610,512,WNM,L
5611,512,WNM,L
5612,63,SUP,M
5613,58,WNM,L
5614,58,WNM,L
5615,103,WNM,L
5616,153,SUP,M
5617,267,SUP,H
5622,102,WNM,M
5623,545,WNM,L
5624,58,WNM,L
5626,367,SUP,M
5627,550,WNM,L
5628,471,SUP,L
5629,468,W/M,L
5632,449,SUP,H
5633,512,WNM,L
5634,512,WNM,L
5635,512,WNM,L
5637,551,WNM,L
5640,551,WNM,L
5641,464,SUP,M
5643,481,WNM,L
5644,466,SUP,H
5649,170,SUP,H
5653,545,WNM,L
5654,548,WNM,L
5657,504,WNM,L
5658,481,WNM,L
5659,481,WNM,L
5661,551,WNM,L
5663,515,WNM,L
5664,481,WNM,L
5667,435,SUP,M
5668,435,SUP,M
5669,442,SUP,H
5670,548,WNM,L
5671,110,SUP,H
5672,51,SUP,M
5673,51,SUP,M
5675,570,WNM,L
5676,380,SUP,L
5678,550,WNM,L
5683,552,WNM,L
5684,551,WNM,L
5686,448,SUP,H
5689,515,WNM,L
5691,515,WNM,L
5692,538,WNM,L
5693,538,WNM,L
5695,494,WNM,L
5700,542,WNM,L
5701,449,SUP,L
5702,570,WNM,L
5703,137,SUP,M
5704,488,WNM,L
5705,37,SUP,M
5706,324,SUP,M
5707,52,SUP,M
5709,19,SUP,M
5710,450,SUP,M
5713,88,SUP,L
5715,528,WNM,L
5716,566,WNM,L
5717,505,SUP,M
5719,103,WNM,L
5722,543,WNM,L
5725,9,WNM,L
5726,526,WNM,L
5727,115,SUP,M
5728,254,SUP,M
5731,291,SUP,L
5732,190,SUP,H
5734,498,WNM,M
5735,30,SUP,M
5737,537,WNM,L
5738,534,WNM,L
5740,545,WNM,L
5741,559,WNM,L
5743,299,SUP,M
5744,545,WNM,L
5745,305,SUP,H
5747,306,SUP,L
5748,414,SUP,M
5751,451,SUP,L
5752,577,SUP,H
5753,283,SUP,H
5754,502,WNM,L
5755,502,WNM,L
5758,488,WNM,L
5759,488,WNM,L
5760,559,WNM,L
5761,197,SUP,M
5763,403,SUP,M
5764,479,SUP,M
5766,451,SUP,L
5767,494,WNM,L
5768,371,SUP,M
5769,545,WNM,L
5771,545,WNM,L
5772,104,SUP,H
5773,541,WNM,L
5774,543,WNM,L
5776,543,WNM,L
5777,162,SUP,L
5779,508,SUP,L
5780,492,WNM,L
5782,526,WNM,L
5786,18,SUP,L
5787,310,SUP,L
5789,537,WNM,L
5790,537,WNM,L
5791,538,WNM,L
5793,811,SUP,L
5795,284,SUP,M
5797,27,SUP,L
5799,367,SUP,M
5802,811,SUP,L
5803,801,SUP,L
5804,494,WNM,L
5805,533,WNM,L
5806,412,SUP,L
5807,465,SUP,H
5808,569,SUP,L
5809,80,SUP,M
5810,49,SUP,M
5812,18,SUP,L
5813,497,WNM,L
5814,24,SUP,M
5815,554,WNM,L
5816,549,WNM,L
5817,549,WNM,L
5818,549,WNM,L
5819,549,WNM,L
5820,549,WNM,L
5823,583,SUP,M
5824,561,WNM,L
5826,102,WNM,M
5828,490,WNM,L
5829,500,WNM,L
5831,548,WNM,L
5832,543,WNM,L
5835,370,SUP,L
5837,534,WNM,L
5839,468,SUP,M
5840,507,WNM,L
5841,399,SUP,M
5842,197,SUP,H
5843,450,SUP,L
5844,206,SUP,H
5845,15,SUP,L
5846,559,WNM,L
5847,290,SUP,L
5848,454,W/M,L
5851,301,SUP,M
5853,467,SUP,L
5854,110,SUP,H
5855,491,WNM,L
5857,219,SUP,M
5858,367,SUP,L
5859,581,SUP,L
5861,472,SUP,L
5863,533,WNM,L
5864,455,SUP,L
5866,56,SUP,M
5867,176,SUP,H
5869,475,SUP,L
5871,91,SUP,M
5872,15,SUP,L
5874,465,W/M,M
5875,559,WNM,L
5876,548,WNM,L
5879,306,SUP,M
5880,292,SUP,H
5881,166,SUP,H
5882,108,SUP,H
5883,474,SUP,M
5884,451,SUP,H
5886,459,SUP,M
5888,234,SUP,H
5889,53,SUP,M
5890,450,SUP,L
5891,166,SUP,H
5893,203,SUP,H
5894,91,SUP,H
5898,78,SUP,M
5903,546,WNM,L
5907,546,WNM,L
5908,498,WNM,L
5911,108,SUP,M
5912,110,SUP,M
5922,289,SUP,M
5923,516,WNM,L
5925,566,WNM,L
5927,339,SUP,M
5929,476,SUP,L
5930,464,SUP,H
5932,109,SUP,H
5935,477,SUP,H
5936,283,SUP,H
5938,458,W/M,L
5944,558,SUP,M
5945,103,WNM,L
5947,505,SUP,M
5956,581,SUP,M
5957,585,SUP,M
5959,63,SUP,M
5960,526,WNM,L
5962,526,WNM,L
5963,504,WNM,L
5964,112,SUP,H
5965,266,SUP,H
5968,283,SUP,H
5969,292,SUP,H
5976,424,SUP,M
5977,423,SUP,M
5979,552,WNM,L
5981,552,WNM,L
5982,552,WNM,L
5987,583,SUP,M
5988,559,WNM,L
5990,491,WNM,L
5991,491,WNM,L
5992,423,SUP,L
5993,550,WNM,L
5994,550,WNM,L
5996,459,W/M,M
6078,504,WNM,L
6098,528,WNM,L
6149,559,WNM,L
6159,528,WNM,L
6165,543,WNM,L
6166,543,WNM,L
6170,507,WNM,L
6172,485,WNM,L
6173,1,SUP,M
6174,496,WNM,L
6176,509,WNM,L
6190,118,SUP,L
6207,548,WNM,M
6226,502,WNM,L
6233,509,WNM,L
6243,509,WNM,L
6263,509,WNM,L
6264,509,WNM,L
6286,81,SUP,M
6300,56,SUP,M
6323,543,WNM,L
6370,123,SUP,M
6390,494,WNM,L
6392,411,SUP,L
6394,444,SUP,M
6395,29,SUP,L
6397,110,SUP,H
6398,549,WNM,L
6459,528,WNM,L
6467,45,SUP,M
6469,140,SUP,L
6470,494,WNM,L
6476,482,SUP,L
6477,370,SUP,H
6480,371,SUP,M
6500,485,WNM,M
6531,545,WNM,L
6548,559,WNM,L
6576,39,SUP,M
6577,543,WNM,L
6578,58,WNM,L
6579,59,SUP,M
6583,562,WNM,L
6585,491,WNM,L
6586,509,WNM,L
6587,526,WNM,L
6588,543,WNM,L
6590,562,WNM,L
6732,546,WNM,L
6786,528,WNM,L
6789,308,SUP,L
6798,502,WNM,L
6807,145,SUP,L
6813,526,WNM,L
6814,509,WNM,L
6828,509,WNM,L
6849,543,WNM,L
6850,528,WNM,L
6851,504,WNM,L
6876,492,WNM,L
6878,5,SUP,L
6879,310,SUP,L
6887,39,SUP,L
6894,96,WNM,L
6898,71,SUP,M
6929,76,SUP,M
6931,256,SUP,H
6932,127,SUP,L
6936,502,WNM,L
6937,102,WNM,L
6941,102,WNM,L
6942,507,WNM,L
6943,492,WNM,L
6951,,,L
6952,286,SUP,L
6953,534,WNM,M
6958,310,SUP,M
6960,537,WNM,L
6962,499,WNM,L
6963,52,SUP,M
6964,144,SUP,M
6966,504,WNM,L
6967,488,WNM,L
6968,102,WNM,M
6971,538,WNM,L
6975,492,WNM,L
6978,101,SUP,H
6998,20,SUP,M
7004,499,WNM,L
7009,302,SUP,L
7020,153,SUP,M
7032,287,SUP,L
7043,557,WNM,L
7062,499,WNM,L
7072,538,WNM,L
7087,243,SUP,L
7098,516,WNM,L
7099,543,WNM,L
7127,538,WNM,L
7129,,,L
7137,516,WNM,L
7146,499,WNM,L
7156,76,SUP,M
7162,516,WNM,L
7168,557,WNM,L
7174,502,WNM,L
7177,502,WNM,L
7178,56,SUP,L
7179,302,SUP,L
7180,499,WNM,L
7181,29,SUP,L
7185,18,SUP,M
7188,38,SUP,L
7194,27,SUP,L
7199,383,SUP,L
7205,509,WNM,L
7206,509,WNM,L
7209,516,WNM,L
7218,516,WNM,L
7220,528,WNM,L
7221,102,WNM,L
7222,500,WNM,L
7224,561,WNM,L
7229,526,WNM,L
7232,561,WNM,L
7233,541,WNM,L
7235,500,WNM,L
7238,302,SUP,L
7240,561,WNM,L
7241,541,WNM,L
7242,537,WNM,L
7245,27,SUP,L
7246,32,SUP,L
7247,14,SUP,L
7249,334,SUP,L
7251,58,WNM,L
7262,541,WNM,L
7280,2,SUP,M
7281,74,SUP,L
7290,242,SUP,M
7294,353,SUP,M
7296,499,WNM,L
7298,102,WNM,L
7299,488,WNM,M
7301,132,SUP,M
7304,499,WNM,L
7307,102,WNM,L
7308,533,WNM,L
7309,562,WNM,L
7311,528,WNM,L
7315,499,WNM,L
7317,537,WNM,L
7320,510,WNM,L
7324,5,SUP,L
7326,353,SUP,M
7329,516,WNM,L
7334,500,WNM,L
7337,500,WNM,L
7339,497,WNM,L
7340,500,WNM,L
7342,566,WNM,L
7347,58,WNM,L
7349,570,WNM,L
7357,562,WNM,L
7361,562,WNM,L
7362,570,WNM,L
7601,554,WNM,L
8331,171,SUP,H
8861,545,WNM,L
8930,583,SUP,M
8958,515,WNM,L
