Store #,Shipping City,State,Zip Code,Tier Name,Article #,Store Type
2396,Delray Beach,FL,33436,Tier 03,100673607,Neighborhood Market
2397,Mansfield,TX,76063,Tier 04,100673608,Neighborhood Market
2398,Newington,NH,03801,Tier 04,100673608,Wal-Mart
2399,Manchester,NH,03103,Tier 04,100673608,Supercenter
2400,Chillicothe,OH,45601,Tier 05,100673609,Supercenter
2401,Duarte,CA,91010,Tier 05,100673609,Wal-Mart
2403,Puyallup,WA,98374,Tier 05,100673609,Supercenter
2404,San Antonio,TX,78216,Tier 03,100673607,Supercenter
2405,Hamburg,NY,14075,Tier 02 ,100673606,Supercenter
2406,Delray Beach,FL,33483,Tier 03,100673607,Neighborhood Market
2412,Ellicott City,MD,21043,Tier 04,100673608,Supercenter
2414,Cary,NC,27513,Tier 04,100673608,Neighborhood Market
2417,Petoskey,MI,49770,Tier 05,100673609,Supercenter
2418,Placerville,CA,95667,Tier 05,100673609,Wal-Mart
2419,Rehoboth Beach,DE,19971,Tier 05,100673609,Wal-Mart
2420,Belle Vernon,PA,15012,Tier 03,100673607,Supercenter
2421,Saint Croix,WI,54024,Tier 05,100673609,Supercenter
2422,St Helens,OR,97051,Tier 05,100673609,Wal-Mart
2423,Carolina,PR,00987,Tier 04,100673608,Supercenter
2424,Ticonderoga,NY,12883,Tier 02 ,100673606,Supercenter
2425,Collinsville,IL,62234,Tier 05,100673609,Neighborhood Market
2426,Columbus,OH,43228,Tier 05,100673609,Supercenter
2427,Dallas,TX,75243,Tier 03,100673607,Supercenter
2428,Newton,KS,67114,Tier 05,100673609,Supercenter
2429,Springfield,OH,45504,Tier 04,100673608,Supercenter
2431,Searcy,AR,72143,Tier 03,100673607,Neighborhood Market
2432,Lincoln,NE,68512,Tier 05,100673609,Supercenter
2433,Garland,TX,75040,Tier 03,100673607,Neighborhood Market
2434,Iron Mountain,MI,49801,Tier 05,100673609,Supercenter
2435,Dundalk,MD,21222,Tier 04,100673608,Wal-Mart
2436,Sykesville,MD,21784,Tier 04,100673608,Supercenter
2437,Warrenton,VA,20186,Tier 04,100673608,Supercenter
2438,Stafford,VA,22554,Tier 03,100673607,Supercenter
2439,Baytown,TX,77523,Tier 03,100673607,Supercenter
2440,Sylva,NC,28779,Tier 04,100673608,Supercenter
2441,Hamilton,OH,45013,Tier 04,100673608,Supercenter
2442,Kanas City,MO,64119,Tier 05,100673609,Neighborhood Market
2443,Sioux Falls,SD,57108,Tier 04,100673608,Supercenter
2444,Oneida,NY,13421,Tier 02 ,100673606,Supercenter
2445,Hatfield,PA,19440,Tier 03,100673607,Supercenter
2446,Quakertown,PA,18951,Tier 03,100673607,Supercenter
2447,Cincinnati,OH,45238,Tier 04,100673608,Supercenter
2448,Cottage Grove,MN,55016,Tier 04,100673608,Supercenter
2449,Caguas,PR,00725,Tier 04,100673608,Supercenter
2450,Bellingham,WA,98226,Tier 05,100673609,Wal-Mart
2451,Albuquerque,NM,87110,Tier 05,100673609,Neighborhood Market
2452,Milwaukee,WI,53212,Tier 05,100673609,Supercenter
2453,Fallon,NV,89406,Tier 05,100673609,Supercenter
2455,Great Falls,MT,59404,Tier 05,100673609,Supercenter
2457,Rancho Cordova,CA,95670,Tier 05,100673609,Supercenter
2458,Salinas,CA,93906,Tier 04,100673608,Supercenter
2459,Sarasota,FL,34233,Tier 01 ,100673605,Supercenter
2460,Seaford,DE,19973,Tier 05,100673609,Supercenter
2463,Frisco,TX,75034,Tier 03,100673607,Supercenter
2464,Sacramento,CA,95832,Tier 05,100673609,Supercenter
2465,Hephzibah,GA,30815,Tier 01 ,100673605,Neighborhood Market
2467,Pace,FL,32571,Tier 02 ,100673606,Neighborhood Market
2468,Rohnert Park,CA,94928,Tier 05,100673609,Neighborhood Market
2469,Longview,WA,98632,Tier 02 ,100673606,Supercenter
2471,Dublin,OH,43017,Tier 05,100673609,Supercenter
2472,Winston Salem,NC,27103,Tier 03,100673607,Supercenter
2473,Hilo,HI,96720, Tier HIAK,100674085,Wal-Mart
2474,Keyser,WV,26726,Tier 04,100673608,Supercenter
2475,Conyers,GA,30013,Tier 01 ,100673605,Supercenter
2476,College Place,WA,99324,Tier 05,100673609,Supercenter
2477,Roseburg,OR,97471,Tier 05,100673609,Supercenter
2479,San Diego,CA,92115,Tier 05,100673609,Supercenter
2480,Honesdale,PA,18431,Tier 02 ,100673606,Supercenter
2481,Coal Township,PA,17866,Tier 05,100673609,Supercenter
2482,Mesa,AZ,85201,Tier 04,100673608,Supercenter
2483,Las Vegas,NV,89178,Tier 04,100673608,Supercenter
2484,Clewiston,FL,33440,Tier 03,100673607,Supercenter
2485,Ponderay,ID,83852,Tier 05,100673609,Supercenter
2486,San Jose,CA,95129,Tier 05,100673609,Neighborhood Market
2487,Corona,CA,92882,Tier 05,100673609,Neighborhood Market
2488,Decatur,AL,35601,Tier 01 ,100673605,Neighborhood Market
2490,Roeland Park,KS,66205,Tier 05,100673609,Wal-Mart
2491,Danville,IL,61834,Tier 05,100673609,Supercenter
2492,Pendleton,OR,97801,Tier 05,100673609,Supercenter
2493,Grand Rapids,MI,49829,Tier 05,100673609,Supercenter
2494,Oceanside,CA,92054,Tier 05,100673609,Supercenter
2495,Westminster,CA,92683,Tier 05,100673609,Wal-Mart
2496,Boone,NC,28607,Tier 03,100673607,Supercenter
2497,Phillipsburg,NJ,08865,Tier 05,100673609,Supercenter
2499,Orlando,FL,32835,Tier 02 ,100673606,Neighborhood Market
2500,Tuscaloosa,AL,35405,Tier 02 ,100673606,Neighborhood Market
2501,Bayamon,PR,00961,Tier 04,100673608,Wal-Mart
2502,Latrobe,PA,15650,Tier 02 ,100673606,Supercenter
2503,Hackettstown,NJ,07840,Tier 05,100673609,Supercenter
2504,Kingston,NY,12401,Tier 02 ,100673606,Supercenter
2505,Missouri City,TX,77459,Tier 03,100673607,Supercenter
2506,Ravenna,OH,44266,Tier 05,100673609,Supercenter
2507,Santa Maria,CA,93455,Tier 04,100673608,Wal-Mart
2508,Boise,ID,83709,Tier 04,100673608,Supercenter
2509,Chilton,WI,53014,Tier 05,100673609,Supercenter
2510,Minocqua,WI,54548,Tier 05,100673609,Supercenter
2511,American Fork,UT,84003,Tier 04,100673608,Supercenter
2512,Phoenix,AZ,85023,Tier 04,100673608,Supercenter
2513,Dahlonega,GA,30533,Tier 02 ,100673606,Supercenter
2514,Pocomoke City,MD,21851,Tier 03,100673607,Supercenter
2515,Phoenix,AZ,85018,Tier 04,100673608,Supercenter
2517,Santa Ana,CA,92704,Tier 05,100673609,Supercenter
2518,Hamilton,NJ,08691,Tier 03,100673607,Wal-Mart
2519,Shrewsbury,PA,17361,Tier 03,100673607,Supercenter
2520,Fredricksburg,VA,22405,Tier 04,100673608,Supercenter
2522,Escanaba,MI,49829,Tier 05,100673609,Supercenter
2523,Brea,CA,92821,Tier 05,100673609,Wal-Mart
2526,Porter Ranch,CA,91326,Tier 05,100673609,Supercenter
2527,San Clemente,CA,92673,Tier 04,100673608,Wal-Mart
2528,Mill Hall,PA,17751,Tier 05,100673609,Supercenter
2529,Virginia Beach,VA,23456,Tier 03,100673607,Supercenter
2530,Rutland,VT,05701,Tier 02 ,100673606,Wal-Mart
2531,Mohegan Lake,NY,10547,Tier 05,100673609,Wal-Mart
2532,Beloit,WI,53511,Tier 03,100673607,Supercenter
2533,Gulf Breeze,FL,32563,Tier 02 ,100673606,Supercenter
2534,Dothan,AL,36301,Tier 01 ,100673605,Supercenter
2535,Saint Clair,PA,17970,Tier 05,100673609,Supercenter
2536,Tulare,CA,93274,Tier 04,100673608,Wal-Mart
2537,Redding,CA,96003,Tier 05,100673609,Supercenter
2538,Eugene,OR,97408,Tier 05,100673609,Wal-Mart
2539,Veradale,WA,99037,Tier 04,100673608,Supercenter
2540,Clarion,PA,16214,Tier 04,100673608,Supercenter
2541,Alliance,OH,44601,Tier 05,100673609,Supercenter
2542,Ottawa,OH,45875,Tier 05,100673609,Supercenter
2543,Pittston,PA,18640,Tier 02 ,100673606,Supercenter
2544,Portage,IN,46368,Tier 05,100673609,Supercenter
2545,Marinette,WI,54143,Tier 05,100673609,Supercenter
2546,Orange,CA,92865,Tier 05,100673609,Wal-Mart
2547,Monticello,NY,12701,Tier 04,100673608,Supercenter
2548,South Williamson,KY,41503,Tier 04,100673608,Supercenter
2549,Spokane,WA,99218,Tier 05,100673609,Supercenter
2550,Vancouver,WA,98664,Tier 05,100673609,Supercenter
2551,Mount Airy,MD,21771,Tier 04,100673608,Wal-Mart
2552,Portland,OR,97266,Tier 05,100673609,Supercenter
2553,Windsor,CA,95492,Tier 05,100673609,Wal-Mart
2554,Avondale,AZ,85392,Tier 04,100673608,Supercenter
2555,New Castle,DE,19720,Tier 05,100673609,Wal-Mart
2556,Arroyo Grande,MA,02556,Tier 05,100673609,Wal-Mart
2557,Bakersfield,CA,93312,Tier 05,100673609,Supercenter
2558,Sterling Hts,MI,48314,Tier 03,100673607,Wal-Mart
2559,Sterling Hts,MI,48312,Tier 04,100673608,Supercenter
2560,Berline,MD,21811,Tier 03,100673607,Supercenter
2561,Erie,PA,16506,Tier 02 ,100673606,Supercenter
2562,Goodland,KS,67735,Tier 05,100673609,Supercenter
2563,Paoli,IN,47454,Tier 04,100673608,Supercenter
2564,Luray,VA,22835,Tier 03,100673607,Supercenter
2565,Madison Hts,VA,24572,Tier 04,100673608,Supercenter
2566,Charles Town,WV,25414,Tier 05,100673609,Supercenter
2567,Grandville,MI,49418,Tier 05,100673609,Supercenter
2568,Panorama City,CA,91402,Tier 05,100673609,Wal-Mart
2571,Federal Way,WA,98003,Tier 05,100673609,Wal-Mart
2572,Waverly,OH,45690,Tier 05,100673609,Supercenter
2574,Carlisle,PA,17013,Tier 05,100673609,Supercenter
2575,Conway,AR,72034,Tier 03,100673607,Supercenter
2576,Cross Lanes,WV,25313,Tier 04,100673608,Supercenter
2577,Cockeysville,MD,21030,Tier 04,100673608,Supercenter
2579,Chadron,NE,69337,Tier 05,100673609,Supercenter
2580,Clinton,NC,28328,Tier 03,100673607,Supercenter
2581,Camillus,NY,13031,Tier 02 ,100673606,Supercenter
2582,Clinton,NJ,08809,Tier 05,100673609,Wal-Mart
2584,Tucker,GA,30084,Tier 02 ,100673606,Supercenter
2586,Cheektowaga,NY,14225,Tier 02 ,100673606,Supercenter
2587,Cabot,AR,72023,Tier 03,100673607,Supercenter
2588,North Versailles,PA,15137,Tier 03,100673607,Supercenter
2590,Hillsboro,OR,97006,Tier 05,100673609,Neighborhood Market
2591,Pembroke Pines,FL,33029,Tier 03,100673607,Supercenter
2592,North Las Vegas,NV,89032,Tier 04,100673608,Supercenter
2593,Las Vegas,NV,89123,Tier 04,100673608,Supercenter
2594,Lynnwood,WA,98087,Tier 05,100673609,Wal-Mart
2595,Marysville,WA,98271,Tier 05,100673609,Supercenter
2596,Mount Vernon,WA,98273,Tier 05,100673609,Supercenter
2597,Cranberry,PA,16319,Tier 04,100673608,Supercenter
2598,Sacramento,CA,95834,Tier 05,100673609,Wal-Mart
2599,San Antonio,TX,78249,Tier 03,100673607,Supercenter
2600,Chesterfield,MO,63005,Tier 03,100673607,Supercenter
2603,Gibsonia,PA,15044,Tier 02 ,100673606,Wal-Mart
2604,Newton,NJ,07860,Tier 03,100673607,Wal-Mart
2605,Gallipolis,OH,45631,Tier 04,100673608,Supercenter
2607,Polson,MT,59860,Tier 05,100673609,Supercenter
2608,Miles City,MT,59301,Tier 05,100673609,Supercenter
2609,Lakewood,CA,90712,Tier 05,100673609,Supercenter
2610,Logan,WV,25601,Tier 04,100673608,Supercenter
2611,Mt Pleasant,PA,15666,Tier 03,100673607,Supercenter
2612,El Paso,TX,79936,Tier 05,100673609,Supercenter
2613,Bucyrus,OH,44820,Tier 05,100673609,Supercenter
2614,Temple,PA,19560,Tier 05,100673609,Supercenter
2615,Valdosta,GA,31602-1073,Tier 01 ,100673605,Supercenter
2616,Ofallon,MO,63366,Tier 04,100673608,Supercenter
2617,Winnemucca,NV,89445,Tier 04,100673608,Supercenter
2618,Commerce Township,MI,48382,Tier 04,100673608,Supercenter
2619,Midland,MI,48642,Tier 05,100673609,Supercenter
2620,Hastings,MI,49058,Tier 05,100673609,Supercenter
2621,Simi Valley,CA,93065,Tier 05,100673609,Wal-Mart
2626,Live Oak,FL,32060,Tier 01 ,100673605,Supercenter
2627,Tampa,FL,33612,Tier 01 ,100673605,Supercenter
2628,Lexington,KY,40503,Tier 03,100673607,Supercenter
2629,Whitinsville,MA,01588,Tier 05,100673609,Supercenter
2630,Jesup,GA,31545-1609,Tier 01 ,100673605,Supercenter
2631,Livonia,MI,48150,Tier 04,100673608,Supercenter
2632,Phoenix,AZ,85020,Tier 04,100673608,Neighborhood Market
2633,Piscataway,NJ,08854,Tier 05,100673609,Wal-Mart
2634,Gorham,NH,03581,Tier 02 ,100673606,Supercenter
2636,Huntington Beach,CA,92646,Tier 05,100673609,Wal-Mart
2637,Monroe,NY,10950,Tier 05,100673609,Supercenter
2638,Ashland,KY,41102,Tier 04,100673608,Supercenter
2639,Gilford,NH,03249,Tier 02 ,100673606,Supercenter
2640,Salem,MA,01970,Tier 04,100673608,Wal-Mart
2641,Allentown,PA,18106,Tier 05,100673609,Supercenter
2642,Apple Valley,MN,55124,Tier 04,100673608,Supercenter
2643,Woodbury,MN,55129,Tier 04,100673608,Supercenter
2644,Saginaw,MI,48638,Tier 05,100673609,Supercenter
2645,Blackstone,VA,23824,Tier 04,100673608,Supercenter
2646,Pearisburg,VA,24134,Tier 04,100673608,Supercenter
2647,Woodstock,VA,22664,Tier 04,100673608,Supercenter
2648,San Leandro,CA,94577,Tier 05,100673609,Wal-Mart
2649,Irving,TX,75063,Tier 03,100673607,Supercenter
2650,Philadelphia,PA,19154,Tier 03,100673607,Supercenter
2651,Manville,NJ,08835,Tier 05,100673609,Supercenter
2652,Grants,NM,87020,Tier 05,100673609,Supercenter
2653,Portales,NM,88130,Tier 05,100673609,Supercenter
2654,Tompkinsville,KY,42167,Tier 04,100673608,Supercenter
2656,Espanola,NM,87532,Tier 05,100673609,Supercenter
2658,West Bend,WI,53095,Tier 05,100673609,Supercenter
2659,Falmouth,ME,04105,Tier 03,100673607,Wal-Mart
2660,North Reading,MA,01864,Tier 04,100673608,Wal-Mart
2662,Covington,VA,24426,Tier 03,100673607,Supercenter
2663,Ebensburg,PA,15931,Tier 04,100673608,Supercenter
2664,Punxsutawney,PA,15767,Tier 04,100673608,Supercenter
2665,Slidell,LA,70460,Tier 05,100673609,Supercenter
2666,Columbus,OH,43207,Tier 05,100673609,Wal-Mart
2667,Dallas,TX,75228,Tier 03,100673607,Supercenter
2668,Sturtevant,WI,53177,Tier 05,100673609,Supercenter
2671,Chandler,AZ,85286,Tier 04,100673608,Supercenter
2672,Lamar,CO,81052,Tier 05,100673609,Supercenter
2674,Greenville,PA,16125,Tier 05,100673609,Supercenter
2678,Mishawaka,IN,46545,Tier 04,100673608,Supercenter
2679,Elkhart,IN,46514,Tier 04,100673608,Supercenter
2680,South Bend,IN,46628,Tier 04,100673608,Supercenter
2681,Littleton,NH,03561,Tier 02 ,100673606,Wal-Mart
2682,Berlin,VT,05602,Tier 02 ,100673606,Supercenter
2683,Hadley,MA,01035,Tier 04,100673608,Wal-Mart
2684,New Martinsville,WV,26155,Tier 04,100673608,Supercenter
2685,Bentonville,AR,72712,Tier 03,100673607,Neighborhood Market
2686,Bentonville,AR,72712,Tier 03,100673607,Neighborhood Market
2687,Greer,SC,29651,Tier 04,100673608,Supercenter
2688,Tyler,TX,75703,Tier 04,100673608,Supercenter
2689,Fresno,CA,93703,Tier 04,100673608,Neighborhood Market
2690,Madison,AL,35758,Tier 04,100673608,Supercenter
2691,New Albany,IN,47150,Tier 03,100673607,Supercenter
2692,Chesterfield,MI,48051,Tier 04,100673608,Supercenter
2693,Fenton,MI,48430,Tier 04,100673608,Supercenter
2694,Kirkwood,MO,63122,Tier 03,100673607,Supercenter
2695,Clermont,FL,34711,Tier 01 ,100673605,Supercenter
2696,Moorefiled,WV,26836,Tier 04,100673608,Supercenter
2697,Antioch,CA,94531,Tier 05,100673609,Supercenter
2699,Gainesville,GA,30501,Tier 01 ,100673605,Neighborhood Market
2700,White Lake,MI,48386,Tier 04,100673608,Supercenter
2702,Nixa,MO,65714,Tier 05,100673609,Supercenter
2703,Florence,SC,29505,Tier 04,100673608,Supercenter
2704,Randleman,NC,27317,Tier 04,100673608,Supercenter
2705,Franklin,VA,23851,Tier 03,100673607,Supercenter
2706,Harvey,LA,70058,Tier 05,100673609,Supercenter
2708,Temecula,CA,92592,Tier 05,100673609,Supercenter
2710,Ketchikan,AK,99901, Tier HIAK,100674085,Wal-Mart
2711,Kodiak,AK,99615, Tier HIAK,100674085,Wal-Mart
2712,Myrtle Beach,SC,29577,Tier 03,100673607,Supercenter
2713,Birmingham,AL,35235,Tier 01 ,100673605,Supercenter
2714,Spencer,IA,51301,Tier 04,100673608,Supercenter
2715,Diberville,MS,39540,Tier 01 ,100673605,Supercenter
2716,Cedar Rapids,IA,52404,Tier 05,100673609,Supercenter
2717,Hattiesburg,MS,39402,Tier 01 ,100673605,Supercenter
2718,Houston,TX,77096,Tier 03,100673607,Wal-Mart
2719,Bristol,CT,06010,Tier 05,100673609,Wal-Mart
2720,Madison,MS,39110,Tier 01 ,100673605,Supercenter
2721,Cayey,PR,00736,Tier 04,100673608,Supercenter
2722,Fairbanks,AK,99701, Tier HIAK,100674085,Supercenter
2723,Sumiton,AL,35148-3419,Tier 01 ,100673605,Supercenter
2724,Pasadena,TX,77506,Tier 03,100673607,Supercenter
2725,Lewis Center,OH,43035,Tier 05,100673609,Supercenter
2726,Reynoldsburg,OH,43068,Tier 05,100673609,Supercenter
2727,Florida City,FL,33034,Tier 01 ,100673605,Supercenter
2728,Decatur,IL,62521,Tier 05,100673609,Supercenter
2729,Fort Collins,CO,80524,Tier 05,100673609,Supercenter
2730,Tarboro,NC,27886,Tier 03,100673607,Supercenter
2731,Gainseville,GA,30504,Tier 02 ,100673606,Neighborhood Market
2732,Villa Rica,GA,30180,Tier 01 ,100673605,Supercenter
2733,Perry,GA,31069-2144,Tier 01 ,100673605,Supercenter
2734,Norman,OK,73071,Tier 03,100673607,Supercenter
2735,Sacramento,CA,95823,Tier 05,100673609,Supercenter
2739,Bay Minette,AL,36507,Tier 01 ,100673605,Supercenter
2740,Tampa,FL,33647,Tier 02 ,100673606,Supercenter
2741,Bentonville,AR,72712,Tier 03,100673607,Neighborhood Market
2742,Springdale,AR,72762,Tier 04,100673608,Neighborhood Market
2743,Sherwood,AR,72120,Tier 04,100673608,Neighborhood Market
2744,Fort Smith,AR,72903,Tier 03,100673607,Neighborhood Market
2745,Fayetteville,AR,72703,Tier 03,100673607,Neighborhood Market
2747,Warwick,RI,02886,Tier 04,100673608,Wal-Mart
2748,Gulf Shores,AL,36542,Tier 02 ,100673606,Supercenter
2749,Spruce Pine,NC,28777,Tier 04,100673608,Supercenter
2751,Englewood,CO,80110,Tier 05,100673609,Supercenter
2752,Commerce City,CO,80022,Tier 05,100673609,Supercenter
2753,Clayton,GA,30525,Tier 01 ,100673605,Supercenter
2754,Waynesboro,GA,30830,Tier 02 ,100673606,Supercenter
2755,Flowood,MS,39232,Tier 01 ,100673605,Supercenter
2756,Frederick,MD,21701,Tier 04,100673608,Supercenter
2757,Murfreesboro,TN,37129,Tier 03,100673607,Supercenter
2758,Plymouth,NH,03264,Tier 02 ,100673606,Supercenter
2760,Jackson,AL,36545-2019,Tier 02 ,100673606,Supercenter
2761,Pounding Mill,VA,24637,Tier 03,100673607,Supercenter
2762,Fairlawn,VA,24141,Tier 04,100673608,Supercenter
2763,Donna,TX,78537,Tier 03,100673607,Supercenter
2764,Altoona,IA,50009,Tier 05,100673609,Supercenter
2765,Los Fresnos,TX,78566,Tier 03,100673607,Supercenter
2766,Scottsdale,AZ,85260,Tier 04,100673608,Supercenter
2767,Mesa,AZ,85213,Tier 04,100673608,Supercenter
2768,Mesa,AZ,85204,Tier 04,100673608,Supercenter
2769,San Antonio,TX,78218,Tier 03,100673607,Supercenter
2771,Monticello,IN,47960,Tier 05,100673609,Supercenter
2772,Southport,NC,28461,Tier 04,100673608,Supercenter
2773,Lagrange,GA,30241,Tier 02 ,100673606,Neighborhood Market
2774,Columbus,OH,43016,Tier 03,100673607,Supercenter
2777,Surprise,AZ,85374,Tier 04,100673608,Supercenter
2778,Coolidge,AZ,85128,Tier 05,100673609,Supercenter
2780,Caldwell,ID,83607,Tier 04,100673608,Supercenter
2781,Nampa,ID,83686,Tier 04,100673608,Supercenter
2782,Mountain Home,ID,83647,Tier 05,100673609,Supercenter
2783,Lexington,KY,40511,Tier 05,100673609,Supercenter
2784,Beatrice,NE,68310,Tier 04,100673608,Supercenter
2785,Victor,NY,14564,Tier 02 ,100673606,Supercenter
2786,Avon,IN,46123,Tier 04,100673608,Supercenter
2787,Indianapolis,IN,46240,Tier 04,100673608,Supercenter
2788,Brownsburg,IN,46112,Tier 04,100673608,Supercenter
2789,Boynton Beach,FL,33436,Tier 03,100673607,Supercenter
2790,Hagerstown,MD,21740,Tier 04,100673608,Supercenter
2791,Georgetown,DE,19947,Tier 05,100673609,Supercenter
2792,Wayne,WV,25570,Tier 05,100673609,Supercenter
2793,Kernersville,NC,27284,Tier 03,100673607,Supercenter
2794,Ephraim,UT,84627,Tier 04,100673608,Supercenter
2795,Ashland,VA,23005,Tier 04,100673608,Supercenter
2796,Oldsmar,FL,34677,Tier 01 ,100673605,Supercenter
2797,Sturbridge,MA,01566,Tier 02 ,100673606,Wal-Mart
2799,Clinton,MD,20735,Tier 05,100673609,Wal-Mart
2801,Albany Gillionville,GA,31707,Tier 01 ,100673605,Neighborhood Market
2803,Edmond,OK,73003,Tier 03,100673607,Supercenter
2804,Oklahoma City,OK,73118,Tier 05,100673609,Supercenter
2805,Emporia,VA,23847,Tier 01 ,100673605,Supercenter
2806,Boiling Springs,SC,29316,Tier 03,100673607,Supercenter
2807,Harrisonburg,VA,22801,Tier 03,100673607,Supercenter
2808,Midlothian,VA,23112,Tier 03,100673607,Supercenter
2809,Buckhannon,WV,26201,Tier 04,100673608,Supercenter
2810,Spencer,WV,25276,Tier 04,100673608,Supercenter
2811,Athens,GA,30605-2525,Tier 01 ,100673605,Supercenter
2812,Rochester,MN,55904,Tier 05,100673609,Supercenter
2813,Marshfield,WI,54449,Tier 05,100673609,Supercenter
2814,Hialeah,FL,33016-2504,Tier 01 ,100673605,Supercenter
2815,Rolling Meadow,IL,60008,Tier 02 ,100673606,Wal-Mart
2816,Niles,IL,60714,Tier 02 ,100673606,Wal-Mart
2817,Lansing,IL,60438,Tier 02 ,100673606,Supercenter
2818,Hammond,IN,46320,Tier 05,100673609,Supercenter
2819,Bluffton,IN,46714,Tier 04,100673608,Supercenter
2820,Worthington,MN,56187,Tier 04,100673608,Supercenter
2821,Richmond,VA,23225,Tier 04,100673608,Supercenter
2822,Walker,LA,70785,Tier 05,100673609,Supercenter
2823,Parkersburg,WV,26101,Tier 04,100673608,Supercenter
2825,Old Bridge,NJ,08857,Tier 05,100673609,Wal-Mart
2826,Coachella,CA,92236,Tier 04,100673608,Neighborhood Market
2827,Coralville,IA,52241,Tier 05,100673609,Supercenter
2828,Milwaukee,WI,53215,Tier 05,100673609,Supercenter
2830,Eddystone,PA,19022,Tier 03,100673607,Wal-Mart
2831,Jeroome,ID,83338,Tier 04,100673608,Supercenter
2832,Hardeville,SC,29927,Tier 03,100673607,Supercenter
2833,Grafton,WV,26354,Tier 04,100673608,Supercenter
2834,Fort Worth,TX,76244,Tier 03,100673607,Supercenter
2835,San Antonio,TX,78250,Tier 03,100673607,Neighborhood Market
2836,Fuquay Varina,NC,27526,Tier 03,100673607,Supercenter
2838,Henderson,NV,89014,Tier 04,100673608,Supercenter
2839,Springfield,MO,65807,Tier 05,100673609,Neighborhood Market
2840,Brunswick,GA,31520,Tier 02 ,100673606,Neighborhood Market
2841,Lumberton,NJ,08048,Tier 03,100673607,Wal-Mart
2842,Corona,CA,92881,Tier 05,100673609,Supercenter
2843,Summerfield,FL,34491-8685,Tier 02 ,100673606,Supercenter
2844,Clifton Park,NY,12065,Tier 02 ,100673606,Supercenter
2845,Siler City,NC,27344,Tier 03,100673607,Supercenter
2846,Olive Branch,MS,38654,Tier 03,100673607,Supercenter
2847,Bellevue,NE,68123,Tier 04,100673608,Supercenter
2849,Mason,WV,25260,Tier 04,100673608,Supercenter
2850,Hampstead,MD,21074,Tier 03,100673607,Supercenter
2852,Moundsville,WV,26041,Tier 05,100673609,Supercenter
2853,Laplata,MD,20646,Tier 05,100673609,Wal-Mart
2854,Lisbon,CT,06351,Tier 05,100673609,Supercenter
2855,Shawnee,KS,66217,Tier 05,100673609,Supercenter
2856,Oak Grove,MO,64075,Tier 05,100673609,Supercenter
2857,Kansas City,MO,64154,Tier 05,100673609,Supercenter
2858,Statesboro,GA,30458,Tier 02 ,100673606,Neighborhood Market
2859,Rochester,NY,14624,Tier 02 ,100673606,Supercenter
2860,Pooler,GA,31322,Tier 01 ,100673605,Supercenter
2861,Boise,ID,83714,Tier 04,100673608,Supercenter
2862,Meridian,ID,83642,Tier 04,100673608,Supercenter
2864,San Antonio,TX,78254,Tier 03,100673607,Supercenter
2865,Spokane,WA,99205,Tier 05,100673609,Wal-Mart
2866,Okemos,MI,48864,Tier 01 ,100673605,Wal-Mart
2867,Lansing,MI,48912,Tier 05,100673609,Wal-Mart
2869,Lansing,MI,48917,Tier 04,100673608,Supercenter
2870,Myrtle Beach,SC,29577,Tier 04,100673608,Neighborhood Market
2871,Cinnaminson,NJ,08077,Tier 03,100673607,Supercenter
2872,Belleville,MI,48111,Tier 04,100673608,Supercenter
2873,Troy,MI,48084,Tier 04,100673608,Supercenter
2874,Glenville,NY,12302,Tier 02 ,100673606,Supercenter
2875,Oklahoma City,OK,73122,Tier 03,100673607,Neighborhood Market
2876,Edmond,OK,73034,Tier 03,100673607,Neighborhood Market
2877,Oklahoma City,OK,73162,Tier 03,100673607,Neighborhood Market
2878,Oklahoma City,OK,73139,Tier 03,100673607,Neighborhood Market
2880,Tulsa,OK,74133,Tier 03,100673607,Neighborhood Market
2881,Kissimmee,FL,34744,Tier 01 ,100673605,Supercenter
2882,Maple Grove,MN,55311,Tier 04,100673608,Supercenter
2883,Plano,TX,75024,Tier 03,100673607,Supercenter
2884,Las Vegas,NV,89149,Tier 04,100673608,Supercenter
2885,Newport,RI,02840,Tier 03,100673607,Wal-Mart
2886,Pico Rivera,CA,90660,Tier 05,100673609,Supercenter
2887,Myrtle Beach,SC,29575,Tier 04,100673608,Neighborhood Market
2888,Palmyra,PA,17078,Tier 05,100673609,Supercenter
2889,Clinton,IA,52732,Tier 05,100673609,Supercenter
2890,Macon,GA,31210-20330,Tier 02 ,100673606,Supercenter
2891,Odessa,TX,79763,Tier 05,100673609,Supercenter
2892,Parker,CO,80134,Tier 05,100673609,Supercenter
2893,Independence,KS,67301,Tier 05,100673609,Supercenter
2894,Oakland,MD,21550,Tier 04,100673608,Supercenter
2897,Southington,CT,06489,Tier 05,100673609,Wal-Mart
2898,Old Saybrook,CT,06475,Tier 05,100673609,Wal-Mart
2899,Avon,CT,06001,Tier 01 ,100673605,Wal-Mart
2900,Rocky Hill,CT,06067,Tier 05,100673609,Wal-Mart
2901,Northampton,MA,01060,Tier 04,100673608,Wal-Mart
2902,Framingham,MA,01701,Tier 02 ,100673606,Wal-Mart
2903,Chelmsford,MA,01824,Tier 04,100673608,Wal-Mart
2904,Brockton,MA,02301,Tier 05,100673609,Wal-Mart
2905,Suffern,NY,10901,Tier 05,100673609,Wal-Mart
2907,Miami Gardens,FL,33055,Tier 02 ,100673606,Neighborhood Market
