Primary,Business Domain,Data Group (Sub Domain),Data Sub Group (Business Process),Description,Example,Harm to Walmart,Harm to the Individual,Internal Remark,Data Classification,Data Category,Scope
Spanish,Todos los Dominios,Identificadores personales,Ocurrencia Única de Nombre o Apellido,Una situación en la que solo una persona en un conjunto de datos o población dados tiene un nombre o apellido específico.,Informe informal.,Ninguno,Ninguno,,No Sensibles,Información Personal,Sudáfrica
Spanish,Todos los Dominios,Identificadores personales,Identificadores emitidos por Walmart (p. ej.‚ nombres de usuario‚ identificación de vendedor‚ identificación de proveedor),Identificadores específicos asignados por Walmart.,Identificación del proveedor‚ nombre de usuario‚ etc.,,,,Confidenciales,Información Personal,Global
Spanish,Todos los Dominios,Identificadores personales,WIN,Un número de identificación emitido por Walmart para cada asociado.,Identificación de WIN asignado al asociado dentro de Walmart.,,,,Altamente confidenciales,Información Personal,Canadá
Spanish,Todos los Dominios,Identificadores personales,WIN,Un número de identificación emitido por Walmart para cada asociado.,Identificación de WIN asignado al asociado dentro de Walmart.,,,,Confidenciales,Información Personal,Global
Spanish,Todos los Dominios,Identificadores personales,Número de Teléfono Laboral,El número de contacto oficial de una empresa que es independiente del número de teléfono personal de un empleado. ,Un teléfono celular comercial. ,,,,Confidenciales,Información Personal,Global
Spanish,Todos los Dominios,Identificadores personales,Registros de Identificación del Trabajador,Documentos que verifican la identidad de una persona y la autorización de empleo.,Tarjeta de seguro social‚ certificado de nacimiento‚ etc. ,,,,Altamente Sensibles,Información Personal,Global
Spanish,Todos los Dominios,Precios,Margen,La diferencia entre el precio al que se vende un producto y el costo de producirlo.,Si una empresa vende un producto por USD 100 y su producción cuesta USD 70‚ el margen de ganancia sería del 30 %.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Todos los Dominios,Precios,Precio Publicado o de Estantería,Un precio exhibido.,Los precios se indican en los productos exhibidos en los estantes de la tienda.,Ninguno,Ninguno,,No sensibles,Información Comercial,Global
Spanish,Todos los Dominios,Precios,Precio No Publicado o Futuro,Un precio potencial para un valor o producto básico que aún no se conoce públicamente‚ lo que significa que no se ha anunciado o lanzado oficialmente al mercado‚ y podría afectar significativamente el precio una vez revelado.,Las próximas ganancias trimestrales de una compañía.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Matriz de Control de Acceso (Autorización),Una tabla que define claramente qué permisos de acceso tienen los usuarios individuales (sujetos) a recursos específicos (objetos) dentro de un sistema.,Una compañía podría tener un modelo de control de acceso (Access Control Model‚ ACM) en el que los contadores solo puedan leer los datos financieros‚ los gerentes puedan leer y modificar dichos datos‚ y los representantes de ventas no tengan acceso en absoluto. ,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Datos o detalles contables ,Información financiera sin procesar que una empresa captura y almacena.,Estados financieros‚ entradas en libros diarios e informes contables.,,,,Altamente confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Cuentas por Pagar,Dinero que una compañía les debe a sus proveedores por bienes y servicios comprados.,El departamento de Cuentas por Pagar (Accounts Payable‚ AP) recibe y procesa facturas de los proveedores. ,,,,Confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Cuentas por Cobrar ,Dinero que clientes le deben a una empresa por bienes o servicios que se han proporcionado‚ pero que aún no se han pagado. ,Crédito a un cliente cuando la compañía le entrega bienes o servicios.,,,,Confidenciales,Información Comercial,Global
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Impresiones de anuncios y eventos de clics‚ registros‚ incluidos IVT‚ DSP de Walmart y 3P ,"Métricas y datos de publicidad digital relacionados con la publicidad de Walmart.
Métricas y datos de publicidad digital relacionados con los esfuerzos publicitarios de Walmart.
",IVT‚ DSP de Walmart‚ 3P‚ etc.,,,,Confidenciales,Información Comercial,EE. UU.
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Ajustes,Entradas de diario que actualizan los registros financieros para reflejar las actividades financieras de una compañía. ,Ingresos acumulados‚ gastos acumulados.,,,,Confidenciales,Información Comercial,Global
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Cuentas de anunciantes y socios publicitarios‚ contactos comerciales‚ presupuestos publicitarios‚ preferencias de facturación y pago,Aspectos administrativos y financieros de trabajar con las plataformas publicitarias de Walmart.,Presupuestos publicitarios‚ garantía de facturación y pago precisos y oportunos‚ etc.,,,,Altamente Sensibles,Información Comercial,EE. UU.
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Facturación de Anunciantes y Socios Publicitarios y contabilidad relacionada,Gestión y seguimiento del aspecto financiero de las campañas publicitarias‚ incluidos los pagos de anunciantes y las tarifas para agencias. ,Métodos de pago‚ ciclos de facturación‚ umbrales de pago‚ contabilidad de la agencia‚ compra de medios‚ etc.,,,,Altamente sensibles,Información Comercial,EE. UU.
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Contratos de publicidad/sociedad‚ licencias de productos‚ acuerdos legales y anexos,Los documentos y acuerdos legales que rigen las relaciones entre Walmart y sus socios publicitarios‚ vendedores o proveedores.,Anexos‚ acuerdos legales‚ licencias de productos‚ etc. ,,,,Altamente confidenciales,Información Comercial,EE. UU.
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Métricas de desempeño general y desempeño publicitario (GMV‚ penetración de categoría‚ etc.),Datos relacionados con la efectividad de las campañas publicitarias y el desempeño comercial general.,Valor bruto de mercadería (Gross Merchandise Value‚ GMV)‚ penetración de categoría‚ etc.,,,,Confidenciales,Información Comercial,EE. UU.
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Perspectivas agregadas (p. ej.‚ género‚ distribución de compradores y datos demográficos a nivel de categoría),Análisis de datos combinados de un grupo de personas que proporciona un resumen de las características demográficas clave.,Género‚ distribución de compradores o demografía a nivel de categoría.,,,,Confidenciales,Información Comercial,EE. UU.
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Resultados de pruebas de alcohol y drogas ,Resultados que generalmente indican la presencia o ausencia de sustancias.,Resultados de pruebas de detección de drogas‚ análisis de toxicología en sangre‚ análisis de saliva‚ pruebas de cabello.,,,,Altamente confidenciales,Información Personal,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos de AIS del Catálogo de Aplicaciones,Recopilación de información sobre la ubicación y las características de un barco que se obtiene a partir de un Sistema de identificación automática (Automatic Identification System‚ AIS).,Posición y movimiento‚ hora estimada de llegada‚ etc.,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Catálogo de Aplicaciones Datos de BMS,Un repositorio centralizado para gestionar y monitorear varias aplicaciones dentro de la infraestructura del Sistema de gestión de edificios (Building Management System‚ BMS).,Repositorio centralizado‚ denegaciones de aplicaciones‚ control de acceso‚ monitoreo y resolución de problemas‚ etc.,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Catálogo de Aplicaciones de Datos Electrónicos del Sistema de Intercambio de Datos,Un catálogo digital que utilizan los proveedores para comunicar información de precios o productos a los vendedores minoristas.,Información sobre productos disponibles para la compra con precios.,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos de la Tarjeta de Puntuación Ejecutiva del Catálogo de Aplicaciones,Métricas e información presentadas a los ejecutivos para proporcionar una comprensión del estado‚ desempeño y valor. ,Tarjeta de puntuación que proporciona un resumen de las métricas de desempeño y los datos financieros.,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos OBSL del Catálogo de Aplicaciones,Información dentro de un catálogo de aplicaciones que está relacionada con la obsolescencia de las existencias.,Información relacionada con el inventario antiguo.,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos ODS del Catálogo de Aplicaciones,Repositorio centralizado que aloja datos de varios sistemas operativos.,Patrones de uso‚ métricas de desempeño‚ acceso de usuario‚ etc.,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos OTIF del Catálogo de Aplicaciones,Un KPI de gestión de la cadena de suministro que mide con qué precisión se cumplen los pedidos.,Puntualidad‚ integridad de la entrega física del producto‚ etc.,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Catálogo de Aplicaciones Quantum‚ Costo de Servicio de Datos,Costo asociado con el desarrollo‚ la implementación y el mantenimiento de aplicaciones Quantum.,Datos de costo de servicio. ,,,,Altamente confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos SQEP del Catálogo de Aplicaciones,Datos del Programa de Excelencia en Calidad de Proveedores.,Calidad de palés‚ cargas‚ precisión de la orden de compra‚ colocación de códigos de barras‚ etc.,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Catálogo de Aplicaciones de Datos del Sistema Wakanda,Datos que se gestionan y organizan‚ y que están asociados con aplicaciones dentro de la plataforma Wakanda.,Catálogo de Aplicaciones de Datos del Sistema Wakanda,,,,Confidenciales,Información Comercial,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos del Sistema WTMS y BYTMS del Catálogo de Aplicaciones,Un repositorio digital de aplicaciones‚ herramientas y sistemas de software., Información sobre las aplicaciones‚ su funcionalidad‚ uso y otros detalles relevantes.,,,,Confidenciales,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Datos de la Cita,Información recopilada durante una visita programada con un proveedor de atención médica.,Antecedentes médicos‚ antecedentes familiares‚ hábitos de estilo de vida‚ mediciones corporales‚ signos vitales‚ etc.,,,,Altamente confidenciales,Información Personal,Global
Spanish,Comercialización,Información Institucional de Propiedad Exclusiva,Datos e KPI de Surtido/Espacio,Datos recopilados y analizados para comprender la efectividad del surtido y el espacio de un vendedor minorista.,Ventas y margen brutos‚ ingresos y ganancias brutas‚ etc.,,,,Confidenciales,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Tipos de autenticación: Detalles de la Capa de Transporte y Sesión (p. ej.‚ datos basados en sesiones‚ clave de sesión de Windows‚ etc.) ,Diferentes métodos que se utilizan para verificar la identidad de un usuario.,Autenticación de contraseña‚ autenticación biométrica‚ autenticación de token‚ etc.,,,,Altamente Sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Cadena de Conexión de Configuración de la Aplicación Azure,Una cadena de información que permite a su aplicación conectarse y acceder a los ajustes almacenados dentro de su servicio de configuración de la aplicación Azure.,Contiene puntos finales y credenciales.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Cadena de Conexión de Azure,Información de autorización requerida para que su aplicación acceda a los datos en una cuenta de Azure Storage en tiempo de ejecución utilizando la autorización de clave compartida.,Los componentes contienen punto final‚ clave de acceso‚ etc.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Registros seguros de back-end‚ p. ej.‚ aplicación‚ registros con estado‚ etc. Detalles de eventos básicos (detalles de tiempo y conexión) según NIST 800-53 y otros estándares. Información general de heurística.,Volumen de tráfico de red‚ intentos fallidos de inicio de sesión‚ cambios en el sistema de archivos‚ creación de procesos. ,Aplicación‚ registros de estado‚ etc.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Análisis del Balance General,Un reflejo de los activos propios y los pasivos adeudados por una compañía en un determinado momento.,Análisis que revela la salud financiera de una compañía.,,,,Altamente confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Evaluaciones de Riesgos del Balance General ,Una revisión de los registros financieros de una compañía para identificar posibles riesgos que podrían afectar su capacidad para cumplir con sus obligaciones financieras.,Muestra los activos‚ los pasivos‚ el capital‚ etc. de una compañía.,,,,Confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Operaciones Bancarias,Las operaciones bancarias son las tareas diarias que los bancos realizan para prestar servicios a los clientes. ,Administrar dinero en efectivo‚ mantener registros‚ etc. ,,,,Altamente Sensibles,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Diagnóstico de Salud Conductual,Una evaluación clínica realizada por un profesional de salud mental para determinar si una persona cumple con los criterios de un trastorno de salud mental específico.,Trastorno por déficit de atención e hiperactividad (TDAH)‚ trastornos por consumo de sustancias‚ trastorno obsesivo-compulsivo (TOC)‚ ansiedad‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Antecedentes de Salud Conductual,Experiencias pasadas con afecciones mentales‚ consumo de sustancias y problemas relacionados.,Afecciones de salud mental‚ antecedentes de tratamiento‚ síntomas‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Tratamiento de Salud Conductual,Intervenciones destinadas a abordar afecciones de salud mental a través de diversas terapias y sistemas de apoyo. ,Terapia‚ manejo de medicamentos‚ cambios en el estilo de vida‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Corporativo,Información Institucional de Propiedad Exclusiva,Información de reuniones de consejo,Los detalles documentados durante una reunión de la junta directiva de una compañía. ,Debates clave‚ decisiones tomadas‚ elementos de acción asignados‚ etc. ,,,,Altamente sensibles,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Información médica protegida (PHI) masiva en análisis,Se utiliza sin límites de propósito estrictos.,Datos de PHI utilizados sin un propósito estricto.,Incumplimiento de la normativa‚ uso indebido de la IA,Inferencia del estado de salud,Procesamiento a gran escala e ilimitado que habilita la designación como altamente confidencial y restringida.,Altamente confidencial y restringida,Información Personal,Global
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Gestión de Campañas y Medios (planificación‚ configuración‚ ejecución‚ optimización),Proceso integral que optimiza el proceso para lograr los objetivos de la campaña.,Planificación‚ configuración‚ ejecución‚ optimización de campañas de marketing‚ lanzamiento de anuncios‚ monitoreo del desempeño‚ etc.,,,,Confidenciales,Información Comercial,EE. UU.
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Métricas de rendimiento de campaña e informes y perspectivas,El proceso de analizar puntos de datos clave de una campaña de marketing para comprender su efectividad.,Métricas‚ informes‚ perspectivas.,,,,Confidenciales,Información Comercial,EE. UU.
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Activos de Capital y Arrendamientos,El activo de capital es una propiedad física o intangible‚ mientras que un arrendamiento de capital es un contrato que permite a una compañía utilizar un activo durante un período de tiempo establecido. ,Los activos de capital incluirían elementos como‚ por ejemplo‚ equipos. Los arrendamientos incluirían ,,,,Confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Presupuesto de Capital,Proceso financiero en el que una compañía evalúa y selecciona proyectos de inversión a largo plazo que se espera que agreguen valor al negocio mediante el análisis de sus flujos de caja potenciales.,Comprar un edificio‚ inversiones en nuevos equipos.,,,,Altamente Sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Mercados de Capital,Mercados financieros que reúnen a compradores y vendedores para negociar acciones‚ bonos‚ divisas y otros activos financieros.,Mercado bursátil.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Registros Clínicos/Médicos de otras fuentes/proveedores,Un registro de antecedentes médicos obtenidos de otra fuente fuera de la red del proveedor actual.,Información de salud de otro médico‚ clínica u hospital. ,,,,Altamente sensibles,Información Personal,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Cerrado/Consolidación,El término cerrado se refiere a la finalización de libros contables durante un período‚ y la consolidación es el proceso de combinar datos de diferentes unidades de negocios. ,Finalización mensual‚ trimestral o anual de registros financieros.,,,,Altamente confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Colecciones y Recuperaciones,Procesos para cobrar pagos vencidos de clientes u otras empresas. ,Una compañía puede utilizar llamadas telefónicas‚ cartas o negociar planes de pago para cobrar deudas.  ,,,,Confidenciales,Información Comercial,Global
Spanish,Bienes Raíces,Información Institucional de Propiedad Exclusiva,Datos de valuación comercial o de bienes raíces ,Una recopilación de información sobre una propiedad.,Características‚ condiciones del mercado‚ ventas recientes de propiedades similares‚ etc. ,,,,Altamente confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Comisiones o Ingresos de Terceros,Formas en que las empresas ganan dinero de ventas o servicios. ,Pagos de clientes.,,,,Confidenciales,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Enfermedades Contagiosas,Enfermedad que puede propagarse de una persona a otra a través de gérmenes.,COVID-19‚ influenza‚ sarampión‚ etc.,,,,Altamente confidenciales,Información Personal,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Código de Compañía,Identificador único que se utiliza para representar a una entidad legal dentro de sistemas empresariales como SAP.  Permite el seguimiento de entidades legales‚ la consolidación financiera‚ los informes fiscales‚ las transacciones entre compañías y la configuración e integración del sistema entre plataformas.,A110,,,,Confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Volumen o datos de ventas de la compañía por canal o mercado,La cantidad total de unidades que una compañía vende dentro de un período de tiempo específico‚ desglosado por los diferentes canales de ventas.,En línea‚ tiendas minoristas‚ distribuidores.,,,,Altamente Sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Controles y Auditoría,Garantizar que una empresa esté operando de conformidad con los requisitos normativos y los estándares de la industria. ,Una persona que maneja los recibos de efectivo y otra que los registra en el sistema. Revisar las conciliaciones bancarias para garantizar que todas las transacciones se contabilicen y que no existan discrepancias. ,,,,Altamente confidenciales,Información Comercial,Global
Spanish,Walmart Connect,Información Institucional de Propiedad Exclusiva,Cookies‚ etiquetas‚ iframes‚ eventos de señalización del servidor de anuncios,Métodos para recopilar‚ almacenar y analizar la actividad del usuario en una o más páginas web.,Cookies‚ etiquetas‚ iframes‚ eventos de señalización del servidor de anuncios.,,,,Confidenciales,Información Personal,EE. UU.
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Credenciales en Cadena de Conexión ODBC,La información de autenticación de usuario específica necesaria para acceder a una base de datos.,Se requiere nombre de usuario o contraseña al iniciar sesión.,,,,Altamente Sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,PIN de tarjeta de crédito‚ débito o bloques de PIN,El número de identificación personal (Personal Identification Number‚ PIN) es un número que se utiliza para identificar la identidad de un cliente y autorizar transacciones. El bloque de PIN se utiliza para encapsular un PIN durante el procesamiento y puede incluir el PIN‚ la longitud del PIN‚ el PAN‚ etc. ,PIN de tarjeta de crédito‚ débito o bloques de PIN,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Código de verificación de tarjeta de crédito o débito (CVV/CVC),Código o valor de validación de tarjeta (Card Verification Value‚ CVV/Card Verification Code‚ CVC) o código de seguridad de tarjeta. Es el valor de tres o cuatro dígitos impreso en la parte delantera o trasera de una tarjeta de pago. Confirmar y validar que las tarjetas que se utilizan para transacciones pertenezcan a la persona que realiza una compra.,CVV/CVC,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Claves criptográficas u otros secretos utilizados para cifrar datos PCI,Esto incluye las claves que cifran claves/secretos utilizados para proteger los datos de la industria de tarjetas de pago (Payment Card Industry‚ PCI) o establecer la seguridad de los sistemas que sí lo hacen.,Clave de cifrado de datos (Data Encrypting Key‚ DEK)‚ clave de cifrado de claves (Key Encrypting Key‚ KEK),,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Tasas de Cambio Actuales,El precio actual al que se puede intercambiar una moneda por otra.,1 EUR equivale a USD 1.10.,Ninguno,Ninguno,,No sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Análisis o perspectivas de datos ,El proceso de examinar y analizar datos sin procesar para identificar patrones‚ tendencias y correlaciones.,Analizar los datos del historial de compras del cliente para identificar patrones en el comportamiento de compra basados en las características demográficas y las categorías de productos. ,,,,Altamente sensibles,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Antecedentes Dentales sin Identificación,Los registros dentales de un paciente de los que se eliminó o enmascaró toda la información de identificación personal (Personally Identifiable Information‚ PII) para garantizar que los datos no puedan vincularse con la persona.,Tratamientos previos‚ problemas dentales‚ etc. sin datos de PII.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Diagnóstico Médico sin Identificación,Diagnóstico médico del cual se eliminó toda la PII y la información médica protegida (Protected Health Information‚ PHI).,Información de diagnóstico médico que no incluye nombres‚ direcciones‚ direcciones de correo electrónico‚ resultados de laboratorio‚ información del seguro‚ etc.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Antecedentes Médicos sin Identificación,Información médica de un paciente de la cual se han eliminado toda la PII y la PHI.,Información de antecedentes médicos que no incluye nombres‚ direcciones‚ direcciones de correo electrónico‚ resultados de laboratorio‚ información del seguro‚ etc.,,,,Altamente confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Ingresos Diferidos,Dinero que una compañía recibe antes de entregar un producto o servicio. ,Pagos anuales de suscripción.,,,,Confidenciales,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Diagnóstico Dental,Proceso utilizado para identificar y evaluar afecciones de salud bucal a través de diversos métodos.,Exámenes bucales‚ radiografías‚ etc.,,,,Altamente Sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Antecedentes Dentales,Una revisión de las experiencias dentales pasadas y actuales de un paciente.,Tratamientos previos‚ problemas dentales‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Diagnóstico por Imágenes/Radiología Dental y metadatos,Los datos sobre las imágenes dentales.,Incluye información del paciente‚ detalles de adquisición de imágenes y hallazgos diagnósticos.,,,,Altamente sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Tratamiento Dental,Procedimientos destinados a mantener la salud bucal.,Atención preventiva‚ empastes‚ extracciones‚ etc.,,,,Altamente confidenciales,Información Personal,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Depreciación/Amortización,La depreciación y amortización son métodos contables que distribuyen el costo de los activos a lo largo del tiempo. La depreciación se utiliza para activos físicos‚ mientras que la amortización se utiliza para activos no físicos. ,Depreciación por desgaste de la maquinaria.  Un ejemplo de amortización podría incluir patentes‚ acuerdos de arrendamiento‚ etc. ,,,,Confidenciales,Información Comercial,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Equipo de Diagnóstico,Dispositivos que ayudan a los profesionales de atención médica a identificar enfermedades o afecciones médicas.,Estetoscopios‚ oxímetros de pulso‚ termómetros‚ etc.,,,,Altamente Sensibles,Información Personal,Global
Spanish,Salud y Bienestar,Información Institucional de Propiedad Exclusiva,Pruebas de Diagnóstico,Una prueba que se utiliza para ayudar a determinar qué enfermedad o afección tiene una persona en función de sus signos y síntomas.,Exámenes médicos‚ procedimientos‚ análisis de laboratorio‚ pruebas de diagnóstico por imágenes‚ etc.,,,,Altamente confidenciales,Información Personal,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Disposiciones y Deterioro,Una disposición se refiere al acto de vender‚ o bien‚ deshacerse de un activo.  Deterioro significa que el valor de mercado actual de un activo es significativamente menor que su valor registrado en el balance general de una compañía.  ,Deterioro: una compañía adquiere una pieza de maquinaria por USD 100‚000‚ con una vida útil estimada de 20 años. Después de cinco años‚ la máquina tiene un valor de USD 70‚000; su valor contable es de USD 75‚000. Disposición - Liquidación de inversiones: venta de inversiones para gestionar riesgos o generar rendimientos.,,,,Confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Planificación Nacional,Se centra en la elaboración de presupuestos‚ ingresos‚ gastos‚ ahorros e inversiones dentro de un solo país.,Una compañía grande con sede en los EE. UU. que decide adquirir un competidor regional más pequeño dentro de los Estados Unidos para expandir su participación en el mercado dentro del mercado nacional.,,,,Altamente confidenciales,Información Comercial,Global
Spanish,Marketing,Información Institucional de Propiedad Exclusiva,Borrador de campaña de marketing con ofertas no publicadas,Un borrador de campaña de marketing que incluye ofertas no publicadas.,Vista previa en sistemas de proveedores.,Filtración de información competitiva‚ falta de alineación de la marca,Ninguno,Sensible al tiempo y estratégico‚ pero no regulado; el riesgo crece si está vinculado a los ingresos.,Confidenciales,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Ganancias,Materiales de ganancias de la compañía antes de que se divulguen al público.  Incluye estados financieros consolidados‚ métricas clave del segmento y orientación para resultados futuros.,Estados financieros consolidados‚ métricas clave del segmento‚ etc.,,,,Altamente Sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,eDiscovery: Datos de Litigio,El proceso de recuperar‚ guardar y producir información almacenada electrónicamente con anticipación al litigio y durante este.,Correos electrónicos‚ documentos‚ mensajes instantáneos‚ registros de bases de datos.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Seguridad de la Información,Información Institucional de Propiedad Exclusiva,Registros de monitoreo electrónico,Documenta las actividades de los usuarios‚ los eventos del sistema y el tráfico de red‚ lo que permite a los equipos de seguridad monitorear continuamente las posibles amenazas y el comportamiento sospechoso.,Registros de autenticación que documentan los inicios de sesión de los usuarios‚ registros de cortafuegos que registran el tráfico entrante y saliente‚ etc.,,,,Altamente sensibles,Información Comercial,Global
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Número de tarjeta de débito personal cifrado de China UnionPay,Una versión cifrada de los números de tarjeta de débito personal de China UnionPay. ,Números únicos cifrados o tokenizados que reemplazan el número real de la tarjeta para reducir el riesgo de filtraciones de datos.,,,,Altamente sensibles,Información Personal,China
Spanish,Finanzas,Información Institucional de Propiedad Exclusiva,Datos PCI cifrados (cuando NO están cifrados por un dispositivo de hardware de cifrado punto a punto [point-to-point encryption‚ P2PE] validado por el Consejo sobre Normas de Seguridad de la PCI),Información de la tarjeta de pago que se ha codificado mediante algoritmos de cifrado‚ lo que la hace ilegible para cualquier persona que no tenga la clave de descifrado. Esta incluye el número de cuenta principal (PAN) de crédito o débito‚ datos de seguimiento (datos de banda magnética o equivalente en un chip)‚ código de verificación de tarjeta (CVV‚ CVC)‚ PIN o bloques de PIN.,Números de tarjeta de crédito cifrados.,,,,Altamente confidenciales,Información Personal,Global
Spanish,Cadena de Suministro,Información Institucional de Propiedad Exclusiva,Datos de Consumo Empresarial,La información recopilada sobre cómo una organización utiliza sus recursos.,Incluye aplicaciones de software‚ hardware‚ servicios en la nube‚ etc.,,,,Confidenciales,Información Comercial,Global
