Store ,Requested Ship Date,FedEx Tracking,Device Type,JD Link,Qty,Shipped Qty,Completed / GNFR,Revised Shipped Qty
2652,2/3/2022,289507982058,Phone Tracker,SO601934Phone Tracker,1,1,0,1
2653,2/3/2022,289509080991,Pharma Tracker,SO601935Pharma Tracker,1,1,0,1
2656,2/3/2022,289508946652,Pharma Tracker,SO601937Pharma Tracker,1,1,0,1
2924,2/3/2022,289508105032,Pharma Tracker,SO601938Pharma Tracker,1,1,0,1
2924,2/3/2022,289508105032,Phone Tracker,SO601938Phone Tracker,1,1,0,1
3317,2/3/2022,289509131827,Pharma Tracker,SO601940Pharma Tracker,1,1,0,1
3385,2/3/2022,,Cash Tracker,SO601941Cash Tracker,2,0,0,0
3385,2/3/2022,,Pharma Tracker,SO601941Pharma Tracker,1,0,0,0
3423,2/3/2022,289510589687,Pharma Tracker,SO601943Pharma Tracker,1,1,0,1
3423,2/3/2022,289510589687,Phone Tracker,SO601943Phone Tracker,1,1,0,1
3427,2/3/2022,289508154111,Pharma Tracker,SO601944Pharma Tracker,1,1,0,1
3428,2/3/2022,289510651013,Pharma Tracker,SO601947Pharma Tracker,1,1,0,1
3428,2/3/2022,289510651013,Phone Tracker,SO601947Phone Tracker,1,1,0,1
3512,2/3/2022,289509075775,Pharma Tracker,SO601948Pharma Tracker,1,1,0,1
3517,2/3/2022,289508986715,Pharma Tracker,SO601950Pharma Tracker,1,1,0,1
3596,2/3/2022,289510936673,Pharma Tracker,SO601951Pharma Tracker,1,1,0,1
3596,2/3/2022,289510936673,Phone Tracker,SO601951Phone Tracker,1,1,0,1
3731,2/3/2022,289508928653,Pharma Tracker,SO601953Pharma Tracker,1,1,0,1
3732,2/3/2022,289509044272,Pharma Tracker,SO601955Pharma Tracker,1,1,0,1
4201,2/3/2022,289510545677,Pharma Tracker,SO601956Pharma Tracker,1,1,0,1
4201,2/3/2022,289510545677,Phone Tracker,SO601956Phone Tracker,1,1,0,1
4341,2/3/2022,289508185967,Pharma Tracker,SO601958Pharma Tracker,1,1,0,1
4601,2/3/2022,289510151605,Pharma Tracker,SO601959Pharma Tracker,1,1,0,1
4676,2/3/2022,289508968657,Pharma Tracker,SO601961Pharma Tracker,1,1,0,1
5155,2/3/2022,289510722395,Pharma Tracker,SO601962Pharma Tracker,1,1,0,1
5155,2/3/2022,289510722395,Phone Tracker,SO601962Phone Tracker,1,1,0,1
5166,2/3/2022,289508224270,Pharma Tracker,SO601963Pharma Tracker,1,1,0,1
5430,2/3/2022,289510883003,Pharma Tracker,SO601965Pharma Tracker,1,1,0,1
5430,2/3/2022,289510883003,Phone Tracker,SO601965Phone Tracker,1,1,0,1
5491,2/3/2022,289508204657,Phone Tracker,SO601966Phone Tracker,1,1,0,1
5492,2/3/2022,289508259539,Pharma Tracker,SO601968Pharma Tracker,1,1,0,1
5492,2/3/2022,289508259539,Phone Tracker,SO601968Phone Tracker,1,1,0,1
5675,2/3/2022,289510040719,Pharma Tracker,SO601970Pharma Tracker,1,1,0,1
5726,2/3/2022,289509248652,Pharma Tracker,SO601971Pharma Tracker,1,1,0,1
5782,2/3/2022,289510241938,Pharma Tracker,SO601973Pharma Tracker,1,1,0,1
10,2/4/2022,289510069681,Pharma Tracker,SO602392Pharma Tracker,1,1,0,1
12,2/4/2022,289509915730,Pharma Tracker,SO602394Pharma Tracker,2,2,0,2
12,2/4/2022,289509915730,Phone Tracker,SO602394Phone Tracker,1,1,0,1
22,2/4/2022,289510726758,Pharma Tracker,SO602395Pharma Tracker,1,1,0,1
22,2/4/2022,289510726758,Phone Tracker,SO602395Phone Tracker,1,1,0,1
28,2/4/2022,289509991239,Pharma Tracker,SO602397Pharma Tracker,1,1,0,1
31,2/4/2022,289510665741,Pharma Tracker,SO602398Pharma Tracker,1,1,0,1
31,2/4/2022,289510665741,Phone Tracker,SO602398Phone Tracker,1,1,0,1
38,2/4/2022,289510153870,Pharma Tracker,SO602400Pharma Tracker,1,1,0,1
41,2/4/2022,289510333472,Pharma Tracker,SO602401Pharma Tracker,1,1,0,1
41,2/4/2022,289510333472,Phone Tracker,SO602401Phone Tracker,1,1,0,1
47,2/4/2022,289508241835,Phone Tracker,SO602402Phone Tracker,1,1,0,1
49,2/4/2022,289510284985,Pharma Tracker,SO602404Pharma Tracker,1,1,0,1
49,2/4/2022,289510284985,Phone Tracker,SO602404Phone Tracker,1,1,0,1
50,2/4/2022,289510866250,Pharma Tracker,SO602405Pharma Tracker,1,1,0,1
50,2/4/2022,289510866250,Phone Tracker,SO602405Phone Tracker,1,1,0,1
63,2/4/2022,289510975100,Pharma Tracker,SO602407Pharma Tracker,1,1,0,1
63,2/4/2022,289510975100,Phone Tracker,SO602407Phone Tracker,1,1,0,1
73,2/4/2022,289510122815,Pharma Tracker,SO602408Pharma Tracker,1,1,0,1
81,2/4/2022,289510930252,Pharma Tracker,SO602410Pharma Tracker,1,1,0,1
81,2/4/2022,289510930252,Phone Tracker,SO602410Phone Tracker,1,1,0,1
90,2/4/2022,,Pharma Tracker,SO602411Pharma Tracker,1,0,0,0
90,2/4/2022,,Phone Tracker,SO602411Phone Tracker,1,0,0,0
103,2/4/2022,289510592889,Pharma Tracker,SO602413Pharma Tracker,1,1,0,1
103,2/4/2022,289510592889,Phone Tracker,SO602413Phone Tracker,1,1,0,1
108,2/4/2022,289540444350,Pharma Tracker,SO602414Pharma Tracker,1,1,0,1
108,2/4/2022,289540444350,Phone Tracker,SO602414Phone Tracker,1,1,0,1
113,2/4/2022,289510527851,Pharma Tracker,SO602416Pharma Tracker,1,1,0,1
113,2/4/2022,289510527851,Phone Tracker,SO602416Phone Tracker,1,1,0,1
117,2/4/2022,289510023716,Pharma Tracker,SO602417Pharma Tracker,1,1,0,1
121,2/4/2022,289510489662,Pharma Tracker,SO602419Pharma Tracker,1,1,0,1
121,2/4/2022,289510489662,Phone Tracker,SO602419Phone Tracker,1,1,0,1
123,2/4/2022,,Pharma Tracker,SO602420Pharma Tracker,1,0,0,0
123,2/4/2022,,Phone Tracker,SO602420Phone Tracker,1,0,0,0
129,2/4/2022,289508126383,Phone Tracker,SO602422Phone Tracker,1,1,0,1
130,2/4/2022,289511021640,Pharma Tracker,SO602423Pharma Tracker,1,1,0,1
130,2/4/2022,289511021640,Phone Tracker,SO602423Phone Tracker,1,1,0,1
132,2/4/2022,289510445803,Pharma Tracker,SO602424Pharma Tracker,1,1,0,1
132,2/4/2022,289510445803,Phone Tracker,SO602424Phone Tracker,1,1,0,1
134,2/4/2022,289510811048,Pharma Tracker,SO602426Pharma Tracker,1,1,0,1
134,2/4/2022,289510811048,Phone Tracker,SO602426Phone Tracker,1,1,0,1
136,2/4/2022,289510209590,Pharma Tracker,SO602427Pharma Tracker,1,1,0,1
137,2/4/2022,289510772139,Pharma Tracker,SO602429Pharma Tracker,1,1,0,1
137,2/4/2022,289510772139,Phone Tracker,SO602429Phone Tracker,1,1,0,1
139,2/4/2022,289510373395,Pharma Tracker,SO602430Pharma Tracker,1,1,0,1
139,2/4/2022,289510373395,Phone Tracker,SO602430Phone Tracker,1,1,0,1
162,2/4/2022,,Pharma Tracker,SO602432Pharma Tracker,1,0,0,0
168,2/4/2022,,Pharma Tracker,SO602433Pharma Tracker,1,0,0,0
168,2/4/2022,,Phone Tracker,SO602433Phone Tracker,1,0,0,0
178,2/4/2022,,Pharma Tracker,SO602434Pharma Tracker,1,0,0,0
207,2/4/2022,,Pharma Tracker,SO602436Pharma Tracker,1,0,0,0
207,2/4/2022,,Phone Tracker,SO602436Phone Tracker,1,0,0,0
210,2/4/2022,,Pharma Tracker,SO602437Pharma Tracker,1,0,0,0
212,2/4/2022,,Pharma Tracker,SO602439Pharma Tracker,1,0,0,0
221,2/4/2022,,Pharma Tracker,SO602440Pharma Tracker,1,0,0,0
221,2/4/2022,,Phone Tracker,SO602440Phone Tracker,1,0,0,0
225,2/4/2022,,Pharma Tracker,SO602442Pharma Tracker,1,0,0,0
227,2/4/2022,,Pharma Tracker,SO602443Pharma Tracker,1,0,0,0
227,2/4/2022,,Phone Tracker,SO602443Phone Tracker,1,0,0,0
232,2/4/2022,,Pharma Tracker,SO602444Pharma Tracker,1,0,0,0
246,2/4/2022,,Pharma Tracker,SO602446Pharma Tracker,1,0,0,0
246,2/4/2022,,Phone Tracker,SO602446Phone Tracker,1,0,0,0
247,2/4/2022,,Pharma Tracker,SO602447Pharma Tracker,1,0,0,0
269,2/4/2022,,Pharma Tracker,SO602449Pharma Tracker,1,0,0,0
276,2/4/2022,,Pharma Tracker,SO602450Pharma Tracker,1,0,0,0
277,2/4/2022,,Cash Tracker,SO602452Cash Tracker,6,0,0,0
277,2/4/2022,,Pharma Tracker,SO602452Pharma Tracker,1,0,0,0
277,2/4/2022,,Phone Tracker,SO602452Phone Tracker,1,0,0,0
340,2/4/2022,,Pharma Tracker,SO602453Pharma Tracker,1,0,0,0
340,2/4/2022,,Phone Tracker,SO602453Phone Tracker,1,0,0,0
360,2/4/2022,,Pharma Tracker,SO602455Pharma Tracker,1,0,0,0
360,2/4/2022,,Phone Tracker,SO602455Phone Tracker,1,0,0,0
374,2/4/2022,,Pharma Tracker,SO602456Pharma Tracker,1,0,0,0
387,2/4/2022,,Pharma Tracker,SO602458Pharma Tracker,1,0,0,0
387,2/4/2022,,Phone Tracker,SO602458Phone Tracker,1,0,0,0
392,2/4/2022,,Pharma Tracker,SO602459Pharma Tracker,1,0,0,0
392,2/4/2022,,Phone Tracker,SO602459Phone Tracker,1,0,0,0
472,2/4/2022,,Pharma Tracker,SO602461Pharma Tracker,1,0,0,0
472,2/4/2022,,Phone Tracker,SO602461Phone Tracker,1,0,0,0
479,2/4/2022,,Pharma Tracker,SO602462Pharma Tracker,1,0,0,0
499,2/4/2022,,Pharma Tracker,SO602463Pharma Tracker,1,0,0,0
499,2/4/2022,,Phone Tracker,SO602463Phone Tracker,1,0,0,0
517,2/4/2022,,Pharma Tracker,SO602465Pharma Tracker,1,0,0,0
517,2/4/2022,,Phone Tracker,SO602465Phone Tracker,1,0,0,0
544,2/4/2022,289508034768,Phone Tracker,SO602466Phone Tracker,1,1,0,1
564,2/4/2022,,Cash Tracker,SO602468Cash Tracker,3,0,0,0
564,2/4/2022,,Pharma Tracker,SO602468Pharma Tracker,1,0,0,0
564,2/4/2022,,Phone Tracker,SO602468Phone Tracker,1,0,0,0
576,2/4/2022,,Pharma Tracker,SO602469Pharma Tracker,1,0,0,0
576,2/4/2022,,Phone Tracker,SO602469Phone Tracker,1,0,0,0
607,2/4/2022,,Pharma Tracker,SO602470Pharma Tracker,1,0,0,0
622,2/4/2022,,Pharma Tracker,SO602472Pharma Tracker,1,0,0,0
622,2/4/2022,,Phone Tracker,SO602472Phone Tracker,1,0,0,0
743,2/4/2022,,Cash Tracker,SO602473Cash Tracker,6,0,0,0
743,2/4/2022,,Pharma Tracker,SO602473Pharma Tracker,1,0,0,0
823,2/4/2022,,Pharma Tracker,SO602475Pharma Tracker,1,0,0,0
823,2/4/2022,,Phone Tracker,SO602475Phone Tracker,1,0,0,0
893,2/4/2022,,Pharma Tracker,SO602476Pharma Tracker,1,0,0,0
894,2/4/2022,289508077635,Phone Tracker,SO602478Phone Tracker,1,1,0,1
975,2/4/2022,,Pharma Tracker,SO602479Pharma Tracker,1,0,0,0
975,2/4/2022,,Phone Tracker,SO602479Phone Tracker,1,0,0,0
992,2/4/2022,,Pharma Tracker,SO602481Pharma Tracker,1,0,0,0
992,2/4/2022,,Phone Tracker,SO602481Phone Tracker,1,0,0,0
1043,2/4/2022,,Pharma Tracker,SO602482Pharma Tracker,1,0,0,0
1056,2/4/2022,,Pharma Tracker,SO602483Pharma Tracker,1,0,0,0
1056,2/4/2022,,Phone Tracker,SO602483Phone Tracker,1,0,0,0
1116,2/4/2022,,Pharma Tracker,SO602485Pharma Tracker,1,0,0,0
1116,2/4/2022,,Phone Tracker,SO602485Phone Tracker,1,0,0,0
1295,2/4/2022,,Pharma Tracker,SO602486Pharma Tracker,1,0,0,0
1295,2/4/2022,,Phone Tracker,SO602486Phone Tracker,1,0,0,0
1437,2/4/2022,,Pharma Tracker,SO602488Pharma Tracker,1,0,0,0
1437,2/4/2022,,Phone Tracker,SO602488Phone Tracker,1,0,0,0
1597,2/4/2022,,Pharma Tracker,SO602489Pharma Tracker,1,0,0,0
1597,2/4/2022,,Phone Tracker,SO602489Phone Tracker,1,0,0,0
1626,2/4/2022,,Pharma Tracker,SO602490Pharma Tracker,1,0,0,0
1626,2/4/2022,,Phone Tracker,SO602490Phone Tracker,1,0,0,0
2393,2/4/2022,,Pharma Tracker,SO602492Pharma Tracker,1,0,0,0
2394,2/4/2022,,Pharma Tracker,SO602493Pharma Tracker,1,0,0,0
2734,2/4/2022,,Pharma Tracker,SO602495Pharma Tracker,1,0,0,0
2803,2/4/2022,,Pharma Tracker,SO602496Pharma Tracker,1,0,0,0
2803,2/4/2022,COMPLETED VIA GNFR REQUEST,Phone Tracker,SO602496Phone Tracker,1,1,1,0
2804,2/4/2022,,Pharma Tracker,SO602498Pharma Tracker,1,0,0,0
2804,2/4/2022,,Phone Tracker,SO602498Phone Tracker,1,0,0,0
2875,2/4/2022,,Pharma Tracker,SO602499Pharma Tracker,1,0,0,0
2876,2/4/2022,,Pharma Tracker,SO602501Pharma Tracker,1,0,0,0
2877,2/4/2022,,Pharma Tracker,SO602503Pharma Tracker,1,0,0,0
2878,2/4/2022,,Pharma Tracker,SO602504Pharma Tracker,1,0,0,0
2880,2/4/2022,,Pharma Tracker,SO602506Pharma Tracker,1,0,0,0
3055,2/4/2022,,Pharma Tracker,SO602507Pharma Tracker,1,0,0,0
3055,2/4/2022,,Phone Tracker,SO602507Phone Tracker,1,0,0,0
3202,2/4/2022,,Pharma Tracker,SO602508Pharma Tracker,1,0,0,0
3275,2/4/2022,,Pharma Tracker,SO602510Pharma Tracker,1,0,0,0
3295,2/4/2022,,Pharma Tracker,SO602511Pharma Tracker,1,0,0,0
3327,2/4/2022,,Pharma Tracker,SO602513Pharma Tracker,1,0,0,0
3340,2/4/2022,,Pharma Tracker,SO602514Pharma Tracker,1,0,0,0
3457,2/4/2022,,Pharma Tracker,SO602516Pharma Tracker,1,0,0,0
3508,2/4/2022,,Pharma Tracker,SO602517Pharma Tracker,1,0,0,0
3615,2/4/2022,,Pharma Tracker,SO602519Pharma Tracker,1,0,0,0
3723,2/4/2022,,Pharma Tracker,SO602520Pharma Tracker,1,0,0,0
4195,2/4/2022,289510325062,Phone Tracker,SO602522Phone Tracker,1,1,0,1
4241,2/4/2022,,Pharma Tracker,SO602524Pharma Tracker,1,0,0,0
4241,2/4/2022,,Phone Tracker,SO602524Phone Tracker,1,0,0,0
4390,2/4/2022,,Pharma Tracker,SO602525Pharma Tracker,1,0,0,0
4585,2/4/2022,,Pharma Tracker,SO602527Pharma Tracker,1,0,0,0
4615,2/4/2022,,Pharma Tracker,SO602528Pharma Tracker,1,0,0,0
4615,2/4/2022,,Phone Tracker,SO602528Phone Tracker,1,0,0,0
4637,2/4/2022,,Pharma Tracker,SO602530Pharma Tracker,1,0,0,0
4637,2/4/2022,,Phone Tracker,SO602530Phone Tracker,1,0,0,0
4655,2/4/2022,COMPLETED VIA GNFR REQUEST,Pharma Tracker,SO602532Pharma Tracker,1,1,1,0
5071,2/4/2022,,Pharma Tracker,SO602533Pharma Tracker,1,0,0,0
5071,2/4/2022,,Phone Tracker,SO602533Phone Tracker,1,0,0,0
5286,2/4/2022,,Pharma Tracker,SO602535Pharma Tracker,1,0,0,0
5314,2/4/2022,,Pharma Tracker,SO602536Pharma Tracker,1,0,0,0
5323,2/4/2022,,Pharma Tracker,SO602537Pharma Tracker,1,0,0,0
5336,2/4/2022,,Pharma Tracker,SO602539Pharma Tracker,1,0,0,0
5364,2/4/2022,,Pharma Tracker,SO602540Pharma Tracker,1,0,0,0
5805,2/4/2022,,Pharma Tracker,SO602542Pharma Tracker,1,0,0,0
5840,2/4/2022,,Pharma Tracker,SO602543Pharma Tracker,1,0,0,0
5863,2/4/2022,,Pharma Tracker,SO602545Pharma Tracker,1,0,0,0
6170,2/4/2022,,Pharma Tracker,SO602546Pharma Tracker,1,0,0,0
6942,2/4/2022,,Pharma Tracker,SO602548Pharma Tracker,1,0,0,0
7294,2/4/2022,,Pharma Tracker,SO602549Pharma Tracker,1,0,0,0
7308,2/4/2022,,Pharma Tracker,SO602551Pharma Tracker,1,0,0,0
7326,2/4/2022,,Cash Tracker,SO602553Cash Tracker,5,0,0,0
7326,2/4/2022,,Pharma Tracker,SO602553Pharma Tracker,1,0,0,0
7326,2/4/2022,,Phone Tracker,SO602553Phone Tracker,1,0,0,0
1529,2/4/2022,289507882434,Phone Tracker,SO602616Phone Tracker,1,1,0,1
1537,2/4/2022,,Pharma Tracker,SO602618Pharma Tracker,1,0,0,0
1537,2/4/2022,,Phone Tracker,SO602618Phone Tracker,1,0,0,0
1568,2/4/2022,289507177263,Phone Tracker,SO602619Phone Tracker,1,1,0,1
1591,2/4/2022,,Pharma Tracker,SO602621Pharma Tracker,1,0,0,0
1591,2/4/2022,,Phone Tracker,SO602621Phone Tracker,1,0,0,0
1607,2/4/2022,,Pharma Tracker,SO602622Pharma Tracker,1,0,0,0
1607,2/4/2022,,Phone Tracker,SO602622Phone Tracker,1,0,0,0
1623,2/4/2022,,Pharma Tracker,SO602623Pharma Tracker,1,0,0,0
1623,2/4/2022,,Phone Tracker,SO602623Phone Tracker,1,0,0,0
1640,2/4/2022,,Pharma Tracker,SO602624Pharma Tracker,1,0,0,0
1644,2/4/2022,COMPLETED VIA GNFR REQUEST,Pharma Tracker,SO602626Pharma Tracker,1,1,1,0
1644,2/4/2022,289507941345,Phone Tracker,SO602626Phone Tracker,1,1,0,1
1670,2/4/2022,,Pharma Tracker,SO602627Pharma Tracker,1,0,0,0
1684,2/4/2022,,Pharma Tracker,SO602628Pharma Tracker,1,0,0,0
1739,2/4/2022,,Pharma Tracker,SO602630Pharma Tracker,1,0,0,0
1739,2/4/2022,COMPLETED VIA GNFR REQUEST,Phone Tracker,SO602630Phone Tracker,1,1,1,0
1765,2/4/2022,,Pharma Tracker,SO602631Pharma Tracker,1,0,0,0
1765,2/4/2022,,Phone Tracker,SO602631Phone Tracker,1,0,0,0
1769,2/4/2022,,Pharma Tracker,SO602632Pharma Tracker,1,0,0,0
1769,2/4/2022,,Phone Tracker,SO602632Phone Tracker,1,0,0,0
1770,2/4/2022,,Pharma Tracker,SO602634Pharma Tracker,1,0,0,0
1770,2/4/2022,,Phone Tracker,SO602634Phone Tracker,1,0,0,0
1777,2/4/2022,,Pharma Tracker,SO602635Pharma Tracker,1,0,0,0
1777,2/4/2022,,Phone Tracker,SO602635Phone Tracker,1,0,0,0
1792,2/4/2022,,Pharma Tracker,SO602637Pharma Tracker,1,0,0,0
1792,2/4/2022,,Phone Tracker,SO602637Phone Tracker,1,0,0,0
1794,2/4/2022,,Pharma Tracker,SO602638Pharma Tracker,1,0,0,0
1794,2/4/2022,,Phone Tracker,SO602638Phone Tracker,1,0,0,0
1795,2/4/2022,,Pharma Tracker,SO602640Pharma Tracker,1,0,0,0
1820,2/4/2022,,Pharma Tracker,SO602641Pharma Tracker,1,0,0,0
1820,2/4/2022,,Phone Tracker,SO602641Phone Tracker,1,0,0,0
1823,2/4/2022,,Pharma Tracker,SO602643Pharma Tracker,1,0,0,0
1823,2/4/2022,,Phone Tracker,SO602643Phone Tracker,1,0,0,0
1850,2/4/2022,,Pharma Tracker,SO602644Pharma Tracker,1,0,0,0
1850,2/4/2022,,Phone Tracker,SO602644Phone Tracker,1,0,0,0
1883,2/4/2022,,Pharma Tracker,SO602645Pharma Tracker,1,0,0,0
1884,2/4/2022,,Pharma Tracker,SO602647Pharma Tracker,1,0,0,0
1885,2/4/2022,,Pharma Tracker,SO602648Pharma Tracker,1,0,0,0
1886,2/4/2022,,Pharma Tracker,SO602650Pharma Tracker,1,0,0,0
1886,2/4/2022,,Phone Tracker,SO602650Phone Tracker,1,0,0,0
1887,2/4/2022,,Pharma Tracker,SO602651Pharma Tracker,1,0,0,0
1945,2/4/2022,,Pharma Tracker,SO602652Pharma Tracker,1,0,0,0
2019,2/4/2022,,Pharma Tracker,SO602654Pharma Tracker,1,0,0,0
2019,2/4/2022,,Phone Tracker,SO602654Phone Tracker,1,0,0,0
2023,2/4/2022,,Pharma Tracker,SO602655Pharma Tracker,1,0,0,0
2024,2/4/2022,,Pharma Tracker,SO602657Pharma Tracker,1,0,0,0
2024,2/4/2022,,Phone Tracker,SO602657Phone Tracker,1,0,0,0
2049,2/4/2022,,Pharma Tracker,SO602658Pharma Tracker,1,0,0,0
2049,2/4/2022,,Phone Tracker,SO602658Phone Tracker,1,0,0,0
2059,2/4/2022,,Pharma Tracker,SO602660Pharma Tracker,1,0,0,0
2059,2/4/2022,,Phone Tracker,SO602660Phone Tracker,1,0,0,0
2064,2/4/2022,,Pharma Tracker,SO602661Pharma Tracker,1,0,0,0
2096,2/4/2022,,Pharma Tracker,SO602662Pharma Tracker,1,0,0,0
2096,2/4/2022,,Phone Tracker,SO602662Phone Tracker,1,0,0,0
2129,2/4/2022,,Pharma Tracker,SO602664Pharma Tracker,1,0,0,0
2129,2/4/2022,,Phone Tracker,SO602664Phone Tracker,1,0,0,0
2141,2/4/2022,,Pharma Tracker,SO602665Pharma Tracker,1,0,0,0
2141,2/4/2022,,Phone Tracker,SO602665Phone Tracker,1,0,0,0
2167,2/4/2022,,Pharma Tracker,SO602667Pharma Tracker,1,0,0,0
2167,2/4/2022,,Phone Tracker,SO602667Phone Tracker,1,0,0,0
2169,2/4/2022,,Pharma Tracker,SO602668Pharma Tracker,1,0,0,0
2169,2/4/2022,,Phone Tracker,SO602668Phone Tracker,1,0,0,0
2185,2/4/2022,,Pharma Tracker,SO602669Pharma Tracker,1,0,0,0
2185,2/4/2022,,Phone Tracker,SO602669Phone Tracker,1,0,0,0
2205,2/4/2022,,Pharma Tracker,SO602671Pharma Tracker,1,0,0,0
2205,2/4/2022,,Phone Tracker,SO602671Phone Tracker,1,0,0,0
2208,2/4/2022,,Pharma Tracker,SO602672Pharma Tracker,1,0,0,0
2208,2/4/2022,,Phone Tracker,SO602672Phone Tracker,1,0,0,0
2230,2/4/2022,,Pharma Tracker,SO602674Pharma Tracker,1,0,0,0
2230,2/4/2022,,Phone Tracker,SO602674Phone Tracker,1,0,0,0
2236,2/4/2022,,Pharma Tracker,SO602675Pharma Tracker,1,0,0,0
2252,2/4/2022,,Pharma Tracker,SO602677Pharma Tracker,1,0,0,0
2252,2/4/2022,,Phone Tracker,SO602677Phone Tracker,1,0,0,0
2255,2/4/2022,,Pharma Tracker,SO602678Pharma Tracker,1,0,0,0
2255,2/4/2022,,Phone Tracker,SO602678Phone Tracker,1,0,0,0
2263,2/4/2022,,Pharma Tracker,SO602680Pharma Tracker,1,0,0,0
2263,2/4/2022,,Phone Tracker,SO602680Phone Tracker,1,0,0,0
2281,2/4/2022,,Pharma Tracker,SO602681Pharma Tracker,1,0,0,0
2281,2/4/2022,,Phone Tracker,SO602681Phone Tracker,1,0,0,0
2287,2/4/2022,,Pharma Tracker,SO602682Pharma Tracker,1,0,0,0
2300,2/4/2022,,Pharma Tracker,SO602684Pharma Tracker,1,0,0,0
2300,2/4/2022,,Phone Tracker,SO602684Phone Tracker,1,0,0,0
2318,2/4/2022,,Pharma Tracker,SO602685Pharma Tracker,1,0,0,0
2318,2/4/2022,,Phone Tracker,SO602685Phone Tracker,1,0,0,0
2334,2/4/2022,289507985105,Phone Tracker,SO602687Phone Tracker,1,1,0,1
2340,2/4/2022,,Pharma Tracker,SO602688Pharma Tracker,1,0,0,0
2340,2/4/2022,,Phone Tracker,SO602688Phone Tracker,1,0,0,0
2365,2/4/2022,,Pharma Tracker,SO602689Pharma Tracker,1,0,0,0
2368,2/4/2022,,Pharma Tracker,SO602691Pharma Tracker,1,0,0,0
2445,2/4/2022,,Pharma Tracker,SO602692Pharma Tracker,1,0,0,0
2445,2/4/2022,,Phone Tracker,SO602692Phone Tracker,1,0,0,0
2446,2/4/2022,,Pharma Tracker,SO602694Pharma Tracker,1,0,0,0
2446,2/4/2022,,Phone Tracker,SO602694Phone Tracker,1,0,0,0
2480,2/4/2022,,Pharma Tracker,SO602695Pharma Tracker,1,0,0,0
2480,2/4/2022,,Phone Tracker,SO602695Phone Tracker,1,0,0,0
2502,2/4/2022,,Pharma Tracker,SO602697Pharma Tracker,1,0,0,0
2502,2/4/2022,,Phone Tracker,SO602697Phone Tracker,1,0,0,0
2519,2/4/2022,,Pharma Tracker,SO602698Pharma Tracker,1,0,0,0
2519,2/4/2022,,Phone Tracker,SO602698Phone Tracker,1,0,0,0
2528,2/4/2022,,Pharma Tracker,SO602700Pharma Tracker,1,0,0,0
2528,2/4/2022,,Phone Tracker,SO602700Phone Tracker,1,0,0,0
2535,2/4/2022,,Pharma Tracker,SO602701Pharma Tracker,1,0,0,0
2535,2/4/2022,,Phone Tracker,SO602701Phone Tracker,1,0,0,0
2540,2/4/2022,,Pharma Tracker,SO602703Pharma Tracker,1,0,0,0
2540,2/4/2022,,Phone Tracker,SO602703Phone Tracker,1,0,0,0
2543,2/4/2022,,Pharma Tracker,SO602704Pharma Tracker,1,0,0,0
2543,2/4/2022,,Phone Tracker,SO602704Phone Tracker,1,0,0,0
2561,2/4/2022,,Pharma Tracker,SO602705Pharma Tracker,1,0,0,0
2561,2/4/2022,,Phone Tracker,SO602705Phone Tracker,1,0,0,0
2574,2/4/2022,,Pharma Tracker,SO602707Pharma Tracker,1,0,0,0
2574,2/4/2022,,Phone Tracker,SO602707Phone Tracker,1,0,0,0
2588,2/4/2022,,Pharma Tracker,SO602708Pharma Tracker,1,0,0,0
2588,2/4/2022,,Phone Tracker,SO602708Phone Tracker,1,0,0,0
2597,2/4/2022,,Pharma Tracker,SO602710Pharma Tracker,1,0,0,0
2597,2/4/2022,,Phone Tracker,SO602710Phone Tracker,1,0,0,0
2603,2/4/2022,,Pharma Tracker,SO602711Pharma Tracker,1,0,0,0
2611,2/4/2022,289547805565,Phone Tracker,SO602712Phone Tracker,1,1,0,1
2614,2/4/2022,289546769339,Phone Tracker,SO602714Phone Tracker,1,1,0,1
2641,2/4/2022,289547517387,Phone Tracker,SO602715Phone Tracker,1,1,0,1
2650,2/4/2022,,Pharma Tracker,SO602717Pharma Tracker,1,0,0,0
2650,2/4/2022,,Phone Tracker,SO602717Phone Tracker,1,0,0,0
2663,2/4/2022,,Pharma Tracker,SO602718Pharma Tracker,1,0,0,0
2664,2/4/2022,,Pharma Tracker,SO602720Pharma Tracker,1,0,0,0
2664,2/4/2022,,Phone Tracker,SO602720Phone Tracker,1,0,0,0
2830,2/4/2022,,Pharma Tracker,SO602721Pharma Tracker,1,0,0,0
2888,2/4/2022,,Pharma Tracker,SO602723Pharma Tracker,1,0,0,0
2888,2/4/2022,,Phone Tracker,SO602723Phone Tracker,1,0,0,0
2909,2/4/2022,,Pharma Tracker,SO602724Pharma Tracker,1,0,0,0
2909,2/4/2022,,Phone Tracker,SO602724Phone Tracker,1,0,0,0
2945,2/4/2022,,Pharma Tracker,SO602725Pharma Tracker,1,0,0,0
2945,2/4/2022,,Phone Tracker,SO602725Phone Tracker,1,0,0,0
3223,2/4/2022,,Pharma Tracker,SO602727Pharma Tracker,1,0,0,0
3223,2/4/2022,,Phone Tracker,SO602727Phone Tracker,1,0,0,0
3228,2/4/2022,,Pharma Tracker,SO602728Pharma Tracker,1,0,0,0
3228,2/4/2022,,Phone Tracker,SO602728Phone Tracker,1,0,0,0
3252,2/4/2022,,Pharma Tracker,SO602729Pharma Tracker,1,0,0,0
