Store #,Format,City,State,Fuel Frequency,July Fuel,August Fuel,September Fuel,Service Provider,Phone Number,,,,
6424,SAM,KOKOMO,IN,90,,,19,Clean Earth,877-406-5295,,,,
6426,SAMS,Salina,KS,90,,,5,CLEAN EARTH,877-406-5295,,,,
6429,SAM,Battle Creek,MI,180,,,,Clean Earth,877-406-5295,,,,
6437,SAM,BLOOMINGTON,IN,90,,,5,Clean Earth,877-406-5295,,,,
6444,SAMS,Evanston,IL,90,,,5,CLEAN EARTH,877-406-5295,,,,
6449,SAMS,Paducah,KY,180,,,,CLEAN EARTH,877-406-5295,,,,
6450,SAMS,Cincinnati,OH,90,,,12,CLEAN EARTH,877-406-5295,,,,
6454,SAM,Southfield,MI,90,,,5,Clean Earth,877-406-5295,,,,
6457,SAMS,South Charleston,WV,90,,,19,CLEAN EARTH,877-406-5295,,,,
6464,SAMS,Des Plaines,IL,90,,,19,CLEAN EARTH,877-406-5295,,,,
6470,WNM,PLAINFIELD,IN,No Fuel,,,,Clean Earth,877-406-5295,,,,
6474,SAMS,Maplewood,MO,90,,,5,CLEAN EARTH,877-406-5295,,,,
6476,SUP,DANVILLE,IN,No Fuel,,,,Clean Earth,877-406-5295,,,,
6477,SUP,PHOENIX,AZ,No Fuel,,,,Clean Earth,877-406-5295,,,,
6480,SUP,CHADLER,AZ,No Fuel,,,,Clean Earth,877-406-5295,,,,
6487,SAMS,Addison,IL,90,,,5,CLEAN EARTH,877-406-5295,,,,
6489,SAMS,Calumet City,IL,60,,15,,CLEAN EARTH,877-406-5295,,,,
6501,SAMS,Murfreesboro,TN,90,,,12,CLEAN EARTH,877-406-5295,,,,
6505,SAMS,Jefferson City,MO,90,,,19,CLEAN EARTH,877-406-5295,,,,
6507,SAMS,Jackson,TN,90,,,19,CLEAN EARTH,877-406-5295,,,,
6512,SAMS,Clarksville,TN,90,,,26,CLEAN EARTH,877-406-5295,,,,
6517,SAMS,Beavercreek,OH,90,,,26,CLEAN EARTH,877-406-5295,,,,
6528,SAMS,Cincinnati,OH,90,,,12,CLEAN EARTH,877-406-5295,,,,
6556,SAMS,St. Clairsville,OH,90,,,12,CLEAN EARTH,877-406-5295,,,,
6562,SAM,Muskegon,MI,90,,,5,Clean Earth,877-406-5295,,,,
6565,SAMS,Rapid City,SD,90,,,5,CLEAN EARTH,877-406-5295,,,,
6572,SAMS,Knoxville,TN,90,,,5,CLEAN EARTH,877-406-5295,,,,
6604,SAM,FLAGSTAFF,AZ,90,,,12,Clean Earth,877-406-5295,,,,
6605,SAM,GILBERT,AZ,60,,22,,Clean Earth,877-406-5295,,,,
6606,SAM,PHOENIX,AZ,180,,,,Clean Earth,877-406-5295,,,,
6608,SAM,PHOENIX,AZ,60,,22,,Clean Earth,877-406-5295,,,,
6657,SAM,Novi,MI,90,,,19,Clean Earth,877-406-5295,,,,
6658,SAM,Jackson,MI,90,,,19,Clean Earth,877-406-5295,,,,
6659,SAM,Madison Heights,MI,90,,,12,Clean Earth,877-406-5295,,,,
6660,SAM,Port Huron,MI,180,,,,Clean Earth,877-406-5295,,,,
6661,SAM,Portage,MI,90,,,19,Clean Earth,877-406-5295,,,,
6662,SAM,Roseville,MI,90,,,12,Clean Earth,877-406-5295,,,,
6663,SAM,Saginaw,MI,180,,,,Clean Earth,877-406-5295,,,,
6664,SAM,Utica,MI,60,,29,,Clean Earth,877-406-5295,,,,
6666,SAM,Canton,MI,No Fuel,,,,Clean Earth,877-406-5295,,,,
6667,SAM,Ypsilanti,MI,90,,,19,Clean Earth,877-406-5295,,,,
6682,SAM,LAYTON,UT,90,,,5,Clean Earth,877-406-5295,,,,
6683,SAM,MURRAY,UT,90,,,5,Clean Earth,877-406-5295,,,,
6684,SAM,RIVERDALE,UT,90,,,5,Clean Earth,877-406-5295,,,,
6685,SAM,PROVO,UT,180,,,,Clean Earth,877-406-5295,,,,
6686,SAM,SALT LAKE CITY,UT,90,,,26,Clean Earth,877-406-5295,,,,
6692,SAM,TUCSON,AZ,90,,,5,Clean Earth,877-406-5295,,,,
6807,SUP,Memphis,TN,90,,,5,CLEAN EARTH,877-406-5295,,,,
7020,WM,La Vergne,TN,180,,,,CLEAN EARTH,877-406-5295,,,,
7043,WNM,RIVERTON,UT,No Fuel,,,,Clean Earth,877-406-5295,,,,
7087,SUP,SALEM,IN,120,,,,Clean Earth,877-406-5295,,,,
7168,WNM,HERRIMAN,UT,No Fuel,,,,Clean Earth,877-406-5295,,,,
7199,WM,GREAT FALLS,MT,180,,,,CLEAN EARTH,877-406-5295,,,,
7320,WNM,YUMA,AZ,No Fuel,,,,Clean Earth,877-406-5295,,,,
8111,SAMS,Jeffersontown,KY,180,,,,CLEAN EARTH,877-406-5295,,,,
8112,SAMS,Chattanooga,TN,90,,,12,CLEAN EARTH,877-406-5295,,,,
8123,SAM,EVANSVILLE,IN,120,,,,Clean Earth,877-406-5295,,,,
8125,SAMS,Saint Louis,MO,90,,,5,CLEAN EARTH,877-406-5295,,,,
8133,SAM,Florence,KY,30,18,15,12,CLEAN EARTH,877-406-5295,,,,
8135,SAM,TERRE HAUTE,IN,180,,,,Clean Earth,877-406-5295,,,,
8136,SAMS,Dayton,OH,90,,,26,CLEAN EARTH,877-406-5295,,,,
8139,SAMS,Holland,OH,90,,,5,CLEAN EARTH,877-406-5295,,,,
8152,SAMS,South Point,OH,90,,,12,CLEAN EARTH,877-406-5295,,,,
8165,SAMS,Sioux Falls,SD,90,,,12,CLEAN EARTH,877-406-5295,,,,
8168,SAM,INDIANAPOLIS,IN,90,,,5,Clean Earth,877-406-5295,,,,
8169,SAM,LAFAYETTE,IN,90,,,12,Clean Earth,877-406-5295,,,,
8172,SAMS,Fargo,ND,180,,,,CLEAN EARTH,877-406-5295,,,,
8174,SAM,MERRILLVILLE,IN,90,,,5,Clean Earth,877-406-5295,,,,
8176,SAMS,Topeka,KS,90,,,5,CLEAN EARTH,877-406-5295,,,,
8177,SAM,LAS VEGAS,NV,90,,,19,Clean Earth,877-406-5295,,,,
8180,SAMS,Marion,IL,180,,,,CLEAN EARTH,877-406-5295,,,,
8182,SAMS,Saint Louis,MO,90,,,5,CLEAN EARTH,877-406-5295,,,,
8184,SAMS,Gurnee,IL,180,,,,CLEAN EARTH,877-406-5295,,,,
8188,SAMS,Lexington,KY,90,,,5,CLEAN EARTH,877-406-5295,,,,
8189,SAMS,Clarksburg,WV,90,,,5,CLEAN EARTH,877-406-5295,,,,
8197,SAMS,Champaign,IL,90,,,5,CLEAN EARTH,877-406-5295,,,,
8205,SAMS,Saint Louis,MO,90,,,5,CLEAN EARTH,877-406-5295,,,,
8207,SAMS,Kansas City,MO,90,,,5,CLEAN EARTH,877-406-5295,,,,
8208,SAMS,Lenexa,KS,90,,,5,CLEAN EARTH,877-406-5295,,,,
8215,SAMS,Springfield,IL,90,,,19,CLEAN EARTH,877-406-5295,,,,
8222,SAMS,Johnson City,TN,180,,,,CLEAN EARTH,877-406-5295,,,,
8243,SAMS,Raymore,MO,180,,,,CLEAN EARTH,877-406-5295,,,,
8251,SAMS,Saint Charles,MO,90,,,5,CLEAN EARTH,877-406-5295,,,,
8254,SAMS,Wichita,KS,90,,,12,CLEAN EARTH,877-406-5295,,,,
8256,SAMS,Knoxville,TN,90,,,5,CLEAN EARTH,877-406-5295,,,,
8257,SAMS,Hendersonville,TN,90,,,12,CLEAN EARTH,877-406-5295,,,,
8276,SAMS,Louisville,KY,180,,,,CLEAN EARTH,877-406-5295,,,,
8285,SAMS,O Fallon,IL,60,,8,,CLEAN EARTH,877-406-5295,,,,
8291,SAM,Flint,MI,90,,,26,Clean Earth,877-406-5295,,,,
8292,SAM,Memphis ,TN,90,,,5,CLEAN EARTH,877-406-5295,,,,
8293,SAMS,Independence,MO,90,,,12,CLEAN EARTH,877-406-5295,,,,
8294,SAMS,Nashville,TN,180,,,,CLEAN EARTH,877-406-5295,,,,
8296,SAMS,Springfield,MO,180,,,,CLEAN EARTH,877-406-5295,,,,
8297,SAMS,Rockford,IL,90,,,19,CLEAN EARTH,877-406-5295,,,,
8298,SAMS,Joliet,IL,90,,,12,CLEAN EARTH,877-406-5295,,,,
2488,WNM,Decatur,AL,90,   ,    ,12,CHES,844-367-5240,,,,
4210,WNM,Mobile,AL,60,18,    ,12,CHES,844-367-5240,,,,
7342,WNM,Madison,AL,180,   ,22,   ,CHES,844-367-5240,,,,
6878,SUP,Hazel Green,AL,60,4,29,   ,CHES,844-367-5240,,,,
4756,WNM,Alabaster,AL,90,   ,    ,5,CHES,844-367-5240,,,,
5256,WNM,Tuscaloosa,AL,180,   ,    ,   ,CHES,844-367-5240,,,,
5740,WNM,Mobile,AL,90,   ,15,   ,CHES,844-367-5240,,,,
4672,WNM,Montgomery,AL,90,   ,22,   ,CHES,844-367-5240,,,,
4673,WNM,Auburn,AL,90,   ,8,   ,CHES,844-367-5240,,,,
5744,WNM,Theodore,AL,90,   ,8,   ,CHES,844-367-5240,,,,
5716,WNM,Huntsville,AL,90,   ,22,   ,CHES,844-367-5240,,,,
5903,WNM,Phenix City,AL,180,   ,    ,   ,CHES,844-367-5240,,,,
4691,WNM,Montgomery,AL,180,   ,    ,   ,CHES,844-367-5240,,,,
5769,WNM,Dothan,AL,90,   ,15,   ,CHES,844-367-5240,,,,
5248,WNM,Northport,AL,90,   ,15,   ,CHES,844-367-5240,,,,
5925,WNM,Huntsville,AL,90,   ,22,   ,CHES,844-367-5240,,,,
4724,SAMS,Hoover,AL,90,25,    ,   ,CHES,844-367-5240,,,,
8247,SAMS,Homewood,AL,90,25,    ,   ,CHES,844-367-5240,,,,
8196,SAMS,Florence,AL,180,   ,    ,   ,CHES,844-367-5240,,,,
8192,SAMS,Dothan,AL,90,   ,15,   ,CHES,844-367-5240,,,,
6435,SAMS,Tuscaloosa,AL,90,   ,    ,5,CHES,844-367-5240,,,,
4817,SAMS,Birmingham,AL,90,   ,29,   ,CHES,844-367-5240,,,,
4776,SAMS,Huntsville,AL,180,   ,    ,   ,CHES,844-367-5240,,,,
8102,SAMS,Mobile,AL,90,   ,22,   ,CHES,844-367-5240,,,,
8106,SAMS,Montgomery,AL,90,   ,22,   ,CHES,844-367-5240,,,,
8107,SAMS,Huntsville,AL,90,   ,15,   ,CHES,844-367-5240,,,,
4990,SAMS,Daphne,AL,90,   ,29,   ,CHES,844-367-5240,,,,
4989,SAMS,Auburn,AL,90,   ,8,   ,CHES,844-367-5240,,,,
4836,SAMS,Oxford,AL,90,   ,8,   ,CHES,844-367-5240,,,,
5062,WNM,Auburn,AL,90,   ,1,   ,CHES,844-367-5240,,,,
2500,WNM,Tuscaloosa,AL,90,   ,29,   ,CHES,844-367-5240,,,,
3654,WNM,Rogers,AR,90,   ,    ,5,CHES,844-367-5240,,,,
4825,SAMS,Hot Springs,AR,90,   ,22,   ,CHES,844-367-5240,,,,
4969,SAMS,Bentonville,AR,90,   ,    ,19,CHES,844-367-5240,,,,
6377,SAMS,Jonesboro,AR,90,   ,    ,12,CHES,844-367-5240,,,,
8104,SAMS,Little Rock,AR,180,   ,    ,   ,CHES,844-367-5240,,,,
8134,SAMS,FORT SMITH,AR,90,   ,15,   ,CHES,844-367-5240,,,,
8209,SAMS,Fayetteville,AR,90,   ,22,   ,CHES,844-367-5240,,,,
8266,SAMS,NORTH LITTLE ROCK,AR,90,   ,    ,12,CHES,844-367-5240,,,,
2431,WNM,Searcy,AR,90,   ,    ,19,CHES,844-367-5240,,,,
2686,WNM,Bentonville,AR,90,   ,    ,19,CHES,844-367-5240,,,,
4375,WNM,Springdale,AR,90,25,    ,   ,CHES,844-367-5240,,,,
4376,WNM,Bentonville,AR,90,   ,    ,19,CHES,844-367-5240,,,,
4579,WNM,Fort Smith,AR,90,   ,22,   ,CHES,844-367-5240,,,,
4654,WNM,Marion,AR,90,   ,15,   ,CHES,844-367-5240,,,,
4686,WNM,Bentonville,AR,90,   ,    ,19,CHES,844-367-5240,,,,
5780,WNM,Paragould,AR,90,   ,15,   ,CHES,844-367-5240,,,,
5789,WNM,Hot Springs,AR,90,11,    ,   ,CHES,844-367-5240,,,,
5837,WNM,Rogers,AR,90,11,    ,   ,CHES,844-367-5240,,,,
6876,WNM,Jonesboro,AR,90,   ,    ,12,CHES,844-367-5240,,,,
6953,WNM,CENTERTON,AR,90,   ,    ,5,CHES,844-367-5240,,,,
6960,WNM,Siloam Springs,AR,90,   ,22,   ,CHES,844-367-5240,,,,
6971,WNM,Pea Ridge,AR,90,   ,    ,19,CHES,844-367-5240,,,,
373,SUP,Huntsville,AR,30,11,8,5,CHES,844-367-5240,,,,
4108,SUP,Springdale,AR,30,11,8,5,CHES,844-367-5240,,,,
58,SUP,Russellville,AR,120,4,    ,   ,CHES,844-367-5240,,,,
4749,SAMS,Conway,AR,90,   ,    ,12,CHES,844-367-5240,,,,
7368,WM,Bentonville,AR,60,   ,22,   ,CHES,844-367-5240,,,,
241,WM,Rogers,AR,180,   ,    ,   ,CHES,844-367-5240,,,,
4808,SAMS,Springdale,AR,90,   ,    ,19,CHES,844-367-5240,,,,
5260,SUP,Rogers,AR,90,   ,8,   ,CHES,844-367-5240,,,,
10,WSC,Tahlequah,OK,60,25,    ,19,CHES,844-367-5240,,,,
110,WSC,Winter Garden,FL,180,11,    ,   ,CHES,844-367-5240,,,,
154,WSC,Abingdon,VA,180,   ,    ,   ,CHES,844-367-5240,,,,
163,WSC,Nacogdoches,TX,90,   ,22,   ,CHES,844-367-5240,,,,
202,WSC,Frisco,TX,60,   ,8,   ,CHES,844-367-5240,,,,
236,WSC,Crockett,TX,60,11,    ,5,CHES,844-367-5240,,,,
245,WFC,Crowley,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
288,WSC,Woodville,TX,90,   ,22,   ,CHES,844-367-5240,,,,
290,WSC,Gonzales,TX,90,   ,    ,5,CHES,844-367-5240,,,,
351,WSC,Tomball,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
377,WNM,Sumter,SC,60,25,    ,19,CHES,844-367-5240,,,,
438,WSC,Breckenridge,TX,90,   ,29,   ,CHES,844-367-5240,,,,
457,WSC,Vidor,TX,60,   ,22,   ,CHES,844-367-5240,,,,
475,WSC,Round Rock,TX,90,   ,    ,5,CHES,844-367-5240,,,,
717,WM,Lake Worth,TX,60,25,    ,19,CHES,844-367-5240,,,,
840,WNM,Warner Robins,GA,60,18,    ,12,CHES,844-367-5240,,,,
897,WSC,Fort Stockton,TX,180,   ,    ,26,CHES,844-367-5240,,,,
920,WNM,Warner Robins,GA,60,18,    ,12,CHES,844-367-5240,,,,
988,WSC,Lutz,FL,90,   ,8,   ,CHES,844-367-5240,,,,
997,WM,Plano,TX,60,25,    ,19,CHES,844-367-5240,,,,
999,WSC,San Antonio,TX,180,   ,    ,12,CHES,844-367-5240,,,,
1004,WSC,Bradenton,FL,60,   ,15,   ,CHES,844-367-5240,,,,
1066,WSC,Pascagoula,MS,30,11,8,5,CHES,844-367-5240,,,,
1137,WSC,Houston,TX,60,   ,1,26,CHES,844-367-5240,,,,
1257,WSC,Stamford,TX,180,   ,    ,26,CHES,844-367-5240,,,,
1338,WSC,Columbus,GA,60,25,    ,19,CHES,844-367-5240,,,,
1494,WSC,Corpus Christi,TX,180,   ,    ,26,CHES,844-367-5240,,,,
1516,WSC,Borger,TX,120,25,    ,   ,CHES,844-367-5240,,,,
1619,WSC,Rochester,NY,30,18,15,12,CHES,844-367-5240,,,,
1726,WSC,Harrisonburg,VA,180,   ,    ,12,CHES,844-367-5240,,,,
1747,WSC,PERRIS,CA,30,11,8,5,CHES,844-367-5240,,,,
1749,WSC,Somersworth,NH,30,11,8,5,CHES,844-367-5240,,,,
1832,WSC,PALM SPRINGS,CA,60,   ,1,26,CHES,844-367-5240,,,,
1833,WSC,Fredericksburg,VA,90,   ,15,   ,CHES,844-367-5240,,,,
1850,WSC,Chambersburg,PA,30,18,15,12,CHES,844-367-5240,,,,
1859,WSC,CALEXICO,CA,30,11,8,5,CHES,844-367-5240,,,,
1868,WSC,Auburn,ME,30,4,"1,29",26,CHES,844-367-5240,,,,
1960,WSC,Tampa,FL,60,18,    ,12,CHES,844-367-5240,,,,
2001,WSC,FRESNO,CA,30,11,8,5,CHES,844-367-5240,,,,
2023,WSC,Lebanon,PA,30,4,"1,29",26,CHES,844-367-5240,,,,
2164,WSC,Springville,NY,60,   ,1,26,CHES,844-367-5240,,,,
2251,WSC,CITY OF INDUSTRY,CA,90,18,    ,   ,CHES,844-367-5240,,,,
2269,WSC,Yakima,WA,30,4,"1,29",26,CHES,844-367-5240,,,,
2368,WSC,East Stroudsburg,PA,30,25,22,19,CHES,844-367-5240,,,,
2385,WSC,Auburn,WA,30,18,15,12,CHES,844-367-5240,,,,
2463,WSC,Frisco,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
2465,WNM,Hephzibah,GA,60,25,    ,19,CHES,844-367-5240,,,,
2466,WM,Arlington,TX,60,18,    ,12,CHES,844-367-5240,,,,
2481,WSC,Coal Township,PA,30,4,"1,29",26,CHES,844-367-5240,,,,
2505,WSC,Missouri City,TX,60,25,    ,19,CHES,844-367-5240,,,,
2588,WSC,North Versailles,PA,30,25,22,19,CHES,844-367-5240,,,,
2609,WSC,LAKEWOOD,CA,60,18,    ,12,CHES,844-367-5240,,,,
2699,WNM,Gainesville,GA,60,25,    ,19,CHES,844-367-5240,,,,
2731,WNM,Gainesville,GA,60,25,    ,19,CHES,844-367-5240,,,,
2740,WSC,Tampa,FL,90,25,    ,   ,CHES,844-367-5240,,,,
2761,WSC,Pounding Mill,VA,120,   ,    ,   ,CHES,844-367-5240,,,,
2762,WSC,Fairlawn,VA,120,   ,    ,   ,CHES,844-367-5240,,,,
2765,WSC,Los Fresnos,TX,180,   ,    ,19,CHES,844-367-5240,,,,
2769,WSC,San Antonio,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
2773,WNM,LaGrange,GA,60,25,    ,19,CHES,844-367-5240,,,,
2801,WNM,Albany,GA,60,11,    ,5,CHES,844-367-5240,,,,
2834,WSC,Fort Worth,TX,30,4,"1,29",26,CHES,844-367-5240,,,,
2840,WNM,Brunswick,GA,60,   ,1,26,CHES,844-367-5240,,,,
2846,WSC,Olive Branch,MS,180,   ,    ,   ,CHES,844-367-5240,,,,
2858,WNM,Statesboro,GA,60,   ,8,   ,CHES,844-367-5240,,,,
2870,WNM,Myrtle Beach,SC,90,   ,29,   ,CHES,844-367-5240,,,,
2919,WNM,Monroe,LA,90,   ,1,   ,CHES,844-367-5240,,,,
2940,WNM,West Monroe,LA,90,   ,29,   ,CHES,844-367-5240,,,,
2944,WNM,Deland,FL,90,   ,    ,12,CHES,844-367-5240,,,,
2984,WNM,Lawton,OK,120,11,    ,   ,CHES,844-367-5240,,,,
3018,WSC,Fountain,CO,180,11,    ,   ,CHES,844-367-5240,,,,
3043,WNM,Fort Worth,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
3056,WSC,Spring Branch,TX,60,18,    ,12,CHES,844-367-5240,,,,
3060,WSC,Yazoo City,MS,180,   ,29,   ,CHES,844-367-5240,,,,
3081,WSC,SACRAMENTO,CA,60,   ,22,   ,CHES,844-367-5240,,,,
3169,WSC,Manor,TX,180,   ,    ,12,CHES,844-367-5240,,,,
3170,WSC,Elgin,TX,60,   ,8,   ,CHES,844-367-5240,,,,
3202,WNM,Del City,OK,90,   ,22,   ,CHES,844-367-5240,,,,
3204,WNM,Cedar Hill,TX,90,   ,29,   ,CHES,844-367-5240,,,,
3265,WSC,Yorktown,VA,90,   ,    ,12,CHES,844-367-5240,,,,
3310,WSC,Deltona,FL,90,   ,15,   ,CHES,844-367-5240,,,,
3327,WNM,OK City,OK,90,   ,29,   ,CHES,844-367-5240,,,,
3338,WNM,Spartanburg,SC,90,   ,15,   ,CHES,844-367-5240,,,,
3411,WNM,Fayetteville,NC,90,   ,22,   ,CHES,844-367-5240,,,,
3414,WNM,Palm Harbor,FL,90,4,    ,26,CHES,844-367-5240,,,,
3427,WSC,ARTESIA,NM,180,   ,    ,   ,CHES,844-367-5240,,,,
3442,WNM,Murrells Inlet,SC,90,   ,    ,5,CHES,844-367-5240,,,,
3449,WNM,Killeen,TX,90,   ,15,   ,CHES,844-367-5240,,,,
3450,WNM,Killeen,TX,90,   ,15,   ,CHES,844-367-5240,,,,
3456,WNM,Hope Mills,NC,90,25,    ,   ,CHES,844-367-5240,,,,
3480,WSC,Lebanon,VA,60,   ,1,26,CHES,844-367-5240,,,,
3521,WNM,Sherman,TX,90,   ,22,   ,CHES,844-367-5240,,,,
3567,WSC,Hidalgo,TX,180,   ,    ,19,CHES,844-367-5240,,,,
3585,WSC,Spring,TX,90,   ,1,   ,CHES,844-367-5240,,,,
3600,WNM,Fayetteville,NC,90,   ,22,   ,CHES,844-367-5240,,,,
3603,WNM,Forest,VA,90,   ,22,   ,CHES,844-367-5240,,,,
3605,WNM,Lynchburg,VA,90,   ,22,   ,CHES,844-367-5240,,,,
3614,WNM,Roanoke,VA,180,   ,29,   ,CHES,844-367-5240,,,,
3622,WNM,Roanoke,VA,90,   ,22,   ,CHES,844-367-5240,,,,
3628,WNM,Simpsonville,SC,60,   ,1,26,CHES,844-367-5240,,,,
3635,WNM,Fort Oglethorpe,GA,60,   ,1,26,CHES,844-367-5240,,,,
3637,WNM,Yukon,OK,90,   ,8,   ,CHES,844-367-5240,,,,
3638,WNM,Florence,SC,90,   ,    ,5,CHES,844-367-5240,,,,
3646,WNM,Goose Creek,SC,90,18,    ,   ,CHES,844-367-5240,,,,
3653,WNM,Burleson,TX,90,25,    ,   ,CHES,844-367-5240,,,,
3713,WNM,Ladson,SC,90,   ,8,   ,CHES,844-367-5240,,,,
3723,WNM,Locust Grove,OK,90,   ,22,   ,CHES,844-367-5240,,,,
3724,WNM,Orangeburg,SC,60,   ,22,   ,CHES,844-367-5240,,,,
3727,WNM,Alexandria,LA,90,   ,8,   ,CHES,844-367-5240,,,,
3736,WNM,Pineville,LA,90,   ,    ,5,CHES,844-367-5240,,,,
3743,WNM,West Monroe,LA,90,   ,29,   ,CHES,844-367-5240,,,,
3745,WNM,Monroe,LA,90,   ,29,   ,CHES,844-367-5240,,,,
3752,WNM,Bossier City,LA,90,   ,1,   ,CHES,844-367-5240,,,,
3768,WSC,Alta Vista,VA,180,   ,    ,   ,CHES,844-367-5240,,,,
3816,WM,Killeen,TX,60,18,    ,12,CHES,844-367-5240,,,,
3880,WNM,Ashland,VA,90,   ,8,   ,CHES,844-367-5240,,,,
3899,WNM,Goose Creek,SC,90,18,    ,   ,CHES,844-367-5240,,,,
3990,WNM,Meridian,MS,90,   ,    ,12,CHES,844-367-5240,,,,
4048,WNM,Prairieville,LA,90,25,    ,   ,CHES,844-367-5240,,,,
4055,WSC,Universal City,TX,60,18,    ,12,CHES,844-367-5240,,,,
4056,WNM,Converse,TX,90,   ,8,   ,CHES,844-367-5240,,,,
4102,WSC,Castroville,TX,60,25,    ,19,CHES,844-367-5240,,,,
4104,WNM,Denton,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4109,SAMS,Bossier City,LA,90,   ,1,   ,CHES,844-367-5240,,,,
4111,WSC,Richmond,TX,90,   ,22,   ,CHES,844-367-5240,,,,
4114,WNM,Longview,TX,90,18,    ,   ,CHES,844-367-5240,,,,
4130,WSC,Kyle,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4140,WNM,Miami,FL,60,   ,8,   ,CHES,844-367-5240,,,,
4164,WSC,Kaufman,TX,60,   ,8,   ,CHES,844-367-5240,,,,
4194,WSC,Victoria,TX,120,11,    ,   ,CHES,844-367-5240,,,,
4195,WSC,Choctaw,OK,90,   ,8,   ,CHES,844-367-5240,,,,
4197,WNM,Orlando,FL,90,   ,15,   ,CHES,844-367-5240,,,,
4206,WNM,Augusta,GA,60,25,    ,19,CHES,844-367-5240,,,,
4241,WSC,Stillwater,OK,60,18,    ,12,CHES,844-367-5240,,,,
4340,WSC,HESPERIA,CA,60,   ,15,   ,CHES,844-367-5240,,,,
4367,WNM,Texarkana,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4371,WNM,Texarkana,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4373,WNM,Wake Village,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4388,WNM,Waynesboro,VA,90,   ,1,   ,CHES,844-367-5240,,,,
4390,WNM,Enid,OK,90,   ,22,   ,CHES,844-367-5240,,,,
4416,WSC,Houston,TX,30,18,15,12,CHES,844-367-5240,,,,
4421,WNM,Columbus,GA,60,   ,22,   ,CHES,844-367-5240,,,,
4426,WNM,Columbus,GA,60,   ,22,   ,CHES,844-367-5240,,,,
4432,WNM,Newton,NC,60,18,    ,12,CHES,844-367-5240,,,,
4434,WNM,Ocala,FL,90,   ,    ,19,CHES,844-367-5240,,,,
4443,WNM,Anderson,SC,90,   ,    ,5,CHES,844-367-5240,,,,
4445,WNM,Clemson,SC,90,   ,    ,12,CHES,844-367-5240,,,,
4452,WNM,Greenville,SC,60,   ,1,26,CHES,844-367-5240,,,,
4453,WNM,Greenville,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4464,WNM,Amarillo,TX,90,   ,22,   ,CHES,844-367-5240,,,,
4465,WNM,Cypress,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4468,WNM,Katy,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4471,WSC,RAWLINS,WY,60,   ,22,   ,CHES,844-367-5240,,,,
4491,WNM,Grand Junction,CO,180,   ,8,   ,CHES,844-367-5240,,,,
4503,WSC,Grand Prairie,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
4508,WSC,Penitas,TX,180,   ,    ,5,CHES,844-367-5240,,,,
4512,WSC,Katy,TX,90,   ,29,   ,CHES,844-367-5240,,,,
4517,WNM,Albany,GA,60,11,    ,5,CHES,844-367-5240,,,,
4519,WNM,Hinesville,GA,60,   ,1,26,CHES,844-367-5240,,,,
4525,WNM,Hinesville,GA,60,   ,1,26,CHES,844-367-5240,,,,
4527,WNM,Waycross,GA,60,   ,1,26,CHES,844-367-5240,,,,
4528,WNM,Dalton,GA,60,   ,1,26,CHES,844-367-5240,,,,
4530,WNM,Savannah,GA,60,   ,8,   ,CHES,844-367-5240,,,,
4545,WNM,Wilson,NC,90,   ,1,   ,CHES,844-367-5240,,,,
4565,WNM,The Villages,FL,90,25,    ,   ,CHES,844-367-5240,,,,
4577,WNM,Ruston,LA,90,   ,29,   ,CHES,844-367-5240,,,,
4582,WNM,Navarre,FL,90,   ,    ,5,CHES,844-367-5240,,,,
4585,WNM,Owasso,OK,180,   ,    ,   ,CHES,844-367-5240,,,,
4586,WNM,Biloxi,MS,90,   ,1,   ,CHES,844-367-5240,,,,
4605,WNM,Tyler,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
4618,WNM,League City,TX,180,   ,    ,   ,CHES,844-367-5240,,,,
4619,WNM,Tupelo,MS,90,   ,8,   ,CHES,844-367-5240,,,,
4653,WSC,CHEYENNE,WY,60,   ,22,   ,CHES,844-367-5240,,,,
4674,WNM,Nacogdoches,TX,90,   ,22,   ,CHES,844-367-5240,,,,
4676,WNM,ALBUQUERQUE,NM,90,   ,15,   ,CHES,844-367-5240,,,,
4702,SAMS,Houston,TX,90,25,    ,   ,CHES,844-367-5240,,,,
4703,SAMS,ALBUQUERQUE,NM,90,   ,15,   ,CHES,844-367-5240,,,,
4704,SAMS,FRESNO,CA,60,   ,1,26,CHES,844-367-5240,,,,
4709,SAMS,Corona,CA,30,11,8,5,CHES,844-367-5240,,,,
4710,SAMS,Chesapeake,VA,90,   ,29,   ,CHES,844-367-5240,,,,
4711,SAMS,Virginia Beach,VA,90,   ,29,   ,CHES,844-367-5240,,,,
