STORE_NBR,Item Number,UPC,DEPT,Desc,Retail_Price,Supplier Nbr,Supplier Name,OH Qty
3344,7000012,6367941268570,25,BLACK SLIPPERS,19.98,413356,WALMART.COM,
3344,7000005,6226344204300,31,PINK BAG,10.98,413356,WALMART.COM,
3344,7000004,88728766290,34,JJ PERFECTION,19.98,413356,WALMART.COM,
3344,7000006,616943491000,34,NELEUS,14.98,413356,WALMART.COM,
3344,7000026,60500108880,34,GREY SHIRT,15.98,413356,WALMART.COM,
3344,7000010,837082010580,34,WOMENS PULL,20.98,413356,WALMART.COM,
3344,7000003,70968824660,34,ROSVIGOR,15.98,413356,WALMART.COM,
3344,7000002,499005261420,34,WIDE LEG CROP,15.98,419183,WALMART CORPORATE LEARNING CTR,
3344,7000013,743037143800,34,WHITE SHIRT,15.98,413356,WALMART.COM,
3344,7000028,60313431580,34,WHITE FLOWER SHORT,15.98,413356,WALMART.COM,
3344,7000027,1072620860720,34,ETTELRUT,15.98,413356,WALMART.COM,
3344,7000016,743037147430,34,SWEARTER,20.98,413356,WALMART.COM,
3344,7000019,78485398190,34,MOSHU,15.98,413356,WALMART.COM,
3344,7000020,715996841120,34,AGNES ORINDA,19.98,413356,WALMART.COM,
3344,7000023,6145376818560,34,MINTREUS,19.98,413356,WALMART.COM,
3344,7000024,7319963100630,34,FANTASLOOK,15.98,413356,WALMART.COM,
3344,7000014,2610240,38,OMNIPOD 5 G6,262.50,122663,MCKESSON,6
3344,7000000,1502630,40,BERRY OVAL 8OZ,0.11,122663,MCKESSON,2
3344,7000007,740985211040,40,DEXTROMETH 15,4.42,122663,MCKESSON,-1
3344,7000025,24054656860,26,BELL,12.98,413356,WALMART.COM,
5969,7000031,774827050360,23,JWD MENS COTTON LIN,16.98,413356,WALMART.COM,0
5969,7000018,51896053550,23,DARESAY MENS FLANNEL,35.99,413356,WALMART.COM,
5969,7000032,405519765680,23,MENS JWD DRAWSTRING,13.39,413356,WALMART.COM,0
5969,7000019,63377253240,25,AVALANCH BOYS SNOW B,49.45,413356,WALMART.COM,
5969,7000029,196020584830,25,DREAM PAIRS WOMEN BL,41.99,413356,WALMART.COM,
5969,7000020,770576594900,25,MECKIOR TODDLER BOYS,18.99,413356,WALMART.COM,
5969,7000028,717022391600,25,PENNYSUE STRAPPY CHU,32.99,413356,WALMART.COM,
5969,7000004,616943448200,34,LADIES HIGH WAIST SH,13.49,413356,WALMART.COM,
5969,7000010,642380401120,34,AMORETU LOOSE TOP,24.99,413356,WALMART.COM,
5969,7000000,73149757170,74,66 QT STERILITE,29.50,413356,WALMART.COM,
5969,7000001,782570819370,23,ICEGLAD GOLD SHIRT M,10.00,413356,WALMART.COM,
5969,7000005,744603543410,17,SUGARDAY OVEN MITTS,16.99,413356,WALMART.COM,
5969,7000030,603765704130,25,DRECAGE TODDLER BOYS,16.99,413356,WALMART.COM,
5969,7000003,707906871340,34,PPYOUNG SUM DRESS,19.99,413356,WALMART.COM,
2194,7000000,3528709825730,10,TIRESFGH,130.00,530345,MICHELIN NORTH AMERICA,0
3429,7001581,400000040450,94,CHERRY RED HM,4.48,112557,HYPERMART,12
3429,7000001,1502620,99,BERRY OVAL,0.02,122663,MCKESSON,
1736,7000000,1502590,99,3 OZ VIAL,182.28,122663,MCKESSON,
1736,7000005,3911850,38,LG RETURN FRIDGE KIT,0.02,122663,MCKESSON,1
2272,7000000,7002840070570,92,SANTTITAS,2.99,397638,PEPSI AMERICAS INC,
1644,7000002,2513090,99,VIALS,372.68,122663,MCKESSON,
5414,7000002,1502630,99,BERRY BOTTLES,134.62,122663,MCKESSON,
2945,7000025,600077996060,37,MILESTAR,168.95,425351,SIMPLE TIRE LLC,
2945,7000021,600077940240,37,SCORPION,246.54,614542,SIMPLE TIRE LLC,
2945,7000023,600179031370,37,MICHELIN,152.91,614542,SIMPLE TIRE LLC,
2945,7000024,600077942000,37,NEXEN,210.14,614542,SIMPLE TIRE LLC,
2945,7000000,841623127740,37,TIRE LEXANI,98.17,614542,SIMPLE TIRE LLC,
2945,7000015,990876155110,37,TIRE,68.67,39042,SIMPLE LIVING LLC,
2945,7000026,6290300260310,37,ARMSTRONG,100.00,614542,SIMPLE TIRE LLC,
2945,7000017,301937308500,38,CONTOUR NEXT MEDIC,50.77,122663,MCKESSON,-1
2945,7000001,1502590,38,BERRY VIAL 3OZ,0.05,122663,MCKESSON,1
2945,7000003,1502610,38,BERRY VIAL 4OZ,0.05,122663,MCKESSON,1
2945,7000002,1960830,99,ZIPLOCK BAGGIES,23.14,122663,MCKESSON,
2945,7000004,3626930,99,HIPAA LEAFLET,58.68,122663,MCKESSON,
1823,7000591,78742142400,4,PENN TRASH BAGS,6.00,683045,PENN TOWNSHIP BOARD OF,-163
2049,7000000,840093111360,40,MAG GLY,10.20,601341,MCKESSON,-1
3720,7000004,3911850,99,BIO REFRIGERATED LG,0.05,122663,MCKESSON,
3720,7000007,1502650,99,BERRY OVAL 16OZ,91.52,122663,MCKESSON,
2645,7000003,1502610,99,BERRY OVAL AMB 4OZ,188.92,122663,MCKESSON,
2645,7000004,1502630,99,BERRY OVAL AMB 8OZ,134.62,122663,MCKESSON,
2645,7000001,3626930,99,WM HIPAA LEAFLET,58.68,122663,MCKESSON,
2645,7000000,1502650,99,BERRY OVAL AMB 16OZ,91.52,122663,MCKESSON,
2821,7000003,846097000680,3,GARDEN FLAG POLE,5.00,33919,NON TYPICAL OUTDOORS LLC.,5
1525,7001211,8859971628210,69,MOVADO WATCH,410.94,384375,VENTURE MARKETING CORP,1
2092,7000082,840284514860,22,NESTL TWO XL SET,23.99,413356,WALMART.COM,
2092,7000008,6970126460040,26,HELLO BABY MONITOR,59.00,413356,WALMART.COM,
2092,7000081,792850015960,46,LIP BALM,8.76,413356,WALMART.COM,
2092,7000000,1318000,92,PICKEL KETCHUP,3.48,413356,WALMART.COM,
2122,7000000,321130760620,40,NASAL DECONGESTANT,2.99,205372,MCKESSON MEDICAL SURGICAL INC.,1
2122,7000002,1502640,40,BERRYOVALAMB 12OZ,108.28,122663,MCKESSON,0
2122,7000006,1502650,99,BERRY OVQL AMB 16OZ,91.52,122663,MCKESSON,
2904,7000002,1502590,99,OVAL AMB 3OZ,182.28,122663,MCKESSON,
2336,7000002,78277338410,34,FANTASLOOK,11.99,163314,WAL MART STORES INC,
2336,7000003,7827733841280,34,FANTASLOOK,11.99,163314,WAL MART STORES INC,0
2336,7000001,7857311556000,34,UVLPLOVE,14.99,85979,"WOMEN'S BEST USA, LLC",
3409,7000002,842957129030,71,BCP 9CUBE BOOKSHELF,89.99,413356,WALMART.COM,0
3409,7000013,1502640,99,12OZ VIQL,0.13,122633,OPERADORA PICCAZZO SA DECV,
3409,7000017,2814530,99,2OZ VIALS,0.03,122663,MCKESSON,
3409,7000016,1502620,99,6OZ VIALS,0.13,122663,MCKESSON,
1994,7000010,6975839140380,11,WORKSHOPAPRON,15.31,413356,WALMART.COM,
1994,7000000,8432121135164,16,LAWN MOWER,129.00,413356,WALMART.COM,
1994,7000011,843212113170,16,LAWN MOWER,199.00,413356,WALMART.COM,
1994,7000003,765157375850,29,INNERSY UNDERWEAR,22.99,413356,WALMART.COM,
1994,7000004,736961484600,34,CHICLILY BELTED PANT,20.00,413356,WALMART.COM,
1994,7000009,642380420730,34,BLOUSE,14.99,413356,WALMART.COM,
2682,7000005,897274000080,82,LARGE MAGNET,2.80,573504,VERMONT ILLUSTRATING,1
2682,7000000,897274000280,82,PLAYING CARD,3.50,573504,VERMONT ILLUSTRATING,1
2682,7000008,897274000500,82,ORNAMENT,4.90,573504,VERMONT ILLUSTRATING,17
2682,7000023,897274000620,82,KOOZIE,2.10,573504,VERMONT ILLUSTRATING,0
2682,7000013,897274000220,82,MED MUG,7.00,573504,VERMONT ILLUSTRATING,7
2682,7000014,897274000830,82,LARGE MUG,9.25,573504,VERMONT ILLUSTRATING,-1
2682,7000004,461639985560,35,SSLR HAWAIIAN LRG GR,10.00,413356,WALMART.COM,
1641,7000264,8806155972060,34,JR NB YOGA SHORT,5.00,5597,IMPORT-SAE-A TRADING CO LTD,
1132,7000001,712356762480,7,ELECTRIC BIKE,200.00,222474,WAL-MART,
1132,7000000,84024314834,8,BBWLDRM13,54.98,413356,WALMART.COM,1
1132,7000002,724416050250,9,RULER,8.97,262188,SALTY INC,2
4594,7000030,11392320,12,BERNZ 14.1OZ FUEL,5.36,542654,WAL-MART IMPORT,-12
4594,7000008,810118482350,14,TOASTER,34.95,222474,WAL-MART,2
4594,7000000,617847548610,24,NIKE SOCKS,16.00,413356,WALMART.COM,
4594,7000035,75609202970,46,OLAY,29.46,222474,WAL-MART,
4594,7000001,3626930,99,HIPPA LEAFLET,58.68,122663,MCKESSON,
5085,7000002,8994234023320,10,ACCELERA TIRES 225/6,69.98,547003,AMERICAN TIRE DISTRIBUTORS INC,4
5085,7000005,719346228940,46,PERFUME,9.98,189692,LUCKY COUNTRY INC,
5085,7000001,841297158010,26,THE PEANUT SHELL 5PK,19.99,634444,FARALLON BRANDS INC,
5085,7000000,841297160340,26,PEANUTSHELL 5 PACK P,19.99,634444,FARALLON BRANDS INC,
624,7000008,1502610,99,BERRY OVAL AMB 4OZ,188.92,122663,MCKESSON,
1030,7000008,853382004420,2,CREMO BODY WASH,5.97,230557,CREMO COMPANY LLC,
1030,7000001,81655901016,2,ZEST REFRESHING AQUA,8.97,48070,HRB DIGITAL LLC,
1030,7000000,3626930,38,HIPP,2.55,122663,MCKESSON,89
1030,7000034,31700056810,82,NATURAL CIGARILLOS,1.09,268826,GAME DAY FOODS LLC,10
1030,7000005,1502610,38,BERY OVAL 4OZ,108.28,122663,MCKESSON,1
1030,7000009,1502640,38,BERRY OVAL 12OZ,108.28,122663,MCKESSON,1
1030,7000007,1502620,38,BERRY OVAL 6OZ,128.48,122663,MCKESSON,1
1030,7000002,1502630,99,AMBER 8OZ BOTTLES,134.62,12266,IMPORT-AURA INTERNATIONAL MANU,
1030,7000004,1502590,38,BERRY OVAL,91.52,122663,MCKESSON,1
1030,7000006,1502650,38,BERRY OVAL 16OZ,91.52,122663,MCKESSON,1
2265,7000010,71621669180,10,STOP AUTO TRANS FLUI,89.96,543703,WALMART DC 7084,0
2265,7000008,8236123430,11,CUT TACKS,2.96,543703,WALMART DC 7084,
2265,7000029,769498043700,16,WIND CHIMES COLOR,16.97,375621,"PUZZLED, INC",0
2265,7000009,12345678910,22,10 PIECE COMFORTER S,39.96,413356,WALMART.COM,1
2265,7000007,768492530760,22,3 PIECE BEDDING,35.96,543703,WALMART DC 7084,
2265,7000002,89305546090,31,1,8.99,413356,WALMART.COM,
2265,7000011,673729276060,32,1CARAT PRINCESS CUT,79.00,413356,WALMART.COM,
2265,7000014,635638547870,32,HEART SHAPE STONE,52.99,413356,WALMART.COM,
2265,7000013,805978419030,32,1.25 CARAT,149.00,413356,WALMART.COM,
2265,7000001,717023113140,34,BLACK SHORTS SET,10.99,413356,WALMART.COM,
2265,7000012,40565122550,38,IODOSORB,182.76,122663,MCKESSON,3
2265,7000005,1502610,99,BERRY OVAL 4OZ,188.00,122663,MCKESSON,
2265,7000006,1502590,99,BOTTLES,0.14,12266,IMPORT-AURA INTERNATIONAL MANU,
2265,7000000,3626930,99,P,14.00,122663,MCKESSON,
2929,7000094,81715598980,24,SPIDEY SLIPPER SOCK,3.97,55525,BERKSHIRE FASHIONS INC,
2929,7000315,97529103910,69,goggles,2.97,413356,WALMART.COM,
2929,7000002,1502590,99,BERRY OVAL 3OZ,182.28,122663,MCKESSON,
2929,7000001,1502640,40,A.BER VIQLW,108.28,122663,MCKESSON,0
2929,7000004,1502650,99,BERRY OVQL 16OZ,91.52,122663,MCKESSON,
5294,7000006,71537039470,95,POLAR WATER,0.50,900746,POLAR CORPORATION,-48
3803,7000004,4983164192300,5,NARUTO,17.00,222474,WAL-MART,
3803,7000002,990876157680,10,GT RADIAL CHAMPIRO T,159.99,163314,WAL MART STORES INC,
3803,7000000,859295809030,10,LEXANI 245/45/17,74.00,163314,WAL MART STORES INC,4
3803,7000007,70470187390,90,GOGURT BERRY STRAW,5.00,222474,WAL-MART,-2
3803,7000009,9458510,46,OPI NAIL LACQUER,1.00,163314,WAL MART STORES INC,
3803,7000005,3626930,99,HIPPA LEAF ENG 2400,58.68,122663,MCKESSON,
4153,7000034,3614226905280,2,BURBERRY,36.00,413356,WALMART.COM,
4153,7000006,842957120970,16,PATIO UMBRELLA,44.99,413356,WALMART.COM,
4153,7000022,647168861150,16,APIKE AERATOR,89.99,413356,WALMART.COM,
4153,7000003,9339091467860,71,BED,198.00,413356,WALMART.COM,
4153,7000000,314077215440,72,DIGITAL ANTENNA,17.88,413356,WALMART.COM,-2
4153,7000032,463635638690,25,WOMEN HIGH HEEL CLOS,5.00,413356,WALMART.COM,
4153,7000026,767136217180,25,WOMENS PU FLATS,5.00,413356,WALMART.COM,
4153,7000009,607986541420,16,CLEANING KIT,10.00,413356,WALMART.COM,
4153,7000001,195204409150,25,SHOES,10.00,413356,WALMART.COM,
4153,7000005,659050871850,8,GROOMING VACUUM,15.00,413356,WALMART.COM,
4153,7000007,196163776640,24,BAG,15.00,413356,WALMART.COM,
2899,7000006,796505644430,17,ARTERIORS NORISSA MI,925.00,413356,WALMART.COM,
2899,7000000,726465262210,19,AUNT LYDIA CROCHET,13.34,40437,AGAVE PRODUCTS INC.,
2899,7000004,194134496750,33,VIGOSS GIRLS ACTIVE,32.95,53645,FIVE STAR TRANSPORTATION,
2899,7000001,919822943030,79,BABY PLAY PEN,53.81,865603,SINGLESOURCE COMMUNICATIONS,
3443,7000010,778695836910,10,WOGOON GARDEN TURTLE,28.99,413356,WALMART.COM,
3443,7000008,810117492060,23,1 PA1 MENS LINEN BL,89.99,413356,WALMART.COM,
3443,7000009,850002902870,67,PAPER DRINKING STRAW,6.99,413356,WALMART.COM,
3443,7000001,1502610,99,BERRY OVAL 4OZ,188.92,122663,MCKESSON,
1544,7000012,22293117070,5,TABLET BINDER,17.99,222474,WAL-MART,-1
1544,7000004,717604055770,16,GRILL COVER,29.97,163314,WAL MART STORES INC,-1
1544,7000001,1665954690,21,BOOKS,8.78,715543,WALMART FOUNDATION,
1544,7000008,6737299561720,32,ROSE GOLD RING,29.00,163314,WAL MART STORES INC,
1544,7000005,8059784190580,32,1.25RING,50.00,163314,WAL MART STORES INC,
1544,7000019,785123470950,32,SIL NECK,5.00,163314,WAL MART STORES INC,
1544,7000018,37000795930,79,SZ4 DIAPER,10.00,413356,WALMART.COM,2
1544,7000049,800669534620,8,PETS AT PLAY,14.97,466552,DELK INDUSTRIES INC,1
1544,7000000,3626930,99,WM HIPAA LEAFLET,58.68,122663,MCKESSON,
2911,7000000,810029335960,9,BATTLE BOT BAIT FISH,9.98,745646,"CATCHIE CONCEPTS, LLC.",
2911,7000012,5361009010,40,FERROUS SULFATE 325M,4.28,122663,MCKESSON,-29
2911,7000006,34856035420,92,SLICE FRUIT OTG,1.00,212463,PIMPLASTIC INC,-1
1904,7000014,60156641850,6,NIXPLAY SMART PHOTO,99.99,413356,WALMART.COM,
1904,7000015,5060156642230,6,NIXPLAY 8 INCH SMART,79.99,413356,WALMART.COM,
1904,7000000,334052068640,7,MADD GEAR SKATE BOAR,14.00,413356,WALMART.COM,
1904,7000010,77210631730,32,RING SIZE 7,8.88,413356,WALMART.COM,1
1904,7000006,6942284600310,69,SEJOY,16.19,413356,WALMART.COM,-1
1904,7000007,79951374410,69,CAREBODA NECK MASSAG,29.59,413356,WALMART.COM,
1904,7000008,697647933090,69,JOYWAY THREE PIECE S,75.00,413356,WALMART.COM,0
1904,7000001,76844381670,69,TINA MIXING BOWL SET,32.99,413356,WALMART.COM,0
1904,7000009,78538236220,69,1,59.99,413356,WALMART.COM,0
1904,7000002,13964318610,69,HANZ DE FUNKO NATURA,22.57,413356,WALMART.COM,-1
1904,7000013,850018471720,69,MARY RUTH ORGANIC OR,34.68,413356,WALMART.COM,-1
1904,7000004,85225300770,69,KAGED PROTEIN,48.99,413356,WALMART.COM,
1904,7000005,865543000310,69,JUCE TERRA KAI,27.99,222474,WAL-MART,-1
1904,7000016,71127128030,69,BLANKET,9.98,413356,WALMART.COM,
1904,7000017,933190898350,69,KITCHEN FAUCET,89.00,222474,WAL-MART,
1904,7000019,99198016980,69,STEELMAN COVER,49.99,413356,WALMART.COM,
1904,7000021,795709000280,90,WALLABY ORGANIC VANI,4.12,458476,AGRI-MARK,
1904,7000020,693651148210,69,EMONI BAMBOO BLANKET,19.99,413356,WALMART.COM,
2555,7000038,710279125440,32,7000059,98.00,413356,WALMART.COM,
2555,7000532,6954338820720,71,MAINSTAYS HOME 8-SHE,79.80,18858,IMPORT-HUISEN FURNITURE LONGNA,
2555,7000000,1502620,99,BERRY OVAL 6 OZ,128.48,122663,MCKESSON,
2108,7000004,8809922481770,24,HUSKY LONG SLEEVE,5.88,715543,WALMART FOUNDATION,
2108,7000017,306969244040,40,NAUSEA CALM,12.00,862081,"BOIRON, INC.",
2108,7000001,850060086000,94,STRAWBERRY,2.48,342899,DOLE PACKAGED FOODS LLC,362
2108,7000000,3626930,99,HIPPA LEAFLET,58.68,122663,MCKESSON,
3339,7000004,2902760,40,GLUCERNAVANILLA,45.40,122663,MCKESSON,3
3339,7000005,5557450140,94,CORN BI COLOR,0.75,495168,LANCER AND LOADER GROUP LLC,720
2871,7000005,1502640,38,BERRY OVAL AMBER,108.00,122663,MCKESSON,1
2871,7000006,1502620,38,BERRY OVAL AMB,1.28,122663,MCKESSON,2
1780,7000006,43125070500,9,CVA NICKEL STAGHORN,127.95,222474,WAL-MART,2
1780,7000005,723763165510,32,EMPORIO ARMANI WOMEN,400.00,413356,WALMART.COM,
1780,7000007,843173128340,72,ELO TOUCH TABLET,300.00,222474,WAL-MART,
1780,7000003,74676331020,99,INSTANT COLD PACK,5.92,122663,MCKESSON,
1780,7000002,6923334560550,16,BEACH CHAIR,10.00,222474,WAL-MART,0
1780,7000004,3911850,99,DEA RETURN KIT,1.00,415588,RIVERA DELGADO MA CRISTINA,
1780,7000009,785123464280,32,EARRINGS,16.99,222474,WAL-MART,-1
3780,7000006,98745425560,7,KTAXON EXPLORER MOUN,219.00,413356,WALMART.COM,0
3780,7000000,84962322010,40,EASY TOUCH LANCETS,14.26,122663,MCKESSON,0
3780,7000001,1502610,99,AMBEE VIALS 4OZ,0.02,122663,MCKESSON,
3780,7000002,1502630,99,8OZBOTTLES,0.02,122663,MCKESSON,
2312,7000043,822383183580,1,DRIVE MEDICAL DV8 AL,286.00,413356,WALMART.COM,
5253,7000006,786935364390,24,MENS SHERPA,29.99,413356,WALMART.COM,-1
5253,7000012,749782539270,34,RUFFLED SLEEVE BLOUS,16.99,413356,WALMART.COM,-1
5253,7000010,1502640,99,BERRY OVAL AMBER,108.28,122663,MCKESSON,
5253,7000009,741960274700,34,TANK TOP,14.99,413356,WALMART.COM,-1
5253,7000011,1502650,99,BERRY OVAL AMBER 16,91.52,122663,MCKESSON,
4476,7000000,5429905749600,16,ROCKING CHAIR,162.00,163314,WAL MART STORES INC,
1924,7000006,309046727600,38,SUDOGEST 30,4.28,122663,MCKESSON,1
1924,7000009,3618790,38,ACETAM OS 5ML UD,271.66,122663,MCKESSON,1
1924,7000007,8809952263970,33,STRIPE SHIRT,3.00,222474,WAL-MART,-1
1788,7000003,30,3,7000005,2.80,647211,MAINE SCENE INC,-77
1788,7000113,65835915050,5,ANDROID 13,74.99,163314,WAL MART STORES INC,
1788,7000110,617014862860,20,COOLING,24.99,413356,WALMART.COM,
1788,7000111,693657483850,22,BEDSURE COMFORTER SE,38.99,222474,WAL-MART,
1788,7000009,3626930,99,HIPAA PAPER,1.00,122663,MCKESSON,
1788,7000001,1502650,38,AMBER VIAL LIQ 16OZ,0.02,122663,MCKESSON,1
1677,7000007,840073694770,22,SHEETS,23.49,413356,WALMART.COM,-1
1677,7000012,2513250,99,WALMARR CL-58,361.78,122663,MCKESSON,
2399,7001800,727223728410,18,HOLO FRAMES,1.98,251702,IG DESIGN GROUP AMERICAS INC,
2399,7001802,727223729840,18,DOG CLING,0.98,251702,IG DESIGN GROUP AMERICAS INC,
3304,7000010,2833870,99,AMB 8OZ,159.02,122663,MCKESSON,
3304,7000011,1524690,99,AMB 2 OZ,319.46,122663,MCKESSON,
3304,7000034,41420037180,82,CHERRY HEAD,1.00,163314,WAL MART STORES INC,0
3304,7000000,3911850,99,RETURN FRIDGE,1.00,122663,MCKESSON,
1034,7000001,3709010,40,JUVEN PWD,104.08,122663,MCKESSON,0
1034,7000000,3626930,99,HIPPA LEAFETS,0.02,122663,MCKESSON,
2058,7000000,3009046794800,40,ASPIRIN 81MG CHEW,14.42,122663,MCKESSON,0
2058,7000565,709483039940,72,POWER ACOUSTIK PD-71,131.25,9681,PETRA INDUSTRIES LLC,
2058,7000005,1502590,99,BERRY OVAL AMB 3OZ,182.28,122663,MCKESSON,
2058,7000003,1502610,99,BERRY OVAL AMB 4OZ,188.92,122663,MCKESSON,
2058,7000002,1502620,99,BERRY OVAL AMB 6OZ,128.48,122663,MCKESSON,
2058,7000004,1502630,99,BERRY OVAL AMB 8OZ,134.62,122663,MCKESSON,
2058,7000001,3626930,99,WM HIPAA LEAFLET ENG,58.68,122663,MCKESSON,
511,7006772,733947175240,9,BIGDIP,13.97,734712,"PARTY ANIMAL, INC",21
4664,7000000,3626930,99,WM HIPAA LEAFLET,58.68,122663,MCKESSON,
4583,7000007,6974752738650,25,TODDLERS SHOES,4.99,413356,WALMART.COM,-1
4583,7000022,773475443180,34,S WHITE,15.98,413356,WALMART.COM,-1
4583,7000026,616943480450,34,LADIES SHORT BLACK,16.00,413356,WALMART.COM,-1
4583,7000000,709688249010,34,LADIES SHORT SET 2PC,35.00,413356,WALMART.COM,0
4583,7000024,786935612650,24,SMALL GALAXYPOLO,5.00,413356,WALMART.COM,
5439,7000184,405510179170,20,27PCMS BSICBTH AQUA,64.89,11035,IMPORT-1888 MILLS LLC,
5439,7000005,3975810,40,PEDIASURE VANILLA,3.23,122663,MCKESSON,3
5439,7000007,1502610,99,BERRY OVAL VIALS 4OZ,188.92,122663,MCKESSON,
5439,7000001,1502620,99,BERRYOVAL VIALS,128.48,122663,MCKESSON,
1964,7000001,3626930,99,WM HIPAA LEAFLET,58.68,601341,MCKESSON,
1835,7000426,822383122880,40,WALKER BASKET,18.00,413356,WALMART.COM,
2027,7000329,855000202720,16,WINDMILL CHIME,29.97,472332,SWEETWATER TRADING CO,1
2027,7000008,614170243950,16,GARDEN HOSE,43.99,413356,WALMART.COM,
2027,7000004,400070000040,38,SYRINGE,0.25,122663,MCKESSON,-786
2027,7000003,608410777650,95,BLACKBERRY,2.16,977184,WESTERN BEVERAGE DISTRIBUTING,
2027,7000001,608410777680,95,PERFECT PEACH,2.16,460600,WESTERN DISTRIBUTING INC,
3842,7000012,852412007380,2,LUMINEX WHITENING ST,19.98,40489,"ORAL ESSENTIALS, INC.",
3842,7000011,666186816380,25,SHOES,32.99,56051,HOBES COUNTRY HAMS INC,
3842,7000016,746003507540,34,SWIMSUIT,28.99,47963,"ZENLEN, INC.",0
3842,7000007,71430031880,94,ICEBURG LETTUCE,1.74,542654,WAL-MART IMPORT,-234
3842,7000010,688267539830,94,ORGANIC TOMATO 2PK,2.46,542654,WAL-MART IMPORT,-16
3842,7000000,627735262480,94,FRESH MARKET STRAWBR,4.74,20503,AMERICAN LICORICE COMPANY,-16
3842,7000015,4632064765960,34,SWIM COVER UP,19.99,27033,IMPORT-SHENZHEN XINADDA IR-PI,
3842,7000017,1959904042630,34,HIGH RISE LADIES PAN,14.99,501402,BUFFALO CORP,
2318,7000000,5014800,8,LIL SOUP,1.28,439984,FRISKY NINETEEN LLC,
2318,7000010,884621053880,23,IUP SLEEP SHIRT,25.32,729064,COLLEGE HOUSE  INC,
2318,7000009,193114697570,32,IUP SHIRT,13.96,729064,COLLEGE HOUSE  INC,-5
2318,7000011,607869292520,74,CONTIGO CUP,10.00,413356,WALMART.COM,
2318,7000007,194735098820,7,BARBIE,20.00,334193,MATTEL SALES CORP,-3
2318,7000013,1502590,99,AMBER BERRY VIAL 30,182.28,122663,MCKESSON,
2318,7000005,1502620,99,BERRY OVAL AMBER 60Z,128.48,122663,MCKESSON,
2318,7000012,1502610,99,4 OZ BERRY OVAL VIAL,128.48,122663,MCKESSON,
2318,7000006,1502630,99,8 OZ VIAL,134.62,122663,MCKESSON,
2318,7000004,1502650,99,16 OZ VIAL,91.52,122663,MCKESSON,
2446,7000000,715728211890,9,SHARK FLOAT,10.00,222474,WAL-MART,-32
2446,7000002,3626930,99,HIPAA,0.02,122663,MCKESSON,
2446,7000005,1502590,99,BERRY 3OZ BOTTLE,0.02,122663,MCKESSON,
2446,7000003,1502610,99,BERRY 4OZ BOTTLE,0.02,122663,MCKESSON,
2481,7000000,317033366180,38,CARPROVET 100,88.20,59635,MWI VETERINARY SUPPLY CO,0
2481,7000002,850004320000,95,MORNING RECOVERY,65.99,6304,LAB123 INC,
3337,7000000,1502590,40,NOF,1.00,122663,MCKESSON,1
2519,7000000,82903064240,38,CS SK HEP LK 5ML PF,397.44,122663,MCKESSON,
1537,7000000,3911850,99,LARGE FRIDGE RETURN,0.25,122663,MCKESSON,
1537,7000002,1502630,99,8OZ BOTTLES,0.02,122663,MCKESSON,
2435,7000890,811369005610,14,7000736,99.00,52571,SODASTREAM USA INC,
1875,7000127,8809318131450,34,NB ANKLE LEGGING,5.88,4925,IMPORT-THE WILLBES AND CO LTD,
1875,7000019,198464268090,41,RAVEN JERSEY 8,34.97,77529,OUTERSTUFF LLC,2
1875,7000016,198464268110,41,RAVEN JERSEY 8,34.97,77529,OUTERSTUFF LLC,3
1875,7000018,198464268100,41,RAVEN JERSEY 8,34.97,77529,OUTERSTUFF LLC,2
1875,7000017,198464268130,41,RAVEN JERSEY 8,34.97,77529,OUTERSTUFF LLC,3
1875,7001216,954338820620,71,7000032,19.88,413356,WALMART.COM,
1875,7000005,29986176200,71,TVSTANDS,149.00,395152,DOREL HOME FURNISHINGS INC,
1875,7000001,220983116190,93,WHOLE CHICKEN,5.24,264135,CRESCENT CROWN DISTRIBUTING,
1875,7000011,2814530,99,BERRY OVAL C/R 2OZ,235.28,122663,MCKESSON,
5382,7000000,1502610,38,BERRY OVAL 4OZ,188.91,122663,MCKESSON,2
5228,7000000,3911850,99,RETURN KIT BIO REFR,0.01,122663,MCKESSON,
5228,7000003,1502620,99,BERRY OVAL AMB 6OZ,128.48,122663,MCKESSON,
5731,7000008,71720305280,1,TOOTSIE POPS,12.00,481304,MCLANE COMPANY,-1
5731,7000004,44386106830,46,PF ULTRA FINE EYE,9.98,413354,NATURAL FAMILY FOODS INC,-1
1726,7000004,2814530,99,BERRY OVAL 2OZ,235.28,262563,SOP INC,
1852,7000006,73950301400,2,WATERPIK SONIC 2.0,179.99,513358,WATER PIK INC,2
1852,7000017,77065184310,7,EVERCROSS,269.99,173455,ELECTRIC BY J AND J,
1852,7000000,21292007010,40,TRUE AMET,31.03,122663,MCKESSON,0
1852,7000018,309042533210,40,CALAMINE,2.54,122663,MCKESSON,0
1852,7006490,616960226350,87,ST LG REBEL3 L158C,49.00,657582,TRACFONE WIRELESS INC,0
1852,7006609,887276236030,87,SAM GEAR SPORT BLK,199.00,733175,SAMSUNG ELECTRONICS AMERICA,0
1852,7000019,3911850,99,RETURN KIT FRIDGE,1.00,122663,MCKESSON,
1852,7000002,1502640,99,12 OZ BOTTLE,108.28,122663,MCKESSON,
1852,7000005,1502630,99,8 OZ ABOTT,134.62,122663,MCKESSON,
1852,7000001,3626930,99,WM HIPAA PAPER,58.68,122664,"BAKER, JAMES",
