Store Number,Trade Date,Days,Item Status,Order ID,Appraisal ID,Make,Model,Gift Card Issue
2115,10/24/2024,284,Awaiting RMA Creation,5312650,164301138,Samsung,Galaxy S23 Ultra - 1TB Unlocked,$341.33
2126,4/8/2025,118,Awaiting RMA Creation,5435081,166759234,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$71.24
2134,9/27/2024,311,Awaiting RMA Creation,5295563,163974341,Apple,iPhone 11 - 64GB AT&T,$57.38
2139,2/7/2025,178,Awaiting RMA Creation,5393703,165781718,Samsung,Galaxy A03s - 32GB T-Mobile,$0.00
2139,4/27/2025,99,Awaiting RMA Creation,5445770,166985708,Motorola,Moto G 5G (2024) 128GB T-Mobile,$4.04
2149,1/9/2025,207,Awaiting RMA Creation,5366133,165414583,Motorola,Moto G 5G (2024) 128GB Other Carrier,$42.75
2149,1/12/2025,204,Awaiting RMA Creation,5368271,165449248,Apple,iPhone XR - 64GB Unlocked,$63.58
2149,1/12/2025,204,Awaiting RMA Creation,5368271,165449259,Apple,iPhone 12 - 128GB Unlocked,$91.80
2149,3/21/2025,136,Awaiting RMA Creation,5425712,166501457,Apple,iPhone 13 Pro Max - 128GB AT&T,$190.00
2149,4/17/2025,109,Awaiting RMA Creation,5440348,166866390,Apple,iPhone 11 - 64GB Other Carrier,$48.77
2149,4/17/2025,109,Awaiting RMA Creation,5440507,166868127,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
2149,6/5/2025,60,Awaiting RMA Creation,5466136,167533833,Apple,iPhone 14 Pro Max - 128GB Unlocked,$243.00
2160,5/13/2025,83,Awaiting RMA Creation,5451960,167221848,Motorola,Moto G 5G (2024) 128GB Verizon,$38.48
2169,3/11/2025,146,Awaiting RMA Creation,5415177,166292460,Samsung,Galaxy Z Flip4 - 256GB Verizon,$76.40
2191,10/9/2024,299,Awaiting RMA Creation,5302482,164104029,Apple,iPhone 11 Pro Max - 64GB Verizon,$99.00
2193,4/1/2025,125,Awaiting RMA Creation,5431432,166655034,Samsung,Galaxy S23 Ultra - 256GB AT&T,$261.00
2199,7/23/2025,12,Awaiting RMA Creation,5485112,168087505,Apple,iPhone 13 - 128GB Unlocked,$126.00
2200,10/21/2024,287,Awaiting RMA Creation,5309381,164256153,Apple,iPhone 15 128GB Unlocked,$232.65
2211,10/8/2024,300,Awaiting RMA Creation,5301958,164094717,Apple,iPhone 11 - 64GB T-Mobile,$57.38
2231,8/21/2024,348,Awaiting RMA Creation,5274014,163503294,Google,Pixel 8 Pro 1TB Unlocked,$425.00
2231,8/29/2024,340,Awaiting RMA Creation,5277921,163618438,Google,Pixel 8 Pro 1TB AT&T,$361.25
2231,10/8/2024,300,Awaiting RMA Creation,5301854,164093499,Microsoft,Surface Duo 2 - 512GB Unlocked,$170.00
2231,10/8/2024,300,Awaiting RMA Creation,5301917,164094024,Google,Pixel Fold 256GB Unlocked,$244.80
2231,10/8/2024,300,Awaiting RMA Creation,5301949,164094418,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
2231,10/8/2024,300,Awaiting RMA Creation,5301950,164094467,Google,Pixel Fold 512GB Unlocked,$275.40
2231,10/8/2024,300,Awaiting RMA Creation,5301954,164094549,Google,Pixel Fold 512GB Unlocked,$275.40
2233,11/30/2024,247,Awaiting RMA Creation,5338509,164832255,Samsung,Galaxy S21 Ultra 5G - 128GB Unlocked,$178.50
2238,8/23/2024,346,Awaiting RMA Creation,5275030,163527597,Apple,iPhone 11 - 64GB Sprint,$67.50
2238,8/24/2024,345,Awaiting RMA Creation,5275388,163546088,Apple,iPhone 12 - 64GB Unlocked,$94.50
2238,8/26/2024,343,Awaiting RMA Creation,5276205,163576280,Apple,iPhone XS Max - 64GB Sprint,$93.64
2238,8/31/2024,338,Awaiting RMA Creation,5278678,163641587,Samsung,Galaxy A15 5G 128GB Other Carrier,$38.25
2238,11/11/2024,266,Awaiting RMA Creation,5323514,164536321,Samsung,Galaxy A14 5G - 64GB Other Carrier,$34.00
2244,10/3/2024,305,Awaiting RMA Creation,5299286,164040881,Apple,iPhone 13 - 128GB T-Mobile,$145.66
2244,10/10/2024,298,Awaiting RMA Creation,5303408,164115033,Apple,iPhone 11 Pro Max - 64GB Unlocked,$99.00
2248,11/29/2024,248,Awaiting RMA Creation,5338329,164817922,Apple,iPhone 12 Pro Max - 128GB AT&T,$254.32
2248,12/3/2024,244,Awaiting RMA Creation,5340229,164883491,Apple,iPhone 12 Pro Max - 128GB AT&T,$254.32
2248,1/9/2025,207,Awaiting RMA Creation,5366276,165416996,Apple,iPhone 14 - 128GB T-Mobile,$148.50
2272,5/2/2025,94,Awaiting RMA Creation,5447750,167047704,Apple,iPhone 12 - 64GB Unlocked,$61.45
2273,10/30/2024,278,Awaiting RMA Creation,5316668,164372451,Apple,iPhone 11 - 64GB Verizon,$57.38
2274,10/29/2024,279,Awaiting RMA Creation,5315929,164364638,Samsung,Galaxy A71 5G - 128GB Unlocked,$26.78
2278,7/29/2025,6,Awaiting RMA Creation,5488340,168154661,Apple,iPhone 14 - 128GB Other Carrier,$140.00
2282,9/28/2024,310,Awaiting RMA Creation,5296153,163980443,Apple,iPhone 12 - 64GB T-Mobile,$72.29
2282,10/10/2024,298,Awaiting RMA Creation,5303275,164113535,Apple,iPhone 12 - 64GB T-Mobile,$72.29
2282,10/10/2024,298,Awaiting RMA Creation,5303282,164113599,Apple,iPhone 12 - 64GB T-Mobile,$72.29
2282,4/23/2025,103,Awaiting RMA Creation,5443442,166936816,Samsung,Galaxy A14 5G - 128GB Other Carrier,$36.13
2285,9/1/2024,337,Awaiting RMA Creation,5278829,163648967,Samsung,Galaxy S10e - 128GB Unlocked,$0.00
2285,10/20/2024,288,Awaiting RMA Creation,5308856,164241574,Apple,iPhone 12 - 64GB Verizon,$72.29
2340,7/28/2025,0,Awaiting RMA Creation,5487885,168138981,Apple,iPhone 11 - 64GB Unlocked,$48.77
2359,11/7/2024,270,Awaiting RMA Creation,5321665,164475107,Samsung,Galaxy A14 5G - 64GB Other Carrier,$34.00
2365,11/29/2024,248,Awaiting RMA Creation,5338179,164813178,Apple,iPhone 12 Mini - 64GB AT&T,$83.30
2365,12/2/2024,245,Awaiting RMA Creation,5339051,164862563,Samsung,Galaxy S24 256GB Verizon,$239.25
2369,3/25/2025,132,Awaiting RMA Creation,5427913,166550411,Samsung,Galaxy A14 5G - 64GB T-Mobile,$28.90
2385,11/13/2024,264,Awaiting RMA Creation,5325633,164577594,Motorola,Moto G 5G (2024) 128GB Other Carrier,$42.75
2400,5/30/2025,66,Awaiting RMA Creation,5463426,167467749,Apple,iPhone 14 - 128GB T-Mobile,$140.00
2417,7/4/2025,31,Awaiting RMA Creation,5477503,167870311,Apple,iPhone 11 - 64GB AT&T,$48.77
2417,7/4/2025,31,Awaiting RMA Creation,5477508,167870349,Apple,iPhone 11 - 64GB AT&T,$48.77
2421,10/3/2024,305,Awaiting RMA Creation,5299054,164039560,TCT Mobile,Smartflip 4052R AT&T,$0.00
2421,12/30/2024,217,Awaiting RMA Creation,5358051,165295398,Samsung,Galaxy S24 Ultra 256GB Other Carrier,$313.65
2421,7/15/2025,20,Awaiting RMA Creation,5481570,167994447,Samsung,Galaxy S22 Ultra 5G - 256GB Unlocked,$162.00
2426,12/6/2024,241,Awaiting RMA Creation,5343607,164938832,Apple,iPhone 15 128GB T-Mobile,$269.50
2426,5/18/2025,78,Awaiting RMA Creation,5453871,167284804,Apple,iPhone 12 - 64GB Unlocked,$61.45
2432,12/12/2024,235,Awaiting RMA Creation,5347189,165032461,Samsung,Galaxy A13 5G - 32GB Unlocked,$14.88
2432,12/15/2024,232,Awaiting RMA Creation,5348735,165070772,LG,GT950 Arena,$0.00
2455,5/24/2025,72,Awaiting RMA Creation,5458522,167374936,Samsung,Galaxy S24+  256GB T-Mobile,$230.00
2485,5/26/2025,70,Awaiting RMA Creation,5459129,167404708,Samsung,Galaxy A15 5G 128GB Unlocked,$32.51
2522,7/3/2025,32,Awaiting RMA Creation,5477193,167863865,Samsung,Galaxy S24 128GB AT&T,$143.44
2528,8/15/2024,354,Awaiting RMA Creation,5270107,163398290,Samsung,Galaxy A21 - 32GB Verizon,$12.60
2540,10/4/2024,304,Awaiting RMA Creation,5299898,164046651,Samsung,Galaxy A53 5G - 128GB AT&T,$24.10
2549,6/10/2025,55,Awaiting RMA Creation,5468375,167603302,Samsung,Galaxy S23 - 128GB Unlocked,$114.30
2549,6/10/2025,55,Awaiting RMA Creation,5468375,167603497,Samsung,Galaxy S23 - 128GB Unlocked,$114.30
2561,5/19/2025,77,Awaiting RMA Creation,5454166,167293784,Samsung,Galaxy S24 FE 128GB Verizon,$139.50
2572,9/7/2024,331,Awaiting RMA Creation,5283159,163722824,Apple,iPhone 13 - 128GB T-Mobile,$145.66
2592,12/13/2024,234,Awaiting RMA Creation,5348329,165055035,Apple,iPhone SE (3rd Gen) - 128GB AT&T,$95.37
2592,1/2/2025,214,Awaiting RMA Creation,5360171,165324173,Apple,iPhone 13 Pro Max - 128GB T-Mobile,$171.15
2604,6/21/2025,44,Awaiting RMA Creation,5472734,167734307,Samsung,Galaxy A35 5G - 128GB Other Carrier,$57.60
2605,5/29/2025,67,Awaiting RMA Creation,5462886,167452034,Samsung,Galaxy A53 5G - 128GB AT&T,$20.48
2605,5/29/2025,67,Awaiting RMA Creation,5462912,167452624,Apple,iPhone XR - 128GB AT&T,$58.96
2605,5/30/2025,66,Awaiting RMA Creation,5463322,167465665,Apple,iPhone 15 Pro 128GB T-Mobile,$230.40
2615,8/18/2024,351,Awaiting RMA Creation,5271876,163448328,Apple,iPhone 13 Pro Max - 128GB AT&T,$214.20
2619,10/18/2024,290,Awaiting RMA Creation,5308656,164226245,Motorola,Moto G Stylus 5G (2023) 128GB Other Carrier,$31.88
2620,8/4/2024,358,Awaiting RMA Creation,5264069,163241741,Google,Pixel 7 - 128GB AT&T,$11.70
2638,2/8/2025,177,Awaiting RMA Creation,5394246,165793307,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
2647,12/2/2024,245,Awaiting RMA Creation,5339640,164872505,Google,Pixel 8 Pro 128GB Verizon,$221.85
2654,7/2/2025,33,Awaiting RMA Creation,5476768,167853408,Apple,iPhone 11 Pro Max - 256GB Verizon,$115.00
2654,7/19/2025,16,Awaiting RMA Creation,5483196,168040497,Apple,iPhone 14 Pro Max - 128GB Unlocked,$243.00
2664,7/30/2025,5,Awaiting RMA Creation,5488747,168161271,Apple,iPhone 15 128GB Unlocked,$232.65
2674,11/22/2024,255,Awaiting RMA Creation,5332356,164708726,Samsung,Galaxy S21 FE 5G - 128GB Unlocked,$44.20
2674,6/11/2025,54,Awaiting RMA Creation,5468684,167612984,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$40.50
2679,10/4/2024,304,Awaiting RMA Creation,5300080,164054516,Apple,iPhone 11 - 64GB AT&T,$57.38
2679,11/1/2024,276,Awaiting RMA Creation,5318326,164396183,Apple,iPhone 11 - 64GB Unlocked,$57.38
2725,8/18/2024,351,Awaiting RMA Creation,5271839,163445826,Apple,iPhone 11 - 64GB Other Carrier,$67.50
2725,2/13/2025,172,Awaiting RMA Creation,5398811,165869747,Apple,iPhone 14 Pro Max - 128GB Unlocked,$243.00
2762,3/28/2025,129,Awaiting RMA Creation,5430010,166598638,Motorola,Moto G 5G (2024) 128GB Verizon,$4.04
2792,1/10/2025,206,Awaiting RMA Creation,5366966,165429619,Google,Pixel 6 - 128GB AT&T,$68.00
2795,1/31/2025,185,Awaiting RMA Creation,5386006,165695212,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
2806,1/8/2025,208,Awaiting RMA Creation,5365341,165396153,Apple,iPhone 12 - 64GB Verizon,$72.29
2808,8/9/2024,360,Awaiting RMA Creation,5267551,163316604,Samsung,Galaxy A15 5G 128GB T-Mobile,$5.00
2823,9/20/2024,318,Awaiting RMA Creation,5292270,163886553,Apple,iPhone 12 Pro - 128GB Unlocked,$27.31
2823,9/28/2024,310,Awaiting RMA Creation,5296096,163979920,Apple,iPhone 11 - 64GB Other Carrier,$57.38
2823,12/5/2024,242,Awaiting RMA Creation,5342523,164917982,Samsung,Galaxy S24 Ultra 256GB T-Mobile,$319.39
2823,12/5/2024,242,Awaiting RMA Creation,5342523,164917998,Samsung,Galaxy S23 Plus - 256GB T-Mobile,$229.63
2823,1/8/2025,208,Awaiting RMA Creation,5365699,165399546,Apple,iPhone 11 Pro Max - 256GB Verizon,$13.83
2823,7/18/2025,17,Awaiting RMA Creation,5482843,168030193,Samsung,Galaxy A15 5G 128GB Verizon,$32.51
2855,9/23/2024,315,Awaiting RMA Creation,5292912,163918145,Apple,iPhone XS - 64GB AT&T,$72.25
2855,10/9/2024,299,Awaiting RMA Creation,5302736,164105286,Samsung,Galaxy A50 - 64GB Verizon,$23.80
2855,1/18/2025,198,Awaiting RMA Creation,5374177,165535355,Google,Pixel 8a 128GB T-Mobile,$135.00
2860,11/29/2024,248,Awaiting RMA Creation,5337686,164806836,Apple,iPhone 13 Pro Max - 256GB Unlocked,$202.50
2874,3/8/2025,149,Awaiting RMA Creation,5412944,166239636,Samsung,Galaxy S23 - 128GB Verizon,$101.80
2882,6/28/2025,37,Awaiting RMA Creation,5475399,167806923,Apple,iPhone 13 Pro Max - 128GB Unlocked,$200.28
2888,6/8/2025,57,Awaiting RMA Creation,5467488,167566433,Apple,iPhone 16 Pro Max 256GB AT&T,$583.00
2888,6/10/2025,55,Awaiting RMA Creation,5468324,167597467,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
2888,6/14/2025,51,Awaiting RMA Creation,5469862,167649099,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
2894,5/19/2025,77,Awaiting RMA Creation,5454364,167297695,Apple,iPhone XR - 64GB Other Carrier,$41.76
2894,7/7/2025,28,Awaiting RMA Creation,5478594,167903170,Apple,iPhone XR - 128GB AT&T,$58.96
2894,7/13/2025,22,Awaiting RMA Creation,5480695,167962263,Samsung,Galaxy A14 5G - 64GB AT&T,$32.51
2898,9/22/2024,316,Awaiting RMA Creation,5292419,163898601,Apple,iPhone 12 Pro Max - 128GB Unlocked,$228.89
2911,12/8/2024,239,Awaiting RMA Creation,5344034,164969439,Apple,iPhone 11 - 128GB Unlocked,$63.11
2911,7/14/2025,21,Awaiting RMA Creation,5481166,167980815,Google,Pixel 9 Pro XL 512GB Unlocked,$306.00
2911,7/18/2025,17,Awaiting RMA Creation,5482842,168030026,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
2931,11/30/2024,247,Awaiting RMA Creation,5338562,164834953,Samsung,Galaxy S22 Plus - 256GB AT&T,$204.00
2945,6/13/2025,52,Awaiting RMA Creation,5469536,167636006,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
2945,6/27/2025,38,Awaiting RMA Creation,5475131,167802227,Apple,iPhone 16 Pro Max 256GB Unlocked,$65.00
2966,7/2/2025,33,Awaiting RMA Creation,5476887,167854637,Apple,iPhone 15 Pro Max 256GB Unlocked,$421.65
2967,4/12/2025,114,Awaiting RMA Creation,5437220,166799691,Samsung,Galaxy S24 Ultra 256GB AT&T,$319.39
2967,4/23/2025,103,Awaiting RMA Creation,5443583,166939604,Apple,iPhone 16 Pro Max 256GB AT&T,$583.00
2967,4/23/2025,103,Awaiting RMA Creation,5443601,166940123,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
2967,4/25/2025,101,Awaiting RMA Creation,5445140,166968401,Apple,iPhone 16 Pro Max 256GB AT&T,$583.00
2967,4/29/2025,97,Awaiting RMA Creation,5446561,167019995,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
2967,4/30/2025,96,Awaiting RMA Creation,5446944,167029549,Apple,iPhone 14 - 128GB Unlocked,$148.50
2967,5/3/2025,93,Awaiting RMA Creation,5448109,167061189,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
2967,5/3/2025,93,Awaiting RMA Creation,5448151,167062581,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
2967,5/8/2025,88,Awaiting RMA Creation,5450104,167142007,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
2967,5/10/2025,86,Awaiting RMA Creation,5450817,167173969,Apple,iPhone 16 Pro 1TB Unlocked,$689.50
3219,8/15/2024,354,Awaiting RMA Creation,5270584,163402773,Apple,iPhone 15 Pro Max 512GB Unlocked,$560.90
3219,8/15/2024,354,Awaiting RMA Creation,5270620,163402957,Apple,iPhone 15 Pro Max 512GB Unlocked,$560.90
3221,9/8/2024,330,Awaiting RMA Creation,5283301,163732615,Samsung,Galaxy A15 5G 128GB AT&T,$38.25
3222,8/19/2024,350,Awaiting RMA Creation,5272283,163464880,Motorola,Razr (2023) 128GB Other Carrier,$103.50
3251,8/14/2024,355,Awaiting RMA Creation,5269585,163379846,LG,K51 - 32GB AT&T,$0.00
3251,1/21/2025,195,Awaiting RMA Creation,5376459,165565461,Samsung,Galaxy S24 128GB AT&T,$143.44
3253,11/16/2024,261,Awaiting RMA Creation,5328290,164613203,Apple,iPhone 12 Pro Max - 128GB Unlocked,$228.89
3253,11/16/2024,261,Awaiting RMA Creation,5328302,164613591,Apple,iPhone 12 Pro Max - 128GB Unlocked,$228.89
3255,6/7/2025,58,Awaiting RMA Creation,5467232,167555630,Samsung,Galaxy A15 5G 128GB T-Mobile,$32.51
3273,8/23/2024,346,Awaiting RMA Creation,5275088,163529144,Samsung,Galaxy A14 5G - 128GB AT&T,$49.50
3273,10/20/2024,288,Awaiting RMA Creation,5308912,164245791,Apple,iPhone 14 Plus - 128GB T-Mobile,$169.07
3273,12/26/2024,221,Awaiting RMA Creation,5354658,165233331,Samsung,Galaxy A14 5G - 64GB Unlocked,$4.50
3273,1/22/2025,194,Awaiting RMA Creation,5377587,165575600,Apple,iPhone 7 Plus - 32GB AT&T,$0.00
3281,8/23/2024,346,Awaiting RMA Creation,5274978,163527817,Apple,iPhone 11 - 64GB Other Carrier,$67.50
3290,2/24/2025,161,Awaiting RMA Creation,5405547,166022883,Apple,iPhone 16 Pro 128GB Verizon,$440.75
3290,4/25/2025,101,Awaiting RMA Creation,5445223,166971450,Apple,iPhone 13 - 128GB Other Carrier,$100.00
3290,5/19/2025,77,Awaiting RMA Creation,5454445,167305253,Motorola,Razr (2024) 256GB AT&T,$130.00
3290,5/20/2025,76,Awaiting RMA Creation,5454842,167319496,Motorola,Moto G Power 5G (2024) 128GB  Other Carrier,$37.80
3290,5/31/2025,65,Awaiting RMA Creation,5463770,167477844,Samsung,Galaxy A14 5G - 64GB Unlocked,$32.51
3290,7/22/2025,13,Awaiting RMA Creation,5484631,168073687,Motorola,Moto G 5G (2025) - 128GB Unlocked,$40.50
3304,8/5/2024,364,Awaiting RMA Creation,5264727,163259450,Samsung,Galaxy A15 5G 128GB Verizon,$45.00
3328,4/9/2025,117,Awaiting RMA Creation,5435723,166769303,Samsung,Galaxy S23 Plus - 256GB Verizon,$150.90
3328,5/1/2025,95,Awaiting RMA Creation,5447349,167037164,Motorola,Moto G 5G (2024) 128GB T-Mobile,$38.48
3334,11/30/2024,247,Awaiting RMA Creation,5338428,164827620,Apple,iPhone 12 Pro Max - 256GB Unlocked,$234.09
3382,7/5/2025,30,Awaiting RMA Creation,5477789,167881069,Samsung,Galaxy A12 - 64GB AT&T,$0.00
3384,3/8/2025,149,Awaiting RMA Creation,5412829,166237750,Apple,iPhone 13 Pro - 128GB Other Carrier,$165.00
3395,7/13/2025,22,Awaiting RMA Creation,5480765,167965166,Apple,iPhone 12 - 64GB T-Mobile,$61.45
3431,1/18/2025,198,Awaiting RMA Creation,5374188,165535431,Samsung,Galaxy A14 5G - 64GB AT&T,$38.25
3447,9/1/2024,337,Awaiting RMA Creation,5278898,163653604,Apple,iPhone 14 Plus - 256GB Unlocked,$171.59
3447,2/24/2025,161,Awaiting RMA Creation,5405490,166022420,Apple,iPhone 14 Plus - 128GB Unlocked,$130.50
3460,6/16/2025,49,Awaiting RMA Creation,5470587,167673352,Apple,iPhone 11 - 64GB Unlocked,$48.77
3486,8/23/2024,346,Awaiting RMA Creation,5275309,163534984,Apple,iPhone 12 Pro - 128GB AT&T,$248.20
3486,2/1/2025,184,Awaiting RMA Creation,5387182,165704820,Samsung,Galaxy S22 Plus - 256GB T-Mobile,$161.50
3486,5/30/2025,66,Awaiting RMA Creation,5463405,167467268,Apple,iPhone 13 Pro - 128GB At&T,$16.58
3486,6/15/2025,50,Awaiting RMA Creation,5470185,167661552,Samsung,Galaxy S21 5G - 128GB Verizon,$65.00
3486,6/15/2025,50,Awaiting RMA Creation,5470186,167661600,Samsung,Galaxy S21 5G - 256GB Verizon,$65.00
3548,2/5/2025,180,Awaiting RMA Creation,5391660,165759790,Google,Pixel 8 - 128GB Other Carrier,$120.87
3548,3/13/2025,144,Awaiting RMA Creation,5416602,166326911,Apple,iPhone 11 Pro Max - 256GB Verizon,$115.00
3548,4/27/2025,99,Awaiting RMA Creation,5445815,166987184,Motorola,Moto G 5G (2024) 128GB Unlocked,$38.48
3548,5/3/2025,93,Awaiting RMA Creation,5448144,167062517,Samsung,Galaxy S20 Ultra 5G - 128GB Other Carrier,$75.86
3548,5/9/2025,87,Awaiting RMA Creation,5450552,167164067,Apple,iPhone 12 Pro Max - 128GB Verizon,$195.00
3548,5/24/2025,72,Awaiting RMA Creation,5458444,167373454,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
3548,5/25/2025,71,Awaiting RMA Creation,5458821,167382041,Samsung,Galaxy A54 5G - 128GB Other Carrier,$45.52
3548,5/28/2025,68,Awaiting RMA Creation,5462304,167442050,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
3548,6/2/2025,63,Awaiting RMA Creation,5464536,167495631,Samsung,Galaxy A54 5G - 256GB Other Carrier,$65.03
3548,6/7/2025,58,Awaiting RMA Creation,5467296,167561338,Motorola,Moto G 5G (2024) 128GB T-Mobile,$38.48
3548,6/8/2025,57,Awaiting RMA Creation,5467472,167566104,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
3548,6/9/2025,56,Awaiting RMA Creation,5467966,167586774,Samsung,Galaxy A54 5G - 256GB Other Carrier,$65.03
3548,6/12/2025,53,Awaiting RMA Creation,5469057,167624109,Motorola,Moto G 5G (2024) 128GB Verizon,$38.48
3548,6/16/2025,49,Awaiting RMA Creation,5470625,167673818,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
3548,6/18/2025,47,Awaiting RMA Creation,5471647,167701095,Samsung,Galaxy A15 5G 128GB Other Carrier,$32.51
3548,6/21/2025,44,Awaiting RMA Creation,5472764,167735127,Samsung,Galaxy A54 5G - 256GB Other Carrier,$65.03
3548,6/22/2025,43,Awaiting RMA Creation,5472986,167740888,Samsung,Galaxy A54 5G - 256GB Other Carrier,$65.03
3548,6/22/2025,43,Awaiting RMA Creation,5473046,167742347,Motorola,Moto G Stylus 5G (2024) 256GB Other Carrier,$78.51
3548,6/26/2025,39,Awaiting RMA Creation,5474610,167792343,Samsung,Galaxy S21 5G - 128GB Other Carrier,$60.00
3548,6/26/2025,39,Awaiting RMA Creation,5474634,167792867,Samsung,Galaxy A35 5G - 128GB Other Carrier,$57.60
3548,7/1/2025,34,Awaiting RMA Creation,5476463,167846218,Motorola,Moto G 5G (2024) 128GB Unlocked,$38.48
3548,7/6/2025,29,Awaiting RMA Creation,5478049,167884956,Apple,iPhone 15 Pro Max 512GB Other Carrier,$396.90
3548,7/15/2025,20,Awaiting RMA Creation,5481459,167991180,Motorola,Moto G Stylus 5G (2024) 256GB Other Carrier,$78.51
3548,7/23/2025,12,Awaiting RMA Creation,5485092,168087317,Motorola,Moto G 5G (2024) 128GB Unlocked,$38.48
3548,7/24/2025,11,Awaiting RMA Creation,5485472,168094688,Samsung,Galaxy A35 5G - 128GB Other Carrier,$57.60
3569,7/17/2025,18,Awaiting RMA Creation,5482398,168021723,Apple,iPhone 12 Pro Max - 128GB Verizon,$27.64
3570,2/26/2025,159,Awaiting RMA Creation,5406635,166066413,Apple,iPhone 13 - 128GB Other Carrier,$100.00
3581,3/24/2025,133,Awaiting RMA Creation,5426814,166533042,Google,Pixel 8 Pro 128GB Other Carrier,$162.00
3581,6/20/2025,45,Awaiting RMA Creation,5472433,167725517,Motorola,Moto G Power 5G (2024) 128GB  Other Carrier,$37.80
3608,6/2/2025,63,Awaiting RMA Creation,5464479,167495265,i-Mate,Smartflip,$0.00
3611,5/21/2025,75,Awaiting RMA Creation,5455168,167326788,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
3611,5/21/2025,75,Awaiting RMA Creation,5455169,167326854,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
3611,5/30/2025,66,Awaiting RMA Creation,5463458,167468260,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3611,5/30/2025,66,Awaiting RMA Creation,5463465,167468317,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3611,5/30/2025,66,Awaiting RMA Creation,5463475,167468433,Apple,iPhone 16 Pro 512GB Unlocked,$587.50
3611,6/3/2025,62,Awaiting RMA Creation,5465192,167510361,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3611,6/3/2025,62,Awaiting RMA Creation,5465227,167510735,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
3611,6/3/2025,62,Awaiting RMA Creation,5465234,167510840,Samsung,Galaxy S24 Ultra 512GB Unlocked,$392.06
3611,6/3/2025,62,Awaiting RMA Creation,5465288,167511566,Apple,iPhone 15 Pro 256GB Unlocked,$266.40
3611,6/3/2025,62,Awaiting RMA Creation,5465289,167511577,Apple,iPhone 15 Pro 256GB Unlocked,$266.40
3611,6/3/2025,62,Awaiting RMA Creation,5465298,167511717,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3611,6/4/2025,61,Awaiting RMA Creation,5465820,167524531,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
3611,6/4/2025,61,Awaiting RMA Creation,5465821,167524629,Apple,iPhone 16 Plus 128GB Unlocked,$405.00
3611,6/4/2025,61,Awaiting RMA Creation,5465822,167524764,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3611,6/4/2025,61,Awaiting RMA Creation,5465830,167524810,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3611,6/4/2025,61,Awaiting RMA Creation,5465833,167524854,Apple,iPhone 16 Pro Max 256GB Unlocked,$583.00
3611,6/4/2025,61,Awaiting RMA Creation,5465835,167524916,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
3611,6/4/2025,61,Awaiting RMA Creation,5465836,167524982,Apple,iPhone 16 Pro Max 512GB Unlocked,$638.50
3611,6/5/2025,60,Awaiting RMA Creation,5466232,167534510,Apple,iPhone 16 128GB Unlocked,$300.00
3611,6/5/2025,60,Awaiting RMA Creation,5466234,167534536,Apple,iPhone 16 128GB Unlocked,$300.00
3634,4/17/2025,109,Awaiting RMA Creation,5440334,166866570,Apple,iPhone 8 - 64GB AT&T,$0.00
3634,4/24/2025,102,Awaiting RMA Creation,5444112,166955101,Apple,iPhone SE (3rd Gen) - 64GB AT&T,$78.61
3648,9/27/2024,311,Awaiting RMA Creation,5296050,163977578,Apple,iPhone SE (3rd Gen) - 64GB Other Carrier,$83.81
3705,4/23/2025,103,Awaiting RMA Creation,5443732,166949086,Samsung,Galaxy S22 - 128GB Unlocked,$85.00
3705,6/28/2025,37,Awaiting RMA Creation,5475437,167809167,Motorola,Moto G 5G (2025) - 128GB Other Carrier,$3.42
3710,1/27/2025,189,Awaiting RMA Creation,5381982,165645366,Apple,iPhone XR - 64GB T-Mobile,$54.91
3710,1/27/2025,189,Awaiting RMA Creation,5381982,165645411,Apple,iPhone XR - 64GB T-Mobile,$54.91
