Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Box  Count
1286,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),99
1287,TBD,TBD,TBD,TBD
1288,TBD,TBD,TBD,TBD
1289,TBD,TBD,TBD,TBD
1290,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),34
1291,7/15/2021,7 am - 6 pm,Vital Records Control (VRC),40
1292,TBD,TBD,TBD,TBD
1293,5/12/2021,7 am - 6 pm,Vital Records Control (VRC),250
1294,TBD,TBD,TBD,TBD
1295,TBD,TBD,TBD,TBD
1296,10/11/2021,7 am - 6 pm,Vital Records Control (VRC),53
1297,5/14/2021,7 am - 5 pm,Iron Mountain ,195
1298,TBD,TBD,TBD,TBD
1299,6/11/2021,7 am - 6 pm,Vital Records Control (VRC),387
1300,TBD,TBD,TBD,TBD
1301,TBD,TBD,TBD,TBD
1302,TBD,TBD,TBD,TBD
1303,TBD,TBD,TBD,TBD
1304,TBD,TBD,TBD,TBD
1305,TBD,TBD,TBD,TBD
1306,TBD,TBD,TBD,TBD
1307,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),99
1308,TBD,TBD,TBD,TBD
1309,TBD,TBD,TBD,TBD
1310,TBD,TBD,TBD,TBD
1311,4/19/2021,7 am - 6 pm,Vital Records Control (VRC),155
1312,TBD,TBD,TBD,TBD
1313,TBD,TBD,TBD,TBD
1314,TBD,TBD,TBD,TBD
1315,TBD,TBD,TBD,TBD
1316,TBD,TBD,TBD,TBD
1317,8/27/2021,7 am - 6 pm,Vital Records Control (VRC),91
1318,TBD,TBD,TBD,TBD
1319,TBD,TBD,TBD,TBD
1320,TBD,TBD,TBD,TBD
1321,TBD,TBD,TBD,TBD
1322,TBD,TBD,TBD,TBD
1323,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),117
1324,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),44
1325,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),42
1326,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),30
1327,TBD,TBD,TBD,TBD
1328,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),124
1329,TBD,TBD,TBD,TBD
1330,TBD,TBD,TBD,TBD
1331,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),166
1332,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),95
1333,TBD,TBD,TBD,TBD
1334,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),0
1335,TBD,TBD,TBD,TBD
1336,TBD,TBD,TBD,TBD
1337,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),139
1338,10/12/2021,7 am - 6 pm,Vital Records Control (VRC),160
1339,TBD,TBD,TBD,TBD
1340,TBD,TBD,TBD,TBD
1341,TBD,TBD,TBD,TBD
1342,TBD,TBD,TBD,TBD
1344,TBD,TBD,TBD,TBD
1345,TBD,TBD,TBD,TBD
1346,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),29
1347,TBD,TBD,TBD,TBD
1348,TBD,TBD,TBD,TBD
1349,4/7/2021,7 am - 6 pm,Vital Records Control (VRC),176
1350,TBD,TBD,TBD,TBD
1351,TBD,TBD,TBD,TBD
1352,TBD,TBD,TBD,TBD
1353,6/1/2021,7 am - 6 pm,Vital Records Control (VRC),264
1354,TBD,TBD,TBD,TBD
1355,TBD,TBD,TBD,TBD
1356,TBD,TBD,TBD,TBD
1357,TBD,TBD,TBD,TBD
1358,8/4/2021,7 am - 6 pm,Vital Records Control (VRC),31
1359,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),43
1360,6/14/2021,7 am - 6 pm,Vital Records Control (VRC),46
1361,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),0
1362,5/17/2021,7 am - 6 pm,Vital Records Control (VRC),174
1363,2/28/2022,7 am - 6 pm,Vital Records Control (VRC),46
1364,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),136
1365,TBD,TBD,TBD,TBD
1366,TBD,TBD,TBD,TBD
1367,4/5/2021,7 am - 6 pm,Vital Records Control (VRC),310
1368,TBD,TBD,TBD,TBD
1369,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),0
1370,TBD,TBD,TBD,TBD
1371,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),183
1372,TBD,TBD,TBD,TBD
1373,TBD,TBD,TBD,TBD
1374,TBD,TBD,TBD,TBD
1375,TBD,TBD,TBD,TBD
1376,TBD,TBD,TBD,TBD
1377,TBD,TBD,TBD,TBD
1378,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
1379,TBD,TBD,TBD,TBD
1380,TBD,TBD,TBD,TBD
1381,TBD,TBD,TBD,TBD
1382,TBD,TBD,TBD,TBD
1383,8/4/2021,7 am - 6 pm,Vital Records Control (VRC),47
1384,TBD,TBD,TBD,TBD
1385,TBD,TBD,TBD,TBD
1386,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),69
1387,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),41
1388,TBD,TBD,TBD,TBD
1389,TBD,TBD,TBD,TBD
1390,5/10/2021,7 am - 5 pm,Iron Mountain ,186
1391,3/31/2021,7 am - 6 pm,Vital Records Control (VRC),148
1392,TBD,TBD,TBD,TBD
1393,TBD,TBD,TBD,TBD
1394,TBD,TBD,TBD,TBD
1395,TBD,TBD,TBD,TBD
1396,TBD,TBD,TBD,TBD
1397,6/18/2021,7 am - 6 pm,Iron Mountain ,195
1398,TBD,TBD,TBD,TBD
1399,TBD,TBD,TBD,TBD
1400,3/15/2022,7 am - 6 pm,Vital Records Control (VRC),171
1401,TBD,TBD,TBD,TBD
1403,TBD,TBD,TBD,TBD
1404,TBD,TBD,TBD,TBD
1405,7/22/2021,7 am - 6 pm,Vital Records Control (VRC),115
1406,TBD,TBD,TBD,TBD
1407,TBD,TBD,TBD,TBD
1408,TBD,TBD,TBD,TBD
1409,7/8/2021,7 am - 6 pm,Vital Records Control (VRC),49
1410,TBD,TBD,TBD,TBD
1411,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),0
1412,TBD,TBD,TBD,TBD
1413,8/27/2021,7 am - 6 pm,Vital Records Control (VRC),37
1414,TBD,TBD,TBD,TBD
1415,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),0
1416,TBD,TBD,TBD,TBD
1417,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),0
1418,TBD,TBD,TBD,TBD
1419,TBD,TBD,TBD,TBD
1420,TBD,TBD,TBD,TBD
1421,TBD,TBD,TBD,TBD
1422,TBD,TBD,TBD,TBD
1423,TBD,TBD,TBD,TBD
1424,TBD,TBD,TBD,TBD
1425,TBD,TBD,TBD,TBD
1426,TBD,TBD,TBD,TBD
1427,TBD,TBD,TBD,TBD
1428,9/23/2021,7 am - 6 pm,Vital Records Control (VRC),84
1429,9/30/2021,7 am - 6 pm,Vital Records Control (VRC),66
1430,TBD,TBD,TBD,TBD
1431,TBD,TBD,TBD,TBD
1432,TBD,TBD,TBD,TBD
1433,TBD,TBD,TBD,TBD
1434,TBD,TBD,TBD,TBD
1435,TBD,TBD,TBD,TBD
1436,3/15/2021,7 am - 6 pm,Vital Records Control (VRC),80
1437,TBD,TBD,TBD,TBD
1438,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),0
1439,TBD,TBD,TBD,TBD
1440,9/1/2021,7 am - 6 pm,Vital Records Control (VRC),0
1441,TBD,TBD,TBD,TBD
1442,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),0
1443,TBD,TBD,TBD,TBD
1444,TBD,TBD,TBD,TBD
1445,TBD,TBD,TBD,TBD
1446,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),0
1447,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),147
1448,TBD,TBD,TBD,TBD
1449,TBD,TBD,TBD,TBD
1450,6/9/2021,7 am - 6 pm,Iron Mountain ,69
1451,TBD,TBD,TBD,TBD
1452,8/24/2021,7 am - 6 pm,Vital Records Control (VRC),126
1453,TBD,TBD,TBD,TBD
1454,TBD,TBD,TBD,TBD
1455,TBD,TBD,TBD,TBD
1456,8/6/2021,7 am - 6 pm,Vital Records Control (VRC),0
1457,TBD,TBD,TBD,TBD
1458,TBD,TBD,TBD,TBD
1459,TBD,TBD,TBD,TBD
1460,TBD,TBD,TBD,TBD
1461,TBD,TBD,TBD,TBD
1462,10/15/2021,7 am - 6 pm,Vital Records Control (VRC),104
1463,TBD,TBD,TBD,TBD
1464,TBD,TBD,TBD,TBD
1465,TBD,TBD,TBD,TBD
1466,TBD,TBD,TBD,TBD
1467,TBD,TBD,TBD,TBD
1468,TBD,TBD,TBD,TBD
1469,TBD,TBD,TBD,TBD
1470,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
1471,TBD,TBD,TBD,TBD
1472,TBD,TBD,TBD,TBD
1473,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),23
1474,7/12/2021,7 am - 6 pm,Vital Records Control (VRC),42
1475,7/16/2021,7 am - 6 pm,Vital Records Control (VRC),0
1476,TBD,TBD,TBD,TBD
1477,TBD,TBD,TBD,TBD
1478,TBD,TBD,TBD,TBD
1479,TBD,TBD,TBD,TBD
1480,TBD,TBD,TBD,TBD
1481,TBD,TBD,TBD,TBD
1482,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),75
1483,8/25/2021,7 am - 6 pm,Vital Records Control (VRC),0
1485,TBD,TBD,TBD,TBD
1486,TBD,TBD,TBD,TBD
1487,TBD,TBD,TBD,TBD
1488,2/25/2022,7 am - 6 pm,Vital Records Control (VRC),69
1489,TBD,TBD,TBD,TBD
1490,TBD,TBD,TBD,TBD
1491,TBD,TBD,TBD,TBD
1492,TBD,TBD,TBD,TBD
1493,5/18/2021,7 am - 6 pm,Vital Records Control (VRC),132
1494,8/16/2021,7 am - 6 pm,Vital Records Control (VRC),191
1495,TBD,TBD,TBD,TBD
1496,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),197
1497,TBD,TBD,TBD,TBD
1498,TBD,TBD,TBD,TBD
1499,6/18/2021,7 am - 6 pm,Vital Records Control (VRC),144
1500,8/12/2021,7 am - 6 pm,Vital Records Control (VRC),0
1501,4/23/2021,7 am - 6 pm,Vital Records Control (VRC),181
1502,TBD,TBD,TBD,TBD
1503,TBD,TBD,TBD,TBD
1504,TBD,TBD,TBD,TBD
1505,TBD,TBD,TBD,TBD
1506,TBD,TBD,TBD,TBD
1507,TBD,TBD,TBD,TBD
1508,TBD,TBD,TBD,TBD
1509,TBD,TBD,TBD,TBD
1510,TBD,TBD,TBD,TBD
1511,TBD,TBD,TBD,TBD
1512,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
1513,4/1/2021,7 am - 6 pm,Vital Records Control (VRC),64
1514,TBD,TBD,TBD,TBD
1515,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),102
1516,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),78
1517,TBD,TBD,TBD,TBD
1518,TBD,TBD,TBD,TBD
1519,9/9/2021,7 am - 6 pm,Vital Records Control (VRC),128
1520,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),118
1521,TBD,TBD,TBD,TBD
1522,TBD,TBD,TBD,TBD
1523,TBD,TBD,TBD,TBD
1524,TBD,TBD,TBD,TBD
1525,TBD,TBD,TBD,TBD
1526,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),7
1527,TBD,TBD,TBD,TBD
1528,TBD,TBD,TBD,TBD
1529,9/28/2021,7 am - 6 pm,Vital Records Control (VRC),200
1530,TBD,TBD,TBD,TBD
1531,TBD,TBD,TBD,TBD
1532,TBD,TBD,TBD,TBD
1533,8/3/2021,7 am - 6 pm,Iron Mountain ,74
1534,TBD,TBD,TBD,TBD
1535,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),12
1536,TBD,TBD,TBD,TBD
1537,TBD,TBD,TBD,TBD
1538,8/12/2021,7 am - 6 pm,Vital Records Control (VRC),61
1539,TBD,TBD,TBD,TBD
1540,TBD,TBD,TBD,TBD
1541,3/9/2021,7 am - 6 pm,Vital Records Control (VRC),217
1542,TBD,TBD,TBD,TBD
1543,TBD,TBD,TBD,TBD
1544,TBD,TBD,TBD,TBD
1545,TBD,TBD,TBD,TBD
1546,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),25
1547,TBD,TBD,TBD,TBD
1548,TBD,TBD,TBD,TBD
1549,9/16/2021,7 am - 6 pm,Iron Mountain ,182
1550,TBD,TBD,TBD,TBD
1551,TBD,TBD,TBD,TBD
1552,TBD,TBD,TBD,TBD
1553,TBD,TBD,TBD,TBD
1554,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),37
1555,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),77
1556,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),152
1557,TBD,TBD,TBD,TBD
1558,TBD,TBD,TBD,TBD
1559,TBD,TBD,TBD,TBD
1560,TBD,TBD,TBD,TBD
1561,5/13/2021,7 am - 6 pm,Vital Records Control (VRC),145
1562,TBD,TBD,TBD,TBD
1563,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),100
1564,TBD,TBD,TBD,TBD
1565,TBD,TBD,TBD,TBD
1566,9/7/2021,7 am - 6 pm,Vital Records Control (VRC),96
1567,TBD,TBD,TBD,TBD
1568,TBD,TBD,TBD,TBD
1569,TBD,TBD,TBD,TBD
1570,TBD,TBD,TBD,TBD
1571,TBD,TBD,TBD,TBD
1572,TBD,TBD,TBD,TBD
1573,TBD,TBD,TBD,TBD
1574,TBD,TBD,TBD,TBD
1575,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),18
1576,TBD,TBD,TBD,TBD
1577,TBD,TBD,TBD,TBD
1578,TBD,TBD,TBD,TBD
1579,TBD,TBD,TBD,TBD
1580,TBD,TBD,TBD,TBD
1581,TBD,TBD,TBD,TBD
1583,TBD,TBD,TBD,TBD
1584,TBD,TBD,TBD,TBD
1585,8/11/2021,7 am - 6 pm,Vital Records Control (VRC),20
1586,TBD,TBD,TBD,TBD
1587,TBD,TBD,TBD,TBD
1588,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),217
1589,3/10/2021,7 am - 6 pm,Vital Records Control (VRC),131
1590,3/23/2021,7 am - 6 pm,Vital Records Control (VRC),43
1591,TBD,TBD,TBD,TBD
1592,TBD,TBD,TBD,TBD
1593,TBD,TBD,TBD,TBD
1594,10/15/2021,7 am - 6 pm,Vital Records Control (VRC),169
1595,TBD,TBD,TBD,TBD
1596,TBD,TBD,TBD,TBD
1597,TBD,TBD,TBD,TBD
1598,TBD,TBD,TBD,TBD
1599,TBD,TBD,TBD,TBD
1600,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),0
1601,TBD,TBD,TBD,TBD
1602,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),43
1603,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),78
1604,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),214
1605,5/21/2021,7 am - 6 pm,Vital Records Control (VRC),197
1606,TBD,TBD,TBD,TBD
1607,TBD,TBD,TBD,TBD
1608,TBD,TBD,TBD,TBD
1609,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
1610,TBD,TBD,TBD,TBD
1611,TBD,TBD,TBD,TBD
1612,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),251
1613,TBD,TBD,TBD,TBD
1614,TBD,TBD,TBD,TBD
1615,TBD,TBD,TBD,TBD
1616,TBD,TBD,TBD,TBD
1617,TBD,TBD,TBD,TBD
1618,TBD,TBD,TBD,TBD
1619,TBD,TBD,TBD,TBD
1620,TBD,TBD,TBD,TBD
1621,TBD,TBD,TBD,TBD
1622,TBD,TBD,TBD,TBD
1623,TBD,TBD,TBD,TBD
1624,TBD,TBD,TBD,TBD
1625,8/24/2021,7 am - 6 pm,Vital Records Control (VRC),68
1626,TBD,TBD,TBD,TBD
1627,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),46
1628,TBD,TBD,TBD,TBD
1629,TBD,TBD,TBD,TBD
1630,7/15/2021,7 am - 6 pm,Vital Records Control (VRC),0
1631,TBD,TBD,TBD,TBD
1632,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),39
1633,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),60
1634,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),63
1635,TBD,TBD,TBD,TBD
1636,TBD,TBD,TBD,TBD
1637,TBD,TBD,TBD,TBD
1638,5/7/2021,7 am - 6 pm,Vital Records Control (VRC),149
1639,TBD,TBD,TBD,TBD
1640,TBD,TBD,TBD,TBD
1641,TBD,TBD,TBD,TBD
1642,TBD,TBD,TBD,TBD
1643,TBD,TBD,TBD,TBD
1644,TBD,TBD,TBD,TBD
1645,TBD,TBD,TBD,TBD
1646,TBD,TBD,TBD,TBD
1647,TBD,TBD,TBD,TBD
1648,TBD,TBD,TBD,TBD
1649,TBD,TBD,TBD,TBD
1650,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),70
1651,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),20
1652,TBD,TBD,TBD,TBD
1653,TBD,TBD,TBD,TBD
1654,8/3/2021,7 am - 6 pm,Vital Records Control (VRC),121
1655,TBD,TBD,TBD,TBD
1656,TBD,TBD,TBD,TBD
1657,TBD,TBD,TBD,TBD
1658,TBD,TBD,TBD,TBD
1659,TBD,TBD,TBD,TBD
1660,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),19
1661,TBD,TBD,TBD,TBD
1662,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),52
1663,6/25/2021,7 am - 6 pm,Iron Mountain ,136
1664,TBD,TBD,TBD,TBD
1665,TBD,TBD,TBD,TBD
1666,TBD,TBD,TBD,TBD
1667,TBD,TBD,TBD,TBD
1668,TBD,TBD,TBD,TBD
1669,TBD,TBD,TBD,TBD
1670,TBD,TBD,TBD,TBD
1671,TBD,TBD,TBD,TBD
1672,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),199
1673,TBD,TBD,TBD,TBD
1674,TBD,TBD,TBD,TBD
1675,TBD,TBD,TBD,TBD
1676,TBD,TBD,TBD,TBD
1677,TBD,TBD,TBD,TBD
1678,TBD,TBD,TBD,TBD
1679,TBD,TBD,TBD,TBD
1680,TBD,TBD,TBD,TBD
1681,TBD,TBD,TBD,TBD
1682,TBD,TBD,TBD,TBD
1683,TBD,TBD,TBD,TBD
1684,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),35
1685,8/16/2021,7 am - 6 pm,Vital Records Control (VRC),49
1686,9/17/2021,7 am - 6 pm,Vital Records Control (VRC),0
1687,TBD,TBD,TBD,TBD
1688,TBD,TBD,TBD,TBD
1689,TBD,TBD,TBD,TBD
1690,TBD,TBD,TBD,TBD
1691,TBD,TBD,TBD,TBD
1692,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),19
1693,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),100
1694,8/5/2021,7 am - 6 pm,Iron Mountain ,114
1695,TBD,TBD,TBD,TBD
1696,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),96
1697,2/9/2022,7 am - 6 pm,Vital Records Control (VRC),55
1698,TBD,TBD,TBD,TBD
1699,9/8/2021,7 am - 6 pm,Vital Records Control (VRC),0
1700,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),95
1701,2/24/2022,7 am - 6 pm,Vital Records Control (VRC),72
1702,5/26/2021,7 am - 6 pm,Vital Records Control (VRC),192
1703,TBD,TBD,TBD,TBD
1704,TBD,TBD,TBD,TBD
1705,TBD,TBD,TBD,TBD
1707,TBD,TBD,TBD,TBD
1708,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),0
1709,TBD,TBD,TBD,TBD
1710,TBD,TBD,TBD,TBD
1711,5/26/2021,7 am - 6 pm,Vital Records Control (VRC),239
1712,3/16/2021,7 am - 6 pm,Vital Records Control (VRC),97
1713,TBD,TBD,TBD,TBD
1714,TBD,TBD,TBD,TBD
1715,TBD,TBD,TBD,TBD
1716,TBD,TBD,TBD,TBD
1717,TBD,TBD,TBD,TBD
1718,TBD,TBD,TBD,TBD
1719,TBD,TBD,TBD,TBD
1720,3/15/2022,7 am - 6 pm,Vital Records Control (VRC),35
1721,TBD,TBD,TBD,TBD
1722,8/11/2021,7 am - 6 pm,Vital Records Control (VRC),0
1723,TBD,TBD,TBD,TBD
1724,TBD,TBD,TBD,TBD
1726,TBD,TBD,TBD,TBD
1727,TBD,TBD,TBD,TBD
1728,TBD,TBD,TBD,TBD
1729,TBD,TBD,TBD,TBD
1730,TBD,TBD,TBD,TBD
1731,10/5/2021,7 am - 6 pm,Iron Mountain ,64
1732,8/26/2021,7 am - 6 pm,Vital Records Control (VRC),48
1733,9/7/2021,7 am - 6 pm,Vital Records Control (VRC),17
1734,TBD,TBD,TBD,TBD
1735,TBD,TBD,TBD,TBD
1736,TBD,TBD,TBD,TBD
1737,TBD,TBD,TBD,TBD
1738,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),0
1739,TBD,TBD,TBD,TBD
1740,TBD,TBD,TBD,TBD
1741,TBD,TBD,TBD,TBD
1742,TBD,TBD,TBD,TBD
1743,TBD,TBD,TBD,TBD
1744,TBD,TBD,TBD,TBD
1745,TBD,TBD,TBD,TBD
1746,TBD,TBD,TBD,TBD
1747,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),21
1748,7/30/2021,7 am - 6 pm,Vital Records Control (VRC),33
1749,TBD,TBD,TBD,TBD
1750,9/23/2021,7 am - 6 pm,Vital Records Control (VRC),57
1751,TBD,TBD,TBD,TBD
1752,TBD,TBD,TBD,TBD
1753,TBD,TBD,TBD,TBD
1754,TBD,TBD,TBD,TBD
1755,TBD,TBD,TBD,TBD
1756,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),124
1757,8/24/2021,7 am - 6 pm,Vital Records Control (VRC),0
1758,TBD,TBD,TBD,TBD
1759,TBD,TBD,TBD,TBD
1760,TBD,TBD,TBD,TBD
1761,TBD,TBD,TBD,TBD
1762,TBD,TBD,TBD,TBD
1763,TBD,TBD,TBD,TBD
1764,9/7/2021,7 am - 6 pm,Vital Records Control (VRC),171
1765,TBD,TBD,TBD,TBD
1766,3/3/2022,7 am - 6 pm,Vital Records Control (VRC),50
1767,TBD,TBD,TBD,TBD
1768,TBD,TBD,TBD,TBD
1769,TBD,TBD,TBD,TBD
1770,TBD,TBD,TBD,TBD
1771,9/9/2021,7 am - 6 pm,Vital Records Control (VRC),60
1772,8/11/2021,7 am - 6 pm,Vital Records Control (VRC),0
1773,TBD,TBD,TBD,TBD
1774,TBD,TBD,TBD,TBD
1775,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),70
1776,TBD,TBD,TBD,TBD
1777,TBD,TBD,TBD,TBD
1778,TBD,TBD,TBD,TBD
1779,TBD,TBD,TBD,TBD
1780,TBD,TBD,TBD,TBD
1781,TBD,TBD,TBD,TBD
1782,TBD,TBD,TBD,TBD
1783,TBD,TBD,TBD,TBD
1784,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),0
1785,TBD,TBD,TBD,TBD
1786,TBD,TBD,TBD,TBD
1787,TBD,TBD,TBD,TBD
1788,TBD,TBD,TBD,TBD
1789,TBD,TBD,TBD,TBD
1790,TBD,TBD,TBD,TBD
1791,TBD,TBD,TBD,TBD
1792,TBD,TBD,TBD,TBD
1793,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),0
1794,TBD,TBD,TBD,TBD
1795,TBD,TBD,TBD,TBD
1796,TBD,TBD,TBD,TBD
1797,7/20/2021,7 am - 6 pm,Vital Records Control (VRC),87
1798,TBD,TBD,TBD,TBD
1799,TBD,TBD,TBD,TBD
1800,TBD,TBD,TBD,TBD
1801,TBD,TBD,TBD,TBD
1802,TBD,TBD,TBD,TBD
1803,TBD,TBD,TBD,TBD
1804,TBD,TBD,TBD,TBD
1805,TBD,TBD,TBD,TBD
1806,TBD,TBD,TBD,TBD
1807,TBD,TBD,TBD,TBD
1808,TBD,TBD,TBD,TBD
1809,TBD,TBD,TBD,TBD
1810,TBD,TBD,TBD,TBD
1811,TBD,TBD,TBD,TBD
1812,TBD,TBD,TBD,TBD
1813,TBD,TBD,TBD,TBD
1814,TBD,TBD,TBD,TBD
1815,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),47
1816,TBD,TBD,TBD,TBD
1817,7/21/2021,7 am - 6 pm,Vital Records Control (VRC),0
1819,7/15/2021,7 am - 6 pm,Vital Records Control (VRC),43
1820,TBD,TBD,TBD,TBD
1821,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),240
1823,TBD,TBD,TBD,TBD
1825,TBD,TBD,TBD,TBD
1826,TBD,TBD,TBD,TBD
1827,9/10/2021,7 am - 6 pm,Vital Records Control (VRC),0
1828,TBD,TBD,TBD,TBD
1829,TBD,TBD,TBD,TBD
1830,TBD,TBD,TBD,TBD
1831,TBD,TBD,TBD,TBD
1832,TBD,TBD,TBD,TBD
1833,TBD,TBD,TBD,TBD
1834,TBD,TBD,TBD,TBD
1835,TBD,TBD,TBD,TBD
1836,TBD,TBD,TBD,TBD
1837,7/12/2021,7 am - 6 pm,Vital Records Control (VRC),90
1838,TBD,TBD,TBD,TBD
1839,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),50
1840,TBD,TBD,TBD,TBD
1841,TBD,TBD,TBD,TBD
1842,TBD,TBD,TBD,TBD
1843,8/19/2021,7 am - 6 pm,Vital Records Control (VRC),95
1844,TBD,TBD,TBD,TBD
1845,TBD,TBD,TBD,TBD
1846,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),0
1847,5/6/2021,7 am - 5 pm,Iron Mountain ,48
1848,TBD,TBD,TBD,TBD
1849,TBD,TBD,TBD,TBD
1850,TBD,TBD,TBD,TBD
1851,TBD,TBD,TBD,TBD
1852,TBD,TBD,TBD,TBD
1853,TBD,TBD,TBD,TBD
1855,TBD,TBD,TBD,TBD
1856,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),141
1857,TBD,TBD,TBD,TBD
1858,8/11/2021,7 am - 6 pm,Vital Records Control (VRC),36
1859,8/9/2021,7 am - 6 pm,Vital Records Control (VRC),27
1860,TBD,TBD,TBD,TBD
1861,TBD,TBD,TBD,TBD
1862,TBD,TBD,TBD,TBD
1863,5/25/2021,7 am - 6 pm,Vital Records Control (VRC),33
1864,TBD,TBD,TBD,TBD
1865,7/22/2021,7 am - 6 pm,Vital Records Control (VRC),29
1866,TBD,TBD,TBD,TBD
1867,TBD,TBD,TBD,TBD
1868,TBD,TBD,TBD,TBD
1869,TBD,TBD,TBD,TBD
1870,8/4/2021,7 am - 6 pm,Vital Records Control (VRC),31
1871,TBD,TBD,TBD,TBD
1872,8/26/2021,7 am - 6 pm,Vital Records Control (VRC),0
1873,TBD,TBD,TBD,TBD
1874,TBD,TBD,TBD,TBD
1875,TBD,TBD,TBD,TBD
1876,9/6/2021,7 am - 6 pm,Vital Records Control (VRC),73
1877,TBD,TBD,TBD,TBD
1878,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
1879,TBD,TBD,TBD,TBD
1880,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),0
1881,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),93
1882,TBD,TBD,TBD,TBD
1883,TBD,TBD,TBD,TBD
1884,TBD,TBD,TBD,TBD
1885,5/4/2021,7 am - 5 pm,Iron Mountain ,175
