Market,Store,Digital Shelf Labels,DSL link,Automated Pallet Delivery,Auto Pallets link,Consistent Freight Delivery,CFD link,CoSTL,CoSTL link
320,2027,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
461,2028,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
450,2030,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
511,2031,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
446,2032,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
427,2033,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
239,2035,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
317,2036,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
472,2037,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
292,2038,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
450,2039,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
558,2040,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
284,2041,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
194,2043,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
457,2044,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
281,2045,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
180,2046,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
179,2047,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
453,2048,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
237,2049,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
396,2050,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
405,2051,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
457,2052,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
457,2053,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
454,2054,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
183,2055,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
188,2056,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
184,2057,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
297,2058,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
231,2059,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
201,2061,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
201,2062,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
208,2063,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
226,2064,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
122,2065,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
64,2066,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
170,2068,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
468,2069,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
469,2070,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
469,2071,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
214,2073,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
469,2074,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
478,2075,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
460,2077,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
216,2078,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
196,2079,,,,,,,,
202,2080,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
111,2081,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
464,2082,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
320,2083,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
382,2084,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
56,2086,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/costl-checkout.html
422,2087,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
195,2088,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
311,2089,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
174,2090,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
110,2091,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
187,2092,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
189,2093,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
460,2094,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
160,2095,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
170,2096,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
188,2097,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
219,2098,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
447,2099,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
196,2100,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
475,2101,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
200,2102,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
159,2103,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
164,2104,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
53,2105,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
392,2106,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
195,2107,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
165,2108,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
165,2109,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
465,2110,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
13,2111,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
372,2112,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
370,2113,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
7,2114,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
216,2115,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
187,2116,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
451,2117,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
156,2118,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
511,2119,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
190,2120,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
472,2121,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
159,2122,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
47,2123,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
223,2124,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
380,2125,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
470,2126,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
440,2127,,,,,,,,
159,2128,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
237,2129,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
183,2130,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
411,2131,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
131,2132,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
82,2133,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
306,2134,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
190,2135,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
291,2136,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
296,2137,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
181,2138,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
157,2139,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
180,2140,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
166,2141,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
184,2142,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
179,2143,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
173,2144,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
168,2145,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
189,2146,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
383,2147,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
216,2149,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
458,2150,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
109,2151,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
188,2152,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
183,2153,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
24,2154,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
156,2155,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
171,2156,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
160,2157,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
156,2158,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
194,2159,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
290,2160,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
511,2161,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
173,2163,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
194,2164,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
191,2166,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/backroom---claims/receiving/symbotic-sorted-pallet-delivery.html,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
167,2167,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
232,2169,,,,,YES,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/consistent-freight-delivery.html,,
