Store,SHRED PICKUP DATE,Service  Hours,Storage Vendor,Shred Pallet  Count
2447,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2448,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2450,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),3
2451,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2452,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2453,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2455,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2457,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2458,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2459,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
2460,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2463,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),1
2464,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
2465,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2466,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2468,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2469,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2471,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2472,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2473,TBD,TBD,ACCESS,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2474,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2475,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2476,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),2
2477,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),2
2479,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2480,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),2
2481,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2482,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),3
2483,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2484,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2485,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2486,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2487,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2488,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2490,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2491,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2492,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2493,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
2494,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2495,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2496,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
2497,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2499,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2502,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2503,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),2
2504,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
2505,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2506,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2507,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2508,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
2509,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2510,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),7
2511,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2512,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2513,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2514,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2515,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2516,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
2517,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2518,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2519,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),3
2520,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2522,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2523,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2526,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2527,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2528,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2529,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2530,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2531,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),0
2532,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
2533,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),2
2534,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),6
2535,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2536,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2537,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2538,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
2539,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2540,9/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2541,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2542,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2543,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2544,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2545,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),0
2546,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2547,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2548,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
2549,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2550,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2551,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2552,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2553,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2554,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2555,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2556,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2557,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),4
2558,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2559,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2560,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2561,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2562,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2563,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2564,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2565,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),4
2566,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
2567,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2568,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2571,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2572,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2574,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),1
2575,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2576,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
2577,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2579,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2580,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2581,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2582,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2583,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2584,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2585,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2586,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2587,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2588,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2590,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2591,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2592,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2593,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),3
2594,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),2
2595,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),2
2596,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2597,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
2598,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2599,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),5
2600,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2603,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2604,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2605,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
2607,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),2
2608,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2609,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2610,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2611,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),1
2612,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
2613,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
2614,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2615,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2616,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2617,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2618,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2619,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
2620,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2621,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2626,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2627,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2628,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2629,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2630,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2631,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2632,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2633,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2634,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
2636,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2637,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
2638,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),1
2639,4/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2640,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2641,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
2642,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2643,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2644,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2645,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2646,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2647,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),0
2648,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2649,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),7
2650,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2651,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),10
2652,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2653,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
2654,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2656,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2658,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2659,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2660,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2662,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2663,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2664,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
2665,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
2666,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2667,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),10
2668,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2671,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),6
2672,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2674,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2678,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),2
2679,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2680,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2681,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2682,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2683,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2684,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),3
2685,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2686,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2687,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2688,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2689,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2690,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),1
2691,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2692,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2693,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2694,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2695,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
2696,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2697,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2699,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2700,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2702,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2703,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
2704,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
2705,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2706,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2708,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2710,7/21/2023 Container delivery,7 am - 6 pm,Vital Records Control (VRC),1
2711,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2712,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),3
2713,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2714,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
2715,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
2716,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2717,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2718,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2719,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2720,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2722,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2723,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2724,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),4
2725,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2726,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),4
2727,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),1
2728,7/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
2729,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2730,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2731,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2732,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
2733,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
2734,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2735,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
2739,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2740,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2741,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2742,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2743,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2744,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2745,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2747,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2748,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),3
2749,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2751,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2752,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
2753,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
2754,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2755,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2756,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),4
2757,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2758,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2760,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2761,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2762,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
2763,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2764,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
2765,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2766,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2767,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2768,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2769,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2771,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2772,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2773,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
2774,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),Shred Counts 2023 survey not completed; service cancelled
2777,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2778,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),2
2780,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),6
2781,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2782,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2783,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),11
2784,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2785,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2786,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2787,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2788,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2789,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2790,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2791,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2792,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2793,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2794,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2795,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2796,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2797,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2799,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2801,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2803,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2804,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2805,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2806,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2807,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2808,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2809,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2810,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2811,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2812,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2813,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
2814,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),10
2815,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),1
2816,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2817,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2818,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2819,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2820,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),2
2821,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2822,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2823,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
2825,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2826,8/7/2023,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2827,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),2
2828,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2830,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2831,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2832,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2833,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2834,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),1
2835,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2836,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2838,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),1
2839,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2840,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2841,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2842,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2843,8/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
2844,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2845,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),4
2846,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2847,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2849,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),3
2850,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
2852,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2853,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2854,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2855,3/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2856,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2857,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),No Submission
2858,TBD,TBD,TBD,SUBMISSIONS UPDATED WEEKLY ON FRIDAYS
2859,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),3
2860,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),3
2861,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),6
2862,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
2864,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2865,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2866,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
2867,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
