Store #,Facility Type,Division,Region,Market,EPA/State ID #,Address,City,State,Zip Code
2313,Wal-Mart Supercenter,1,20,209,OHR000141770,905 Singletary Drive  ,Streetsboro,Ohio,44241
2314,Wal-Mart Division 1 Store,1,57,470,HIR000049767,94-595 KUPUOHI ST  ,Waipahu,Hawaii,96797
2315,Wal-Mart Division 1 Store,1,60,478,ORQ000001958,321 NE KINGS VALLEY HWY  ,Dallas,Oregon,97338
2316,Wal-Mart Supercenter,1,20,214,OHR000008755,24801 BROOKPARK ROAD  ,North Olmsted,Ohio,44070
2317,Wal-Mart Division 1 Store,1,60,472,WAR000009332,6797 STATE HWY 303 N.E.  ,Bremerton,Washington,98311
2318,Wal-Mart Supercenter,1,76,231,PAR000006296,3100 OAKLAND AVE  ,Indiana,Pennsylvania,15701
2319,Wal-Mart Division 1 Store,1,60,471,WAH000006916,1250 S.W. ERIE STREET  ,Oak Harbor,Washington,98277
2320,Wal-Mart Supercenter,1,56,468,ORQ000003129,901 ROW RIVER RD  ,Cottage Grove,Oregon,97424
2321,Wal-Mart Division 1 Store,1,57,470,HIR000049759,75-1015 Henry Street  ,Kailua Kona,Hawaii,96740
2322,Wal-Mart Supercenter,1,11,145,TNR000027219,577 GERMANTOWN PKWY  ,Memphis,Tennessee,38018
2323,Wal-Mart Supercenter,1,20,215,OHR000040139,3520 HUDSON DRIVE  ,Stow,Ohio,44224
2325,Wal-Mart Supercenter,1,60,472,WAR000007021,3497 BETHEL ROAD SE  ,Port Orchard,Washington,98366
2326,Wal-Mart Division 1 Store,1,76,194,NYR000015461,1000 State Route 36  ,Hornell,New York,14843
2328,Wal-Mart Neighborhood Market,1,59,497,SCR000777417,2014 Wade Hampton Boulevard  ,Greenville,South Carolina,29615
2329,Wal-Mart Supercenter,1,16,156,MAR000501247,555 East Main Street  ,Orange,Massachusetts,01364
2330,Wal-Mart Supercenter,1,16,183,NHD500022413,116 Farmington Road  ,Rochester,New Hampshire,03867
2331,Wal-Mart Supercenter,1,17,162,CTR000506824,155 WATERFORD PARKWAY NORTH  ,Waterford,Connecticut,06385
2332,Wal-Mart Division 1 Store,1,16,181,VTR000523183,700 Tuckers Way  ,St. Albans,Vermont,05478
2333,Wal-Mart Division 1 Store,1,58,445,CAR000014365,20251 HWY 18  ,Apple Valley,California,92307
2334,Wal-Mart Supercenter,1,22,233,PAR000022871,2034 LINCOLN HWY EAST  ,Lancaster,Pennsylvania,17602
2335,Wal-Mart Supercenter,1,53,441,WIR000103622,4198 Nakoosa Trail  ,Madison,Wisconsin,53714
2336,Wal-Mart Supercenter,1,16,159,MAC300002839,300 Colony Place  ,Plymouth,Massachusetts,02360
2337,Wal-Mart Supercenter,1,75,312,VAR000004697,550 Old Franklin Turnpike  ,Rocky Mount,Virginia,24151
2338,Wal-Mart Supercenter,1,53,196,MIK163766926,2640 Crossing Circle  ,Traverse City,Michigan,49684
2339,Wal-Mart Supercenter,1,21,246,INR000005496,2801 Northwestern Ave  ,West Lafayette,Indiana,47906
2340,Wal-Mart Supercenter,1,22,233,PAR000038422,890 East Main Street  ,Ephrata,Pennsylvania,17522
2341,Wal-Mart Division 1 Store,1,16,159,MAR000009597,301 Falls Boulevard  ,Quincy,Massachusetts,02169
2346,Wal-Mart Supercenter,1,29,811,PRR000024265,CARR #2 SECTOR LA VIRGENCITA INTER CARR 165 MEDIA LUNA WARD ,Toa Baja,Puerto Rico,00949
2348,Wal-Mart Supercenter,1,4,33,SCR000000836,1231 FOLLY ROAD  ,James Island,South Carolina,29412
2350,Wal-Mart Supercenter,1,19,207,OHR000102889,485 EAST AIRPORT HWY  ,Wauseon,Ohio,43567
2351,Wal-Mart Supercenter,1,16,188,NYR000175331,30 Catskill Commons  ,Catskill,New York,12414
2352,Wal-Mart Supercenter,1,52,424,MNR000015461,2101 Second Avenue SE  ,Cambridge,Minnesota,55008
2354,Wal-Mart Supercenter,1,19,205,MIK625223136,2500 S Adams Road  ,Rochester Hills,Michigan,48309
2355,Wal-Mart Supercenter,1,76,195,NYR000016501,5033 TRANSIT ROAD  ,Williamsville,New York,14221
2357,Wal-Mart Supercenter,1,76,280,MDR000010470,20910 Frederick Road  ,Germantown,Maryland,20876
2358,Wal-Mart Supercenter,1,53,196,MIR000010173,1180 M-32 WEST  ,Alpena,Michigan,49707
2359,Wal-Mart Supercenter,1,20,209,OHR000102871,3551 North Ridge East  ,Ashtabula,Ohio,44004
2361,Wal-Mart Division 1 Store,1,20,215,OHR000017400,4572 MEGA STREET NORTHWEST  ,North Canton,Ohio,44720
2362,Wal-Mart Supercenter,1,20,209,OHR000179416,1868 Warrensville Center Road  ,South Euclid,Ohio,44121
2364,Grocery Distribution Center,7,83,967,FLR000270645,110 Moss Rd E  ,Auburndale,Florida,33823-2410
2365,Wal-Mart Supercenter,1,17,174,PAR000041566,3271 Route 940  ,Mount Pocono,Pennsylvania,18344
2366,Wal-Mart Supercenter,1,16,160,MA5000005009,1470 South Washington Street  ,North Attleboro,Massachusetts,02760
2367,Wal-Mart Supercenter,1,52,419,MNR000052613,950 11th Street SW  ,Pine City,Minnesota,55063
2368,Wal-Mart Supercenter,1,17,174,PAR000256396,355 Lincoln Ave  ,East Stroudsburg,Pennsylvania,18301
2369,Wal-Mart Supercenter,1,16,181,NHD500012984,33 Sherwood Drive  ,Tilton,New Hampshire,03276
2370,Wal-Mart Supercenter,1,16,188,NYR000022251,760 HOOSICK ROAD  ,Troy,New York,12180
2371,Wal-Mart Supercenter,1,17,163,CTR000508077,844 North Colony Road  ,Wallingford,Connecticut,06492
2373,Wal-Mart Division 1 Store,1,17,161,RIR000500926,840 Post Road  ,Warwick,Rhode Island,02888
2385,Wal-Mart Supercenter,1,60,514,WAH000037441,762 Outlet Collection Drive SW  ,Auburn,Washington,98001
2386,Wal-Mart Supercenter,1,16,154,MAR000013805,352 Palmer Road  ,Ware,Massachusetts,01082
2387,Wal-Mart Supercenter,1,3,114,FLR000011056,11110 CAUSEWAY BLVD  ,Brandon,Florida,33511
2388,Wal-Mart Supercenter,1,21,239,INR000124412,950 W Votaw Street  ,Portland,Indiana,47371
2391,Wal-Mart Neighborhood Market,1,72,548,FLR000213934,8745 Little Road  ,New Port Richey,Florida,34654
2392,Wal-Mart Neighborhood Market,1,72,102,FLR000213256,3560 Bee Ridge Road  ,Sarasota,Florida,34239
2393,Wal-Mart Neighborhood Market,1,64,533,OKR000016246,640 S.E. 4TH STREET  ,Moore,Oklahoma,73160
2394,Wal-Mart Neighborhood Market,1,64,533,OKD033029158,1500 S.W. 59TH ST.  ,Oklahoma City,Oklahoma,73119
2395,Wal-Mart Neighborhood Market,1,64,507,OKR000016766,9411 SO DELAWARE AVE  ,Tulsa,Oklahoma,74137
2396,Wal-Mart Neighborhood Market,1,72,488,FLR000215285,12700 S. Military Trail  ,Boynton Beach,Florida,33436
2397,Wal-Mart Neighborhood Market,1,64,561,TXR000046821,2951 MATLOCK RD  ,Mansfield,Texas,76063
2398,Wal-Mart Division 1 Store,1,16,183,NHD510157340,2200 Woodbury Ave  ,Newington,New Hampshire,03801
2399,Wal-Mart Supercenter,1,16,184,NHD510072689,725 Gold Street  ,Manchester,New Hampshire,03103
2400,Wal-Mart Supercenter,1,21,218,OHR000011411,85 River Trace Lane  ,Chillicothe,Ohio,45601
2401,Wal-Mart Division 1 Store,1,57,484,CAR000207548,1600 S MOUNTAIN AVENUE  ,Duarte,California,91010
2402,Wal-Mart Supercenter,1,56,400,NVR000001263,2944 MOUNTAIN CITY HWY  ,Elko,Nevada,89801
2403,Wal-Mart Supercenter,1,60,514,WAR000004382,310 31st Avenue S.E.  ,Puyallup,Washington,98374
2404,Wal-Mart Supercenter,1,7,87,TXR000011171,8500 JONES MALTSBURGER  ,San Antonio,Texas,78216
2405,Wal-Mart Supercenter,1,76,194,NYR000168914,5360 Southwestern Blvd  ,Hamburg,New York,14075
2406,Wal-Mart Neighborhood Market,1,72,488,FLR000207423,3155 South Federal Highway  ,Delray Beach,Florida,33483
2412,Wal-Mart Supercenter,1,75,293,MDR000501767,3200 North Ridge Road  ,Ellicott City,Maryland,21043
2414,Wal-Mart Neighborhood Market,1,59,500,NCR000159145,973 N Harrison Avenue  ,Cary,North Carolina,27513
2417,Wal-Mart Supercenter,1,53,196,MIK338329253,1850 ANDERSON RD  ,Petoskey,Michigan,49770
2418,Wal-Mart Division 1 Store,1,56,455,CAR000208041,4300 Missouri Flat Road  ,Placerville,California,95667
2419,Wal-Mart Division 1 Store,1,22,285,DER000500892,18922 Rehoboth Mall Blvd  ,REHOBOTH BEACH,Delaware,19971
2420,Wal-Mart Supercenter,1,20,235,PAR000023382,100 SARA WAY/ROSTRAVER SQUARE  ,Belle Vernon,Pennsylvania,15012
2421,Wal-Mart Supercenter,1,53,436,WIR000121012,2212 Glacier Drive  ,St Croix Falls,Wisconsin,54024
2422,Wal-Mart Division 1 Store,1,60,476,ORQ000013433,2295 Gable Road  ,St. Helens,Oregon,97051
2423,Wal-Mart Supercenter,1,29,801,PRR000002089,"Parque Escorial, Bo. San Anton Carr 3 ",Carolina,Puerto Rico,00987
2424,Wal-Mart Supercenter,1,16,187,NYR000059162,1134 WICKER STREET  ,Ticonderoga,New York,12883
2425,Wal-Mart Neighborhood Market,1,59,485,ILR000151761,1101 Beltline Road  ,Collinsville,Illinois,62234
2426,Wal-Mart Supercenter,1,21,217,OHR000102855,5200 West Pointe Plaza  ,COLUMBUS (SW),Ohio,43228
2427,Wal-Mart Supercenter,1,5,53,TXR000078042,9301 Forest Lane  ,Dallas,Texas,75243
2428,Wal-Mart Supercenter,1,44,409,KSR000001966,1701 S KANSAS AVE  ,Newton,Kansas,67114
2429,Wal-Mart Supercenter,1,21,223,OHR000133439,2100 North Bechtle Ave  ,Springfield,Ohio,45504
2431,Wal-Mart Neighborhood Market,1,72,492,ARR000023838,1330 West Beebe Capps Expressway  ,Searcy,Arkansas,72143
2432,Wal-Mart Supercenter,1,47,433,NER000511121,2501 Grainger Parkway  ,Lincoln,Nebraska,68512
2433,Wal-Mart Neighborhood Market,1,64,561,TXR000081651,101 W. Buckingham Road  ,Garland,Texas,75040
2434,Wal-Mart Supercenter,1,53,196,MIR000010165,1920 S. STEPEHENSON AVE  ,Iron Mountain,Michigan,49801
2435,Wal-Mart Supercenter,1,75,282,MDR000018010,2399 N. POINT BLVD  ,Dundalk,Maryland,21222
2436,Wal-Mart Supercenter,1,75,293,MDR000526995,"6400A Ridge Road, Suite 1  ",Sykesville,Maryland,21784
2437,Wal-Mart Supercenter,1,76,286,VAR000014506,700 JAMES MADISON HIGHWAY  ,Warrenton,Virginia,20186
2438,Wal-Mart Supercenter,1,75,291,VAR000003046,217 Garrisonville Road  ,Stafford,Virginia,22554
2439,Wal-Mart Supercenter,1,6,60,TXR000082004,8700 N Highway 146  ,Baytown,Texas,77523
2440,Wal-Mart Supercenter,1,4,294,NCR000010777,210 WAL-MART PLAZA  ,Sylva,North Carolina,28779
2441,Wal-Mart Supercenter,1,21,225,OHR000008821,1505 Main Street  ,Hamilton,Ohio,45013
2442,Wal-Mart Neighborhood Market,1,59,485,MOR000550343,5261 North Antioch Road  ,Kansas City,Missouri,64119
2443,Wal-Mart Supercenter,1,47,430,SDR000218487,7821 South Minnesota Avenue  ,Sioux Falls,South Dakota,57108
2444,Wal-Mart Supercenter,1,76,189,NYR000168138,2024 Genesee Street  ,Oneida,New York,13421
2445,Wal-Mart Supercenter,1,22,170,PAR000018713,1515 BETHLEHEM PIKE  ,Hatfield,Pennsylvania,19440
2446,Wal-Mart Supercenter,1,22,170,PAR000035527,195 N.W. END BLVD.  ,Quakertown,Pennsylvania,18951
2447,Wal-Mart Supercenter,1,21,225,OHR000102830,2322 FERGUSON ROAD  ,Cincinnati,Ohio,45238
2448,Wal-Mart Supercenter,1,52,423,MNS000197855,9300 East Point Douglas Rd S  ,Cottage Grove,Minnesota,55016
2449,Wal-Mart Supercenter,1,29,801,PRR000021030,301 Ave Rafael Cordero  ,Caguas,Puerto Rico,00725
2450,Wal-Mart Division 1 Store,1,60,471,WAR000009712,4420 Meridian St  ,Bellingham,Washington,98226
2451,Wal-Mart Neighborhood Market,1,64,570,NMR000018853,4700 Cutler Avenue NE  ,Albuquerque,New Mexico,87110
2452,Wal-Mart Supercenter,1,53,444,WIR000107276,401 East Capital Drive  ,Milwaukee,Wisconsin,53212
2453,Wal-Mart Supercenter,1,56,392,NVR000080614,2333 Reno Highway  ,Fallon,Nevada,89406
2455,Wal-Mart Supercenter,1,47,383,MTR000001958,701 SMELTER AVE N.E.  ,Great Falls,Montana,59404
2457,Wal-Mart Supercenter,1,56,454,CAR000206219,10655 FOLSOM BLVD  ,Rancho Cordova,California,95670
2458,Wal-Mart Supercenter,1,56,451,CAR000168286,1800 North Main Street  ,Salinas,California,93906
2459,Wal-Mart Supercenter,1,9,115,FLR000029454,4381 CATTLEMEN ROAD  ,Sarasota,Florida,34233
2460,Wal-Mart Supercenter,1,22,285,DER000001388,22899 Sussex Hwy  ,Seaford,Delaware,19973
2463,Wal-Mart Supercenter,1,5,56,TXR000084280,350 Stonebrook Parkway  ,Frisco,Texas,75034
2464,Wal-Mart Supercenter,1,56,454,CAR000276477,8270 Delta Shores Circle  ,Sacramento,California,95832
2465,Wal-Mart Neighborhood Market,1,59,497,GAR000078170,3697 Windsor Spring Road  ,Hephzibah,Georgia,30815
2468,Wal-Mart Neighborhood Market,1,61,552,CAR000248393,901 Golf Course Drive  ,Rohnert Park,California,94928
2469,Wal-Mart Supercenter,1,60,467,WAH000037289,540 7th St.  ,Longview,Washington,98632
2471,Wal-Mart Supercenter,1,21,217,OHR000012989,5900 Britton Parkway  ,Dublin,Ohio,43016
2472,Wal-Mart Supercenter,1,26,308,NCR000141820,4550 Kester Mill Road  ,Winston-Salem,North Carolina,27103
2473,Wal-Mart Division 1 Store,1,57,470,HIR000001123,325 E. MAKAALA ST  ,Hilo,Hawaii,96720
2474,Wal-Mart Supercenter,1,76,320,WVR000006353,"R.R. #4, BOX 82  ",Keyser,West Virginia,26726
2475,Wal-Mart Supercenter,1,2,25,GAR000026807,1436 DOGWOOD DR SE  ,Conyers,Georgia,30013
2476,Wal-Mart Supercenter,1,60,475,WAH000013540,1700 S.E. MEADOWBROOK BLVD.  ,College Place,Washington,99324
2477,Wal-Mart Supercenter,1,56,468,ORQ000004267,2125 N.W. STEWART PARKWAY  ,Roseburg,Oregon,97471
2479,Wal-Mart Supercenter,1,58,459,CAR000206854,3412 College Ave.  ,San Diego,California,92115
2480,Wal-Mart Supercenter,1,17,226,PAR000035535,777 Old Willow Ave  ,Honesdale,Pennsylvania,18431
2481,Wal-Mart Supercenter,1,22,232,PAR000031104,9300 ROUTE 61 SOUTH  ,Coal Township,Pennsylvania,17866
2482,Wal-Mart Supercenter,1,46,372,AZR000505164,857 N. Dobson  ,Mesa,Arizona,85201
2483,Wal-Mart Supercenter,1,57,394,NVR000092965,6973 Blue Diamond Road  ,Las Vegas,Nevada,89178
2484,Wal-Mart Supercenter,1,9,118,FLR000074401,1005 WEST SUGARLAND HWY  ,Clewiston,Florida,33440
2485,Wal-Mart Supercenter,1,60,474,IDR000202721,476999 HIGHWAY 95 NORTH  ,Ponderay,Idaho,83852
2486,Wal-Mart Neighborhood Market,1,61,512,CAR000245795,4080 Stevens Creek Boulevard  ,San Jose,California,95129
2487,Wal-Mart Neighborhood Market,1,61,515,CAR000251561,1560 West Sixth Street  ,Corona,California,92882
2488,Wal-Mart Neighborhood Market,1,59,566,ALR000054171,1203 6th Avenue SE  ,Decatur,Alabama,35601
2490,Wal-Mart Division 1 Store,1,40,362,KSR000004960,5150 Roe Avenue  ,Roeland Park,Kansas,66205
2491,Wal-Mart Supercenter,1,25,273,ILR000028803,4101 N VERMILION SUITE A  ,Danville,Illinois,61834
2492,Wal-Mart Supercenter,1,60,475,ORQ000004275,2203 S.W COURT PLACE  ,Pendleton,Oregon,97801
2493,Wal-Mart Supercenter,1,19,200,MIR000018580,5859 28TH STREET  ,GRAND RAPIDS,Michigan,49546
2494,Wal-Mart Supercenter,1,58,460,CAR000206862,2100 Vista Way  ,Oceanside,California,92054
2495,Wal-Mart Division 1 Store,1,58,466,CAR000205658,13331 BEACH BLVD  ,Westminster,California,92683
2496,Wal-Mart Supercenter,1,12,124,NCR000136960,200 WATAUGA VILLAGE DRIVE  ,Boone,North Carolina,28607
2497,Wal-Mart Supercenter,1,17,174,NJR986627842,1300 Route 22 East  ,Phillipsburg,New Jersey,08865
2499,Wal-Mart Neighborhood Market,1,72,96,FLR000197822,8801 Conroy Windermere Road  ,Orlando,Florida,32835
2500,Wal-Mart Neighborhood Market,1,72,544,ALR000071746,8600 HWY 69 S  ,Tuscaloosa,Alabama,35405
2501,Wal-Mart Division 1 Store,1,29,811,PRR000008391,725 Suite 100 West Main Avenue ,Bayamon,Puerto Rico,00961
2502,Wal-Mart Supercenter,1,76,231,PAR000513895,100 Colony Lane  ,Latrobe,Pennsylvania,15650
2503,Wal-Mart Supercenter,1,17,174,NJR000034264,1885 Route 57 - Suite 100  ,Hackettstown,New Jersey,07840
2504,Wal-Mart Supercenter,1,16,188,NYR000175349,601 FRANK SOTTILE BLVD  ,Kingston,New York,12401
2505,Wal-Mart Supercenter,1,6,62,TXR000017301,5501 HWY 6  ,Missouri City,Texas,77459
2506,Wal-Mart Supercenter,1,20,208,OHR000102822,2600 State Route 59  ,Ravenna,Ohio,44266
2507,Wal-Mart Division 1 Store,1,57,447,CAR000204354,2220 SOUTH BRADLEY  ,Santa Maria,California,93455
2508,Wal-Mart Supercenter,1,56,399,IDR000001966,8300 W OVERLAND RD  ,Boise,Idaho,83709
2509,Wal-Mart Supercenter,1,53,439,WIR000127225,810 S. IRISH RD.  ,Chilton,Wisconsin,53014
2510,Wal-Mart Supercenter,1,53,440,WIR000132183,8760 Northridge Way  ,Minocqua,Wisconsin,54548
2511,Wal-Mart Supercenter,1,54,582,UTR000009670,949 West Grassland Drive  ,American Fork,Utah,84003
2512,Wal-Mart Supercenter,1,46,369,AZR000503953,1825 W. Bell Road  ,Phoenix,Arizona,85023
2513,Wal-Mart Supercenter,1,2,18,GAR000027383,270 WAL-MART WAY  ,Dahlonega,Georgia,30533
2514,Wal-Mart Supercenter,1,22,285,MDR000501775,2132 Old Snow Hill Road  ,Pocomoke City,Maryland,21851
2515,Wal-Mart Supercenter,1,46,370,AZR000038083,3721 EAST THOMAS ROAD  ,Phoenix,Arizona,85018
2516,Wal-Mart Supercenter,1,60,514,WAH000000026,743 RAINIER AVE. SOUTH  ,Renton,Washington,98057
2517,Wal-Mart Supercenter,1,58,466,CAR000205666,3600 WEST MCFADDEN AVENUE  ,Santa Ana,California,92704
2518,Wal-Mart Division 1 Store,1,22,178,NJR000044677,700 Marketplace Blvd  ,Hamilton,New Jersey,08691
2519,Wal-Mart Supercenter,1,22,233,PAR000030890,698 Shrewsbury Commons Ave  ,Shrewsbury,Pennsylvania,17361
2520,Wal-Mart Supercenter,1,75,291,VAR000009985,125 Washington Square Plaza  ,Fredericksburg,Virginia,22405
2522,Wal-Mart Supercenter,1,53,196,MIR000018614,601 NORTH LINCOLN  ,Escanaba,Michigan,49829
2523,Wal-Mart Division 1 Store,1,58,464,CAR000205674,2595 EAST IMPERIAL HWY  ,Brea,California,92821
2526,Wal-Mart Supercenter,1,57,446,CAR000205682,19821 RINALDI STREET  ,Porter Ranch,California,91326
2527,Wal-Mart Division 1 Store,1,58,460,CAR000205690,951 Avenida Pico  ,San Clemente,California,92673
2528,Wal-Mart Supercenter,1,22,232,PAR000035691,167 Hogan Blvd.  ,Mill Hall,Pennsylvania,17751
2529,Wal-Mart Supercenter,1,75,289,VAR000008086,2021 LYNNHAVEN PARKWAY  ,Virginia Beach,Virginia,23456
2530,Wal-Mart Division 1 Store,1,16,181,VTR000501205,1 Rutland Shopping Plaza  ,Rutland,Vermont,05701
2531,Wal-Mart Division 1 Store,1,17,164,NYR000057323,3133 EAST MAIN ST  ,Mohegan Lake,New York,10547
2532,Wal-Mart Supercenter,1,53,263,WIR000103630,2785 Milwaukee Road  ,Beloit,Wisconsin,53511
2533,Wal-Mart Supercenter,1,14,14,FLR000039313,3767 Gulf Breeze Parkway  ,Gulf Breeze,Florida,32563
2534,Wal-Mart Supercenter,1,14,7,ALR000023861,3300 South Oates Street  ,Dothan,Alabama,36301
2535,Wal-Mart Supercenter,1,22,232,PAR000503250,500 TERRY RICH BLVD  ,Saint Clair,Pennsylvania,17970
2536,Wal-Mart Division 1 Store,1,57,581,CAR000205286,1110 East Prosperity Ave  ,Tulare,California,93274
2537,Wal-Mart Supercenter,1,56,457,CAR000205294,1515 Dana Drive  ,Redding,California,96003
2538,Wal-Mart Division 1 Store,1,60,478,ORD987192689,1040 GREEN ACRES ROAD  ,Eugene,Oregon,97408
2539,Wal-Mart Supercenter,1,60,474,WAH000006619,15727 EAST BROADWAY  ,Spokane Valley,Washington,99037
2540,Wal-Mart Supercenter,1,20,229,PAR000031096,63 PERKINS ROAD  ,Clarion,Pennsylvania,16214
2541,Wal-Mart Supercenter,1,20,208,OHR000102814,2700 WEST STATE STREET  ,Alliance,Ohio,44601
2542,Wal-Mart Supercenter,1,21,222,OHR000102806,1720 NORTH PERRY STREET  ,Ottawa,Ohio,45875
2543,Wal-Mart Supercenter,1,17,226,PAR000521625,390 Highway 315  ,Pittston,Pennsylvania,18640
2544,Wal-Mart Supercenter,1,19,238,INR000013342,6087 U.S. HIGHWAY 6  ,Portage,Indiana,46368
2545,Wal-Mart Supercenter,1,53,196,WIR000141622,2900 Roosevelt Road  ,Marinette,Wisconsin,54143
2546,Wal-Mart Division 1 Store,1,58,464,CAD982026775,2300 NORTH TUSTIN STREET  ,Orange,California,92865
2547,Wal-Mart Supercenter,1,17,164,NYR000095497,41 Anawana Lake Road  ,Monticello,New York,12701
2548,Wal-Mart Supercenter,1,20,316,KYR000041764,28402 U.S. HWY 119 NO  ,South Williamson,Kentucky,41503
2549,Wal-Mart Supercenter,1,60,474,WAH000017012,9212 NORTH COLTON STREET  ,Spokane,Washington,99218
2550,Wal-Mart Supercenter,1,60,476,WAH000006627,221 N.E. 104TH AVE.  ,Vancouver,Washington,98664
2551,Wal-Mart Division 1 Store,1,76,280,MDR000502005,209 EAST RIDGEVILLE BLVD  ,Mount Airy,Maryland,21771
2553,Wal-Mart Division 1 Store,1,56,457,CAR000205708,6650 HEMBREE LANE  ,Windsor,California,95492
2554,Wal-Mart Supercenter,1,46,368,AZR000030965,13055 W RANCHO SANTA FE BLVD  ,Avondale,Arizona,85392
2555,Wal-Mart Division 1 Store,1,22,284,DER000500314,117 Wilton Blvd  ,New Castle,Delaware,19720
2556,Wal-Mart Division 1 Store,1,57,447,CAR000208058,1168 WEST BRANCH ST.  ,Arroyo Grande,California,93420
2557,Wal-Mart Supercenter,1,57,447,CAR000207027,8400 ROSEDALE HWY  ,Bakersfield,California,93312
2558,Wal-Mart Division 1 Store,1,19,206,MIK212881775,44575 Mound Road  ,Sterling Heights,Michigan,48314
2559,Wal-Mart Supercenter,1,19,206,MIK176966455,33201 VAN DYKE AVENUE  ,Sterling Heights,Michigan,48312
2560,Wal-Mart Supercenter,1,22,285,MDR000018028,11416 Ocean Gateway  ,Berlin,Maryland,21811
2561,Wal-Mart Supercenter,1,76,228,PAR000535815,5350 W. Ridge Road  ,Erie,Pennsylvania,16506
2562,Wal-Mart Supercenter,1,47,406,KSR000018242,2160 Commerce Road  ,Goodland,Kansas,67735
2563,Wal-Mart Supercenter,1,41,580,INR000011882,735 NORTH GOSPEL STREET  ,Paoli,Indiana,47454
2564,Wal-Mart Supercenter,1,76,286,VAR000014951,1036 U.S. HWY 211 WEST  ,Luray,Virginia,22835
2565,Wal-Mart Supercenter,1,75,315,VAR000515072,197 Madison Heights Square  ,Madison Heights,Virginia,24572
2566,Wal-Mart Supercenter,1,76,280,WVR000500892,96 PATRICK HENRY WAY  ,Charles Town,West Virginia,25414
2567,Wal-Mart Supercenter,1,19,200,MIK567732144,4542 KENOWA AVENUE  ,Grandville,Michigan,49418
2568,Wal-Mart Division 1 Store,1,57,446,CAR000207035,8333 Van Nuys Blvd  ,Panorama City,California,91402
2571,Wal-Mart Division 1 Store,1,60,514,WAH000007799,1900 SOUTH 314TH STREET  ,Federal Way,Washington,98003
2572,Wal-Mart Supercenter,1,21,218,OHR000102798,990 WEST EMMITT AVENUE  ,Waverly,Ohio,45690
2574,Wal-Mart Supercenter,1,22,234,PAR000506253,60 Noble Blvd  ,Carlisle,Pennsylvania,17013
2575,Wal-Mart Supercenter,1,42,326,ARR000009282,3900 Dave Ward Drive  ,Conway,Arkansas,72034
2576,Wal-Mart Supercenter,1,20,316,WVR000013797,100 NITRO MARKET PLACE  ,Cross Lanes,West Virginia,25313
2577,Wal-Mart Supercenter,1,75,281,MDR000517698,1 Frankel Way  ,Cockeysville,Maryland,21030
2579,Wal-Mart Supercenter,1,47,429,NER000505305,510 Linden Street  ,Chadron,Nebraska,69337
2580,Wal-Mart Supercenter,1,4,300,NCR000141838,1415 Sunset Avenue  ,Clinton,North Carolina,28328
2581,Wal-Mart Supercenter,1,76,191,NYR000137331,5399 WEST GENESEE STREET  ,Camillus,New York,13031
2582,Wal-Mart Division 1 Store,1,17,174,NJR000034280,ROUTE 513 AND I-78  ,Clinton,New Jersey,08809
2583,Wal-Mart Division 1 Store,1,17,172,NYR000046763,1123 JERUSALEM AVENUE  ,Uniondale,New York,11553
2584,Wal-Mart Supercenter,1,2,23,GAR000027128,4375 LAWRENCEVILLE HWY  ,Tucker,Georgia,30084
2585,Wal-Mart Division 1 Store,1,17,173,CTR000508085,150 Barnum Avenue Cutoff  ,Stratford,Connecticut,06614
2586,Wal-Mart Supercenter,1,76,195,NYR000012948,2500 Walden Avenue  ,Cheektowaga,New York,14225
2587,Wal-Mart Supercenter,1,42,326,ARR000015362,304 South Rockwood  ,Cabot,Arkansas,72023
2588,Wal-Mart Supercenter,1,20,227,PAR000036806,100 Wal-Mart Drive  ,North Versailles,Pennsylvania,15137
2590,Wal-Mart Neighborhood Market,1,61,550,ORQ000035446,7650 NE Shaleen Street  ,Hillsboro,Oregon,97006
2591,Wal-Mart Supercenter,1,9,109,FLR000109165,151 SW 184 AVENUE  ,Pembroke Pines,Florida,33029
2592,Wal-Mart Supercenter,1,57,394,NVR000033944,1807 West Craig Road  ,North Las Vegas,Nevada,89032
2593,Wal-Mart Supercenter,1,57,396,NVR000033092,2310 E SERENE AVENUE  ,Las Vegas,Nevada,89123
2594,Wal-Mart Division 1 Store,1,60,471,WAH000014555,1400 164TH ST. S.W.  ,Lynnwood,Washington,98087
2595,Wal-Mart Supercenter,1,60,471,XJW000014852,8924 QUILCEDA BLVD  ,Tulalip,Washington,98271
2596,Wal-Mart Supercenter,1,60,471,WAH000035248,2301 Freeway Drive  ,Mount Vernon,Washington,98273
2597,Wal-Mart Supercenter,1,76,228,PAR000038455,10 Kimberly Lane  ,Cranberry,Pennsylvania,16319
2598,Wal-Mart Division 1 Store,1,56,453,CAR000206227,3661 TRUXEL ROAD  ,Sacramento,California,95834
2599,Wal-Mart Supercenter,1,7,86,TXR000041921,5555 De Zavala Road  ,San Antonio,Texas,78249
2600,Wal-Mart Supercenter,1,40,339,MOP000035485,100 THF Blvd.  ,Chesterfield,Missouri,63005
2603,Wal-Mart Division 1 Store,1,20,229,PAR000041574,300 WAL-MART DRIVE  ,Gibsonia,Pennsylvania,15044
2604,Wal-Mart Division 1 Store,1,17,174,NJR000034298,26 HAMPTON HOUSE RD/ROUTE 206  ,Newton,New Jersey,07860
2605,Wal-Mart Supercenter,1,21,218,OHR000102780,2145 EASTERN AVENUE  ,Gallipolis,Ohio,45631
