Store,Digital Shelf Labels,Automated Pallet Delivery,Digital Locks,Consistent Freight Delivery,CoSTL
1415,TBD,YES,TBD,YES,TBD
1416,TBD,TBD,TBD,YES,TBD
1417,TBD,YES,TBD,YES,TBD
1418,TBD,TBD,TBD,YES,TBD
1419,TBD,TBD,TBD,YES,TBD
1420,TBD,TBD,TBD,YES,TBD
1421,TBD,TBD,TBD,YES,TBD
1422,TBD,TBD,TBD,YES,TBD
1423,TBD,TBD,TBD,YES,TBD
1424,TBD,YES,TBD,YES,TBD
1425,TBD,TBD,TBD,YES,TBD
1426,TBD,YES,TBD,YES,TBD
1427,TBD,YES,TBD,YES,TBD
1428,TBD,TBD,TBD,YES,TBD
1429,TBD,YES,TBD,YES,TBD
1430,TBD,TBD,TBD,TBD,TBD
1431,TBD,TBD,TBD,YES,TBD
1432,TBD,TBD,TBD,YES,TBD
1433,TBD,YES,TBD,YES,TBD
1434,TBD,YES,TBD,YES,TBD
1435,TBD,TBD,TBD,YES,TBD
1436,TBD,TBD,TBD,YES,TBD
1437,TBD,YES,TBD,YES,TBD
1438,TBD,TBD,TBD,YES,TBD
1439,TBD,TBD,YES,YES,TBD
1440,TBD,TBD,TBD,YES,TBD
1441,TBD,YES,TBD,YES,TBD
1442,TBD,YES,TBD,YES,TBD
1443,TBD,YES,YES,YES,TBD
1444,TBD,TBD,TBD,YES,TBD
1445,TBD,YES,TBD,YES,TBD
1446,TBD,YES,TBD,TBD,TBD
1447,TBD,YES,TBD,TBD,TBD
1448,TBD,YES,TBD,YES,TBD
1449,TBD,TBD,TBD,TBD,TBD
1450,TBD,YES,TBD,YES,TBD
1451,TBD,TBD,TBD,YES,TBD
1452,TBD,TBD,TBD,YES,TBD
1453,TBD,TBD,TBD,TBD,TBD
1454,TBD,TBD,TBD,YES,TBD
1455,TBD,TBD,YES,YES,TBD
1456,TBD,TBD,TBD,YES,TBD
1457,TBD,YES,TBD,YES,TBD
1458,TBD,YES,TBD,YES,TBD
1459,TBD,YES,YES,YES,TBD
1460,TBD,YES,TBD,YES,TBD
1461,TBD,TBD,TBD,YES,TBD
1462,TBD,TBD,TBD,YES,TBD
1463,TBD,YES,TBD,YES,TBD
1464,TBD,TBD,TBD,YES,TBD
1465,TBD,YES,TBD,YES,TBD
1466,TBD,YES,TBD,YES,TBD
1467,TBD,TBD,TBD,YES,TBD
1468,TBD,YES,TBD,YES,TBD
1469,TBD,YES,TBD,YES,TBD
1470,TBD,YES,TBD,YES,TBD
1471,TBD,TBD,TBD,TBD,TBD
1472,TBD,YES,YES,TBD,TBD
1473,TBD,YES,YES,YES,TBD
1474,TBD,YES,TBD,YES,TBD
1475,TBD,TBD,TBD,YES,TBD
1476,TBD,YES,TBD,YES,TBD
1477,TBD,TBD,TBD,YES,TBD
1478,TBD,YES,TBD,YES,TBD
1479,TBD,TBD,TBD,YES,TBD
1480,TBD,YES,TBD,YES,TBD
1481,TBD,YES,TBD,YES,TBD
1482,TBD,YES,TBD,YES,TBD
1483,TBD,TBD,TBD,YES,TBD
1485,TBD,YES,YES,YES,TBD
1486,TBD,YES,TBD,YES,TBD
1487,TBD,TBD,TBD,YES,TBD
1488,TBD,TBD,TBD,YES,TBD
1489,TBD,TBD,TBD,YES,TBD
1490,TBD,TBD,TBD,YES,TBD
1491,TBD,TBD,YES,YES,TBD
1492,TBD,YES,YES,YES,TBD
1493,TBD,YES,TBD,YES,TBD
1494,TBD,YES,TBD,YES,TBD
1495,TBD,YES,TBD,YES,TBD
1496,TBD,TBD,YES,YES,TBD
1497,TBD,TBD,TBD,YES,TBD
1498,TBD,TBD,TBD,YES,TBD
1499,TBD,TBD,TBD,YES,TBD
1500,TBD,YES,YES,YES,TBD
1501,TBD,YES,TBD,YES,TBD
1502,TBD,YES,TBD,YES,TBD
1503,TBD,YES,TBD,YES,TBD
1504,TBD,YES,TBD,YES,TBD
1505,TBD,YES,TBD,YES,TBD
1506,TBD,TBD,TBD,YES,TBD
1507,TBD,YES,YES,YES,TBD
1508,TBD,YES,TBD,YES,TBD
1509,TBD,TBD,TBD,YES,TBD
1510,TBD,YES,TBD,YES,TBD
1511,TBD,TBD,TBD,YES,TBD
1512,TBD,YES,YES,YES,TBD
1513,TBD,YES,TBD,YES,TBD
1514,TBD,TBD,TBD,YES,TBD
1515,TBD,TBD,YES,TBD,TBD
1516,TBD,YES,TBD,YES,TBD
1517,TBD,TBD,TBD,YES,TBD
1518,TBD,YES,TBD,YES,TBD
1519,TBD,YES,TBD,YES,TBD
1520,TBD,YES,TBD,YES,TBD
1521,TBD,YES,YES,YES,TBD
1522,TBD,TBD,TBD,YES,TBD
1523,TBD,YES,TBD,YES,YES
1524,TBD,YES,TBD,YES,TBD
1525,TBD,YES,TBD,YES,YES
1526,TBD,TBD,TBD,YES,TBD
1527,TBD,YES,TBD,YES,TBD
1528,TBD,TBD,YES,YES,TBD
1529,TBD,YES,TBD,YES,TBD
1530,TBD,YES,TBD,YES,TBD
1531,TBD,TBD,TBD,YES,TBD
1532,TBD,YES,TBD,YES,TBD
1533,TBD,YES,TBD,YES,TBD
1534,TBD,YES,YES,YES,TBD
1535,TBD,YES,YES,YES,TBD
1536,TBD,YES,TBD,YES,TBD
1537,TBD,TBD,TBD,YES,TBD
1538,TBD,YES,TBD,YES,TBD
1539,TBD,YES,TBD,YES,TBD
1540,TBD,TBD,TBD,YES,TBD
1541,TBD,TBD,TBD,YES,TBD
1542,TBD,TBD,TBD,YES,TBD
1543,TBD,YES,TBD,YES,TBD
1544,TBD,TBD,TBD,YES,TBD
1545,TBD,YES,TBD,YES,TBD
1546,TBD,TBD,TBD,YES,TBD
1547,TBD,TBD,YES,YES,TBD
1548,TBD,TBD,TBD,YES,TBD
1549,TBD,YES,YES,YES,TBD
1550,TBD,YES,TBD,YES,TBD
1551,TBD,TBD,TBD,TBD,TBD
1552,TBD,TBD,YES,YES,TBD
1553,TBD,TBD,TBD,YES,TBD
1554,TBD,YES,YES,YES,TBD
1555,TBD,TBD,TBD,YES,TBD
1556,TBD,TBD,TBD,YES,TBD
1557,TBD,YES,YES,YES,TBD
1558,TBD,YES,TBD,YES,TBD
1559,TBD,TBD,YES,YES,TBD
1560,TBD,TBD,YES,YES,TBD
1561,TBD,YES,YES,YES,TBD
1562,TBD,YES,YES,YES,TBD
1563,TBD,YES,YES,YES,TBD
1564,TBD,YES,TBD,YES,TBD
1565,TBD,YES,TBD,YES,TBD
1566,TBD,TBD,TBD,YES,TBD
1567,TBD,YES,TBD,YES,TBD
1568,TBD,YES,TBD,YES,TBD
1569,TBD,YES,TBD,YES,TBD
1570,TBD,TBD,TBD,YES,TBD
1571,TBD,TBD,TBD,TBD,TBD
1572,TBD,TBD,TBD,YES,TBD
1573,TBD,TBD,TBD,YES,TBD
1574,TBD,YES,YES,YES,TBD
1575,TBD,YES,YES,YES,TBD
1576,TBD,TBD,TBD,YES,TBD
1577,TBD,YES,TBD,YES,TBD
1578,TBD,TBD,TBD,YES,TBD
1579,TBD,YES,TBD,YES,TBD
1580,TBD,YES,YES,YES,TBD
1581,TBD,YES,YES,YES,TBD
1583,TBD,YES,YES,YES,TBD
1584,TBD,TBD,TBD,YES,TBD
1585,TBD,YES,TBD,YES,TBD
1586,TBD,TBD,TBD,YES,TBD
1587,TBD,YES,YES,YES,TBD
1588,TBD,TBD,YES,YES,TBD
1589,TBD,TBD,TBD,YES,TBD
1590,TBD,TBD,TBD,YES,TBD
1591,TBD,YES,YES,YES,TBD
1592,TBD,TBD,TBD,YES,TBD
1593,TBD,TBD,TBD,YES,TBD
1594,TBD,YES,TBD,YES,TBD
1595,TBD,YES,TBD,YES,TBD
1596,TBD,TBD,TBD,YES,TBD
1597,TBD,TBD,TBD,YES,TBD
1598,TBD,YES,TBD,YES,TBD
1599,TBD,YES,TBD,YES,TBD
1600,TBD,YES,YES,YES,TBD
1601,TBD,YES,TBD,YES,TBD
1602,TBD,TBD,TBD,YES,TBD
1603,TBD,TBD,TBD,YES,TBD
1604,TBD,YES,TBD,YES,TBD
1605,TBD,YES,TBD,YES,TBD
1606,TBD,YES,TBD,YES,TBD
1607,TBD,YES,TBD,YES,TBD
1608,TBD,YES,YES,YES,TBD
1609,TBD,YES,TBD,TBD,TBD
1610,TBD,YES,TBD,YES,TBD
1611,TBD,TBD,TBD,YES,TBD
1612,TBD,YES,TBD,YES,TBD
1613,TBD,TBD,YES,YES,TBD
1614,TBD,YES,TBD,YES,TBD
1615,TBD,YES,YES,YES,TBD
1616,TBD,YES,TBD,YES,TBD
1617,TBD,YES,YES,YES,TBD
1618,TBD,TBD,YES,YES,TBD
1619,TBD,YES,YES,YES,TBD
1620,TBD,YES,TBD,YES,TBD
1621,TBD,TBD,TBD,YES,TBD
1622,TBD,YES,TBD,YES,TBD
1623,TBD,TBD,YES,YES,TBD
1624,TBD,YES,YES,YES,TBD
1625,TBD,TBD,TBD,YES,TBD
1626,TBD,TBD,TBD,YES,TBD
1627,TBD,YES,TBD,YES,TBD
1628,TBD,YES,TBD,YES,TBD
1629,TBD,YES,TBD,YES,TBD
1630,TBD,YES,TBD,YES,TBD
1631,TBD,YES,TBD,YES,TBD
1632,TBD,YES,TBD,YES,TBD
1633,TBD,YES,YES,YES,TBD
1634,TBD,YES,TBD,YES,TBD
1635,TBD,TBD,TBD,TBD,TBD
1636,TBD,YES,TBD,YES,TBD
1637,TBD,YES,YES,YES,TBD
1638,TBD,YES,TBD,YES,TBD
1639,TBD,TBD,TBD,YES,TBD
1640,TBD,YES,TBD,YES,TBD
1641,TBD,YES,TBD,YES,TBD
1642,TBD,TBD,TBD,YES,TBD
1643,TBD,TBD,YES,TBD,TBD
1644,TBD,YES,TBD,YES,TBD
1645,TBD,YES,YES,YES,TBD
1646,TBD,YES,TBD,YES,TBD
1647,TBD,TBD,TBD,YES,TBD
1648,TBD,YES,TBD,YES,TBD
1649,TBD,YES,TBD,YES,TBD
1650,TBD,TBD,TBD,TBD,TBD
1651,TBD,YES,YES,YES,TBD
1652,TBD,TBD,TBD,YES,TBD
1653,TBD,TBD,TBD,YES,TBD
1654,TBD,YES,TBD,YES,TBD
1655,TBD,YES,TBD,YES,TBD
1656,TBD,YES,TBD,YES,TBD
1657,TBD,YES,TBD,YES,TBD
1658,TBD,YES,TBD,YES,TBD
1659,TBD,YES,TBD,YES,TBD
1660,TBD,TBD,YES,YES,TBD
1661,TBD,YES,TBD,YES,TBD
1662,TBD,TBD,YES,YES,TBD
1663,TBD,YES,TBD,YES,TBD
1664,TBD,YES,TBD,YES,TBD
1665,TBD,YES,TBD,YES,TBD
1666,TBD,TBD,TBD,YES,TBD
1667,TBD,YES,TBD,YES,TBD
1668,TBD,TBD,TBD,YES,TBD
1669,TBD,YES,TBD,TBD,TBD
1670,TBD,TBD,TBD,YES,TBD
1671,TBD,YES,YES,YES,TBD
1672,TBD,YES,TBD,TBD,TBD
1673,TBD,YES,TBD,YES,TBD
1674,TBD,TBD,YES,YES,TBD
1675,TBD,YES,TBD,YES,TBD
1676,TBD,TBD,TBD,YES,TBD
1677,TBD,YES,TBD,YES,TBD
1678,TBD,TBD,TBD,TBD,TBD
1679,TBD,YES,YES,TBD,TBD
1680,TBD,TBD,TBD,YES,TBD
1681,TBD,TBD,TBD,YES,TBD
1682,TBD,YES,TBD,YES,TBD
1683,TBD,TBD,TBD,YES,TBD
1684,TBD,YES,TBD,YES,TBD
1685,TBD,YES,TBD,YES,TBD
1686,TBD,TBD,TBD,YES,TBD
1687,TBD,YES,TBD,YES,TBD
1688,TBD,YES,TBD,YES,TBD
1689,TBD,YES,YES,YES,TBD
1690,TBD,TBD,TBD,YES,TBD
1691,TBD,YES,TBD,YES,TBD
1692,TBD,TBD,YES,YES,TBD
1693,TBD,TBD,YES,YES,TBD
1694,TBD,YES,YES,YES,TBD
1695,TBD,YES,YES,YES,TBD
1696,TBD,YES,TBD,YES,TBD
1697,TBD,YES,YES,YES,TBD
1698,TBD,YES,TBD,YES,TBD
1699,TBD,TBD,TBD,YES,TBD
1700,TBD,TBD,YES,YES,TBD
1701,TBD,TBD,TBD,YES,TBD
1702,TBD,TBD,TBD,YES,TBD
1703,TBD,TBD,YES,YES,TBD
1704,TBD,YES,YES,YES,TBD
1705,TBD,YES,TBD,YES,TBD
1707,TBD,YES,TBD,YES,TBD
1708,TBD,TBD,TBD,YES,TBD
1709,TBD,TBD,TBD,YES,TBD
1710,TBD,YES,TBD,YES,TBD
1711,TBD,YES,YES,YES,TBD
1712,TBD,YES,TBD,YES,TBD
1713,TBD,TBD,TBD,YES,TBD
1714,TBD,TBD,TBD,YES,TBD
1715,TBD,TBD,TBD,YES,TBD
1716,TBD,YES,TBD,YES,TBD
1717,TBD,YES,YES,YES,TBD
1718,TBD,YES,YES,YES,TBD
1719,TBD,TBD,TBD,YES,TBD
1720,TBD,TBD,TBD,YES,TBD
1721,TBD,TBD,TBD,YES,TBD
1722,TBD,YES,YES,YES,TBD
1723,TBD,TBD,YES,YES,TBD
1724,TBD,YES,TBD,YES,TBD
1726,TBD,TBD,TBD,YES,TBD
1727,TBD,TBD,TBD,TBD,TBD
1728,TBD,YES,TBD,YES,TBD
1729,TBD,YES,TBD,YES,TBD
1730,TBD,YES,TBD,YES,TBD
1731,TBD,YES,TBD,YES,TBD
1732,TBD,TBD,YES,YES,TBD
1733,TBD,TBD,TBD,YES,TBD
1734,TBD,TBD,TBD,YES,TBD
1735,TBD,TBD,TBD,YES,TBD
1736,TBD,TBD,TBD,YES,TBD
1737,TBD,TBD,TBD,YES,TBD
1738,TBD,YES,TBD,YES,TBD
1739,TBD,YES,YES,YES,TBD
1740,TBD,TBD,TBD,YES,TBD
1741,TBD,TBD,TBD,YES,TBD
1742,TBD,TBD,YES,YES,TBD
1743,TBD,YES,TBD,YES,TBD
1744,TBD,YES,TBD,YES,TBD
1745,TBD,YES,TBD,YES,TBD
1746,TBD,YES,YES,YES,TBD
1747,TBD,TBD,YES,YES,TBD
1748,TBD,YES,YES,YES,TBD
1749,TBD,YES,TBD,YES,TBD
1750,TBD,YES,YES,YES,TBD
1751,TBD,YES,TBD,YES,TBD
1752,TBD,TBD,TBD,YES,TBD
1753,TBD,YES,TBD,YES,TBD
1754,TBD,TBD,TBD,YES,TBD
1755,TBD,YES,YES,YES,TBD
1756,TBD,TBD,YES,YES,TBD
1757,TBD,YES,TBD,TBD,TBD
1758,TBD,YES,TBD,YES,TBD
1759,TBD,YES,TBD,YES,TBD
1760,TBD,YES,YES,YES,TBD
1761,TBD,TBD,YES,YES,TBD
1762,TBD,YES,TBD,YES,TBD
1763,TBD,YES,TBD,YES,TBD
1764,TBD,TBD,YES,YES,TBD
1765,TBD,YES,TBD,YES,TBD
1766,TBD,TBD,TBD,YES,TBD
1767,TBD,YES,TBD,YES,TBD
1768,TBD,TBD,TBD,YES,TBD
1769,TBD,YES,TBD,YES,TBD
1770,TBD,YES,TBD,YES,TBD
1771,TBD,TBD,YES,YES,TBD
1772,TBD,YES,YES,YES,TBD
1773,TBD,YES,TBD,YES,TBD
1774,TBD,YES,TBD,YES,TBD
1775,TBD,YES,YES,YES,TBD
1776,TBD,TBD,TBD,TBD,TBD
1777,TBD,TBD,TBD,YES,TBD
1778,TBD,YES,TBD,YES,TBD
1779,TBD,TBD,TBD,YES,TBD
1780,TBD,TBD,YES,YES,TBD
1781,TBD,YES,TBD,YES,TBD
1782,TBD,YES,YES,YES,TBD
1783,TBD,TBD,TBD,YES,TBD
1784,TBD,YES,YES,YES,TBD
1785,TBD,YES,TBD,YES,TBD
1786,TBD,YES,YES,YES,TBD
1787,TBD,TBD,YES,YES,TBD
1788,TBD,YES,TBD,YES,TBD
1789,TBD,YES,YES,YES,TBD
1790,TBD,TBD,TBD,YES,TBD
1791,TBD,TBD,TBD,YES,TBD
1792,TBD,YES,TBD,YES,TBD
1793,TBD,YES,YES,YES,TBD
1794,TBD,TBD,TBD,YES,TBD
1795,TBD,YES,TBD,YES,TBD
1796,TBD,YES,TBD,YES,TBD
1797,TBD,YES,TBD,YES,TBD
1798,TBD,TBD,TBD,YES,TBD
1799,TBD,TBD,TBD,TBD,TBD
1800,TBD,YES,YES,YES,YES
1801,TBD,TBD,YES,YES,TBD
1802,TBD,YES,YES,YES,TBD
1803,TBD,YES,YES,YES,TBD
1804,TBD,TBD,YES,YES,TBD
1805,TBD,TBD,YES,YES,TBD
1806,TBD,YES,TBD,YES,TBD
1807,TBD,TBD,TBD,YES,TBD
1808,TBD,YES,TBD,YES,TBD
1809,TBD,TBD,TBD,YES,TBD
1810,TBD,TBD,YES,YES,TBD
1811,TBD,YES,TBD,YES,TBD
1812,TBD,YES,TBD,YES,TBD
1813,TBD,YES,YES,YES,TBD
1814,TBD,TBD,TBD,YES,TBD
1815,TBD,YES,YES,YES,TBD
1816,TBD,YES,TBD,YES,TBD
1817,TBD,YES,YES,YES,TBD
1819,TBD,YES,TBD,TBD,TBD
1820,TBD,YES,TBD,YES,TBD
1821,TBD,TBD,YES,YES,TBD
1823,TBD,YES,TBD,YES,TBD
1825,TBD,TBD,TBD,YES,TBD
1826,TBD,YES,YES,YES,TBD
1827,TBD,TBD,TBD,YES,TBD
1828,TBD,TBD,TBD,TBD,TBD
1829,TBD,YES,TBD,YES,TBD
1830,TBD,YES,TBD,YES,TBD
1831,TBD,YES,YES,YES,TBD
1832,TBD,TBD,YES,YES,TBD
1833,TBD,YES,TBD,YES,TBD
1834,TBD,YES,YES,YES,TBD
1835,TBD,TBD,YES,YES,TBD
1836,TBD,TBD,TBD,YES,TBD
1837,TBD,TBD,TBD,YES,TBD
1838,TBD,TBD,TBD,YES,TBD
1839,TBD,YES,YES,YES,TBD
1840,TBD,YES,YES,YES,TBD
1841,TBD,YES,TBD,YES,TBD
1842,TBD,TBD,TBD,YES,TBD
1843,TBD,YES,TBD,YES,TBD
1844,TBD,TBD,TBD,YES,TBD
1845,TBD,TBD,TBD,YES,TBD
1846,TBD,YES,TBD,YES,TBD
1847,TBD,TBD,TBD,YES,TBD
1848,TBD,TBD,TBD,YES,TBD
1849,TBD,TBD,TBD,YES,TBD
1850,TBD,YES,TBD,YES,TBD
1851,TBD,TBD,YES,YES,TBD
1852,TBD,YES,YES,YES,TBD
1853,TBD,TBD,YES,YES,TBD
1855,TBD,YES,TBD,YES,TBD
1856,TBD,YES,TBD,YES,TBD
1857,TBD,YES,TBD,YES,TBD
1858,TBD,YES,TBD,YES,TBD
1859,TBD,TBD,TBD,YES,TBD
1860,TBD,TBD,TBD,YES,TBD
1861,TBD,YES,YES,TBD,TBD
1862,TBD,TBD,YES,YES,TBD
1863,TBD,YES,YES,YES,TBD
1864,TBD,YES,YES,YES,TBD
1865,TBD,YES,TBD,YES,TBD
1866,TBD,YES,TBD,YES,TBD
1867,TBD,TBD,TBD,YES,TBD
1868,TBD,YES,TBD,YES,TBD
1869,TBD,TBD,TBD,YES,TBD
1870,TBD,YES,TBD,YES,TBD
1871,TBD,YES,TBD,YES,TBD
1872,TBD,TBD,TBD,YES,TBD
1873,TBD,YES,TBD,YES,TBD
1874,TBD,YES,TBD,YES,TBD
1875,TBD,TBD,TBD,YES,TBD
1876,TBD,YES,TBD,YES,TBD
1877,TBD,YES,YES,YES,TBD
1878,TBD,TBD,TBD,YES,TBD
1879,TBD,TBD,YES,YES,TBD
1880,TBD,YES,YES,YES,TBD
1881,TBD,YES,YES,YES,TBD
1882,TBD,YES,YES,YES,TBD
1883,TBD,YES,TBD,YES,TBD
1884,TBD,TBD,TBD,YES,TBD
1885,TBD,YES,TBD,YES,TBD
1886,TBD,YES,TBD,YES,TBD
1887,TBD,YES,TBD,YES,TBD
1888,TBD,TBD,TBD,YES,TBD
1889,TBD,YES,TBD,YES,TBD
1890,TBD,TBD,TBD,YES,TBD
1891,TBD,YES,TBD,YES,TBD
1892,TBD,TBD,TBD,YES,TBD
1893,TBD,TBD,TBD,YES,TBD
1894,TBD,YES,TBD,YES,TBD
1895,TBD,YES,TBD,YES,TBD
1896,TBD,YES,TBD,YES,TBD
1897,TBD,TBD,TBD,YES,TBD
1898,TBD,TBD,TBD,YES,TBD
1899,TBD,TBD,YES,YES,TBD
1900,TBD,TBD,TBD,YES,TBD
1901,TBD,TBD,TBD,YES,TBD
1902,TBD,TBD,TBD,YES,TBD
1903,TBD,YES,YES,YES,TBD
1904,TBD,TBD,YES,YES,TBD
1905,TBD,TBD,TBD,YES,TBD
1906,TBD,YES,TBD,YES,TBD
1907,TBD,YES,TBD,YES,TBD
1908,TBD,TBD,TBD,TBD,TBD
1909,TBD,YES,TBD,YES,TBD
1910,TBD,YES,YES,YES,TBD
1911,TBD,YES,YES,YES,TBD
1912,TBD,TBD,YES,YES,TBD
1913,TBD,YES,TBD,YES,TBD
1914,TBD,TBD,YES,YES,TBD
1915,TBD,TBD,TBD,YES,TBD
1916,TBD,TBD,TBD,YES,TBD
1917,TBD,TBD,YES,YES,TBD
1918,TBD,YES,TBD,YES,TBD
1919,TBD,YES,TBD,YES,TBD
1920,TBD,YES,YES,YES,TBD
1921,TBD,TBD,TBD,YES,TBD
1922,TBD,TBD,YES,YES,TBD
1923,TBD,TBD,YES,YES,TBD
1924,TBD,YES,TBD,YES,TBD
1925,TBD,YES,YES,YES,TBD
1926,TBD,YES,TBD,YES,TBD
1927,TBD,YES,TBD,YES,TBD
1928,TBD,TBD,TBD,YES,TBD
1929,TBD,YES,TBD,TBD,TBD
1930,TBD,YES,TBD,YES,TBD
1931,TBD,TBD,TBD,TBD,TBD
1932,TBD,YES,TBD,YES,TBD
1933,TBD,TBD,TBD,YES,TBD
1934,TBD,YES,TBD,YES,TBD
1935,TBD,YES,TBD,YES,TBD
1936,TBD,TBD,TBD,YES,TBD
1937,TBD,YES,TBD,YES,TBD
1938,TBD,TBD,TBD,YES,TBD
1939,TBD,YES,TBD,YES,TBD
1940,TBD,YES,TBD,YES,TBD
1941,TBD,TBD,YES,YES,TBD
1942,TBD,TBD,TBD,YES,TBD
1943,TBD,YES,YES,YES,TBD
1945,TBD,YES,TBD,YES,TBD
1946,TBD,YES,TBD,YES,TBD
1947,TBD,YES,TBD,YES,TBD
1948,TBD,YES,TBD,YES,TBD
1949,TBD,YES,TBD,YES,TBD
1950,TBD,YES,TBD,YES,TBD
1951,TBD,TBD,TBD,YES,TBD
1952,TBD,YES,YES,YES,TBD
1953,TBD,YES,TBD,YES,TBD
1954,TBD,YES,TBD,YES,TBD
1955,TBD,TBD,YES,YES,TBD
1956,TBD,YES,YES,YES,TBD
1957,TBD,TBD,TBD,YES,TBD
1958,TBD,YES,TBD,YES,TBD
1959,TBD,TBD,YES,YES,TBD
1960,TBD,YES,TBD,YES,TBD
1961,TBD,YES,TBD,YES,TBD
1962,TBD,YES,TBD,YES,TBD
1963,TBD,YES,YES,YES,TBD
1964,TBD,YES,TBD,YES,TBD
1965,TBD,TBD,YES,YES,TBD
1966,TBD,YES,TBD,YES,TBD
1967,TBD,YES,TBD,YES,TBD
1968,TBD,TBD,TBD,YES,TBD
1969,TBD,YES,TBD,YES,TBD
1970,TBD,YES,TBD,YES,TBD
1971,TBD,YES,TBD,TBD,TBD
1972,TBD,YES,YES,YES,TBD
1973,TBD,YES,TBD,YES,TBD
1974,TBD,YES,TBD,YES,TBD
1975,TBD,YES,TBD,YES,TBD
1976,TBD,YES,TBD,YES,TBD
1977,TBD,TBD,TBD,YES,TBD
1978,TBD,TBD,TBD,YES,TBD
1979,TBD,YES,YES,YES,TBD
1980,TBD,YES,TBD,YES,TBD
1981,TBD,YES,TBD,YES,TBD
1982,TBD,TBD,TBD,TBD,TBD
1983,TBD,YES,YES,YES,TBD
1984,TBD,YES,TBD,YES,TBD
1985,TBD,TBD,TBD,YES,TBD
1986,TBD,YES,TBD,YES,TBD
1987,TBD,TBD,TBD,YES,TBD
1988,TBD,YES,TBD,YES,TBD
1989,TBD,YES,YES,YES,TBD
1990,TBD,YES,TBD,YES,TBD
1991,TBD,YES,TBD,YES,TBD
1992,TBD,TBD,YES,YES,TBD
1993,TBD,YES,TBD,YES,TBD
1994,TBD,YES,TBD,YES,TBD
1995,TBD,TBD,YES,YES,TBD
1996,TBD,TBD,TBD,YES,TBD
1997,TBD,YES,YES,YES,TBD
1998,TBD,TBD,TBD,YES,TBD
1999,TBD,YES,YES,YES,TBD
2000,TBD,YES,TBD,YES,TBD
2001,TBD,YES,YES,YES,TBD
2002,TBD,YES,TBD,YES,TBD
2003,TBD,TBD,YES,YES,TBD
2004,TBD,TBD,YES,YES,TBD
2005,TBD,TBD,YES,YES,TBD
2006,TBD,YES,TBD,YES,TBD
2007,TBD,YES,TBD,YES,TBD
2008,TBD,YES,TBD,YES,TBD
2009,TBD,TBD,YES,YES,TBD
2010,TBD,TBD,TBD,YES,TBD
2012,TBD,YES,TBD,YES,TBD
2013,TBD,YES,TBD,YES,TBD
2014,TBD,TBD,TBD,YES,TBD
2015,TBD,TBD,TBD,YES,TBD
2016,TBD,YES,TBD,YES,TBD
2019,TBD,YES,TBD,YES,TBD
2020,TBD,TBD,TBD,YES,TBD
2021,TBD,YES,TBD,YES,TBD
2022,TBD,YES,YES,YES,TBD
2023,TBD,TBD,TBD,YES,TBD
2024,TBD,TBD,TBD,YES,TBD
2025,TBD,YES,YES,YES,TBD
2027,TBD,TBD,TBD,YES,TBD
2028,TBD,TBD,YES,YES,TBD
2030,TBD,YES,YES,YES,TBD
2031,TBD,YES,YES,YES,TBD
2032,TBD,YES,YES,YES,TBD
2033,TBD,YES,TBD,YES,TBD
2035,TBD,YES,TBD,YES,TBD
2036,TBD,YES,YES,YES,TBD
2037,TBD,YES,YES,YES,TBD
2038,TBD,TBD,TBD,YES,TBD
2039,TBD,YES,YES,YES,TBD
2040,TBD,TBD,TBD,YES,TBD
2041,TBD,TBD,TBD,YES,TBD
2043,TBD,YES,TBD,YES,TBD
2044,TBD,YES,YES,YES,TBD
2045,TBD,TBD,TBD,YES,TBD
2046,TBD,YES,TBD,YES,TBD
2047,TBD,YES,TBD,YES,TBD
2048,TBD,YES,YES,YES,TBD
2049,TBD,YES,TBD,YES,TBD
2050,TBD,TBD,YES,YES,TBD
2051,TBD,YES,TBD,YES,TBD
2052,TBD,YES,TBD,YES,TBD
2053,TBD,YES,YES,YES,TBD
2054,TBD,YES,YES,YES,TBD
2055,TBD,YES,TBD,YES,TBD
2056,TBD,YES,YES,YES,TBD
2057,TBD,YES,TBD,YES,TBD
2058,TBD,YES,YES,YES,TBD
2059,TBD,YES,YES,YES,TBD
2061,TBD,TBD,TBD,YES,TBD
2062,TBD,TBD,TBD,YES,TBD
2063,TBD,YES,TBD,YES,TBD
2064,TBD,TBD,TBD,YES,TBD
2065,TBD,YES,YES,YES,TBD
2066,TBD,TBD,YES,YES,TBD
2068,TBD,TBD,YES,YES,TBD
2069,TBD,YES,YES,YES,TBD
2070,TBD,YES,YES,YES,TBD
2071,TBD,YES,YES,YES,TBD
2073,TBD,YES,YES,YES,TBD
2074,TBD,YES,YES,YES,TBD
2075,TBD,YES,YES,YES,TBD
2077,TBD,TBD,YES,YES,TBD
2078,TBD,YES,TBD,YES,TBD
2079,TBD,TBD,TBD,TBD,TBD
2080,TBD,TBD,YES,YES,TBD
2081,TBD,YES,TBD,YES,TBD
2082,TBD,YES,YES,YES,TBD
2083,TBD,TBD,TBD,YES,TBD
2084,TBD,TBD,YES,YES,TBD
2086,TBD,TBD,YES,YES,YES
2087,TBD,YES,YES,YES,TBD
2088,TBD,YES,TBD,YES,TBD
2089,TBD,YES,TBD,YES,TBD
2090,TBD,TBD,TBD,YES,TBD
2091,TBD,TBD,YES,YES,TBD
2092,TBD,YES,TBD,YES,TBD
2093,TBD,YES,TBD,YES,TBD
2094,TBD,TBD,YES,YES,TBD
