Store #,Format,City,State,Rx Freq,July Rx,August Rx,September Rx,Service Provider,Phone Number
6651,SAM ,CATONSVILLE,MD,Sweep,,,9,CHES,844-367-5240
6655,SAM ,Waldorf,MD,Sweep,,12,,CHES,844-367-5240
6671,SAM ,Freehold,NJ,Sweep,,,9,CHES,844-367-5240
6680,SAM ,Bayamon,PR,Sweep,,12,,CHES,844-367-5240
8119,SAM ,Pensacola,FL,Sweep,15,,,CHES,844-367-5240
8120,SAM ,Tallahassee,FL,Sweep,22,,,CHES,844-367-5240
8134,SAM ,FORT SMITH,AR,Sweep,,12,,CHES,844-367-5240
8138,SAM ,Daytona Beach,FL,Sweep,22,,,CHES,844-367-5240
8141,SAM ,Melbourne,FL,Sweep,,,9,CHES,844-367-5240
8145,SAM ,Cinnaminson,NJ,Sweep,22,,,CHES,844-367-5240
8150,SAM ,Port St. Lucie,FL,Sweep,22,,,CHES,844-367-5240
8151,SAM ,Panama City,FL,Sweep,22,,,CHES,844-367-5240
8157,SAM ,West Palm Beach,FL,Sweep,15,,,CHES,844-367-5240
8173,SAM ,Miramar,FL,Sweep,,5,,CHES,844-367-5240
8186,SAM ,Scarborough,ME,Sweep,22,,,CHES,844-367-5240
4749,SAM ,Conway,AR,Sweep,,,16,CHES,844-367-5240
4774,SAM ,Secaucus,NJ,Sweep,,,16,CHES,844-367-5240
4782,SAM ,Kissimmee,FL,Sweep,,,16,CHES,844-367-5240
4855,SAM ,Hanover,PA,Sweep,,5,,CHES,844-367-5240
4818,SAM ,Brooksville,FL,Sweep,,,16,CHES,844-367-5240
8192,SAM ,Dothan,AL,Sweep,,,9,CHES,844-367-5240
6435,SAM ,Tuscaloosa,AL,Sweep,,,9,CHES,844-367-5240
4990,SAM ,Daphne,AL,Sweep,,,9,CHES,844-367-5240
4989,SAM ,Auburn,AL,Sweep,,12,,CHES,844-367-5240
4785,SAM ,Sanford,FL,Sweep,,,30,CHES,844-367-5240
8194,SAM ,Bogart (Athens),GA,Sweep,,5,,CHES,844-367-5240
6643,SAM ,Atlanta,GA,Sweep,,12,,CHES,844-367-5240
6409,SAM ,Tucker,GA,Sweep,,12,,CHES,844-367-5240
8115,SAM ,Augusta,GA,Sweep,,12,,CHES,844-367-5240
4969,SAM ,Bentonville,AR,Sweep,,,16,CHES,844-367-5240
8158,SAM ,Woodstock,GA,Sweep,,12,,CHES,844-367-5240
4739,SAM ,Snellville,GA,Sweep,,5,,CHES,844-367-5240
4780,SAM ,Buford,GA,Sweep,,12,,CHES,844-367-5240
4804,SAM ,McDonough,GA,Sweep,,,9,CHES,844-367-5240
4802,SAM ,Hiram,GA,Sweep,,,9,CHES,844-367-5240
6646,SAM ,Alpharetta,GA,Sweep,,12,,CHES,844-367-5240
4972,SAM ,Port St. Lucie,FL,Sweep,,,16,CHES,844-367-5240
6377,SAM ,Jonesboro,AR,Sweep,,,16,CHES,844-367-5240
6644,SAM ,Oakwood,GA,Sweep,,12,,CHES,844-367-5240
6423,SAM ,Middletown,NY,Sweep,,,16,CHES,844-367-5240
6189,SAM ,Apopka,FL,Sweep,,,30,CHES,844-367-5240
6212,SAM ,Orlando,FL,Sweep,,,30,CHES,844-367-5240
6217,SAM ,Miami,FL,Sweep,,,30,CHES,844-367-5240
4831,SAM ,Durham,NC,Sweep,,12,,CHES,844-367-5240
6216,SAM ,Winterville,NC,Sweep,,,9,CHES,844-367-5240
6441,SAM ,Lakeland,FL,Sweep,,,16,CHES,844-367-5240
6332,SAM ,Philadelphia,PA,Sweep,,,30,CHES,844-367-5240
8223,SAM ,Raleigh,NC,Sweep,,12,,CHES,844-367-5240
6335,SAM ,Ocala,FL,Sweep,,,30,CHES,844-367-5240
8228,SAM ,Winston-Salem,NC,Sweep,,5,,CHES,844-367-5240
6581,SAM ,Scranton,PA,Sweep,,,16,CHES,844-367-5240
6452,SAM ,Asheville,NC,Sweep,,12,,CHES,844-367-5240
4798,SAM ,Winston-Salem,NC,Sweep,,5,,CHES,844-367-5240
6570,SAM ,Raleigh,NC,Sweep,,12,,CHES,844-367-5240
4946,SAM ,Rocky Mount,NC,Sweep,,,9,CHES,844-367-5240
6348,SAM ,Pineville,NC,Sweep,,,9,CHES,844-367-5240
6676,SAM ,Willow Grove,PA,Sweep,,,16,CHES,844-367-5240
6976,SAM ,Wake Forest,NC,Sweep,,12,,CHES,844-367-5240
6571,SAM ,Florence,SC,Sweep,,,9,CHES,844-367-5240
6353,SAM ,Myrtle Beach,SC,Sweep,,,9,CHES,844-367-5240
8252,SAM ,North Charleston,SC,Sweep,,12,,CHES,844-367-5240
6582,SAM ,Bluffton,SC,Sweep,,12,,CHES,844-367-5240
8144,SAM ,Pleasantville,NJ,Sweep,,,16,CHES,844-367-5240
6356,SAM ,Fishkill,NY,Sweep,,,23,CHES,844-367-5240
8161,SAM ,York,PA,Sweep,,,16,CHES,844-367-5240
4729,SAM ,Sterling,VA,Sweep,,,9,CHES,844-367-5240
4711,SAM ,Virginia Beach,VA,Sweep,,,9,CHES,844-367-5240
8175,SAM ,Harrisburg,PA,Sweep,,,16,CHES,844-367-5240
6518,SAM ,Bristol,VA,Sweep,,5,,CHES,844-367-5240
4771,SAM ,Severn,MD,Sweep,,,23,CHES,844-367-5240
8155,SAM ,Gainesville,FL,Sweep,,,30,CHES,844-367-5240
6333,SAM ,Bangor,ME,Sweep,,,23,CHES,844-367-5240
6352,SAM ,Hudson,NH,Sweep,,,23,CHES,844-367-5240
6364,SAM ,Naples,FL,Sweep,,,23,CHES,844-367-5240
4987,SAM ,Longmont,CO,Sweep,,12,,CHES,844-367-5240
8272,SAM ,Fountain,CO,Sweep,15,,,CHES,844-367-5240
4816,SAM ,Aurora,CO,Sweep,22,,,CHES,844-367-5240
6386,SAM ,Concord,NH,Sweep,,,23,CHES,844-367-5240
6219,SAM ,Colorado Springs,CO,Sweep,,,9,CHES,844-367-5240
6630,SAM ,Arvada,CO,Sweep,,12,,CHES,844-367-5240
6401,SAM ,Tampa,FL,Sweep,,,23,CHES,844-367-5240
6633,SAM ,Fort Collins,CO,Sweep,,12,,CHES,844-367-5240
8191,SAM ,WILKES BARRE,PA,Sweep,,,16,CHES,844-367-5240
6631,SAM ,Aurora,CO,Sweep,,5,,CHES,844-367-5240
4770,SAM ,Evans,CO,Sweep,,5,,CHES,844-367-5240
8266,SAM ,NORTH LITTLE ROCK,AR,Sweep,,,16,CHES,844-367-5240
3583,SUP,Glenmont,NY,Sweep,,,9,CHES,844-367-5240
6440,SAM ,Latham,NY,Sweep,,,23,CHES,844-367-5240
1374,WM,Altamonte Springs,FL,Sweep,,5,,CHES,844-367-5240
6543,SAM ,Carolina,PR,Sweep,,,23,CHES,844-367-5240
1501,WM,Tampa,FL,Sweep,,5,,CHES,844-367-5240
6674,SAM ,Elmsford,NY,Sweep,,,23,CHES,844-367-5240
1670,WM,Wyomissing,PA,Sweep,22,,,CHES,844-367-5240
1715,WM,Easton,MD,Sweep,22,,,CHES,844-367-5240
1785,WM,Hudson,NH,Sweep,,12,,CHES,844-367-5240
1822,WM,Fajardo,PR,Sweep,15,,,CHES,844-367-5240
1867,WM,Westminster,MD,Sweep,,12,,CHES,844-367-5240
1887,WM,Montoursville,PA,Sweep,,,9,CHES,844-367-5240
1893,WM,Bowie,MD,Sweep,22,,,CHES,844-367-5240
8116,SAM ,Jacksonville,FL,Sweep,,,23,CHES,844-367-5240
8160,SAM ,Reading,PA,Sweep,,,23,CHES,844-367-5240
1930,WM,Plaistow,NH,Sweep,,12,,CHES,844-367-5240
8290,SAM ,Orlando,FL,Sweep,,,16,CHES,844-367-5240
2003,SUP,North Brunswick,NJ,Sweep,22,,,CHES,844-367-5240
2009,WM,Abingdon,MD,Sweep,,5,,CHES,844-367-5240
2041,WM,Pennsville,NJ,Sweep,8,,,CHES,844-367-5240
8253,SAM ,Jacksonville,FL,Sweep,,,23,CHES,844-367-5240
2057,WM,Rindge,NH,Sweep,,12,,CHES,844-367-5240
2067,WM,Mayaguez,PR,Sweep,,12,,CHES,844-367-5240
2085,WM,Isabela,PR,Sweep,,12,,CHES,844-367-5240
209,WM,Ozark,AR,Sweep,,12,,CHES,844-367-5240
4808,SAM ,Springdale,AR,Sweep,,,23,CHES,844-367-5240
2118,WM,Lunenburg,MA,Sweep,22,,,CHES,844-367-5240
2138,WM,Lebanon,NH,Sweep,,5,,CHES,844-367-5240
2139,WM,Lynn,MA,Sweep,,12,,CHES,844-367-5240
4790,SAM ,Pearl,MS,Sweep,,,23,CHES,844-367-5240
2163,WM,Shelton,CT,Sweep,15,,,CHES,844-367-5240
2167,WM,Exton,PA,Sweep,15,,,CHES,844-367-5240
8271,SAM ,Madison,MS,Sweep,,,23,CHES,844-367-5240
2180,WM,Danvers,MA,Sweep,,12,,CHES,844-367-5240
8218,SAM ,Fayetteville,NC,Sweep,,,23,CHES,844-367-5240
2224,WM,Williston,VT,Sweep,,12,,CHES,844-367-5240
2227,WM,Abington,MA,Sweep,,12,,CHES,844-367-5240
2228,WM,Pittsfield,MA,Sweep,8,,,CHES,844-367-5240
2232,WM,Branford,CT,Sweep,15,,,CHES,844-367-5240
2236,WM,Harleysville,PA,Sweep,15,,,CHES,844-367-5240
4950,SAM ,Hendersonville,NC,Sweep,,,23,CHES,844-367-5240
6463,SAM ,Anderson,SC,Sweep,,,23,CHES,844-367-5240
4901,SAM ,Easley,SC,Sweep,,,23,CHES,844-367-5240
230,WM,Paris,AR,Sweep,,5,,CHES,844-367-5240
2332,WM,Saint Albans,VT,Sweep,,12,,CHES,844-367-5240
2341,WM,Quincy,MA,Sweep,,12,,CHES,844-367-5240
8166,SAM ,Duluth,GA,Sweep,,,16,CHES,844-367-5240
2373,WM,Warwick,RI,Sweep,15,,,CHES,844-367-5240
2398,WM,Newington,NH,Sweep,,12,,CHES,844-367-5240
2419,WM,Rehoboth Beach,DE,Sweep,,5,,CHES,844-367-5240
2435,WM,Dundalk,MD,Sweep,,5,,CHES,844-367-5240
2501,WM,Bayamon,PR,Sweep,,12,,CHES,844-367-5240
2518,WM,Hamilton,NJ,Sweep,,5,,CHES,844-367-5240
2551,WM,Mount Airy,MD,Sweep,,12,,CHES,844-367-5240
2043,WM,Warsaw,NY,Sweep,,,23,CHES,844-367-5240
2585,WM,Stratford,CT,Sweep,,5,,CHES,844-367-5240
2604,WM,Newton,NJ,Sweep,,5,,CHES,844-367-5240
2633,WM,Piscataway,NJ,Sweep,,5,,CHES,844-367-5240
2640,WM,Salem,MA,Sweep,,12,,CHES,844-367-5240
2681,WM,Littleton,NH,Sweep,,5,,CHES,844-367-5240
2719,WM,Bristol,CT,Sweep,22,,,CHES,844-367-5240
2747,WM,Warwick,RI,Sweep,15,,,CHES,844-367-5240
6204,SAM ,Valdosta,GA,Sweep,,,16,CHES,844-367-5240
2841,WM,Lumberton,NJ,Sweep,15,,,CHES,844-367-5240
4820,SAM ,Pooler,GA,Sweep,,,16,CHES,844-367-5240
2830,WM,Eddystone,PA,Sweep,,,23,CHES,844-367-5240
2871,SUP,Cinnaminson,NJ,Sweep,15,,,CHES,844-367-5240
2885,WM,Newport,RI,Sweep,22,,,CHES,844-367-5240
2897,WM,Southington,CT,Sweep,,5,,CHES,844-367-5240
8213,SAM ,Columbus,GA,Sweep,,,16,CHES,844-367-5240
2899,WM,Avon,CT,Sweep,,12,,CHES,844-367-5240
2900,WM,Rocky Hill,CT,Sweep,,,9,CHES,844-367-5240
289,WM,Mcgehee,AR,Sweep,,,23,CHES,844-367-5240
4789,SAM ,Sharpsburg,GA,Sweep,,,16,CHES,844-367-5240
2902,WM,Framingham,MA,Sweep,,5,,CHES,844-367-5240
4797,SAM ,Concord,NC,Sweep,,,16,CHES,844-367-5240
2904,WM,Brockton,MA,Sweep,,5,,CHES,844-367-5240
6540,SAM ,Charlotte,NC,Sweep,,,16,CHES,844-367-5240
2906,WM,Riverhead,NY,Sweep,,5,,CHES,844-367-5240
2915,WM,East Setauket,NY,Sweep,8,,,CHES,844-367-5240
6443,SAM ,Goldsboro,NC,Sweep,,,16,CHES,844-367-5240
6414,SAM ,Gastonia,NC,Sweep,,,16,CHES,844-367-5240
2954,WM,Norwalk,CT,Sweep,8,,,CHES,844-367-5240
2965,WM,Newington,CT,Sweep,,12,,CHES,844-367-5240
3200,WM,Weymouth,MA,Sweep,,12,,CHES,844-367-5240
4917,SAM ,Mooresville,NC,Sweep,,,16,CHES,844-367-5240
3291,WM,Flanders,NJ,Sweep,,5,,CHES,844-367-5240
6569,SAM ,Bluefield,VA,Sweep,,,16,CHES,844-367-5240
3301,WM,Providence,RI,Sweep,,,9,CHES,844-367-5240
6351,SAM ,Newport News,VA,Sweep,,,16,CHES,844-367-5240
4710,SAM ,Chesapeake,VA,Sweep,,,16,CHES,844-367-5240
4745,SAM ,Thornton,CO,Sweep,,,16,CHES,844-367-5240
3443,WM,Riverdale,NJ,Sweep,,12,,CHES,844-367-5240
3481,WM,Baltimore,MD,Sweep,,12,,CHES,844-367-5240
2907,WNM,Miami Gardens,FL,Sweep,,,16,CHES,844-367-5240
3543,WM,Danbury,CT,Sweep,8,,,CHES,844-367-5240
1717,WM,Waldorf,MD,Sweep,,,16,CHES,844-367-5240
3545,WM,Hamden,CT,Sweep,,12,,CHES,844-367-5240
3546,WM,New Milford,CT,Sweep,,12,,CHES,844-367-5240
3547,WM,Norwalk,CT,Sweep,8,,,CHES,844-367-5240
3548,WM,Waterbury,CT,Sweep,,5,,CHES,844-367-5240
2254,WM,Hammonton,NJ,Sweep,,,16,CHES,844-367-5240
3563,WM,Bethlehem,PA,Sweep,,12,,CHES,844-367-5240
3803,WM,West Haven,CT,Sweep,,12,,CHES,844-367-5240
5047,WM,Audubon,NJ,Sweep,15,,,CHES,844-367-5240
5077,WM,Boonton,NJ,Sweep,,12,,CHES,844-367-5240
2583,WM,Uniondale,NY,Sweep,,,16,CHES,844-367-5240
5103,WM,Philadelphia,PA,Sweep,,5,,CHES,844-367-5240
2799,WM,Clinton,MD,Sweep,,,16,CHES,844-367-5240
5129,WM,Landover Hills,MD,Sweep,,12,,CHES,844-367-5240
5130,WM,Philadelphia,PA,Sweep,,5,,CHES,844-367-5240
2853,WM,La Plata,MD,Sweep,,,16,CHES,844-367-5240
5178,WM,Rockaway,NJ,Sweep,,5,,CHES,844-367-5240
5200,WM,Lancaster,PA,Sweep,22,,,CHES,844-367-5240
2901,WM,Northampton,MA,Sweep,,,23,CHES,844-367-5240
5201,WM,Edison,NJ,Sweep,,,23,CHES,844-367-5240
3562,WM,Saddle Brook,NJ,Sweep,,,16,CHES,844-367-5240
5294,WM,Milford,CT,Sweep,,12,,CHES,844-367-5240
5295,SUP,Farmingdale,NY,Sweep,,12,,CHES,844-367-5240
5345,WM,Dunkirk,MD,Sweep,,,16,CHES,844-367-5240
5384,WM,Bridgeton,NJ,Sweep,,,16,CHES,844-367-5240
5436,WM,Wilmington,DE,Sweep,15,,,CHES,844-367-5240
57,WM,Walnut Ridge,AR,Sweep,,,16,CHES,844-367-5240
925,WM,Seffner,FL,Sweep,,5,,CHES,844-367-5240
956,WM,Indian Harbor Beach,FL,Sweep,22,,,CHES,844-367-5240
8278,SAM ,Greenville,SC,Sweep,,,30,CHES,844-367-5240
5822,Clinic,Rogers,AR,Sweep,,,9,CHES,844-367-5240
2392,WNM,Sarasota,FL,Sweep,22,,,CHES,844-367-5240
2406,WNM,Delray Beach,FL,Sweep,,,9,CHES,844-367-5240
5495,WM,Glenolden,PA,Sweep,,,23,CHES,844-367-5240
2431,WNM,Searcy,AR,Sweep,,,23,CHES,844-367-5240
2686,WNM,Bentonville,AR,Sweep,,,16,CHES,844-367-5240
2741,WNM,Bentonville,AR,Sweep,,,9,CHES,844-367-5240
2742,WNM,Springdale,AR,Sweep,,12,,CHES,844-367-5240
2744,WNM,Fort Smith,AR,Sweep,,12,,CHES,844-367-5240
3066,WNM,Sarasota,FL,Sweep,22,,,CHES,844-367-5240
3104,WNM,Deerfield Beach,FL,Sweep,,,16,CHES,844-367-5240
2499,WNM,Orlando,FL,Sweep,,,23,CHES,844-367-5240
3164,WNM,Bentonville,AR,Sweep,,,16,CHES,844-367-5240
3682,Amigo,Luquillo,PR,Sweep,,26,,CHES,844-367-5240
3183,WNM,Homestead,FL,Sweep,,12,,CHES,844-367-5240
3479,WNM,Rogers,AR,Sweep,,,9,CHES,844-367-5240
8130,SAM ,FORT MYERS,FL,Sweep,,26,,CHES,844-367-5240
3629,WNM,Port Orange,FL,Sweep,22,,,CHES,844-367-5240
3654,WNM,Rogers,AR,Sweep,,,16,CHES,844-367-5240
4772,SAM ,Sarasota,FL,Sweep,,26,,CHES,844-367-5240
3862,WNM,Holly Hill,FL,Sweep,,,16,CHES,844-367-5240
4801,SAM ,Riverview,FL,Sweep,,26,,CHES,844-367-5240
4140,WNM,Miami,FL,Sweep,22,,,CHES,844-367-5240
4142,WNM,Orlando,FL,Sweep,,,16,CHES,844-367-5240
4159,WNM,Kissimmee,FL,Sweep,,,16,CHES,844-367-5240
4160,WNM,Orlando,FL,Sweep,,,16,CHES,844-367-5240
4197,WNM,Orlando,FL,Sweep,,12,,CHES,844-367-5240
4211,WNM,Orlando,FL,Sweep,,,16,CHES,844-367-5240
3162,WNM,Orlando,FL,Sweep,,,23,CHES,844-367-5240
4354,WNM,Naples,FL,Sweep,,,23,CHES,844-367-5240
4357,WNM,Pensacola,FL,Sweep,15,,,CHES,844-367-5240
4375,WNM,Springdale,AR,Sweep,,12,,CHES,844-367-5240
4376,WNM,Bentonville,AR,Sweep,,,16,CHES,844-367-5240
4380,WNM,Coral Springs,FL,Sweep,,,9,CHES,844-367-5240
4425,WNM,Orlando,FL,Sweep,,,16,CHES,844-367-5240
4441,WNM,Palm Springs Village,FL,Sweep,,,9,CHES,844-367-5240
4498,WNM,Coral Springs,FL,Sweep,,,9,CHES,844-367-5240
4546,WNM,Vero Beach,FL,Sweep,,12,,CHES,844-367-5240
4546,WNM,Vero Beach,FL,Sweep,,12,,CHES,844-367-5240
4825,SAM ,Hot Springs,AR,Sweep,,26,,CHES,844-367-5240
4563,WNM,Dania Beach,FL,Sweep,,,9,CHES,844-367-5240
4852,SAM ,Wesley Chapel,FL,Sweep,,26,,CHES,844-367-5240
4595,WNM,Plantation,FL,Sweep,,,9,CHES,844-367-5240
4617,WNM,Pompano Beach,FL,Sweep,,,16,CHES,844-367-5240
4654,WNM,Marion,AR,Sweep,,,16,CHES,844-367-5240
4686,WNM,Bentonville,AR,Sweep,,,16,CHES,844-367-5240
4826,WNM,Hollywood,FL,Sweep,,12,,CHES,844-367-5240
5106,WNM,Oviedo,FL,Sweep,,5,,CHES,844-367-5240
5132,WNM,Winter Springs,FL,Sweep,,,16,CHES,844-367-5240
4516,WNM,Fayetteville,AR,Sweep,,,23,CHES,844-367-5240
5179,WNM,Orlando,FL,Sweep,,,23,CHES,844-367-5240
5365,WNM,Melbourne,FL,Sweep,,,16,CHES,844-367-5240
5366,WNM,Melbourne,FL,Sweep,,,16,CHES,844-367-5240
5321,WNM,Fort Myers,FL,Sweep,,,23,CHES,844-367-5240
5451,WNM,Cape Coral,FL,Sweep,,,23,CHES,844-367-5240
5615,WNM,Hialeah Gardens,FL,Sweep,,5,,CHES,844-367-5240
5622,WNM,Riverview,FL,Sweep,,5,,CHES,844-367-5240
5623,WNM,Gulf Breeze,FL,Sweep,15,,,CHES,844-367-5240
4857,SAM ,Cape Coral,FL,Sweep,,26,,CHES,844-367-5240
5453,WNM,Cape Coral,FL,Sweep,,,23,CHES,844-367-5240
5738,WNM,Springdale,AR,Sweep,,12,,CHES,844-367-5240
5741,WNM,Orlando,FL,Sweep,,,16,CHES,844-367-5240
5758,WNM,Greenacres City,FL,Sweep,,,9,CHES,844-367-5240
4866,SAM ,San Juan,PR,Sweep,,26,,CHES,844-367-5240
4853,SAM ,Castle Rock,CO,Sweep,,,30,CHES,844-367-5240
5780,WNM,Paragould,AR,Sweep,,12,,CHES,844-367-5240
6634,SAM ,Lone Tree,CO,Sweep,,,30,CHES,844-367-5240
5789,WNM,Hot Springs,AR,Sweep,15,,,CHES,844-367-5240
5790,WNM,Hot Springs,AR,Sweep,,,9,CHES,844-367-5240
5816,WNM,Jacksonville,FL,Sweep,,,23,CHES,844-367-5240
6406,SAM ,Niagara Falls,NY,Sweep,,26,,CHES,844-367-5240
6652,SAM ,Frederick,MD,Sweep,,26,,CHES,844-367-5240
5817,WNM,Jacksonville,FL,Sweep,,,23,CHES,844-367-5240
6653,SAM ,Gaithersburg,MD,Sweep,,26,,CHES,844-367-5240
5826,WNM,Brandon,FL,Sweep,,,23,CHES,844-367-5240
5837,WNM,Rogers,AR,Sweep,15,,,CHES,844-367-5240
5846,WNM,Kissimmee,FL,Sweep,,,16,CHES,844-367-5240
5875,WNM,Orlando,FL,Sweep,,,16,CHES,844-367-5240
5945,WNM,Hialeah,FL,Sweep,22,,,CHES,844-367-5240
5988,WNM,Orlando,FL,Sweep,,,16,CHES,844-367-5240
6207,WNM,Spring Hill,FL,Sweep,,,16,CHES,844-367-5240
6398,WNM,Deltona,FL,Sweep,,,16,CHES,844-367-5240
6531,WNM,Pensacola,FL,Sweep,15,,,CHES,844-367-5240
6876,WNM,Jonesboro,AR,Sweep,,,16,CHES,844-367-5240
6937,WNM,Port Charlotte,FL,Sweep,,12,,CHES,844-367-5240
6548,WNM,Tampa,FL,Sweep,,,23,CHES,844-367-5240
6943,WNM,Jonesboro,AR,Sweep,,,16,CHES,844-367-5240
6953,WNM,CENTERTON,AR,Sweep,,,16,CHES,844-367-5240
4667,WNM,Clearwater,FL,Sweep,,,30,CHES,844-367-5240
6941,WNM,Cape Coral,FL,Sweep,,,23,CHES,844-367-5240
6968,WNM,Riverview,FL,Sweep,,,23,CHES,844-367-5240
7221,WNM,North Port,FL,Sweep,15,,,CHES,844-367-5240
8104,SAM ,Little Rock,AR,Sweep,,26,,CHES,844-367-5240
7298,WNM,Sarasota,FL,Sweep,22,,,CHES,844-367-5240
7299,WNM,Port St. Lucie,FL,Sweep,,,16,CHES,844-367-5240
7307,WNM,Bradenton,FL,Sweep,22,,,CHES,844-367-5240
8201,SAM ,Bradenton,FL,Sweep,,26,,CHES,844-367-5240
8209,SAM ,Fayetteville,AR,Sweep,,26,,CHES,844-367-5240
100,SUP,Bentonville,AR,Sweep,15,,,CHES,844-367-5240
1004,SUP,Bradenton,FL,Sweep,,12,,CHES,844-367-5240
102,SUP,Stuttgart,AR,Sweep,,5,,CHES,844-367-5240
4776,SAM ,Huntsville,AL,Sweep,,26,,CHES,844-367-5240
1032,SUP,Lynn Haven,FL,Sweep,22,,,CHES,844-367-5240
1065,SUP,Hope,AR,Sweep,8,,,CHES,844-367-5240
1068,SUP,Sebastian,FL,Sweep,15,,,CHES,844-367-5240
1077,SUP,Tallahassee,FL,Sweep,22,,,CHES,844-367-5240
1079,SUP,New Smyrna Beach,FL,Sweep,,12,,CHES,844-367-5240
1081,SUP,Gainesville,FL,Sweep,,5,,CHES,844-367-5240
1082,SUP,Jacksonville,FL,Sweep,,5,,CHES,844-367-5240
1083,SUP,Jacksonville,FL,Sweep,,5,,CHES,844-367-5240
1085,SUP,Port Richey,FL,Sweep,15,,,CHES,844-367-5240
1086,SUP,Saint Cloud,FL,Sweep,,5,,CHES,844-367-5240
1087,SUP,Stuart,FL,Sweep,,12,,CHES,844-367-5240
1090,SUP,Jacksonville,FL,Sweep,,5,,CHES,844-367-5240
11,SUP,Mountain Home,AR,Sweep,,12,,CHES,844-367-5240
1105,SUP,North Little Rock,AR,Sweep,22,,,CHES,844-367-5240
1134,SUP,Defuniak Springs,FL,Sweep,15,,,CHES,844-367-5240
1171,SUP,Sarasota,FL,Sweep,15,,,CHES,844-367-5240
1172,SUP,JACKSONVILLE,FL,Sweep,,5,,CHES,844-367-5240
2267,WM,West Boylston,MA,Sweep,,,30,CHES,844-367-5240
8102,SAM ,Mobile,AL,Sweep,,26,,CHES,844-367-5240
4794,SAM ,Lakeland,FL,Sweep,,19,,CHES,844-367-5240
119,SUP,Batesville,AR,Sweep,,5,,CHES,844-367-5240
1203,SUP,Wimauma,FL,Sweep,22,,,CHES,844-367-5240
1205,SUP,Macclenny,FL,Sweep,,5,,CHES,844-367-5240
1207,SUP,Callaway,FL,Sweep,22,,,CHES,844-367-5240
1213,SUP,Brooksville,FL,Sweep,,5,,CHES,844-367-5240
8107,SAM ,Huntsville,AL,Sweep,,26,,CHES,844-367-5240
6971,WNM,Pea Ridge,AR,Sweep,,,23,CHES,844-367-5240
1222,SUP,Pensacola,FL,Sweep,15,,,CHES,844-367-5240
2582,WM,Clinton,NJ,Sweep,,,30,CHES,844-367-5240
1224,SUP,Pensacola,FL,Sweep,,12,,CHES,844-367-5240
124,SUP,Little Rock,AR,Sweep,22,,,CHES,844-367-5240
1245,SUP,Lakeland,FL,Sweep,,5,,CHES,844-367-5240
2825,WM,Old Bridge,NJ,Sweep,,,30,CHES,844-367-5240
4740,SAM ,Southaven,MS,Sweep,,26,,CHES,844-367-5240
127,SUP,Malvern,AR,Sweep,15,,,CHES,844-367-5240
128,SUP,Jonesboro,AR,Sweep,22,,,CHES,844-367-5240
1283,SUP,Starke,FL,Sweep,,5,,CHES,844-367-5240
3490,WM,Hanover,MD,Sweep,,,30,CHES,844-367-5240
1297,SUP,Chiefland,FL,Sweep,,5,,CHES,844-367-5240
133,SUP,Ashdown,AR,Sweep,8,,,CHES,844-367-5240
1362,SUP,Destin,FL,Sweep,22,,,CHES,844-367-5240
3561,WM,East Falmouth,MA,Sweep,,,30,CHES,844-367-5240
6458,SAM ,Lynchburg,VA,Sweep,,26,,CHES,844-367-5240
1390,SUP,Pinellas Park,FL,Sweep,22,,,CHES,844-367-5240
1391,SUP,Daytona Beach,FL,Sweep,,12,,CHES,844-367-5240
5228,WM,Columbia,MD,Sweep,,,30,CHES,844-367-5240
5340,WM,Cherry Hill,NJ,Sweep,,5,30,CHES,844-367-5240
4998,SAM ,Lady Lake,FL,Sweep,,19,,CHES,844-367-5240
6365,SAM ,Charlottesville,VA,Sweep,,26,,CHES,844-367-5240
6354,SAM ,Midlothian,VA,Sweep,,26,,CHES,844-367-5240
4996,SAM ,Danville,VA,Sweep,,26,,CHES,844-367-5240
1536,SUP,SAINT PETERSBURG,FL,Sweep,22,,,CHES,844-367-5240
1541,SUP,West Palm Beach,FL,Sweep,22,,,CHES,844-367-5240
5344,WM,Towson,MD,Sweep,,,30,CHES,844-367-5240
1589,SUP,Delray Beach,FL,Sweep,,12,,CHES,844-367-5240
6360,SAM ,Grand Junction,CO,Sweep,,26,,CHES,844-367-5240
6549,SAM ,Pueblo,CO,Sweep,,26,,CHES,844-367-5240
16,SUP,Van Buren,AR,Sweep,22,,,CHES,844-367-5240
160,SUP,Ash Flat,AR,Sweep,,5,,CHES,844-367-5240
6632,SAM ,Denver,CO,Sweep,,26,,CHES,844-367-5240
2391,WNM,New Port Richey,FL,Sweep,,,30,CHES,844-367-5240
6357,SAM ,Annapolis,MD,Sweep,,19,,CHES,844-367-5240
2396,WNM,Boynton Beach,FL,Sweep,,,30,CHES,844-367-5240
1644,SUP,Lewisburg,PA,Sweep,,5,,CHES,844-367-5240
1674,SUP,Hagerstown,MD,Sweep,,,9,CHES,844-367-5240
1677,SUP,New Hartford,NY,Sweep,22,,,CHES,844-367-5240
6383,SAM ,Salisbury,MD,Sweep,,19,,CHES,844-367-5240
1680,SUP,Kendall,FL,Sweep,,5,,CHES,844-367-5240
169,SUP,Lonoke,AR,Sweep,,,16,CHES,844-367-5240
1702,SUP,Melbourne,FL,Sweep,15,,,CHES,844-367-5240
6403,SAM ,Brandon,FL,Sweep,,19,,CHES,844-367-5240
