Dept / Cat #,Business Unit,date,Supplier Name,Brand/Product Name,UPC #,Description,Stock #,Retail Price,Customer_Remedy,,,
79,Walmart,7/01/14,Graco,EMERY FLIP-IT TS,4740610792,Travel System,1761277,199,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,MICKEY MOUSE,4740610783,Travel System,1761713,114,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,ALANO BABY,4740610832,Travel System,1762542,179,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,PR ALLY INFANT SEAT,4740610891,Travel System,1763859,105,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,INFANT ,4740610892,Travel System,1763896,60,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SPREE TS ASHFORD,4740611124,Travel System,1770641,139,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SPREE TS PRISCILLA,4740611316,Travel System,1770642,139,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,ALANO TS CARINA,4740611098,Travel System,1770643,188.94,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SURIN SNUG,4740611087,Travel System,1770685,79.88,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,QUATTRO TOUR,4740611170,Travel System,1772551,209,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,QUATTRO TOUR,4740611351,Travel System,1789857,233,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,ALANO,4740611358,Travel System,1790765,179.98,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,ALANO TRAVEL,4740611552,Travel System,1793999,189.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,FASTACTION ,4740611560,Travel System,1794303,199.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SNUGRIDE 30,4740611501,Travel System,1794305,104.12,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SNUGRIDE INF,4740611437,Travel System,1794308,69.09,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,PASADENA,4740611429,Travel System,1801009,72,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,DYNAMO LITE,4740611561,Travel System,1802200,179.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SNUGRIDE 30 IN,4740611690,Travel System,1812866,129.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,STYLUS LX TR,4740611705,Travel System,1812868,259.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SNUGRIDE INFNT,4740611592,Travel System,1812978,159.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,ARIEL,4740611830,Travel System,1813028,139,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,TWISTE,4740611730,Travel System,1813030,129,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,WHITNEY,4740611711,Travel System,1813031,178.98,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,DYNAMO LITE LX,4740611677,Travel System,1814403,199.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,INFANT CAR SEAT,4740611863,Travel System,1835975,119.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,TS FAF SONOMA,4740612001,Travel System,1843036,140,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SR22 DOTASTIC,4740611996,Travel System,1843037,79.88,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SR30 LEXI,4740611957,Travel System,1852299,99.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SNUGRIDE CLAS,4740612056,Travel System,1852300,79.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SPREE CLASSIS,4740611976,Travel System,1852636,169.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,FASTACTION FO,4740611975,Travel System,1852638,189.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SNUGRIDE CLAS,4740611940,Travel System,1853475,99.99,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
79,Walmart,7/01/14,Graco,SNUGRIDE30 ATHENS,4740612000,Travel System,1857538,99.98,"NHTSA Recall
This recall pertains to manufacture date codes July 2010 - May 2013.
Consumers can verify if their infant car seat is affected by this recall and order a replacement kit by entering the model name and date of manufacture onGracoBuckleRecall.c",,,
16,Walmart,6/12/14,Hitachi Koki USA,Hitachi strip nailer,7.17709E+11,Pneumatic Nailer ,NR83A3,309,"CPSC 14-205
Contact Hitachi Koki U.S.A. at 844-666-9469 or at www.hitachipowertools.com for information about free repairs. Recall involves Model # NR83A2(Y) w/serial #s that start with QD2, QN2 QO2, Q13, Q23, Q33, Q43, Q52, Q53, Q62, Q72, Q82 & Q92.Model",,,
11,Walmart,5/29/14,Sunbeam,Holmes,4889405321,Heater,HCH1823M-BTU,29.94,"CPSC 14-195
Immediately stop using and unplug the recalled heater and contact Sunbeam Products, Inc. For instructions on how to obtain a full refund,contact Sunbeam Products at 800-834-0056 or online at www.holmesproducts.com and click on Ceramic Heater R",,,
14,Walmart,5/28/14,Hamilton Beach,Bebe ,4009436531,Food Processor,36531,99.96,"CPSC 14-193
Stop using the slicing/shredding disc and contact Hamilton Beach to receive a free replacement food bowl lid, motor shaft adapter and slicing/shredding disc.Contact Hamilton Beach at 800-672-5872, or at www.hamiltonbeach.com and click on Recal",,,
79,Walmart,5/05/14,Baby Trend,Fastback,9001401342,Car Seat,FB60070,180,"NHTSA Recall
Baby Trend will notify registered owners and provide replacement buckles. Owners may contact Baby Trend at 800-328-7363 or visit www.babytrend.com. This Recall pertains to manufacturing date codes: October 2011 through July 2013.",,,
79,Walmart,5/05/14,Baby Trend,Fastback,9001401571,Car Seat,FB60408,154.98,"NHTSA Recall
Baby Trend will notify registered owners and provide replacement buckles. Owners may contact Baby Trend at 800-328-7363 or visit www.babytrend.com. This Recall pertains to manufacturing date codes: October 2011 through July 2013.",,,
47,Sams,4/30/14,Summer Infant,Baby Touch Video Monitor,12914020005,Baby Monitor,02000Z,229.88,"CPSC 14-156
Consumers should remove the battery and contact Summer Infant at 800-426-8627 for a replacement battery. The monitor can continue to be used on AC power with the power cord. Go online at www.summerinfant.com/batteryrecall for information.",,,
11,Walmart,4/29/14,General Electric,GE,8469122146,Dehumidifier,ADKW30LN,158,"CPSC 14-164
Stop using and unplug the recalled dehumidifiers. Contact Midea for instructions on returning the recalled dehumidifier for a free repair.Consumers may contac at 855-861-2799 or online at www.midea.com/us/ and click on Product Recall Info at t",,,
79,Walmart,4/23/14,Summer Infant,SIGHT VIDEO,1291402040,Baby Monitor,2040,139.88,"CPSC 14-156
Consumers should remove the battery and contact Summer Infant for a replacement battery at 800-426-8627 anytime or online at www.summerinfant.com/batteryrecall. The monitor can continue to be used on AC power with the power cord.",,,
79,Walmart,4/23/14,Summer Infant,Complete Coverage,1291428040,Baby Monitor,28040,0,"CPSC 14-156
Consumers should remove the battery and contact Summer Infant for a replacement battery at 800-426-8627 anytime or online at www.summerinfant.com/batteryrecall. The monitor can continue to be used on AC power with the power cord.",,,
79,Walmart,4/23/14,Summer Infant,Sleek and Secure ,1291428270,Baby Monitor,28270,0,"CPSC 14-156
Consumers should remove the battery and contact Summer Infant for a replacement battery at 800-426-8627 anytime or online at www.summerinfant.com/batteryrecall. The monitor can continue to be used on AC power with the power cord.",,,
79,Walmart,4/23/14,Summer Infant,BABYTOUCh,1291402000,Baby Monitor,2000 and 02000Z,214.88,"CPSC 14-156
Consumers should remove the battery and contact Summer Infant for a replacement battery at 800-426-8627 anytime or online at www.summerinfant.com/batteryrecall. The monitor can continue to be used on AC power with the power cord.",,,
79,Walmart,4/23/14,Summer Infant,BEST VIEW,1291428280,Baby Monitor,28280Z,169.88,"CPSC 14-156
Consumers should remove the battery and contact Summer Infant for a replacement battery at 800-426-8627 anytime or online at www.summerinfant.com/batteryrecall. The monitor can continue to be used on AC power with the power cord.",,,
16,Walmart,4/22/14,MTD Remington,Remington,8493184081,Leaf Blower,RM180B,35,"CPSC 14-152
Stop using the recalled blowers and contact Remington at (888) 848-6038 or at www.mtdproducts.com for a free replacement.  
Serial #s, S1E131XK0001 thru S1E162XK2008 (MOD between May 13, 2011-May 16, 2012, are on recall.The 3rd through 6th dig",,,
9,Walmart,4/18/14,Ontel Products Corp.,Isometric,73554160809,Exercise Equipment,ISO7X-MC4,24.88,"CPSC 14-150
Recall involves ISO7X isometric exercise devices with black handle grips only. Contact Ontel Products Corporation at 800-245-0511, visit www.ontel.com and click on ""ISO7X Recall Notice"" or
 email help@ontel.com.",,,
47,Sams,4/04/14,Evenflo,Symphony 65 Car Seat,3288417022,Car seat,0,,"NHTSA
Consumers who may own a car seat or harnessed booster subject to this recall should visit the recall website or call Evenflo at 800-490-7591 for a free remedy kit. Go to www.buckle.evenflo.com for more information.",,,
47,Sams,4/04/14,Evenflo,Maestro-Keller Car Seat,3288417408,Car seat,0,,"NHTSA
Consumers who may own a car seat or harnessed booster subject to this recall should visit the recall website or call Evenflo at 800-490-7591 for a free remedy kit. Go to www.buckle.evenflo.com for more information.",,,
47,Sams,4/04/14,Evenflo,Maestro -Adele Car Seat,3288417409,Car seat,0,,"NHTSA
Consumers who may own a car seat or harnessed booster subject to this recall should visit the recall website or call Evenflo at 800-490-7591 for a free remedy kit. Go to www.buckle.evenflo.com for more information.",,,
47,Sams,4/04/14,Evenflo,Symp-Levi Car Seat,3288417413,Car seat,0,,"NHTSA
Consumers who may own a car seat or harnessed booster subject to this recall should visit the recall website or call Evenflo at 800-490-7591 for a free remedy kit. Go to www.buckle.evenflo.com for more information.",,,
47,Sams,4/04/14,Evenflo,Sec -Crawford Car Seat,3288417522,Car seat,0,,"NHTSA
Consumers who may own a car seat or harnessed booster subject to this recall should visit the recall website or call Evenflo at 800-490-7591 for a free remedy kit. Go to www.buckle.evenflo.com for more information.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416860,Car Seat - MAESTRO ,3101887,79,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416713,Car Seat - MOMENTUM OLYMPIA ,3851998,150,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417760,Car Seat - CHASE LX ,30611117,64,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417707,Car Seat - CHASE SELECT RED ,30611352,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417708,Car Seat - CHASE SELECT PINK ,30611353,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417715,Car Seat - CHASE LX ,30611355,64,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417802,Car Seat - CHASE LX ,30611377,64,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288418089,Car Seat - CHASE SELECT ,30611466,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288418090,Car Seat - CHASE SELECT ,30611467,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288418410,Car Seat - SECUREKID LX KOHL ,30811229,119,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417410,Car Seat,30811263,129.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288418143,Car Seat - SECUREKID 4 ,30821304,155,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416938,Car Seat - MAESTRO ,31011057,79,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417947,Car Seat - MAESTRO ,31011433,79.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417948,Car Seat - MAESTRO ,31011434,79.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416462,Car seat - CHASE ABIGAIL ,32911010,68.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416558,Car seat,32911061,60,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416586, Car Seat - CHASE NASHVLLE,32911084,68.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416671,Car Seat - CHASE ,32911113,59,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416673,Car Seat - CHASE ,32911122,54,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417395,Car Seat - CHASE PNK ,32911253,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417396,Car Seat - CHASE GREY ,32911254,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416463,Car seat - CHASE ABIGAIL ,32921010,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288416986,Car Seat - CHASE HUDSON ,32921122,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417291,Car Seat - CHASE ABIGAIL ,32931010,64.88,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417411,CarSeat - BEFORT,34511264,199.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417546,Car Seat - SYMPHONY DLX OCALA ,34621038,0,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288418141,Car Seat - SYMPHONY DL ,34621038,229.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288418145,Car Seat - SYMPHONY65 ,34621176,199.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417725,Car Seat - SYMPHONY DL ,34621358,229.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417651,Car Seat - SURERIDE DLX SUGAR ,37111334,99.99,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417943,Car Seat - SURERIDE DL ,37111429,99.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
79,Walmart,4/04/14,Evenflo,Evenflo,3288417944,Car Seat - SURERIDE DL ,37111430,99.98,"NHTSA Recall.
Consumers should visit www.buckle.evenflo.com or call Evenflo at 800-490-7591 for a free remedy kit.",,,
11,Walmart,4/01/14,Dyson Inc,DYSON HOT & COOL,87995700543,Heater,22159-01,399,"CPSC 14-143
Stop using and unplug the recalled heaters and contact Dyson for a free repair. Contact Dyson at 866-297-5303 or online at www.dyson.com and click on Safety Recall.",,,
11,Walmart,4/01/14,Dyson Inc,DYSON HOT & COOL,87995700585,Heater,23153-01,399,"CPSC 14-143
Stop using and unplug the recalled heaters and contact Dyson for a free repair. Contact Dyson at 866-297-5303 or online at www.dyson.com and click on Safety Recall.",,,
11,Walmart,4/01/14,Dyson Inc,DYSON HOT,87995700892,Heater,300095-01,399,"CPSC 14-143
Stop using and unplug the recalled heaters and contact Dyson for a free repair. Contact Dyson at 866-297-5303 or online at www.dyson.com and click on Safety Recall.",,,
11,Walmart,4/01/14,Dyson Inc,DYSON HOT,87995700895,Heater,300096-01,399,"CPSC 14-143
Stop using and unplug the recalled heaters and contact Dyson for a free repair. Contact Dyson at 866-297-5303 or online at www.dyson.com and click on Safety Recall.",,,
11,Walmart,4/01/14,Dyson Inc,DYSON HOT,87995700929,Heater,300374-01,399,"CPSC 14-143
Stop using and unplug the recalled heaters and contact Dyson for a free repair. Contact Dyson at 866-297-5303 or online at www.dyson.com and click on Safety Recall.",,,
5,Walmart,3/27/14,Lenovo Inc.,Notebook Computer,88597674559,Laptop Battery Pack,0578N6U,598,"CPSC 14-142
Recalled battery pack part #s: 42T4695, 42T4711, 42T4798, 42T4804, 42T4812, 42T4822, 42T4828, 42T4834, 42T4840 and 42T4890.  Turn off ThinkPad notebook computer, remove battery pack and contact Lenovo at 800-426-7378 for a free battery replace",,,
5,Walmart,3/27/14,Lenovo Inc.,Notebook Computer,88597674557,Laptop Battery Pack,0578N8U,528,"CPSC 14-142
Recalled battery pack part #s: 42T4695, 42T4711, 42T4798, 42T4804, 42T4812, 42T4822, 42T4828, 42T4834, 42T4840 and 42T4890.  Turn off ThinkPad notebook computer, remove battery pack and contact Lenovo at 800-426-7378 for a free battery replace",,,
7,Walmart,3/25/14,Levatoy,Cuddle Care Doll,60457616800,Doll,16800,20,"CPSC 14-140
Take the dolls from children, remove the batteries and return the doll to any Walmart for a full refund. Customers may contact Wal-Mart Stores at 800-925-6278, or online at www.walmart.com.",,,
79,Walmart,3/21/14,Energizer Personal Care,Playtex,7830006578,Breast Pump,6578,89.98,"FDA Recall
The affected adapters were manufactured from November 2012 - July 2013. The product is identified by serial numbers (P12324-XXXX - P13205-XXXX) located on the base of the breast pump. Adapter production code (1241 through 1324).Consumers should",,,
6,Walmart,3/06/14,Canon USA,PowerShot SX50,1380315719,Camera,6352B001,399,"CPSC 14-128
Impacted Serial #s: beginning w/ 69, 70 and 71, and w/ the 6th digit being 1. Stop using recalled camera. Contact Canon at 855-226-3277 for a free repair. Visit www.usa.canon.com for more information.",,,
79,Walmart,2/12/14,Graco,NAUTILUS 3IN1,4740610503,Car seat,1754686,179.99,"NHTSA Recall.
This recall impacts car seats manufactured between 1/01/2009 & 7/2013.  The Date of Manufacture can be found on the car seat label.  Accept Member returns only if they fall within the impacted date of manufacture range.For a replacement harn",,,
79,Walmart,2/12/14,Graco,MYRIDE 65 ALMA,4740610545,Car seat,1756268,129.5,"NHTSA Recall.
This recall impacts car seats manufactured between 1/01/2009 & 7/2013.  The Date of Manufacture can be found on the car seat label.  Accept Member returns only if they fall within the impacted date of manufacture range.For a replacement harn",,,
79,Walmart,2/12/14,Graco,MYRIDE 65 EDGEMONT,4740610546,Car seat,1756269,129.5,"NHTSA Recall.
This recall impacts car seats manufactured between 1/01/2009 & 7/2013.  The Date of Manufacture can be found on the car seat label.  Accept Member returns only if they fall within the impacted date of manufacture range.For a replacement harn",,,
79,Walmart,2/12/14,Graco,NAUTILUS PINK,4740610548,Car seat,1756293,139,"NHTSA Recall.
This recall impacts car seats manufactured between 1/01/2009 & 7/2013.  The Date of Manufacture can be found on the car seat label.  Accept Member returns only if they fall within the impacted date of manufacture range.For a replacement harn",,,
79,Walmart,2/12/14,Graco,NAUTILUS 3IN1CAR SET,4740610652,Car seat,1758196,179.99,"NHTSA Recall.
This recall impacts car seats manufactured between 1/01/2009 & 7/2013.  The Date of Manufacture can be found on the car seat label.  Accept Member returns only if they fall within the impacted date of manufacture range.For a replacement harn",,,
79,Walmart,2/12/14,Graco,NAUTILUS3-1 RAYA,4740611293,Car seat,1761271,139,"NHTSA Recall.
This recall impacts car seats manufactured between 1/01/2009 & 7/2013.  The Date of Manufacture can be found on the car seat label.  Accept Member returns only if they fall within the impacted date of manufacture range.For a replacement harn",,,
79,Walmart,2/12/14,Graco,65 CONVERT,4740611060,Car seat,1770575,149.99,"NHTSA Recall.
This recall impacts car seats manufactured between 1/01/2009 & 7/2013.  The Date of Manufacture can be found on the car seat label.  Accept Member returns only if they fall within the impacted date of manufacture range.For a replacement harn",,,
79,Walmart,2/12/14,Graco,MAVO MYRIDE64 ,4740611212,Car seat,1770670,139.87,"NHTSA Recall.
This recall impacts car seats manufactured between 1/01/2009 & 7/2013.  The Date of Manufacture can be found on the car seat label.  Accept Member returns only if they fall within the impacted date of manufacture range.For a replacement harn",,,
