Club,Item #,Vendor,Geography,Late PO Contact,Maintenance Request Contact,On copy
7658,990002187,Reddy Ice,7658 - BRUNSWICK GA,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8202,990002187,Reddy Ice,"8202 - SAVANNAH, GA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4775,990002187,Reddy Ice,"4775 - METAIRIE, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4837,990002187,Reddy Ice,"4837 - DENHAM SPRINGS, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4874,990002187,Reddy Ice,4874 - COVINGTON LA,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6220,990002187,Reddy Ice,"6220 - SLIDELL, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6521,30538,Reddy Ice,"6521 - HOUMA, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6527,30538,Reddy Ice,"6527 - BATON ROUGE, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8114,30538,Reddy Ice,"8114 - LAFAYETTE, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8181,990002187,Reddy Ice,"8181 - ALEXANDRIA, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8221,990002187,Reddy Ice,"8221 - HARVEY, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8237,990002187,Reddy Ice,"8237 - MONROE, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8261,990002187,Reddy Ice,"8261 - KENNER, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8265,990002187,Reddy Ice,"8265 - LAKE CHARLES,LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4109,990002187,Reddy Ice,4109 - BOSSIER CITY LA,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8273,990002187,Reddy Ice,"8273 - SHREVEPORT, LA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6372,990002187,Reddy Ice,"6372 - DALLAS, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8269,990002187,Reddy Ice,"8269 - GRAND PRAIRIE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8277,990002187,Reddy Ice,"8277 - WESTWORTH VILLAGE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4742,990002187,Reddy Ice,"4742 - FORT WORTH, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4743,990002187,Reddy Ice,"4743 - PLANO (E), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4783,990002187,Reddy Ice,"4783 - GARLAND, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4905,990002187,Reddy Ice,"4905 - DENTON, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4790,990002187,Reddy Ice,"4790 - PEARL, MS",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4871,990002187,Reddy Ice,"4871 - MERIDIAN, MS",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6329,990002187,Reddy Ice,"6329 - TUPELO, MS",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6503,990002187,Reddy Ice,"6503 - HATTIESBURG, MS",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8236,990002187,Reddy Ice,"8236 - GULFPORT, MS",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8271,990002187,Reddy Ice,"8271 - JACKSON, MS",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4805,399629,Reddy Ice,"4805 - BILLINGS, MT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6379,990002187,Reddy Ice,"6379 - GREAT FALLS, MT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4797,990002187,Reddy Ice,4797 - KANNAPOLIS NC,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4798,990002187,Reddy Ice,"4798 - WINSTON-SALEM, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4831,990002187,Reddy Ice,"4831 - DURHAM (S), NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4917,990002187,Reddy Ice,4917 - MOORESVILLE NC,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4946,990002187,Reddy Ice,"4946 - ROCKY MOUNT, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4950,990002187,Reddy Ice,"4950 - HENDERSONVILLE, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6216,990002187,Reddy Ice,"6216 - WINTERVILLE, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6348,990002187,Reddy Ice,"6348 - PINEVILLE, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6355,990002187,Reddy Ice,"6355 - HICKORY, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6402,990002187,Reddy Ice,"6402 - GREENSBORO, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6414,990002187,Reddy Ice,"6414 - GASTONIA, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6443,990002187,Reddy Ice,"6443 - GOLDSBORO, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6452,990010611,Reddy Ice,"6452 - ASHEVILLE, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6540,990002187,Reddy Ice,"6540 - CHARLOTTE, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6570,990002187,Reddy Ice,"6570 - RALEIGH, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6573,990002187,Reddy Ice,6573 - JACKSONVILLE NC,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6976,990002187,Reddy Ice,6976 - WAKE FOREST NC,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8129,990002187,Reddy Ice,"8129 - WILMINGTON, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8218,990002187,Reddy Ice,"8218 - FAYETTEVILLE,NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8219,990002187,Reddy Ice,"8219 - MATTHEWS, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8223,990002187,Reddy Ice,"8223 - RALEIGH, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8228,990002187,Reddy Ice,"8228 - WINSTON-SALEM, NC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4906,990002187,Reddy Ice,"4906 - MCKINNEY, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4911,990002187,Reddy Ice,4911 - MANSFIELD TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6244,990002187,Reddy Ice,"6244 - FORT WORTH, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6255,990002187,Reddy Ice,"6255 - PLANO(N),TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6265,990002187,Reddy Ice,"6265 - IRVING (N), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4703,990002187,Reddy Ice,"4703 - ALBUQUERQUE, NM",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4938,990002187,Reddy Ice,"4938 - ALBUQUERQUE (CENTRAL), NM",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6347,990002187,Reddy Ice,"6347 - FARMINGTON, NM",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6408,990002187,Reddy Ice,"6408 - SANTA FE, NM",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6672,990002187,Reddy Ice,"6672 - ALBUQUERQUE, NM",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4961,990002187,Reddy Ice,"4961 - ROSWELL, NM",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4784,990002187,Reddy Ice,"4784 - LAS CRUCES,NM",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6376,990002187,Reddy Ice,"6376 - ADDISON, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6381,990002187,Reddy Ice,"6381 - LEWISVILLE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6781,990002187,Reddy Ice,6781 - KELLER TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8210,990002187,Reddy Ice,"8210 - FORT WORTH, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8224,990002187,Reddy Ice,"8224 - WICHITA FALLS, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8242,990002187,Reddy Ice,"8242 - DALLAS (E), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8248,990002187,Reddy Ice,"8248 - DALLAS (W), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8268,990002187,Reddy Ice,"8268 - N. RICHLAND HILLS, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8282,990002187,Reddy Ice,"8282 - DALLAS (S), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8299,990002187,Reddy Ice,8299 - PLANO TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6482,990002187,Reddy Ice,"6482 - DALLAS (E), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8289,990002187,Reddy Ice,"8289 - OK CITY (W), OK",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4745,990002187,Reddy Ice,"4745 - THORNTON, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4770,990002187,Reddy Ice,"4770 - EVANS, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4777,990002187,Reddy Ice,"4777 - DENVER, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4816,990002187,Reddy Ice,"4816 - AURORA (SE), CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4853,990002187,Reddy Ice,4853 - CASTLE ROCK CO,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4987,990002187,Reddy Ice,4987 - LONGMONT ALT CO,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6582,990002187,Reddy Ice,6582 - BLUFFTON SC,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8252,990002187,Reddy Ice,"8252 - N CHARLESTON,SC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4872,990002187,Reddy Ice,4872 - COLUMBIA NE SC,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6236,990002187,Reddy Ice,6236 - ROCK HILL SC,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6353,990002187,Reddy Ice,"6353 - MYRTLE BEACH, SC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6571,990002187,Reddy Ice,"6571 - FLORENCE, SC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8283,990002187,Reddy Ice,"8283 - COLUMBIA, SC",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8222,990010611,Reddy Ice,"8222 - JOHNSON CITY, TN",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6572,990010611,Reddy Ice,"6572 - KNOXVILLE, TN",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8256,990010611,Reddy Ice,"8256 - KNOXVILLE, TN",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6219,990002187,Reddy Ice,"6219 - COLORADO SPRINGS, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6549,990002187,Reddy Ice,"6549 - PUEBLO, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6630,990002187,Reddy Ice,"6630 - ARVADA, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6631,990002187,Reddy Ice,"6631 - AURORA, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6632,990002187,Reddy Ice,"6632 - DENVER, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6633,990002187,Reddy Ice,"6633 - FT COLLINS, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4948,990002187,Reddy Ice,"4948 - SAN ANGELO, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6634,990002187,Reddy Ice,"6634 - LONE TREE, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6635,990002187,Reddy Ice,"6635 - LITTLETON, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8147,990002187,Reddy Ice,"8147 - LOVELAND, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8272,990002187,Reddy Ice,"8272 - COLORADO SPRINGS, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4839,990002187,Reddy Ice,4839 - TULSA HILLS OK,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6439,990002187,Reddy Ice,"6439 - ODESSA,TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6238,990002187,Reddy Ice,6238 - OWASSO OK,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
7676,990002187,Reddy Ice,7676 - AMARILLO TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6342,990002187,Reddy Ice,"6342 - TULSA (E), OK",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8263,990002187,Reddy Ice,"8263 - TULSA, OK",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8226,990002187,Reddy Ice,"8226 - ABILENE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4731,990002187,Reddy Ice,"4731 - OK CITY(NW),OK",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4761,990002187,Reddy Ice,"4761 - NORMAN, OK",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6267,990002187,Reddy Ice,6267 - EDMOND OK,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8270,990002187,Reddy Ice,"8270 - LUBBOCK, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8279,990002187,Reddy Ice,"8279 - AMARILLO, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6779,990002187,Reddy Ice,6779 - MOORE OK,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8288,990002187,Reddy Ice,"8288 - MIDLAND, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8295,990002187,Reddy Ice,"8295 - TEXARKANA, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
7189,990002187,Reddy Ice,7189 - OKLAHOMA CITY PENN SQ OK,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8244,990002187,Reddy Ice,"8244 - HOUSTON (S), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8275,990002187,Reddy Ice,"8275 - BEAUMONT, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8281,990002187,Reddy Ice,"8281 - HOUSTON (E), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4702,990002187,Reddy Ice,"4702 - FRIENDSWOOD, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4712,990002187,Reddy Ice,"4712 - HOUSTON(MEM), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4713,990002187,Reddy Ice,"4713 - SHENANDOAH, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4720,990002187,Reddy Ice,"4720 - AUSTIN, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4721,990002187,Reddy Ice,"4721 - HOUSTON (W'BROOK), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4763,990002187,Reddy Ice,"4763 - SUGAR LAND, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4764,990002187,Reddy Ice,"4764 - KATY (FRY), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4769,990002187,Reddy Ice,"4769 - HOUSTON(WESTPARK), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4843,990002187,Reddy Ice,4843 - PEARLAND TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4850,990002187,Reddy Ice,4850 - EDINBURG TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4914,990002187,Reddy Ice,4914 - SAN ANTONIO N TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4939,990002187,Reddy Ice,"4939 - SAN ANTONIO (BROOKS), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4958,990002187,Reddy Ice,"4958 - SAN MARCOS, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6188,990002187,Reddy Ice,6188 - AUSTIN LAKELINE TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6202,990002187,Reddy Ice,"6202 - LUFKIN, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6245,990002187,Reddy Ice,6245 - HARKER HEIGHTS TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6246,990002187,Reddy Ice,6246 - EL PASO TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6259,990002187,Reddy Ice,"6259 - ROUND ROCK, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6262,990002187,Reddy Ice,"6262 - SAN ANTONIO (NNW), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6269,990002187,Reddy Ice,6269 - HARLINGEN TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6336,990002187,Reddy Ice,"6336 - TEMPLE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6338,990002187,Reddy Ice,"6338 - COLLEGE STATION, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6367,990002187,Reddy Ice,"6367 - HUMBLE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6421,990002187,Reddy Ice,"6421 - CONROE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6422,990002187,Reddy Ice,"6422 - LONGVIEW, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6453,990002187,Reddy Ice,"6453 - AUSTIN (NW), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6471,990002187,Reddy Ice,"6471 - VICTORIA, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8117,990002187,Reddy Ice,"8117 - OK CITY (N), OK",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6502,990002187,Reddy Ice,"6502 - EL PASO, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6867,990002187,Reddy Ice,6867 - HOUSTON CINCO TX,kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8126,990002187,Reddy Ice,"8126 - BROWNSVILLE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8153,990002187,Reddy Ice,"8153 - EL PASO, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8156,990002187,Reddy Ice,"8156 - LAREDO, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8190,990002187,Reddy Ice,"8190 - LA MARQUE, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8227,990002187,Reddy Ice,"8227 - SAN ANTONIO (NW), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8245,990002187,Reddy Ice,"8245 - HOUSTON (N), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8246,990002187,Reddy Ice,"8246 - STAFFORD, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8250,990002187,Reddy Ice,"8250 - MCALLEN, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8259,990002187,Reddy Ice,"8259 - AUSTIN, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8262,990002187,Reddy Ice,"8262 - SAN ANTONIO (N), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8264,990002187,Reddy Ice,"8264 - SAN ANTONIO (S), TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8267,990002187,Reddy Ice,"8267 - CORPUS CHRISTI, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8274,990002187,Reddy Ice,"8274 - HOUSTON (NW),TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8280,990002187,Reddy Ice,"8280 - EL PASO, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8284,990002187,Reddy Ice,"8284 - TYLER, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8286,990002187,Reddy Ice,"8286 - WACO, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4718,990002187,Reddy Ice,"4718 - SOUTH JORDAN, UT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4730,990002187,Reddy Ice,"4730 - WEST JORDAN, UT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4786,990002187,Reddy Ice,"4786 - LOGAN, UT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6682,990002187,Reddy Ice,"6682 - LAYTON, UT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6683,990002187,Reddy Ice,"6683 - MURRAY, UT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6684,990002187,Reddy Ice,"6684 - RIVERDALE, UT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6685,990002187,Reddy Ice,"6685 - PROVO, UT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6686,990002187,Reddy Ice,"6686 - SALT LAKE CITY, UT",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4710,990005729,Reddy Ice,"4710 - CHESAPEAKE, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4711,990002187,Reddy Ice,"4711 - VIRGINIA BEACH, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
4996,990005729,Reddy Ice,"4996 - DANVILLE (C), VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6343,990002187,Reddy Ice,"6343 - RICHMOND(NW),VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6351,990002187,Reddy Ice,"6351 - NEWPORT NEWS, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6354,990002187,Reddy Ice,"6354 - MIDLOTHIAN, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6365,990002187,Reddy Ice,"6365 - CHARLOTTESVILLE, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6368,990002187,Reddy Ice,"6368 - CHESAPEAKE, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6458,990002187,Reddy Ice,"6458 - LYNCHBURG, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6518,990010611,Reddy Ice,"6518 - BRISTOL,VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6524,990002187,Reddy Ice,"6524 - COLONIAL HEIGHTS, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8220,990005729,Reddy Ice,"8220 - ROANOKE, VA",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8239,990002187,Reddy Ice,"8239 - LAWTON, OK",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
8241,990002187,Reddy Ice,"8241 - MIDWEST CITY, OK",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6350,990002187,Reddy Ice,"6350 - SHERMAN, TX",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
6360,990002187,Reddy Ice,"6360 - GRAND JUNCTION, CO",kgarcia@reddyice.com,customerservice@reddyice.com,N/A
