Club #,Training Date,Go Live Date,Link to Toolkit
8176,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8177,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8180,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8181,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8182,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8183,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8184,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8185,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8186,Completed,6/1/2022,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8188,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8189,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8190,2/12/2024,2/26/2024,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8191,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8192,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8193,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8194,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8196,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8197,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8201,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8202,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8203,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8205,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8207,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8208,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8209,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8210,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8211,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8213,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8215,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8218,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8219,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8220,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8221,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8222,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8223,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8224,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8225,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8226,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8227,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8228,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8236,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8237,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8238,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8239,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8241,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8242,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8243,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8244,2/12/2024,2/26/2024,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8245,1/8/2024,1/22/2024,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8246,1/8/2024,1/22/2024,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8247,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8248,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8250,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8251,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8252,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8253,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8254,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8256,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8257,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8259,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8261,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8262,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8263,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8264,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8265,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8266,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8267,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8268,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8269,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8270,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8271,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8272,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8273,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8274,1/8/2024,1/22/2024,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8275,2/12/2024,2/26/2024,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8276,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8277,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8278,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8279,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8280,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8281,2/12/2024,2/26/2024,https://one.walmart.com/content/sams_wire/en_us/work/operations/operations-resources/path-to-zero-waste/zero-de-pack-program.html
8282,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8283,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8284,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8285,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8286,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8287,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8288,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8289,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8290,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8291,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8292,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8293,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8294,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8295,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8296,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8297,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8298,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
8299,N/A,"No planned date at this time. Please proceed with regular Bone Barrel & Organics program and check back at a later time, since this might change.",N/A
