Primary Key,BU2,Region,Market,Store,Monthly Procedure Review,Monthly Equipment  Completion,Weekly Compliance  Usage,Weekly Operational  Usage
53,NORTH,53,196,2522,100%,100%,100%,100%
,,,196 Total,,100%,100%,91%,91%
53,NORTH,53,263,802,100%,100%,100%,100%
53,NORTH,53,263,958,100%,100%,50%,50%
53,NORTH,53,263,1490,100%,100%,100%,100%
53,NORTH,53,263,1740,100%,100%,75%,25%
53,NORTH,53,263,1955,100%,100%,100%,100%
53,NORTH,53,263,2532,100%,100%,75%,75%
53,NORTH,53,263,3837,100%,100%,100%,100%
53,NORTH,53,263,5398,100%,100%,100%,75%
,,,263 Total,,100%,100%,88%,78%
53,NORTH,53,425,882,100%,100%,100%,100%
53,NORTH,53,425,913,100%,100%,100%,100%
53,NORTH,53,425,982,100%,100%,100%,100%
53,NORTH,53,425,1020,0%,100%,100%,100%
53,NORTH,53,425,1657,100%,100%,50%,50%
53,NORTH,53,425,1971,100%,0%,0%,0%
53,NORTH,53,425,2812,100%,100%,100%,100%
53,NORTH,53,425,3534,100%,100%,100%,100%
,,,425 Total,,88%,88%,81%,81%
53,NORTH,53,435,2668,100%,100%,100%,100%
53,NORTH,53,435,2828,100%,100%,100%,75%
53,NORTH,53,435,3488,100%,100%,100%,100%
,,,435 Total,,100%,100%,100%,92%
53,NORTH,53,436,1446,100%,100%,100%,100%
53,NORTH,53,436,1672,100%,100%,75%,75%
53,NORTH,53,436,1819,100%,100%,100%,100%
53,NORTH,53,436,2421,100%,0%,75%,75%
53,NORTH,53,436,5432,100%,100%,100%,100%
53,NORTH,53,436,5444,100%,100%,75%,75%
,,,436 Total,,100%,83%,88%,88%
53,NORTH,53,438,965,100%,100%,75%,75%
53,NORTH,53,438,979,100%,100%,75%,75%
53,NORTH,53,438,1007,100%,100%,100%,100%
53,NORTH,53,438,1202,100%,100%,100%,75%
53,NORTH,53,438,1277,100%,100%,100%,100%
53,NORTH,53,438,1679,100%,100%,100%,100%
53,NORTH,53,438,5127,100%,100%,75%,75%
53,NORTH,53,438,5373,100%,100%,100%,100%
53,NORTH,53,438,5397,100%,100%,100%,100%
,,,438 Total,,100%,100%,92%,89%
53,NORTH,53,439,1430,100%,100%,100%,100%
53,NORTH,53,439,1643,100%,100%,75%,75%
53,NORTH,53,439,1828,100%,100%,100%,100%
53,NORTH,53,439,2509,100%,100%,75%,75%
53,NORTH,53,439,2958,100%,100%,100%,100%
53,NORTH,53,439,2986,100%,100%,100%,100%
,,,439 Total,,100%,100%,92%,92%
53,NORTH,53,440,1453,100%,100%,100%,100%
53,NORTH,53,440,1931,100%,100%,100%,75%
53,NORTH,53,440,2127,100%,100%,100%,100%
53,NORTH,53,440,2271,100%,100%,100%,100%
53,NORTH,53,440,2813,100%,100%,100%,100%
53,NORTH,53,440,3268,100%,100%,100%,100%
53,NORTH,53,440,5090,100%,100%,100%,100%
,,,440 Total,,100%,100%,100%,96%
53,NORTH,53,441,847,100%,100%,100%,100%
53,NORTH,53,441,1305,100%,100%,100%,100%
53,NORTH,53,441,1396,100%,100%,100%,100%
53,NORTH,53,441,1799,100%,100%,100%,100%
53,NORTH,53,441,2335,100%,100%,100%,100%
53,NORTH,53,441,3505,100%,100%,100%,100%
53,NORTH,53,441,3857,100%,100%,100%,100%
,,,441 Total,,100%,100%,100%,100%
53,NORTH,53,442,910,100%,100%,100%,100%
53,NORTH,53,442,1515,0%,100%,75%,50%
53,NORTH,53,442,1571,100%,100%,100%,100%
53,NORTH,53,442,1776,100%,100%,100%,100%
53,NORTH,53,442,3247,100%,100%,100%,100%
53,NORTH,53,442,3322,100%,100%,75%,75%
,,,442 Total,,83%,100%,92%,88%
53,NORTH,53,444,1012,100%,100%,100%,100%
53,NORTH,53,444,1276,100%,100%,100%,100%
53,NORTH,53,444,2658,100%,100%,100%,100%
53,NORTH,53,444,3324,100%,100%,100%,100%
53,NORTH,53,444,3497,100%,100%,50%,50%
53,NORTH,53,444,5463,100%,100%,100%,100%
,,,444 Total,,100%,100%,92%,92%
53 Total,,53 Total,,,97%,97%,92%,89%
,NORTH Total,,,,91%,94%,89%,86%
2,SOUTHEAST,2,18,515,100%,100%,100%,100%
2,SOUTHEAST,2,18,1070,100%,100%,100%,100%
2,SOUTHEAST,2,18,1122,0%,100%,50%,50%
2,SOUTHEAST,2,18,2753,100%,100%,50%,50%
2,SOUTHEAST,2,18,3485,100%,100%,75%,75%
2,SOUTHEAST,2,18,3874,100%,100%,50%,50%
2,SOUTHEAST,2,18,4616,100%,100%,100%,100%
,,,18 Total,,86%,100%,75%,75%
2,SOUTHEAST,2,19,3201,100%,100%,100%,100%
2,SOUTHEAST,2,19,3401,100%,100%,50%,50%
2,SOUTHEAST,2,19,3402,100%,100%,100%,100%
2,SOUTHEAST,2,19,3709,100%,100%,50%,25%
,,,19 Total,,100%,100%,75%,69%
2,SOUTHEAST,2,20,1184,100%,100%,100%,100%
2,SOUTHEAST,2,20,1340,100%,100%,100%,50%
2,SOUTHEAST,2,20,2475,100%,100%,75%,75%
2,SOUTHEAST,2,20,2584,100%,100%,100%,100%
,,,20 Total,,100%,100%,94%,81%
2,SOUTHEAST,2,21,3,0%,0%,50%,50%
2,SOUTHEAST,2,21,510,100%,100%,100%,100%
2,SOUTHEAST,2,21,1111,100%,100%,75%,75%
2,SOUTHEAST,2,21,1121,100%,100%,100%,100%
2,SOUTHEAST,2,21,1363,100%,100%,100%,100%
2,SOUTHEAST,2,21,1400,100%,0%,25%,25%
2,SOUTHEAST,2,21,2811,100%,100%,100%,100%
2,SOUTHEAST,2,21,3627,100%,100%,100%,100%
2,SOUTHEAST,2,21,5482,100%,100%,100%,100%
,,,21 Total,,89%,78%,83%,83%
2,SOUTHEAST,2,22,594,100%,100%,100%,100%
2,SOUTHEAST,2,22,722,100%,100%,50%,50%
2,SOUTHEAST,2,22,727,100%,100%,75%,50%
2,SOUTHEAST,2,22,787,100%,100%,75%,75%
2,SOUTHEAST,2,22,855,100%,100%,25%,25%
2,SOUTHEAST,2,22,856,100%,100%,75%,75%
2,SOUTHEAST,2,22,1488,100%,100%,75%,50%
2,SOUTHEAST,2,22,2732,100%,100%,100%,100%
2,SOUTHEAST,2,22,3205,0%,100%,75%,75%
2,SOUTHEAST,2,22,4409,100%,100%,100%,100%
,,,22 Total,,90%,100%,75%,70%
2,SOUTHEAST,2,23,1578,100%,100%,100%,100%
2,SOUTHEAST,2,23,5390,100%,100%,100%,100%
,,,23 Total,,100%,100%,100%,100%
2,SOUTHEAST,2,24,575,100%,100%,75%,100%
2,SOUTHEAST,2,24,878,100%,0%,25%,0%
2,SOUTHEAST,2,24,1314,100%,100%,100%,75%
2,SOUTHEAST,2,24,1373,100%,100%,100%,100%
2,SOUTHEAST,2,24,2154,100%,100%,100%,100%
2,SOUTHEAST,2,24,2941,100%,100%,75%,75%
2,SOUTHEAST,2,24,3462,100%,100%,75%,75%
2,SOUTHEAST,2,24,4436,0%,0%,25%,25%
2,SOUTHEAST,2,24,7185,100%,100%,100%,100%
,,,24 Total,,89%,78%,75%,72%
2,SOUTHEAST,2,25,459,100%,100%,100%,100%
2,SOUTHEAST,2,25,520,100%,100%,100%,100%
2,SOUTHEAST,2,25,548,100%,100%,100%,75%
2,SOUTHEAST,2,25,780,100%,100%,100%,100%
2,SOUTHEAST,2,25,1720,100%,100%,100%,100%
2,SOUTHEAST,2,25,3388,100%,100%,100%,75%
2,SOUTHEAST,2,25,3389,100%,0%,50%,50%
2,SOUTHEAST,2,25,3786,100%,100%,100%,100%
2,SOUTHEAST,2,25,5252,100%,100%,75%,75%
,,,25 Total,,100%,89%,92%,86%
2,SOUTHEAST,2,26,518,100%,100%,100%,100%
2,SOUTHEAST,2,26,615,100%,100%,100%,100%
2,SOUTHEAST,2,26,937,0%,0%,0%,0%
2,SOUTHEAST,2,26,1586,100%,100%,100%,100%
2,SOUTHEAST,2,26,3403,100%,100%,100%,100%
2,SOUTHEAST,2,26,5275,100%,100%,100%,100%
,,,26 Total,,83%,83%,83%,83%
2,SOUTHEAST,2,35,640,100%,100%,100%,100%
2,SOUTHEAST,2,35,641,100%,100%,100%,100%
2,SOUTHEAST,2,35,1123,100%,100%,100%,75%
2,SOUTHEAST,2,35,1244,100%,100%,100%,100%
2,SOUTHEAST,2,35,2265,100%,100%,100%,100%
2,SOUTHEAST,2,35,2687,100%,100%,100%,100%
2,SOUTHEAST,2,35,3222,100%,100%,75%,75%
2,SOUTHEAST,2,35,5487,100%,100%,75%,75%
,,,35 Total,,100%,100%,94%,91%
2,SOUTHEAST,2,39,396,100%,100%,100%,100%
2,SOUTHEAST,2,39,514,100%,100%,100%,100%
2,SOUTHEAST,2,39,624,100%,100%,100%,100%
2,SOUTHEAST,2,39,644,100%,100%,100%,100%
2,SOUTHEAST,2,39,1270,100%,0%,25%,25%
2,SOUTHEAST,2,39,4487,100%,100%,75%,75%
2,SOUTHEAST,2,39,6576,100%,100%,50%,50%
2,SOUTHEAST,2,39,6887,100%,100%,100%,100%
,,,39 Total,,100%,88%,81%,81%
2,SOUTHEAST,2,119,477,100%,100%,100%,100%
2,SOUTHEAST,2,119,619,100%,100%,100%,100%
2,SOUTHEAST,2,119,663,100%,100%,100%,75%
2,SOUTHEAST,2,119,698,100%,100%,100%,100%
2,SOUTHEAST,2,119,1089,100%,100%,100%,100%
2,SOUTHEAST,2,119,1606,100%,100%,75%,50%
2,SOUTHEAST,2,119,3659,100%,100%,100%,100%
2,SOUTHEAST,2,119,3835,100%,100%,100%,100%
2,SOUTHEAST,2,119,5263,100%,100%,100%,100%
,,,119 Total,,100%,100%,97%,92%
2,SOUTHEAST,2,120,658,100%,100%,100%,100%
2,SOUTHEAST,2,120,669,100%,100%,100%,100%
2,SOUTHEAST,2,120,756,100%,100%,100%,75%
2,SOUTHEAST,2,120,1215,100%,100%,50%,50%
2,SOUTHEAST,2,120,1458,100%,100%,75%,75%
2,SOUTHEAST,2,120,1469,100%,100%,100%,100%
2,SOUTHEAST,2,120,2988,100%,100%,100%,100%
2,SOUTHEAST,2,120,3660,0%,100%,100%,100%
2,SOUTHEAST,2,120,5151,100%,100%,100%,100%
2,SOUTHEAST,2,120,5173,100%,100%,100%,100%
2,SOUTHEAST,2,120,5251,100%,100%,100%,100%
,,,120 Total,,91%,100%,93%,91%
2,SOUTHEAST,2,121,366,100%,100%,100%,100%
2,SOUTHEAST,2,121,583,100%,100%,100%,100%
2,SOUTHEAST,2,121,676,100%,100%,50%,50%
2,SOUTHEAST,2,121,687,100%,100%,100%,100%
2,SOUTHEAST,2,121,741,100%,100%,100%,100%
2,SOUTHEAST,2,121,1466,100%,100%,100%,100%
2,SOUTHEAST,2,121,4635,100%,100%,100%,100%
,,,121 Total,,100%,100%,93%,93%
2,SOUTHEAST,2,122,672,100%,100%,100%,100%
2,SOUTHEAST,2,122,1318,100%,100%,75%,75%
2,SOUTHEAST,2,122,1319,100%,100%,100%,100%
2,SOUTHEAST,2,122,1320,100%,100%,100%,100%
2,SOUTHEAST,2,122,2065,100%,100%,100%,100%
2,SOUTHEAST,2,122,2932,100%,100%,100%,100%
2,SOUTHEAST,2,122,4223,100%,100%,100%,100%
,,,122 Total,,100%,100%,96%,96%
2,SOUTHEAST,2,123,578,100%,100%,100%,100%
2,SOUTHEAST,2,123,678,100%,100%,100%,50%
2,SOUTHEAST,2,123,680,100%,100%,100%,100%
2,SOUTHEAST,2,123,685,100%,100%,100%,100%
2,SOUTHEAST,2,123,724,0%,100%,100%,100%
2,SOUTHEAST,2,123,2310,100%,100%,100%,100%
2,SOUTHEAST,2,123,3234,100%,100%,50%,50%
2,SOUTHEAST,2,123,6370,100%,100%,50%,50%
,,,123 Total,,88%,100%,88%,81%
2,SOUTHEAST,2,294,1036,100%,100%,100%,100%
2,SOUTHEAST,2,294,1242,100%,0%,100%,100%
2,SOUTHEAST,2,294,1317,100%,100%,100%,100%
,,,294 Total,,100%,67%,100%,100%
2 Total,,2 Total,,,94%,93%,87%,84%
3,SOUTHEAST,3,16,494,100%,100%,100%,50%
3,SOUTHEAST,3,16,614,100%,100%,100%,100%
3,SOUTHEAST,3,16,932,100%,100%,100%,100%
3,SOUTHEAST,3,16,1112,100%,100%,75%,75%
3,SOUTHEAST,3,16,1284,100%,100%,100%,50%
3,SOUTHEAST,3,16,1311,100%,100%,50%,50%
3,SOUTHEAST,3,16,1338,0%,100%,100%,100%
3,SOUTHEAST,3,16,3461,100%,100%,100%,100%
3,SOUTHEAST,3,16,4200,0%,0%,0%,0%
3,SOUTHEAST,3,16,5363,0%,0%,50%,50%
,,,16 Total,,70%,80%,78%,68%
3,SOUTHEAST,3,27,588,100%,100%,100%,100%
3,SOUTHEAST,3,27,889,100%,100%,100%,100%
3,SOUTHEAST,3,27,899,100%,0%,50%,50%
3,SOUTHEAST,3,27,952,100%,100%,100%,100%
3,SOUTHEAST,3,27,1006,100%,100%,100%,100%
3,SOUTHEAST,3,27,1072,100%,100%,100%,100%
3,SOUTHEAST,3,27,2615,100%,100%,50%,50%
,,,27 Total,,100%,86%,86%,86%
3,SOUTHEAST,3,28,556,100%,100%,100%,100%
3,SOUTHEAST,3,28,593,100%,100%,100%,100%
3,SOUTHEAST,3,28,639,100%,100%,100%,100%
3,SOUTHEAST,3,28,686,100%,100%,100%,100%
3,SOUTHEAST,3,28,836,100%,100%,100%,100%
3,SOUTHEAST,3,28,862,100%,100%,100%,100%
3,SOUTHEAST,3,28,864,100%,100%,100%,100%
3,SOUTHEAST,3,28,1018,100%,100%,100%,100%
3,SOUTHEAST,3,28,2630,100%,100%,100%,100%
3,SOUTHEAST,3,28,5392,100%,100%,100%,100%
,,,28 Total,,100%,100%,100%,100%
3,SOUTHEAST,3,30,1024,100%,100%,100%,100%
3,SOUTHEAST,3,30,1143,100%,100%,50%,50%
3,SOUTHEAST,3,30,1227,100%,100%,100%,75%
3,SOUTHEAST,3,30,3570,100%,100%,100%,100%
,,,30 Total,,100%,100%,88%,81%
3,SOUTHEAST,3,32,555,100%,100%,100%,50%
3,SOUTHEAST,3,32,758,100%,100%,100%,100%
3,SOUTHEAST,3,32,1076,100%,100%,75%,75%
3,SOUTHEAST,3,32,1153,100%,100%,100%,100%
3,SOUTHEAST,3,32,1367,100%,100%,75%,75%
3,SOUTHEAST,3,32,2733,100%,100%,100%,100%
3,SOUTHEAST,3,32,2890,100%,100%,100%,100%
3,SOUTHEAST,3,32,3750,100%,100%,100%,100%
,,,32 Total,,100%,100%,94%,88%
3,SOUTHEAST,3,93,551,100%,100%,25%,75%
3,SOUTHEAST,3,93,697,100%,100%,75%,50%
3,SOUTHEAST,3,93,960,100%,100%,100%,100%
3,SOUTHEAST,3,93,1081,100%,100%,100%,100%
3,SOUTHEAST,3,93,1283,100%,100%,100%,100%
3,SOUTHEAST,3,93,1297,0%,100%,75%,50%
3,SOUTHEAST,3,93,4368,100%,100%,75%,75%
3,SOUTHEAST,3,93,5326,100%,100%,100%,100%
,,,93 Total,,88%,100%,81%,81%
3,SOUTHEAST,3,94,563,100%,100%,50%,50%
3,SOUTHEAST,3,94,579,100%,100%,100%,75%
3,SOUTHEAST,3,94,582,100%,100%,100%,100%
3,SOUTHEAST,3,94,613,100%,100%,100%,100%
3,SOUTHEAST,3,94,860,100%,100%,100%,25%
3,SOUTHEAST,3,94,1182,100%,100%,100%,100%
3,SOUTHEAST,3,94,1391,100%,100%,100%,100%
3,SOUTHEAST,3,94,3207,100%,100%,100%,100%
3,SOUTHEAST,3,94,3310,100%,100%,75%,75%
,,,94 Total,,100%,100%,92%,81%
3,SOUTHEAST,3,97,1223,100%,100%,50%,25%
3,SOUTHEAST,3,97,1375,100%,100%,100%,100%
3,SOUTHEAST,3,97,1408,100%,100%,75%,75%
3,SOUTHEAST,3,97,3307,100%,100%,100%,100%
3,SOUTHEAST,3,97,5172,100%,100%,100%,100%
3,SOUTHEAST,3,97,5422,100%,100%,100%,100%
,,,97 Total,,100%,100%,88%,83%
3,SOUTHEAST,3,98,928,100%,100%,75%,75%
3,SOUTHEAST,3,98,1173,100%,100%,75%,75%
3,SOUTHEAST,3,98,1444,100%,100%,100%,100%
3,SOUTHEAST,3,98,3702,100%,100%,75%,25%
3,SOUTHEAST,3,98,5037,100%,100%,100%,100%
3,SOUTHEAST,3,98,5054,100%,100%,100%,100%
,,,98 Total,,100%,100%,88%,79%
3,SOUTHEAST,3,101,767,100%,100%,75%,75%
3,SOUTHEAST,3,101,1090,100%,100%,75%,75%
3,SOUTHEAST,3,101,1205,100%,100%,100%,100%
3,SOUTHEAST,3,101,1219,100%,0%,25%,25%
3,SOUTHEAST,3,101,1225,100%,100%,100%,100%
3,SOUTHEAST,3,101,2626,100%,100%,75%,75%
3,SOUTHEAST,3,101,3308,100%,100%,100%,100%
3,SOUTHEAST,3,101,6978,100%,100%,100%,100%
,,,101 Total,,100%,88%,81%,81%
3 Total,,3 Total,,,95%,95%,88%,83%
9,SOUTHEAST,9,89,110,100%,0%,75%,75%
9,SOUTHEAST,9,89,942,100%,100%,100%,100%
9,SOUTHEAST,9,89,959,100%,100%,100%,100%
9,SOUTHEAST,9,89,2695,100%,100%,100%,100%
9,SOUTHEAST,9,89,2843,100%,100%,100%,100%
9,SOUTHEAST,9,89,4262,100%,100%,100%,100%
9,SOUTHEAST,9,89,5299,100%,100%,100%,100%
,,,89 Total,,100%,86%,96%,96%
9,SOUTHEAST,9,90,817,100%,100%,100%,100%
9,SOUTHEAST,9,90,908,100%,100%,100%,100%
9,SOUTHEAST,9,90,1086,100%,100%,100%,100%
9,SOUTHEAST,9,90,1220,100%,100%,100%,0%
9,SOUTHEAST,9,90,2881,100%,0%,25%,25%
9,SOUTHEAST,9,90,4332,100%,100%,100%,100%
9,SOUTHEAST,9,90,4365,100%,100%,75%,75%
9,SOUTHEAST,9,90,5214,100%,100%,100%,100%
9,SOUTHEAST,9,90,5250,100%,100%,75%,75%
9,SOUTHEAST,9,90,5420,100%,0%,50%,50%
,,,90 Total,,100%,80%,83%,73%
9,SOUTHEAST,9,91,890,0%,0%,50%,25%
9,SOUTHEAST,9,91,943,0%,100%,100%,100%
9,SOUTHEAST,9,91,955,100%,100%,100%,100%
9,SOUTHEAST,9,91,3782,100%,100%,75%,75%
,,,91 Total,,50%,75%,81%,75%
9,SOUTHEAST,9,92,174,100%,100%,75%,75%
9,SOUTHEAST,9,92,649,100%,100%,25%,25%
9,SOUTHEAST,9,92,771,100%,100%,100%,100%
9,SOUTHEAST,9,92,931,100%,100%,100%,100%
9,SOUTHEAST,9,92,973,100%,100%,100%,100%
9,SOUTHEAST,9,92,974,100%,100%,100%,100%
9,SOUTHEAST,9,92,1068,100%,100%,100%,100%
9,SOUTHEAST,9,92,3538,100%,100%,100%,100%
9,SOUTHEAST,9,92,5455,100%,100%,0%,0%
,,,92 Total,,100%,100%,78%,78%
9,SOUTHEAST,9,104,967,100%,100%,75%,75%
9,SOUTHEAST,9,104,994,100%,100%,100%,100%
9,SOUTHEAST,9,104,1085,0%,100%,100%,100%
9,SOUTHEAST,9,104,1104,100%,100%,100%,100%
9,SOUTHEAST,9,104,1213,100%,100%,100%,100%
9,SOUTHEAST,9,104,3526,100%,100%,75%,75%
9,SOUTHEAST,9,104,5266,100%,100%,100%,100%
,,,104 Total,,86%,100%,93%,93%
9,SOUTHEAST,9,105,819,100%,100%,75%,75%
9,SOUTHEAST,9,105,987,100%,100%,100%,100%
9,SOUTHEAST,9,105,3417,100%,100%,100%,100%
9,SOUTHEAST,9,105,5034,100%,100%,75%,75%
9,SOUTHEAST,9,105,5055,100%,100%,100%,100%
9,SOUTHEAST,9,105,5391,100%,100%,100%,100%
,,,105 Total,,100%,100%,92%,92%
9,SOUTHEAST,9,107,814,100%,100%,100%,100%
9,SOUTHEAST,9,107,929,100%,100%,100%,100%
9,SOUTHEAST,9,107,1087,0%,0%,100%,100%
9,SOUTHEAST,9,107,1541,100%,100%,100%,100%
9,SOUTHEAST,9,107,3348,100%,100%,100%,100%
9,SOUTHEAST,9,107,3527,100%,100%,100%,100%
9,SOUTHEAST,9,107,4260,0%,0%,0%,0%
,,,107 Total,,71%,71%,86%,86%
9,SOUTHEAST,9,108,2789,100%,100%,75%,75%
9,SOUTHEAST,9,108,2962,100%,0%,25%,25%
,,,108 Total,,100%,50%,50%,50%
9,SOUTHEAST,9,109,2946,100%,100%,75%,75%
9,SOUTHEAST,9,109,3625,100%,100%,100%,100%
,,,109 Total,,100%,100%,88%,88%
9,SOUTHEAST,9,110,2727,100%,100%,75%,75%
9,SOUTHEAST,9,110,2814,100%,100%,100%,100%
9,SOUTHEAST,9,110,6397,100%,100%,100%,100%
,,,110 Total,,100%,100%,92%,92%
9,SOUTHEAST,9,111,1390,100%,100%,100%,100%
9,SOUTHEAST,9,111,2796,100%,100%,100%,100%
9,SOUTHEAST,9,111,5218,100%,100%,100%,100%
,,,111 Total,,100%,100%,100%,100%
9,SOUTHEAST,9,112,5036,100%,100%,100%,100%
,,,112 Total,,100%,100%,100%,100%
9,SOUTHEAST,9,114,706,100%,100%,100%,100%
9,SOUTHEAST,9,114,718,0%,0%,0%,0%
9,SOUTHEAST,9,114,725,100%,0%,100%,100%
9,SOUTHEAST,9,114,1245,100%,100%,100%,100%
9,SOUTHEAST,9,114,2387,0%,100%,100%,100%
9,SOUTHEAST,9,114,3463,100%,100%,100%,100%
,,,114 Total,,67%,67%,83%,83%
9,SOUTHEAST,9,115,528,0%,0%,50%,50%
9,SOUTHEAST,9,115,769,100%,100%,100%,100%
9,SOUTHEAST,9,115,1004,100%,100%,100%,100%
9,SOUTHEAST,9,115,3370,100%,100%,100%,100%
9,SOUTHEAST,9,115,3474,100%,100%,75%,75%
9,SOUTHEAST,9,115,3887,100%,100%,100%,100%
9,SOUTHEAST,9,115,5264,100%,100%,25%,25%
,,,115 Total,,86%,86%,79%,79%
9,SOUTHEAST,9,116,580,100%,100%,100%,100%
9,SOUTHEAST,9,116,859,100%,100%,100%,100%
9,SOUTHEAST,9,116,1203,100%,100%,100%,100%
9,SOUTHEAST,9,116,3347,100%,100%,100%,100%
9,SOUTHEAST,9,116,5035,100%,100%,100%,100%
9,SOUTHEAST,9,116,5300,100%,100%,100%,100%
,,,116 Total,,100%,100%,100%,100%
9,SOUTHEAST,9,118,623,100%,100%,25%,0%
9,SOUTHEAST,9,118,721,100%,100%,100%,100%
9,SOUTHEAST,9,118,778,100%,100%,75%,75%
9,SOUTHEAST,9,118,811,100%,100%,100%,100%
9,SOUTHEAST,9,118,1874,100%,100%,100%,100%
9,SOUTHEAST,9,118,2237,100%,100%,100%,100%
9,SOUTHEAST,9,118,2484,100%,100%,75%,75%
9,SOUTHEAST,9,118,3349,100%,0%,100%,100%
9,SOUTHEAST,9,118,3387,100%,100%,50%,50%
,,,118 Total,,100%,89%,81%,78%
9,SOUTHEAST,9,553,1590,0%,0%,75%,75%
9,SOUTHEAST,9,553,3311,100%,100%,100%,100%
9,SOUTHEAST,9,553,3397,100%,100%,50%,50%
,,,553 Total,,67%,67%,75%,75%
9 Total,,9 Total,,,90%,87%,86%,84%
12,SOUTHEAST,12,4,105,100%,100%,100%,100%
12,SOUTHEAST,12,4,118,100%,100%,100%,100%
12,SOUTHEAST,12,4,153,100%,100%,100%,100%
12,SOUTHEAST,12,4,164,100%,100%,100%,100%
12,SOUTHEAST,12,4,258,100%,100%,100%,100%
12,SOUTHEAST,12,4,391,100%,100%,100%,100%
,,,4 Total,,100%,100%,100%,100%
12,SOUTHEAST,12,5,298,100%,100%,100%,100%
12,SOUTHEAST,12,5,306,100%,100%,100%,100%
12,SOUTHEAST,12,5,332,0%,100%,25%,25%
12,SOUTHEAST,12,5,433,100%,100%,75%,75%
12,SOUTHEAST,12,5,434,100%,100%,100%,100%
12,SOUTHEAST,12,5,712,100%,0%,100%,100%
12,SOUTHEAST,12,5,5197,100%,100%,100%,100%
12,SOUTHEAST,12,5,6878,100%,100%,100%,100%
12,SOUTHEAST,12,5,7324,100%,100%,100%,100%
,,,5 Total,,89%,89%,89%,89%
12,SOUTHEAST,12,136,155,100%,100%,50%,50%
12,SOUTHEAST,12,136,182,100%,100%,100%,100%
12,SOUTHEAST,12,136,347,100%,100%,100%,100%
12,SOUTHEAST,12,136,699,100%,100%,100%,100%
12,SOUTHEAST,12,136,707,100%,100%,100%,100%
12,SOUTHEAST,12,136,716,100%,100%,75%,50%
12,SOUTHEAST,12,136,1074,100%,100%,100%,100%
12,SOUTHEAST,12,136,1468,100%,100%,50%,50%
12,SOUTHEAST,12,136,1530,100%,100%,100%,100%
,,,136 Total,,100%,100%,86%,83%
12,SOUTHEAST,12,137,394,100%,100%,100%,100%
12,SOUTHEAST,12,137,403,100%,100%,100%,100%
12,SOUTHEAST,12,137,660,100%,100%,100%,100%
12,SOUTHEAST,12,137,661,100%,100%,100%,100%
12,SOUTHEAST,12,137,662,100%,100%,100%,100%
12,SOUTHEAST,12,137,766,100%,100%,100%,100%
12,SOUTHEAST,12,137,1100,100%,100%,100%,100%
12,SOUTHEAST,12,137,1124,100%,100%,100%,75%
12,SOUTHEAST,12,137,2690,100%,100%,100%,100%
,,,137 Total,,100%,100%,100%,97%
12,SOUTHEAST,12,144,175,100%,100%,100%,100%
12,SOUTHEAST,12,144,848,100%,0%,100%,100%
12,SOUTHEAST,12,144,1248,0%,0%,75%,50%
12,SOUTHEAST,12,144,2846,100%,100%,50%,50%
12,SOUTHEAST,12,144,5196,100%,100%,25%,25%
12,SOUTHEAST,12,144,5419,0%,0%,0%,0%
12,SOUTHEAST,12,144,6964,100%,100%,100%,100%
,,,144 Total,,71%,57%,64%,61%
12,SOUTHEAST,12,145,93,100%,100%,25%,25%
12,SOUTHEAST,12,145,94,100%,100%,100%,100%
12,SOUTHEAST,12,145,950,100%,100%,100%,100%
12,SOUTHEAST,12,145,1561,100%,100%,75%,75%
12,SOUTHEAST,12,145,2322,100%,100%,100%,100%
12,SOUTHEAST,12,145,4533,100%,100%,100%,100%
12,SOUTHEAST,12,145,6807,100%,100%,100%,100%
,,,145 Total,,100%,100%,86%,86%
12,SOUTHEAST,12,147,192,0%,0%,75%,75%
12,SOUTHEAST,12,147,218,100%,100%,100%,100%
12,SOUTHEAST,12,147,238,100%,100%,100%,100%
12,SOUTHEAST,12,147,268,100%,100%,100%,75%
12,SOUTHEAST,12,147,393,100%,100%,50%,75%
12,SOUTHEAST,12,147,683,100%,100%,75%,75%
12,SOUTHEAST,12,147,684,100%,100%,100%,100%
12,SOUTHEAST,12,147,738,100%,100%,100%,100%
,,,147 Total,,88%,88%,88%,88%
12,SOUTHEAST,12,149,264,100%,100%,100%,100%
12,SOUTHEAST,12,149,304,100%,100%,50%,50%
12,SOUTHEAST,12,149,673,100%,100%,100%,100%
12,SOUTHEAST,12,149,695,0%,100%,25%,25%
12,SOUTHEAST,12,149,1075,100%,100%,75%,100%
12,SOUTHEAST,12,149,1226,0%,100%,100%,100%
12,SOUTHEAST,12,149,3137,100%,100%,100%,100%
12,SOUTHEAST,12,149,3495,100%,100%,100%,100%
12,SOUTHEAST,12,149,4435,100%,100%,50%,0%
12,SOUTHEAST,12,149,4483,100%,100%,100%,100%
,,,149 Total,,80%,100%,80%,78%
12,SOUTHEAST,12,151,314,100%,100%,100%,100%
12,SOUTHEAST,12,151,656,100%,100%,100%,100%
12,SOUTHEAST,12,151,667,100%,100%,100%,100%
12,SOUTHEAST,12,151,682,100%,100%,100%,100%
12,SOUTHEAST,12,151,735,100%,100%,100%,100%
12,SOUTHEAST,12,151,737,100%,100%,100%,100%
12,SOUTHEAST,12,151,2757,100%,100%,100%,100%
12,SOUTHEAST,12,151,5057,100%,100%,75%,75%
,,,151 Total,,100%,100%,97%,97%
