Last Modified By,Last Modified,Name,Parent Path,Page Link
admin,2/6/2019,Managing-Food-Based-Disposal-withOUT-Corporate-Program.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Managing-Food-Based-Disposal-withOUT-Corporate-Program.pdf"">Page Link</a>"
admin,2/6/2019,Changing-Forklift-Propane-Tank.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Changing-Forklift-Propane-Tank.pdf"">Page Link</a>"
admin,2/6/2019,Refrigerated-Trailer-Refueling.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Refrigerated-Trailer-Refueling.pdf"">Page Link</a>"
admin,2/6/2019,State-Specific-SPCC-Monthly-Compliance-Checklist.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/State-Specific-SPCC-Monthly-Compliance-Checklist.pdf"">Page Link</a>"
admin,2/6/2019,"CELL-PHONE-TAKE-BACK-PROGRAM--(CA,-ME,-NY,-Only).pdf",/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/CELL-PHONE-TAKE-BACK-PROGRAM--(CA,-ME,-NY,-Only).pdf"">Page Link</a>"
admin,2/6/2019,Forklift-Battery-Return-Program-Sams.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Forklift-Battery-Return-Program-Sams.pdf"">Page Link</a>"
admin,2/6/2019,Used-Wheel-Weight-Handling-and-Shipping.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Used-Wheel-Weight-Handling-and-Shipping.pdf"">Page Link</a>"
admin,2/6/2019,Ordering-99-Supplies.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Ordering-99-Supplies.pdf"">Page Link</a>"
admin,2/6/2019,oil_recycling_no_tle.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/oil_recycling_no_tle.pdf"">Page Link</a>"
admin,2/6/2019,California-Hazardous-Material-Business-Plan.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/California-Hazardous-Material-Business-Plan.pdf"">Page Link</a>"
admin,2/6/2019,Changing-a-Forklift-Battery.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Changing-a-Forklift-Battery.pdf"">Page Link</a>"
admin,2/6/2019,Battery-Transport-Cart.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Battery-Transport-Cart.pdf"">Page Link</a>"
admin,2/6/2019,Managing-Food-Based-Liquid-and-Semi-Solid-Disposal-in-Facilities-with-a-Corporate-Organics-Management-Program.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Managing-Food-Based-Liquid-and-Semi-Solid-Disposal-in-Facilities-with-a-Corporate-Organics-Management-Program.pdf"">Page Link</a>"
admin,2/6/2019,Automotive-Battery-Returns.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Automotive-Battery-Returns.pdf"">Page Link</a>"
admin,2/6/2019,Take-Out-Trash-(Parking-Lot-and-all-Customer-Facing-Trash-Cans-Only)-CA-Only.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Take-Out-Trash-(Parking-Lot-and-all-Customer-Facing-Trash-Cans-Only)-CA-Only.pdf"">Page Link</a>"
admin,2/6/2019,Clean-Parking-Lot-and-Entrance-Sidewalk-–-CA-Only.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Clean-Parking-Lot-and-Entrance-Sidewalk-–-CA-Only.pdf"">Page Link</a>"
jbivie,10/29/2020,SOP---Take-Out-Trash-(Parking-Lot-Trash-Cans-Only)---CA-Only.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/SOP---Take-Out-Trash-(Parking-Lot-Trash-Cans-Only)---CA-Only.pdf"">Page Link</a>"
admin,2/6/2019,DIY-Oil-Collection-from-Customers.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/DIY-Oil-Collection-from-Customers.pdf"">Page Link</a>"
admin,2/6/2019,Watering-a-Forklift-Battery.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Watering-a-Forklift-Battery.pdf"">Page Link</a>"
admin,2/6/2019,Managing-Metal-Key-Shavings.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Managing-Metal-Key-Shavings.pdf"">Page Link</a>"
admin,2/6/2019,"Spill-Prevention,-Control,-and-Countermeasures-(SPCC)-Inspections.pdf",/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_miscellaneous/Spill-Prevention,-Control,-and-Countermeasures-(SPCC)-Inspections.pdf"">Page Link</a>"
admin,2/6/2019,Stocking-a-Spill-Station.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills/Stocking-a-Spill-Station.pdf"">Page Link</a>"
admin,2/6/2019,Battery-Acid-Spill-Cleanup.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills/Battery-Acid-Spill-Cleanup.pdf"">Page Link</a>"
admin,2/6/2019,Unknown-Waste-Spill-Clean-Up.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills/Unknown-Waste-Spill-Clean-Up.pdf"">Page Link</a>"
admin,2/6/2019,Spill-Leak-or-Overflow-Outside-of-the-Facility.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills/Spill-Leak-or-Overflow-Outside-of-the-Facility.pdf"">Page Link</a>"
jbivie,5/23/2019,Non-Hazardous-Waste-Spill-Clean-Up.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills/Non-Hazardous-Waste-Spill-Clean-Up.pdf"">Page Link</a>"
jbivie,5/23/2019,Hazardous-Waste-Spill-Clean-Up.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/environmental/unpublished/operational_procedures_spills/Hazardous-Waste-Spill-Clean-Up.pdf"">Page Link</a>"
ajbauer,3/4/2019,Hazardous-Waste-Inspection-Job-Aid.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/training,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/training/unpublished/Hazardous-Waste-Inspection-Job-Aid.pdf"">Page Link</a>"
jbivie,11/6/2019,Box Audit Training - Sam's Club.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/training,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/training/unpublished/Box Audit Training - Sam's Club.pdf"">Page Link</a>"
ajbauer,3/4/2019,Claims-Box-Audit-Process.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/training,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/training/unpublished/Claims-Box-Audit-Process.pdf"">Page Link</a>"
jbivie,1/31/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/training/unpublished/Box Audit Training - Walmart.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff80253ae2_A_03-05081.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff80253ae2_A_03-05081.pdf"">Page Link</a>"
admin,2/6/2019,en_US_A_DC_AB_Op_Archer_Survey_Inst1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_A_DC_AB_Op_Archer_Survey_Inst1.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814c1e43_A_28-06071.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814c1e43_A_28-06071.pdf"">Page Link</a>"
admin,2/6/2019,en_US_A_28-03061.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_A_28-03061.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff811b0f9f_A_28-0402sp1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff811b0f9f_A_28-0402sp1.pdf"">Page Link</a>"
admin,2/6/2019,Step-by-Step Instructions with Screen Shots,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Step-by-Step Instructions with Screen Shots"">Page Link</a>"
admin,2/6/2019,Managing-Purged-Paint-Tint-and-Empty-Paint-Tint-Containers-CA-Only_v001.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Managing-Purged-Paint-Tint-and-Empty-Paint-Tint-Containers-CA-Only_v001.pdf"">Page Link</a>"
admin,2/6/2019,us_en_div18_environmental_drawer_procedure_v004.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/us_en_div18_environmental_drawer_procedure_v004.pdf"">Page Link</a>"
admin,2/6/2019,Cigarette-Tax-Stamper-5_23_18.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Cigarette-Tax-Stamper-5_23_18.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e931_A_28-02081.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e931_A_28-02081.pdf"">Page Link</a>"
admin,2/6/2019,Forklift Battery Return Program,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Forklift Battery Return Program"">Page Link</a>"
admin,2/6/2019,en_US_09010aff810d9ded_A_28-03031.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff810d9ded_A_28-03031.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff814ba208_A_28-06051.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff814ba208_A_28-06051.pdf"">Page Link</a>"
admin,2/6/2019,us_en_div18_compliance_hazmat_bol_drawer_V001.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/us_en_div18_compliance_hazmat_bol_drawer_V001.pdf"">Page Link</a>"
admin,2/6/2019,en_US_A_28-03051.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_A_28-03051.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e948_A_28-02151.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e948_A_28-02151.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff811174d8_A_28-03041.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff811174d8_A_28-03041.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e929_A_28-02071.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e929_A_28-02071.pdf"">Page Link</a>"
admin,2/6/2019,en_US_A_Do_Not_Dispose_of_Hazardous_Material_Sign1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_A_Do_Not_Dispose_of_Hazardous_Material_Sign1.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff813b5e15_A_28-05011.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff813b5e15_A_28-05011.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e925_A_28-02051.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e925_A_28-02051.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff813224cc_A_computers_laptop_v002.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff813224cc_A_computers_laptop_v002.pdf"">Page Link</a>"
admin,2/6/2019,Cart-Pushers-5.22.18.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Cart-Pushers-5.22.18.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff80fd7112_A_28-03021.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff80fd7112_A_28-03021.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8100e1a5_A_28-03011.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8100e1a5_A_28-03011.pdf"">Page Link</a>"
admin,2/6/2019,Hazardous_Waste_Containment_Guide_20181101.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Hazardous_Waste_Containment_Guide_20181101.pdf"">Page Link</a>"
admin,2/6/2019,Hazardous-Waste-Containers-Labeling-Guide-Except-CA_v001.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/Hazardous-Waste-Containers-Labeling-Guide-Except-CA_v001.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff80accb35_A_28-0045_v11.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff80accb35_A_28-0045_v11.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8176dae8_A_environmental_drawer_procedure_v004.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8176dae8_A_environmental_drawer_procedure_v004.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e936_A_28-02101.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e936_A_28-02101.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff808e320a_A_28-00401.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff808e320a_A_28-00401.pdf"">Page Link</a>"
admin,2/6/2019,battery_stacking_poster.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/battery_stacking_poster.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff813b5feb_A_28-05021.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff813b5feb_A_28-05021.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e927_A_28-02061.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e927_A_28-02061.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8104e943_A_28-02131.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8104e943_A_28-02131.pdf"">Page Link</a>"
admin,2/6/2019,ACC_Tempest_Floor_Maintenance_v001.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/ACC_Tempest_Floor_Maintenance_v001.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff811b0f9b_A_28-0401sp1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff811b0f9b_A_28-0401sp1.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff80ef55a7_A_wercs_guide1.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff80ef55a7_A_wercs_guide1.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff813b5fec_A_28-05031.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff813b5fec_A_28-05031.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff8074c118_A_28-00301.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff8074c118_A_28-00301.pdf"">Page Link</a>"
admin,2/6/2019,en_US_09010aff811384e6_A_28-04011.pdf,/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/work/operations/compliance/environmental/Environment - migrated/Procedures/en_US_09010aff811384e6_A_28-04011.pdf"">Page Link</a>"
