Store,City,ST,Tracking ID,Ship date,Status,Scheduled delivery date,Package Dimensions
2825,OLD BRIDGE,NJ,631453361548,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
2826,COACHELLA,CA,631453372188,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
2827,CORALVILLE,IA,631453369722,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
2828,MILWAUKEE,WI,631453350610,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
2830,EDDYSTONE,PA,631453365083,4/6/2023,In transit,4/10/2023,30.4x14.4x0 IN
2831,JEROME,ID,631453366300,4/6/2023,In transit,4/10/2023,30.4x14.4x0 IN
2832,HARDEEVILLE,SC,631453362121,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
2833,GRAFTON,WV,631453363161,4/6/2023,In transit,4/10/2023,30.4x14.4x0 IN
2834,FORT WORTH,TX,631453396575,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
2835,SAN ANTONIO,TX,631453376470,4/6/2023,Departed FedEx location,4/7/2023,18x15.2x0 IN
2836,FUQUAY VARINA,NC,631453357361,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2838,HENDERSON,NV,631453352680,4/5/2023,Arrived at FedEx location,4/7/2023,16x8.4x0 IN
2839,SPRINGFIELD,MO,631453375143,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
2840,BRUNSWICK,GA,631453373427,4/5/2023,Arrived at FedEx location,4/10/2023,16.4x8.6x0 IN
2841,LUMBERTON,NJ,631453357692,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
2842,CORONA,CA,631453362463,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
2843,SUMMERFIELD,FL,631453350047,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
2844,CLIFTON PARK,NY,631453364444,4/6/2023,In transit,4/10/2023,30.4x14.2x0 IN
2845,SILER CITY,NC,631453357350,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2846,OLIVE BRANCH,MS,631453388706,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
2847,BELLEVUE,NE,631453380153,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
2849,MASON,WV,631453368840,4/5/2023,In transit,4/7/2023,30.4x14.4x0 IN
2850,HAMPSTEAD,MD,631453360600,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
2852,MOUNDSVILLE,WV,631453352304,4/5/2023,In transit,4/7/2023,16.6x8.4x0 IN
2853,LA PLATA,MD,631453360611,4/6/2023,In transit,4/10/2023,31x14.4x0 IN
2854,LISBON,CT,631453362945,4/6/2023,In transit,4/10/2023,30.4x14.4x0 IN
2855,SHAWNEE,KS,631453387938,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2856,OAK GROVE,MO,631453387949,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2857,KANSAS CITY,MO,631453378988,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
2858,STATESBORO,GA,631453373438,4/5/2023,Arrived at FedEx location,4/10/2023,16.6x8.6x0 IN
2859,ROCHESTER,NY,631453367260,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
2860,POOLER,GA,631453366697,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
2861,GARDEN CITY,ID,631453353664,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
2862,MERIDIAN,ID,631453353675,4/5/2023,In transit,4/10/2023,16.4x8.2x0 IN
2864,SAN ANTONIO,TX,631453396494,4/6/2023,Departed FedEx location,4/7/2023,0x0x0 IN
2865,SPOKANE,WA,631453357074,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/11/2023,0x0x0 IN
2866,OKEMOS,MI,631453369674,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
2867,LANSING,MI,631453369696,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
2869,LANSING,MI,631453355417,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
2870,MYRTLE BEACH,SC,631453371674,4/5/2023,In transit,4/7/2023,18x15x0 IN
2871,CINNAMINSON,NJ,631453357681,4/5/2023,In transit,4/10/2023,30.4x14.2x0 IN
2872,VAN BUREN TWP,MI,631453349282,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
2873,TROY,MI,631453357567,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
2874,GLENVILLE,NY,631453353138,4/5/2023,Arrived at FedEx location,4/10/2023,16.6x8.6x0 IN
2875,WARR ACRES,OK,631453376378,4/6/2023,Departed FedEx location,4/7/2023,17.8x14.8x0 IN
2876,EDMOND,OK,631453376367,4/6/2023,Departed FedEx location,4/7/2023,0x0x0 IN
2877,OKLAHOMA CITY,OK,631453376356,4/6/2023,Departed FedEx location,4/7/2023,0x0x0 IN
2878,OKLAHOMA CITY,OK,631453376345,4/6/2023,Departed FedEx location,4/7/2023,0x0x0 IN
2880,TULSA,OK,631453376573,4/6/2023,Departed FedEx location,4/7/2023,0x0x0 IN
2881,KISSIMMEE,FL,631453350058,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
2882,MAPLE GROVE,MN,631453359515,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
2883,PLANO,TX,631453395903,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
2884,LAS VEGAS,NV,631453352690,4/5/2023,Arrived at FedEx location,4/7/2023,16.4x8.4x0 IN
2885,NEWPORT,RI,631453355266,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
2886,PICO RIVERA,CA,631453351558,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
2887,MYRTLE BEACH,SC,631453371641,4/5/2023,In transit,4/7/2023,17.6x14.4x0 IN
2888,PALMYRA,PA,631453361798,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
2889,CLINTON,IA,631453391448,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2890,MACON,GA,631453382568,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
2891,ODESSA,TX,631453397869,4/6/2023,Departed FedEx location,4/7/2023,16.6x9x0 IN
2892,PARKER,CO,631453386677,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2893,INDEPENDENCE,KS,631453394664,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
2894,OAKLAND,MD,631453360622,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
2897,SOUTHINGTON,CT,631453362842,4/6/2023,In transit,4/10/2023,31.2x14.6x0 IN
2898,OLD SAYBROOK,CT,631453362853,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
2899,AVON,CT,631453362864,4/6/2023,In transit,4/10/2023,30.6x14.2x0 IN
2900,ROCKY HILL,CT,631453362875,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
2901,NORTHAMPTON,MA,631453369402,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
2902,FRAMINGHAM,MA,631453352820,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
2903,CHELMSFORD,MA,631453363790,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
2904,BROCKTON,MA,631453363805,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
2905,SUFFERN,NY,631453364455,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
2906,RIVERHEAD,NY,631453357795,4/5/2023,In transit,4/10/2023,30.6x14.2x0 IN
2907,MIAMI GARDENS,FL,631453371067,4/5/2023,In transit,4/10/2023,17.6x14.6x0 IN
2908,BISCOE,NC,631453358872,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
2909,CORRY,PA,631453367351,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
2910,SALEM,OH,631453370130,4/5/2023,In transit,4/7/2023,30.6x14.4x0 IN
2911,CENTRAL SQUARE,NY,631453356620,4/5/2023,In transit,4/10/2023,30.4x14.2x0 IN
2912,TAYLOR,MI,631453357556,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
2913,BOUTTE,LA,631453387364,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2914,MASSILLON,OH,631453366951,4/6/2023,In transit,4/10/2023,30.6x14.2x0 IN
2915,EAST SETAUKET,NY,631453357784,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
2916,EAST MEADOW,NY,631453357773,4/5/2023,In transit,4/10/2023,30.4x14.4x0 IN
2917,ISLANDIA,NY,631453357762,4/5/2023,In transit,4/10/2023,30.6x14.2x0 IN
2918,ALLEN,TX,631453395914,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
2919,MONROE,LA,631453376757,4/6/2023,Departed FedEx location,4/7/2023,17.8x17.2x0 IN
2920,ORANGE PARK,FL,631453352451,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2921,HARRISVILLE,UT,631453359700,4/5/2023,In transit,4/10/2023,30.8x14.2x0 IN
2922,TUCSON,AZ,631453381583,4/6/2023,In transit,4/10/2023,16.2x8.6x0 IN
2923,BILLINGS,MT,631453367693,4/5/2023,Arrived at FedEx location,4/10/2023,30.4x14.2x0 IN
2924,ALBUQUERQUE,NM,631453360254,4/5/2023,Arrived at FedEx location,4/7/2023,30.8x14.4x0 IN
2925,NAPA,CA,631453360118,4/6/2023,In transit,4/10/2023,30.8x14.2x0 IN
2926,PLANO,TX,631453396233,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
2927,WOOD VILLAGE,OR,631453356056,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
2928,GOOSE CREEK,SC,631453362132,4/6/2023,In transit,4/10/2023,31.2x14.4x0 IN
2929,HOPE MILLS,NC,631453367590,4/5/2023,In transit,4/10/2023,30.8x14.2x0 IN
2930,TAMARAC,FL,631453371045,4/5/2023,In transit,4/10/2023,17.4x14.6x0 IN
2931,SALISBURY,MD,631453360633,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
2932,KNOXVILLE,TN,631453381517,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
2933,PRINCETON,WV,631453363172,4/6/2023,In transit,4/10/2023,30.6x14.4x0 IN
2934,PARIS,IL,631453391562,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2935,KNOXVILLE,IA,631453390110,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2937,HIBBING,MN,631453355759,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
2938,LAFAYETTE,LA,631453378370,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
2939,RICHLAND,MS,631453389264,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2940,WEST MONROE,LA,631453376724,4/6/2023,Departed FedEx location,4/7/2023,17.8x14.6x0 IN
2941,ALPHARETTA,GA,631453377640,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
2944,DELAND,FL,631453370807,4/5/2023,In transit,4/10/2023,17.6x14.6x0 IN
2945,PARKESBURG,PA,631453365153,4/6/2023,In transit,4/10/2023,30.6x14.2x0 IN
2946,FORT LAUDERDALE,FL,631453358427,4/5/2023,In transit,4/10/2023,30.4x14.6x0 IN
2947,VANCOUVER,WA,631453356045,4/5/2023,In transit,4/10/2023,30.8x14.4x0 IN
2948,SANTA FE SPRINGS,CA,631453361386,4/6/2023,In transit,4/10/2023,31x14.2x0 IN
2950,PALMDALE,CA,631453351569,4/5/2023,In transit,4/10/2023,16.6x8.2x0 IN
2951,LANCASTER,CA,631453351570,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
2952,MURRIETA,CA,631453362474,4/6/2023,In transit,4/10/2023,30.8x14.2x0 IN
2953,SWANSEA,MA,631453352830,4/5/2023,In transit,4/10/2023,16x8.4x0 IN
2954,NORWALK,CT,631453362886,4/6/2023,In transit,4/10/2023,31x14.4x0 IN
2955,KANSAS CITY,MO,631453387950,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2956,SHOREWOOD,IL,631453379436,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
2957,DETROIT LAKES,MN,631453355428,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
2958,APPLETON,WI,631453350621,4/5/2023,In transit,4/10/2023,16x8.6x0 IN
2959,ROSEVILLE,MI,631453357545,4/5/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
2962,POMPANO BEACH,FL,631453358416,4/5/2023,In transit,4/10/2023,30.4x14.6x0 IN
2963,CORAL SPRINGS,FL,631453358405,4/5/2023,In transit,4/10/2023,30.4x14.4x0 IN
2964,LEOMINSTER,MA,631453369078,4/5/2023,In transit,4/10/2023,30.6x14.2x0 IN
2965,NEWINGTON,CT,631453362897,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
2966,WADSWORTH,OH,631453354292,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
2967,FT WRIGHT,KY,631453366837,4/5/2023,In transit,4/7/2023,30.4x14.4x0 IN
2968,CARROLLTON,KY,631453353870,4/5/2023,In transit,4/7/2023,16.4x8.2x0 IN
2973,MURPHY,TX,631453395936,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
2974,RICHARDSON,TX,631453377010,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
2975,GARLAND,TX,631453376117,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
2976,MESQUITE,TX,631453376209,4/6/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
2977,ARLINGTON,TX,631453376492,4/6/2023,Departed FedEx location,4/7/2023,18x15x0 IN
2978,FORT WORTH,TX,631453396612,4/6/2023,Arrived at FedEx location,4/7/2023,17x8.8x0 IN
2979,FORT WORTH,TX,631453377146,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
2980,FORT WORTH,TX,631453396553,4/6/2023,Departed FedEx location,4/7/2023,16.6x8.6x0 IN
2981,KELLER,TX,631453377087,4/6/2023,Departed FedEx location,4/7/2023,16.4x8.8x0 IN
2984,LAWTON,OK,631453376210,4/6/2023,Departed FedEx location,4/7/2023,18x14.6x0 IN
2985,FRESNO,CA,631453352197,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
2986,NEENAH,WI,631453359055,4/5/2023,In transit,4/10/2023,30.2x14.4x0 IN
2987,DAVIE,FL,631453358390,4/5/2023,In transit,4/10/2023,30.4x14.6x0 IN
2988,LA FAYETTE,GA,631453381425,4/6/2023,In transit,4/10/2023,16x9x0 IN
2989,FREMONT,CA,631453369490,4/5/2023,In transit,4/10/2023,30.4x14.2x0 IN
2990,MITCHELL,SD,631453367421,4/5/2023,In transit,4/10/2023,30.8x14.2x0 IN
2991,CEDAR PARK,TX,631453397365,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.8x0 IN
2992,PAINTED POST,NY,631453356733,4/5/2023,In transit,4/10/2023,30.6x14.2x0 IN
2993,SUGAR LAND,TX,631453393142,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
2994,SAINT JOSEPH,MO,631453392488,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
2995,PLANO,TX,631453376908,4/6/2023,Departed FedEx location,4/7/2023,16.8x8.8x0 IN
2996,DALLAS,TX,631453397950,4/6/2023,Arrived at FedEx location,4/7/2023,17x8.6x0 IN
2998,LOMA LINDA,CA,631453371722,4/5/2023,In transit,4/10/2023,17.6x14.6x0 IN
3004,CICERO,IL,631453380808,4/6/2023,In transit,4/10/2023,16.6x8.6x0 IN
3011,BOYNTON BEACH,FL,631453371090,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
3013,PINELLAS PARK,FL,631453372512,4/5/2023,In transit,4/10/2023,16.2x8.6x0 IN
3014,DALLAS,TX,631453393360,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
3015,DALLAS,TX,631453376194,4/5/2023,Arrived at FedEx location,4/6/2023,0x0x0 IN
3017,SPRING HILL,TN,631453378234,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
3018,FOUNTAIN,CO,631453381219,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
3019,THORNTON,CO,631453373736,4/6/2023,In transit,4/10/2023,17.8x14.4x0 IN
3022,STOCKTON,CA,631453372100,4/6/2023,In transit,4/10/2023,17.6x14.6x0 IN
3023,SAN JOSE,CA,631453372258,4/6/2023,In transit,4/10/2023,17.8x14.8x0 IN
3026,PALM DESERT,CA,631453372199,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
3035,WASHINGTON,DC,631453366377,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
3042,COVINGTON,LA,631453373986,4/6/2023,In transit,4/10/2023,17.8x15x0 IN
3043,FORT WORTH,TX,631453377043,4/6/2023,Arrived at FedEx location,4/7/2023,0x0x0 IN
3044,FORT WORTH,TX,631453394171,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
3046,MODESTO,CA,631453372096,4/6/2023,In transit,4/10/2023,18x14.6x0 IN
3047,TURLOCK,CA,631453372111,4/6/2023,In transit,4/10/2023,17.6x14.8x0 IN
3049,TUCSON,AZ,631453375691,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
3050,BEAVERTON,OR,631453370542,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
3053,EVERETT,WA,631453356240,4/5/2023,In transit,4/10/2023,31x14.4x0 IN
3055,CATOOSA,OK,631453394230,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,,0x0x0 IN
3056,SPRING BRANCH,TX,631453393922,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
3057,HELOTES,TX,631453393911,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
3058,SAN ANTONIO,TX,631453393900,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
3059,CANTON,MS,631453389275,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
3060,YAZOO CITY,MS,631453389286,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
3061,SHREWSBURY,MO,631453378852,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
3062,SPRINGFIELD,MO,631453375176,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
3066,SARASOTA,FL,631453372291,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
3067,NORCROSS,GA,631453377650,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
3069,MARIETTA,GA,631453373552,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
3070,DUNWOODY,GA,631453374950,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
3071,TUCKER,GA,631453374960,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
3072,SNELLVILLE,GA,631453373563,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
3074,LAWRENCEVILLE,GA,631453374949,4/6/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
3075,PANAMA CITY,FL,631453358633,4/5/2023,Arrived at FedEx location,4/10/2023,0x0x0 IN
3077,HAYMARKET,VA,631453353756,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
3078,EAST BRUNSWICK,NJ,631453351710,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
3081,SACRAMENTO,CA,631453360129,4/6/2023,In transit,4/10/2023,30.8x14.6x0 IN
3082,COLORADO SPRINGS,CO,631453374710,4/6/2023,In transit,4/10/2023,18x14.4x0 IN
3083,COLORADO SPRINGS,CO,631453374684,4/6/2023,In transit,4/10/2023,17.8x14.8x0 IN
3084,ESCONDIDO,CA,631453371858,4/5/2023,In transit,4/10/2023,17.6x14.4x0 IN
3087,OXNARD,CA,631453355347,4/5/2023,In transit,4/10/2023,16.4x8.2x0 IN
3088,ST CLOUD,MN,631453359526,4/6/2023,In transit,4/10/2023,30.8x14.4x0 IN
3090,ROCKLIN,CA,631453372383,4/6/2023,In transit,4/10/2023,17.6x14.6x0 IN
3093,MERIDIAN,ID,631453353686,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
3094,BOISE,ID,631453373368,4/5/2023,In transit,4/10/2023,16.2x8.6x0 IN
3098,BELLEVUE,WA,631453370645,4/5/2023,In transit,4/10/2023,18x14.6x0 IN
3099,LA PALMA,CA,631453373335,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
3101,ANAHEIM,CA,631453373357,4/5/2023,In transit,4/10/2023,16.4x8.8x0 IN
3102,PRINCETON,MN,631453370509,4/5/2023,In transit,4/10/2023,30.6x14.4x0 IN
3103,GODDARD,KS,631453394675,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
3104,DEERFIELD BEACH,FL,631453371115,4/5/2023,In transit,4/10/2023,17.6x14.6x0 IN
3106,SAN ANTONIO,TX,631453396472,4/6/2023,Departed FedEx location,4/7/2023,16.8x9.4x0 IN
3107,SAN ANTONIO,TX,631453393896,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
3110,CHICAGO,IL,631453375393,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
3111,SPRINGFIELD,MO,631453375165,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
3112,SAN ANTONIO,TX,631453393885,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/7/2023,0x0x0 IN
3114,SAUGUS,MA,631453352841,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
3118,DECATUR,GA,631453377661,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
3119,PANAMA CITY BEACH,FL,631453350220,4/5/2023,Departed FedEx location,4/7/2023,17.2x8.4x0 IN
3123,SANTA CLARA,CA,631453372269,4/6/2023,In transit,4/10/2023,17.8x14.8x0 IN
3126,CENTENNIAL,CO,631453373780,4/6/2023,In transit,4/10/2023,17.8x14.8x0 IN
3127,DENVER,CO,631453373725,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
3128,DENVER,CO,631453373714,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
3131,RIALTO,CA,631453371700,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
3132,POMONA,CA,631453372979,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
3133,LA PUENTE,CA,631453371560,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
3135,FORT WORTH,TX,631453377054,4/6/2023,Arrived at FedEx location,4/7/2023,16.6x8.6x0 IN
3136,HORIZON CITY,TX,631453382189,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
3137,FAIRVIEW,TN,631453378245,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
3138,BAKERSFIELD,CA,631453373081,4/5/2023,In transit,4/10/2023,16.2x8.4x0 IN
3139,BAKERSFIELD,CA,631453371777,4/5/2023,In transit,4/10/2023,17.6x14.8x0 IN
3140,BAKERSFIELD,CA,631453371766,4/5/2023,In transit,4/10/2023,18x14.6x0 IN
3141,BAKERSFIELD,CA,631453373070,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
3143,TUCSON,AZ,631453375680,4/6/2023,In transit,4/10/2023,16.2x8.6x0 IN
3144,MILWAUKIE,OR,631453370564,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
3145,VANCOUVER,WA,631453370575,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
3146,CORVALLIS,OR,631453370586,4/5/2023,In transit,4/10/2023,17.6x14.8x0 IN
3147,SIMI VALLEY,CA,631453373482,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
3150,COUNCIL BLUFFS,IA,631453380164,4/6/2023,In transit,4/10/2023,16.4x8.6x0 IN
3151,OMAHA,NE,631453380175,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
3152,OMAHA,NE,631453375268,4/6/2023,In transit,4/10/2023,16.6x8.2x0 IN
3153,OMAHA,NE,631453375257,4/6/2023,In transit,4/10/2023,16.2x8.6x0 IN
3154,BELLEVUE,NE,631453375246,4/6/2023,In transit,4/10/2023,16.6x8.4x0 IN
3155,DERBY,KS,631453376676,4/6/2023,Package delayed,4/10/2023,18x15x0 IN
3156,HAMPTON,VA,631453373471,4/5/2023,In transit,4/10/2023,16.6x8.4x0 IN
3157,NEWPORT NEWS,VA,631453372339,4/6/2023,In transit,4/10/2023,17.6x14.6x0 IN
3159,TETERBORO,NJ,631453351720,4/5/2023,Arrived at FedEx location,4/10/2023,16.4x8.6x0 IN
3161,PASADENA,FL,631453372501,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
3162,ORLANDO,FL,631453372660,4/5/2023,In transit,4/10/2023,16.4x8.6x0 IN
3163,HOLLYWOOD,FL,631453358380,4/5/2023,In transit,4/10/2023,30.2x14.6x0 IN
3164,BENTONVILLE,AR,631453375441,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
3166,CHICAGO,IL,631453375408,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
3167,NEW ORLEANS,LA,631453387353,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
3168,CONWAY,AR,631453377216,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
3169,MANOR,TX,631453397387,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
3170,ELGIN,TX,631453397343,4/6/2023,Departed FedEx location,4/7/2023,17.2x8.6x0 IN
3172,OMAHA,NE,631453375224,4/6/2023,In transit,4/10/2023,16.2x8.2x0 IN
3173,LA VISTA,NE,631453375213,4/6/2023,In transit,4/10/2023,16.2x8.4x0 IN
3175,COLORADO SPRINGS,CO,631453374700,4/6/2023,In transit,4/10/2023,18x14.6x0 IN
3176,COLORADO SPRINGS,CO,631453374673,4/6/2023,In transit,4/10/2023,17.8x14.6x0 IN
3177,FORT COLLINS,CO,631453392683,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
3178,GRESHAM,OR,631453370597,4/5/2023,In transit,4/10/2023,17.8x14.6x0 IN
3179,THOUSAND OAKS,CA,631453373493,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
3180,SOUTH GATE,CA,631453351580,4/5/2023,In transit,4/10/2023,16.4x8.4x0 IN
3182,CHAPEL HILL,NC,631453357340,4/5/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
3183,HOMESTEAD,FL,631453371104,4/5/2023,In transit,4/10/2023,17.6x14.8x0 IN
3184,HOOVER,AL,631453375360,4/6/2023,In transit,4/10/2023,16.4x8.4x0 IN
3185,HUNTSVILLE,AL,631453374490,4/6/2023,In transit,4/10/2023,17.4x14.6x0 IN
3188,STONE MOUNTAIN,GA,631453377672,4/6/2023,In transit,4/10/2023,16.4x8.2x0 IN
3191,PICKENS,SC,631453390350,4/6/2023,Please check back later for shipment status or subscribe for e-mail notifications,4/10/2023,0x0x0 IN
3192,GREENVILLE,SC,631453388500,4/6/2023,Arrived at FedEx location,4/10/2023,30.8x14.6x0 IN
