Store,SHRED PICKUP DATE,Service  Hours,Storage Vendor,Shred Pallet  Count
2310,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2311,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),9
2312,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2313,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),3
2314,TBD,7 am - 6 pm,ACCESS,1
2315,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2316,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2317,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2318,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2319,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2320,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),2
2321,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
2322,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2323,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2325,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
2326,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
2328,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2329,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2330,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2331,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2332,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2333,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2334,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2335,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2336,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2337,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2338,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2339,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),1
2340,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2341,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),3
2348,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2350,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2351,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
2352,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2354,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2355,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2357,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2358,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),0
2359,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2360,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2361,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2362,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),14
2365,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2366,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2367,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),0
2368,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2369,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2370,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2371,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2373,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2385,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2386,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
2387,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2388,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2391,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
2392,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2393,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2394,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2395,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2396,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2397,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2398,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
2399,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2400,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2401,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2402,8/11/2023,7 am - 6 pm,Vital Records Control (VRC),2
2403,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2404,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2405,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
2406,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2412,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),7
2414,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2417,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2418,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2419,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2420,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),4
2421,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),1
2422,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2424,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2425,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2426,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2427,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2428,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),0
2429,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),4
2431,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2432,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2433,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2434,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),8
2435,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2436,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),2
2437,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
2438,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2439,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
2440,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2441,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),0
2442,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
2443,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2444,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
2445,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2446,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2447,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2448,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2450,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),3
2451,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2452,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2453,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2455,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2457,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2458,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2459,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2460,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2463,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),0
2464,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
2465,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2466,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2468,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2469,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2471,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2472,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2473,TBD,TBD,ACCESS,NOT ON SCHEDULE FOR 2023
2474,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2475,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2476,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),2
2477,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),2
2479,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2480,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),2
2481,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2482,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),3
2483,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2484,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2485,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2486,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2487,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2488,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2490,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2491,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
2492,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2493,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2494,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2495,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2496,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
2497,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2499,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2502,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2503,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),2
2504,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),2
2505,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2506,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2507,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2508,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
2509,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2510,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),7
2511,9/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2512,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2513,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2514,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2515,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2516,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
2517,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2518,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2519,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),3
2520,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2522,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2523,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2526,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2527,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2528,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2529,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2530,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2531,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),0
2532,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
2533,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),2
2534,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),6
2535,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
2536,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2537,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2538,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
2539,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2540,9/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2541,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2542,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2543,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),0
2544,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2545,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),0
2546,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2547,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2548,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),1
2549,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),3
2550,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2551,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2552,STORE CLOSED,7 am - 6 pm,Vital Records Control (VRC),No Submission
2553,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2554,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2555,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2556,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2557,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),4
2558,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2559,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2560,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2561,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2562,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2563,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2564,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2565,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),4
2566,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),8
2567,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),2
2568,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2571,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),0
2572,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2574,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),1
2575,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2576,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
2577,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2579,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2580,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2581,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2582,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2583,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2584,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2585,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2586,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2587,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2588,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2590,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2591,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2592,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2593,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),3
2594,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),2
2595,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),2
2596,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2597,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
2598,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2599,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),5
2600,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2603,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),0
2604,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2605,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
2607,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),2
2608,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2609,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2610,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2611,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),1
2612,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
2613,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),1
2614,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2615,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2616,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2617,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2618,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2619,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
2620,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2621,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2626,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2627,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2628,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2629,8/1/2023,7 am - 6 pm,Vital Records Control (VRC),0
2630,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2631,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2632,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2633,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2634,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),1
2636,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2637,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),1
2638,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),1
2639,4/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2640,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2641,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
2642,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2643,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2644,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2645,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2646,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2647,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),0
2648,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2649,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),7
2650,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2651,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),10
2652,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2653,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),1
2654,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2656,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),0
2658,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2659,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2660,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2662,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2663,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2664,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
2665,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
2666,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2667,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),10
2668,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2671,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),6
2672,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2674,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2678,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),2
2679,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2680,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2681,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2682,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2683,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2684,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),3
2685,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2686,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2687,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),3
2688,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),0
2689,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2690,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),1
2691,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2692,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2693,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2694,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2695,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
2696,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2697,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2699,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2700,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2702,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),0
2703,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),2
2704,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
2705,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2706,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2708,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2710,TBD,7 am - 6 pm,Vital Records Control (VRC),1
2711,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2712,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),3
2713,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2714,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
2715,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
2716,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2717,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),0
2718,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2719,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2720,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2722,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2723,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2724,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),4
2725,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2726,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),4
2727,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),1
2728,7/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
2729,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),0
2730,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2731,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2732,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
2733,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
2734,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2735,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
2739,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2740,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2741,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2742,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2743,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2744,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2745,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2747,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2748,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),3
2749,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2751,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2752,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
2753,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),1
2754,5/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2755,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2756,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),4
2757,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2758,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),0
2760,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),0
2761,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2762,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
2763,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),4
2764,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),1
2765,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2766,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2767,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2768,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2769,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2771,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2772,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2773,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),1
2774,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2777,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2778,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),2
2780,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),6
2781,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2782,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2783,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),11
2784,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2785,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2786,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2787,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2788,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2789,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2790,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
2791,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2792,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
2793,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
