Store #,Format,City,State,Rx Freq,October Rx,November Rx,December Rx,Service Provider,Phone Number,,,
3858,SUP,Boca Raton,FL,60,18,,13,CHES,844-367-5240,,,
4063,SUP,FORT MYERS BEACH,FL,60,,15,,CHES,844-367-5240,,,
4260,SUP,Port St Lucie,FL,60,11,,6,CHES,844-367-5240,,,
4446,SUP,West Palm Beach,FL,60,,8,,CHES,844-367-5240,,,
5034,SUP,Fort Myers,FL,60,,15,,CHES,844-367-5240,,,
5055,SUP,Naples,FL,60,,22,,CHES,844-367-5240,,,
5301,SUP,West Palm Beach,FL,60,,1,27,CHES,844-367-5240,,,
5325,SUP,Margate,FL,60,18,,13,CHES,844-367-5240,,,
5347,SUP,Estero,FL,60,,15,,CHES,844-367-5240,,,
5391,SUP,Naples,FL,60,,22,,CHES,844-367-5240,,,
5455,SUP,Palm Bay,FL,60,,1,27,CHES,844-367-5240,,,
5882,SUP,Palm Springs,FL,60,,8,,CHES,844-367-5240,,,
5911,SUP,Boynton Beach,FL,60,4,29,,CHES,844-367-5240,,,
6190,SUP,Labelle,FL,60,,22,,CHES,844-367-5240,,,
623,SUP,N. Ft. Myers,FL,60,,15,,CHES,844-367-5240,,,
819,SUP,Cape Coral,FL,60,,15,,CHES,844-367-5240,,,
929,SUP,Port St Lucie,FL,60,11,,6,CHES,844-367-5240,,,
931,SUP,Vero Beach,FL,60,,1,27,CHES,844-367-5240,,,
973,SUP,Fort Pierce,FL,60,11,,6,CHES,844-367-5240,,,
974,SUP,West Melbourne,FL,60,4,29,,CHES,844-367-5240,,,
987,SUP,Fort Myers,FL,60,,15,,CHES,844-367-5240,,,
5704,WNM,Port St Lucie,FL,90,,29,,CHES,844-367-5240,,,
6352,SAMS,Hudson,NH,60,,15,,CHES,844-367-5240,,,
6386,SAMS,Concord,NH,90,18,,,CHES,844-367-5240,,,
1785,WM,Hudson,NH,90,,,6,CHES,844-367-5240,,,
1918,WM,Bellingham,MA,90,,,6,CHES,844-367-5240,,,
1930,WM,Plaistow,NH,90,,,6,CHES,844-367-5240,,,
2057,WM,Rindge,NH,120,,,,CHES,844-367-5240,,,
2118,WM,Lunenburg,MA,90,,8,,CHES,844-367-5240,,,
2138,WM,Lebanon,NH,90,,8,,CHES,844-367-5240,,,
2139,WM,Lynn,MA,90,,29,,CHES,844-367-5240,,,
2180,WM,Danvers,MA,90,,29,,CHES,844-367-5240,,,
2224,WM,Williston,VT,90,,22,,CHES,844-367-5240,,,
2227,WM,Abington,MA,90,,15,,CHES,844-367-5240,,,
2267,WM,West Boylston,MA,120,,22,,CHES,844-367-5240,,,
2332,WM,Saint Albans,VT,90,,22,,CHES,844-367-5240,,,
2341,WM,Quincy,MA,90,,15,,CHES,844-367-5240,,,
2398,WM,Newington,NH,120,,,,CHES,844-367-5240,,,
2640,WM,Salem,MA,90,,29,,CHES,844-367-5240,,,
2660,WM,North Reading,MA,120,4,,,CHES,844-367-5240,,,
2681,WM,Littleton,NH,90,,8,,CHES,844-367-5240,,,
2797,WM,Sturbridge,MA,90,,,13,CHES,844-367-5240,,,
2902,WM,Framingham,MA,90,,15,,CHES,844-367-5240,,,
2903,WM,Chelmsford,MA,90,,,13,CHES,844-367-5240,,,
2904,WM,Brockton,MA,90,,15,,CHES,844-367-5240,,,
3200,WM,Weymouth,MA,120,,29,,CHES,844-367-5240,,,
3491,WM,Methuen,MA,90,,,13,CHES,844-367-5240,,,
1698,SUP,Hooksett,NH,90,,,6,CHES,844-367-5240,,,
1749,SUP,Somersworth,NH,90,,,6,CHES,844-367-5240,,,
1753,SUP,Derry,NH,90,,,6,CHES,844-367-5240,,,
1762,SUP,Seabrook,NH,90,,,6,CHES,844-367-5240,,,
1796,SUP,Amherst,NH,90,,,6,CHES,844-367-5240,,,
1907,SUP,Hinsdale,NH,120,,1,,CHES,844-367-5240,,,
1970,SUP,Hudson,MA,120,,29,,CHES,844-367-5240,,,
1975,SUP,Claremont,NH,90,,,6,CHES,844-367-5240,,,
2012,SUP,N. Oxford,MA,90,,,13,CHES,844-367-5240,,,
2055,SUP,Concord,NH,90,,,6,CHES,844-367-5240,,,
2103,SUP,Walpole,MA,90,,,13,CHES,844-367-5240,,,
2122,SUP,Avon,MA,90,,22,,CHES,844-367-5240,,,
2130,SUP,Portsmouth,NH,90,,,6,CHES,844-367-5240,,,
2140,SUP,North Conway,NH,120,,,20,CHES,844-367-5240,,,
2142,SUP,Salem,NH,90,,,6,CHES,844-367-5240,,,
2155,SUP,Gardner,MA,90,,22,,CHES,844-367-5240,,,
2158,SUP,Northborough,MA,90,,,13,CHES,844-367-5240,,,
2222,SUP,Tewksbury,MA,90,,15,,CHES,844-367-5240,,,
2330,SUP,Rochester,NH,90,,,6,CHES,844-367-5240,,,
2369,SUP,Tilton,NH,90,,8,,CHES,844-367-5240,,,
2399,SUP,Manchester,NH,120,,22,,CHES,844-367-5240,,,
2629,SUP,Whitinsville,MA,120,,15,,CHES,844-367-5240,,,
2634,SUP,Gorham,NH,120,,,,CHES,844-367-5240,,,
2639,SUP,Gilford,NH,120,,,6,CHES,844-367-5240,,,
2682,SUP,Berlin,VT,90,,22,,CHES,844-367-5240,,,
2758,SUP,Plymouth,NH,120,,8,,CHES,844-367-5240,,,
2964,SUP,Leominster,MA,120,,,6,CHES,844-367-5240,,,
3114,SUP,Saugus,MA,90,,29,,CHES,844-367-5240,,,
3409,SUP,Leicester,MA,120,,29,,CHES,844-367-5240,,,
3535,SUP,Epping,NH,120,,22,,CHES,844-367-5240,,,
4156,SUP,Derby,VT,90,11,,,CHES,844-367-5240,,,
4387,SUP,Worcester,MA,90,,,13,CHES,844-367-5240,,,
4389,SUP,Woodsville,NH,120,,8,,CHES,844-367-5240,,,
6670,SAMS,Deptford,NJ,90,4,,20,CHES,844-367-5240,,,
4722,SAMS,Williamstown,NJ,90,18,,,CHES,844-367-5240,,,
6330,SAMS,Dover,DE,90,,,20,CHES,844-367-5240,,,
6332,SAMS,Philadelphia,PA,90,25,,,CHES,844-367-5240,,,
6383,SAMS,Salisbury,MD,90,,,6,CHES,844-367-5240,,,
6536,SAMS,Allentown,PA,90,4,,20,CHES,844-367-5240,,,
6676,SAMS,Willow Grove,PA,90,4,,20,CHES,844-367-5240,,,
8144,SAMS,Pleasantville,NJ,60,11,,13,CHES,844-367-5240,,,
8145,SAMS,Cinnaminson,NJ,90,18,,,CHES,844-367-5240,,,
8160,SAMS,Reading,PA,60,,15,,CHES,844-367-5240,,,
2931,SUP,Salisbury,MD,90,,,6,CHES,844-367-5240,,,
1670,WM,Wyomissing,PA,90,,15,,CHES,844-367-5240,,,
1715,WM,Easton,MD,90,,8,,CHES,844-367-5240,,,
1869,WM,Marlton,NJ,60,18,,13,CHES,844-367-5240,,,
1921,WM,Manahawkin,NJ,120,,29,,CHES,844-367-5240,,,
2041,WM,Pennsville,NJ,90,,,13,CHES,844-367-5240,,,
2109,WM,Millville,NJ,90,,8,,CHES,844-367-5240,,,
2167,WM,Exton,PA,90,,1,,CHES,844-367-5240,,,
2236,WM,Harleysville,PA,120,,,20,CHES,844-367-5240,,,
2254,WM,Hammonton,NJ,60,,1,27,CHES,844-367-5240,,,
2419,WM,Rehoboth Beach,DE,90,,22,,CHES,844-367-5240,,,
2555,WM,New Castle,DE,90,,22,,CHES,844-367-5240,,,
2830,WM,Eddystone,PA,30,4,"1,29",27,CHES,844-367-5240,,,
2841,WM,Lumberton,NJ,90,,1,,CHES,844-367-5240,,,
2871,WM,Cinnaminson,NJ,90,,1,,CHES,844-367-5240,,,
3252,WM,Boothwyn,PA,90,,1,,CHES,844-367-5240,,,
3337,SUP,Rio Grande,NJ,120,,,6,CHES,844-367-5240,,,
3563,WM,Bethlehem,PA,90,,29,,CHES,844-367-5240,,,
5047,WM,Audubon,NJ,90,,1,,CHES,844-367-5240,,,
5103,WM,Philadelphia,PA,90,,8,,CHES,844-367-5240,,,
5130,WM,Philadelphia,PA,90,,8,,CHES,844-367-5240,,,
5131,WM,Bensalem,PA,90,,8,,CHES,844-367-5240,,,
5200,WM,Lancaster,PA,90,,8,,CHES,844-367-5240,,,
5229,WM,Wyncote,PA,120,,,13,CHES,844-367-5240,,,
5340,WM,Cherry Hill,NJ,120,,,,CHES,844-367-5240,,,
5384,WM,Bridgeton,NJ,60,,1,27,CHES,844-367-5240,,,
5436,WM,Wilmington,DE,90,25,,,CHES,844-367-5240,,,
5495,WM,Glenolden,PA,90,18,,,CHES,844-367-5240,,,
1736,SUP,Dover,DE,120,,15,,CHES,844-367-5240,,,
1741,SUP,Milford,DE,90,,22,,CHES,844-367-5240,,,
1742,SUP,Turnersville,NJ,90,,8,,CHES,844-367-5240,,,
1777,SUP,Reading,PA,120,,,13,CHES,844-367-5240,,,
1807,SUP,West Berlin,NJ,90,11,,,CHES,844-367-5240,,,
1860,SUP,Elkton,MD,90,,,6,CHES,844-367-5240,,,
1890,SUP,Salisbury,MD,90,,8,,CHES,844-367-5240,,,
2023,SUP,Lebanon,PA,90,,22,,CHES,844-367-5240,,,
2040,SUP,Burlington,NJ,90,,1,,CHES,844-367-5240,,,
2068,SUP,Levittown,PA,120,,15,,CHES,844-367-5240,,,
2096,SUP,Warminster,PA,90,18,,,CHES,844-367-5240,,,
2108,SUP,Mays Landing,NJ,90,,8,,CHES,844-367-5240,,,
2141,SUP,Philadelphia,PA,90,,1,,CHES,844-367-5240,,,
2145,SUP,Whitehall,PA,90,,22,,CHES,844-367-5240,,,
2252,SUP,Easton,PA,120,,22,,CHES,844-367-5240,,,
2263,SUP,Pottstown,PA,90,,29,,CHES,844-367-5240,,,
2272,SUP,Cambridge,MD,90,,8,,CHES,844-367-5240,,,
2334,SUP,Lancaster,PA,90,,8,,CHES,844-367-5240,,,
2340,SUP,Ephrata,PA,90,25,,,CHES,844-367-5240,,,
2445,SUP,Hatfield,PA,90,,1,,CHES,844-367-5240,,,
2446,SUP,Quakertown,PA,90,,22,,CHES,844-367-5240,,,
2460,SUP,Seaford,DE,90,,22,,CHES,844-367-5240,,,
2514,SUP,Pocomoke City,MD,90,,,6,CHES,844-367-5240,,,
2535,SUP,Saint Clair,PA,90,,15,,CHES,844-367-5240,,,
2560,SUP,Berlin,MD,120,,8,,CHES,844-367-5240,,,
2614,SUP,Temple,PA,90,,15,,CHES,844-367-5240,,,
2641,SUP,Allentown,PA,90,,29,,CHES,844-367-5240,,,
2650,SUP,Philadelphia,PA,90,,29,,CHES,844-367-5240,,,
2791,SUP,Georgetown,DE,90,,22,,CHES,844-367-5240,,,
2888,SUP,Palmyra,PA,90,,8,,CHES,844-367-5240,,,
2945,SUP,Parkesburg,PA,90,,29,,CHES,844-367-5240,,,
3339,SUP,Vineland,NJ,90,,1,,CHES,844-367-5240,,,
3422,SUP,Woodbury,NJ,120,,15,,CHES,844-367-5240,,,
3475,SUP,Norristown,PA,90,11,,,CHES,844-367-5240,,,
3501,SUP,Elverson,PA,60,,8,,CHES,844-367-5240,,,
3541,SUP,Kennett Square,PA,90,,15,,CHES,844-367-5240,,,
3564,SUP,Willow Grove,PA,90,,29,,CHES,844-367-5240,,,
3774,SUP,Williamstown,NJ,90,,22,,CHES,844-367-5240,,,
3802,SUP,Middletown,DE,90,,8,,CHES,844-367-5240,,,
3810,SUP,East Greenville,PA,120,,22,,CHES,844-367-5240,,,
3830,SUP,Little Egg Harbor,NJ,90,,1,,CHES,844-367-5240,,,
3843,SUP,Denton,MD,90,,8,,CHES,844-367-5240,,,
4456,SUP,Somerdale,NJ,90,25,,,CHES,844-367-5240,,,
4612,SUP,Hamburg,PA,120,,1,,CHES,844-367-5240,,,
4687,SUP,King Of Prussia,PA,90,,8,,CHES,844-367-5240,,,
5039,SUP,Camden,DE,120,,,,CHES,844-367-5240,,,
5239,SUP,Bechtelsville,PA,90,,29,,CHES,844-367-5240,,,
5450,SUP,North East,MD,90,,8,,CHES,844-367-5240,,,
5476,SUP,Woodbury,NJ,90,,1,,CHES,844-367-5240,,,
5649,SUP,Warrington,PA,90,25,,,CHES,844-367-5240,,,
5795,SUP,Oxford,PA,120,,,6,CHES,844-367-5240,,,
5881,SUP,Springfield,PA,90,,8,,CHES,844-367-5240,,,
5891,SUP,Philadelphia,PA,120,,,27,CHES,844-367-5240,,,
3212,SUP,Egg Harbor Township,NJ,60,11,,6,CHES,844-367-5240,,,
5944,SUP,Mount Laurel,NJ,90,,22,,CHES,844-367-5240,,,
4378,SUP,Onley,VA,90,,,6,CHES,844-367-5240,,,
6356,SAMS,Fishkill,NY,90,4,,,CHES,844-367-5240,,,
6423,SAMS,Middletown,NY,90,4,,20,CHES,844-367-5240,,,
6636,SAMS,Newington,CT,90,,1,,CHES,844-367-5240,,,
6674,SAMS,Elmsford,NY,90,4,,,CHES,844-367-5240,,,
2144,WM,Torrington,CT,90,,1,,CHES,844-367-5240,,,
2163,WM,Shelton,CT,90,18,,,CHES,844-367-5240,,,
2170,WM,Norwich,CT,90,,8,,CHES,844-367-5240,,,
2200,WM,Groton,CT,90,,29,,CHES,844-367-5240,,,
2228,WM,Pittsfield,MA,120,,,6,CHES,844-367-5240,,,
2232,WM,Branford,CT,90,18,,,CHES,844-367-5240,,,
2531,WM,Mohegan Lake,NY,90,,1,,CHES,844-367-5240,,,
2585,WM,Stratford,CT,90,,22,,CHES,844-367-5240,,,
2683,WM,Hadley,MA,90,,22,,CHES,844-367-5240,,,
2719,WM,Bristol,CT,90,25,,,CHES,844-367-5240,,,
2897,WM,Southington,CT,90,,15,,CHES,844-367-5240,,,
2898,WM,Old Saybrook,CT,120,,,6,CHES,844-367-5240,,,
2899,WM,Avon,CT,120,,,,CHES,844-367-5240,,,
2900,WM,Rocky Hill,CT,90,4,,27,CHES,844-367-5240,,,
2901,WM,Northampton,MA,120,,,,CHES,844-367-5240,,,
2905,WM,Airmont,NY,90,,1,,CHES,844-367-5240,,,
2954,WM,Norwalk,CT,90,25,,,CHES,844-367-5240,,,
2965,WM,Newington,CT,90,,29,,CHES,844-367-5240,,,
3543,WM,Danbury,CT,90,25,,,CHES,844-367-5240,,,
3545,WM,Hamden,CT,90,,22,,CHES,844-367-5240,,,
3546,WM,New Milford,CT,120,,,,CHES,844-367-5240,,,
3548,WM,Waterbury,CT,90,,15,,CHES,844-367-5240,,,
3803,WM,West Haven,CT,120,,,,CHES,844-367-5240,,,
5294,WM,Milford,CT,120,,,,CHES,844-367-5240,,,
1810,SUP,Fishkill,NY,90,,1,,CHES,844-367-5240,,,
1891,SUP,Manchester,CT,90,,29,,CHES,844-367-5240,,,
1959,SUP,Middletown,NY,90,,22,,CHES,844-367-5240,,,
1967,SUP,Springfield,MA,90,,,6,CHES,844-367-5240,,,
1980,SUP,Putnam,CT,90,,,6,CHES,844-367-5240,,,
1984,SUP,North Adams,MA,90,,8,,CHES,844-367-5240,,,
2022,SUP,North Windham,CT,90,,,6,CHES,844-367-5240,,,
2097,SUP,Hudson,NY,90,,15,,CHES,844-367-5240,,,
2104,SUP,Newburgh,NY,90,,,13,CHES,844-367-5240,,,
2174,SUP,Westfield,MA,90,11,,,CHES,844-367-5240,,,
2282,SUP,East Windsor,CT,90,,15,,CHES,844-367-5240,,,
2284,SUP,Naugatuck,CT,90,,1,,CHES,844-367-5240,,,
2299,SUP,Cromwell,CT,90,,29,,CHES,844-367-5240,,,
2329,SUP,Orange,MA,120,,8,,CHES,844-367-5240,,,
2331,SUP,Waterford,CT,90,,15,,CHES,844-367-5240,,,
2371,SUP,Wallingford,CT,90,,29,,CHES,844-367-5240,,,
2386,SUP,Ware,MA,90,,,6,CHES,844-367-5240,,,
2637,SUP,Monroe,NY,90,,,13,CHES,844-367-5240,,,
2854,SUP,Lisbon,CT,90,,15,,CHES,844-367-5240,,,
5095,SUP,Hartford,CT,90,18,,,CHES,844-367-5240,,,
5278,SUP,Chicopee,MA,90,,,6,CHES,844-367-5240,,,
5439,SUP,New Haven,CT,90,18,,,CHES,844-367-5240,,,
5777,SUP,Brooklyn,CT,90,,8,,CHES,844-367-5240,,,
4767,SAMS,Palmdale,CA,60,,1,27,CHES,844-367-5240,,,
4824,SAMS,Santa Clarita,CA,60,25,,20,CHES,844-367-5240,,,
6455,SAMS,OXNARD,CA,60,4,29,,CHES,844-367-5240,,,
3147,WNM,SIMI VALLEY,CA,60,18,,13,CHES,844-367-5240,,,
3179,WNM,THOUSAND OAKS,CA,60,4,29,,CHES,844-367-5240,,,
5605,WNM,PANORAMA CITY,CA,60,,1,27,CHES,844-367-5240,,,
5664,WNM,CAMARILLO,CA,60,4,29,,CHES,844-367-5240,,,
1563,SUP,LANCASTER,CA,60,,8,,CHES,844-367-5240,,,
1660,SUP,PALMDALE,CA,60,,8,,CHES,844-367-5240,,,
2297,WM,STEVENSON RANCH,CA,60,,1,27,CHES,844-367-5240,,,
2507,WM,SANTA MARIA,CA,60,18,,13,CHES,844-367-5240,,,
2556,WM,ARROYO GRANDE,CA,60,18,,13,CHES,844-367-5240,,,
2950,SUP,PALMDALE,CA,60,,8,,CHES,844-367-5240,,,
2951,SUP,LANCASTER,CA,60,,8,,CHES,844-367-5240,,,
3523,SUP,SANTA CLARITA,CA,60,18,,13,CHES,844-367-5240,,,
5152,WM,WEST HILLS,CA,60,,1,27,CHES,844-367-5240,,,
5658,WNM,SANTA MARIA,CA,60,18,,13,CHES,844-367-5240,,,
1989,SUP,LOMPOC,CA,60,18,,13,CHES,844-367-5240,,,
5689,WNM,PALMDALE,CA,60,,8,,CHES,844-367-5240,,,
2526,SUP,PORTER RANCH,CA,60,,1,27,CHES,844-367-5240,,,
3650,WM,VENTURA,CA,60,4,29,,CHES,844-367-5240,,,
5659,WNM,SANTA MARIA,CA,60,18,,13,CHES,844-367-5240,,,
2032,SUP,OXNARD,CA,60,4,29,,CHES,844-367-5240,,,
3087,WM,OXNARD,CA,60,4,29,,CHES,844-367-5240,,,
5162,SUP,SANTA CLARITA,CA,60,18,,13,CHES,844-367-5240,,,
5643,WNM,OXNARD,CA,60,4,29,,CHES,844-367-5240,,,
5686,SUP,BURBANK,CA,60,,1,27,CHES,844-367-5240,,,
2621,WM,SIMI VALLEY,CA,60,18,,13,CHES,844-367-5240,,,
2568,WM,PANORAMA CITY,CA,60,,1,27,CHES,844-367-5240,,,
4797,SAMS,Concord,NC,90,11,,,CHES,844-367-5240,,,
6540,SAMS,Charlotte,NC,90,4,,27,CHES,844-367-5240,,,
8219,SAMS,Matthews,NC,90,,,20,CHES,844-367-5240,,,
6355,SAMS,Hickory,NC,90,,22,,CHES,844-367-5240,,,
6414,SAMS,Gastonia,NC,90,25,,,CHES,844-367-5240,,,
6452,SAMS,Asheville,NC,90,,15,,CHES,844-367-5240,,,
4950,SAMS,Hendersonville,NC,90,11,,,CHES,844-367-5240,,,
6348,SAMS,Pineville,NC,90,4,,27,CHES,844-367-5240,,,
4917,SAMS,Mooresville,NC,90,4,,27,CHES,844-367-5240,,,
948,SUP,Hickory,NC,90,,8,,CHES,844-367-5240,,,
1133,SUP,Albemarle,NC,90,18,,,CHES,844-367-5240,,,
5481,SUP,Charlotte,NC,60,,1,20,CHES,844-367-5240,,,
5063,SUP,Charlotte,NC,90,11,,,CHES,844-367-5240,,,
1317,SUP,Asheville,NC,90,,15,,CHES,844-367-5240,,,
3371,SUP,Charlotte,NC,90,18,,,CHES,844-367-5240,,,
5085,SUP,Belmont,NC,90,25,,,CHES,844-367-5240,,,
3700,SUP,Indian Trail,NC,90,,15,,CHES,844-367-5240,,,
1663,SUP,Waynesville,NC,120,,,13,CHES,844-367-5240,,,
2440,SUP,Sylva,NC,90,,15,,CHES,844-367-5240,,,
2749,SUP,Spruce Pine,NC,120,,15,,CHES,844-367-5240,,,
1156,SUP,Mooresville,NC,120,,,20,CHES,844-367-5240,,,
877,SUP,Monroe,NC,90,25,,,CHES,844-367-5240,,,
1027,SUP,Concord,NC,90,18,,,CHES,844-367-5240,,,
1242,SUP,Hendersonville,NC,90,,15,,CHES,844-367-5240,,,
2496,SUP,Boone,NC,120,,15,,CHES,844-367-5240,,,
1795,WM,Pisgah Forest,NC,120,,,13,CHES,844-367-5240,,,
1821,WM,Charlotte,NC,90,11,,,CHES,844-367-5240,,,
5298,SUP,Gastonia,NC,120,,,20,CHES,844-367-5240,,,
1385,SUP,Gastonia,NC,120,,,13,CHES,844-367-5240,,,
1452,WM,Charlotte,NC,90,,,6,CHES,844-367-5240,,,
1464,SUP,Charlotte,NC,120,,,13,CHES,844-367-5240,,,
4428,SUP,Asheville,NC,60,,8,,CHES,844-367-5240,,,
515,SUP,Murphy,NC,60,,15,,CHES,844-367-5240,,,
1036,SUP,Forest City,NC,90,,15,,CHES,844-367-5240,,,
1034,SUP,Shelby,NC,90,18,,,CHES,844-367-5240,,,
1666,SUP,Charlotte,NC,90,11,,,CHES,844-367-5240,,,
4594,SUP,Cherryville,NC,120,,,13,CHES,844-367-5240,,,
2005,SUP,Kannapolis,NC,90,,1,,CHES,844-367-5240,,,
4274,SUP,Denver,NC,90,25,,,CHES,844-367-5240,,,
1179,SUP,Arden,NC,90,,15,,CHES,844-367-5240,,,
2134,SUP,Charlotte,NC,90,11,,,CHES,844-367-5240,,,
4334,SUP,Weaverville,NC,90,,15,,CHES,844-367-5240,,,
5747,SUP,Locust,NC,120,,,20,CHES,844-367-5240,,,
4574,SUP,Concord,NC,90,18,,,CHES,844-367-5240,,,
1209,SUP,Lincolnton,NC,90,,15,,CHES,844-367-5240,,,
1694,SUP,Marion,NC,120,,15,,CHES,844-367-5240,,,
1217,SUP,Franklin,NC,90,18,,,CHES,844-367-5240,,,
5879,SUP,Huntersville,NC,90,18,,,CHES,844-367-5240,,,
1060,SUP,Morganton,NC,90,,15,,CHES,844-367-5240,,,
6586,WNM,Concord,NC,90,11,,,CHES,844-367-5240,,,
7004,WNM,Dallas,NC,90,,,20,CHES,844-367-5240,,,
7146,WNM,Kings Mountain,NC,90,,,20,CHES,844-367-5240,,,
7315,WNM,Hickory,NC,90,,29,,CHES,844-367-5240,,,
7062,WNM,Gastonia,NC,90,11,,,CHES,844-367-5240,,,
7180,WNM,Waxhaw,NC,90,4,,27,CHES,844-367-5240,,,
4148,WNM,Charlotte,NC,90,4,,27,CHES,844-367-5240,,,
7304,WNM,Morganton,NC,90,,,6,CHES,844-367-5240,,,
4848,WNM,Charlotte,NC,90,4,,27,CHES,844-367-5240,,,
4432,WNM,Newton,NC,60,11,,6,CHES,844-367-5240,,,
4431,WNM,Mooresville,NC,90,4,,27,CHES,844-367-5240,,,
6233,WNM,Charlotte,NC,90,4,,27,CHES,844-367-5240,,,
3733,SUP,Tega Cay,SC,90,,8,,CHES,844-367-5240,,,
4237,SUP,Indian Land,SC,90,,8,,CHES,844-367-5240,,,
3359,WNM,Fort Mill,SC,90,,29,,CHES,844-367-5240,,,
6524,SAMS,Colonial Heights,VA,90,,,20,CHES,844-367-5240,,,
6368,SAMS,Chesapeake,VA,120,,,,CHES,844-367-5240,,,
6365,SAMS,Charlottesville,VA,60,4,29,,CHES,844-367-5240,,,
6354,SAMS,Midlothian,VA,90,,,13,CHES,844-367-5240,,,
6351,SAMS,Newport News,VA,90,4,,27,CHES,844-367-5240,,,
6343,SAMS,Richmond,VA,90,,29,,CHES,844-367-5240,,,
4711,SAMS,Virginia Beach,VA,90,,,20,CHES,844-367-5240,,,
4710,SAMS,Chesapeake,VA,90,,,20,CHES,844-367-5240,,,
1631,SUP,Hampton,VA,90,,8,,CHES,844-367-5240,,,
1687,SUP,Suffolk,VA,90,18,,,CHES,844-367-5240,,,
1811,SUP,Norfolk,VA,90,25,,,CHES,844-367-5240,,,
1424,SUP,Colonial Heights,VA,90,,,13,CHES,844-367-5240,,,
1841,SUP,Chesapeake,VA,90,,,13,CHES,844-367-5240,,,
2136,SUP,Culpeper,VA,90,11,,,CHES,844-367-5240,,,
1688,SUP,Virginia Beach,VA,90,25,,,CHES,844-367-5240,,,
1344,SUP,Staunton,VA,90,11,,,CHES,844-367-5240,,,
2438,SUP,Stafford,VA,120,11,,,CHES,844-367-5240,,,
1486,SUP,Farmville,VA,90,,,20,CHES,844-367-5240,,,
2295,SUP,Richmond,VA,90,4,,27,CHES,844-367-5240,,,
2529,SUP,Virginia Beach,VA,90,,,20,CHES,844-367-5240,,,
1525,SUP,Mechanicsville,VA,90,,,13,CHES,844-367-5240,,,
2520,SUP,Fredericksburg,VA,90,11,,,CHES,844-367-5240,,,
2645,SUP,Blackstone,VA,120,4,,,CHES,844-367-5240,,,
2705,SUP,Franklin,VA,120,18,,,CHES,844-367-5240,,,
2160,SUP,Petersburg,VA,90,,,13,CHES,844-367-5240,,,
2807,SUP,Harrisonburg,VA,90,11,,,CHES,844-367-5240,,,
2805,SUP,Emporia,VA,90,4,,,CHES,844-367-5240,,,
2564,SUP,Luray,VA,90,11,,,CHES,844-367-5240,,,
2808,SUP,Midlothian,VA,90,4,,27,CHES,844-367-5240,,,
3214,SUP,Suffolk,VA,90,18,,,CHES,844-367-5240,,,
1523,SUP,Glen Allen,VA,90,,,13,CHES,844-367-5240,,,
1524,SUP,Chester,VA,90,4,,27,CHES,844-367-5240,,,
1730,SUP,Tappahannock,VA,120,,,,CHES,844-367-5240,,,
1780,SUP,Charlottesville,VA,120,25,,,CHES,844-367-5240,,,
1969,SUP,Midlothian,VA,90,,1,,CHES,844-367-5240,,,
2821,SUP,Richmond,VA,120,,1,,CHES,844-367-5240,,,
3216,SUP,Virginia Beach,VA,90,25,,,CHES,844-367-5240,,,
1759,SUP,Gloucester,VA,90,,8,,CHES,844-367-5240,,,
1726,SUP,Harrisonburg,VA,90,11,,,CHES,844-367-5240,,,
1833,SUP,Fredericksburg,VA,90,11,,,CHES,844-367-5240,,,
3219,SUP,Williamsburg,VA,90,,15,,CHES,844-367-5240,,,
3265,SUP,Yorktown,VA,90,,8,,CHES,844-367-5240,,,
5343,SUP,Fredericksburg,VA,90,11,,,CHES,844-367-5240,,,
1934,SUP,South Hill,VA,120,,,,CHES,844-367-5240,,,
5253,SUP,Chesapeake,VA,90,,15,,CHES,844-367-5240,,,
5117,SUP,Waynesboro,VA,90,25,,,CHES,844-367-5240,,,
2795,SUP,Ashland,VA,90,,,13,CHES,844-367-5240,,,
1773,SUP,Newport News,VA,90,,15,,CHES,844-367-5240,,,
1682,SUP,Chesapeake,VA,90,,,13,CHES,844-367-5240,,,
3831,SUP,Portsmouth,VA,90,18,,,CHES,844-367-5240,,,
5488,SUP,Norfolk,VA,90,25,,,CHES,844-367-5240,,,
3869,SUP,Richmond,VA,120,,,,CHES,844-367-5240,,,
4350,SUP,Kilmarnock,VA,120,,,,CHES,844-367-5240,,,
1345,SUP,South Boston,VA,90,4,,,CHES,844-367-5240,,,
5755,WNM,Norfolk,VA,90,,29,,CHES,844-367-5240,,,
4476,SUP,Chesterfield,VA,90,,15,,CHES,844-367-5240,,,
4682,SUP,Gordonsville,VA,120,18,,,CHES,844-367-5240,,,
4636,SUP,Appomattox,VA,120,25,,,CHES,844-367-5240,,,
4258,SUP,Fredericksburg,VA,90,,8,,CHES,844-367-5240,,,
4638,SUP,Ruckersville,VA,120,18,,,CHES,844-367-5240,,,
3644,SUP,Chesapeake,VA,90,,15,,CHES,844-367-5240,,,
5779,SUP,King George,VA,120,,,6,CHES,844-367-5240,,,
5847,SUP,Powhatan,VA,90,,15,,CHES,844-367-5240,,,
3157,WNM,Newport News,VA,90,4,,27,CHES,844-367-5240,,,
4623,SUP,Newport News,VA,90,,8,,CHES,844-367-5240,,,
4220,WNM,Virginia Beach,VA,90,,29,,CHES,844-367-5240,,,
5731,SUP,Locust Grove,VA,90,11,,,CHES,844-367-5240,,,
5754,WNM,Williamsburg,VA,90,18,,,CHES,844-367-5240,,,
