Store Number,Invoice Number,Date of Invoice, Total Amount ,Out of Scope,Area of Machine,Memo,Comments
2141,INV168084-01255A,2/21/2025, 459.00 ,IMPROPER HANDLING - TILL,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/4/2025 16:32
8174,INV168084-01255A,2/21/2025, 425.00 ,FOREIGN OBJECT - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/5/2025 11:28
6953,INV168084-01255A,2/21/2025, 505.92 ,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/4/2025 16:40
1266,INV168084-01255A,2/21/2025, 551.34 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/5/2025 10:04
1248,INV168084-01255A,2/21/2025, 466.44 ,SITE DECLINED TROUBLESHOOTING,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/5/2025 8:11
2167,INV168084-01255A,2/21/2025, 450.50 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/5/2025 8:10
5111,INV168084-01255A,2/21/2025, 453.16 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/5/2025 13:05
5332,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/5/2025 10:11
791,INV168084-01255A,2/21/2025," 1,625.24 ",NON DEVICE RELATED ISSUES,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/3/2025 13:09
952,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - CASSETTES,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/4/2024 7:41
1845,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/10/2024 15:41
552,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/20/2024 9:10
5932,INV168084-01255A,2/21/2025, 425.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/21/2024 12:48
937,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,12/26/2024 17:19
2426,INV168084-01255A,2/21/2025, 456.88 ,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/29/2024 7:14
5859,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/6/2025 5:00
3893,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/2/2025 10:07
5859,INV168084-01255A,2/21/2025, 341.29 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 9:00
5859,INV168084-01255A,2/21/2025, 574.54 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 5:00
2613,INV168084-01255A,2/21/2025, 326.11 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 16:38
5295,INV168084-01255A,2/21/2025, 325.88 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 12:41
909,INV168084-01255A,2/21/2025, 480.20 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/5/2025 15:16
177,INV168084-01255A,2/21/2025, 466.44 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/5/2025 8:39
2291,INV168084-01255A,2/21/2025," 1,556.56 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/5/2025 9:10
3777,INV168084-01255A,2/21/2025, 845.29 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 10:30
2516,INV168084-01255A,2/21/2025, 468.78 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/5/2025 12:52
1695,INV168084-01255A,2/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/5/2025 17:44
5332,INV168084-01255A,2/21/2025," 1,500.73 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/5/2025 16:45
5374,INV168084-01255A,2/21/2025," 1,306.21 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/5/2025 18:24
5282,INV168084-01255A,2/21/2025," 1,315.35 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/5/2025 19:51
1232,INV168084-01255A,2/21/2025, 698.10 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 10:49
4377,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/6/2025 11:14
5462,INV168084-01255A,2/21/2025, 515.52 ,IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 14:43
2516,INV168084-01255A,2/21/2025," 1,606.99 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 7:08
2516,INV168084-01255A,2/21/2025, 633.94 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/7/2025 9:49
3239,INV168084-01255A,2/21/2025," 1,020.71 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/6/2025 9:55
1181,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/6/2025 8:40
2291,INV168084-01255A,2/21/2025," 1,685.28 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/6/2025 6:55
1194,INV168084-01255A,2/21/2025, 329.25 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/6/2025 8:24
5049,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/6/2025 7:06
1016,INV168084-01255A,2/21/2025, 331.05 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 9:19
4356,INV168084-01255A,2/21/2025, 533.07 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/6/2025 9:00
2127,INV168084-01255A,2/21/2025, 316.50 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/6/2025 11:47
3035,INV168084-01255A,2/21/2025, 450.50 ,REFUSED ACCESS TO DEVICE,BNR,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,1/6/2025 17:44
5471,INV168084-01255A,2/21/2025, 454.75 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/6/2025 17:52
3583,INV168084-01255A,2/21/2025, 324.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/6/2025 13:06
5854,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - VAULT,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/6/2025 11:12
214,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/6/2025 11:59
3722,INV168084-01255A,2/21/2025, 321.00 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/6/2025 16:15
1249,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/6/2025 10:21
1563,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/6/2025 13:49
789,INV168084-01255A,2/21/2025," 1,525.57 ",FOREIGN OBJECT - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/6/2025 10:00
237,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,OTHER,MISC: MISC:  Issue was due to incorrect site input.,1/6/2025 11:46
1181,INV168084-01255A,2/21/2025," 2,261.35 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 10:44
1266,INV168084-01255A,2/21/2025, 331.50 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/6/2025 10:46
789,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/6/2025 13:14
1016,INV168084-01255A,2/21/2025," 1,607.73 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/6/2025 15:25
151,INV168084-01255A,2/21/2025, 300.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/6/2025 12:43
3774,INV168084-01255A,2/21/2025, 319.88 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/6/2025 16:04
4553,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/6/2025 17:13
1873,INV168084-01255A,2/21/2025, 300.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/6/2025 17:31
2952,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/6/2025 15:01
3035,INV168084-01255A,2/21/2025, 318.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/7/2025 9:29
603,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/7/2025 11:00
2448,INV168084-01255A,2/21/2025, 300.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/7/2025 10:07
1939,INV168084-01255A,2/21/2025, 425.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/29/2024 10:02
1243,INV168084-01255A,2/21/2025, 300.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/31/2024 14:54
5462,INV168084-01255A,2/21/2025," 2,827.26 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/7/2025 11:49
8174,INV168084-01255A,2/21/2025," 1,362.82 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/6/2025 16:06
3239,INV168084-01255A,2/21/2025, 574.74 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/7/2025 13:55
2933,INV168084-01255A,2/21/2025, 318.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/8/2025 11:58
1360,INV168084-01255A,2/21/2025, 321.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/7/2025 16:50
315,INV168084-01255A,2/21/2025, 962.37 ,IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/6/2025 20:23
1846,INV168084-01255A,2/21/2025," 1,081.63 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/7/2025 13:16
2574,INV168084-01255A,2/21/2025, 318.00 ,IMPROPER HANDLING - VAULT,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/7/2025 9:23
5361,INV168084-01255A,2/21/2025, 321.00 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/7/2025 8:41
1181,INV168084-01255A,2/21/2025," 1,671.99 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/7/2025 9:07
789,INV168084-01255A,2/21/2025, 884.08 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/7/2025 6:55
4416,INV168084-01255A,2/21/2025, 521.19 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/7/2025 6:02
2151,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/7/2025 9:18
1028,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/7/2025 12:40
5349,INV168084-01255A,2/21/2025," 2,791.96 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/7/2025 12:33
5101,INV168084-01255A,2/21/2025," 1,278.17 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/7/2025 20:07
5390,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/8/2025 9:28
2291,INV168084-01255A,2/21/2025," 1,346.20 ",IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/7/2025 18:20
692,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/7/2025 8:58
5349,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/8/2025 10:55
1796,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/8/2025 8:47
1827,INV168084-01255A,2/21/2025, 322.35 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/8/2025 12:38
4457,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/8/2025 12:12
3528,INV168084-01255A,2/21/2025," 1,092.16 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/2/2025 8:34
2258,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/8/2025 15:59
3584,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/7/2025 11:25
1856,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/7/2025 12:51
861,INV168084-01255A,2/21/2025, 324.75 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/7/2025 9:46
5295,INV168084-01255A,2/21/2025," 1,187.18 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/8/2025 9:28
1846,INV168084-01255A,2/21/2025," 3,434.86 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/8/2025 10:05
3445,INV168084-01255A,2/21/2025, 323.25 ,IMPROPER HANDLING - CASSETTES,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/8/2025 9:03
2497,INV168084-01255A,2/21/2025, 319.88 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/8/2025 13:36
1345,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - CASSETTES,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/9/2025 11:02
431,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/8/2025 11:39
1411,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/8/2025 11:43
1033,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/8/2025 14:05
1779,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - CASSETTES,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/8/2025 12:59
1219,INV168084-01255A,2/21/2025," 2,318.46 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/8/2025 13:10
2550,INV168084-01255A,2/21/2025, 326.10 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/8/2025 14:40
2058,INV168084-01255A,2/21/2025, 321.75 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/8/2025 13:36
5390,INV168084-01255A,2/21/2025," 1,008.00 ",IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/8/2025 13:54
3382,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/8/2025 12:38
1411,INV168084-01255A,2/21/2025, 533.07 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/8/2025 17:22
5612,INV168084-01255A,2/21/2025, 324.75 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/8/2025 16:45
3382,INV168084-01255A,2/21/2025, 753.96 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/9/2025 10:13
2784,INV168084-01255A,2/21/2025, 322.50 ,IMPROPER HANDLING - CASSETTES,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/8/2025 17:21
3567,INV168084-01255A,2/21/2025, 693.47 ,IMPROPER HANDLING - HOPPERS,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/8/2025 18:43
5317,INV168084-01255A,2/21/2025, 460.06 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/8/2025 18:45
2058,INV168084-01255A,2/21/2025, 334.13 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/9/2025 8:45
538,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/9/2025 9:16
8262,INV168084-01255A,2/21/2025, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/9/2025 8:45
196,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,BNR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,1/9/2025 9:34
8252,INV168084-01255A,2/21/2025, 300.00 ,REFUSED ACCESS TO DEVICE,BCR,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,1/9/2025 10:21
1219,INV168084-01255A,2/21/2025, 300.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,1/9/2025 9:59
395,INV168084-01255A,2/21/2025, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/9/2025 9:12
6650,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/9/2025 14:34
1293,INV168084-01255A,2/21/2025, 300.00 ,FOREIGN OBJECT - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/9/2025 13:33
3705,INV168084-01255A,2/21/2025, 328.50 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/9/2025 12:55
5220,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/9/2025 14:29
