Store #,Walmart Week,Banner Desc,Day One Preparation Date,Day Two Install Date,Installation Arrival Time,Day Three Go Live Date,Zoom Training Call Date & Time,Zoom Training Call Link,Zoom Dial In Number,,
689,WK 50,WM Supercenter w Liquor Box,1/10/2022,1/11/2022,9-11 AM,1/12/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
1534,WK 50,WM Supercenter w Liquor Box,1/10/2022,1/11/2022,9-11 AM,1/12/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
3723,WK 50,Neighborhood Market w Tethered fuel,1/11/2022,1/12/2022,10 AM-12 PM,1/13/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
3638,WK 50,Neighborhood Market w Tethered fuel,1/10/2022,1/11/2022,10 AM-12 PM,1/12/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
711,WK 50,WM Supercenter w Liquor Box,1/11/2022,1/12/2022,9-11 AM,1/13/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
1567,WK 50,WM Supercenter w Liquor Box,1/11/2022,1/12/2022,9-11 AM,1/13/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
6962,WK 50,Neighborhood Market w Tethered fuel,1/11/2022,1/12/2022,10AM-12PM,1/13/2022,"Thursday, January 13 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
919,WK 51,WM Supercenter w Liquor Box,1/16/2022,1/17/2022,1-3 PM,1/18/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
3075,WK 51,WM Supercenter w Liquor Box,1/16/2022,1/17/2022,8-10 AM,1/18/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
967,WK 51,WM Supercenter w Liquor Box,1/16/2022,1/17/2022,8-10 AM,1/18/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
2773,WK 51,Neighborhood Market w Tethered fuel,1/16/2022,1/17/2022,8-10 AM,1/18/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
4756,WK 51,Neighborhood Market w Tethered fuel,1/17/2022,1/18/2022,1-3 PM,1/19/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
4672,WK 51,Neighborhood Market w Tethered fuel,1/17/2022,1/18/2022,8-10 AM,1/19/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
547,WK 51,WM Supercenter w Liquor Box,1/17/2022,1/18/2022,8-10 AM,1/19/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
706,WK 51,WM Supercenter w Liquor Box,1/17/2022,1/18/2022,10AM-12PM,1/19/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
7342,WK 51,Neighborhood Market w Tethered fuel,1/18/2022,1/19/2022,8-10 AM,1/20/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
2387,WK 51,WM Supercenter w Liquor Box,1/16/2022,1/17/2022,8-10 AM,1/18/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
3463,WK 51,WM Supercenter w Liquor Box,1/16/2022,1/17/2022,1-3 PM,1/18/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
4528,WK 51,Neighborhood Market w Tethered fuel,1/18/2022,1/19/2022,1-3 PM,1/20/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
3511,WK 51,WM Supercenter w Tethered Fuel,1/17/2022,1/18/2022,10AM-12PM,1/20/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
3472,WK 51,WM Supercenter w Tethered Fuel,1/18/2022,1/19/2022,10AM-12PM,1/20/2022,"Thursday, January 20 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
1657,WK 52,WM Supercenter w Liquor Box,1/23/2022,1/24/2022,11AM-1PM,1/25/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1494,WK 52,WM Supercenter w Tethered Fuel,1/23/2022,1/24/2022,11AM-1PM,1/25/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
3768,WK 52,WM Supercenter w Tethered Fuel,1/23/2022,1/24/2022,1-3 PM,1/25/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
3603,WK 52,Neighborhood Market w Tethered fuel,1/23/2022,1/24/2022,8-10 AM,1/25/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1833,WK 52,WM Supercenter w Tethered Fuel,1/23/2022,1/24/2022,1-3 PM,1/25/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
3837,WK 52,WM Supercenter w Tethered Fuel,1/24/2022,1/25/2022,1-3 PM,1/26/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
3567,WK 52,WM Supercenter w Tethered Fuel ,1/24/2022,1/25/2022,8-10 AM,1/26/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
1828,WK 52,WM Supercenter w Liquor Box,1/24/2022,1/25/2022,11AM-1PM,1/26/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
1499,WK 52,WM Supercenter w Tethered Fuel,1/24/2022,1/25/2022,1-3 PM,1/26/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
2761,WK 52,WM Supercenter w Tethered Fuel,1/24/2022,1/25/2022,10 AM - 12 PM,1/26/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
1634,WK 52,WM Supercenter w Liquor Box,1/25/2022,1/26/2022,11AM-1PM,1/27/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
4508,WK 52,WM Supercenter w Tethered Fuel ,1/25/2022,1/26/2022,8-10 AM,1/27/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
2933,WK 52,WM Supercenter w Tethered Fuel,1/25/2022,1/26/2022,1-3 PM,1/27/2022,"Thursday, January 27 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
290,WK 1,WM Supercenter w Tethered Fuel,1/30/2022,1/31/2022,10AM - 12PM,2/1/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
695,WK 1,WM Supercenter w Tethered Fuel,1/30/2022,1/31/2022,9 - 11:00 AM,2/1/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
778,WK 1,WM Supercenter w Liquor Box,1/30/2022,1/31/2022,9 - 11:00 AM,2/1/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
563,WK 1,WM Supercenter w Liquor Box,1/31/2022,2/1/2022,7 - 9:00 AM,2/2/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
579,WK 1,WM Supercenter w Liquor Box,1/31/2022,2/1/2022,11 AM - 1 PM,2/2/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
649,WK 1,WM Supercenter w Liquor Box,1/31/2022,2/1/2022,7 - 9:00 AM,2/2/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
718,WK 1,WM Supercenter w Liquor Box,1/31/2022,2/1/2022,7 - 9:00 AM,2/2/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
725,WK 1,WM Supercenter w Liquor Box,1/31/2022,2/1/2022,11 AM - 1 PM,2/2/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
771,WK 1,WM Supercenter w Liquor Box,1/31/2022,2/1/2022,11 AM - 1 PM,2/2/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
2840,WK 1,Neighborhood Market w Tethered fuel,1/31/2022,2/1/2022,9 - 11:00 AM,2/2/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
697,WK 1,WM Supercenter w Liquor Box,2/3/2022,2/2/2022,11 AM - 1 PM,2/3/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
860,WK 1,WM Supercenter w Liquor Box,2/3/2022,2/2/2022,7 - 9:00 AM,2/3/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
942,WK 1,WM Supercenter w Liquor Box,2/3/2022,2/2/2022,7 - 9:00 AM,2/3/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
943,WK 1,WM Supercenter w Liquor Box,2/3/2022,2/2/2022,11 AM - 1 PM,2/3/2022,"Thursday, February 3 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
990,WK 2,WM Supercenter w Liquor Box,2/6/2022,2/7/2022,10 AM - 12 PM,2/8/2022,"Thursday, February 10 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1203,WK 2,WM Supercenter w Liquor Box,2/8/2022,2/9/2022,11 AM - 1 PM,2/10/2022,"Thursday, February 10 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
994,WK 2,WM Supercenter w Liquor Box,2/9/2022,2/10/2022,9 - 11:00 AM,2/11/2022,"Thursday, February 10 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
1086,WK 2,WM Supercenter w Liquor Box,2/9/2022,2/10/2022,7 - 9:00 AM,2/11/2022,"Thursday, February 10 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
1171,WK 2,WM Supercenter w Liquor Box,2/9/2022,2/10/2022,11 AM - 1 PM,2/11/2022,"Thursday, February 10 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
1220,WK 2,WM Supercenter w Liquor Box,2/9/2022,2/10/2022,11 AM - 1 PM,2/11/2022,"Thursday, February 10 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
1589,WK 3,WM Supercenter w Liquor Box,2/13/2022,2/14/2022,9 - 11:00 AM,2/15/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1619,WK 3,WM Supercenter w Tethered Fuel,2/13/2022,2/14/2022,9 - 11:00 AM,2/15/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1902,WK 3,WM Supercenter w Tethered Fuel,2/13/2022,2/14/2022,9 - 11:00 AM,2/15/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1916,WK 3,WM Supercenter w Liquor Box,2/13/2022,2/14/2022,9 - 11:00 AM,2/15/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
2385,WK 3,WM Supercenter w Tethered Fuel,2/13/2022,2/14/2022,9 - 11:00 AM,2/15/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1440,WK 3,WM Supercenter w Tethered Fuel,2/14/2022,2/15/2022,9 - 11:00 AM,2/16/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
1702,WK 3,WM Supercenter w Liquor Box,2/14/2022,2/15/2022,11 AM - 1 PM,2/16/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
1929,WK 3,WM Supercenter w Liquor Box,2/14/2022,2/15/2022,9 - 11:00 AM,2/16/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
1420,WK 3,WM Supercenter w Tethered Fuel,2/15/2022,2/16/2022,8 - 10 AM,2/17/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
1497,WK 3,WM Supercenter w Tethered Fuel,2/15/2022,2/16/2022,1 - 3 PM,2/17/2022,"Thursday, February 17 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
2505,WK 4,WM Supercenter w Tethered Fuel,2/20/2022,2/21/2022,8 - 10 AM,2/20/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
2571,WK 4,Wal-Mart w Stand Alone ACC,2/20/2022,2/21/2022,9 - 11:00 AM,2/20/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
2727,WK 4,WM Supercenter w Liquor Box,2/20/2022,2/21/2022,9 - 11:00 AM,2/20/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
2762,WK 4,WM Supercenter w Tethered Fuel,2/20/2022,2/21/2022,9 - 11:00 AM,2/20/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/93589345748?pwd=eDBKSGM2QTBMaVRZTml6QUd2OG1Fdz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 935 8934 5748",,
1032,WK 4,WM Supercenter w Liquor Box,2/21/2022,2/22/2022,8 - 10 AM,2/23/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
1362,WK 4,WM Supercenter w Liquor Box,2/21/2022,2/22/2022,2 - 3 PM,2/23/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
2919,WK 4,Neighborhood Market w Tethered fuel,2/21/2022,2/22/2022,8 - 10 AM,2/23/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
3247,WK 4,WM Supercenter w Liquor Box,2/21/2022,2/22/2022,10 AM - 12 PM,2/23/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
3348,WK 4,WM Supercenter w Liquor Box,2/21/2022,2/21/2022,9 - 11:00 AM,2/20/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/96278125500?pwd=V3JyTUlNek5YaFE2Tlh0WGRuTndIZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 962 7812 5500",,
3417,WK 4,WM Supercenter w Liquor Box,2/22/2022,2/23/2022,9 - 11:00 AM,2/24/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
2796,WK 4,WM Supercenter w Liquor Box,2/23/2022,2/24/2022,11 AM - 1 PM,2/25/2022,"Thursday, February 24 from 1 - 3 p.m. CT / 2 - 4 p.m. ET",https://walmart.zoom.us/j/98274978918?pwd=cTk0RjNuaVo4dGR2aU1oUGdxcjhoZz09,"1(877) 853 5257 (US Toll Free), Meeting ID: 982 7497 8918",,
