Market,Region,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
263,53,933,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
263,53,933,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
263,53,933,221,Chromebook,8 feet,0 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
263,53,958,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
263,53,958,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
263,53,958,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
263,53,958,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
263,53,958,233,Tablets,,,4 feet,Moved tablets to the table
263,53,1490,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
263,53,1490,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
263,53,1490,233,Tablets,,,4 feet,Moved tablets to the table
263,53,1490,267,Tonies,,,4 feet,Repurposed tablet – footage
263,53,1490,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
263,53,1740,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
263,53,1740,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
263,53,1740,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
263,53,1740,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
263,53,1740,233,Tablets,,,4 feet,Moved tablets to the table
263,53,1955,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
263,53,1955,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
263,53,2532,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
263,53,2532,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
263,53,2532,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
263,53,2532,233,Tablets,,,4 feet,Moved tablets to the table
263,53,3837,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
263,53,3837,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
263,53,3837,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
263,53,3837,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
263,53,3837,233,Tablets,,,4 feet,Moved tablets to the table
263,53,5044,100,Laptops,12 feet,16 feet,4 feet,Increasing laptop footage
263,53,5398,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
263,53,5398,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
263,53,5398,233,Tablets,,,4 feet,Moved tablets to the table
263,53,5398,267,Tonies,,,4 feet,Repurposed tablet – footage
263,53,5398,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
264,25,786,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
264,25,786,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
264,25,786,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
264,25,786,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
264,25,786,233,Tablets,,,4 feet,Moved tablets to the table
264,25,1420,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
264,25,1420,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
264,25,1420,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
264,25,1420,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
264,25,1420,233,Tablets,,,4 feet,Moved tablets to the table
264,25,1553,100,Laptops,16 feet,28,12 feet,Increasing laptop footage
264,25,1553,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
264,25,1814,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
264,25,1814,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
264,25,1814,233,Tablets,,,4 feet,Moved tablets to the table
264,25,1814,267,Tonies,,,4 feet,Repurposed tablet – footage
264,25,1814,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
264,25,1848,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
264,25,1848,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
264,25,1848,233,Tablets,,,4 feet,Moved tablets to the table
264,25,1848,267,Tonies,,,4 feet,Repurposed tablet – footage
264,25,1848,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
264,25,1898,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
264,25,1898,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
264,25,1898,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
264,25,1898,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
264,25,1898,233,Tablets,,,4 feet,Moved tablets to the table
264,25,4405,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
264,25,4405,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
264,25,4405,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
264,25,5352,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
264,25,5442,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
264,25,5442,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
265,25,1401,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
265,25,1401,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
265,25,1401,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
265,25,1596,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
265,25,1596,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
265,25,1779,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
265,25,1779,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
265,25,1779,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
265,25,1779,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
265,25,1779,233,Tablets,,,4 feet,Moved tablets to the table
265,25,2215,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
265,25,2215,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
265,25,3400,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
265,25,3400,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
265,25,3400,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
265,25,3790,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
265,25,3790,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
265,25,3790,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
265,25,3790,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
265,25,3790,233,Tablets,,,4 feet,Moved tablets to the table
265,25,4286,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
265,25,4286,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
265,25,4286,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
265,25,4286,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
265,25,4286,233,Tablets,,,4 feet,Moved tablets to the table
265,25,4531,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
265,25,4531,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
265,25,4531,233,Tablets,,,4 feet,Moved tablets to the table
265,25,4531,267,Tonies,,,4 feet,Repurposed tablet – footage
265,25,4531,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
266,25,1256,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
266,25,1256,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
266,25,1256,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
266,25,1256,233,Tablets,,,4 feet,Moved tablets to the table
266,25,1497,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
266,25,1497,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
266,25,1556,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
266,25,1556,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
266,25,1556,233,Tablets,,,4 feet,Moved tablets to the table
266,25,1556,267,Tonies,,,4 feet,Repurposed tablet – footage
266,25,1556,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
266,25,3601,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
266,25,3601,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
266,25,3601,233,Tablets,,,4 feet,Moved tablets to the table
266,25,3601,267,Tonies,,,4 feet,Repurposed tablet – footage
266,25,3601,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
266,25,4049,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
266,25,4049,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
266,25,4049,233,Tablets,,,4 feet,Moved tablets to the table
266,25,4049,267,Tonies,,,4 feet,Repurposed tablet – footage
266,25,4049,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
266,25,4529,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
266,25,4529,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
266,25,4529,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
266,25,5486,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
266,25,5486,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
266,25,5486,233,Tablets,,,4 feet,Moved tablets to the table
266,25,5486,267,Tonies,,,4 feet,Repurposed tablet – footage
266,25,5486,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
266,25,5965,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
267,25,1933,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
267,25,1933,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
267,25,1933,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
267,25,1933,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
267,25,1933,233,Tablets,,,4 feet,Moved tablets to the table
267,25,1998,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
267,25,1998,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
267,25,2204,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
267,25,2816,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
267,25,2816,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
267,25,2816,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
267,25,2816,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
267,25,2816,233,Tablets,,,4 feet,Moved tablets to the table
267,25,3725,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
267,25,3725,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
267,25,3725,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
267,25,5402,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
267,25,5402,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
268,25,1681,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
268,25,1681,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
268,25,1737,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
268,25,1737,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
268,25,1892,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
268,25,1892,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
268,25,1892,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
268,25,1892,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
268,25,1892,233,Tablets,,,4 feet,Moved tablets to the table
268,25,1897,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
268,25,1897,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
268,25,1897,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
268,25,1938,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
268,25,2815,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
268,25,2815,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
268,25,3004,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
268,25,3004,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
268,25,3004,233,Tablets,,,4 feet,Moved tablets to the table
268,25,3004,267,Tonies,,,4 feet,Repurposed tablet – footage
268,25,3004,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
268,25,5485,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
269,25,1228,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
269,25,1228,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
269,25,1228,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
269,25,1228,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
269,25,1228,233,Tablets,,,4 feet,Moved tablets to the table
269,25,1489,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
269,25,1489,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
269,25,1489,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
269,25,1489,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
269,25,1489,233,Tablets,,,4 feet,Moved tablets to the table
269,25,1668,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
269,25,1668,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
269,25,1668,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
269,25,1668,221,Chromebook,24 feet,4 feet,-20 feet,Reduced Chromebook footage and moved to laptops category
269,25,1668,233,Tablets,,,8 feet,Moved tablets to the table
269,25,1735,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
269,25,1735,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
269,25,1735,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
269,25,1735,233,Tablets,,,4 feet,Moved tablets to the table
269,25,1735,267,Tonies,,,4 feet,Repurposed tablet – footage
269,25,1735,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
269,25,3891,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
269,25,3891,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
269,25,3891,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
269,25,3891,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
269,25,3891,233,Tablets,,,4 feet,Moved tablets to the table
269,25,3893,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
269,25,3893,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
269,25,3893,233,Tablets,,,4 feet,Moved tablets to the table
269,25,3893,267,Tonies,,,4 feet,Repurposed tablet – footage
269,25,3893,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
269,25,5199,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
269,25,5199,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
269,25,5199,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
269,25,5199,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
269,25,5199,233,Tablets,,,4 feet,Moved tablets to the table
270,25,1211,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
270,25,1211,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
270,25,1377,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
270,25,1413,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
270,25,1413,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
270,25,1413,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
270,25,1413,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
270,25,1413,233,Tablets,,,4 feet,Moved tablets to the table
270,25,1531,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
270,25,1531,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
270,25,1531,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
270,25,3434,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
270,25,3434,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
270,25,3434,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
270,25,3434,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
270,25,3434,233,Tablets,,,4 feet,Moved tablets to the table
270,25,3597,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
270,25,3597,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
270,25,3597,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
270,25,3597,233,Tablets,,,4 feet,Moved tablets to the table
270,25,3597,267,Tonies,,,4 feet,Repurposed tablet – footage
270,25,3597,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
270,25,4641,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
270,25,4641,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
270,25,4641,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
270,25,5060,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
270,25,5060,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
270,25,5060,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
270,25,5060,233,Tablets,,,4 feet,Moved tablets to the table
271,41,196,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
271,41,196,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
271,41,196,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
271,41,196,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
271,41,196,233,Tablets,,,8 feet,Moved tablets to the table
271,41,216,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
271,41,216,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
271,41,216,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
271,41,216,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
271,41,216,233,Tablets,,,4 feet,Moved tablets to the table
271,41,222,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
271,41,237,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
271,41,237,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
271,41,237,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
271,41,237,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
271,41,237,233,Tablets,,,4 feet,Moved tablets to the table
271,41,262,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
271,41,262,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
271,41,262,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
271,41,302,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
271,41,302,221,Chromebook,16 feet,12 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
271,41,302,233,Tablets,,,4 feet,Moved tablets to the table
271,41,302,267,Tonies,,,4 feet,Repurposed tablet – footage
271,41,302,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
271,41,352,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
271,41,352,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
272,40,198,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
272,40,198,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
272,40,198,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
272,40,213,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
272,40,213,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
272,40,213,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
272,40,213,233,Tablets,,,4 feet,Moved tablets to the table
272,40,213,267,Tonies,,,4 feet,Repurposed tablet – footage
272,40,213,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
272,40,224,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
272,40,224,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
272,40,224,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
272,40,224,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
272,40,224,233,Tablets,,,4 feet,Moved tablets to the table
272,40,317,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
272,40,317,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
272,40,435,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
272,40,436,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
272,40,936,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
272,40,936,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
272,40,936,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
272,40,936,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
272,40,936,233,Tablets,,,4 feet,Moved tablets to the table
272,40,1395,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
272,40,1395,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
272,40,1395,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
272,40,4259,100,Laptops,12 feet,20 feet,8 feet,Increasing laptop footage
273,25,422,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
273,25,422,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
273,25,422,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
273,25,422,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
273,25,422,233,Tablets,,,4 feet,Moved tablets to the table
273,25,481,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
273,25,481,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
273,25,1734,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
273,25,1734,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
273,25,1734,233,Tablets,,,8 feet,Moved tablets to the table
273,25,1734,267,Tonies,,,8 feet,Repurposed tablet – footage
273,25,1734,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
273,25,2491,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
273,25,2491,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
273,25,3255,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
273,25,3255,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
273,25,3255,233,Tablets,,,4 feet,Moved tablets to the table
273,25,3255,267,Tonies,,,4 feet,Repurposed tablet – footage
273,25,3255,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
273,25,5403,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
273,25,5403,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
273,25,5403,104,Samsung Ecosystem,,,8 feet,Repurposed tablet – fixtures/footage
273,25,5403,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
273,25,5403,233,Tablets,,,8 feet,Moved tablets to the table
275,25,200,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
275,25,200,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
275,25,200,233,Tablets,,,8 feet,Moved tablets to the table
275,25,200,267,Tonies,,,8 feet,Repurposed tablet – footage
275,25,200,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
275,25,334,100,Gaming Laptops,,,4 feet,Moved gaming laptops to table
275,25,334,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
275,25,334,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
275,25,343,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
275,25,609,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
275,25,609,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
275,25,609,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
275,25,609,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
275,25,609,233,Tablets,,,4 feet,Moved tablets to the table
275,25,1454,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
275,25,1454,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
275,25,1454,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
275,25,1454,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
275,25,1454,233,Tablets,,,4 feet,Moved tablets to the table
275,25,1602,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
275,25,1602,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
275,25,1690,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
275,25,1690,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
275,25,1690,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
275,25,1690,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
275,25,1690,233,Tablets,,,4 feet,Moved tablets to the table
275,25,2728,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
275,25,2728,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
275,25,2728,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
275,25,2728,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
275,25,2728,233,Tablets,,,4 feet,Moved tablets to the table
275,25,3210,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
275,25,3210,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
275,25,3210,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
275,25,3210,233,Tablets,,,4 feet,Moved tablets to the table
275,25,3602,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
275,25,3602,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
275,25,3602,233,Tablets,,,4 feet,Moved tablets to the table
275,25,3602,267,Tonies,,,4 feet,Repurposed tablet – footage
275,25,3602,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
278,25,197,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
278,25,197,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
278,25,197,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
278,25,199,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
278,25,199,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
278,25,199,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
278,25,199,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
278,25,199,233,Tablets,,,4 feet,Moved tablets to the table
278,25,603,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
278,25,603,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
