Store Info,FY24 Assemblers ,Supplier Status ,Tabletop/Quick Assembly  ,Charcoal / Griddles / Smokers ,Gas / Wood / Pellet,Duel Fuel ,Level 1 Grill Repair ,Level 2 Grill Repair ,Level 3 Grill Repair 
2774,Elite Assembly of Ohio,Preferred,9.97,29.97,34.97,49.97,0.96,0.96,0.96
2774,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2777,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
2777,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
2777,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2778,SOUND ASSEMBLY SERVICES,Preferred,10,15,25,35,5,10,15
2778,"Backpedal Co, LLC",Secondary,15,25,35,45,10,12,16
2778,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2780,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2780,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2780,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2781,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2781,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2781,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2782,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2782,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2782,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2783,Coretech,Secondary,10,24,28,35,5,10,15
2783,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2783,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2784,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2784,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2785,Coretech,Secondary,10,24,28,35,5,10,15
2785,TROC,Preferred,20.22,35.97,37.28,55.59,19.62,35.97,58.86
2785,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2786,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2786,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2786,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2787,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2787,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2787,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2788,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2788,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2788,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2789,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2789,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2789,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2790,TROC,Preferred,20.22,35.97,37.28,55.59,19.62,35.97,58.86
2790,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2791,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2791,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2792,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2792,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2792,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2793,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2793,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2793,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2794,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2794,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2794,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2795,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2795,M&C Assembly,Secondary,19.25,44.28,53.9,57.75,11.55,23.1,26.95
2795,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2796,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2796,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
2796,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
2797,TROC,Preferred,21.27,37.84,39.22,58.48,20.64,37.84,61.92
2797,TAB assembly,Secondary,15,25.5,50,38,1.25,6.5,12
2797,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2799,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2799,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2799,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2803,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2803,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2803,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2804,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2804,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2804,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2805,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2805,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2806,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2806,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2806,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2807,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2807,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2808,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2808,M&C Assembly,Secondary,19.25,44.28,53.9,57.75,11.55,23.1,26.95
2808,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2809,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2809,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2810,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2810,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2810,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2811,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
2811,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2812,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
2812,TROC,Secondary,19.05,33.89,35.12,52.37,18.49,33.89,55.46
2812,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2813,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
2813,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
2813,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2814,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2814,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2814,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2815,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
2815,TROC,Secondary,19.8,35.23,36.51,54.44,19.22,35.23,57.65
2815,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2816,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
2816,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2816,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2817,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
2817,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2817,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2818,ALLIED ASSEMBLY INC,Secondary,11,23.5,38,53,7.07,10.89,22
2818,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2818,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2819,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2819,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2819,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2820,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2820,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2821,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2821,M&C Assembly,Secondary,19.25,44.28,53.9,57.75,11.55,23.1,26.95
2821,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2822,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2822,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
2822,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2823,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2823,Elite Assembly of Ohio,Preferred,9.97,29.97,34.97,49.97,0.96,0.96,0.96
2823,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2825,TROC,Secondary,19.44,34.59,35.84,53.45,18.87,34.59,56.6
2825,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
2825,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2827,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2827,Tec Assembly Inc,Preferred,10,30,35,40,1,5,10
2827,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2828,SOUND ASSEMBLY SERVICES,Secondary,10,15,25,35,5,10,15
2828,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2828,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2830,TROC,Secondary,18.97,33.74,34.97,52.15,18.41,33.74,55.22
2830,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2831,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2831,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2831,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2832,Coretech,Secondary,10,24,28,35,5,10,15
2832,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
2832,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2833,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2833,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2834,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2834,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2834,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2836,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2836,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2836,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2838,Elite Assemblers llc,Secondary,12.25,25.99,42,61.25,4,5,6
2838,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2838,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2841,TROC,Secondary,18.75,33.36,34.57,51.55,18.2,33.36,54.59
2841,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2842,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2842,TROC,Secondary,20.17,35.88,37.18,55.45,19.57,35.88,58.71
2842,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2843,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2843,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
2843,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
2844,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2844,TROC,Preferred,20.72,36.85,38.19,56.95,20.1,36.85,60.3
2844,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2845,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2845,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2845,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2846,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
2846,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2846,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2847,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2847,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2847,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2849,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2849,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2849,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2850,TROC,Preferred,20.59,36.63,37.96,56.61,19.98,36.63,59.94
2850,M&C Assembly,Secondary,19.25,44.28,53.9,57.75,11.55,23.1,26.95
2850,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2852,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2852,Elite Assembly of Ohio,Preferred,9.97,29.97,34.97,49.97,0.96,0.96,0.96
2852,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2853,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2853,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
2853,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2854,LONG ISLAND ASSEMBLERS INC,Preferred,12,40,45,55,8,10,12
2854,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2854,"National Assemblers, Inc.",Secondary,18.58,30.01,42,51.23,13.61,17.97,27.22
2855,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2855,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2855,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2856,ALL STAR ASSEMBLY LLC,Secondary,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2856,TROC,Secondary,22.34,39.75,41.19,61.43,21.68,39.75,65.04
2856,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2857,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2857,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2857,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2859,Coretech,Secondary,10,24,28,35,5,10,15
2859,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2859,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2860,Coretech,Secondary,10,24,28,35,5,10,15
2860,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
2860,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2861,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2861,TROC,Secondary,18.8,33.45,34.67,51.69,18.25,33.45,54.74
2861,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2862,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2862,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2862,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2864,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2864,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2864,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2865,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2865,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2865,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2866,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2866,TROC,Secondary,18.87,33.57,34.79,51.88,18.31,33.57,54.93
2866,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2867,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2867,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2867,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2869,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2869,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2869,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2871,TROC,Secondary,18.78,33.41,34.63,51.64,18.23,33.41,54.68
2871,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2872,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2872,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2872,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2873,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2873,TROC,Secondary,19.39,34.49,35.74,53.3,18.81,34.49,56.43
2873,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2874,TROC,Preferred,20.41,36.3,37.62,56.1,19.8,36.3,59.4
2874,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2881,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
2881,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
2881,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
2882,TROC,Secondary,19.69,35.02,36.29,54.12,19.1,35.02,57.3
2882,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2883,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2883,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2883,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2884,Elite Assemblers llc,Secondary,12.25,25.99,42,61.25,4,5,6
2884,"NW Service Enterprises, Inc",Preferred,8.5,26.65,28.75,37.25,5.35,8,8
2884,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
2885,TROC,Secondary,19.35,34.41,35.66,53.18,18.77,34.41,56.31
2885,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2886,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2886,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2886,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
2888,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2888,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2889,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2889,Tec Assembly Inc,Secondary,10,30,35,40,1,5,10
2889,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2890,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2890,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
2890,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
2891,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2891,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2891,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2892,"NW Service Enterprises, Inc",Secondary,8.5,26.65,28.75,37.25,5.35,8,8
2892,TROC,Preferred,18.98,33.77,35,52.19,18.42,33.77,55.26
2892,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2893,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2893,M&C Assembly,Secondary,13.2,24.2,30.8,49.5,7.7,14.3,16.5
2893,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2894,TROC,Preferred,20.22,35.97,37.28,55.59,19.62,35.97,58.86
2894,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2897,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2897,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2897,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2898,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2898,LONG ISLAND ASSEMBLERS INC,Preferred,12,40,45,55,8,10,12
2898,"National Assemblers, Inc.",Secondary,18.58,30.01,42,51.23,13.61,17.97,27.22
2899,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2899,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2899,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2900,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2900,TROC,Secondary,18.98,33.77,35,52.19,18.42,33.77,55.26
2900,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2901,TROC,Preferred,21.27,37.84,39.22,58.48,20.64,37.84,61.92
2901,TAB assembly,Secondary,15,25.5,50,38,1.25,6.5,12
2901,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
2902,TROC,Secondary,19.23,34.2,35.44,52.86,18.66,34.2,55.97
2902,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2903,TROC,Secondary,19.01,33.82,35.05,52.26,18.45,33.82,55.34
2903,TAB assembly,Secondary,15,25.5,50,38,1.25,6.5,12
2903,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2904,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2904,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2905,TROC,Secondary,19.67,34.98,36.25,54.06,19.08,34.98,57.24
2905,The Ready To Assemble Company Inc,Secondary,8,35,30,35,10,15,20
2905,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2906,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2906,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
2906,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2908,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2908,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
2908,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
2909,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2909,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2910,ALL STAR ASSEMBLY LLC,Secondary,14.25,22.25,29.25,47.99,5.25,7.5,10.5
2910,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2910,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2911,Coretech,Secondary,10,24,28,35,5,10,15
2911,TROC,Secondary,20.78,36.96,38.3,57.12,20.16,36.96,60.48
2911,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
2912,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2912,Ace Assemblers,Secondary,9.95,35,35.63,40,3.99,8.39,12.79
2912,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2913,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
2913,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
2913,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
2914,ALL STAR ASSEMBLY LLC,Preferred,13.25,22.25,28.25,46.99,5.25,7.5,10.5
2914,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
2914,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
2915,LONG ISLAND ASSEMBLERS INC,Secondary,12,40,45,55,8,10,12
2915,The Ready To Assemble Company Inc,Preferred,8,35,30,35,10,15,20
2915,"National Assemblers, Inc.",Secondary,19.35,31.26,43.75,53.37,14.18,18.71,28.35
