Store,Supplier ,Tracking Number,Service type ,Ship date ,Status ,Delivered date,Status with details 
3049,Orora Visual,413977433558,https://www.fedex.com/fedextrack/?trknbr=413977433558&trkqual=12028~413977433558~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 8:57 am Signed for by:COPEL; Tucson, AZ"
3143,Orora Visual,413977433569,https://www.fedex.com/fedextrack/?trknbr=413977433569&trkqual=12028~413977433569~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:16 pm Signed for by:PBRIDDEN; Tucson, AZ"
3314,Orora Visual,413977433570,https://www.fedex.com/fedextrack/?trknbr=413977433570&trkqual=12028~413977433570~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:52 am Signed for by:BBRIANNA; Glendale, AZ"
3315,Orora Visual,413977433580,https://www.fedex.com/fedextrack/?trknbr=413977433580&trkqual=12028~413977433580~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:50 am; Glendale, AZ; Left at front door.Signature Service not requested."
3357,Orora Visual,413977433591,https://www.fedex.com/fedextrack/?trknbr=413977433591&trkqual=12028~413977433591~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:40 am Signed for by:RANTHONY; Tucson, AZ"
3377,Orora Visual,413977433606,https://www.fedex.com/fedextrack/?trknbr=413977433606&trkqual=12028~413977433606~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:48 am Signed for by:MMICHELLE; Tucson, AZ"
3844,Orora Visual,413977433628,https://www.fedex.com/fedextrack/?trknbr=413977433628&trkqual=12028~413977433628~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:42 pm Signed for by:MSTORMI; Glendale, AZ"
3845,Orora Visual,413977433639,https://www.fedex.com/fedextrack/?trknbr=413977433639&trkqual=12028~413977433639~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:21 am Signed for by:MSTUART; Glendale, AZ"
3846,Orora Visual,413977433640,https://www.fedex.com/fedextrack/?trknbr=413977433640&trkqual=12028~413977433640~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 5:06 pm Signed for by:WCENTER; Mesa, AZ"
4218,Orora Visual,413977433650,https://www.fedex.com/fedextrack/?trknbr=413977433650&trkqual=12028~413977433650~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:36 am Signed for by:MMATT; Surprise, AZ"
4233,Orora Visual,413977433661,https://www.fedex.com/fedextrack/?trknbr=413977433661&trkqual=12028~413977433661~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:56 am Signed for by:SLECK; Glendale, AZ"
4264,Orora Visual,413977433672,https://www.fedex.com/fedextrack/?trknbr=413977433672&trkqual=12028~413977433672~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:54 pm Signed for by:GBANUEKIS; Tucson, AZ"
4275,Orora Visual,413977433683,https://www.fedex.com/fedextrack/?trknbr=413977433683&trkqual=12028~413977433683~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:04 pm Signed for by:DDEBRA; Peoria, AZ"
4293,Orora Visual,413977433694,https://www.fedex.com/fedextrack/?trknbr=413977433694&trkqual=12028~413977433694~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:28 am Signed for by:WALMART; Phoenix, AZ"
4324,Orora Visual,413977433709,https://www.fedex.com/fedextrack/?trknbr=413977433709&trkqual=12028~413977433709~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:25 pm Signed for by:MKEVIN; Chandler, AZ"
4473,Orora Visual,413977433710,https://www.fedex.com/fedextrack/?trknbr=413977433710&trkqual=12028~413977433710~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:48 pm Signed for by:GGOBAYA; Tucson, AZ"
4490,Orora Visual,413977433720,https://www.fedex.com/fedextrack/?trknbr=413977433720&trkqual=12028~413977433720~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:48 am Signed for by:MESCOBEDO; Tucson, AZ"
4603,Orora Visual,413977433731,https://www.fedex.com/fedextrack/?trknbr=413977433731&trkqual=12028~413977433731~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:31 pm Signed for by:AAMANDA; Tucson, AZ"
5304,Orora Visual,413977433753,https://www.fedex.com/fedextrack/?trknbr=413977433753&trkqual=12028~413977433753~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:51 am Signed for by:MALISE; Mesa, AZ"
5332,Orora Visual,413977433764,https://www.fedex.com/fedextrack/?trknbr=413977433764&trkqual=12028~413977433764~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:08 pm; Mesa, AZ; Left at office/leasing.Signature Service not requested."
5349,Orora Visual,413977433775,https://www.fedex.com/fedextrack/?trknbr=413977433775&trkqual=12028~413977433775~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:49 am Signed for by:DGOOLD; Mesa, AZ"
5725,Orora Visual,413977433786,https://www.fedex.com/fedextrack/?trknbr=413977433786&trkqual=12028~413977433786~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:14 am Signed for by:EEISA; Tucson, AZ"
3082,Orora Visual,413977433801,https://www.fedex.com/fedextrack/?trknbr=413977433801&trkqual=12028~413977433801~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:36 pm Signed for by:KSKDE; Colorado Springs, CO"
3083,Orora Visual,413977433812,https://www.fedex.com/fedextrack/?trknbr=413977433812&trkqual=12028~413977433812~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:42 pm Signed for by:LJACKSON; Colorado Springs, CO"
3175,Orora Visual,413977433856,https://www.fedex.com/fedextrack/?trknbr=413977433856&trkqual=12028~413977433856~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:55 am Signed for by:LLILLY; Colorado Springs, CO"
3176,Orora Visual,413977433867,https://www.fedex.com/fedextrack/?trknbr=413977433867&trkqual=12028~413977433867~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:12 pm Signed for by:AALEX; Colorado Springs, CO"
840,Orora Visual,413977433960,https://www.fedex.com/fedextrack/?trknbr=413977433960&trkqual=12028~413977433960~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:36 am Signed for by:KWILLIAMS; Warner Robins, GA"
920,Orora Visual,413977433970,https://www.fedex.com/fedextrack/?trknbr=413977433970&trkqual=12028~413977433970~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:55 am Signed for by:RKORSENBERG; Warner Robins, GA"
2465,Orora Visual,413977433981,https://www.fedex.com/fedextrack/?trknbr=413977433981&trkqual=12028~413977433981~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:48 am Signed for by:WWALM; Hephzibah, GA"
2699,Orora Visual,413977433992,https://www.fedex.com/fedextrack/?trknbr=413977433992&trkqual=12028~413977433992~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 4:47 pm; Gainesville, GA; Left at back door.Signature Service not requested."
2731,Orora Visual,413977434006,https://www.fedex.com/fedextrack/?trknbr=413977434006&trkqual=12028~413977434006~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:01 pm Signed for by:CRANDOLPH; Gainesville, GA"
2773,Orora Visual,413977434017,https://www.fedex.com/fedextrack/?trknbr=413977434017&trkqual=12028~413977434017~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:18 pm Signed for by:XDEE; LaGrange, GA"
2801,Orora Visual,413977434028,https://www.fedex.com/fedextrack/?trknbr=413977434028&trkqual=12028~413977434028~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:25 am Signed for by:MWESTON; Albany, GA"
3070,Orora Visual,413977434039,https://www.fedex.com/fedextrack/?trknbr=413977434039&trkqual=12028~413977434039~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:52 pm Signed for by:XAFSANEH; Atlanta, GA"
3071,Orora Visual,413977434040,https://www.fedex.com/fedextrack/?trknbr=413977434040&trkqual=12028~413977434040~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:23 am Signed for by:PPINAALDRETE; Tucker, GA"
3072,Orora Visual,413977434050,https://www.fedex.com/fedextrack/?trknbr=413977434050&trkqual=12028~413977434050~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:08 pm Signed for by:NNICOLE; Snellville, GA"
3074,Orora Visual,413977434061,https://www.fedex.com/fedextrack/?trknbr=413977434061&trkqual=12028~413977434061~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:56 am Signed for by:MWALMART; Lawrenceville, GA"
3635,Orora Visual,413977434072,https://www.fedex.com/fedextrack/?trknbr=413977434072&trkqual=12028~413977434072~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:42 pm Signed for by:KKRISSI; Fort Oglethorpe, GA"
4421,Orora Visual,413977434094,https://www.fedex.com/fedextrack/?trknbr=413977434094&trkqual=12028~413977434094~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:38 am Signed for by:MSMITH; Columbus, GA"
4426,Orora Visual,413977434109,https://www.fedex.com/fedextrack/?trknbr=413977434109&trkqual=12028~413977434109~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 5:15 pm Signed for by:MMAN; Columbus, GA"
4517,Orora Visual,413977434110,https://www.fedex.com/fedextrack/?trknbr=413977434110&trkqual=12028~413977434110~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:39 am Signed for by:MCOLEY; Albany, GA"
4528,Orora Visual,413977434120,https://www.fedex.com/fedextrack/?trknbr=413977434120&trkqual=12028~413977434120~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:39 pm Signed for by:BBROOM; Dalton, GA"
5198,Orora Visual,413977434131,https://www.fedex.com/fedextrack/?trknbr=413977434131&trkqual=12028~413977434131~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:09 pm Signed for by:MEMMERSON; Tifton, GA"
5267,Orora Visual,413977434142,https://www.fedex.com/fedextrack/?trknbr=413977434142&trkqual=12028~413977434142~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 4:00 pm Signed for by:MJONES; Athens, GA"
5813,Orora Visual,413977434153,https://www.fedex.com/fedextrack/?trknbr=413977434153&trkqual=12028~413977434153~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:48 am Signed for by:CSMITH; Augusta, GA"
5907,Orora Visual,413977434175,https://www.fedex.com/fedextrack/?trknbr=413977434175&trkqual=12028~413977434175~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:49 pm Signed for by:TGGGGVV; Columbus, GA"
7339,Orora Visual,413977434186,https://www.fedex.com/fedextrack/?trknbr=413977434186&trkqual=12028~413977434186~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:29 am Signed for by:CCHIKE; Grovetown, GA"
840,Orora Visual,413977434197,https://www.fedex.com/fedextrack/?trknbr=413977434197&trkqual=12028~413977434197~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:36 am Signed for by:KWILLIAMS; Warner Robins, GA"
840,Orora Visual,413977434201,https://www.fedex.com/fedextrack/?trknbr=413977434201&trkqual=12028~413977434201~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:36 am Signed for by:KWILLIAMS; Warner Robins, GA"
3110,Orora Visual,413977434223,https://www.fedex.com/fedextrack/?trknbr=413977434223&trkqual=12028~413977434223~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:20 am Signed for by:WWILL; Chicago, IL"
4054,Orora Visual,413977434245,https://www.fedex.com/fedextrack/?trknbr=413977434245&trkqual=12028~413977434245~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:17 pm Signed for by:TTIMZ; Indianapolis, IN"
5372,Orora Visual,413977434256,https://www.fedex.com/fedextrack/?trknbr=413977434256&trkqual=12028~413977434256~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:52 am Signed for by:ASCALES; Evansville, IN"
5452,Orora Visual,413977434278,https://www.fedex.com/fedextrack/?trknbr=413977434278&trkqual=12028~413977434278~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:35 am Signed for by:MAMY; Evansville, IN"
5791,Orora Visual,413977434381,https://www.fedex.com/fedextrack/?trknbr=413977434381&trkqual=12028~413977434381~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:39 am Signed for by:APOWERS; Pittsburg, KS"
6172,Orora Visual,413977434392,https://www.fedex.com/fedextrack/?trknbr=413977434392&trkqual=12028~413977434392~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:41 pm Signed for by:MMARK; Kansas City, KS"
6585,Orora Visual,413977434407,https://www.fedex.com/fedextrack/?trknbr=413977434407&trkqual=12028~413977434407~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:11 am Signed for by:JOERTON; Topeka, KS"
5059,Orora Visual,413977434418,https://www.fedex.com/fedextrack/?trknbr=413977434418&trkqual=12028~413977434418~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:22 am Signed for by:TJONES; Hopkinsville, KY"
3042,Orora Visual,413977434429,https://www.fedex.com/fedextrack/?trknbr=413977434429&trkqual=12028~413977434429~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:26 am Signed for by:GSTEWERT; Covington, LA"
3703,Orora Visual,413977434430,https://www.fedex.com/fedextrack/?trknbr=413977434430&trkqual=12028~413977434430~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:42 pm Signed for by:WRIEVERE; Kenner, LA"
4048,Orora Visual,413977434440,https://www.fedex.com/fedextrack/?trknbr=413977434440&trkqual=12028~413977434440~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:00 am Signed for by:DALLEN; Prairieville, LA"
4659,Orora Visual,413977434451,https://www.fedex.com/fedextrack/?trknbr=413977434451&trkqual=12028~413977434451~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:07 am Signed for by:RSIMS; Baton Rouge, LA"
5081,Orora Visual,413977434462,https://www.fedex.com/fedextrack/?trknbr=413977434462&trkqual=12028~413977434462~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:00 pm Signed for by:MMARCHAN; Meraux, LA"
5102,Orora Visual,413977434473,https://www.fedex.com/fedextrack/?trknbr=413977434473&trkqual=12028~413977434473~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:20 pm Signed for by:DDWAYNE; Gretna, LA"
5310,Orora Visual,413977434495,https://www.fedex.com/fedextrack/?trknbr=413977434495&trkqual=12028~413977434495~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:01 am Signed for by:JBERNARD; Prairieville, LA"
5327,Orora Visual,413977434500,https://www.fedex.com/fedextrack/?trknbr=413977434500&trkqual=12028~413977434500~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:01 pm Signed for by:WOLDHAMMOND; Baton Rouge, LA"
5328,Orora Visual,413977434510,https://www.fedex.com/fedextrack/?trknbr=413977434510&trkqual=12028~413977434510~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 5:33 pm Signed for by:SWASHINGTON; Baton Rouge, LA"
5464,Orora Visual,413977434521,https://www.fedex.com/fedextrack/?trknbr=413977434521&trkqual=12028~413977434521~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:38 am Signed for by:MCHAUVIN; Thibodaux, LA"
5722,Orora Visual,413977434532,https://www.fedex.com/fedextrack/?trknbr=413977434532&trkqual=12028~413977434532~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:14 pm Signed for by:APARKER; Harvey, LA"
5773,Orora Visual,413977434543,https://www.fedex.com/fedextrack/?trknbr=413977434543&trkqual=12028~413977434543~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:24 am Signed for by:DLANDRY; New Iberia, LA"
5774,Orora Visual,413977434554,https://www.fedex.com/fedextrack/?trknbr=413977434554&trkqual=12028~413977434554~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:31 am Signed for by:HMORICIE; Houma, LA"
6577,Orora Visual,413977434576,https://www.fedex.com/fedextrack/?trknbr=413977434576&trkqual=12028~413977434576~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:20 am Signed for by:MTERI; Slidell, LA"
6583,Orora Visual,413977434587,https://www.fedex.com/fedextrack/?trknbr=413977434587&trkqual=12028~413977434587~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:53 am Signed for by:FCERIL; Lake Charles, LA"
6588,Orora Visual,413977434598,https://www.fedex.com/fedextrack/?trknbr=413977434598&trkqual=12028~413977434598~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:28 am Signed for by:WMART; Slidell, LA"
6590,Orora Visual,413977434602,https://www.fedex.com/fedextrack/?trknbr=413977434602&trkqual=12028~413977434602~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:37 am Signed for by:DADAM; Lake Charles, LA"
7099,Orora Visual,413977434613,https://www.fedex.com/fedextrack/?trknbr=413977434613&trkqual=12028~413977434613~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:23 pm Signed for by:GNELSON; Morgan City, LA"
7233,Orora Visual,413977434624,https://www.fedex.com/fedextrack/?trknbr=413977434624&trkqual=12028~413977434624~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:13 pm Signed for by:IGRIFFIN; Baton Rouge, LA"
7241,Orora Visual,413977434635,https://www.fedex.com/fedextrack/?trknbr=413977434635&trkqual=12028~413977434635~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:56 pm Signed for by:CLAWSON; Denham Springs, LA"
7262,Orora Visual,413977434646,https://www.fedex.com/fedextrack/?trknbr=413977434646&trkqual=12028~413977434646~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:23 am Signed for by:DHIA; Baton Rouge, LA"
2442,Orora Visual,413977434657,https://www.fedex.com/fedextrack/?trknbr=413977434657&trkqual=12028~413977434657~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:42 am Signed for by:FHUEET; Kansas City, MO"
2839,Orora Visual,413977434668,https://www.fedex.com/fedextrack/?trknbr=413977434668&trkqual=12028~413977434668~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:14 am Signed for by:ZHOLIDAY; Springfield, MO"
3062,Orora Visual,413977434679,https://www.fedex.com/fedextrack/?trknbr=413977434679&trkqual=12028~413977434679~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:23 am Signed for by:ASHELTON; Springfield, MO"
3111,Orora Visual,413977434680,https://www.fedex.com/fedextrack/?trknbr=413977434680&trkqual=12028~413977434680~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:08 pm Signed for by:NDESTIN; Springfield, MO"
3238,Orora Visual,413977434690,https://www.fedex.com/fedextrack/?trknbr=413977434690&trkqual=12028~413977434690~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:06 am Signed for by:MSITH; Springfield, MO"
4057,Orora Visual,413977434705,https://www.fedex.com/fedextrack/?trknbr=413977434705&trkqual=12028~413977434705~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:45 am Signed for by:MVANDERGRIFF; Joplin, MO"
4470,Orora Visual,413977434716,https://www.fedex.com/fedextrack/?trknbr=413977434716&trkqual=12028~413977434716~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:58 pm Signed for by:AGREEN; Joplin, MO"
4478,Orora Visual,413977434727,https://www.fedex.com/fedextrack/?trknbr=413977434727&trkqual=12028~413977434727~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:45 pm Signed for by:ABLAINE; Joplin, MO"
5149,Orora Visual,413977434738,https://www.fedex.com/fedextrack/?trknbr=413977434738&trkqual=12028~413977434738~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:44 pm Signed for by:WWARD; Blue Springs, MO"
5692,Orora Visual,413977434760,https://www.fedex.com/fedextrack/?trknbr=413977434760&trkqual=12028~413977434760~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 8:52 am Signed for by:RRANDALL; Springfield, MO"
5693,Orora Visual,413977434771,https://www.fedex.com/fedextrack/?trknbr=413977434771&trkqual=12028~413977434771~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:56 am Signed for by:NHENDERSOB; Springfield, MO"
6500,Orora Visual,413977434782,https://www.fedex.com/fedextrack/?trknbr=413977434782&trkqual=12028~413977434782~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:51 am Signed for by:JJONES; Independence, MO"
7072,Orora Visual,413977434793,https://www.fedex.com/fedextrack/?trknbr=413977434793&trkqual=12028~413977434793~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:06 pm Signed for by:CNUGENT; Cape Girardeau, MO"
7127,Orora Visual,413977434808,https://www.fedex.com/fedextrack/?trknbr=413977434808&trkqual=12028~413977434808~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:22 am Signed for by:JMEADORA; Poplar Bluff, MO"
4619,Orora Visual,413977434841,https://www.fedex.com/fedextrack/?trknbr=413977434841&trkqual=12028~413977434841~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 5:00 pm Signed for by:CCANDACE; Tupelo, MS"
5459,Orora Visual,413977434852,https://www.fedex.com/fedextrack/?trknbr=413977434852&trkqual=12028~413977434852~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:05 am Signed for by:XXX; Starkville, MS"
6165,Orora Visual,413977434874,https://www.fedex.com/fedextrack/?trknbr=413977434874&trkqual=12028~413977434874~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:29 am Signed for by:YYOUNGBLOOD; Gulfport, MS"
6166,Orora Visual,413977434885,https://www.fedex.com/fedextrack/?trknbr=413977434885&trkqual=12028~413977434885~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:19 pm Signed for by:LDISALVO; Diberville, MS"
6323,Orora Visual,413977434896,https://www.fedex.com/fedextrack/?trknbr=413977434896&trkqual=12028~413977434896~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:55 am Signed for by:NKINGK; Gulfport, MS"
3152,Orora Visual,413977434911,https://www.fedex.com/fedextrack/?trknbr=413977434911&trkqual=12028~413977434911~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:45 am Signed for by:FFRANCISCO; Omaha, NE"
3153,Orora Visual,413977434922,https://www.fedex.com/fedextrack/?trknbr=413977434922&trkqual=12028~413977434922~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:24 am Signed for by:CMETHE; Omaha, NE"
3154,Orora Visual,413977434933,https://www.fedex.com/fedextrack/?trknbr=413977434933&trkqual=12028~413977434933~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 8:55 am Signed for by:JGICHENIUR; Bellevue, NE"
3172,Orora Visual,413977434944,https://www.fedex.com/fedextrack/?trknbr=413977434944&trkqual=12028~413977434944~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:19 am Signed for by:WMARTINEZ; Omaha, NE"
3173,Orora Visual,413977434955,https://www.fedex.com/fedextrack/?trknbr=413977434955&trkqual=12028~413977434955~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:58 am; La Vista, NE; Left at back door.Signature Service not requested."
4138,Orora Visual,413977434966,https://www.fedex.com/fedextrack/?trknbr=413977434966&trkqual=12028~413977434966~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:37 am Signed for by:ABUSCH; Omaha, NE"
4139,Orora Visual,413977434977,https://www.fedex.com/fedextrack/?trknbr=413977434977&trkqual=12028~413977434977~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:55 am Signed for by:AADEN; Omaha, NE"
377,Orora Visual,413977435002,https://www.fedex.com/fedextrack/?trknbr=413977435002&trkqual=12028~413977435002~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:22 am Signed for by:EEVANS; Sumter, SC"
2328,Orora Visual,413977435013,https://www.fedex.com/fedextrack/?trknbr=413977435013&trkqual=12028~413977435013~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 3:37 pm Signed for by:MTINA; Greenville, SC"
3338,Orora Visual,413977435024,https://www.fedex.com/fedextrack/?trknbr=413977435024&trkqual=12028~413977435024~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:40 pm Signed for by:WWILSON; Spartanburg, SC"
3628,Orora Visual,413977435035,https://www.fedex.com/fedextrack/?trknbr=413977435035&trkqual=12028~413977435035~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 9:44 am Signed for by:FFANDRO; Simpsonville, SC"
3724,Orora Visual,413977435046,https://www.fedex.com/fedextrack/?trknbr=413977435046&trkqual=12028~413977435046~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 11:16 am Signed for by:MSTROMAN; Orangeburg, SC"
4145,Orora Visual,413977435057,https://www.fedex.com/fedextrack/?trknbr=413977435057&trkqual=12028~413977435057~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:36 pm Signed for by:CWILLIAMS; Greer, SC"
4443,Orora Visual,413977435068,https://www.fedex.com/fedextrack/?trknbr=413977435068&trkqual=12028~413977435068~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 10:38 am Signed for by:MDAWN; Anderson, SC"
4445,Orora Visual,413977435079,https://www.fedex.com/fedextrack/?trknbr=413977435079&trkqual=12028~413977435079~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:30 pm Signed for by:FTYK; Clemson, SC"
4452,Orora Visual,413977435080,https://www.fedex.com/fedextrack/?trknbr=413977435080&trkqual=12028~413977435080~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 1:22 pm Signed for by:ACURRY; Greenville, SC"
5291,Orora Visual,413977435090,https://www.fedex.com/fedextrack/?trknbr=413977435090&trkqual=12028~413977435090~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 12:19 pm Signed for by:WWAL; West Columbia, SC"
5371,Orora Visual,413977435105,https://www.fedex.com/fedextrack/?trknbr=413977435105&trkqual=12028~413977435105~FDEG,10/25/2024,Delivered,10/28/2024,"Delivered: 10/28/2024 2:06 pm Signed for by:AASHLEY; Simpsonville, SC"
