Last Published By,Last Published Date,Last Modified Date,Last Modified By,Published Status,Name,Parent Path,Page Link,Author Link
a2corre,2/6/2020,2/6/2020,a2corre,Active,2020pricing.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02/2020pricing.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02/2020pricing.pdf"">Author Link</a>"
a2corre,2/6/2020,2/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02/cruzroja.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,2/6/2020,2/6/2020,a2corre,Active,Inversiones de Precio Q1 (Bet).pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02/Inversiones%20de%20Precio%20Q1%20(Bet).pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02/Inversiones de Precio Q1 (Bet).pdf"">Author Link</a>"
a2corre,2/6/2020,2/6/2020,a2corre,Active,amaretti.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02/amaretti.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk-02/amaretti.pdf"">Author Link</a>"
a2corre,2/21/2020,2/21/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/programanutricion.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,2/21/2020,2/21/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/hrinfluenza.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,2/21/2020,2/21/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/mcssteps.PDF"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,2/21/2020,2/21/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/hrcoronavirus.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,2/20/2020,2/20/2020,a2corre,Active,D79.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/D79.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/D79.pdf"">Author Link</a>"
a2corre,2/20/2020,2/20/2020,a2corre,Active,20200213-wm-foodsafetyfocuspoints_feb2020 KNH.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/20200213-wm-foodsafetyfocuspoints_feb2020%20KNH.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/20200213-wm-foodsafetyfocuspoints_feb2020 KNH.pdf"">Author Link</a>"
a2corre,2/21/2020,2/21/2020,a2corre,Active,consejosdesaludfebrero.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/consejosdesaludfebrero.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/consejosdesaludfebrero.pdf"">Author Link</a>"
a2corre,2/21/2020,2/21/2020,a2corre,Active,hrlavadodemanos.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/hrlavadodemanos.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/hrlavadodemanos.pdf"">Author Link</a>"
a2corre,2/21/2020,2/21/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/notas4y5.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,2/20/2020,2/20/2020,a2corre,Active,polvoroness.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/polvoroness.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk04/polvoroness.pdf"">Author Link</a>"
a2corre,6/3/2020,6/3/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/samweek.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/3/2020,6/3/2020,a2corre,Active,associateweek.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/associateweek.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/associateweek.pdf"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/Hojas%20de%20Procedimiento%20Bizcochos%20Padres%202020.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,pimientos.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/pimientos.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/pimientos.pdf"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,ajustedepreciosenbateria.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/ajustedepreciosenbateria.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/ajustedepreciosenbateria.pdf"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/Deli%20Pickup%20Procedimientoupdated.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/layoutbakery1junio.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/3/2020,6/3/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/5MIF_May_2020_English.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,delibakerypickupupdated.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/delibakerypickupupdated.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/delibakerypickupupdated.pdf"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/Donut%20Cake%20-%20Hoja%20Proceso.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/1/2020,6/1/2020,a2corre,Active,farmacialuquilloydorado.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/farmacialuquilloydorado.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/farmacialuquilloydorado.pdf"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,bakerypadres.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/bakerypadres.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/bakerypadres.pdf"">Author Link</a>"
a2corre,6/3/2020,6/3/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/notasdeprioridad18y19.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,5/28/2020,5/28/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/Bakery%20-Programa%20Fathers%20Day%202020.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/1/2020,6/1/2020,a2corre,Active,farmacialevittown.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/farmacialevittown.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk18/farmacialevittown.pdf"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,cigarrillos.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/cigarrillos.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/cigarrillos.pdf"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,sillasyescritoriospromocionales.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/sillasyescritoriospromocionales.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/sillasyescritoriospromocionales.pdf"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,sistemaeducativo.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/sistemaeducativo.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/sistemaeducativo.pdf"">Author Link</a>"
a2corre,6/12/2020,6/12/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/ansiedadsoluciones.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,pancakemix.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/pancakemix.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/pancakemix.pdf"">Author Link</a>"
a2corre,6/12/2020,6/12/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/ansiedad.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,programdeverano.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/programdeverano.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/programdeverano.pdf"">Author Link</a>"
a2corre,6/12/2020,6/12/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/manejodeemociones.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,Descontinuado.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/Descontinuado.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/Descontinuado.pdf"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,ulearn.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/ulearn.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/ulearn.pdf"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,pepin.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/pepin.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/pepin.pdf"">Author Link</a>"
a2corre,6/15/2020,6/15/2020,a2corre,Active,loreal.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/loreal.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/loreal.pdf"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,rotulaciondemodular.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulaciondemodular.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulaciondemodular.pdf"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,monin.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/monin.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/monin.pdf"">Author Link</a>"
a2corre,6/16/2020,6/16/2020,a2corre,Active,walmartpadres.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmartpadres.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmartpadres.pdf"">Author Link</a>"
a2corre,6/16/2020,6/16/2020,a2corre,Active,walmartdeli.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmartdeli.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmartdeli.pdf"">Author Link</a>"
a2corre,6/16/2020,6/16/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmart60.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/16/2020,6/16/2020,a2corre,Active,farmacialuquilloydorado.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/farmacialuquilloydorado.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/farmacialuquilloydorado.pdf"">Author Link</a>"
a2corre,6/16/2020,6/16/2020,a2corre,Active,farmacialevittown.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/farmacialevittown.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/farmacialevittown.pdf"">Author Link</a>"
a2corre,6/16/2020,6/16/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmarthorarios.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/16/2020,6/16/2020,a2corre,Active,walmartfarmacia.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmartfarmacia.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmartfarmacia.pdf"">Author Link</a>"
a2corre,6/16/2020,6/16/2020,a2corre,Active,walmartopitca.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmartopitca.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rotulowalmart/walmartopitca.pdf"">Author Link</a>"
a2corre,6/17/2020,6/17/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh/notasdeprioridad.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/17/2020,6/17/2020,a2corre,Active,ulearn.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh/ulearn.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh/ulearn.pdf"">Author Link</a>"
a2corre,6/17/2020,6/17/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh/desempleo.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/17/2020,6/17/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh/boletinactivate.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/17/2020,6/17/2020,a2corre,Active,aoncejose.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh/aoncejose.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/rh/aoncejose.pdf"">Author Link</a>"
a2corre,6/12/2020,6/12/2020,a2corre,Active,directoriowalmart.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/directoriowalmart.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/directoriowalmart.pdf"">Author Link</a>"
a2corre,6/12/2020,6/12/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/boletinactivate.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,6/11/2020,6/11/2020,a2corre,Active,payfromreceiptcasasangria.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/payfromreceiptcasasangria.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/payfromreceiptcasasangria.pdf"">Author Link</a>"
a2corre,6/12/2020,6/12/2020,a2corre,Active,directorioamigo.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/directorioamigo.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk20/directorioamigo.pdf"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/regalaundia.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,islanderverano.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/islanderverano.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/islanderverano.pdf"">Author Link</a>"
a2corre,8/10/2020,8/10/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/mitiempolibre.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,consejosdesalud.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/consejosdesalud.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/consejosdesalud.pdf"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,congelaciondeprecios.pdf,/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/congelaciondeprecios.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/congelaciondeprecios.pdf"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/401k.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
a2corre,8/6/2020,8/6/2020,a2corre,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/work/operations/total_store/puerto-rico/amp/año-2020/wk28/regalaundia4.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
