Market,Region,Store Number,Store City,Store State,Zip Code,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
299,27,1237,ERWIN,NC,28339,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,50 case minimum,,,,
299,27,2836,FUQUAY VARINA,NC,27526,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,10 case minimum,,,,
299,27,5743,GARNER,NC,27529,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,10 case minimum,,,,
299,27,4564,GOLDSBORO,NC,27530,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
299,27,4458,HOLLY SPRINGS,NC,27540,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,10 case minimum,,,,
299,27,1372,RALEIGH,NC,27603,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,10 case minimum,,,,
299,27,1321,SMITHFIELD,NC,27577,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,50 case minimum,,,,
299,27,1664,WILSON,NC,27893,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
299,27,4499,ZEBULON,NC,27597,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,50 case minimum,,,,
299,27,1237,FAYETTEVILLE,NC,28303,Jason Bishop,FreshPoint Inc,425981,(919)338-4599,NEXT DAY,,,,,
299,27,2247,HENDERSON,NC,27536,Jason Bishop,FreshPoint Inc,426037,(919)338-4599,NEXT DAY,,,,,
299,27,2836,SILER CITY,NC,27344,Jason Bishop,FreshPoint Inc,426049,(919)338-4599,SAME DAY DELIVERY,,,,,
299,27,3889,APEX,NC,27502,Jason Bishop,FreshPoint Inc,426071,(919)338-4599,SAME DAY DELIVERY,,,,,
299,27,4458,HOLLY SPRINGS,NC,27540,Jason Bishop,FreshPoint Inc,426085,(919)338-4599,SAME DAY DELIVERY,,,,,
299,27,4499,ZEBULON,NC,27597,Jason Bishop,FreshPoint Inc,426089,(919)338-4599,SAME DAY DELIVERY,,,,,
299,27,4564,GOLDSBORO,NC,27530,Jason Bishop,FreshPoint Inc,426091,(919)338-4599,NEXT DAY,,,,,
299,27,5046,CLAYTON,NC,27520,Jason Bishop,FreshPoint Inc,426097,(919)338-4599,SAME DAY DELIVERY,,,,,
299,27,5743,GARNER,NC,27529,Jason Bishop,FreshPoint Inc,426109,(919)338-4599,SAME DAY DELIVERY,,,,,
300,4,1166,ELIZABETHTOWN,NC,28337,,"Div 1 Store, must confirm",,,D1,,,,,
300,4,7243,BURGAW,NC,28425,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,50 case minimum,,,,
300,4,2580,CLINTON,NC,28328,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,50 case minimum,,,,
300,4,4273,LELAND,NC,28451,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
300,4,1767,SHALLOTTE,NC,28459,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
300,4,2772,SOUTHPORT,NC,28461,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
300,4,1352,WALLACE,NC,28466,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
300,4,1268,WHITEVILLE,NC,28472,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
300,4,1348,WILMINGTON,NC,28412,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
300,4,1392,WILMINGTON,NC,28403,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
300,4,4065,WILMINGTON,NC,28411,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
300,4,4065,WILMINGTON,NC,28411,Jason Bishop,FreshPoint Inc,426072,(919)338-4599,NEXT DAY,,,,,
301,27,1950,AHOSKIE,NC,27910,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
301,27,1379,GREENVILLE,NC,27834,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
301,27,5851,GREENVILLE,NC,27858,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
301,27,4459,NASHVILLE,NC,27856,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,50 case minimum,,,,
301,27,1502,ROANOKE RAPIDS,NC,27870,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
301,27,1197,ROCKY MOUNT,NC,27804,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
301,27,2730,TARBORO,NC,27886,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
301,27,1354,WASHINGTON,NC,27889,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
301,27,1641,WILLIAMSTON,NC,27892,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
301,27,1527,ELIZABETH CITY,NC,27909,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Next Day DELIVERY only,,,,,
301,27,2000,KITTY HAWK,NC,27949,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Next Day DELIVERY only,,,,,
301,27,1641,KINSTON,NC,28504,Jason Bishop,FreshPoint Inc,426015,(919)338-4599,NEXT DAY,,,,,
301,27,1950,LOUISBURG,NC,27549,Jason Bishop,FreshPoint Inc,426030,(919)338-4599,NEXT DAY,,,,,
301,27,4459,NASHVILLE,NC,27856,Jason Bishop,FreshPoint Inc,426086,(919)338-4599,NEXT DAY,,,,,
302,27,1236,GOLDSBORO,NC,27534,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
302,27,7238,GRANTSBORO,NC,28529,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
302,27,3825,HAVELOCK,NC,28532,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
302,27,1298,JACKSONVILLE,NC,28546,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
302,27,3864,JACKSONVILLE,NC,28540,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
302,27,1661,KINSTON,NC,28504,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
302,27,1355,MOREHEAD CITY,NC,28557,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
302,27,3701,MOUNT OLIVE,NC,28365,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,50 case minimum,,,,
302,27,1300,NEW BERN,NC,28562,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
302,27,7009,RICHLANDS,NC,28574,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
302,27,7179,Swansboro,NC,28584,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,,,,,
302,27,1300,SPRING LAKE,NC,28390,Jason Bishop,FreshPoint Inc,425991,(919)338-4599,NEXT DAY,,,,,
302,27,1355,RALEIGH,NC,27603,Jason Bishop,FreshPoint Inc,426000,(919)338-4599,SAME DAY DELIVERY,,,,,
302,27,3864,JACKSONVILLE,NC,28540,Jason Bishop,FreshPoint Inc,426070,(919)338-4599,NEXT DAY,,,,,
304,26,4224,CONOVER,NC,28613,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1337,ELKIN,NC,28621,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,4410,GRANITE FALLS,NC,28630,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,948,HICKORY,NC,28602,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1064,LENOIR,NC,28645,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1096,MOCKSVILLE,NC,27028,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1039,MOUNT AIRY,NC,27030,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1662,STATESVILLE,NC,28625,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1131,TAYLORSVILLE,NC,28681,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1290,WILKESBORO,NC,28697,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1060,MORGANTON,NC,28655,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
304,26,1290,JACKSONVILLE,NC,28546,Jason Bishop,FreshPoint Inc,425989,(919)338-4599,NEXT DAY,,,,,
304,26,1337,WILMINGTON,NC,28412,Jason Bishop,FreshPoint Inc,425996,(919)338-4599,NEXT DAY,,,,,
305,26,5085,BELMONT,NC,28012,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,1464,CHARLOTTE,NC,28273,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,3371,CHARLOTTE,NC,28208,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,5481,CHARLOTTE,NC,28216,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,4594,CHERRYVILLE,NC,28021,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,4274,DENVER,NC,28037,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,1385,GASTONIA,NC,28056,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,5298,GASTONIA,NC,28052,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,1209,LINCOLNTON,NC,28092,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,1034,SHELBY,NC,28152,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
305,26,1385,WILMINGTON,NC,28403,Jason Bishop,FreshPoint Inc,426003,(919)338-4599,NEXT DAY,,,,,
305,26,3371,FAYETTEVILLE,NC,28314,Jason Bishop,FreshPoint Inc,426057,(919)338-4599,NEXT DAY,,,,,
306,26,1666,CHARLOTTE,NC,28205,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,1821,CHARLOTTE,NC,28227,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,2134,CHARLOTTE,NC,28262,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,1027,CONCORD,NC,28027,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,4574,CONCORD,NC,28027,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,5879,HUNTERSVILLE,NC,28078,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,2005,KANNAPOLIS,NC,28083,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,5747,LOCUST,NC,28097,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,1156,MOORESVILLE,NC,28117,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
306,26,2005,RALEIGH,NC,27609,Jason Bishop,FreshPoint Inc,426033,(919)338-4599,SAME DAY DELIVERY,,,,,
306,26,2134,DURHAM,NC,27707,Jason Bishop,FreshPoint Inc,426035,(919)338-4599,SAME DAY DELIVERY,,,,,
308,26,2793,KERNERSVILLE,NC,27284,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,,,,,
308,26,1613,HIGH POINT,NC,27263,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
308,26,1322,LEXINGTON,NC,27292,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
308,26,4477,HIGH POINT,NC,27265,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
308,26,6789,KING,NC,27021,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
308,26,1552,SALISBURY,NC,28144,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
308,26,3503,THOMASVILLE,NC,27360,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
308,26,1849,WINSTON SALEM,NC,27105,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
308,26,2472,WINSTON SALEM,NC,27103,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
308,26,3626,WINSTON SALEM,NC,27127,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
308,26,1613,DURHAM,NC,27704,Jason Bishop,FreshPoint Inc,426013,(919)338-4599,SAME DAY DELIVERY,,,,,
308,26,2793,FUQUAY VARINA,NC,27526,Jason Bishop,FreshPoint Inc,426048,(919)338-4599,SAME DAY DELIVERY,,,,,
309,26,1097,ABERDEEN,NC,28315,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
309,26,1255,LAURINBURG,NC,28352,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,,,,,
309,26,1010,ROCKINGHAM,NC,28379,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,,,,,
309,26,1133,ALBEMARLE,NC,28001,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
309,26,2908,BISCOE,NC,27209,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
309,26,1452,CHARLOTTE,NC,28226,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
309,26,5063,CHARLOTTE,NC,28270,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
309,26,3700,INDIAN TRAIL,NC,28079,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
309,26,877,MONROE,NC,28110,Chris Vernon,W R VERNON PRODUCE CO INC,473819,336-725-9741,Same Day DELIVERY if ordered by 8am,,,,,
309,26,1255,FAYETTEVILLE,NC,28311,Jason Bishop,FreshPoint Inc,425984,(919)338-4599,NEXT DAY,,,,,
309,26,2908,HOPE MILLS,NC,28348,Jason Bishop,FreshPoint Inc,426051,(919)338-4599,NEXT DAY,,,,,
309,26,3700,MOUNT OLIVE,NC,28365,Jason Bishop,FreshPoint Inc,426067,(919)338-4599,NEXT DAY,,,,,
310,26,6958,CAMERON,NC,28326,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,,,,,
310,26,1238,FAYETTEVILLE,NC,28303,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
310,26,1261,FAYETTEVILLE,NC,28311,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
310,26,3595,FAYETTEVILLE,NC,28304,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
310,26,6879,FAYETTEVILLE,NC,28306,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
310,26,2929,HOPE MILLS,NC,28348,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
310,26,1155,LUMBERTON,NC,28358,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
310,26,5489,PEMBROKE,NC,28372,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
310,26,5787,RAEFORD,NC,28376,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,100 case minimum,,,,
310,26,1774,SANFORD,NC,27332,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,50 case minimum,,,,
310,26,1312,SPRING LAKE,NC,28390,Call Center,FORDS PRODUCE CO INC               ,431784,800-821-3673,Same Day DELIVERY if ordered by 8am,75 case minimum,,,,
310,26,2929,CHAPEL HILL,NC,27517,Jason Bishop,FreshPoint Inc,426052,(919)338-4599,SAME DAY DELIVERY,,,,,
310,26,3595,FAYETTEVILLE,NC,28304,Jason Bishop,FreshPoint Inc,426062,(919)338-4599,NEXT DAY,,,,,
310,26,5489,PEMBROKE,NC,28372,Jason Bishop,FreshPoint Inc,426108,(919)338-4599,NEXT DAY,,,,,
310,26,5787,RAEFORD,NC,28376,Jason Bishop,FreshPoint Inc,426111,(919)338-4599,NEXT DAY,,,,,
310,26,6879,FAYETTEVILLE,NC,28306,Jason Bishop,FreshPoint Inc,426123,(919)338-4599,NEXT DAY,,,,,
311,26,1336,MARION,VA,24354,Dan Kruhm,LANCASTER,469644,800-247-8125,D1,,,,,
311,26,154,ABINGDON,VA,24211,Jonathon Wood,Quality House Produce Inc,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,1023,GALAX,VA,24333,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,1302,NORTON,VA,24273,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,1763,BLUEFIELD,VA,24605,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,2089,BRISTOL,VA,24202,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,2761,POUNDING MILL,VA,24637,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,3270,WYTHEVILLE,VA,24382,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,3303,GRUNDY,VA,24614,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,3480,LEBANON,VA,24266,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
311,26,3772,JONESVILLE,VA,24263,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
312,26,1301,ROANOKE,VA,24014,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
312,26,1309,SALEM,VA,24153,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
312,26,2312,ROANOKE,VA,24012,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
312,26,3243,ROANOKE,VA,24012,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
312,26,1243,MARTINSVILLE,VA,24112,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
312,26,1292,CHRISTIANSBURG,VA,24073,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
312,26,1652,DUBLIN,VA,24084,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
312,26,2337,ROCKY MOUNT,VA,24151,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
312,26,2762,FAIRLAWN,VA,24141,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
312,26,3770,STUART,VA,24171,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
314,27,2705,FRANKLIN,VA,23851,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
314,27,2805,EMPORIA,VA,23847,Dan Budi,PRODUCE SOURCE PARTNERS,459603,800-344-4728,Next Day DELIVERY only,25 cases minimum,,,,
314,27,1345,SOUTH BOSTON,VA,24592,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
314,27,1465,DANVILLE,VA,24540,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
314,27,1486,FARMVILLE,VA,23901,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
314,27,1934,SOUTH HILL,VA,23970,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
314,27,2645,BLACKSTONE,VA,23824,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
314,27,3768,ALTAVISTA,VA,24517,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
314,27,4636,APPOMATTOX,VA,24522,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,1335,LEXINGTON,VA,24450,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,1344,STAUNTON,VA,24401,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,1350,LYNCHBURG,VA,24502,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,1399,BEDFORD,VA,24523,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,1726,HARRISONBURG,VA,22801,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,1780,CHARLOTTESVILLE,VA,22901,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,2565,MADISON HEIGHTS,VA,24572,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,2807,HARRISONBURG,VA,22801,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,4682,GORDONSVILLE,VA,22942,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,4697,LYNCHBURG,VA,24501,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
315,27,5117,WAYNESBORO,VA,22980,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
316,41,5296,BARBOURSVILLE,WV,25504,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
316,41,2576,CROSS LANES,WV,25313,Jonathon Wood,QUALITY HOUSE PRODUCE INC,439810,276-952-2978,Same Day DELIVERY if ordered by 8am,,,,,
