Store,SHRED PICKUP DATE,Service  Hours,Storage Vendor,Shred Pallet  Count
2092,TBD,TBD,TBD,WAITING ON SUBMISSION
2093,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2094,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),2
2095,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2096,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2097,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2098,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2099,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2100,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2101,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),4
2102,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2103,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2104,TBD,TBD,TBD,WAITING ON SUBMISSION
2105,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2106,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2107,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2108,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2109,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2110,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2111,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),2
2112,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2113,TBD,TBD,TBD,WAITING ON SUBMISSION
2114,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2115,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2116,TBD,TBD,TBD,WAITING ON SUBMISSION
2117,TBD,TBD,TBD,WAITING ON SUBMISSION
2118,8/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2119,07/06/2023 & 07/07/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2120,TBD,TBD,TBD,WAITING ON SUBMISSION
2121,6/29 & 6/30/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2122,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2123,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2124,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2125,TBD,TBD,TBD,WAITING ON SUBMISSION
2126,TBD,TBD,TBD,WAITING ON SUBMISSION
2127,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2128,TBD,TBD,TBD,WAITING ON SUBMISSION
2129,5/23/2023,7 am - 6 pm,Vital Records Control (VRC),1
2130,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2131,TBD,TBD,TBD,WAITING ON SUBMISSION
2132,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2133,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2134,TBD,TBD,TBD,WAITING ON SUBMISSION
2135,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2136,6/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2137,TBD,TBD,TBD,WAITING ON SUBMISSION
2138,TBD,TBD,TBD,WAITING ON SUBMISSION
2139,TBD,TBD,TBD,WAITING ON SUBMISSION
2140,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2141,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2142,TBD,TBD,TBD,WAITING ON SUBMISSION
2143,TBD,TBD,TBD,WAITING ON SUBMISSION
2144,TBD,TBD,TBD,WAITING ON SUBMISSION
2145,TBD,TBD,TBD,WAITING ON SUBMISSION
2146,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2147,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2149,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),4
2150,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
2151,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2152,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2153,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2154,TBD,TBD,TBD,WAITING ON SUBMISSION
2155,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2156,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2157,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2158,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2159,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2160,5/22 & 5/23/23,7 am - 6 pm,Vital Records Control (VRC),2
2161,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2163,TBD,TBD,TBD,WAITING ON SUBMISSION
2164,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2166,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2167,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2169,3/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2170,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2174,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
2175,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),2
2176,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),2
2177,TBD,TBD,TBD,WAITING ON SUBMISSION
2178,TBD,TBD,TBD,WAITING ON SUBMISSION
2180,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2181,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2183,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
2184,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2185,TBD,TBD,TBD,WAITING ON SUBMISSION
2187,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2188,TBD,TBD,TBD,WAITING ON SUBMISSION
2189,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2190,TBD,TBD,TBD,WAITING ON SUBMISSION
2191,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2192,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2193,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2194,TBD,TBD,TBD,WAITING ON SUBMISSION
2195,TBD,TBD,TBD,WAITING ON SUBMISSION
2196,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2197,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),5
2198,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),1
2199,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),1
2200,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2201,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2202,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2204,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2205,TBD,TBD,TBD,WAITING ON SUBMISSION
2206,TBD,TBD,TBD,WAITING ON SUBMISSION
2207,6/29 & 6/30/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2208,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2209,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),2
2210,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2211,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2213,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2214,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2215,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2218,TBD,TBD,TBD,WAITING ON SUBMISSION
2221,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),7
2222,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2223,TBD,TBD,TBD,WAITING ON SUBMISSION
2224,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2225,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2226,6/2/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2227,TBD,TBD,TBD,WAITING ON SUBMISSION
2228,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2230,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2231,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),1
2232,TBD,TBD,TBD,WAITING ON SUBMISSION
2233,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2234,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2236,TBD,TBD,TBD,WAITING ON SUBMISSION
2237,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2238,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2239,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2241,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2242,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2243,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),2
2244,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),8
2245,TBD,TBD,TBD,WAITING ON SUBMISSION
2247,TBD,TBD,TBD,WAITING ON SUBMISSION
2248,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2249,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),3
2250,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2251,7/5 & 7/6/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2252,TBD,TBD,TBD,WAITING ON SUBMISSION
2253,TBD,TBD,TBD,WAITING ON SUBMISSION
2254,TBD,TBD,TBD,WAITING ON SUBMISSION
2255,TBD,TBD,TBD,WAITING ON SUBMISSION
2256,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2257,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),8
2258,TBD,TBD,TBD,WAITING ON SUBMISSION
2259,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),1
2261,TBD,TBD,TBD,WAITING ON SUBMISSION
2262,TBD,TBD,TBD,WAITING ON SUBMISSION
2263,TBD,TBD,TBD,WAITING ON SUBMISSION
2264,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2265,TBD,TBD,TBD,WAITING ON SUBMISSION
2266,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2267,TBD,TBD,TBD,WAITING ON SUBMISSION
2269,9/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2270,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),8
2271,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2272,TBD,TBD,TBD,WAITING ON SUBMISSION
2273,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2274,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2275,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),1
2276,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2277,TBD,TBD,TBD,WAITING ON SUBMISSION
2278,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),1
2279,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2280,TBD,TBD,TBD,WAITING ON SUBMISSION
2281,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2282,TBD,TBD,TBD,WAITING ON SUBMISSION
2283,TBD,TBD,TBD,WAITING ON SUBMISSION
2284,TBD,TBD,TBD,WAITING ON SUBMISSION
2285,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2286,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2287,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2288,TBD,TBD,TBD,WAITING ON SUBMISSION
2289,5/25/2023,7 am - 6 pm,Vital Records Control (VRC),1
2290,TBD,TBD,TBD,WAITING ON SUBMISSION
2291,TBD,TBD,TBD,WAITING ON SUBMISSION
2292,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2293,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2294,6/8/2023,7 am - 6 pm,Vital Records Control (VRC),2
2295,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),3
2297,TBD,TBD,TBD,WAITING ON SUBMISSION
2299,TBD,TBD,TBD,WAITING ON SUBMISSION
2300,10/10/2023,7 am - 6 pm,Vital Records Control (VRC),15
2306,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),7
2307,5/9/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2308,TBD,TBD,TBD,WAITING ON SUBMISSION
2309,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2310,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2311,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2312,TBD,TBD,TBD,WAITING ON SUBMISSION
2313,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),3
2314,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2315,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2316,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2317,5/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2318,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2319,TBD,TBD,TBD,WAITING ON SUBMISSION
2320,6/22 & 6/23/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2321,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2322,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2323,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2325,7/17 & 7/18/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2326,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2328,TBD,TBD,TBD,WAITING ON SUBMISSION
2329,4/17 & 4/18/23,7 am - 6 pm,Vital Records Control (VRC),1
2330,TBD,TBD,TBD,WAITING ON SUBMISSION
2331,TBD,TBD,TBD,WAITING ON SUBMISSION
2332,TBD,TBD,TBD,WAITING ON SUBMISSION
2333,TBD,TBD,TBD,WAITING ON SUBMISSION
2334,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2335,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2336,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2337,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2338,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2339,6/15/2023,7 am - 6 pm,Vital Records Control (VRC),1
2340,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2341,8/15/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2348,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2350,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2351,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2352,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2354,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2355,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2357,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2358,8/4/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2359,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2360,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2361,3/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2362,8/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2365,4/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2366,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2367,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2368,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2369,4/11/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2370,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2371,TBD,TBD,TBD,WAITING ON SUBMISSION
2373,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2385,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2386,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),1
2387,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2388,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2391,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),1
2392,TBD,TBD,TBD,WAITING ON SUBMISSION
2393,TBD,TBD,TBD,WAITING ON SUBMISSION
2394,TBD,TBD,TBD,WAITING ON SUBMISSION
2395,TBD,TBD,TBD,WAITING ON SUBMISSION
2396,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2397,TBD,TBD,TBD,WAITING ON SUBMISSION
2398,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2399,9/7/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2400,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2401,TBD,TBD,TBD,WAITING ON SUBMISSION
2402,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),2
2403,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2404,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2405,7/18/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2406,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2412,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2414,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2417,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2418,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2419,TBD,TBD,TBD,WAITING ON SUBMISSION
2420,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),4
2421,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2422,TBD,TBD,TBD,WAITING ON SUBMISSION
2424,TBD,TBD,TBD,WAITING ON SUBMISSION
2425,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2426,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2427,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2428,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2429,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),4
2431,TBD,TBD,TBD,WAITING ON SUBMISSION
2432,TBD,TBD,TBD,WAITING ON SUBMISSION
2433,TBD,TBD,TBD,WAITING ON SUBMISSION
2434,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2435,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2436,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2437,5/22 & 5/23 & 5/24/23,7 am - 6 pm,Vital Records Control (VRC),1
2438,TBD,TBD,TBD,WAITING ON SUBMISSION
2439,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2440,TBD,TBD,TBD,WAITING ON SUBMISSION
2441,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
2442,6/22/2023,7 am - 6 pm,Vital Records Control (VRC),1
2443,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2444,TBD,TBD,TBD,WAITING ON SUBMISSION
2445,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2446,4/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2447,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2448,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2450,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),3
2451,TBD,TBD,TBD,WAITING ON SUBMISSION
2452,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2453,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2455,6/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2457,5/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2458,TBD,TBD,TBD,WAITING ON SUBMISSION
2459,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2460,TBD,TBD,TBD,WAITING ON SUBMISSION
2463,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),1
2464,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),1
2465,TBD,TBD,TBD,WAITING ON SUBMISSION
2466,TBD,TBD,TBD,WAITING ON SUBMISSION
2468,TBD,TBD,TBD,WAITING ON SUBMISSION
2469,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2471,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2472,TBD,TBD,TBD,WAITING ON SUBMISSION
2473,TBD,TBD,TBD,WAITING ON SUBMISSION
2474,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2475,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2476,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),2
2477,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),2
2479,TBD,TBD,TBD,WAITING ON SUBMISSION
2480,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2481,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2482,6/20 & 6/22/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2483,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),2
2484,TBD,TBD,TBD,WAITING ON SUBMISSION
2485,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),1
2486,TBD,TBD,TBD,WAITING ON SUBMISSION
2487,TBD,TBD,TBD,WAITING ON SUBMISSION
2488,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2490,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2491,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),1
2492,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2493,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2494,TBD,TBD,TBD,WAITING ON SUBMISSION
2495,TBD,TBD,TBD,WAITING ON SUBMISSION
2496,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),1
2497,TBD,TBD,TBD,WAITING ON SUBMISSION
2499,TBD,TBD,TBD,WAITING ON SUBMISSION
2502,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2503,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2504,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2505,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2506,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2507,TBD,TBD,TBD,WAITING ON SUBMISSION
2508,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),1
2509,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2510,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2511,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2512,TBD,TBD,TBD,WAITING ON SUBMISSION
2513,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2514,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2515,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2516,6/20 & 6/21/23,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2517,TBD,TBD,TBD,WAITING ON SUBMISSION
2518,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2519,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),3
2520,TBD,TBD,TBD,WAITING ON SUBMISSION
2522,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),WAITING ON SUBMISSION
2523,TBD,TBD,TBD,WAITING ON SUBMISSION
2526,TBD,TBD,TBD,WAITING ON SUBMISSION
