Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Box  Count
2325,8/31/2021,7 am - 6 pm,Vital Records Control (VRC),37
2326,5/23/2022,7 am - 6 pm,Vital Records Control (VRC),74
2328,8/20/2021,7 am - 6 pm,Iron Mountain,23
2329,TBD,TBD,TBD,TBD
2330,7/11/2022,7 am - 6 pm,Vital Records Control (VRC),23
2331,TBD,TBD,TBD,TBD
2332,7/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
2333,3/11/2022,7 am - 6 pm,Vital Records Control (VRC),7
2334,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),169
2335,TBD,TBD,TBD,TBD
2336,TBD,TBD,TBD,TBD
2337,TBD,TBD,TBD,TBD
2338,TBD,TBD,TBD,TBD
2339,9/10/2021,7 am - 6 pm,Vital Records Control (VRC),103
2340,9/2/2021,7 am - 6 pm,Vital Records Control (VRC),25
2341,TBD,TBD,TBD,TBD
2348,9/30/2021,7 am - 6 pm,Vital Records Control (VRC),59
2350,6/3/2022,7 am - 6 pm,Vital Records Control (VRC),57
2351,TBD,TBD,TBD,TBD
2352,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),176
2354,TBD,TBD,TBD,TBD
2355,TBD,TBD,TBD,TBD
2357,TBD,TBD,TBD,TBD
2358,TBD,TBD,TBD,TBD
2359,6/14/2021,7 am - 6 pm,Vital Records Control (VRC),11
2360,TBD,TBD,TBD,TBD
2361,6/3/2022,7 am - 6 pm,Vital Records Control (VRC),20
2362,TBD,TBD,TBD,TBD
2365,TBD,TBD,TBD,TBD
2366,TBD,TBD,TBD,TBD
2367,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),77
2368,TBD,TBD,TBD,TBD
2369,7/12/2022,7 am - 6 pm,Vital Records Control (VRC),33
2370,6/7/2022,7 am - 6 pm,Vital Records Control (VRC),58
2371,6/1/2022,7 am - 6 pm,Vital Records Control (VRC),140
2373,6/9/2022,7 am - 6 pm,Vital Records Control (VRC),53
2385,9/16/2021,7 am - 6 pm,Vital Records Control (VRC),37
2386,TBD,TBD,TBD,TBD
2387,4/5/2021,7 am - 6 pm,Vital Records Control (VRC),191
2388,TBD,TBD,TBD,TBD
2391,TBD,TBD,TBD,TBD
2392,TBD,TBD,TBD,TBD
2393,TBD,TBD,TBD,TBD
2394,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),43
2395,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),23
2396,3/29/2021,7 am - 6 pm,Vital Records Control (VRC),41
2397,TBD,TBD,TBD,TBD
2398,5/16/2022,7 am - 6 pm,Vital Records Control (VRC),60
2399,TBD,TBD,TBD,TBD
2400,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),98
2401,5/5/2022,7 am - 6 pm,Vital Records Control (VRC),40
2402,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),127
2403,9/15/2021,7 am - 6 pm,Vital Records Control (VRC),210
2404,TBD,TBD,TBD,TBD
2405,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),75
2406,TBD,TBD,TBD,TBD
2412,TBD,TBD,TBD,TBD
2414,TBD,TBD,TBD,TBD
2417,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),105
2418,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
2419,TBD,TBD,TBD,TBD
2420,TBD,TBD,TBD,TBD
2421,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
2422,2/24/2022,7 am - 6 pm,Vital Records Control (VRC),47
2424,7/18/2022,7 am - 6 pm,Vital Records Control (VRC),79
2425,TBD,TBD,TBD,TBD
2426,TBD,TBD,TBD,TBD
2427,TBD,TBD,TBD,TBD
2428,5/4/2022,7 am - 6 pm,Vital Records Control (VRC),96
2429,TBD,TBD,TBD,TBD
2431,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),2
2432,TBD,TBD,TBD,TBD
2433,TBD,TBD,TBD,TBD
2434,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),107
2435,TBD,TBD,TBD,TBD
2436,TBD,TBD,TBD,TBD
2437,TBD,TBD,TBD,TBD
2438,TBD,TBD,TBD,TBD
2439,TBD,TBD,TBD,TBD
2440,4/26/2022,7 am - 6 pm,Vital Records Control (VRC),80
2441,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),142
2442,TBD,TBD,TBD,TBD
2443,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),0
2444,TBD,TBD,TBD,TBD
2445,TBD,TBD,TBD,TBD
2446,TBD,TBD,TBD,TBD
2447,6/24/2022,7 am - 6 pm,Vital Records Control (VRC),132
2448,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),31
2450,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
2451,TBD,TBD,TBD,TBD
2452,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),81
2453,TBD,TBD,TBD,TBD
2455,8/27/2021,7 am - 6 pm,Vital Records Control (VRC),0
2457,TBD,TBD,TBD,TBD
2458,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),62
2459,3/15/2021,7 am - 6 pm,Iron Mountain ,78
2460,TBD,TBD,TBD,TBD
2463,TBD,TBD,TBD,TBD
2464,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),23
2465,TBD,TBD,TBD,TBD
2466,TBD,TBD,TBD,TBD
2468,3/7/2022,7 am - 6 pm,Vital Records Control (VRC),14
2469,9/22/2021,7 am - 6 pm,Vital Records Control (VRC),0
2471,6/9/2022,7 am - 6 pm,Vital Records Control (VRC),51
2472,4/15/2022,7 am - 6 pm,Vital Records Control (VRC),40
2473,10/6/2021-10/13/21,7 am - 6 pm,ACCESS,201
2474,TBD,TBD,TBD,TBD
2475,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),98
2476,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),0
2477,8/30/2021,7 am - 6 pm,Vital Records Control (VRC),0
2479,3/10/2022,7 am - 6 pm,Vital Records Control (VRC),24
2480,TBD,TBD,TBD,TBD
2481,TBD,TBD,TBD,TBD
2482,TBD,TBD,TBD,TBD
2483,5/11/2022,7 am - 6 pm,Vital Records Control (VRC),14
2484,3/26/2021,7 am - 6 pm,Vital Records Control (VRC),22
2485,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),0
2486,3/7/2022,7 am - 6 pm,Vital Records Control (VRC),28
2487,3/3/2022,7 am - 6 pm,Vital Records Control (VRC),19
2488,TBD,TBD,TBD,TBD
2490,5/9/2022,7 am - 6 pm,Vital Records Control (VRC),87
2491,TBD,TBD,TBD,TBD
2492,8/2/2021,7 am - 6 pm,Vital Records Control (VRC),94
2493,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),86
2494,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),95
2495,4/14/2022,7 am - 6 pm,Vital Records Control (VRC),26
2496,TBD,TBD,TBD,TBD
2497,6/9/2022,7 am - 6 pm,Vital Records Control (VRC),99
2499,TBD,TBD,TBD,TBD
2502,8/25/2021,7 am - 6 pm,Vital Records Control (VRC),66
2503,TBD,TBD,TBD,TBD
2504,TBD,TBD,TBD,TBD
2505,7/16/2021,7 am - 6 pm,Vital Records Control (VRC),77
2506,4/13/2021,7 am - 6 pm,Vital Records Control (VRC),137
2507,3/28/2022,7 am - 6 pm,Vital Records Control (VRC),23
2508,9/15/2021,7 am - 6 pm,Vital Records Control (VRC),30
2509,TBD,TBD,TBD,TBD
2510,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),0
2511,7/28/2021,7 am - 6 pm,Vital Records Control (VRC),0
2512,6/9/2022,7 am - 6 pm,Vital Records Control (VRC),113
2513,5/28/2021,7 am - 6 pm,Vital Records Control (VRC),48
2514,TBD,TBD,TBD,TBD
2515,TBD,TBD,TBD,TBD
2516,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),0
2517,3/15/2022,7 am - 6 pm,Vital Records Control (VRC),97
2518,7/29/2022,7 am - 6 pm,Vital Records Control (VRC),69
2519,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),101
2520,TBD,TBD,TBD,TBD
2522,TBD,TBD,TBD,TBD
2523,3/9/2022,7 am - 6 pm,Vital Records Control (VRC),42
2526,TBD,TBD,TBD,TBD
2527,3/31/2022,7 am - 6 pm,Vital Records Control (VRC),38
2528,6/28/2022,7 am - 6 pm,Vital Records Control (VRC),80
2529,TBD,TBD,TBD,TBD
2530,TBD,TBD,TBD,TBD
2531,6/2/2022,7 am - 6 pm,Vital Records Control (VRC),111
2532,TBD,TBD,TBD,TBD
2533,5/21/2021,7 am - 6 pm,Vital Records Control (VRC),32
2534,TBD,TBD,TBD,TBD
2535,6/17/2022,7 am - 6 pm,Vital Records Control (VRC),69
2536,3/18/2022,7 am - 6 pm,Vital Records Control (VRC),40
2537,3/25/2022,7 am - 6 pm,Vital Records Control (VRC),99
2538,9/3/2021,7 am - 6 pm,Vital Records Control (VRC),0
2539,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),0
2540,5/10/2021,7 am - 5 pm,Iron Mountain ,166
2541,5/28/2021,7 am - 6 pm,Vital Records Control (VRC),111
2542,TBD,TBD,TBD,TBD
2543,8/27/2021,7 am - 6 pm,Vital Records Control (VRC),34
2544,TBD,TBD,TBD,TBD
2545,TBD,TBD,TBD,TBD
2546,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
2547,8/12/2022,7 am - 6 pm,Vital Records Control (VRC),114
2548,5/3/2021,7 am - 6 pm,Vital Records Control (VRC),81
2549,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),0
2550,8/17/2021,7 am - 6 pm,Vital Records Control (VRC),90
2551,TBD,TBD,TBD,TBD
2552,8/26/2021,7 am - 6 pm,Vital Records Control (VRC),0
2553,3/11/2022,7 am - 6 pm,Vital Records Control (VRC),79
2554,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),179
2555,TBD,TBD,TBD,TBD
2556,3/7/2022,7 am - 6 pm,Vital Records Control (VRC),5
2557,TBD,TBD,TBD,TBD
2558,10/22/2021,7 am - 6 pm,Iron Mountain ,113
2559,TBD,TBD,TBD,TBD
2560,TBD,TBD,TBD,TBD
2561,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),91
2562,5/23/2022,7 am - 6 pm,Vital Records Control (VRC),65
2563,TBD,TBD,TBD,TBD
2564,TBD,TBD,TBD,TBD
2565,TBD,TBD,TBD,TBD
2566,TBD,TBD,TBD,TBD
2567,TBD,TBD,TBD,TBD
2568,TBD,TBD,TBD,TBD
2571,9/10/2021,7 am - 6 pm,Vital Records Control (VRC),0
2572,6/16/2022,7 am - 6 pm,Vital Records Control (VRC),121
2574,TBD,TBD,TBD,TBD
2575,3/29/2022,7 am - 6 pm,Vital Records Control (VRC),33
2576,TBD,TBD,TBD,TBD
2577,TBD,TBD,TBD,TBD
2579,TBD,TBD,TBD,TBD
2580,TBD,TBD,TBD,TBD
2581,TBD,TBD,TBD,TBD
2582,9/2/2021,7 am - 6 pm,Vital Records Control (VRC),63
2583,TBD,TBD,TBD,TBD
2584,3/16/2022,7 am - 6 pm,Vital Records Control (VRC),70
2585,TBD,TBD,TBD,TBD
2586,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),46
2587,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
2588,6/6/2022,7 am - 6 pm,Vital Records Control (VRC),100
2590,8/24/2021,7 am - 6 pm,Vital Records Control (VRC),3
2591,TBD,TBD,TBD,TBD
2592,TBD,TBD,TBD,TBD
2593,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),155
2594,8/13/2021,7 am - 6 pm,Vital Records Control (VRC),104
2595,8/25/2021,7 am - 6 pm,Vital Records Control (VRC),0
2596,8/23/2021,7 am - 6 pm,Vital Records Control (VRC),0
2597,TBD,TBD,TBD,TBD
2598,3/9/2022,7 am - 6 pm,Vital Records Control (VRC),78
2599,TBD,TBD,TBD,TBD
2600,5/2/2022,7 am - 6 pm,Vital Records Control (VRC),133
2603,6/22/2022,7 am - 6 pm,Vital Records Control (VRC),82
2604,TBD,TBD,TBD,TBD
2605,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),157
2607,7/19/2021,7 am - 6 pm,Vital Records Control (VRC),0
2608,8/25/2021,7 am - 6 pm,Vital Records Control (VRC),127
2609,3/4/2022,7 am - 6 pm,Vital Records Control (VRC),52
2610,5/19/2021,7 am - 5 pm,Iron Mountain ,63
2611,5/6/2021,7 am - 5 pm,Iron Mountain ,94
2612,TBD,TBD,TBD,TBD
2613,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),106
2614,6/15/2022,7 am - 6 pm,Vital Records Control (VRC),90
2615,7/16/2021,7 am - 6 pm,Vital Records Control (VRC),125
2616,4/25/2022,7 am - 6 pm,Vital Records Control (VRC),75
2617,7/15/2021,7 am - 6 pm,Vital Records Control (VRC),0
2618,TBD,TBD,TBD,TBD
2619,8/31/2021,7 am - 6 pm,Vital Records Control (VRC),99
2620,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),54
2621,TBD,TBD,TBD,TBD
2626,TBD,TBD,TBD,TBD
2627,4/16/2021,7 am - 6 pm,Vital Records Control (VRC),18
2628,4/11/2022,7 am - 6 pm,Vital Records Control (VRC),183
2629,No Service Required per Store,7 am - 6 pm,Vital Records Control (VRC),0
2630,4/20/2021,7 am - 6 pm,Vital Records Control (VRC),117
2631,2/10/2022,7 am - 6 pm,Vital Records Control (VRC),96
2632,5/16/2022,7 am - 6 pm,Vital Records Control (VRC),29
2633,TBD,TBD,TBD,TBD
2634,8/2/2022,7 am - 6 pm,Vital Records Control (VRC),56
2636,3/9/2022,7 am - 6 pm,Vital Records Control (VRC),45
2637,7/13/2022,7 am - 6 pm,Vital Records Control (VRC),83
2638,TBD,TBD,TBD,TBD
2639,TBD,TBD,TBD,TBD
2640,TBD,TBD,TBD,TBD
2641,TBD,TBD,TBD,TBD
2642,6/22/2022,7 am - 6 pm,Vital Records Control (VRC),139
2643,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),122
2644,TBD,TBD,TBD,TBD
2645,TBD,TBD,TBD,TBD
2646,TBD,TBD,TBD,TBD
2647,TBD,TBD,TBD,TBD
2648,TBD,TBD,TBD,TBD
2649,TBD,TBD,TBD,TBD
2650,9/17/2021,7 am - 6 pm,Iron Mountain ,163
2651,TBD,TBD,TBD,TBD
2652,5/17/2022,7 am - 6 pm,Vital Records Control (VRC),48
2653,5/9/2022,7 am - 6 pm,Vital Records Control (VRC),66
2654,TBD,TBD,TBD,TBD
2656,6/16/2021,7 am - 6 pm,Vital Records Control (VRC),90
2658,TBD,TBD,TBD,TBD
2659,TBD,TBD,TBD,TBD
2660,6/21/2022,7 am - 6 pm,Vital Records Control (VRC),96
2662,TBD,TBD,TBD,TBD
2663,9/9/2021,7 am - 6 pm,Vital Records Control (VRC),39
2664,6/23/2022,7 am - 6 pm,Vital Records Control (VRC),84
2665,5/24/2021,7 am - 6 pm,Vital Records Control (VRC),35
2666,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),100
2667,TBD,TBD,TBD,TBD
2668,TBD,TBD,TBD,TBD
2671,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),120
2672,TBD,TBD,TBD,TBD
2674,6/6/2022,7 am - 6 pm,Vital Records Control (VRC),80
2678,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),91
2679,TBD,TBD,TBD,TBD
2680,TBD,TBD,TBD,TBD
2681,6/10/2022,7 am - 6 pm,Vital Records Control (VRC),52
2682,8/8/2022,7 am - 6 pm,Vital Records Control (VRC),50
2683,6/24/2022,7 am - 6 pm,Vital Records Control (VRC),73
2684,4/9/2021,7 am - 6 pm,Vital Records Control (VRC),68
2685,9/7/2021,7 am - 6 pm,Vital Records Control (VRC),3
2686,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),14
2687,3/8/2022,7 am - 6 pm,Vital Records Control (VRC),39
2688,3/18/2022,7 am - 6 pm,Vital Records Control (VRC),90
2689,TBD,TBD,TBD,TBD
2690,10/21/2021,7 am - 6 pm,Vital Records Control (VRC),127
2691,TBD,TBD,TBD,TBD
2692,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),25
2693,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),90
2694,TBD,TBD,TBD,TBD
2695,3/23/2021,7 am - 6 pm,Vital Records Control (VRC),94
2696,TBD,TBD,TBD,TBD
2697,TBD,TBD,TBD,TBD
2699,TBD,TBD,TBD,TBD
2700,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),35
2702,5/13/2022,7 am - 6 pm,Vital Records Control (VRC),40
2703,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),171
2704,TBD,TBD,TBD,TBD
2705,TBD,TBD,TBD,TBD
2706,6/2/2021,7 am - 6 pm,Vital Records Control (VRC),147
2708,3/18/2022,7 am - 6 pm,Vital Records Control (VRC),31
2710,7/29/2021,7 am - 6 pm,Vital Records Control (VRC),92
2711,7/15/2021,7 am - 6 pm,Vital Records Control (VRC),70
2712,8/5/2021,7 am - 6 pm,Vital Records Control (VRC),70
2713,5/27/2021,7 am - 6 pm,Vital Records Control (VRC),285
2714,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),0
2715,6/3/2021,7 am - 6 pm,Vital Records Control (VRC),192
2716,9/15/2021,7 am - 6 pm,Vital Records Control (VRC),89
2717,TBD,TBD,TBD,TBD
2718,6/24/2021,7 am - 6 pm,Vital Records Control (VRC),80
2719,7/15/2022,7 am - 6 pm,Vital Records Control (VRC),98
2720,TBD,TBD,TBD,TBD
2722,7/22/2021,7 am - 6 pm,Vital Records Control (VRC),0
2723,4/30/2021,7 am - 6 pm,Vital Records Control (VRC),92
2724,TBD,TBD,TBD,TBD
2725,6/16/2022,7 am - 6 pm,Vital Records Control (VRC),75
2726,TBD,TBD,TBD,TBD
2727,TBD,TBD,TBD,TBD
2728,TBD,TBD,TBD,TBD
2729,TBD,TBD,TBD,TBD
2730,TBD,TBD,TBD,TBD
2731,TBD,TBD,TBD,TBD
2732,4/19/2022,7 am - 6 pm,Vital Records Control (VRC),89
2733,3/22/2021,7 am - 6 pm,Vital Records Control (VRC),126
2734,5/10/2022,7 am - 6 pm,Vital Records Control (VRC),98
2735,TBD,TBD,TBD,TBD
2739,5/18/2021,7 am - 6 pm,Vital Records Control (VRC),164
2740,4/6/2021,7 am - 6 pm,Vital Records Control (VRC),93
2741,9/2/2021,7 am - 6 pm,Vital Records Control (VRC),64
2742,TBD,TBD,TBD,TBD
2743,TBD,TBD,TBD,TBD
2744,TBD,TBD,TBD,TBD
2745,TBD,TBD,TBD,TBD
2747,TBD,TBD,TBD,TBD
2748,6/15/2021,7 am - 6 pm,Vital Records Control (VRC),77
2749,8/18/2021,7 am - 6 pm,Iron Mountain ,80
2751,TBD,TBD,TBD,TBD
2752,TBD,TBD,TBD,TBD
2753,TBD,TBD,TBD,TBD
2754,4/1/2021,7 am - 6 pm,Vital Records Control (VRC),20
2755,TBD,TBD,TBD,TBD
2756,TBD,TBD,TBD,TBD
2757,4/6/2022,7 am - 6 pm,Vital Records Control (VRC),94
2758,8/9/2022,7 am - 6 pm,Vital Records Control (VRC),75
2760,6/4/2021,7 am - 6 pm,Vital Records Control (VRC),268
2761,5/21/2021,7 am - 6 pm,Vital Records Control (VRC),158
2762,TBD,TBD,TBD,TBD
2763,7/13/2021,7 am - 6 pm,Vital Records Control (VRC),46
2764,TBD,TBD,TBD,TBD
2765,TBD,TBD,TBD,TBD
2766,5/24/2022,7 am - 6 pm,Vital Records Control (VRC),34
2767,5/13/2022,7 am - 6 pm,Vital Records Control (VRC),98
2768,TBD,TBD,TBD,TBD
2769,TBD,TBD,TBD,TBD
2771,TBD,TBD,TBD,TBD
2772,TBD,TBD,TBD,TBD
2773,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),57
2774,7/26/2021,7 am - 6 pm,Vital Records Control (VRC),34
2777,5/20/2022,7 am - 6 pm,Vital Records Control (VRC),96
2778,7/27/2021,7 am - 6 pm,Vital Records Control (VRC),0
2780,9/17/2021,7 am - 6 pm,Vital Records Control (VRC),0
2781,9/14/2021,7 am - 6 pm,Vital Records Control (VRC),71
2782,9/17/2021,7 am - 6 pm,Vital Records Control (VRC),41
2783,TBD,TBD,TBD,TBD
2784,TBD,TBD,TBD,TBD
2785,5/23/2022,7 am - 6 pm,Vital Records Control (VRC),100
2786,TBD,TBD,TBD,TBD
2787,TBD,TBD,TBD,TBD
2788,9/2/2021,7 am - 6 pm,Iron Mountain,149
2789,TBD,TBD,TBD,TBD
2790,TBD,TBD,TBD,TBD
2791,TBD,TBD,TBD,TBD
2792,5/27/2021,7 am - 5 pm,Iron Mountain ,55
2793,8/11/2021,7 am - 6 pm,Vital Records Control (VRC),105
2794,TBD,TBD,TBD,TBD
2795,TBD,TBD,TBD,TBD
2796,TBD,TBD,TBD,TBD
2797,7/14/2022,7 am - 6 pm,Vital Records Control (VRC),91
2799,TBD,TBD,TBD,TBD
2801,TBD,TBD,TBD,TBD
2803,5/16/2022,7 am - 6 pm,Vital Records Control (VRC),183
2804,5/25/2022,7 am - 6 pm,Vital Records Control (VRC),75
2805,TBD,TBD,TBD,TBD
2806,8/16/2021,7 am - 6 pm,Vital Records Control (VRC),272
2807,TBD,TBD,TBD,TBD
2808,TBD,TBD,TBD,TBD
2809,TBD,TBD,TBD,TBD
2810,5/14/2021,7 am - 5 pm,Iron Mountain ,79
2811,2/28/2022,7 am - 6 pm,Vital Records Control (VRC),41
2812,8/9/2021,7 am - 6 pm,Iron Mountain ,54
2813,TBD,TBD,TBD,TBD
2814,TBD,TBD,TBD,TBD
2815,TBD,TBD,TBD,TBD
2816,9/15/2021,7 am - 6 pm,Vital Records Control (VRC),67
2817,TBD,TBD,TBD,TBD
2818,TBD,TBD,TBD,TBD
2819,TBD,TBD,TBD,TBD
2820,8/18/2021,7 am - 6 pm,Vital Records Control (VRC),0
2821,TBD,TBD,TBD,TBD
2822,6/24/2021,7 am - 6 pm,Vital Records Control (VRC),230
2823,TBD,TBD,TBD,TBD
2825,TBD,TBD,TBD,TBD
2826,3/24/2022,7 am - 6 pm,Vital Records Control (VRC),23
2827,7/19/2021,7 am - 6 pm,Vital Records Control (VRC),0
2828,TBD,TBD,TBD,TBD
2830,TBD,TBD,TBD,TBD
2831,9/16/2021,7 am - 6 pm,Vital Records Control (VRC),135
2832,9/10/2021,7 am - 6 pm,Vital Records Control (VRC),87
2833,TBD,TBD,TBD,TBD
2834,TBD,TBD,TBD,TBD
2835,TBD,TBD,TBD,TBD
2836,TBD,TBD,TBD,TBD
2838,TBD,TBD,TBD,TBD
2839,TBD,TBD,TBD,TBD
2840,5/3/2021,7 am - 6 pm,Vital Records Control (VRC),100
2841,TBD,TBD,TBD,TBD
2842,3/18/2022,7 am - 6 pm,Vital Records Control (VRC),55
2843,4/12/2021,7 am - 6 pm,Vital Records Control (VRC),82
2844,TBD,TBD,TBD,TBD
2845,TBD,TBD,TBD,TBD
2846,6/9/2021,7 am - 6 pm,Vital Records Control (VRC),102
2847,TBD,TBD,TBD,TBD
2849,TBD,TBD,TBD,TBD
2850,TBD,TBD,TBD,TBD
2852,TBD,TBD,TBD,TBD
2853,TBD,TBD,TBD,TBD
2854,8/11/2022,7 am - 6 pm,Vital Records Control (VRC),127
2855,5/20/2022,7 am - 6 pm,Vital Records Control (VRC),93
2856,4/18/2022,7 am - 6 pm,Vital Records Control (VRC),94
2857,TBD,TBD,TBD,TBD
2858,TBD,TBD,TBD,TBD
2859,TBD,TBD,TBD,TBD
2860,TBD,TBD,TBD,TBD
2861,9/14/2021,7 am - 6 pm,Vital Records Control (VRC),0
2862,9/14/2021,7 am - 6 pm,Vital Records Control (VRC),0
2864,TBD,TBD,TBD,TBD
2865,7/22/2021,7 am - 6 pm,Vital Records Control (VRC),141
2866,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),51
2867,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),88
2869,TBD,TBD,TBD,TBD
2870,8/12/2021,7 am - 6 pm,Vital Records Control (VRC),21
2871,TBD,TBD,TBD,TBD
2872,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),79
2873,TBD,TBD,TBD,TBD
2874,TBD,TBD,TBD,TBD
2875,TBD,TBD,TBD,TBD
2876,2/7/2022,7 am - 6 pm,Vital Records Control (VRC),34
2877,9/14/2021,7 am - 6 pm,Iron Mountain ,19
2878,10/6/2021,7 am - 6 pm,Iron Mountain ,25
2880,8/20/2021,7 am - 6 pm,Vital Records Control (VRC),49
2881,6/1/2022,7 am - 6 pm,Vital Records Control (VRC),128
2882,Pending with the Vendor to Schedule Service,7 am - 6 pm,Vital Records Control (VRC),152
2883,3/10/2022,7 am - 6 pm,Vital Records Control (VRC),119
2884,5/19/2022,7 am - 6 pm,Vital Records Control (VRC),159
2885,7/27/2022,7 am - 6 pm,Vital Records Control (VRC),11
2886,TBD,TBD,TBD,TBD
2887,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),42
2888,6/29/2022,7 am - 6 pm,Vital Records Control (VRC),77
2889,TBD,TBD,TBD,TBD
2890,10/13/2021,7 am - 6 pm,Vital Records Control (VRC),169
2891,3/30/2022,7 am - 6 pm,Vital Records Control (VRC),109
2892,TBD,TBD,TBD,TBD
2893,5/27/2022,7 am - 6 pm,Vital Records Control (VRC),133
2894,TBD,TBD,TBD,TBD
2897,8/1/2022,7 am - 6 pm,Vital Records Control (VRC),74
2898,TBD,TBD,TBD,TBD
2899,8/1/2022,7 am - 6 pm,Vital Records Control (VRC),43
2900,TBD,TBD,TBD,TBD
2901,TBD,TBD,TBD,TBD
2902,TBD,TBD,TBD,TBD
2903,TBD,TBD,TBD,TBD
2904,6/1/2022,7 am - 6 pm,Vital Records Control (VRC),61
2905,TBD,TBD,TBD,TBD
2906,TBD,TBD,TBD,TBD
2907,TBD,TBD,TBD,TBD
2908,4/14/2022,7 am - 6 pm,Vital Records Control (VRC),80
2909,6/1/2022,7 am - 6 pm,Vital Records Control (VRC),58
2910,10/14/2021,7 am - 6 pm,Vital Records Control (VRC),34
2911,6/24/2022,7 am - 6 pm,Vital Records Control (VRC),168
2912,TBD,TBD,TBD,TBD
2913,TBD,TBD,TBD,TBD
2914,10/18/2021,7 am - 6 pm,Vital Records Control (VRC),33
2915,TBD,TBD,TBD,TBD
2916,TBD,TBD,TBD,TBD
2917,6/3/2022,7 am - 6 pm,Vital Records Control (VRC),156
2918,3/23/2022,7 am - 6 pm,Vital Records Control (VRC),124
2919,6/1/2021,7 am - 6 pm,Vital Records Control (VRC),66
2920,TBD,TBD,TBD,TBD
2921,8/27/2021,7 am - 6 pm,Vital Records Control (VRC),0
2922,7/22/2021,7 am - 6 pm,Vital Records Control (VRC),0
2923,8/24/2021,7 am - 6 pm,Vital Records Control (VRC),84
2924,TBD,TBD,TBD,TBD
2925,3/31/2022,7 am - 6 pm,Vital Records Control (VRC),28
2926,3/15/2022,7 am - 6 pm,Vital Records Control (VRC),49
2927,8/10/2021,7 am - 6 pm,Vital Records Control (VRC),0
2928,8/11/2021,7 am - 6 pm,Vital Records Control (VRC),55
2929,TBD,TBD,TBD,TBD
2930,TBD,TBD,TBD,TBD
2931,TBD,TBD,TBD,TBD
2932,TBD,TBD,TBD,TBD
2933,TBD,TBD,TBD,TBD
2934,TBD,TBD,TBD,TBD
2935,TBD,TBD,TBD,TBD
2936,TBD,TBD,TBD,TBD
