Store Info,FY24 Assemblers ,Supplier Status ,Furniture <$150 ,Furniture $150-$350,Furniture $350-$500,Furniture >$500
2690,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2690,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2691,TROC,Secondary,24.24,33.33,42.42,57.57
2691,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2691,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2692,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2692,TROC,Secondary,24.34,33.47,42.6,57.81
2692,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2693,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2693,TROC,Secondary,24.24,33.33,42.42,57.57
2693,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2694,TROC,Secondary,24.24,33.33,42.42,57.57
2694,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2694,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2695,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2695,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
2695,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
2696,TROC,Secondary,24.24,33.33,42.42,57.57
2696,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2697,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,71.3
2697,TROC,Secondary,25.79,35.46,45.13,61.24
2697,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2700,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2700,TROC,Secondary,25.57,35.15,44.74,60.72
2700,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2702,Economy Care Services,Secondary,22.98,28.01,37.5,48
2702,TROC,Secondary,24.24,33.33,42.42,57.57
2702,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
2703,TROC,Secondary,24.24,33.33,42.42,57.57
2703,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2703,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2704,TROC,Secondary,24.24,33.33,42.42,57.57
2704,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2704,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2705,TROC,Secondary,24.24,33.33,42.42,57.57
2705,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2706,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2706,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
2706,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2708,Elite Assemblers llc,Secondary,41,67,82,166
2708,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2708,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2710,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,79.8
2710,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
2711,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,79.8
2711,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
2712,TROC,Secondary,24.24,33.33,42.42,57.57
2712,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2712,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2713,TROC,Secondary,24.24,33.33,42.42,57.57
2713,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2713,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2714,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
2714,TROC,Secondary,24.37,33.51,42.65,57.89
2714,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2715,TROC,Secondary,24.24,33.33,42.42,57.57
2715,"American Assembly, Inc",Preferred,25,40,60,60
2715,Economy Care Services,Secondary,22.98,28.01,37.5,56
2716,TROC,Secondary,24.25,33.35,42.44,57.6
2716,Tec Assembly Inc,Secondary,25,30,40,50
2716,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2717,TROC,Secondary,24.24,33.33,42.42,57.57
2717,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2717,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2718,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2718,INSTALLER PRO,Secondary,25,32,45,60
2718,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2719,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2719,TROC,Secondary,24.24,33.33,42.42,57.57
2719,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2720,TROC,Secondary,24.24,33.33,42.42,57.57
2720,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2720,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2722,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,79.8
2722,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
2723,TROC,Secondary,24.24,33.33,42.42,57.57
2723,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2723,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2724,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2724,INSTALLER PRO,Secondary,25,32,45,60
2724,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2725,TROC,Secondary,24.24,33.33,42.42,57.57
2725,Elite Assembly of Ohio,Preferred,15.96,27.96,44.96,79.96
2725,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2726,TROC,Secondary,24.73,34.01,43.28,58.74
2726,Elite Assembly of Ohio,Preferred,15.96,27.96,44.96,79.96
2726,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2727,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2727,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2727,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2728,TROC,Secondary,24.24,33.33,42.42,57.57
2728,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2729,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
2729,TROC,Secondary,24.24,33.33,42.42,57.57
2729,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2730,TROC,Preferred,24.24,33.33,42.42,57.57
2730,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2730,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2732,"Backpedal Co, LLC",Preferred,28,30,40,60
2732,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2732,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2733,TROC,Secondary,24.24,33.33,42.42,57.57
2733,ADVANCED RETAIL SYSTEMS LLC,Secondary,35,45,65,85
2733,"Backpedal Co, LLC",Preferred,28,30,40,60
2734,Economy Care Services,Secondary,22.98,28.01,37.5,56
2734,TROC,Secondary,24.24,33.33,42.42,57.57
2734,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
2735,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2735,TROC,Secondary,24.24,33.33,42.42,57.57
2735,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2739,"American Assembly, Inc",Preferred,25,40,60,60
2739,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2739,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2740,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2740,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
2740,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
2747,TROC,Secondary,24.24,33.33,42.42,57.57
2747,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2748,TROC,Secondary,24.24,33.33,42.42,57.57
2748,"American Assembly, Inc",Preferred,25,40,60,60
2748,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2749,TROC,Secondary,24.24,33.33,42.42,57.57
2749,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2749,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2751,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2751,TROC,Preferred,24.97,34.34,43.7,59.31
2751,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
2752,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2752,TROC,Secondary,24.24,33.33,42.42,57.57
2752,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2753,TROC,Secondary,24.24,33.33,42.42,57.57
2753,"Backpedal Co, LLC",Preferred,28,30,40,60
2753,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2754,TROC,Preferred,26.7,36.71,46.73,63.41
2754,"Backpedal Co, LLC",Secondary,28,30,40,60
2754,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2755,TROC,Secondary,24.24,33.33,42.42,57.57
2755,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2755,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2756,TROC,Preferred,26.16,35.97,45.78,62.13
2756,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2757,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,26,36,46,60
2757,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2757,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2758,TROC,Preferred,26.4,36.3,46.2,62.7
2758,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
2760,"American Assembly, Inc",Preferred,25,40,60,60
2760,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2760,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2761,TROC,Preferred,24.24,33.33,42.42,57.57
2761,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2762,TROC,Preferred,24.24,33.33,42.42,57.57
2762,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
2762,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2763,TROC,Secondary,24.24,33.33,42.42,57.57
2763,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2763,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2764,TROC,Secondary,24.24,33.33,42.42,57.57
2764,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2764,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2765,TROC,Secondary,24.24,33.33,42.42,57.57
2765,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2765,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2766,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
2766,Ace Assemblers,Secondary,15,25.85,35.05,40.35
2766,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2767,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
2767,"Backpedal Co, LLC",Secondary,30,35,45,65
2767,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2768,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
2768,"Backpedal Co, LLC",Secondary,30,35,45,65
2768,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2769,"Backpedal Co, LLC",Secondary,28,30,40,60
2769,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2769,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2771,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2771,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
2771,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2772,TROC,Secondary,24.24,33.33,42.42,57.57
2772,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2772,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2774,TROC,Secondary,24.63,33.87,43.11,58.5
2774,Elite Assembly of Ohio,Preferred,15.96,27.96,44.96,79.96
2774,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2777,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
2777,Ace Assemblers,Secondary,15,25.85,35.05,40.35
2777,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2778,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
2778,"Backpedal Co, LLC",Secondary,30,35,45,65
2778,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2780,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2780,TROC,Secondary,24.24,33.33,42.42,57.57
2780,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2781,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2781,TROC,Secondary,24.24,33.33,42.42,57.57
2781,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2782,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2782,TROC,Secondary,24.24,33.33,42.42,57.57
2782,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2783,Coretech,Secondary,25,35,45,70
2783,TROC,Secondary,24.24,33.33,42.42,57.57
2783,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2784,TROC,Secondary,24.24,33.33,42.42,57.57
2784,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
2785,Coretech,Secondary,25,35,45,70
2785,TROC,Preferred,26.16,35.97,45.78,62.13
2785,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2786,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2786,TROC,Secondary,24.24,33.33,42.42,57.57
2786,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2787,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2787,TROC,Secondary,24.24,33.33,42.42,57.57
2787,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2788,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2788,TROC,Secondary,24.24,33.33,42.42,57.57
2788,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2789,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2789,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2789,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2790,TROC,Preferred,26.16,35.97,45.78,62.13
2790,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2791,TROC,Secondary,24.24,33.33,42.42,57.57
2791,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2792,TROC,Secondary,24.24,33.33,42.42,57.57
2792,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2792,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2793,TROC,Secondary,24.24,33.33,42.42,57.57
2793,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2793,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2794,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2794,TROC,Secondary,24.24,33.33,42.42,57.57
2794,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
2795,TROC,Preferred,24.24,33.33,42.42,57.57
2795,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
2795,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2796,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2796,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
2796,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
2797,TROC,Preferred,27.52,37.84,48.16,65.36
2797,TAB assembly,Secondary,35,42,57,65
2797,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2799,TROC,Secondary,24.24,33.33,42.42,57.57
2799,Economy Care Services,Secondary,22.98,28.01,37.5,56
2799,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2803,Economy Care Services,Secondary,22.98,28.01,37.5,56
2803,TROC,Secondary,24.24,33.33,42.42,57.57
2803,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2804,Economy Care Services,Secondary,22.98,28.01,37.5,56
2804,TROC,Secondary,24.24,33.33,42.42,57.57
2804,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2805,TROC,Secondary,24.24,33.33,42.42,57.57
2805,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2806,TROC,Secondary,24.24,33.33,42.42,57.57
2806,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2806,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2807,TROC,Secondary,24.24,33.33,42.42,57.57
2807,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2808,TROC,Preferred,24.24,33.33,42.42,57.57
2808,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
2808,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2809,TROC,Secondary,24.24,33.33,42.42,57.57
2809,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2810,TROC,Secondary,24.24,33.33,42.42,57.57
2810,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2810,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2811,"Backpedal Co, LLC",Preferred,28,30,40,60
2811,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2812,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
2812,TROC,Secondary,24.65,33.89,43.13,58.54
2812,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2813,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
2813,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
2813,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2814,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2814,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2814,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2815,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
2815,TROC,Secondary,25.62,35.23,44.84,60.85
2815,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2816,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
2816,TROC,Secondary,24.24,33.33,42.42,57.57
2816,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2817,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
2817,Economy Care Services,Secondary,22.98,28.01,37.5,48
2817,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2818,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
2818,Economy Care Services,Secondary,22.98,28.01,37.5,48
2818,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2819,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2819,Economy Care Services,Secondary,22.98,28.01,37.5,56
2819,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2820,TROC,Secondary,24.24,33.33,42.42,57.57
2820,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2821,TROC,Preferred,24.24,33.33,42.42,57.57
2821,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
2821,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2822,TROC,Secondary,24.24,33.33,42.42,57.57
2822,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2822,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2823,TROC,Secondary,24.24,33.33,42.42,57.57
2823,Elite Assembly of Ohio,Preferred,15.96,27.96,44.96,79.96
2823,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2825,TROC,Secondary,25.15,34.59,44.02,59.74
2825,The Ready To Assemble Company Inc,Preferred,20,35,45,60
2825,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2827,TROC,Secondary,24.24,33.33,42.42,57.57
2827,Tec Assembly Inc,Preferred,25,30,40,50
2827,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2828,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
2828,TROC,Secondary,24.24,33.33,42.42,57.57
2828,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2830,TROC,Secondary,24.54,33.74,42.95,58.28
2830,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2831,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2831,TROC,Secondary,24.24,33.33,42.42,57.57
2831,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2832,Coretech,Secondary,25,35,45,70
2832,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2832,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2833,TROC,Secondary,24.24,33.33,42.42,57.57
2833,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2834,TROC,Secondary,24.24,33.33,42.42,57.57
2834,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2834,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
2836,TROC,Preferred,24.24,33.33,42.42,57.57
2836,Economy Care Services,Secondary,22.98,28.01,37.5,56
2836,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2838,Elite Assemblers llc,Secondary,40,67,82,166
2838,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2838,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2841,TROC,Secondary,24.26,33.36,42.46,57.62
2841,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2842,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
2842,TROC,Secondary,26.09,35.88,45.66,61.97
2842,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2843,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2843,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
2843,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
2844,LONG ISLAND ASSEMBLERS INC,Secondary,30,45,55,65
2844,TROC,Preferred,26.8,36.85,46.9,63.65
2844,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2845,TROC,Secondary,24.24,33.33,42.42,57.57
2845,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2845,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2846,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
2846,TROC,Secondary,24.24,33.33,42.42,57.57
2846,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2847,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2847,TROC,Secondary,24.24,33.33,42.42,57.57
2847,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2849,TROC,Secondary,24.24,33.33,42.42,57.57
2849,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
2849,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2850,TROC,Preferred,26.64,36.63,46.62,63.27
2850,M&C Assembly,Secondary,48.13,67.38,86.63,125.13
2850,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2852,TROC,Secondary,24.24,33.33,42.42,57.57
2852,Elite Assembly of Ohio,Preferred,15.96,27.96,44.96,79.96
2852,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2853,TROC,Secondary,24.24,33.33,42.42,57.57
2853,Economy Care Services,Secondary,22.98,28.01,37.5,56
2853,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2854,LONG ISLAND ASSEMBLERS INC,Preferred,30,45,55,65
2854,TROC,Secondary,24.24,33.33,42.42,57.57
2854,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
2855,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2855,TROC,Secondary,24.24,33.33,42.42,57.57
2855,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
2856,ALL STAR ASSEMBLY LLC,Secondary,19.5,26.5,36.5,46.99
2856,TROC,Secondary,28.91,39.75,50.59,68.65
2856,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
2857,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2857,TROC,Secondary,24.24,33.33,42.42,57.57
2857,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
2859,Coretech,Secondary,25,35,45,70
2859,TROC,Secondary,24.24,33.33,42.42,57.57
2859,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
2860,Coretech,Secondary,25,35,45,70
2860,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
2860,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2861,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2861,TROC,Secondary,24.33,33.45,42.57,57.78
2861,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2862,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2862,TROC,Secondary,24.24,33.33,42.42,57.57
2862,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2864,TROC,Secondary,24.24,33.33,42.42,57.57
2864,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2864,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
2865,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
2865,TROC,Secondary,24.24,33.33,42.42,57.57
2865,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
2866,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2866,TROC,Secondary,24.41,33.57,42.72,57.98
2866,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2867,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2867,TROC,Secondary,24.24,33.33,42.42,57.57
2867,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2869,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2869,TROC,Secondary,24.24,33.33,42.42,57.57
2869,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2871,TROC,Secondary,24.3,33.41,42.53,57.71
2871,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
2872,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2872,TROC,Secondary,24.24,33.33,42.42,57.57
2872,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2873,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
2873,TROC,Secondary,25.08,34.49,43.89,59.57
2873,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
2874,TROC,Preferred,26.4,36.3,46.2,62.7
2874,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
2881,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
2881,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
2881,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
2882,TROC,Secondary,25.47,35.02,44.57,60.48
2882,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
2883,TROC,Secondary,24.24,33.33,42.42,57.57
2883,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
2883,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
