STORE_NBR,Region,Store Name,Final Archetype Assignment
4687,22,KING OF PRUSSIA (HD) PA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5012,22,HAMILTON NJ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5039,22,CAMDEN DE 11-12-02,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5047,22,"AUDUBON, NJ","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5103,22,PHILADELPHIA (NE) PA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5130,22,"PHILADELPHIA-BU-, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5131,22,"BENSALEM, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5142,22,NEPTUNE NJ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5200,22,"LANCASTER, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5229,22,WYNCOTE PA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5239,22,"BECHTELSVILLE, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5340,22,CHERRY HILL NJ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5358,22,SHIPPENSBURG PA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5384,22,"BRIDGETON, NJ","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5414,22,FORKED RIVER NJ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5436,22,"NEW CASTLE, DE EF","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5450,22,"NORTH EAST, MD","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5469,22,HANOVER (S) PA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5470,22,HUNTINGDON PA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5476,22,DEPTFORD (WEST) NJ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5495,22,"GLENOLDEN, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5649,22,WARRINGTON PA,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5795,22,"OXFORD, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5881,22,"SPRINGFIELD, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5888,22,"CAMP HILL, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5891,22,"PHILADELPHIA, PA","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5944,22,Mt Laurel NJ,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
197,25,MACOMB IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
199,25,LINCOLN IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
200,25,JACKSONVILLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
254,25,OLNEY IL.,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
334,25,CARLINVILLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
343,25,TAYLORVILLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
422,25,ROBINSON IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
480,25,PITTSFIELD IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
481,25,MATTOON IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
550,25,LAWRENCEVILLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
603,25,PEKIN IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
609,25,HANNIBAL MO,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
612,25,CHARLESTON IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
633,25,KEWANEE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
636,25,PRINCETON IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
775,25,GALESBURG IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
786,25,"DEKALB, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
792,25,ALEDO IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
796,25,PERU IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
798,25,MARSHALL IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
830,25,ROCK FALLS IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
844,25,MORRIS IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
852,25,OTTAWA IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
891,25,STERLING IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
957,25,GENESEO IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1003,25,PLANO IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1028,25,"EAST PEORIA, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1093,25,RANTOUL IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1125,25,"NORMAL, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1211,25,HARVARD IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1228,25,ROUND LAKE BEACH IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1256,25,JOLIET IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1307,25,BOURBONAIS IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1323,25,PEORIA IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1377,25,MCHENRY IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1386,25,PONTIAC IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1401,25,NAPERVILLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1404,25,LAKE ZURICH IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1413,25,CRYSTAL LAKE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1420,25,STREAMWOOD IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1421,25,WASHINGTON/ MEADOWS,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1451,25,BEARDSTOWN IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1454,25,QUINCY IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1489,25,VERNON HILLS IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1497,25,RICHTON PARK IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1531,25,CARPENTERSVILLE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1548,25,WATSEKA IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1553,25,BLOOMINGDALE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1556,25,ORLAND HILLS IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1596,25,BOLINGBROOK IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1602,25,SPRINGFIELD IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1668,25,GURNEE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1681,25,MOUNT PROSPECT IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1690,25,DECATUR IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1713,25,CANTON IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1734,25,CHAMPAIGN IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1735,25,WHEELING IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1737,25,VILLA PARK IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1779,25,BRIDGEVIEW IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1814,25,ELGIN IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1848,25,"GLEN ELLYN, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1892,25,"HODGKINS,IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1897,25,"ELK GROVE VILLAGE, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1898,25,"ST CHARLES, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1933,25,"NORTHLAKE, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1938,25,"BEDFORD PARK, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1998,25,CHICAGO SKOKIE TOUHY & ST LOUIS,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2204,25,"FOREST PARK, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2215,25,"DARIEN, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2231,25,"MOLINE, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2491,25,"DANVILLE, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2728,25,"DECATUR, (S), IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2815,25,"ROLLING MEADOWS, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2816,25,"NILES, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2934,25,"PARIS, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2956,25,"JOLIET (N), IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3004,25,CHICAGO CICERO IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3210,25,"SPRINGFIELD, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3255,25,SAVOY IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3400,25,OSWEGO IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3434,25,"WOODSTOCK, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3459,25,BLOOMINGTON IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3460,25,"PEORIA (N), IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3597,25,BELVIDERE IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3601,25,CRESTWOOD IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3602,25,SPRINGFIELD (E) IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3725,25,"NILES, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3790,25,"LOCKPORT, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3891,25,"WAUKEGAN, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3893,25,"ZION, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4049,25,OLYMPIA FIELDS IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4286,25,"MONTGOMERY, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4323,25,"KANKAKEE, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4405,25,"AURORA (NE), IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4511,25,"SILVIS, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4529,25,"NEW LENOX, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4531,25,"ROMEOVILLE, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4641,25,"HUNTLEY, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
4699,25,"STREATOR, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5060,25,ALGONQUIN IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5157,25,"MORTON, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5199,25,"ANTIOCH, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5276,25,"PALATINE, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5352,25,BATAVIA IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5399,25,DIXON IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5402,25,CHICAGO (W) IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5403,25,URBANA IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5442,25,ADDISON IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5485,25,"EVERGREEN PARK, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5486,25,"COUNTRY CLUB HILLS, IL","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5617,25,CHICAGO HERMOSA IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
5965,25,CHICAGO PULLMAN IL,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
877,26,MONROE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
948,26,HICKORY NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1010,26,ROCKINGHAM NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1027,26,CONCORD NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1034,26,SHELBY NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1039,26,MOUNT AIRY NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1060,26,MORGANTON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1064,26,LENOIR NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1096,26,MOCKSVILLE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1097,26,"ABERDEEN, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1131,26,TAYLORSVILLE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1132,26,ASHEBORO NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1133,26,ALBEMARLE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1156,26,MOORESVILLE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1191,26,HILLSBOROUGH NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1197,26,ROCKY MOUNT NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1209,26,LINCOLNTON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1236,26,GOLDSBORO NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1237,26,DUNN NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1255,26,LAURINBURG NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1287,26,BURLINGTON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1288,26,ROXBORO NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1290,26,WILKESBORO NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1298,26,JACKSONVILLE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1300,26,NEW BERN NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1321,26,"SMITHFIELD, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1322,26,LEXINGTON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1337,26,ELKIN NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1354,26,WASHINGTON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1355,26,MOREHEAD CITY NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1372,26,GARNER/RALEIGH NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1379,26,GREENVILLE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1385,26,GASTONIA NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1452,26,CHARLOTTE (S) NC EF,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1464,26,CHARLOTTE (SW) NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1498,26,GREENSBORO NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1502,26,ROANOKE RAPIDS NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1527,26,ELIZABETH CITY NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1552,26,SALISBURY NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1558,26,EDEN NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1579,26,OXFORD NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1613,26,HIGH POINT NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1614,26,DURHAM (N) NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1641,26,WILLIAMSTON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1661,26,KINSTON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1662,26,STATESVILLE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1664,26,WILSON NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1666,26,CHARLOTTE (E) NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1751,26,RALEIGH (NW),"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1816,26,KNIGHTDALE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1821,26,CHARLOTTE NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1842,26,GREENSBORO NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1849,26,WINSTON-SALEM NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1950,26,"AHOSKIE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
1953,26,"LOUISBURG, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2000,26,"KITTY HAWK, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2005,26,"KANNAPOLIS, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2058,26,"RALEIGH, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2134,26,"CHARLOTTE (N), NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2137,26,"DURHAM, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2247,26,"CARY, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2256,26,"HENDERSON, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2472,26,"WINSTON-SALEM, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2704,26,"RANDLEMAN, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2730,26,"TARBORO, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2793,26,"KERNERSVILLE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2836,26,"FUQUAY-VARINA, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2845,26,"SILER CITY, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
2908,26,"BISCOE, NC","<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
3182,26,Chapel Hill NC,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/walmart-giving/overview.html"">All Communities</a>"
