Store #,Format,City,State,Fuel Frequency,January Fuel,February Fuel,March Fuel,Service Provider,Phone Number
2944,WNM,Deland,FL,90,,,3,CHES,844-367-5240
6894,WNM,Apopka,FL,90,27,,,CHES,844-367-5240
5062,WNM,Auburn,AL,90,27,,,CHES,844-367-5240
2488,WNM,Decatur,AL,90,,24,,CHES,844-367-5240
4210,WNM,Mobile,AL,90,,3,,CHES,844-367-5240
7342,WNM,Madison,AL,24,,,,CHES,844-367-5240
6878,SUP,Hazel Green,AL,60,20,,17,CHES,844-367-5240
4756,WNM,Alabaster,AL,90,,24,,CHES,844-367-5240
5256,WNM,Tuscaloosa,AL,24,,24,,CHES,844-367-5240
5740,WNM,Mobile,AL,90,,3,,CHES,844-367-5240
4672,WNM,Montgomery,AL,90,,10,,CHES,844-367-5240
4673,WNM,Auburn,AL,90,27,,,CHES,844-367-5240
5744,WNM,Theodore,AL,90,,10,,CHES,844-367-5240
5716,WNM,Huntsville,AL,90,,10,,CHES,844-367-5240
5903,WNM,Phenix City,AL,24,,10,,CHES,844-367-5240
4691,WNM,Montgomery,AL,24,,10,,CHES,844-367-5240
5769,WNM,Dothan,AL,90,,24,,CHES,844-367-5240
5248,WNM,Northport,AL,90,27,,,CHES,844-367-5240
5925,WNM,Huntsville,AL,90,,10,,CHES,844-367-5240
2699,WNM,Gainesville,GA,90,27,,,CHES,844-367-5240
2858,WNM,Statesboro,GA,60,6,,3,CHES,844-367-5240
2801,WNM,Albany,GA,90,,3,,CHES,844-367-5240
2731,WNM,Gainesville,GA,90,27,,,CHES,844-367-5240
2773,WNM,LaGrange,GA,90,,17,,CHES,844-367-5240
2840,WNM,Brunswick,GA,90,,17,,CHES,844-367-5240
3635,WNM,Fort Oglethorpe,GA,60,,17,,CHES,844-367-5240
4206,WNM,Augusta,GA,90,27,,,CHES,844-367-5240
4525,WNM,Hinesville,GA,90,,,3,CHES,844-367-5240
5198,WNM,Tifton,GA,24,,3,,CHES,844-367-5240
920,WNM,Warner Robins,GA,90,,10,,CHES,844-367-5240
4528,WNM,Dalton,GA,90,,24,,CHES,844-367-5240
4527,WNM,Waycross,GA,90,,17,,CHES,844-367-5240
2465,WNM,Hephzibah,GA,90,27,,,CHES,844-367-5240
840,WNM,Warner Robins,GA,90,,10,,CHES,844-367-5240
4421,WNM,Columbus,GA,90,,,3,CHES,844-367-5240
4426,WNM,Columbus,GA,90,,,3,CHES,844-367-5240
4517,WNM,Albany,GA,90,,3,,CHES,844-367-5240
4530,WNM,Savannah,GA,90,,,3,CHES,844-367-5240
4519,WNM,Hinesville,GA,90,,,3,CHES,844-367-5240
5267,WNM,Athens,GA,90,20,,,CHES,844-367-5240
6732,WNM,Valdosta,GA,90,,17,,CHES,844-367-5240
1338,SUP,Columbus,GA,60,6,,3,CHES,844-367-5240
7339,WNM,Grovetown,GA,24,27,,,CHES,844-367-5240
7185,SUP,Cumming,GA,60,6,,3,CHES,844-367-5240
1066,SUP,Pascagoula,MS,30,6,3,"3,31",CHES,844-367-5240
2846,SUP,Olive Branch,MS,24,,,,CHES,844-367-5240
6323,WNM,Gulfport,MS,90,13,,,CHES,844-367-5240
6964,SUP,Horn Lake,MS,24,,,,CHES,844-367-5240
6165,WNM,Gulfport,MS,90,13,,,CHES,844-367-5240
4586,WNM,Biloxi,MS,90,27,,,CHES,844-367-5240
4619,WNM,Tupelo,MS,90,,3,,CHES,844-367-5240
5776,WNM,Ocean Springs,MS,24,,,31,CHES,844-367-5240
3060,SUP,Yazoo City,MS,24,,,,CHES,844-367-5240
3990,WNM,Meridian,MS,90,,24,,CHES,844-367-5240
5459,WNM,Starkville,MS,90,,,3,CHES,844-367-5240
1440,WALMART,TOOELE,UT,60,,10,,USE Ecology,866-900-3762
1518,WALMART,INDIANAPOLIS,IN,60,,10,,USE Ecology,866-900-3762
1572,WALMART,VERNAL,UT,60,,10,,USE Ecology,866-900-3762
1573,WALMART,PRICE,UT,60,,10,,USE Ecology,866-900-3762
1699,WALMART,LAYTON,UT,60,,10,,USE Ecology,866-900-3762
1878,WALMART,REXBURG,ID,180,,,,USE Ecology,866-900-3762
1902,WALMART,AMMON,ID,60,,10,,USE Ecology,866-900-3762
2508,WALMART,BOISE,ID,120,,,,USE Ecology,866-900-3762
2766,WALMART,SCOTTSDALE,AZ,60,,10,,USE Ecology,866-900-3762
2862,WALMART,MERIDIAN,ID,180,,,,USE Ecology,866-900-3762
3093,WALMART,Meridian (S),ID,90,,17,,USE Ecology,866-900-3762
3472,WALMART,POST FALLS,ID,180,,,,USE Ecology,866-900-3762
3511,WALMART,HAYDEN,ID,60,,10,,USE Ecology,866-900-3762
3568,WALMART,WEST VALLEY CITY,UT,60,,10,,USE Ecology,866-900-3762
3739,WALMART,NAMPA,ID,180,,,,USE Ecology,866-900-3762
3897,WALMART,TWIN FALLS,ID,60,,10,,USE Ecology,866-900-3762
3988,Neighborhood Mkt WALMART,SPANISH FORK,UT,90,,,10,USE Ecology,866-900-3762
4203,WALMART,FORT MOHAVE,AZ,60,,10,,USE Ecology,866-900-3762
4490,Neighborhood Mkt WALMART,TUCSON,AZ,180,,,,USE Ecology,866-900-3762
4718,Sam's,SOUTH JORDAN,UT,90,,,17,USE Ecology,866-900-3762
4730,Sam's,WEST JORDAN,UT,120,,,,USE Ecology,866-900-3762
4732,Sam's,GLENDALE,AZ,180,,,,USE Ecology,866-900-3762
4768,Sam's,RENO,NV,180,,,,USE Ecology,866-900-3762
4778,Sam's,Auburn Hills,MI,90,,,10,USE Ecology,866-900-3762
4781,Sam's,Lansing,MI,90,,,24,USE Ecology,866-900-3762
4786,Sam's,LOGAN,UT,180,,,,USE Ecology,866-900-3762
4829,Sam's,GILBERT,AZ,180,,,,USE Ecology,866-900-3762
4830,Sam's,AVONDALE,AZ,120,,,,USE Ecology,866-900-3762
4851,Sam's,CLARKSVILLE,IN,90,,,10,USE Ecology,866-900-3762
4915,Sam's,BULLHEAD CITY,AZ,90,,17,,USE Ecology,866-900-3762
4926,Sam's,COLUMBUS,IN,90,,,10,USE Ecology,866-900-3762
4955,Sam's,SURPRISE,AZ,90,,,10,USE Ecology,866-900-3762
4974,Sam's,N. LAS VEGAS,NV,180,,,,USE Ecology,866-900-3762
4983,Sam's,LAS VEGAS,NV,90,,,17,USE Ecology,866-900-3762
5280,WALMART,Portage,MI,90,,,17,USE Ecology,866-900-3762
5452,Neighborhood Mkt WALMART,EVANSVILLE,IN,180,,,,USE Ecology,866-900-3762
5494,WALMART,IDAHO FALLS,ID,180,,,,USE Ecology,866-900-3762
6205,Sam's,YUMA,AZ,90,,,17,USE Ecology,866-900-3762
6213,Sam's,CHANDLER,AZ,180,,,,USE Ecology,866-900-3762
6257,Sam's,LAS VEGAS(C),NV,90,,,10,USE Ecology,866-900-3762
6261,Sam's,LAS VEGAS(S),NV,180,,,,USE Ecology,866-900-3762
6313,Sam's,FT. WAYNE,IN,90,,,17,USE Ecology,866-900-3762
6319,Sam's,Kentwood,MI,90,,,10,USE Ecology,866-900-3762
6345,Sam's,IDAHO FALLS,ID,180,,,,USE Ecology,866-900-3762
6359,Sam's,Comstock Park,MI,90,,,10,USE Ecology,866-900-3762
6382,Sam's,LAS VEGAS(W),NV,90,,17,,USE Ecology,866-900-3762
6412,Sam's,Southgate,MI,90,,,24,USE Ecology,866-900-3762
6417,Sam's,Holland,MI,90,,,3,USE Ecology,866-900-3762
6419,Sam's,Traverse City,MI,90,,,10,USE Ecology,866-900-3762
6424,Sam's,KOKOMO,IN,90,,,17,USE Ecology,866-900-3762
6429,Sam's,Battle Creek,MI,180,,,,USE Ecology,866-900-3762
6437,Sam's,BLOOMINGTON,IN,90,,,10,USE Ecology,866-900-3762
6454,Sam's,Southfield,MI,90,,,10,USE Ecology,866-900-3762
6562,Sam's,Muskegon,MI,90,,,10,USE Ecology,866-900-3762
6604,Sam's,FLAGSTAFF,AZ,90,,17,,USE Ecology,866-900-3762
6605,Sam's,GILBERT,AZ,60,,10,,USE Ecology,866-900-3762
6606,Sam's,PHOENIX,AZ,180,,,,USE Ecology,866-900-3762
6608,Sam's,PHOENIX,AZ,60,,10,,USE Ecology,866-900-3762
6657,Sam's,Novi,MI,90,,,17,USE Ecology,866-900-3762
6658,Sam's,Jackson,MI,90,,,17,USE Ecology,866-900-3762
6659,Sam's,Madison Heights,MI,90,,,10,USE Ecology,866-900-3762
6660,Sam's,Port Huron,MI,180,,,,USE Ecology,866-900-3762
6661,Sam's,Portage,MI,90,,,17,USE Ecology,866-900-3762
6662,Sam's,Roseville,MI,90,,,10,USE Ecology,866-900-3762
6663,Sam's,Saginaw,MI,180,,,,USE Ecology,866-900-3762
6664,Sam's,Utica,MI,60,,10,,USE Ecology,866-900-3762
6667,Sam's,Ypsilanti,MI,90,,,17,USE Ecology,866-900-3762
6682,Sam's,LAYTON,UT,90,,,10,USE Ecology,866-900-3762
6683,Sam's,MURRAY,UT,90,,17,,USE Ecology,866-900-3762
6684,Sam's,RIVERDALE,UT,90,,,10,USE Ecology,866-900-3762
6685,Sam's,PROVO,UT,180,,,,USE Ecology,866-900-3762
6686,Sam's,SALT LAKE CITY,UT,90,,,24,USE Ecology,866-900-3762
6692,Sam's,TUCSON,AZ,90,,10,,USE Ecology,866-900-3762
7087,WALMART,SALEM,IN,120,,,,USE Ecology,866-900-3762
8123,Sam's,EVANSVILLE,IN,120,,,,USE Ecology,866-900-3762
8135,Sam's,TERRE HAUTE,IN,180,,,,USE Ecology,866-900-3762
8168,Sam's,INDIANAPOLIS,IN,90,,,10,USE Ecology,866-900-3762
8169,Sam's,LAFAYETTE,IN,90,,,10,USE Ecology,866-900-3762
8174,Sam's,MERRILLVILLE,IN,90,,,10,USE Ecology,866-900-3762
8177,Sam's,LAS VEGAS,NV,90,,,17,USE Ecology,866-900-3762
8291,Sam's,Flint,MI,90,,,24,USE Ecology,866-900-3762
