store nbr,firearm trans id,serial_nbr,certification date,sent to nics date,VA Create Date,VA Approval,State Transaction Number ,Correction,
3243,1622245,410S23-001431,10/10/2023,10/10/2023,10/10/2023,10/10/2023,D6786710,Section A,
3243,1623127,MPR0476350,10/12/2023,10/12/2023,10/12/2023,10/12/2023,D6789951,Section A,
3243,1629301,4324768,10/22/2023,10/22/2023,10/22/2023,10/22/2023,D6806220,Section A,
3243,1629398,"4419410, 4418738, 4416055",10/23/2023,10/23/2023,10/23/2023,10/23/2023,D6806550,Section A,
3243,1630521,12A21-013607,10/25/2023,10/25/2023,10/25/2023,10/25/2023,D6810121,Section A,
3243,1631358,4418708,10/27/2023,10/27/2023,10/27/2023,10/27/2023,D6813103,Section A,
3243,1633506,US003977K,10/30/2023,10/30/2023,10/30/2023,10/30/2023,D6817801,Section A,
3243,1633739,"V1783430, KW2301102",10/31/2023,10/31/2023,10/31/2023,10/31/2023,D6818676,Section A,
3243,1638009,4353954,11/6/2023,11/6/2023,11/6/2023,11/6/2023,D6828367,Section A,
3243,1645924,4418682,11/13/2023,11/13/2023,11/13/2023,11/13/2023,D6839345,Section A,
3243,1646635,"BH01938G, 410A22-004972",11/14/2023,11/14/2023,11/14/2023,11/14/2023,D6840857,Section A,
3243,1652403,R059061,11/21/2023,11/21/2023,11/21/2023,11/21/2023,D6853404,Section A,
3243,1658627,FTLR19775,11/27/2023,11/27/2023,11/27/2023,11/27/2023,D6864983,Section A,
3243,1659061,"GB869559, FTLR19763",11/27/2023,11/27/2023,11/27/2023,11/27/2023,D6866042,Section A,
3243,1662133,MPR0476414,12/1/2023,12/1/2023,12/1/2023,12/1/2023,D6873687,Section A,
3243,1674923,MPR0514920,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6897847,Section A,
3243,1678636,410A22-006126,12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6902363,Section A,
3243,1686176,"4424175, 210521F",12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6914091,Section A,
3243,1688884,UM0047002,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916656,Section A,
3243,1689498,57-H21PT-040314,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916822,Section A,
3243,1698468,"7CA440715T, V1804804, 410A22-006330",1/9/2024,1/9/2024,1/9/2024,1/9/2024,D6939292,Section A,
3243,1700749,0023-83949,1/16/2024,1/16/2024,1/16/2024,1/16/2024,D6949762,Section A,
3243,1704105,UM0047701,1/26/2024,1/26/2024,1/26/2024,1/26/2024,D6963249,Section A,
3243,1706133,BH01797G,2/1/2024,2/1/2024,2/1/2024,2/1/2024,D6970498,Section A,
3243,1707812,1114775,2/5/2024,2/5/2024,2/5/2024,2/5/2024,D6977537,Section A,
3243,1717757,"28A23-001447, V1906012",2/27/2024,2/27/2024,2/27/2024,2/27/2024,D7010680,Section A,
3243,1718016,410A23-000548,2/28/2024,3/7/2024,3/7/2024,3/7/2024,D7024392,Section A,
3243,1721183,MV1009335,3/7/2024,3/7/2024,3/7/2024,3/7/2024,D7024667,Section A,
3243,1726338,12S23-000905,3/18/2024,3/18/2024,3/18/2024,3/18/2024,D7042836,"Section A, B, & C",
3243,1728902,0024-62556,3/27/2024,3/27/2024,3/27/2024,3/27/2024,D7054734,Section A,
3243,1730381,4492719,3/31/2024,3/31/2024,3/31/2024,3/31/2024,D7061392,Section A,
3243,1733519,0024-82975,4/11/2024,4/11/2024,4/11/2024,4/11/2024,D7074546,Section A,
3243,1734938,"4472662, V1919390",4/15/2024,4/15/2024,4/15/2024,4/15/2024,D7079818,Section A,
3243,1736936,1120309,4/21/2024,4/21/2024,4/21/2024,4/21/2024,D7088623,Section A,
3243,1738080,410A24-000252,4/25/2024,4/25/2024,4/25/2024,4/25/2024,D7092772,Section A,
3243,1742587,1288016H,5/9/2024,5/9/2024,5/9/2024,5/9/2024,D7109811,Section A,
3243,1745595,GB889292,5/21/2024,5/21/2024,5/21/2024,5/21/2024,D7123564,Section A,
3243,1746914,"MV1005102, UM0047699, WTT029236",5/26/2024,5/26/2024,5/26/2024,5/26/2024,D7129978,Section A,
3270,1600468,MPR0441528,8/31/2023,8/31/2023,8/31/2023,8/31/2023,D6738037,Section A,
3270,1634300,CPR-16987,11/1/2023,11/1/2023,11/1/2023,11/1/2023,D6820649,Section A & B,
3270,1646229,"410P22-000353, 410P22-000352",11/13/2023,11/13/2023,11/13/2023,11/13/2023,D6839982,Section A,
3270,1649207,MPR0474023,11/17/2023,11/17/2023,11/17/2023,11/17/2023,D6847141,Section A,
3270,1652808,R015632,11/21/2023,11/21/2023,11/21/2023,11/21/2023,D6854385,Section A,
3270,1652873,MPR0472533,11/21/2023,11/21/2023,11/21/2023,11/21/2023,D6854605,Section A,
3270,1653242,R046055,11/22/2023,11/22/2023,11/22/2023,11/22/2023,D6855258,Section A,
3270,1661190,1109288,12/1/2023,12/1/2023,12/1/2023,12/1/2023,D6871385,Section A,
3270,1667935,4183135,12/8/2023,12/8/2023,12/8/2023,12/8/2023,D6885190,Section A,
3270,1674556,20S22-000349,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6897093,Section A,
3270,1679274,"7CA433544T, 7CA432685T",12/18/2023,12/18/2023,12/18/2023,12/18/2023,D6902962,Section A,
3270,1680566,61-06-040508-23,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905116,Section A,
3270,1683584,0021-64639,12/21/2023,12/21/2023,12/21/2023,12/21/2023,D6910222,Section A,
3270,1704491,12P21-006516,1/27/2024,1/27/2024,1/27/2024,1/27/2024,D6965208,Section A,
3270,1708166,6151,2/6/2024,2/6/2024,2/6/2024,2/6/2024,D6978802,Section A,
3270,1715296,21PA12T-10275,2/22/2024,2/22/2024,2/22/2024,2/22/2024,D7003439,Section A,
3270,1716375,410S22-000819,2/24/2024,2/24/2024,2/24/2024,2/24/2024,D7007549,Section A,
3303,1579079,217939R,6/17/2023,6/17/2023,6/17/2023,6/17/2023,D6653051,Section A,
3303,1582334,410A22-004006,7/1/2023,7/1/2023,7/1/2023,7/1/2023,D6669568,Section A,
3303,1588466,1102309,7/24/2023,7/24/2023,7/24/2023,7/24/2023,D6695627,Section A,
3303,1588510,1097882,7/24/2023,7/24/2023,7/24/2023,7/24/2023,D6695841,Section A,
3303,1590445,213244J,8/2/2023,8/2/2023,8/2/2023,8/2/2023,D6705397,Section A,
3303,1602690,MPR0437283,9/3/2023,9/3/2023,9/3/2023,9/3/2023,D6742718,Section A,
3303,1607284,61-06-021466-22,9/9/2023,9/9/2023,9/9/2023,9/9/2023,D6749743,Section A,
3303,1625229,4366138,10/15/2023,10/15/2023,10/15/2023,10/15/2023,D6796061,Section A,
3303,1629244,1095903,10/22/2023,10/22/2023,10/22/2023,10/22/2023,D6806205,Section A,
3303,1630149,23P41010175,10/25/2023,10/25/2023,10/25/2023,10/25/2023,D6808961,Section A,
3303,1655748,213241J,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6860309,Section A,
3303,1668385,20A22-001274,12/8/2023,12/8/2023,12/8/2023,12/8/2023,D6885962,Section A,
3303,1669003,MV0978426,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6887323,Section A,
3303,1670557,219530V,12/10/2023,12/10/2023,12/10/2023,12/10/2023,D6889094,Section A,
3303,1685067,1252709H,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6912413,Section A,
3303,1686694,1113643,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6914288,Section A,
3303,1696568,4461464,1/4/2024,1/4/2024,1/4/2024,1/4/2024,D6932751,Section A,
3303,1704089,V1903078,1/26/2024,1/26/2024,1/26/2024,1/26/2024,D6963239,Section A,
3303,1705890,4351129,1/31/2024,1/31/2024,1/31/2024,1/31/2024,D6969625,Section A,
3303,1708078,28A23-001288,2/5/2024,2/10/2024,2/10/2024,2/10/2024,D6985615,Section A,
3303,1715510,219016K,2/23/2024,2/23/2024,2/23/2024,2/23/2024,D7003710,Section A,
3303,1715933,213428F,2/23/2024,2/23/2024,2/23/2024,2/23/2024,D7005965,Section A,
3303,1722460,MPR0523001,3/9/2024,3/10/2024,3/9/2024,3/9/2024,D7030241,Section A & C,
3303,1726052,R086039,3/17/2024,3/17/2024,3/17/2024,3/17/2024,D7041742,Section A,
3303,1732694,1108890,4/7/2024,4/7/2024,4/7/2024,4/7/2024,D7070874,Section A,
3303,1734856,R091506,4/14/2024,4/14/2024,4/14/2024,4/14/2024,D7079598,Section A,
3303,1741193,410S24-000197,5/4/2024,5/4/2024,5/4/2024,5/4/2024,D7104713,Section A,
3344,1580865,V1561873,6/24/2023,6/24/2023,6/24/2023,6/24/2023,D6661804,Section A,
3344,1582316,4376363,7/1/2023,7/1/2023,7/1/2023,7/1/2023,D6669405,Section A,
3344,1597324,20A22-000264,8/22/2023,8/22/2023,8/22/2023,8/22/2023,D6726839,Section A,
3344,1599607,21288UC,9/4/2023,9/4/2023,9/4/2023,9/4/2023,D6742842,Section A,
3344,1617802,0021-63532,10/6/2023,10/6/2023,10/6/2023,10/6/2023,D6782299,Section A,
3344,1628088,"1253388H, P790055",10/21/2023,10/21/2023,10/21/2023,10/21/2023,D6804448,Section A,
3344,1645817,MPR0463909,11/13/2023,11/13/2023,11/13/2023,11/13/2023,D6839136,Section A,
3344,1656979,MPR0453815,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6862583,Section A,
3344,1661945,1254927H,12/1/2023,12/1/2023,12/1/2023,12/1/2023,D6873477,Section A,
3344,1663864,P761410,12/3/2023,12/3/2023,12/3/2023,12/3/2023,D6876438,Section A,
3344,1665927,410A22-004007,12/6/2023,12/6/2023,12/6/2023,12/6/2023,D6880274,Section A,
3344,1668521,BH02028G,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6886008,Section A,
3344,1668805,4458046,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6887067,Section A,
3344,1672444,KW2200114,12/12/2023,12/12/2023,12/12/2023,12/12/2023,D6892534,Section A,
3344,1693500,R051048,12/29/2023,12/29/2023,12/29/2023,12/29/2023,D6924762,Section A,
3344,1695075,4342264,12/31/2023,12/31/2023,12/31/2023,12/31/2023,D6928869,Section A,
3344,1703895,MPR0517320,1/26/2024,1/26/2024,1/26/2024,1/26/2024,D6962525,Section A,
3344,1705155,MPR0503464,1/29/2024,1/29/2024,1/29/2024,1/29/2024,D6966198,Section A,
3344,1705491,MV0978302,1/30/2024,1/30/2024,1/30/2024,1/30/2024,D6967580,Section A,
3344,1711773,4392432,2/16/2024,2/16/2024,2/16/2024,2/16/2024,D6993902,Section A,
3344,1720905,28A23-001290,3/6/2024,3/6/2024,3/6/2024,3/6/2024,D7023042,Section A,
3344,1728815,UM0047660,3/26/2024,3/26/2024,3/26/2024,3/26/2024,D7054639,Section A,
3344,1732513,21575UC,4/7/2024,4/7/2024,4/7/2024,4/7/2024,D7070404,Section A,
3344,1732668,0023-84198,4/7/2024,4/7/2024,4/7/2024,4/7/2024,D7070834,Section A,
3344,1733795,MV1009613,4/12/2024,4/12/2024,4/12/2024,4/12/2024,D7075965,Section A,
3344,1734691,12P23-001876,4/14/2024,4/14/2024,4/14/2024,4/14/2024,D7079364,Section A,
3344,1744622,410S24-000106,5/17/2024,5/17/2024,5/17/2024,5/17/2024,D7119156,Section A,
3344,1745289,MV0928624,5/19/2024,5/19/2024,5/19/2024,5/19/2024,D7122405,Section A,
3344,1745323,"218867V, KW2302638",5/19/2024,5/19/2024,5/19/2024,5/19/2024,D7122485,Section A,
3344,1746524,KW2302639,5/25/2024,5/29/2024,5/25/2024,5/25/2024,D7128644,Section A & C,
3480,1579754,MPR0438516,6/18/2023,6/19/2023,6/18/2023,6/18/2023,D6655205,Section A & C,
3480,1580709,P800843,6/23/2023,6/23/2023,6/23/2023,6/23/2023,D6660943,Section A,
3480,1580814,20S22-001088,6/23/2023,6/23/2023,6/23/2023,6/23/2023,D6661318,Section A,
3480,1582528,4193119,7/1/2023,7/1/2023,7/1/2023,7/1/2023,D6670495,Section A,
3480,1597619,20S23-000310,8/23/2023,8/23/2023,8/23/2023,8/23/2023,D6728106,Section A,
3480,1603675,MB00903WMG,9/5/2023,9/5/2023,9/5/2023,9/5/2023,D6744353,Section A,
3480,1612104,1099795,9/22/2023,9/22/2023,9/22/2023,9/22/2023,D6764309,Section A,
3480,1628637,23P41010155,10/21/2023,10/21/2023,10/21/2023,10/21/2023,D6805556,Section A,
3480,1633888,692031622,10/31/2023,10/31/2023,10/31/2023,10/31/2023,D6819176,Section A,
3480,1634723,1097463,11/2/2023,11/2/2023,11/2/2023,11/2/2023,D6821894,Section A,
3480,1647200,20S23-000130,11/15/2023,11/15/2023,11/15/2023,11/15/2023,D6842085,Section A,
3480,1652388,WTT030059,11/21/2023,11/21/2023,11/21/2023,11/21/2023,D6853297,Section A,
3480,1652829,"1097873, 1095904",11/21/2023,11/21/2023,11/21/2023,11/21/2023,D6854511,Section A,
3480,1652925,7CA433539T,11/21/2023,11/21/2023,11/21/2023,11/21/2023,D6854741,Section A,
3480,1656406,4391957,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6861123,Section A,
3480,1657432,KW2301398,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6863534,Section A,
3480,1666948,12P23-001892,12/7/2023,12/7/2023,12/7/2023,12/7/2023,D6883128,Section A,
3480,1678549,7CA438020T,12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6902294,Section A,
3480,1680774,4193406,12/19/2023,12/19/2023,12/19/2023,12/19/2023,D6905581,Section A,
3480,1682850,1113343,12/21/2023,12/21/2023,12/21/2023,12/21/2023,D6908782,Section A,
3480,1686788,R035895,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6914296,Section A,
3480,1689125,1105588,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6916741,Section A,
3480,1695910,R019135,1/2/2024,1/2/2024,1/2/2024,1/2/2024,D6930484,Section A,
3480,1698909,211283U,1/10/2024,1/10/2024,1/10/2024,1/10/2024,D6941550,Section A,
3480,1704015,4288860,1/26/2024,1/26/2024,1/26/2024,1/26/2024,D6963134,Section A,
3480,1704991,4467552,1/28/2024,1/28/2024,1/28/2024,1/28/2024,D6966025,Section A,
3480,1705653,410A22-005859,1/30/2024,1/30/2024,1/30/2024,1/30/2024,D6968434,Section A,
3480,1707245,1113866,2/3/2024,2/3/2024,2/3/2024,2/3/2024,D6976127,Section A,
3480,1735018,410S23-002362,4/15/2024,4/15/2024,4/15/2024,4/15/2024,D7080172,Section A,
3480,1745627,410A23-000407,5/21/2024,5/21/2024,5/21/2024,5/21/2024,D7123762,Section A,
3480,1747449,GB844381,5/28/2024,5/28/2024,5/28/2024,5/28/2024,D7131611,Section A,
3768,1577035,GB850968,6/9/2023,6/9/2023,6/9/2023,6/9/2023,D6642321,Section A,
3768,1581336,4355369,6/25/2023,6/25/2023,6/25/2023,6/25/2023,D6663157,Section A,
3768,1581972,KW2300170,6/29/2023,6/30/2023,6/30/2023,6/30/2023,D6669055,Section A,
3768,1582936,KW2202118,7/3/2023,7/3/2023,7/3/2023,7/3/2023,D6671226,Section A,
3768,1585399,P761380,7/9/2023,7/9/2023,7/9/2023,7/9/2023,D6677782,Section A,
3768,1587020,410A22-005392,7/17/2023,7/17/2023,7/17/2023,7/17/2023,D6687402,Section A,
3768,1588283,216487R,7/23/2023,7/23/2023,7/23/2023,7/23/2023,D6694914,Section A,
3768,1593120,MPR0438125,8/8/2023,8/8/2023,8/8/2023,8/8/2023,D6711529,Section A,
3768,1607309,410A22-006539,9/9/2023,9/9/2023,9/9/2023,9/9/2023,D6749782,Section A,
3768,1615083,MPR0456315,9/29/2023,9/29/2023,9/29/2023,9/29/2023,D6773460,Section A,
3768,1616981,28A23-000648,10/4/2023,10/4/2023,10/4/2023,10/4/2023,D6779321,Section A,
3768,1624111,20S22-002036,10/13/2023,10/13/2023,10/13/2023,10/13/2023,D6792922,Section A,
3768,1627795,410S23-000619,10/20/2023,10/20/2023,10/20/2023,10/20/2023,D6803582,Section A,
3768,1629740,20A22-001243,10/24/2023,10/24/2023,10/24/2023,10/24/2023,D6807687,Section A,
3768,1632992,P984915,10/29/2023,10/30/2023,10/30/2023,10/30/2023,D6817938,Section A,
3768,1634183,410S23-001628,11/1/2023,11/1/2023,11/1/2023,11/1/2023,D6820271,Section A,
3768,1637959,4363763,11/6/2023,11/6/2023,11/6/2023,11/6/2023,D6828275,Section A,
3768,1643977,MPR0457969,11/11/2023,11/11/2023,11/11/2023,11/11/2023,D6836664,Section A,
3768,1646369,MPR0468971,11/14/2023,11/14/2023,11/14/2023,11/14/2023,D6840036,Section A,
3768,1646942,21313YC,11/14/2023,11/15/2023,11/15/2023,11/15/2023,D6841914,Section A,
3768,1649465,4418714,11/17/2023,11/18/2023,11/18/2023,11/18/2023,D6847490,Section A,
3768,1650101,1101684,11/18/2023,11/18/2023,11/18/2023,11/18/2023,D6849386,Section A,
3768,1654689,WTT028639,11/24/2023,11/24/2023,11/24/2023,11/24/2023,D6858371,Section A,
3768,1655075,1098016,11/24/2023,12/1/2023,12/1/2023,12/1/2023,D6873713,Section A,
3768,1658424,P808995,11/26/2023,11/26/2023,11/26/2023,11/26/2023,D6864851,Section A,
3768,1659413,410S23-001717,11/28/2023,11/28/2023,11/28/2023,11/28/2023,D6867077,Section A,
3768,1661468,4345095,12/1/2023,12/1/2023,12/1/2023,12/1/2023,D6872187,Section A,
3768,1663517,"KRA127071, 217031R",12/2/2023,12/2/2023,12/2/2023,12/2/2023,D6876042,Section A,
3768,1663663,MV0912141,12/3/2023,12/3/2023,12/3/2023,12/3/2023,D6876094,Section A,
3768,1664921,21PA12T-10686,12/4/2023,12/4/2023,12/4/2023,12/4/2023,D6877865,Section A,
3768,1665828,1253380H,12/5/2023,12/5/2023,12/5/2023,12/5/2023,D6880083,Section A,
3768,1669163,MV0934586,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6887695,Section A,
3768,1669595,12P23-001830,12/9/2023,12/9/2023,12/9/2023,12/9/2023,D6888196,Section A,
3768,1672132,"4352975, 4389884",12/12/2023,12/12/2023,12/12/2023,12/12/2023,D6891871,Section A,
3768,1673210,7CA433411T,12/13/2023,12/13/2023,12/13/2023,12/13/2023,D6894203,Section A,
3768,1676486,MV0899318,12/16/2023,12/16/2023,12/16/2023,12/16/2023,D6900583,Section A,
3768,1677969,KRA133320,12/17/2023,12/17/2023,12/17/2023,12/17/2023,D6901807,Section A,
3768,1679541,1112766,12/18/2023,12/18/2023,12/18/2023,12/18/2023,D6903595,Section A,
3768,1682484,MV1001957,12/20/2023,12/20/2023,12/20/2023,12/20/2023,D6908465,Section A,
3768,1687597,28A23-000862,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6915420,Section A,
3768,1687795,MV0930468,12/23/2023,12/23/2023,12/23/2023,12/23/2023,D6915686,Section A,
3768,1694133,20A23-000242,12/30/2023,12/30/2023,12/30/2023,12/30/2023,D6926908,Section A,
3768,1700253,GB856820,1/14/2024,1/14/2024,1/14/2024,1/14/2024,D6948193,Section A,
3768,1710204,211709J,2/11/2024,2/11/2024,2/11/2024,2/11/2024,D6987088,Section A,
3768,1716738,4474112,2/24/2024,2/24/2024,2/24/2024,2/24/2024,D7008373,Section A,
3768,1718332,4480924,2/28/2024,2/29/2024,2/29/2024,2/29/2024,D7014523,Section A,
3768,1724242,57-H21PT-049270,3/15/2024,3/15/2024,3/15/2024,3/15/2024,D7038368,Section A,
3768,1726119,21361ZC,3/17/2024,3/17/2024,3/17/2024,3/17/2024,D7041829,Section A,
3768,1727350,V1616984,3/22/2024,3/22/2024,3/22/2024,3/22/2024,D7048450,Section A,
3768,1730422,GB885781,3/31/2024,3/31/2024,3/31/2024,3/31/2024,D7061428,Section A,
3768,1730796,4489066,4/1/2024,4/1/2024,4/1/2024,4/1/2024,D7062293,Section A,
3768,1732689,MPR0467133,4/7/2024,4/7/2024,4/7/2024,4/7/2024,D7070828,Section A,
3768,1735468,MV1007924,4/17/2024,4/17/2024,4/17/2024,4/17/2024,D7082295,Section A,
3768,1737300,4493247,4/22/2024,4/22/2024,4/22/2024,4/22/2024,D7089574,Section A,
3768,1737311,4466828,4/22/2024,4/22/2024,4/22/2024,4/22/2024,D7089682,Section A,
3768,1745478,3888884,5/20/2024,5/20/2024,5/20/2024,5/20/2024,D7123014,Section A,
3768,1746290,12A23-000232,5/24/2024,5/24/2024,5/24/2024,5/24/2024,D7127265,Section A,
3768,1746629,KW2302904,5/25/2024,5/25/2024,5/25/2024,5/25/2024,D7129327,Section A,
3768,1746663,12P24-000062,5/25/2024,5/25/2024,5/25/2024,5/25/2024,D7129499,Section A,
3770,1576983,12P22-003322,6/8/2023,6/8/2023,6/8/2023,6/8/2023,D6642148,Section A,
3770,1577609,VB340087,6/11/2023,6/11/2023,6/11/2023,6/11/2023,D6645302,Section A,
3770,1579346,4155584,6/17/2023,6/17/2023,6/17/2023,6/17/2023,D6654250,Section A,
3770,1581427,23P4109929,6/26/2023,6/26/2023,6/26/2023,6/26/2023,D6663640,Section A,
3770,1613990,3980272,9/27/2023,9/27/2023,9/27/2023,9/27/2023,D6769125,Section A,
3770,1621932,WTT030133,10/9/2023,10/9/2023,10/9/2023,10/9/2023,D6785963,Section A,
3770,1623578,61-06-052066-22,10/13/2023,10/13/2023,10/13/2023,10/13/2023,D6791237,Section A,
3770,1623779,4335914,10/13/2023,10/13/2023,10/13/2023,10/13/2023,D6792139,Section A,
3770,1624002,WTT030053,10/13/2023,10/13/2023,10/13/2023,10/13/2023,D6792821,Section A,
3770,1629779,P792471,10/24/2023,10/24/2023,10/24/2023,10/24/2023,D6807869,Section A,
3770,1633775,MPR0444617,10/31/2023,10/31/2023,10/31/2023,10/31/2023,D6818763,Section A,
3770,1649117,4313206,11/18/2023,11/18/2023,11/17/2023,11/17/2023,D6847003,Section A,
3770,1656435,P840835,11/24/2023,11/25/2023,11/24/2023,11/24/2023,D6861132,Section A & C,
3770,1656805,"1105973, 1099561",11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6862251,Section A,
3770,1658511,1259594H,11/26/2023,11/26/2023,11/26/2023,11/26/2023,D6864916,Section A,
3770,1671915,213187T,12/12/2023,12/12/2023,12/12/2023,12/12/2023,D6891258,Section A,
3770,1675023,MPR0461857,12/15/2023,12/15/2023,12/15/2023,12/15/2023,D6898011,Section A,
3770,1675333,4273677,12/15/2023,12/16/2023,12/16/2023,12/16/2023,D6900839,Section A,
3770,1679094,4458027,12/18/2023,12/18/2023,12/18/2023,12/18/2023,D6902468,Section A,
3770,1676453,P790108,12/19/2023,12/19/2023,12/16/2023,12/19/2023,D6905193,Section A,
3770,1685793,1108994,12/22/2023,12/22/2023,12/22/2023,12/22/2023,D6913734,Section A,
3770,1694505,12P22-000683,12/30/2023,12/30/2023,12/30/2023,12/30/2023,D6927792,Section A,
3770,1699986,R093233,1/13/2024,1/14/2024,1/14/2024,1/14/2024,D6947634,Section A,
3770,1711937,FFSB05268G,2/16/2024,2/16/2024,2/16/2024,2/16/2024,D6994623,Section A,
3770,1720002,AF0111757,3/3/2024,3/3/2024,3/3/2024,3/3/2024,D7019954,Section A,
3770,1731375,12S23-000003,4/3/2024,4/3/2024,4/3/2024,4/3/2024,D7065272,Section A,
3770,1732874,MPR0433026,4/8/2024,4/8/2024,4/8/2024,4/8/2024,D7071249,Section A,
3772,1603396,FTLR19330,9/4/2023,9/4/2023,9/4/2023,9/4/2023,D6743280,Section A,
3772,1640616,FTLR19032,11/7/2023,11/7/2023,11/7/2023,11/7/2023,D6829703,Section A,
4476,1611187,12A21-010866,9/20/2023,9/20/2023,9/20/2023,9/20/2023,D6760915,Section A,
4476,1698324,KW2101088,1/8/2024,1/8/2024,1/8/2024,1/8/2024,D6938672,Section A,
4638,1588352,UM0046225,7/23/2023,7/23/2023,7/23/2023,7/23/2023,D6695213,Section A,
4638,1594354,P848579,8/12/2023,8/13/2023,8/13/2023,8/13/2023,D6717906,Section A,
4638,1611396,0021-61126,9/20/2023,9/20/2023,9/20/2023,9/20/2023,D6761671,Section A,
4638,1617062,12A21-014321,10/4/2023,10/4/2023,10/4/2023,10/4/2023,D6779754,Section A,
4638,1628526,GB839815,10/21/2023,10/21/2023,10/21/2023,10/21/2023,D6805459,Section A,
4638,1628593,4360003,10/21/2023,10/21/2023,10/21/2023,10/21/2023,D6805525,Section A,
4638,1647805,4351884,11/16/2023,11/16/2023,11/16/2023,11/16/2023,D6843682,Section A,
4638,1648240,MPR0476307,11/16/2023,11/16/2023,11/16/2023,11/16/2023,D6844746,Section A,
4638,1649034,7CA434724T,11/17/2023,11/17/2023,11/17/2023,11/17/2023,D6846703,Section A,
4638,1657431,4445397,11/25/2023,11/25/2023,11/25/2023,11/25/2023,D6863555,Section A,
4638,1659460,"1259715H, WTT030281",11/28/2023,11/28/2023,11/28/2023,11/28/2023,D6867273,Section A,
4638,1665466,7CA433644T,12/5/2023,12/5/2023,12/5/2023,12/5/2023,D6879160,Section A,
4638,1667901,R081206,12/8/2023,12/8/2023,12/8/2023,12/8/2023,D6885199,Section A,
4638,1689815,P977503,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6916951,Section A,
4638,1690315,WP156224,12/24/2023,12/24/2023,12/24/2023,12/24/2023,D6917268,Section A,
4638,1694925,7CA440974T,12/31/2023,12/31/2023,12/31/2023,12/31/2023,D6928657,Section A,
4638,1699367,3967339,1/12/2024,1/12/2024,1/12/2024,1/12/2024,D6945198,Section A,
4638,1703763,4386108,1/26/2024,1/26/2024,1/26/2024,1/26/2024,D6962907,Section A,
4638,1708970,12P23-001777,2/9/2024,2/9/2024,2/9/2024,2/9/2024,D6984340,Section A,
4638,1709816,4474787,2/10/2024,2/10/2024,2/10/2024,2/10/2024,D6986410,Section A,
4638,1710230,4473124,2/11/2024,2/11/2024,2/11/2024,2/11/2024,D6987137,Section A,
4638,1720135,MPR0524026,3/3/2024,3/3/2024,3/3/2024,3/3/2024,D7020143,Section A,
4638,1722245,28A22-002702,3/9/2024,3/9/2024,3/9/2024,3/9/2024,D7029979,Section A,
4638,1723132,410S23-002373,3/12/2024,3/12/2024,3/12/2024,3/12/2024,D7032248,Section A,
4638,1724572,4445796,3/16/2024,3/16/2024,3/16/2024,3/16/2024,D7040366,Section A,
4638,1728360,KRA124432,3/25/2024,3/25/2024,3/25/2024,3/25/2024,D7052332,Section A,
4682,1580109,1225927H,6/20/2023,6/20/2023,6/20/2023,6/20/2023,D6657070,Section A,
4682,1580372,GB851164,6/22/2023,6/22/2023,6/22/2023,6/22/2023,D6658653,Section A,
4682,1582397,"MPR0418740, 21P4107180",7/1/2023,7/1/2023,7/1/2023,7/1/2023,D6669947,Section A,
4682,1582589,1103515,7/1/2023,7/2/2023,7/1/2023,7/1/2023,D6670640,Section A & C,
4682,1587763,FFSB02069G,7/21/2023,7/21/2023,7/21/2023,7/21/2023,D6692005,Section A,
4682,1589635,410S23-000279,7/29/2023,7/29/2023,7/29/2023,7/29/2023,D6702197,Section A,
4682,1597554,P789332,8/23/2023,8/23/2023,8/23/2023,8/23/2023,D6727833,Section A,
4682,1625528,MV0938659,10/16/2023,10/16/2023,10/16/2023,10/16/2023,D6796461,Section A,
4682,1627661,KRA131019,10/20/2023,10/20/2023,10/20/2023,10/20/2023,D6803362,Section A,
4682,1630855,20A22-003630,10/26/2023,10/26/2023,10/26/2023,10/26/2023,D6811601,Section A,
4682,1634504,410A22-005332,11/2/2023,11/2/2023,11/2/2023,11/2/2023,D6821148,Section A,
4682,1637598,7CA434620T,11/6/2023,11/6/2023,11/6/2023,11/6/2023,D6827552,Section A,
4682,1640992,R055205,11/8/2023,11/8/2023,11/8/2023,11/8/2023,D6830645,Section A,
