Store Nbr,Dept Subcategory Description,Week 34 Forecast,Week 35 Forecast,Week 36 Forecast,Week 37 Forecast,Week 38 Forecast,Week 39 Forecast,Week 40 Forecast,Week 41 Forecast,Week 42 Forecast,Week 43 Forecast,Week 44 Forecast,Week 45 Forecast,Week 46 Forecast,Week 47 Forecast,Week 48 Forecast,Week 49 Forecast,Week 50 Forecast,Week 51 Forecast,Week 52 Forecast,Week 01 Forecast
1632,MOUNTAIN BIKES,4,3,3,3,2,2,2,2,2,2,3,3,4,3,4,2,2,1,1,2
1632,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,12IN BIKES,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,1,0,0,0,1
1633,16IN BIKES,4,3,3,3,3,3,3,3,3,4,4,6,7,7,8,3,2,2,2,2
1633,18IN BIKES,5,4,4,4,4,4,4,4,4,5,7,7,11,12,12,4,3,2,2,3
1633,20IN BIKES,11,11,10,9,8,7,7,8,9,10,13,14,21,22,23,7,5,4,5,6
1633,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1
1633,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,MOUNTAIN BIKES,4,3,3,3,2,2,2,2,2,2,2,3,3,3,4,2,1,1,1,2
1633,MULTI USE BIKES,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1634,12IN BIKES,4,3,3,3,3,2,3,3,3,3,4,5,7,7,9,3,2,2,2,3
1634,16IN BIKES,3,3,3,3,2,2,3,3,3,3,3,4,5,6,6,3,2,2,2,2
1634,18IN BIKES,2,2,2,2,2,1,1,1,2,3,3,3,4,4,4,1,1,1,1,1
1634,20IN BIKES,5,5,4,4,4,3,3,3,4,5,6,6,9,11,10,3,2,2,2,3
1634,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1
1634,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1
1634,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,12IN BIKES,1,1,1,1,1,1,1,1,1,2,2,2,3,5,5,1,1,1,1,1
1635,16IN BIKES,3,2,2,2,2,2,2,2,2,3,5,5,6,7,7,2,2,1,1,2
1635,18IN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1
1635,20IN BIKES,4,3,3,3,2,2,2,3,4,5,6,6,8,8,8,3,2,2,2,2
1635,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1635,MOUNTAIN BIKES,3,3,3,2,2,2,2,2,2,2,2,2,3,3,4,2,1,1,1,2
1635,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,12IN BIKES,4,3,3,3,2,2,2,3,4,4,6,8,12,14,14,2,2,1,1,2
1636,16IN BIKES,6,6,5,5,4,4,4,5,5,7,10,11,14,17,17,4,3,3,2,4
1636,18IN BIKES,4,4,4,4,3,3,3,4,4,7,7,8,12,15,14,4,2,2,2,2
1636,20IN BIKES,17,15,15,13,12,10,11,12,13,16,21,25,38,38,38,11,7,7,7,8
1636,BEACH CRUISERS,2,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1
1636,MOUNTAIN BIKES,4,4,4,3,3,3,2,2,2,2,3,3,5,5,6,2,2,1,1,2
1636,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1
1637,12IN BIKES,6,5,4,3,3,3,3,3,3,3,6,6,14,21,16,3,2,2,2,2
1637,16IN BIKES,5,5,5,4,4,4,4,4,5,6,9,11,14,22,18,3,2,2,2,3
1637,18IN BIKES,3,3,2,2,2,2,2,2,2,3,4,4,7,7,8,2,1,1,1,2
1637,20IN BIKES,9,8,7,7,5,5,5,5,6,6,10,13,16,16,17,6,4,3,3,4
1637,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1637,MOUNTAIN BIKES,3,3,2,2,2,1,1,1,1,1,2,2,3,3,3,1,1,1,1,1
1637,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,12IN BIKES,1,1,1,1,1,1,2,2,3,2,5,8,13,15,15,2,1,1,1,1
1638,16IN BIKES,2,2,2,2,2,2,2,3,4,4,8,12,15,24,21,2,1,1,1,1
1638,18IN BIKES,1,1,1,1,1,1,1,2,1,2,4,7,15,26,21,1,0,0,0,0
1638,20IN BIKES,2,1,2,2,1,1,2,4,5,5,11,21,29,39,34,3,1,1,1,1
1638,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1638,MOUNTAIN BIKES,1,1,1,1,1,1,0,1,1,1,2,2,5,6,5,1,0,0,0,0
1639,12IN BIKES,1,1,1,1,1,1,1,2,1,2,2,2,3,2,3,1,0,0,0,0
1639,16IN BIKES,1,1,1,1,1,1,1,2,2,2,3,3,3,3,5,1,1,1,1,1
1639,18IN BIKES,1,1,1,1,0,0,1,1,1,1,1,2,3,3,3,1,0,0,0,0
1639,20IN BIKES,3,2,3,2,2,2,2,2,2,2,5,6,10,10,10,2,1,1,1,1
1639,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1639,MOUNTAIN BIKES,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1
1640,12IN BIKES,1,1,1,1,1,1,1,1,2,1,2,3,4,4,5,1,1,1,1,1
1640,16IN BIKES,2,2,2,2,1,1,1,2,2,2,3,4,6,8,9,1,1,1,1,1
1640,18IN BIKES,2,2,2,2,1,1,1,1,2,2,3,4,6,7,8,1,1,1,1,1
1640,20IN BIKES,6,5,6,5,5,4,4,5,6,7,10,13,19,20,19,4,2,2,2,3
1640,BEACH CRUISERS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1640,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1640,MOUNTAIN BIKES,4,3,3,3,3,3,2,3,2,3,3,4,5,6,7,2,2,1,2,2
1640,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1641,12IN BIKES,2,2,2,2,2,2,2,3,4,4,7,12,18,15,22,2,1,1,1,1
1641,16IN BIKES,2,2,2,2,2,2,2,3,3,4,8,14,19,16,30,2,1,1,1,1
1641,18IN BIKES,1,1,2,1,1,1,1,2,3,3,7,12,20,20,22,2,1,0,0,1
1641,20IN BIKES,3,3,3,3,3,2,3,4,5,6,14,29,40,39,36,3,1,1,2,1
1641,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1641,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,0,1,2,6,6,8,1,0,0,0,0
1642,12IN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,4,3,5,1,1,1,1,1
1642,16IN BIKES,2,1,2,1,1,1,1,1,2,2,4,4,5,7,7,1,1,1,1,1
1642,18IN BIKES,2,2,1,1,1,1,1,1,2,2,4,4,6,7,7,1,1,1,1,1
1642,20IN BIKES,4,4,4,3,3,3,3,4,4,5,6,8,10,13,11,3,2,2,2,2
1642,BEACH CRUISERS,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1642,MOUNTAIN BIKES,3,2,2,2,2,1,1,2,2,2,2,3,3,3,4,1,1,1,1,1
1642,MULTI USE BIKES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1643,12IN BIKES,2,2,2,2,1,1,1,2,2,2,2,3,3,4,5,1,1,1,1,1
1643,16IN BIKES,2,2,2,2,2,2,2,2,2,2,4,4,6,6,8,2,1,1,1,1
1643,18IN BIKES,3,3,3,3,3,3,3,3,4,6,4,5,6,6,7,3,2,2,2,2
1643,20IN BIKES,10,9,8,7,6,6,6,7,7,8,12,12,16,16,16,6,4,4,4,5
1643,BEACH CRUISERS,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
1643,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1643,MOUNTAIN BIKES,6,5,5,4,4,4,3,4,4,4,5,5,6,5,7,4,3,2,2,3
1643,MULTI USE BIKES,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1644,12IN BIKES,3,2,3,2,2,2,2,4,4,4,5,6,8,9,10,3,2,1,1,2
1644,16IN BIKES,3,3,3,3,2,2,3,4,4,5,5,8,9,11,11,3,2,1,1,2
1644,18IN BIKES,3,3,3,3,2,2,2,2,3,3,6,8,13,15,16,3,1,1,1,1
1644,20IN BIKES,8,7,8,6,6,6,5,7,8,9,15,21,29,27,28,5,3,3,3,4
1644,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1644,MOUNTAIN BIKES,4,4,4,4,3,3,2,3,3,3,4,5,6,6,9,3,2,2,2,2
1644,MULTI USE BIKES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1645,12IN BIKES,8,7,7,6,6,5,6,10,10,11,18,20,26,31,41,8,4,4,4,4
1645,16IN BIKES,7,7,7,6,6,5,6,10,11,9,19,31,41,54,58,9,4,3,3,4
1645,18IN BIKES,7,7,8,7,7,6,6,7,8,9,17,22,41,51,54,9,4,3,3,4
1645,20IN BIKES,17,14,15,14,14,13,12,16,19,22,32,49,70,81,75,16,9,10,7,9
1645,BEACH CRUISERS,3,3,3,3,2,2,2,2,2,2,2,4,6,6,9,2,1,1,1,2
1645,MOUNTAIN BIKES,6,6,6,6,5,4,4,4,4,5,7,9,10,8,12,5,3,3,3,3
1645,MULTI USE BIKES,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,0,1
1646,12IN BIKES,2,2,2,2,2,2,2,3,4,3,7,10,14,17,19,2,1,1,1,1
1646,16IN BIKES,1,1,2,2,2,2,2,4,5,5,12,15,21,28,35,4,1,1,1,1
1646,18IN BIKES,1,1,1,1,1,1,1,1,1,2,4,6,12,10,17,2,1,1,0,1
1646,20IN BIKES,5,4,5,5,5,4,5,7,8,10,22,27,40,57,40,5,3,3,2,3
1646,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,0,0,0,1
1646,MOUNTAIN BIKES,4,3,4,3,3,3,2,3,3,4,5,6,8,10,10,3,2,2,2,2
1646,MULTI USE BIKES,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,0
1647,12IN BIKES,2,2,2,2,2,1,2,3,3,3,5,5,6,6,8,1,1,1,1,1
1647,16IN BIKES,2,2,2,2,2,1,2,2,1,2,4,4,6,6,8,2,1,1,1,1
1647,18IN BIKES,2,2,2,1,1,1,1,1,1,2,3,3,6,6,5,1,1,1,1,1
1647,20IN BIKES,5,5,5,5,4,4,4,5,5,5,9,11,16,12,15,4,2,2,2,3
1647,BEACH CRUISERS,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1647,MOUNTAIN BIKES,3,2,2,2,1,1,1,1,1,1,2,2,3,2,3,1,1,1,1,1
1647,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1648,12IN BIKES,3,2,2,2,2,2,2,3,4,4,5,8,9,14,15,3,1,1,1,1
1648,16IN BIKES,3,2,2,2,2,2,2,2,2,2,4,8,12,14,20,2,1,1,1,1
1648,18IN BIKES,3,3,3,3,3,2,2,2,3,4,5,7,12,14,14,3,1,1,1,2
1648,20IN BIKES,5,5,5,5,4,4,3,4,5,5,10,14,21,22,22,4,2,2,2,2
1648,BEACH CRUISERS,2,2,2,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1
1648,MOUNTAIN BIKES,3,3,3,2,2,2,2,2,1,2,3,3,5,6,6,2,1,1,1,1
1648,MULTI USE BIKES,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
1649,12IN BIKES,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,1,0,0,0,1
1649,16IN BIKES,3,3,2,2,2,2,2,2,2,2,4,4,6,7,7,2,1,1,1,2
1649,18IN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,3,4,3,1,1,1,1,1
1649,20IN BIKES,5,4,4,4,3,3,3,3,4,4,6,7,10,10,11,4,2,2,2,2
1649,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1649,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1649,MOUNTAIN BIKES,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,0,1
1649,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,12IN BIKES,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0
1650,16IN BIKES,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,1,1,1,1,1
1650,18IN BIKES,2,2,2,2,1,1,1,2,2,3,3,3,5,6,6,1,1,1,1,1
1650,20IN BIKES,4,4,4,3,3,3,3,3,4,5,7,7,9,11,10,3,2,2,2,2
1650,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,ELECTRIC BIKES,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,0,0,0
1650,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1
1650,MULTI USE BIKES,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
1651,12IN BIKES,7,7,5,5,5,4,4,6,7,6,14,21,29,36,40,5,2,2,2,3
1651,16IN BIKES,10,9,9,10,8,8,8,10,10,10,20,25,43,49,59,10,5,5,5,5
1651,18IN BIKES,4,4,4,4,4,3,3,3,4,5,7,7,10,16,12,3,2,2,2,3
1651,20IN BIKES,9,9,9,8,7,7,6,7,8,7,18,28,44,47,48,8,4,4,4,5
1651,BEACH CRUISERS,2,1,1,1,1,1,1,1,1,1,2,2,3,3,4,2,1,1,1,1
1651,MOUNTAIN BIKES,6,6,5,5,4,4,3,3,3,2,5,6,8,9,11,4,2,2,2,3
1651,MULTI USE BIKES,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
1652,12IN BIKES,1,1,1,1,1,1,1,2,2,3,5,6,7,5,7,1,0,0,0,0
1652,16IN BIKES,1,1,1,1,1,1,1,2,2,3,6,7,8,10,11,1,1,1,1,1
1652,18IN BIKES,1,1,1,1,1,1,1,1,1,2,2,3,4,5,6,1,0,0,0,1
1652,20IN BIKES,4,3,3,3,3,3,3,4,4,5,8,13,17,19,17,3,2,2,2,2
1652,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1652,MOUNTAIN BIKES,2,2,2,2,2,1,1,1,1,2,2,3,3,3,5,1,1,1,1,1
1652,MULTI USE BIKES,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1653,12IN BIKES,7,7,8,7,7,7,7,2,2,2,3,4,13,15,16,8,6,5,5,7
1653,16IN BIKES,3,3,3,3,3,3,3,1,1,1,3,4,9,10,10,4,2,2,2,2
1653,18IN BIKES,2,1,2,1,1,1,1,1,1,1,2,3,5,7,7,1,1,1,1,1
1653,20IN BIKES,2,2,2,2,2,2,2,2,2,2,5,8,11,10,11,2,1,1,1,1
1653,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,MOUNTAIN BIKES,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1
1653,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,12IN BIKES,4,3,3,2,2,2,2,2,2,3,4,4,7,7,8,2,1,1,1,2
1654,16IN BIKES,5,4,3,3,2,2,2,2,2,3,4,6,8,9,9,2,2,1,1,2
1654,18IN BIKES,3,3,3,3,3,2,2,3,3,4,6,5,8,10,10,3,2,1,1,2
1654,20IN BIKES,13,12,12,11,9,9,8,9,11,13,17,18,25,30,28,9,6,5,5,6
1654,BEACH CRUISERS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1654,ELECTRIC BIKES,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,1
1654,MOUNTAIN BIKES,4,3,3,2,2,2,2,2,2,2,3,3,4,3,4,2,1,1,1,2
1654,MULTI USE BIKES,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
1655,12IN BIKES,3,3,3,2,2,2,2,3,3,3,6,6,9,10,10,2,1,1,1,1
1655,16IN BIKES,3,3,3,3,2,2,2,4,4,5,5,7,9,9,12,2,2,1,1,2
1655,18IN BIKES,3,3,3,2,2,2,2,2,2,4,6,7,11,14,15,2,1,1,1,1
1655,20IN BIKES,7,6,7,6,5,5,5,6,7,8,12,17,24,24,25,5,3,3,3,3
1655,BEACH CRUISERS,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1655,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,MOUNTAIN BIKES,4,4,4,3,2,2,2,2,2,3,3,4,5,5,6,2,2,1,1,2
1655,MULTI USE BIKES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1656,12IN BIKES,2,1,2,1,1,1,1,3,3,3,4,6,7,9,9,1,1,1,1,1
1656,16IN BIKES,4,4,4,3,3,3,3,5,5,6,7,10,10,12,12,3,2,2,2,2
1656,18IN BIKES,2,1,1,1,1,1,1,1,1,2,2,2,3,4,4,1,1,1,1,1
1656,20IN BIKES,7,6,6,6,5,4,4,6,6,7,11,14,20,23,23,5,3,3,3,3
1656,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1656,MOUNTAIN BIKES,3,3,3,2,2,2,2,2,2,2,2,3,3,3,4,2,1,1,1,2
1656,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1657,12IN BIKES,2,2,2,2,1,1,1,2,2,3,3,3,4,5,7,2,1,1,1,2
1657,16IN BIKES,2,2,2,2,1,1,1,2,2,3,4,4,5,5,6,1,1,1,1,1
1657,18IN BIKES,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,1,1,1,1,1
1657,20IN BIKES,4,4,3,3,3,3,3,4,4,5,6,7,10,10,10,3,2,2,2,2
1657,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1657,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1
1657,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,12IN BIKES,1,1,1,1,1,1,1,1,2,3,5,7,13,11,12,1,0,0,0,0
1658,16IN BIKES,2,2,2,2,2,1,2,3,3,7,7,12,19,18,22,2,1,1,1,1
1658,18IN BIKES,1,1,1,1,1,1,1,2,2,3,5,9,17,19,18,1,1,1,1,1
1658,20IN BIKES,3,3,3,3,3,3,3,4,5,6,12,22,29,29,32,3,2,1,1,2
1658,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1658,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,4,4,8,1,0,0,0,0
1658,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,12IN BIKES,6,5,5,4,4,3,3,4,5,5,9,11,18,19,27,4,2,2,2,3
1659,16IN BIKES,7,6,6,5,4,5,4,5,6,7,12,13,19,24,25,5,3,3,3,4
1659,18IN BIKES,2,2,2,2,2,1,1,2,2,3,3,4,6,8,8,1,1,1,1,1
1659,20IN BIKES,12,10,10,9,8,8,7,8,9,11,15,20,33,37,38,8,5,5,5,5
1659,BEACH CRUISERS,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1
1659,MOUNTAIN BIKES,3,3,3,2,2,2,2,2,2,2,3,3,5,5,6,2,1,1,1,2
1659,MULTI USE BIKES,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
1660,12IN BIKES,3,3,3,3,3,2,3,5,6,5,10,14,19,26,30,4,1,1,1,2
1660,16IN BIKES,6,5,5,5,5,4,5,8,10,8,20,34,44,58,50,9,3,2,2,2
1660,18IN BIKES,5,5,6,5,5,4,4,5,7,5,14,19,35,44,50,7,2,2,2,2
1660,20IN BIKES,10,9,10,8,9,8,7,10,12,12,29,45,75,83,75,12,5,8,4,5
1660,BEACH CRUISERS,2,2,2,2,1,1,1,1,1,1,1,2,2,3,5,1,1,1,1,1
1660,MOUNTAIN BIKES,3,3,3,2,2,2,2,2,2,2,4,5,6,7,7,2,1,1,1,1
1660,MULTI USE BIKES,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
1661,12IN BIKES,5,5,5,4,4,4,5,5,7,8,12,18,25,31,27,4,2,2,2,3
1661,16IN BIKES,4,3,3,3,3,3,4,6,6,8,14,23,28,24,39,4,1,1,1,2
1661,18IN BIKES,2,2,2,2,2,2,2,3,4,4,8,11,17,20,27,3,1,1,1,1
1661,20IN BIKES,6,5,6,5,5,5,5,8,9,11,22,29,42,50,47,6,3,2,2,3
1661,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
1661,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,4,5,8,6,10,2,1,1,1,2
1662,12IN BIKES,5,5,5,5,5,4,5,8,9,11,14,21,25,20,28,5,3,2,2,3
1662,16IN BIKES,6,6,6,6,5,5,6,8,9,11,16,27,31,25,37,6,3,3,3,3
1662,18IN BIKES,3,3,3,3,2,2,2,3,4,4,9,12,21,30,29,3,1,1,1,1
1662,20IN BIKES,8,8,8,7,7,7,7,10,10,14,20,32,38,41,39,7,4,3,3,4
1662,BEACH CRUISERS,1,1,1,1,1,1,0,0,0,1,1,1,1,2,2,1,0,0,0,0
1662,MOUNTAIN BIKES,2,3,3,2,2,2,1,2,2,3,4,6,11,3,6,2,1,1,1,1
1663,12IN BIKES,3,3,3,3,3,3,3,5,6,6,8,11,13,21,19,3,2,1,1,2
1663,16IN BIKES,5,4,5,5,4,4,5,6,6,7,11,17,22,22,26,6,3,3,2,3
1663,18IN BIKES,5,5,5,4,4,4,4,5,5,7,8,13,23,24,24,5,3,2,2,3
1663,20IN BIKES,12,12,12,11,10,10,10,13,15,18,23,43,58,44,38,12,7,6,7,7
1663,BEACH CRUISERS,1,1,1,1,0,0,0,1,0,0,1,1,2,1,2,0,0,0,0,0
1663,MOUNTAIN BIKES,6,5,6,5,5,4,4,5,5,5,7,10,14,18,16,4,3,2,2,4
1664,12IN BIKES,4,4,4,4,4,3,4,6,7,9,13,18,22,25,21,3,2,2,2,2
1664,16IN BIKES,4,4,5,4,4,4,4,7,7,7,16,27,37,40,46,5,2,2,2,2
1664,18IN BIKES,2,2,3,3,2,2,3,4,5,5,13,20,32,33,41,4,1,1,1,1
1664,20IN BIKES,7,6,7,6,6,6,6,8,10,11,25,45,63,62,56,7,3,3,3,3
1664,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
1664,MOUNTAIN BIKES,4,4,3,3,3,2,2,2,3,3,5,8,9,9,13,2,1,1,1,2
1664,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1665,12IN BIKES,4,4,4,3,3,3,3,4,5,5,9,10,11,16,16,3,2,2,2,2
1665,16IN BIKES,5,5,5,5,4,4,4,4,4,5,10,11,17,23,21,4,3,2,2,3
1665,18IN BIKES,4,3,4,3,3,2,2,3,3,4,7,8,16,20,19,2,1,1,1,2
1665,20IN BIKES,7,6,6,6,5,4,5,7,8,9,14,18,25,25,24,5,2,2,2,3
1665,BEACH CRUISERS,2,2,2,2,1,1,1,1,1,1,2,2,3,3,5,1,1,1,1,1
1665,MOUNTAIN BIKES,4,4,4,3,3,3,2,3,3,3,3,4,5,4,6,3,2,2,2,2
1665,MULTI USE BIKES,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
1666,12IN BIKES,5,5,5,3,3,3,4,5,6,6,8,11,16,16,18,4,2,2,2,2
1666,16IN BIKES,7,7,7,6,6,6,7,9,9,10,14,21,25,41,27,7,4,4,3,4
1666,18IN BIKES,2,2,3,2,2,2,2,2,3,3,4,7,9,7,14,3,1,1,1,2
1666,20IN BIKES,8,8,9,8,8,7,7,11,11,15,17,29,36,41,38,8,5,4,4,5
1666,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,0,0,1
1666,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,3,4,6,6,2,5,2,1,1,1,1
1667,12IN BIKES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1667,18IN BIKES,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
1667,20IN BIKES,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1667,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1667,MOUNTAIN BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,12IN BIKES,2,2,2,2,1,1,1,3,3,3,4,6,7,11,9,2,1,1,1,1
1668,16IN BIKES,5,5,5,5,4,4,5,5,5,6,7,9,12,15,16,5,3,3,3,3
1668,18IN BIKES,4,3,3,3,3,3,3,3,3,3,5,6,13,15,17,4,2,2,2,2
1668,20IN BIKES,9,8,8,6,5,5,5,7,7,7,13,16,21,25,25,6,3,3,3,4
1668,BEACH CRUISERS,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1
1668,ELECTRIC BIKES,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1
1668,MOUNTAIN BIKES,6,6,6,5,4,4,3,4,4,5,5,6,7,6,8,4,3,2,3,3
1668,MULTI USE BIKES,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
1669,12IN BIKES,2,2,2,2,2,2,2,2,2,2,3,3,5,6,7,2,1,1,1,2
1669,16IN BIKES,5,5,5,4,4,4,4,5,5,6,7,8,10,12,13,4,3,3,3,4
1669,18IN BIKES,2,2,2,2,2,2,2,2,2,4,2,3,5,5,6,2,1,1,1,1
1669,20IN BIKES,9,8,8,8,7,6,6,7,7,9,12,12,17,17,17,7,4,4,4,5
1669,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
