Region,Market,Store Nbr,Tier,Details
21,225,1443,Tier 1,ISA On in Total Store
3,98,1444,Tier 2,GM Pause
19,213,1445,Tier 3,Total Store ISA Pause
53,436,1446,Tier 2,GM Pause
52,419,1447,Tier 2,GM Pause
19,213,1448,Tier 2,GM Pause
53,439,1449,Tier 1,ISA On in Total Store
20,316,1450,Tier 2,GM Pause
25,275,1451,Tier 3,Total Store ISA Pause
26,309,1452,Tier 2,GM Pause
53,440,1453,Tier 2,GM Pause
25,275,1454,Tier 1,ISA On in Total Store
5,44,1455,Tier 1,ISA On in Total Store
54,381,1456,Tier 3,Total Store ISA Pause
54,381,1457,Tier 1,ISA On in Total Store
2,120,1458,Tier 2,GM Pause
25,249,1459,Tier 2,GM Pause
47,429,1460,Tier 1,ISA On in Total Store
54,381,1461,Tier 2,GM Pause
14,7,1462,Tier 1,ISA On in Total Store
21,221,1463,Tier 1,ISA On in Total Store
4,305,1464,Tier 1,ISA On in Total Store
75,314,1465,Tier 3,Total Store ISA Pause
2,121,1466,Tier 2,GM Pause
2,121,1467,Tier 1,ISA On in Total Store
12,136,1468,Tier 1,ISA On in Total Store
2,120,1469,Tier 1,ISA On in Total Store
52,421,1470,Tier 2,GM Pause
53,439,1471,Tier 1,ISA On in Total Store
52,423,1472,Tier 2,GM Pause
52,421,1473,Tier 1,ISA On in Total Store
57,365,1474,Tier 2,GM Pause
52,418,1475,Tier 2,GM Pause
25,243,1476,Tier 3,Total Store ISA Pause
20,317,1477,Tier 2,GM Pause
41,259,1478,Tier 1,ISA On in Total Store
19,238,1479,Tier 2,GM Pause
21,239,1480,Tier 3,Total Store ISA Pause
14,13,1481,Tier 3,Total Store ISA Pause
9,112,1482,Tier 3,Total Store ISA Pause
54,430,1483,Tier 2,GM Pause
54,382,1485,Tier 2,GM Pause
75,314,1486,Tier 2,GM Pause
19,238,1487,Tier 2,GM Pause
2,22,1488,Tier 1,ISA On in Total Store
25,269,1489,Tier 1,ISA On in Total Store
53,263,1490,Tier 1,ISA On in Total Store
52,413,1491,Tier 2,GM Pause
47,376,1492,Tier 1,ISA On in Total Store
14,14,1493,Tier 2,GM Pause
6,78,1494,Tier 2,GM Pause
21,223,1495,Tier 2,GM Pause
52,415,1496,Tier 2,GM Pause
25,266,1497,Tier 2,GM Pause
26,298,1498,Tier 2,GM Pause
20,317,1499,Tier 1,ISA On in Total Store
54,430,1500,Tier 2,GM Pause
9,112,1501,Tier 2,GM Pause
26,301,1502,Tier 2,GM Pause
21,221,1503,Tier 2,GM Pause
21,221,1504,Tier 2,GM Pause
41,258,1505,Tier 2,GM Pause
52,415,1506,Tier 2,GM Pause
44,409,1507,Tier 2,GM Pause
54,382,1508,Tier 2,GM Pause
52,415,1509,Tier 2,GM Pause
21,225,1510,Tier 1,ISA On in Total Store
9,553,1511,Tier 2,GM Pause
46,371,1512,Tier 2,GM Pause
9,111,1513,Tier 2,GM Pause
40,340,1514,Tier 2,GM Pause
46,70,1516,Tier 2,GM Pause
9,108,1517,Tier 1,ISA On in Total Store
25,482,1518,Tier 1,ISA On in Total Store
21,218,1519,Tier 2,GM Pause
54,430,1520,Tier 2,GM Pause
21,225,1521,Tier 2,GM Pause
75,320,1522,Tier 2,GM Pause
75,287,1523,Tier 2,GM Pause
75,290,1524,Tier 3,Total Store ISA Pause
75,287,1525,Tier 3,Total Store ISA Pause
52,426,1526,Tier 3,Total Store ISA Pause
26,301,1527,Tier 2,GM Pause
52,415,1528,Tier 2,GM Pause
22,233,1529,Tier 2,GM Pause
12,136,1530,Tier 2,GM Pause
25,270,1531,Tier 2,GM Pause
46,369,1532,Tier 1,ISA On in Total Store
46,369,1533,Tier 2,GM Pause
54,427,1534,Tier 2,GM Pause
54,430,1535,Tier 3,Total Store ISA Pause
9,111,1536,Tier 1,ISA On in Total Store
22,234,1537,Tier 2,GM Pause
54,430,1538,Tier 1,ISA On in Total Store
19,213,1539,Tier 2,GM Pause
19,201,1540,Tier 1,ISA On in Total Store
9,107,1541,Tier 3,Total Store ISA Pause
53,196,1542,Tier 2,GM Pause
54,430,1543,Tier 2,GM Pause
75,320,1544,Tier 2,GM Pause
52,412,1545,Tier 2,GM Pause
52,426,1546,Tier 3,Total Store ISA Pause
21,246,1547,Tier 1,ISA On in Total Store
25,262,1548,Tier 2,GM Pause
46,368,1549,Tier 1,ISA On in Total Store
54,388,1550,Tier 2,GM Pause
53,435,1551,Tier 2,GM Pause
26,308,1552,Tier 2,GM Pause
25,264,1553,Tier 3,Total Store ISA Pause
56,452,1554,Tier 3,Total Store ISA Pause
57,463,1555,Tier 1,ISA On in Total Store
25,266,1556,Tier 1,ISA On in Total Store
25,482,1557,Tier 1,ISA On in Total Store
26,298,1558,Tier 1,ISA On in Total Store
57,394,1559,Tier 1,ISA On in Total Store
57,396,1560,Tier 1,ISA On in Total Store
12,145,1561,Tier 1,ISA On in Total Store
52,424,1562,Tier 3,Total Store ISA Pause
57,448,1563,Tier 2,GM Pause
21,218,1564,Tier 1,ISA On in Total Store
54,427,1565,Tier 2,GM Pause
21,247,1566,Tier 1,ISA On in Total Store
54,427,1567,Tier 3,Total Store ISA Pause
20,229,1568,Tier 2,GM Pause
41,259,1569,Tier 1,ISA On in Total Store
21,248,1570,Tier 2,GM Pause
53,442,1571,Tier 1,ISA On in Total Store
54,582,1572,Tier 1,ISA On in Total Store
46,405,1573,Tier 2,GM Pause
57,447,1574,Tier 1,ISA On in Total Store
56,457,1575,Tier 2,GM Pause
19,238,1576,Tier 2,GM Pause
52,424,1577,Tier 1,ISA On in Total Store
2,23,1578,Tier 2,GM Pause
26,296,1579,Tier 1,ISA On in Total Store
25,249,1580,Tier 1,ISA On in Total Store
54,427,1581,Tier 2,GM Pause
57,449,1583,Tier 2,GM Pause
57,396,1584,Tier 1,ISA On in Total Store
47,429,1585,Tier 2,GM Pause
2,26,1586,Tier 1,ISA On in Total Store
56,450,1587,Tier 1,ISA On in Total Store
57,445,1588,Tier 1,ISA On in Total Store
9,108,1589,Tier 2,GM Pause
9,553,1590,Tier 2,GM Pause
22,234,1591,Tier 1,ISA On in Total Store
19,205,1592,Tier 2,GM Pause
19,202,1593,Tier 3,Total Store ISA Pause
21,219,1594,Tier 2,GM Pause
21,217,1595,Tier 2,GM Pause
25,265,1596,Tier 1,ISA On in Total Store
44,356,1597,Tier 2,GM Pause
46,370,1598,Tier 1,ISA On in Total Store
40,362,1599,Tier 2,GM Pause
57,447,1600,Tier 2,GM Pause
25,482,1601,Tier 2,GM Pause
25,275,1602,Tier 2,GM Pause
4,42,1603,Tier 2,GM Pause
54,430,1604,Tier 1,ISA On in Total Store
14,14,1605,Tier 2,GM Pause
2,119,1606,Tier 2,GM Pause
22,237,1607,Tier 2,GM Pause
56,457,1608,Tier 2,GM Pause
52,419,1609,Tier 2,GM Pause
17,192,1610,Tier 1,ISA On in Total Store
19,205,1611,Tier 2,GM Pause
46,366,1612,Tier 1,ISA On in Total Store
26,308,1613,Tier 2,GM Pause
26,297,1614,Tier 1,ISA On in Total Store
56,452,1615,Tier 2,GM Pause
56,457,1616,Tier 2,GM Pause
54,381,1617,Tier 2,GM Pause
19,238,1618,Tier 1,ISA On in Total Store
14,14,1620,Tier 2,GM Pause
52,418,1621,Tier 2,GM Pause
19,213,1622,Tier 3,Total Store ISA Pause
17,226,1623,Tier 3,Total Store ISA Pause
57,447,1624,Tier 2,GM Pause
52,426,1625,Tier 3,Total Store ISA Pause
44,352,1626,Tier 1,ISA On in Total Store
54,427,1627,Tier 2,GM Pause
19,213,1628,Tier 1,ISA On in Total Store
25,251,1629,Tier 2,GM Pause
56,457,1630,Tier 2,GM Pause
75,288,1631,Tier 1,ISA On in Total Store
52,412,1632,Tier 2,GM Pause
52,424,1633,Tier 2,GM Pause
52,419,1634,Tier 2,GM Pause
53,442,1635,Tier 1,ISA On in Total Store
54,427,1636,Tier 1,ISA On in Total Store
47,432,1637,Tier 2,GM Pause
14,7,1638,Tier 2,GM Pause
21,247,1639,Tier 3,Total Store ISA Pause
22,237,1640,Tier 2,GM Pause
26,301,1641,Tier 1,ISA On in Total Store
19,202,1642,Tier 2,GM Pause
53,439,1643,Tier 2,GM Pause
22,232,1644,Tier 2,GM Pause
57,581,1645,Tier 2,GM Pause
46,372,1646,Tier 1,ISA On in Total Store
21,248,1647,Tier 1,ISA On in Total Store
56,392,1648,Tier 2,GM Pause
54,427,1649,Tier 3,Total Store ISA Pause
53,444,1650,Tier 2,GM Pause
56,453,1651,Tier 1,ISA On in Total Store
75,312,1652,Tier 1,ISA On in Total Store
75,320,1653,Tier 2,GM Pause
52,419,1654,Tier 1,ISA On in Total Store
25,482,1655,Tier 1,ISA On in Total Store
17,228,1656,Tier 2,GM Pause
53,425,1657,Tier 2,GM Pause
3,30,1658,Tier 2,GM Pause
47,379,1659,Tier 1,ISA On in Total Store
57,448,1660,Tier 2,GM Pause
26,302,1661,Tier 2,GM Pause
4,304,1662,Tier 1,ISA On in Total Store
2,294,1663,Tier 2,GM Pause
26,299,1664,Tier 2,GM Pause
21,239,1665,Tier 2,GM Pause
4,306,1666,Tier 1,ISA On in Total Store
21,247,1667,Tier 1,ISA On in Total Store
25,269,1668,Tier 2,GM Pause
53,438,1669,Tier 1,ISA On in Total Store
22,168,1670,Tier 1,ISA On in Total Store
47,433,1671,Tier 1,ISA On in Total Store
53,436,1672,Tier 2,GM Pause
17,192,1673,Tier 1,ISA On in Total Store
75,280,1674,Tier 1,ISA On in Total Store
41,256,1675,Tier 2,GM Pause
25,580,1676,Tier 2,GM Pause
17,189,1677,Tier 1,ISA On in Total Store
53,442,1678,Tier 1,ISA On in Total Store
53,438,1679,Tier 2,GM Pause
9,110,1680,Tier 2,GM Pause
25,268,1681,Tier 1,ISA On in Total Store
75,288,1682,Tier 2,GM Pause
52,413,1683,Tier 2,GM Pause
22,237,1684,Tier 2,GM Pause
54,430,1685,Tier 3,Total Store ISA Pause
54,403,1686,Tier 1,ISA On in Total Store
75,289,1687,Tier 3,Total Store ISA Pause
75,289,1688,Tier 2,GM Pause
47,376,1689,Tier 1,ISA On in Total Store
25,275,1690,Tier 2,GM Pause
40,362,1691,Tier 2,GM Pause
57,445,1692,Tier 2,GM Pause
57,445,1693,Tier 1,ISA On in Total Store
4,124,1694,Tier 2,GM Pause
54,427,1695,Tier 2,GM Pause
52,412,1696,Tier 2,GM Pause
56,454,1697,Tier 2,GM Pause
16,183,1698,Tier 1,ISA On in Total Store
54,401,1699,Tier 1,ISA On in Total Store
57,459,1700,Tier 1,ISA On in Total Store
2,21,1701,Tier 3,Total Store ISA Pause
9,92,1702,Tier 1,ISA On in Total Store
75,280,1703,Tier 2,GM Pause
56,453,1704,Tier 2,GM Pause
17,191,1705,Tier 1,ISA On in Total Store
20,208,1707,Tier 2,GM Pause
54,401,1708,Tier 2,GM Pause
21,248,1709,Tier 2,GM Pause
13,140,1710,Tier 1,ISA On in Total Store
14,2,1711,Tier 1,ISA On in Total Store
9,111,1712,Tier 2,GM Pause
25,278,1713,Tier 2,GM Pause
75,320,1714,Tier 3,Total Store ISA Pause
75,285,1715,Tier 2,GM Pause
75,508,1716,Tier 2,GM Pause
75,508,1717,Tier 2,GM Pause
21,222,1718,Tier 1,ISA On in Total Store
19,204,1719,Tier 1,ISA On in Total Store
2,25,1720,Tier 3,Total Store ISA Pause
52,418,1721,Tier 2,GM Pause
52,421,1722,Tier 2,GM Pause
52,413,1723,Tier 1,ISA On in Total Store
20,216,1724,Tier 2,GM Pause
75,315,1726,Tier 1,ISA On in Total Store
53,439,1727,Tier 1,ISA On in Total Store
21,239,1728,Tier 1,ISA On in Total Store
21,239,1729,Tier 2,GM Pause
75,287,1730,Tier 2,GM Pause
17,192,1731,Tier 1,ISA On in Total Store
52,414,1732,Tier 2,GM Pause
19,203,1733,Tier 2,GM Pause
21,246,1734,Tier 2,GM Pause
25,269,1735,Tier 2,GM Pause
75,284,1736,Tier 3,Total Store ISA Pause
25,268,1737,Tier 1,ISA On in Total Store
52,421,1738,Tier 3,Total Store ISA Pause
20,227,1739,Tier 2,GM Pause
53,263,1740,Tier 1,ISA On in Total Store
75,284,1741,Tier 2,GM Pause
22,165,1742,Tier 2,GM Pause
41,258,1743,Tier 2,GM Pause
17,192,1744,Tier 2,GM Pause
21,239,1745,Tier 1,ISA On in Total Store
46,371,1746,Tier 2,GM Pause
57,461,1747,Tier 1,ISA On in Total Store
4,36,1748,Tier 3,Total Store ISA Pause
16,183,1749,Tier 1,ISA On in Total Store
21,222,1750,Tier 2,GM Pause
26,297,1751,Tier 1,ISA On in Total Store
19,204,1752,Tier 2,GM Pause
16,184,1753,Tier 3,Total Store ISA Pause
19,203,1754,Tier 2,GM Pause
56,453,1755,Tier 1,ISA On in Total Store
57,462,1756,Tier 2,GM Pause
52,419,1757,Tier 2,GM Pause
21,239,1758,Tier 3,Total Store ISA Pause
75,288,1759,Tier 2,GM Pause
56,455,1760,Tier 3,Total Store ISA Pause
25,341,1761,Tier 1,ISA On in Total Store
16,157,1762,Tier 2,GM Pause
20,311,1763,Tier 2,GM Pause
52,413,1764,Tier 2,GM Pause
22,237,1765,Tier 2,GM Pause
2,23,1766,Tier 3,Total Store ISA Pause
26,300,1767,Tier 1,ISA On in Total Store
54,582,1768,Tier 3,Total Store ISA Pause
22,231,1769,Tier 2,GM Pause
20,229,1770,Tier 2,GM Pause
19,202,1771,Tier 2,GM Pause
56,468,1772,Tier 1,ISA On in Total Store
75,288,1773,Tier 3,Total Store ISA Pause
26,310,1774,Tier 2,GM Pause
60,478,1775,Tier 2,GM Pause
53,442,1776,Tier 1,ISA On in Total Store
22,168,1777,Tier 1,ISA On in Total Store
54,382,1778,Tier 2,GM Pause
25,265,1779,Tier 3,Total Store ISA Pause
75,315,1780,Tier 2,GM Pause
17,190,1781,Tier 2,GM Pause
20,216,1782,Tier 2,GM Pause
25,580,1783,Tier 1,ISA On in Total Store
60,477,1784,Tier 1,ISA On in Total Store
16,184,1785,Tier 3,Total Store ISA Pause
52,423,1786,Tier 3,Total Store ISA Pause
52,414,1787,Tier 1,ISA On in Total Store
16,183,1788,Tier 2,GM Pause
56,452,1789,Tier 2,GM Pause
19,197,1790,Tier 2,GM Pause
19,200,1791,Tier 2,GM Pause
22,231,1792,Tier 2,GM Pause
60,477,1793,Tier 2,GM Pause
22,232,1794,Tier 2,GM Pause
2,294,1795,Tier 3,Total Store ISA Pause
16,184,1796,Tier 2,GM Pause
16,179,1797,Tier 2,GM Pause
19,205,1798,Tier 2,GM Pause
53,441,1799,Tier 1,ISA On in Total Store
5,583,1800,Tier 3,Total Store ISA Pause
5,44,1801,Tier 2,GM Pause
47,411,1802,Tier 1,ISA On in Total Store
6,87,1803,Tier 1,ISA On in Total Store
21,248,1804,Tier 2,GM Pause
57,463,1805,Tier 1,ISA On in Total Store
22,165,1807,Tier 1,ISA On in Total Store
54,388,1808,Tier 2,GM Pause
19,202,1809,Tier 3,Total Store ISA Pause
17,164,1810,Tier 3,Total Store ISA Pause
75,288,1811,Tier 2,GM Pause
20,215,1812,Tier 2,GM Pause
17,192,1813,Tier 1,ISA On in Total Store
25,264,1814,Tier 2,GM Pause
57,449,1815,Tier 2,GM Pause
26,297,1816,Tier 2,GM Pause
60,475,1817,Tier 1,ISA On in Total Store
53,436,1819,Tier 2,GM Pause
20,229,1820,Tier 2,GM Pause
4,306,1821,Tier 2,GM Pause
29,801,1822,Tier 2,GM Pause
22,234,1823,Tier 2,GM Pause
75,286,1825,Tier 2,GM Pause
57,581,1826,Tier 2,GM Pause
54,582,1827,Tier 1,ISA On in Total Store
53,439,1828,Tier 2,GM Pause
4,37,1829,Tier 1,ISA On in Total Store
17,191,1830,Tier 2,GM Pause
17,191,1831,Tier 2,GM Pause
57,463,1832,Tier 2,GM Pause
75,291,1833,Tier 2,GM Pause
56,468,1834,Tier 2,GM Pause
17,190,1835,Tier 1,ISA On in Total Store
19,202,1836,Tier 1,ISA On in Total Store
6,59,1837,Tier 2,GM Pause
57,394,1838,Tier 3,Total Store ISA Pause
20,214,1839,Tier 1,ISA On in Total Store
56,511,1840,Tier 2,GM Pause
75,289,1841,Tier 3,Total Store ISA Pause
26,298,1842,Tier 2,GM Pause
60,477,1843,Tier 2,GM Pause
22,178,1844,Tier 1,ISA On in Total Store
9,109,1845,Tier 2,GM Pause
46,366,1846,Tier 1,ISA On in Total Store
3,93,1847,Tier 2,GM Pause
25,264,1848,Tier 2,GM Pause
26,308,1849,Tier 1,ISA On in Total Store
22,234,1850,Tier 3,Total Store ISA Pause
9,109,1851,Tier 2,GM Pause
75,291,1852,Tier 1,ISA On in Total Store
57,461,1853,Tier 1,ISA On in Total Store
29,801,1854,Tier 1,ISA On in Total Store
52,423,1855,Tier 2,GM Pause
16,179,1856,Tier 1,ISA On in Total Store
20,209,1857,Tier 2,GM Pause
52,421,1858,Tier 3,Total Store ISA Pause
57,463,1859,Tier 2,GM Pause
75,284,1860,Tier 1,ISA On in Total Store
52,422,1861,Tier 1,ISA On in Total Store
57,462,1862,Tier 3,Total Store ISA Pause
20,209,1863,Tier 1,ISA On in Total Store
52,422,1864,Tier 2,GM Pause
52,421,1865,Tier 1,ISA On in Total Store
16,180,1866,Tier 1,ISA On in Total Store
75,293,1867,Tier 2,GM Pause
16,180,1868,Tier 1,ISA On in Total Store
22,165,1869,Tier 1,ISA On in Total Store
60,475,1870,Tier 2,GM Pause
17,187,1871,Tier 2,GM Pause
54,383,1872,Tier 3,Total Store ISA Pause
16,161,1873,Tier 2,GM Pause
9,118,1874,Tier 1,ISA On in Total Store
75,282,1875,Tier 2,GM Pause
60,476,1876,Tier 1,ISA On in Total Store
57,581,1877,Tier 2,GM Pause
56,400,1878,Tier 2,GM Pause
57,445,1879,Tier 1,ISA On in Total Store
56,468,1880,Tier 1,ISA On in Total Store
56,454,1881,Tier 1,ISA On in Total Store
57,581,1882,Tier 1,ISA On in Total Store
20,208,1883,Tier 2,GM Pause
17,226,1884,Tier 2,GM Pause
20,229,1885,Tier 2,GM Pause
22,234,1886,Tier 3,Total Store ISA Pause
22,232,1887,Tier 2,GM Pause
54,401,1888,Tier 1,ISA On in Total Store
60,475,1889,Tier 1,ISA On in Total Store
75,285,1890,Tier 3,Total Store ISA Pause
25,268,1892,Tier 2,GM Pause
75,508,1893,Tier 2,GM Pause
20,214,1894,Tier 1,ISA On in Total Store
20,215,1895,Tier 1,ISA On in Total Store
47,391,1896,Tier 1,ISA On in Total Store
25,268,1897,Tier 2,GM Pause
25,264,1898,Tier 2,GM Pause
57,461,1899,Tier 2,GM Pause
56,400,1900,Tier 2,GM Pause
54,383,1901,Tier 2,GM Pause
56,400,1902,Tier 2,GM Pause
56,455,1903,Tier 1,ISA On in Total Store
75,292,1904,Tier 2,GM Pause
56,400,1905,Tier 1,ISA On in Total Store
16,160,1906,Tier 1,ISA On in Total Store
16,184,1907,Tier 3,Total Store ISA Pause
53,440,1908,Tier 2,GM Pause
17,195,1909,Tier 2,GM Pause
56,457,1910,Tier 1,ISA On in Total Store
20,215,1911,Tier 2,GM Pause
57,461,1912,Tier 1,ISA On in Total Store
19,207,1913,Tier 2,GM Pause
57,445,1914,Tier 1,ISA On in Total Store
57,463,1915,Tier 1,ISA On in Total Store
9,108,1916,Tier 1,ISA On in Total Store
57,459,1917,Tier 2,GM Pause
16,156,1918,Tier 3,Total Store ISA Pause
16,179,1919,Tier 2,GM Pause
60,477,1920,Tier 2,GM Pause
22,178,1921,Tier 1,ISA On in Total Store
57,462,1922,Tier 2,GM Pause
19,200,1923,Tier 1,ISA On in Total Store
16,179,1924,Tier 1,ISA On in Total Store
60,478,1925,Tier 1,ISA On in Total Store
17,191,1926,Tier 1,ISA On in Total Store
20,214,1927,Tier 1,ISA On in Total Store
19,205,1928,Tier 2,GM Pause
52,419,1929,Tier 2,GM Pause
16,184,1930,Tier 2,GM Pause
53,440,1931,Tier 2,GM Pause
16,179,1932,Tier 2,GM Pause
25,267,1933,Tier 1,ISA On in Total Store
75,314,1934,Tier 2,GM Pause
22,237,1935,Tier 2,GM Pause
53,196,1936,Tier 2,GM Pause
20,216,1937,Tier 2,GM Pause
25,268,1938,Tier 1,ISA On in Total Store
16,180,1939,Tier 2,GM Pause
17,188,1940,Tier 2,GM Pause
57,462,1941,Tier 1,ISA On in Total Store
19,200,1942,Tier 2,GM Pause
17,226,1945,Tier 2,GM Pause
17,187,1946,Tier 1,ISA On in Total Store
60,473,1947,Tier 2,GM Pause
20,227,1948,Tier 2,GM Pause
26,301,1950,Tier 2,GM Pause
56,399,1951,Tier 1,ISA On in Total Store
52,422,1952,Tier 2,GM Pause
26,297,1953,Tier 2,GM Pause
16,183,1954,Tier 2,GM Pause
53,263,1955,Tier 2,GM Pause
54,382,1956,Tier 2,GM Pause
9,105,1957,Tier 3,Total Store ISA Pause
6,80,1958,Tier 2,GM Pause
17,164,1959,Tier 2,GM Pause
9,112,1960,Tier 1,ISA On in Total Store
21,225,1961,Tier 2,GM Pause
21,247,1962,Tier 2,GM Pause
56,450,1963,Tier 2,GM Pause
16,161,1964,Tier 3,Total Store ISA Pause
47,432,1965,Tier 1,ISA On in Total Store
17,194,1966,Tier 1,ISA On in Total Store
16,154,1967,Tier 2,GM Pause
75,281,1968,Tier 2,GM Pause
75,290,1969,Tier 1,ISA On in Total Store
16,159,1970,Tier 2,GM Pause
53,425,1971,Tier 1,ISA On in Total Store
56,511,1972,Tier 1,ISA On in Total Store
16,179,1974,Tier 1,ISA On in Total Store
16,181,1975,Tier 1,ISA On in Total Store
17,190,1976,Tier 1,ISA On in Total Store
22,178,1977,Tier 2,GM Pause
21,247,1978,Tier 2,GM Pause
56,453,1979,Tier 1,ISA On in Total Store
17,162,1980,Tier 2,GM Pause
75,508,1981,Tier 1,ISA On in Total Store
53,439,1982,Tier 2,GM Pause
56,450,1983,Tier 2,GM Pause
16,154,1984,Tier 2,GM Pause
75,508,1985,Tier 2,GM Pause
19,213,1986,Tier 2,GM Pause
19,205,1987,Tier 2,GM Pause
56,455,1988,Tier 1,ISA On in Total Store
57,447,1989,Tier 2,GM Pause
21,217,1990,Tier 2,GM Pause
25,251,1991,Tier 1,ISA On in Total Store
57,462,1992,Tier 1,ISA On in Total Store
17,187,1994,Tier 1,ISA On in Total Store
56,400,1995,Tier 1,ISA On in Total Store
9,553,1996,Tier 1,ISA On in Total Store
17,188,1997,Tier 2,GM Pause
25,267,1998,Tier 1,ISA On in Total Store
52,424,1999,Tier 1,ISA On in Total Store
26,301,2000,Tier 2,GM Pause
57,449,2001,Tier 2,GM Pause
56,451,2002,Tier 2,GM Pause
17,174,2003,Tier 2,GM Pause
52,415,2004,Tier 2,GM Pause
4,306,2005,Tier 1,ISA On in Total Store
60,475,2006,Tier 1,ISA On in Total Store
60,473,2007,Tier 2,GM Pause
20,229,2008,Tier 2,GM Pause
75,281,2009,Tier 2,GM Pause
19,201,2010,Tier 1,ISA On in Total Store
16,156,2012,Tier 2,GM Pause
16,179,2013,Tier 2,GM Pause
19,204,2014,Tier 1,ISA On in Total Store
75,292,2015,Tier 1,ISA On in Total Store
60,473,2016,Tier 1,ISA On in Total Store
20,235,2019,Tier 1,ISA On in Total Store
21,246,2020,Tier 1,ISA On in Total Store
16,160,2021,Tier 2,GM Pause
17,162,2022,Tier 1,ISA On in Total Store
22,233,2023,Tier 2,GM Pause
17,226,2024,Tier 1,ISA On in Total Store
56,511,2025,Tier 1,ISA On in Total Store
29,811,2026,Tier 2,GM Pause
75,280,2027,Tier 2,GM Pause
57,461,2028,Tier 2,GM Pause
56,450,2030,Tier 2,GM Pause
56,511,2031,Tier 2,GM Pause
57,446,2032,Tier 1,ISA On in Total Store
54,427,2033,Tier 3,Total Store ISA Pause
21,239,2035,Tier 2,GM Pause
20,317,2036,Tier 2,GM Pause
60,472,2037,Tier 2,GM Pause
75,292,2038,Tier 2,GM Pause
56,450,2039,Tier 1,ISA On in Total Store
22,170,2040,Tier 1,ISA On in Total Store
75,284,2041,Tier 2,GM Pause
17,194,2043,Tier 1,ISA On in Total Store
56,457,2044,Tier 3,Total Store ISA Pause
75,281,2045,Tier 3,Total Store ISA Pause
16,180,2046,Tier 1,ISA On in Total Store
16,179,2047,Tier 2,GM Pause
56,453,2048,Tier 1,ISA On in Total Store
22,237,2049,Tier 2,GM Pause
57,396,2050,Tier 2,GM Pause
46,405,2051,Tier 1,ISA On in Total Store
56,453,2052,Tier 2,GM Pause
56,457,2053,Tier 2,GM Pause
56,450,2054,Tier 1,ISA On in Total Store
16,183,2055,Tier 2,GM Pause
16,184,2057,Tier 2,GM Pause
26,297,2058,Tier 2,GM Pause
22,231,2059,Tier 1,ISA On in Total Store
19,201,2061,Tier 1,ISA On in Total Store
19,201,2062,Tier 2,GM Pause
20,208,2063,Tier 2,GM Pause
17,226,2064,Tier 2,GM Pause
2,122,2065,Tier 2,GM Pause
6,64,2066,Tier 3,Total Store ISA Pause
29,811,2067,Tier 2,GM Pause
22,170,2068,Tier 2,GM Pause
56,468,2069,Tier 3,Total Store ISA Pause
60,469,2070,Tier 3,Total Store ISA Pause
60,469,2071,Tier 2,GM Pause
29,811,2072,Tier 2,GM Pause
20,214,2073,Tier 1,ISA On in Total Store
60,469,2074,Tier 2,GM Pause
60,478,2075,Tier 1,ISA On in Total Store
57,460,2077,Tier 1,ISA On in Total Store
20,216,2078,Tier 2,GM Pause
53,196,2079,Tier 2,GM Pause
19,202,2080,Tier 1,ISA On in Total Store
9,111,2081,Tier 1,ISA On in Total Store
57,464,2082,Tier 2,GM Pause
75,320,2083,Tier 2,GM Pause
54,382,2084,Tier 3,Total Store ISA Pause
29,811,2085,Tier 2,GM Pause
5,56,2086,Tier 3,Total Store ISA Pause
52,422,2087,Tier 1,ISA On in Total Store
17,195,2088,Tier 2,GM Pause
20,311,2089,Tier 3,Total Store ISA Pause
17,174,2090,Tier 1,ISA On in Total Store
9,110,2091,Tier 2,GM Pause
17,187,2092,Tier 1,ISA On in Total Store
57,460,2094,Tier 2,GM Pause
16,160,2095,Tier 2,GM Pause
22,170,2096,Tier 2,GM Pause
17,188,2097,Tier 2,GM Pause
21,219,2098,Tier 2,GM Pause
57,447,2099,Tier 2,GM Pause
53,196,2100,Tier 1,ISA On in Total Store
60,475,2101,Tier 2,GM Pause
19,200,2102,Tier 2,GM Pause
16,159,2103,Tier 2,GM Pause
17,164,2104,Tier 1,ISA On in Total Store
5,53,2105,Tier 1,ISA On in Total Store
56,392,2106,Tier 1,ISA On in Total Store
17,195,2107,Tier 2,GM Pause
22,165,2108,Tier 2,GM Pause
22,165,2109,Tier 3,Total Store ISA Pause
57,465,2110,Tier 2,GM Pause
14,13,2111,Tier 1,ISA On in Total Store
46,372,2112,Tier 3,Total Store ISA Pause
46,370,2113,Tier 1,ISA On in Total Store
14,7,2114,Tier 2,GM Pause
20,216,2115,Tier 3,Total Store ISA Pause
17,187,2116,Tier 1,ISA On in Total Store
56,450,2117,Tier 1,ISA On in Total Store
16,156,2118,Tier 1,ISA On in Total Store
56,451,2119,Tier 2,GM Pause
17,190,2120,Tier 2,GM Pause
60,472,2121,Tier 2,GM Pause
16,159,2122,Tier 2,GM Pause
44,47,2123,Tier 1,ISA On in Total Store
21,223,2124,Tier 3,Total Store ISA Pause
47,380,2125,Tier 1,ISA On in Total Store
60,470,2126,Tier 2,GM Pause
53,440,2127,Tier 2,GM Pause
16,159,2128,Tier 2,GM Pause
22,231,2129,Tier 2,GM Pause
16,183,2130,Tier 2,GM Pause
47,411,2131,Tier 2,GM Pause
13,131,2132,Tier 3,Total Store ISA Pause
5,82,2133,Tier 1,ISA On in Total Store
4,306,2134,Tier 1,ISA On in Total Store
17,190,2135,Tier 1,ISA On in Total Store
