Store Number,Invoice Number,Date of Invoice ,   Total Amount   ,Out of Scope,Area of Machine,Memo,Comments
US05925G,1061140,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/24/2025
US03161G,1061141,3/21/2025,425,IMPROPER HANDLING - COIN SORTER,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/24/2025
US05100G,1061369,3/21/2025,5273.15,FOREIGN OBJECT - COIN,BNR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,1/28/2025
US00196G,1061370,3/21/2025,330.75,IMPROPER HANDLING - COIN SORTER,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/28/2025
US00308G,1061371,3/21/2025,322.5,IMPROPER HANDLING - COIN SORTER,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/28/2025
US06573G,1061372,3/21/2025,321,IMPROPER HANDLING - COIN SORTER,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/29/2025
US03182G,1061373,3/21/2025,322.5,IMPROPER HANDLING - COIN SORTER,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/29/2025
US00145G,1061374,3/21/2025,300,IMPROPER HANDLING - COIN SORTER,BCR,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/29/2025
US00254G,1061383,3/21/2025,458.1,IMPROPER HANDLING - OTHER,BCR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",1/24/2025
US00998G,1061403,3/21/2025,636.5,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/27/2025
US00930G,1061449,3/21/2025,1283.22,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/29/2025
US06653G,1062164,3/21/2025,300,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/5/2025
US00414G,1062165,3/21/2025,1668.03,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/5/2025
US00613G,1062166,3/21/2025,516.37,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/5/2025
US02249G,1062173,3/21/2025,549.9,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/9/2025
US06366G,1062174,3/21/2025,978.33,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/8/2025
US00129G,1062178,3/21/2025,425,REFUSED ACCESS TO DEVICE,BNR,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,2/9/2025
US00386G,1062179,3/21/2025,1000.99,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/8/2025
US00673G,1062180,3/21/2025,482.9,IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/8/2025
US00746G,1062182,3/21/2025,1554.44,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/8/2025
US00743G,1062183,3/21/2025,425,IMPROPER HANDLING - VAULT,OTHER,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,2/8/2025
US00710G,1062187,3/21/2025,466.44,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,2/8/2025
US00032G,1062188,3/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,COIN AUDIT: Coin Audit,2/8/2025
US08111G,1062190,3/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/8/2025
US01223G,1062191,3/21/2025,455.82,IMPROPER HANDLING - OTHER,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/8/2025
US05273G,1062196,3/21/2025,1544.52,FOREIGN OBJECT - COIN,BNR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,2/9/2025
US00038G,1062197,3/21/2025,1667.81,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/10/2025
US06329G,1062198,3/21/2025,454.75,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
US04283G,1062201,3/21/2025,608.72,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
US02571G,1062203,3/21/2025,468.36,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",2/9/2025
US06369G,1062204,3/21/2025,1476.26,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/9/2025
US02239G,1062205,3/21/2025,460.06,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,2/9/2025
US08271G,1062206,3/21/2025,454.75,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,2/9/2025
US07280G,1062210,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,2/9/2025
US07241G,1062211,3/21/2025,446.25,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,2/9/2025
US05146G,1062213,3/21/2025,460.06,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/9/2025
US02201G,1062214,3/21/2025,1226.47,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/9/2025
US03582G,1062215,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
US06631G,1062216,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
US00175G,1062217,3/21/2025,466.44,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
US01091G,1062219,3/21/2025,423.57,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US04991G,1062220,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
US00034G,1062221,3/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
US00329G,1062223,3/21/2025,533.29,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/10/2025
US00866G,1062224,3/21/2025,1404.38,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US04497G,1062226,3/21/2025,1217.78,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,2/9/2025
US00453G,1062227,3/21/2025,425,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/9/2025
US00671G,1062228,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
US00324G,1062230,3/21/2025,729.05,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
US00244G,1062232,3/21/2025,315,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US06472G,1062233,3/21/2025,450.5,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/9/2025
US00744G,1062234,3/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/10/2025
US00384G,1062236,3/21/2025,460.06,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/9/2025
US04618G1,1062237,3/21/2025,324.75,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US04482G,1062238,3/21/2025,466.44,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/9/2025
US00157G,1062242,3/21/2025,330.75,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,2/10/2025
US00450G,1062244,3/21/2025,1596.8,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US00073G,1062246,3/21/2025,1870.07,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US05081G1,1062247,3/21/2025,330,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",2/10/2025
US06971G,1062250,3/21/2025,328.5,FOREIGN OBJECT - OTHER,BCR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,2/10/2025
US02708G,1062253,3/21/2025,425,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,2/9/2025
US04674G1,1062254,3/21/2025,324.75,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,2/10/2025
US00134G,1062257,3/21/2025,425,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US08138G,1062264,3/21/2025,300,FOREIGN OBJECT - COIN,BNR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,2/10/2025
US00414G,1062266,3/21/2025,324.75,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/10/2025
US00711G,1062267,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/10/2025
US05310G1,1062273,3/21/2025,750.24,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US08149G,1062276,3/21/2025,316.5,FOREIGN OBJECT - COIN,BNR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,2/10/2025
US00600G,1062279,3/21/2025,324.75,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US02834G,1062282,3/21/2025,579.04,IMPROPER HANDLING - CASSETTES,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,2/11/2025
US00097G,1062283,3/21/2025,501.64,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,2/10/2025
US00737G,1062287,3/21/2025,464.31,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",2/10/2025
US00001G,1062290,3/21/2025,575.69,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/10/2025
US05706G1,1062292,3/21/2025,747.98,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/11/2025
US00361G,1062296,3/21/2025,300,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/11/2025
US00332G,1062297,3/21/2025,1071.72,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/11/2025
US01550G,1062298,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,2/11/2025
US01265G,1062299,3/21/2025,2744.22,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",2/11/2025
US04829G,1062301,3/21/2025,300,SITE DECLINED TROUBLESHOOTING,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",2/11/2025
US05150G,1062307,3/21/2025,1188.77,IMPROPER HANDLING - VAULT,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,2/8/2025
US03168G,1052584,3/21/2025, $9.13 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/23/2025
US00072G,1052616,3/21/2025, $626.47 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/16/2025
US06477G,1052618,3/21/2025, $460.65 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US00100G,1052672,3/21/2025, $710.73 ,IMPROPER HANDLING - GAS SPRING,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/20/2025
US05256G,1052679,3/21/2025, $870.76 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/3/2025
US00842G,1052707,3/21/2025," $1,089.60 ",IMPROPER HANDLING - OTHER,BNR,MISC: MISC:  Issue was due to incorrect site input.,1/14/2025
US07280G,1052717,3/21/2025, $627.73 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US00500G,1052735,3/21/2025, $324.75 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/13/2025
US00195G,1052736,3/21/2025, $319.88 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/13/2025
US01770G,1052737,3/21/2025, $318.00 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/13/2025
US00866G,1052752,3/21/2025, $324.75 ,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,1/13/2025
US01703G,1052757,3/21/2025," $1,169.41 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US03459G,1052761,3/21/2025," $1,142.47 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US04820G,1052765,3/21/2025, $300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/14/2025
US00409G,1052769,3/21/2025, $515.06 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/14/2025
US00418G,1052780,3/21/2025, $300.00 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US06477G,1052781,3/21/2025, $300.00 ,IMPROPER HANDLING - HOPPERS,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/14/2025
US01673G,1052782,3/21/2025, $322.50 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/14/2025
US00409G,1052783,3/21/2025, $515.06 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,1/14/2025
US00531G,1052784,3/21/2025, $327.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/14/2025
US00203G,1052794,3/21/2025, $794.63 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",1/14/2025
US00721G,1052800,3/21/2025, $300.00 ,NON DEVICE RELATED ISSUES,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,1/14/2025
US01418G,1052801,3/21/2025, $495.20 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US00789G,1052805,3/21/2025, $324.75 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/14/2025
US05713G,1052808,3/21/2025," $1,091.16 ",IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US00820G,1052815,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US00135G,1052817,3/21/2025, $425.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US02930G,1052818,3/21/2025, $425.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US05096G,1052823,3/21/2025, $425.00 ,SITE DECLINED TROUBLESHOOTING,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/14/2025
US05866G,1052827,3/21/2025, $819.15 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/14/2025
US00352G,1052830,3/21/2025, $300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/14/2025
US04820G,1052835,3/21/2025," $1,259.53 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US03352G,1052837,3/21/2025," $1,616.26 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/14/2025
US00663G,1052843,3/21/2025, $329.25 ,IMPROPER HANDLING - COIN SORTER,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/15/2025
US05135G1,1052847,3/21/2025, $928.92 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US00789G,1052853,3/21/2025," $2,815.56 ",IMPROPER HANDLING - COIN SORTER,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/15/2025
US02558G,1052856,3/21/2025, $300.00 ,IMPROPER HANDLING - CASSETTES,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/15/2025
US00352G,1052858,3/21/2025, $574.32 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US00107G,1052866,3/21/2025, $329.25 ,SITE DECLINED TROUBLESHOOTING,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/15/2025
US00596G,1052869,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/15/2025
US03014G,1052870,3/21/2025, $324.75 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/15/2025
US07241G,1052872,3/21/2025, $315.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US00203G,1052873,3/21/2025, $720.54 ,IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",1/15/2025
US02753G,1052875,3/21/2025, $300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/15/2025
US01790G,1052876,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/15/2025
US01137G,1052878,3/21/2025, $324.75 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/15/2025
US00847G,1052891,3/21/2025, $300.00 ,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US00241F,1052900,3/21/2025, $574.37 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US00531G,1052908,3/21/2025, $327.00 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/15/2025
US06477G,1052909,3/21/2025, $735.79 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US00221G,1052910,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/15/2025
US03847G,1052922,3/21/2025," $2,793.69 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/16/2025
US02332G,1052926,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/16/2025
US06686G,1052927,3/21/2025, $324.75 ,FOREIGN OBJECT - OTHER,BCR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/16/2025
US04278G,1052933,3/21/2025, $550.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/16/2025
US05446G,1052936,3/21/2025, $550.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/16/2025
US07280G,1052946,3/21/2025, $300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/17/2025
US00945G,1052947,3/21/2025, $324.75 ,IMPROPER HANDLING - OTHER,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,1/16/2025
